"﻿""Any""","Mes","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Durada_atur","Nombre"
2021,2,5,"Sarrià-Sant Gervasi",23,"Sarrià","Més de 12 mesos",275
2021,2,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Més de 12 mesos",231
2021,2,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Més de 12 mesos",338
2021,2,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Més de 12 mesos",605
2021,2,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Més de 12 mesos",559
2021,2,6,"Gràcia",28,"Vallcarca i els Penitents","Més de 12 mesos",375
2021,2,6,"Gràcia",29,"el Coll","Més de 12 mesos",156
2021,2,6,"Gràcia",30,"la Salut","Més de 12 mesos",321
2021,2,6,"Gràcia",31,"la Vila de Gràcia","Més de 12 mesos",1117
2021,2,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Més de 12 mesos",754
2021,2,7,"Horta-Guinardó",33,"el Baix Guinardó","Més de 12 mesos",585
2021,2,7,"Horta-Guinardó",34,"Can Baró","Més de 12 mesos",230
2021,2,7,"Horta-Guinardó",35,"el Guinardó","Més de 12 mesos",913
2021,2,7,"Horta-Guinardó",36,"la Font d'en Fargues","Més de 12 mesos",298
2021,2,7,"Horta-Guinardó",37,"el Carmel","Més de 12 mesos",1016
2021,2,7,"Horta-Guinardó",38,"la Teixonera","Més de 12 mesos",319
2021,2,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Més de 12 mesos",195
2021,2,7,"Horta-Guinardó",40,"Montbau","Més de 12 mesos",141
2021,2,7,"Horta-Guinardó",41,"la Vall d'Hebron","Més de 12 mesos",150
2021,2,7,"Horta-Guinardó",42,"la Clota","Més de 12 mesos",10
2021,2,7,"Horta-Guinardó",43,"Horta","Més de 12 mesos",865
2021,2,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Més de 12 mesos",806
2021,2,8,"Nou Barris",45,"Porta","Més de 12 mesos",786
2021,2,8,"Nou Barris",46,"el Turó de la Peira","Més de 12 mesos",504
2021,2,8,"Nou Barris",47,"Can Peguera","Més de 12 mesos",71
2021,2,8,"Nou Barris",48,"la Guineueta","Més de 12 mesos",584
2021,2,8,"Nou Barris",49,"Canyelles","Més de 12 mesos",285
2021,2,8,"Nou Barris",50,"les Roquetes","Més de 12 mesos",617
2021,2,8,"Nou Barris",51,"Verdun","Més de 12 mesos",473
2021,2,8,"Nou Barris",52,"la Prosperitat","Més de 12 mesos",883
2021,2,8,"Nou Barris",53,"la Trinitat Nova","Més de 12 mesos",433
2021,2,8,"Nou Barris",54,"Torre Baró","Més de 12 mesos",120
2021,2,8,"Nou Barris",55,"Ciutat Meridiana","Més de 12 mesos",628
2021,2,8,"Nou Barris",56,"Vallbona","Més de 12 mesos",73
2021,2,9,"Sant Andreu",57,"la Trinitat Vella","Més de 12 mesos",582
2021,2,9,"Sant Andreu",58,"Baró de Viver","Més de 12 mesos",74
2021,2,9,"Sant Andreu",59,"el Bon Pastor","Més de 12 mesos",422
2021,2,9,"Sant Andreu",60,"Sant Andreu","Més de 12 mesos",1710
2021,2,9,"Sant Andreu",61,"la Sagrera","Més de 12 mesos",759
2021,2,9,"Sant Andreu",62,"el Congrés i els Indians","Més de 12 mesos",369
2021,2,9,"Sant Andreu",63,"Navas","Més de 12 mesos",565
2021,2,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Més de 12 mesos",1085
2021,2,10,"Sant Martí",65,"el Clot","Més de 12 mesos",783
2021,2,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Més de 12 mesos",393
2021,2,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Més de 12 mesos",260
2021,2,10,"Sant Martí",68,"el Poblenou","Més de 12 mesos",894
2021,2,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Més de 12 mesos",423
2021,2,10,"Sant Martí",70,"el Besòs i el Maresme","Més de 12 mesos",967
2021,2,10,"Sant Martí",71,"Provençals del Poblenou","Més de 12 mesos",630
2021,2,10,"Sant Martí",72,"Sant Martí de Provençals","Més de 12 mesos",860
2021,2,10,"Sant Martí",73,"la Verneda i la Pau","Més de 12 mesos",972
