"Any","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Grups_Edat","Nombre"
2016,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","75 anys i més",1088
2016,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","75 anys i més",613
2016,6,"Gràcia",28,"Vallcarca i els Penitents","75 anys i més",392
2016,6,"Gràcia",29,"el Coll","75 anys i més",201
2016,6,"Gràcia",30,"la Salut","75 anys i més",337
2016,6,"Gràcia",31,"la Vila de Gràcia","75 anys i més",1124
2016,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","75 anys i més",872
2016,7,"Horta-Guinardó",33,"el Baix Guinardó","75 anys i més",653
2016,7,"Horta-Guinardó",34,"Can Baró","75 anys i més",225
2016,7,"Horta-Guinardó",35,"el Guinardó","75 anys i més",860
2016,7,"Horta-Guinardó",36,"la Font d'en Fargues","75 anys i més",221
2016,7,"Horta-Guinardó",37,"el Carmel","75 anys i més",704
2016,7,"Horta-Guinardó",38,"la Teixonera","75 anys i més",260
2016,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","75 anys i més",222
2016,7,"Horta-Guinardó",40,"Montbau","75 anys i més",253
2016,7,"Horta-Guinardó",41,"la Vall d'Hebron","75 anys i més",126
2016,7,"Horta-Guinardó",42,"la Clota","75 anys i més",14
2016,7,"Horta-Guinardó",43,"Horta","75 anys i més",664
2016,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","75 anys i més",756
2016,8,"Nou Barris",45,"Porta","75 anys i més",824
2016,8,"Nou Barris",46,"el Turó de la Peira","75 anys i més",584
2016,8,"Nou Barris",47,"Can Peguera","75 anys i més",73
2016,8,"Nou Barris",48,"la Guineueta","75 anys i més",596
2016,8,"Nou Barris",49,"Canyelles","75 anys i més",199
2016,8,"Nou Barris",50,"les Roquetes","75 anys i més",351
2016,8,"Nou Barris",51,"Verdun","75 anys i més",372
2016,8,"Nou Barris",52,"la Prosperitat","75 anys i més",795
2016,8,"Nou Barris",53,"la Trinitat Nova","75 anys i més",180
2016,8,"Nou Barris",54,"Torre Baró","75 anys i més",64
2016,8,"Nou Barris",55,"Ciutat Meridiana","75 anys i més",245
