"Anys_Periode","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Nombre"
"2003-2007",1,"Ciutat Vella",1,"el Raval",35.3
"2003-2007",1,"Ciutat Vella",2,"el Barri Gòtic",17.7
"2003-2007",1,"Ciutat Vella",3,"la Barceloneta",31.6
"2003-2007",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",29.5
"2003-2007",2,"Eixample",5,"el Fort Pienc",29.0
"2003-2007",2,"Eixample",6,"la Sagrada Família",28.5
"2003-2007",2,"Eixample",7,"la Dreta de l'Eixample",32.4
"2003-2007",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",33.4
"2003-2007",2,"Eixample",9,"la Nova Esquerra de l'Eixample",31.6
"2003-2007",2,"Eixample",10,"Sant Antoni",32.3
"2003-2007",3,"Sants-Montjuïc",11,"el Poble Sec",33.4
"2003-2007",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",56.3
"2003-2007",3,"Sants-Montjuïc",13,"la Marina de Port",35.2
"2003-2007",3,"Sants-Montjuïc",14,"la Font de la Guatlla",27.9
"2003-2007",3,"Sants-Montjuïc",15,"Hostafrancs",33.0
"2003-2007",3,"Sants-Montjuïc",16,"la Bordeta",31.3
"2003-2007",3,"Sants-Montjuïc",17,"Sants - Badal",27.5
"2003-2007",3,"Sants-Montjuïc",18,"Sants",31.4
"2003-2007",4,"Les Corts",19,"les Corts",26.4
"2003-2007",4,"Les Corts",20,"la Maternitat i Sant Ramon",24.6
"2003-2007",4,"Les Corts",21,"Pedralbes",27.8
"2003-2007",5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",40.2
"2003-2007",5,"Sarrià-Sant Gervasi",23,"Sarrià",41.2
"2003-2007",5,"Sarrià-Sant Gervasi",24,"les Tres Torres",41.8
"2003-2007",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",35.2
"2003-2007",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",36.5
"2003-2007",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",36.3
"2003-2007",6,"Gràcia",28,"Vallcarca i els Penitents",35.7
"2003-2007",6,"Gràcia",29,"el Coll",35.4
"2003-2007",6,"Gràcia",30,"la Salut",32.3
"2003-2007",6,"Gràcia",31,"la Vila de Gràcia",32.7
"2003-2007",6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",31.0
"2003-2007",7,"Horta-Guinardó",33,"el Baix Guinardó",28.0
"2003-2007",7,"Horta-Guinardó",34,"Can Baró",28.8
"2003-2007",7,"Horta-Guinardó",35,"el Guinardó",33.3
"2003-2007",7,"Horta-Guinardó",36,"la Font d'en Fargues",33.0
"2003-2007",7,"Horta-Guinardó",37,"el Carmel",34.1
"2003-2007",7,"Horta-Guinardó",38,"la Teixonera",34.5
"2003-2007",7,"Horta-Guinardó",39,"Sant Genís dels Agudells",31.7
"2003-2007",7,"Horta-Guinardó",40,"Montbau",45.9
"2003-2007",7,"Horta-Guinardó",41,"la Vall d'Hebron",31.8
"2003-2007",7,"Horta-Guinardó",42,"la Clota",41.7
"2003-2007",7,"Horta-Guinardó",43,"Horta",31.6
"2003-2007",8,"Nou Barris",44,"Vilapicina i la Torre Llobeta",31.8
"2003-2007",8,"Nou Barris",45,"Porta",31.7
"2003-2007",8,"Nou Barris",46,"el Turó de la Peira",34.1
"2003-2007",8,"Nou Barris",47,"Can Peguera",30.7
"2003-2007",8,"Nou Barris",48,"la Guineueta",28.9
"2003-2007",8,"Nou Barris",49,"Canyelles",24.5
"2003-2007",8,"Nou Barris",50,"les Roquetes",40.0
"2003-2007",8,"Nou Barris",51,"Verdun",33.6
"2003-2007",8,"Nou Barris",52,"la Prosperitat",32.4
"2003-2007",8,"Nou Barris",53,"la Trinitat Nova",37.5
"2003-2007",8,"Nou Barris",54,"Torre Baró",44.1
"2003-2007",8,"Nou Barris",55,"Ciutat Meridiana",43.9
"2003-2007",8,"Nou Barris",56,"Vallbona",39.8
"2003-2007",9,"Sant Andreu",57,"la Trinitat Vella",36.8
"2003-2007",9,"Sant Andreu",58,"Baró de Viver",43.1
"2003-2007",9,"Sant Andreu",59,"el Bon Pastor",52.5
"2003-2007",9,"Sant Andreu",60,"Sant Andreu",32.4
"2003-2007",9,"Sant Andreu",61,"la Sagrera",27.8
"2003-2007",9,"Sant Andreu",62,"el Congrés i els Indians",30.8
"2003-2007",9,"Sant Andreu",63,"Navas",31.1
