"﻿""Any""","Codi_districte","Nom_districte","Codi_barri","Nom_barri","Estructura_domicili","Nombre"
2020,7,"Horta-Guinardó",34,"Can Baró","Una dona sola de 18 a 64 anys",319
2020,7,"Horta-Guinardó",35,"el Guinardó","Una dona sola de 18 a 64 anys",1329
2020,7,"Horta-Guinardó",36,"la Font d'en Fargues","Una dona sola de 18 a 64 anys",233
2020,7,"Horta-Guinardó",37,"el Carmel","Una dona sola de 18 a 64 anys",886
2020,7,"Horta-Guinardó",38,"la Teixonera","Una dona sola de 18 a 64 anys",376
2020,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Una dona sola de 18 a 64 anys",192
2020,7,"Horta-Guinardó",40,"Montbau","Una dona sola de 18 a 64 anys",148
2020,7,"Horta-Guinardó",41,"la Vall d'Hebron","Una dona sola de 18 a 64 anys",128
2020,7,"Horta-Guinardó",42,"la Clota","Una dona sola de 18 a 64 anys",33
2020,7,"Horta-Guinardó",43,"Horta","Una dona sola de 18 a 64 anys",809
2020,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Una dona sola de 18 a 64 anys",734
2020,8,"Nou Barris",45,"Porta","Una dona sola de 18 a 64 anys",759
2020,8,"Nou Barris",46,"el Turó de la Peira","Una dona sola de 18 a 64 anys",422
2020,8,"Nou Barris",47,"Can Peguera","Una dona sola de 18 a 64 anys",88
2020,8,"Nou Barris",48,"la Guineueta","Una dona sola de 18 a 64 anys",325
2020,8,"Nou Barris",49,"Canyelles","Una dona sola de 18 a 64 anys",135
2020,8,"Nou Barris",50,"les Roquetes","Una dona sola de 18 a 64 anys",363
2020,8,"Nou Barris",51,"Verdun","Una dona sola de 18 a 64 anys",438
2020,8,"Nou Barris",52,"la Prosperitat","Una dona sola de 18 a 64 anys",687
2020,8,"Nou Barris",53,"la Trinitat Nova","Una dona sola de 18 a 64 anys",218
2020,8,"Nou Barris",54,"Torre Baró","Una dona sola de 18 a 64 anys",55
2020,8,"Nou Barris",55,"Ciutat Meridiana","Una dona sola de 18 a 64 anys",185
2020,8,"Nou Barris",56,"Vallbona","Una dona sola de 18 a 64 anys",27
2020,9,"Sant Andreu",57,"la Trinitat Vella","Una dona sola de 18 a 64 anys",195
2020,9,"Sant Andreu",58,"Baró de Viver","Una dona sola de 18 a 64 anys",65
