"﻿""Any""","Codi_districte","Nom_districte","Codi_barri","Nom_barri","Persones","Nombre"
2020,9,"Sant Andreu",60,"Sant Andreu","4 persones",3684
2020,9,"Sant Andreu",61,"la Sagrera","4 persones",1646
2020,9,"Sant Andreu",62,"el Congrés i els Indians","4 persones",859
2020,9,"Sant Andreu",63,"Navas","4 persones",1297
2020,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","4 persones",2038
2020,10,"Sant Martí",65,"el Clot","4 persones",1716
2020,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","4 persones",874
2020,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","4 persones",680
2020,10,"Sant Martí",68,"el Poblenou","4 persones",2251
2020,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","4 persones",919
2020,10,"Sant Martí",70,"el Besòs i el Maresme","4 persones",1151
2020,10,"Sant Martí",71,"Provençals del Poblenou","4 persones",1357
2020,10,"Sant Martí",72,"Sant Martí de Provençals","4 persones",1491
2020,10,"Sant Martí",73,"la Verneda i la Pau","4 persones",1701
2020,1,"Ciutat Vella",1,"el Raval","5 persones",1050
2020,1,"Ciutat Vella",2,"el Barri Gòtic","5 persones",271
2020,1,"Ciutat Vella",3,"la Barceloneta","5 persones",233
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","5 persones",387
2020,2,"Eixample",5,"el Fort Pienc","5 persones",584
2020,2,"Eixample",6,"la Sagrada Família","5 persones",852
2020,2,"Eixample",7,"la Dreta de l'Eixample","5 persones",836
2020,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","5 persones",773
2020,2,"Eixample",9,"la Nova Esquerra de l'Eixample","5 persones",911
2020,2,"Eixample",10,"Sant Antoni","5 persones",604
2020,3,"Sants-Montjuïc",11,"el Poble Sec","5 persones",694
2020,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","5 persones",24
2020,3,"Sants-Montjuïc",13,"la Marina de Port","5 persones",628
2020,3,"Sants-Montjuïc",14,"la Font de la Guatlla","5 persones",140
2020,3,"Sants-Montjuïc",15,"Hostafrancs","5 persones",263
2020,3,"Sants-Montjuïc",16,"la Bordeta","5 persones",299
2020,3,"Sants-Montjuïc",17,"Sants - Badal","5 persones",436
2020,3,"Sants-Montjuïc",18,"Sants","5 persones",633
2020,4,"Les Corts",19,"les Corts","5 persones",837
2020,4,"Les Corts",20,"la Maternitat i Sant Ramon","5 persones",447
2020,4,"Les Corts",21,"Pedralbes","5 persones",339
2020,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","5 persones",123
2020,5,"Sarrià-Sant Gervasi",23,"Sarrià","5 persones",757
2020,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","5 persones",570
2020,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","5 persones",766
2020,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","5 persones",1285
2020,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","5 persones",678
2020,6,"Gràcia",28,"Vallcarca i els Penitents","5 persones",285
2020,6,"Gràcia",29,"el Coll","5 persones",121
2020,6,"Gràcia",30,"la Salut","5 persones",234
2020,6,"Gràcia",31,"la Vila de Gràcia","5 persones",752
2020,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","5 persones",531
2020,7,"Horta-Guinardó",33,"el Baix Guinardó","5 persones",404
2020,7,"Horta-Guinardó",34,"Can Baró","5 persones",170
2020,7,"Horta-Guinardó",35,"el Guinardó","5 persones",596
2020,7,"Horta-Guinardó",36,"la Font d'en Fargues","5 persones",152
2020,7,"Horta-Guinardó",37,"el Carmel","5 persones",519
2020,7,"Horta-Guinardó",38,"la Teixonera","5 persones",198
2020,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","5 persones",133
