"﻿""CODI_CAPA""","CAPA_GENERICA","NOM_CAPA","ED50_COORD_X","ED50_COORD_Y","ETRS89_COORD_X","ETRS89_COORD_Y","LONGITUD","LATITUD","DISTRICTE","BARRI","NOM_DISTRICTE","NOM_BARRI","EQUIPAMENT","ADRECA","TELEFON"
"G008","Serveis religiosos","Esglésies catòliques",431524.87,4584595.868,431432.929,4584394.911,2.179632,41.408177,2,6,"Eixample","la Sagrada Família","Parròquia Sant Ignasi de Loiola","C Provença, 544","934503871"
"G009","Serveis religiosos","Esglésies evangèliques",427603.7,4581870.727,427511.794,4581669.797,2.133049,41.383289000000005,4,19,"Les Corts","les Corts","Església Evangèlica Iglesia de Dios Verbo de Dios Barcelona","C Novell, 44*46","698276495"
"G008","Serveis religiosos","Esglésies catòliques",429678.836,4581890.529,429586.911,4581689.598,2.1578630000000003,41.383652000000005,2,8,"Eixample","l'Antiga Esquerra de l'Eixample","Parròquia de Sant Josep Oriol - Basílica","C Diputació, 145","934531401"
"G009","Serveis religiosos","Esglésies evangèliques",432247.98600000003,4586605.088,432156.039,4586404.113,2.1880580000000003,41.426334999999995,9,61,"Sant Andreu","la Sagrera","Església Evangèlica de Jesucrist Palabra-Miel","C Pacífic, 62","669124337"
"G009","Serveis religiosos","Esglésies evangèliques",428291.33,4580766.408,428199.41799999995,4580565.488,2.141403,41.373405,3,16,"Sants-Montjuïc","la Bordeta","Església Evangèlica Metodista","C Vint-i-Sis de Gener 1641, 3*5","933254720"
"G004","Serveis religiosos","Centres hindús",432559.019,4582961.977,432467.06799999997,4582761.035,2.192186,41.393549,10,67,"Sant Martí","la Vila Olímpica del Poblenou","Associació Ioga en la Vida Quotidiana","C Llull, 48-52","933568181"
"G008","Serveis religiosos","Esglésies catòliques",431330.856,4588955.209,431238.91799999995,4588754.212,2.176816,41.447423,8,50,"Nou Barris","les Roquetes","Parròquia de Santa Maria Magdalena","C Llopis, 9","932763536"
"G001","Serveis religiosos","Capelles de l'Església de Jesucrist dels S.D.D.",433315.086,4585878.35,433223.12899999996,4585677.381,2.200908,41.419878999999995,10,72,"Sant Martí","Sant Martí de Provençals","Església de Jesucrist dels Sants dels Darrers Dies - Centre d'Estaca de Barcelona","C Cantàbria, 31",""
"G008","Serveis religiosos","Esglésies catòliques",426665.99600000004,4583547.946,426574.099,4583347.001,2.121633,41.398309999999995,5,23,"Sarrià-Sant Gervasi","Sarrià","Església de la Mare de Déu de la Salut","C Clos de Sant Francesc, 15","932034383"
"G008","Serveis religiosos","Esglésies catòliques",430850.74,4582104.44,430758.804,4581903.507,2.171853,41.38568,1,2,"Ciutat Vella","el Barri Gòtic","Parròquia Major de Santa Anna","C Santa Anna, 29","933013576"
"G008","Serveis religiosos","Esglésies catòliques",431172.573,4581848.767,431080.63399999996,4581647.836,2.1757310000000003,41.383404999999996,1,2,"Ciutat Vella","el Barri Gòtic","Església de Sant Sever","C Sant Sever, 9*11",""
"G009","Serveis religiosos","Esglésies evangèliques",429733.07,4586319.798,429641.146,4586118.826,2.157996,41.423549,7,37,"Horta-Guinardó","el Carmel","Església Evangèlica Amistat i Vida","Rbla Carmel, 68",""
"G008","Serveis religiosos","Esglésies catòliques",428498.777,4583448.024,428406.864,4583247.079,2.143567,41.397575,5,26,"Sarrià-Sant Gervasi","Sant Gervasi - Galvany","Església Santuari de Sant Antoni de Pàdua","C Santaló, 78","932092090"
"G003","Serveis religiosos","Centres budistes",429311.477,4584204.574,429219.55600000004,4584003.6219999995,2.1531990000000003,41.404461,6,31,"Gràcia","la Vila de Gràcia","Drukpa Barcelona - Druk Rangshar Kyipe Ts'el","C Badia, 24","607977334"
"G008","Serveis religiosos","Esglésies catòliques",430398.95,4588230.926,430307.02,4588029.936000001,2.1657439999999997,41.44082,8,48,"Nou Barris","la Guineueta","Parròquia de Sant Mateu","Via Favència, 80","934272167"
"G007","Serveis religiosos","Esglésies adventistes",430566.909,4582019.084,430474.976,4581818.152,2.168468,41.384887,1,1,"Ciutat Vella","el Raval","Església Adventista del Setè Dia - Tallers","C Tallers, 26","670611877"
"G008","Serveis religiosos","Esglésies catòliques",428488.88200000004,4582061.908,428396.968,4581860.976,2.143612,41.385090000000005,2,9,"Eixample","la Nova Esquerra de l'Eixample","Parròquia de Maria Mitjancera de Totes les Gràcies","C Entença, 198*200","934300721"
"G010","Serveis religiosos","Mesquites",431329.479,4590496.037,431237.542,4590295.026000001,2.1766240000000003,41.461301,8,55,"Nou Barris","Ciutat Meridiana","Mesquita Madani - World Islamic Mission","Av Rasos de Peguera, 100","935177177"
"G008","Serveis religiosos","Esglésies catòliques",429760.645,4584834.011,429668.72,4584633.053,2.158499,41.41017,6,31,"Gràcia","la Vila de Gràcia","Parròquia de Sant Miquel dels Sants","C Escorial, 163","932130733"
"G009","Serveis religiosos","Esglésies evangèliques",428921.085,4581519.963,428829.167,4581319.036,2.148845,41.380247999999995,2,9,"Eixample","la Nova Esquerra de l'Eixample","Església Evangèlica Sant Pau","C Aragó, 51",""
"G007","Serveis religiosos","Esglésies adventistes",431032.61299999995,4586515.99,430940.677,4586315.016,2.173524,41.425429,7,35,"Horta-Guinardó","el Guinardó","Església Adventista del Setè Dia - Barcelona Guinardó","Lluís Sagnier, 62","934553166"
"G008","Serveis religiosos","Esglésies catòliques",430131.93200000003,4586657.15,430040.00399999996,4586456.175,2.16273,41.426621999999995,7,36,"Horta-Guinardó","la Font d'en Fargues","Església de la Sagrada Família - Peris i Mencheta","C Peris i Mencheta, 28","934291573"
"G008","Serveis religiosos","Esglésies catòliques",430877.79,4587224.901000001,430785.856,4587023.92,2.171591,41.4318,8,46,"Nou Barris","el Turó de la Peira","Parròquia de la Mare de Déu de Fàtima","C Aneto, 19","934293942"
"G008","Serveis religiosos","Esglésies catòliques",428232.66,4585099.281,428140.749,4584898.321,2.140188,41.412424,6,28,"Gràcia","Vallcarca i els Penitents","Església dels Sagrats Cors","Av República Argentina, 230","934171763"
"G009","Serveis religiosos","Esglésies evangèliques",429393.60799999995,4584003.833000001,429301.686,4583802.883,2.154205,41.40266,6,31,"Gràcia","la Vila de Gràcia","Església Evangèlica Pleno Evangelio","Trvs Sant Antoni, 14","932170596"
"G010","Serveis religiosos","Mesquites",430401.164,4581324.346,430309.232,4581123.42,2.166566,41.378615,1,1,"Ciutat Vella","el Raval","Comunitat Islàmica Darul Amal","C Vistalegre, 18",""
"G009","Serveis religiosos","Esglésies evangèliques",431968.914,4584285.351,431876.969,4584084.397,2.18498,41.405418,10,65,"Sant Martí","el Clot","Església Evangèlica Avivamiento Internacional","C Consell de Cent, 588",""
"G003","Serveis religiosos","Centres budistes",429965.731,4584874.101,429873.804,4584673.142,2.160948,41.410548999999996,6,32,"Gràcia","el Camp d'en Grassot i Gràcia Nova","Serchöling - Centre Budista Vajrayana","Pg Amunt, 34","932104198"
"G003","Serveis religiosos","Centres budistes",428219.46,4583797.251,428127.549,4583596.303,2.140184,41.400696,5,26,"Sarrià-Sant Gervasi","Sant Gervasi - Galvany","Centre Budista Barcelona Yun Hwa Dharma Sah","C Copèrnic, 52","931806498"
"G009","Serveis religiosos","Esglésies evangèliques",430768.499,4587428.806,430676.566,4587227.823,2.170259,41.433627,8,46,"Nou Barris","el Turó de la Peira","Església Evangèlica de Filadèlfia - Turó de la Peira","C Montsant, 20",""
"G009","Serveis religiosos","Esglésies evangèliques",431869.028,4590620.9569999995,431777.086,4590419.945,2.1830700000000003,41.462472,8,56,"Nou Barris","Vallbona","Església Evangèlica de Filadèlfia - Vallbona","Av Alzinar, 19",""
"G009","Serveis religiosos","Esglésies evangèliques",429803.086,4581408.047,429711.16,4581207.121,2.159405,41.379317,2,10,"Eixample","Sant Antoni","Església Evangèlica Assemblees Internacionals dels Primogènits - Espanya (Tabernacle of Glory)","C Floridablanca, 87",""
"G009","Serveis religiosos","Esglésies evangèliques",432185.314,4583152.278,432093.36600000004,4582951.335,2.187695,41.395232,10,66,"Sant Martí","el Parc i la Llacuna del Poblenou","Església Evangèlica La Luz del Mundo","C Almogàvers, 74",""
"G008","Serveis religiosos","Esglésies catòliques",429606.74,4584298.887,429514.81700000004,4584097.933999999,2.15672,41.405337,6,31,"Gràcia","la Vila de Gràcia","Parròquia de Sant Joan de Gràcia","C Santa Creu, 2","932377358"
"G003","Serveis religiosos","Centres budistes",431894.61799999996,4583303.544,431802.67299999995,4583102.598999999,2.184201,41.396569,2,5,"Eixample","el Fort Pienc","Triratna Barcelona","C Marina, 125",""
"G008","Serveis religiosos","Esglésies catòliques",432475.94,4589265.587,432383.992,4589064.587,2.190488,41.450316,9,57,"Sant Andreu","la Trinitat Vella","Parròquia de la Santíssima Trinitat","C Turó de la Trinitat, 30","933451728"
"G009","Serveis religiosos","Esglésies evangèliques",431412.97799999994,4588232.353999999,431321.039,4588031.364,2.177881,41.44092,8,52,"Nou Barris","la Prosperitat","Ministerio Cristiano Roca de Ferro","C Japó, 20",""
"G010","Serveis religiosos","Mesquites",434448.589,4585412.759,434356.62100000004,4585211.794,2.214521,41.415779,10,70,"Sant Martí","el Besòs i el Maresme","Mesquita Abu Bakr","C Mogent, 5",""
"G009","Serveis religiosos","Esglésies evangèliques",432362.644,4581687.403,432270.69399999996,4581486.473,2.18998,41.382053000000006,1,3,"Ciutat Vella","la Barceloneta","Església Evangèlica Baptista de la Barceloneta","C Ginebra, 0035","933192698"
"G012","Serveis religiosos","Sinagogues",428435.223,4584212.085,428343.31,4584011.133,2.142716,41.404451,5,27,"Sarrià-Sant Gervasi","el Putxet i el Farró","Comunitat Jueva Atid de Catalunya","C Ríos Rosas, 47","933482705"
"G010","Serveis religiosos","Mesquites",431553.74600000004,4590096.82,431461.80600000004,4589895.813,2.179354,41.457724,8,54,"Nou Barris","Torre Baró","Associació Islàmica Ciutat Meridiana","Av Escolapi Càncer, 35*37","930010641"
"G008","Serveis religiosos","Esglésies catòliques",427556.166,4584795.426,427464.26200000005,4584594.469,2.132131,41.409626,5,25,"Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova","Centre Educatiu Jesús i Maria *Passeig Sant Gervasi-Església","Pg Sant Gervasi, 15","934171200"
"G009","Serveis religiosos","Esglésies evangèliques",430530.141,4586661.3,430438.21,4586460.325,2.167495,41.426694,7,36,"Horta-Guinardó","la Font d'en Fargues","Església Evangèlica Assemblea de Germans - Trèvol","C Trèvol, 9*19","934209517"
"G009","Serveis religiosos","Esglésies evangèliques",424211.987,4586840.533,424120.114,4586639.558,2.0918669999999997,41.427737,5,22,"Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes","Església Evangèlica l'Aplec Sagrat","Pl Major del Rectoret, 3","937213769"
"G011","Serveis religiosos","Salons del regne",427076.66,4581235.359,426984.75899999996,4581034.435,2.126823,41.377519,3,17,"Sants-Montjuïc","Sants - Badal","Saló del Regne - Violant d'Hongria","C Violant Hongria Rna Aragó, 3","933392266"
"G003","Serveis religiosos","Centres budistes",429929.506,4583803.485,429837.57899999997,4583602.536,2.1606389999999998,41.400903,6,31,"Gràcia","la Vila de Gràcia","Centre Dojo Zen de Barcelona Ryokan","C Tordera, 18","717718517"
"G008","Serveis religiosos","Esglésies catòliques",429516.903,4581202.45,429424.979,4581001.526000001,2.156006,41.37744,2,10,"Eixample","Sant Antoni","Església de Sant Josep i Maria Auxiliadora","C Rocafort, 42","934247831"
"G008","Serveis religiosos","Esglésies catòliques",428995.953,4583589.148,428904.035,4583388.202,2.149497,41.398891,5,26,"Sarrià-Sant Gervasi","Sant Gervasi - Galvany","Església Nostra Senyora de la Mercè","C Laforja, 21","933099599"
"G009","Serveis religiosos","Esglésies evangèliques",429408.74799999996,4581998.194,429316.826,4581797.262,2.15462,41.384598,2,9,"Eixample","la Nova Esquerra de l'Eixample","Església Evangèlica International Church of Barcelona","C Aragó, 143",""
"G007","Serveis religiosos","Esglésies adventistes",432030.52,4585118.972,431938.57399999996,4584918.01,2.185623,41.412932,10,64,"Sant Martí","el Camp de l'Arpa del Clot","Església Adventista del Setè Dia - Clot","C Nació, 24*26",""
"G008","Serveis religiosos","Esglésies catòliques",428622.71,4587117.908,428530.79600000003,4586916.929,2.144616,41.430639,7,40,"Horta-Guinardó","Montbau","Església de Sant Jordi","Pg Vall d'Hebron, 135","934280000"
"G008","Serveis religiosos","Esglésies catòliques",429761.899,4587359.363,429669.975,4587158.381,2.15822,41.432914000000004,7,43,"Horta-Guinardó","Horta","Parroquia Sant Joan d'Horta","C Campoamor, 2","934 276 996"
"G008","Serveis religiosos","Esglésies catòliques",429798.541,4582827.3719999995,429706.615,4582626.432,2.159186,41.3921,2,7,"Eixample","la Dreta de l'Eixample","Església del Perpetuo Socorro","C Balmes, 98*100","932151397"
"G010","Serveis religiosos","Mesquites",432183.24,4584820.098,432091.29299999995,4584619.1389999995,2.187484,41.410253000000004,10,65,"Sant Martí","el Clot","Mesquita Hamza","C Almenara Alta, 12",""
"G009","Serveis religiosos","Esglésies evangèliques",432942.797,4585701.067,432850.843,4585500.1,2.196473,41.418251,10,72,"Sant Martí","Sant Martí de Provençals","Església Evangèlica Dios te ama","C Selva de Mar, 261*263","933079154"
"G008","Serveis religiosos","Esglésies catòliques",427950.554,4586829.506,427858.64700000006,4586628.53,2.136606,41.427982,7,39,"Horta-Guinardó","Sant Genís dels Agudells","Parròquia de Sant Genís dels Agudells","C Saldes, 3","934170515"
"G009","Serveis religiosos","Esglésies evangèliques",431882.86100000003,4585439.344,431790.917,4585238.38,2.18382,41.415805,10,64,"Sant Martí","el Camp de l'Arpa del Clot","Església Evangèlica Apostòlica Pentecostal de Barcelona","C Trinxant, 89","934501812"
"G009","Serveis religiosos","Esglésies evangèliques",432074.85,4585465.746,431982.904,4585264.781,2.186114,41.416059000000004,9,63,"Sant Andreu","Navas","Església Evangèlica Assemblees de Déu Ministeri de Koinonia - Navas","C Las Navas de Tolosa, 292","936019615"
"G003","Serveis religiosos","Centres budistes",430450.44200000004,4582219.635,430358.51,4582018.701,2.167052,41.386683000000005,2,7,"Eixample","la Dreta de l'Eixample","Dojo Zen Barcelona Kannon","Rda Universitat, 14",""
"G008","Serveis religiosos","Esglésies catòliques",430386.935,4581419.133,430295.00399999996,4581218.206,2.166385,41.379468,1,1,"Ciutat Vella","el Raval","Capella Sant Llàtzer","Pl Pedró, 1","934418123"
"G009","Serveis religiosos","Esglésies evangèliques",433661.23299999995,4587864.126,433569.273,4587663.1389999995,2.204831,41.437793,9,59,"Sant Andreu","el Bon Pastor","Església Evangèlica Apostòlica Internacional de l'Esperança","C Alfarràs, 33","627899127"
"G008","Serveis religiosos","Esglésies catòliques",432758.015,4581836.967,432666.06200000003,4581636.036,2.194692,41.383433000000004,1,3,"Ciutat Vella","la Barceloneta","Hospital del Mar-Església","Pg Marítim Barceloneta, 25*29","932211010"
"G009","Serveis religiosos","Esglésies evangèliques",428858.098,4580744.468,428766.18,4580543.548,2.148183,41.373258,3,11,"Sants-Montjuïc","el Poble-sec","Església Evangèlica Pentecostal Unida d'Espanya - Mèxic","C Mèxic, 15","936652869"
"G008","Serveis religiosos","Esglésies catòliques",428268.295,4586636.278,428176.385,4586435.304,2.140432,41.42627,7,40,"Horta-Guinardó","Montbau","Església de Sant Rafael","Pg Vall d'Hebron, 107","932112508"
"G009","Serveis religiosos","Esglésies evangèliques",427611.919,4580291.876,427520.013,4580090.96,2.133337,41.36907,3,16,"Sants-Montjuïc","la Bordeta","Església Evangèlica Coreana Presbiteriana Han Seo","C Constitució, 127*129","933310475"
"G011","Serveis religiosos","Salons del regne",431156.785,4588435.096,431064.849,4588234.103999999,2.174791,41.442724,8,51,"Nou Barris","Verdun","Saló del Regne - Jaume Martí","C Jaume Martí, 25","932765703"
"G007","Serveis religiosos","Esglésies adventistes",429287.97,4582161.992,429196.049,4581961.058999999,2.1531569999999998,41.386063,2,9,"Eixample","la Nova Esquerra de l'Eixample","Església Adventista del Setè Dia - Urgell","C Comte d'Urgell, 133","934533136"
"G008","Serveis religiosos","Esglésies catòliques",428676.995,4583503.492,428585.08,4583302.546,2.145692,41.398091,5,26,"Sarrià-Sant Gervasi","Sant Gervasi - Galvany","Parròquia de Sant Ildefons","C Madrazo, 92","932097363"
"G008","Serveis religiosos","Esglésies catòliques",425322.08700000006,4585233.126,425230.203,4585032.165,2.10535,41.413364,5,22,"Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes","Parròquia de Santa Maria de Vallvidrera","C Actor Morano, 9","934068406"
"G008","Serveis religiosos","Esglésies catòliques",430240.532,4580835.336,430148.602,4580634.415,2.164701,41.374196999999995,3,11,"Sants-Montjuïc","el Poble-sec","Parròquia de Santa Madrona","C Tapioles, 10","934414262"
"G008","Serveis religiosos","Esglésies catòliques",427649.31299999997,4584470.265,427557.408,4584269.311000001,2.133284,41.406706,5,25,"Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova","Parròquia dels Sants Gervasi i Protasi, Mare de Déu de la Bonanova","Pl Bonanova, 12","934175858"
"G009","Serveis religiosos","Esglésies evangèliques",428588.191,4583938.577,428496.277,4583737.627,2.144578,41.402002,5,26,"Sarrià-Sant Gervasi","Sant Gervasi - Galvany","Església Evangèlica Luterana de parla Alemanya","C Brusi, 94","932000708"
"G009","Serveis religiosos","Esglésies evangèliques",431501.383,4586427.591,431409.44299999997,4586226.618,2.179144,41.424673,9,62,"Sant Andreu","el Congrés i els Indians","Església Cristiana Evangèlica Nova Vida de Barcelona","Ptge Salvador Riera, 11",""
"G009","Serveis religiosos","Esglésies evangèliques",432006.501,4587292.735,431914.55600000004,4587091.7530000005,2.185091,41.432508,9,60,"Sant Andreu","Sant Andreu","Església Evangèlica Pentecostal Unida d'Espanya - Abat Odó","C Abat Odó, 73",""
"G008","Serveis religiosos","Esglésies catòliques",429511.885,4587540.5819999995,429419.963,4587339.598999999,2.155207,41.434525,7,43,"Horta-Guinardó","Horta","Centre Educatiu FEDAC-Horta-Església","C Campoamor, 49","934274496"
"G008","Serveis religiosos","Esglésies catòliques",431381.37700000004,4581640.36,431289.436,4581439.431,2.178251,41.381546,1,2,"Ciutat Vella","el Barri Gòtic","Capella del Palau","C Ataülf, 4","933174524"
"G008","Serveis religiosos","Esglésies catòliques",427048.351,4582571.357,426956.451,4582370.421,2.1263240000000003,41.389549,4,21,"Les Corts","Pedralbes","Santuari de Santa Gemma","C Capità Arenas, 9","932037433"
"G008","Serveis religiosos","Esglésies catòliques",430815.54299999995,4582633.4180000005,430723.60799999995,4582432.48,2.1713709999999997,41.390442,2,7,"Eixample","la Dreta de l'Eixample","Església del Sagrat Cor de Jesús","C Casp, 27","933012350"
"G009","Serveis religiosos","Esglésies evangèliques",430216.024,4581455.616,430124.094,4581254.688999999,2.1643369999999997,41.379782,1,1,"Ciutat Vella","el Raval","Església Evangèlica Jesus Word of God Church","C Cendra, 16*18","934437337"
"G008","Serveis religiosos","Esglésies catòliques",429753.19899999996,4587990.706,429661.275,4587789.719,2.158043,41.4386,7,43,"Horta-Guinardó","Horta","Centre Educatiu Providencia del Corazón de Jesús-Església del Sagrat Cor","C Scala Dei, 1","934215121"
"G008","Serveis religiosos","Esglésies catòliques",430078.93100000004,4584490.32,429987.00299999997,4584289.365,2.162347,41.407102,6,32,"Gràcia","el Camp d'en Grassot i Gràcia Nova","Parròquia de Sant Carles Borromeu","C Sant Lluís, 89*93","932130733"
"G003","Serveis religiosos","Centres budistes",428156.624,4581994.367,428064.713,4581793.436000001,2.139647,41.384452,4,19,"Les Corts","les Corts","Centre Budista Associació Cultural Consciència Clara (Fu Gang San/Luz Clara). Blia","C Nicaragua, 79","934190135"
"G008","Serveis religiosos","Esglésies catòliques",428799.54600000003,4579446.687,428707.62899999996,4579245.779,2.1476349999999997,41.361564,3,13,"Sants-Montjuïc","la Marina de Port","Església del Barri de Can Clos","C Marbre, 14",""
"G008","Serveis religiosos","Esglésies catòliques",432282.843,4581256.524,432190.894,4581055.598,2.189074,41.378165,1,3,"Ciutat Vella","la Barceloneta","Parròquia de Santa Maria de Cervelló (Socós)","C Pepe Rubianes, 8","932216550"
"G010","Serveis religiosos","Mesquites",428269.784,4579189.118,428177.87100000004,4578988.213,2.141332,41.359196999999995,3,13,"Sants-Montjuïc","la Marina de Port","Comunitat Islàmica Dar Al-Quran de Barcelona","C Alts Forns, 69",""
"G011","Serveis religiosos","Salons del regne",430071.198,4580696.178,429979.269,4580495.258,2.162693,41.372929,3,11,"Sants-Montjuïc","el Poble-sec","Saló del Regne - Blasco de Garay","C Blasco de Garay, 49","934419240"
"G009","Serveis religiosos","Esglésies evangèliques",428483.93200000003,4586091.407,428392.019,4585890.438,2.1430759999999998,41.421382,7,38,"Horta-Guinardó","la Teixonera","Església Evangèlica Bíblica - Vall d'Hebron","C Castellbisbal, 7","934177794"
"G009","Serveis religiosos","Esglésies evangèliques",429564.742,4584261.608,429472.81899999996,4584060.655,2.156222,41.404996999999995,6,31,"Gràcia","la Vila de Gràcia","Església Evangèlica Exèrcit de Salvació - Robí","C Robí, 18","931876188"
"G008","Serveis religiosos","Esglésies catòliques",432971.667,4585994.595,432879.713,4585793.625,2.196786,41.420897,10,72,"Sant Martí","Sant Martí de Provençals","Parròquia de Sant Martí de Provençals","Pl Ignasi Juliol, s/n","933134609"
"G008","Serveis religiosos","Esglésies catòliques",428778.321,4587534.433,428686.406,4587333.45,2.146429,41.434405,7,40,"Horta-Guinardó","Montbau","Fundació Albà-Església","Pg Vall d'Hebron, 157*169","934280236"
"G009","Serveis religiosos","Esglésies evangèliques",430566.909,4582019.084,430474.976,4581818.152,2.168468,41.384887,1,1,"Ciutat Vella","el Raval","Església Evangèlica Equatoriana - Unidos en Cristo","C Tallers, 26",""
"G008","Serveis religiosos","Esglésies catòliques",430266.244,4581472.824,430174.314,4581271.897,2.164935,41.379940999999995,1,1,"Ciutat Vella","el Raval","Parròquia de la Mare de Déu del Carme","C Bisbe Laguarda, 1","934422563"
"G008","Serveis religiosos","Esglésies catòliques",426624.403,4583678.404,426532.50700000004,4583477.4569999995,2.1211189999999998,41.399481,5,23,"Sarrià-Sant Gervasi","Sarrià","Parròquia de Sant Vicenç de Sarrià","C Rector Voltà, 5","932030907"
"G008","Serveis religiosos","Esglésies catòliques",430283.929,4583828.658,430191.999,4583627.709,2.164875,41.401161,6,31,"Gràcia","la Vila de Gràcia","Parròquia de Corpus Christi","C Bailèn, 177*179","934572111"
"G008","Serveis religiosos","Esglésies catòliques",425723.87799999997,4583231.261,425631.99,4583030.319,2.110403,41.395371000000004,4,21,"Les Corts","Pedralbes","Monestir de Santa Maria de Pedralbes","C Montevideo, 14","932037779"
"G008","Serveis religiosos","Esglésies catòliques",428061.138,4585642.379,427969.229,4585441.414,2.138071,41.4173,6,28,"Gràcia","Vallcarca i els Penitents","Clínica Geriàtrica Solàrium-Església","C Ticià, 21*29",""
"G011","Serveis religiosos","Salons del regne",432166.30299999996,4581715.277,432074.355,4581514.347,2.1876290000000003,41.382287,1,3,"Ciutat Vella","la Barceloneta","Saló del Regne - Doctor Aiguader","C Doctor Aiguader, 14-16","933196982"
"G009","Serveis religiosos","Esglésies evangèliques",430457.439,4584067.476,430365.508,4583866.525,2.166923,41.403327000000004,6,32,"Gràcia","el Camp d'en Grassot i Gràcia Nova","Església Evangèlica Casa Evangèlica El Camí","C Roger de Flor, 282","931654913"
"G008","Serveis religiosos","Esglésies catòliques",427438.777,4583252.7069999995,427346.87299999996,4583051.7639999995,2.130912,41.395721,5,24,"Sarrià-Sant Gervasi","les Tres Torres","Església de la Immaculada Concepció","C Nena Casas, 37*47",""
"G011","Serveis religiosos","Salons del regne",430224.554,4586947.577,430132.626,4586746.598999999,2.163805,41.429246,7,43,"Horta-Guinardó","Horta","Saló del Regne - Sant Alexandre","C Sant Alexandre, 44*46","934070529"
"G008","Serveis religiosos","Esglésies catòliques",429717.626,4583312.575,429625.701,4583111.631,2.158161,41.396463,6,31,"Gràcia","la Vila de Gràcia","Església de Nostra Senyora de Pompeia","Av Diagonal, 450","934160963"
"G010","Serveis religiosos","Mesquites",431388.05299999996,4581465.428,431296.112,4581264.501,2.1783509999999997,41.379971000000005,1,2,"Ciutat Vella","el Barri Gòtic","Mesquita Faizan e Attar","C Serra, 9",""
"G008","Serveis religiosos","Esglésies catòliques",428770.30600000004,4584155.576,428678.39,4583954.624,2.146731,41.403971999999996,5,27,"Sarrià-Sant Gervasi","el Putxet i el Farró","Parròquia de Santa Joaquima de Vedruna","C Francolí, s/n","932003931"
"G008","Serveis religiosos","Esglésies catòliques",431259.44,4582209.518,431167.501,4582008.584,2.1767279999999998,41.386662,1,4,"Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","Santuari de la Mare de Déu de l'Ajuda","C Sant Pere Més Baix, 18","933190087"
"G008","Serveis religiosos","Esglésies catòliques",427856.781,4579078.455,427764.87200000003,4578877.551,2.136409,41.358163,3,13,"Sants-Montjuïc","la Marina de Port","Parròquia de Sant Cristòfor","C Energia, 19","933322396"
"G006","Serveis religiosos","Comunitats ortodoxes",425812.047,4582933.421,425720.158,4582732.482,2.111494,41.392697,4,21,"Les Corts","Pedralbes","Parròquia de la Mare de Déu - Patriarcat de Bulgària","Av Esplugues, 103",""
"G008","Serveis religiosos","Esglésies catòliques",425628.50399999996,4584004.711,425536.617,4583803.762,2.109167,41.402328999999995,5,23,"Sarrià-Sant Gervasi","Sarrià","Capella Maria Reina","C Guarderia, 12","932031467"
"G009","Serveis religiosos","Esglésies evangèliques",430266.325,4581472.688999999,430174.395,4581271.762,2.164936,41.379940000000005,1,1,"Ciutat Vella","el Raval","Església Evangèlica Presbyterian Church of Ghana","C Bisbe Laguarda, 1","932761396"
"G009","Serveis religiosos","Esglésies evangèliques",427803.85799999995,4584131.294,427711.951,4583930.343,2.135173,41.403667,5,25,"Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova","Església Evangèlica Baptista de la Gràcia de Déu","C Ciutat de Balaguer, 40",""
"G010","Serveis religiosos","Mesquites",430720.862,4580816.64,430628.927,4580615.719,2.1704470000000002,41.37407,3,11,"Sants-Montjuïc","el Poble-sec","Mesquita Fezane Madina","C Cabanes, 16",""
"G008","Serveis religiosos","Esglésies catòliques",429211.98,4582550.491,429120.06,4582349.554,2.152203,41.389555,2,8,"Eixample","l'Antiga Esquerra de l'Eixample","Quasi-parròquia de l'Hospital Clínic Provincial","C Casanova, 143","932275400"
"G008","Serveis religiosos","Esglésies catòliques",429782.37700000004,4581313.196,429690.451,4581112.27,2.159168,41.378461,2,10,"Eixample","Sant Antoni","Parròquia de la Preciosíssima Sang de Nostre Senyor Jesucrist","C Viladomat, 76*78","934230737"
"G008","Serveis religiosos","Esglésies catòliques",428226.05799999996,4586055.589,428134.148,4585854.62,2.139995,41.421036,7,39,"Horta-Guinardó","Sant Genís dels Agudells","Parròquia del Sant Crist","C Natzaret, 5","932123759"
"G008","Serveis religiosos","Esglésies catòliques",429661.44200000004,4584877.7639999995,429569.518,4584676.805,2.157307,41.410555,6,30,"Gràcia","la Salut","Església de la Nativitat de Nostra Senyora","C Sors, 67","932131894"
"G008","Serveis religiosos","Esglésies catòliques",426261.95399999997,4581079.0139999995,426170.061,4580878.092,2.117101,41.376037,4,20,"Les Corts","la Maternitat i Sant Ramon","Parròquia de Sant Ramon Nonat","Av Sant Ramon Nonat, 1","934400284"
"G003","Serveis religiosos","Centres budistes",431106.695,4585869.328,431014.758,4585668.36,2.174485,41.419610999999996,7,35,"Horta-Guinardó","el Guinardó","Kagyu Samye Dzong Barcelona","Rbla Muntanya, 97","934362626"
