"﻿""CODI_CAPA""","CAPA_GENERICA","NOM_CAPA","ED50_COORD_X","ED50_COORD_Y","ETRS89_COORD_X","ETRS89_COORD_Y","LONGITUD","LATITUD","DISTRICTE","BARRI","NOM_DISTRICTE","NOM_BARRI","EQUIPAMENT","ADRECA","TELEFON"
"G009","Serveis religiosos","Esglésies evangèliques",432325.592,4586420.636,432233.644,4586219.662,2.189007,41.42468,9,61,"Sant Andreu","la Sagrera","Església Evangèlica La Buena Semilla","C Coll, 30",""
"G007","Serveis religiosos","Esglésies adventistes",431511.75,4583368.945,431419.809,4583168.0,2.179615,41.397126,2,5,"Eixample","el Fort Pienc","Església Adventista del Setè Dia - Eixample","C Sicília, 200",""
"G008","Serveis religiosos","Esglésies catòliques",431490.94700000004,4581403.799,431399.005,4581202.8719999995,2.1795880000000003,41.379425,1,2,"Ciutat Vella","el Barri Gòtic","Parròquia de la Mare de Déu de la Mercè i Sant Miquel Arcàngel - Basílica","Pl Mercè, 1","933152756"
"G009","Serveis religiosos","Esglésies evangèliques",431493.472,4587126.727,431401.532,4586925.7469999995,2.17897,41.430969,8,45,"Nou Barris","Porta","Església Evangèlica Cambiando Tu Destino - Barcelona","C Santapau, 53",""
"G008","Serveis religiosos","Esglésies catòliques",429517.55100000004,4583929.406,429425.62799999997,4583728.456,2.155696,41.402001,6,31,"Gràcia","la Vila de Gràcia","Oratori de Sant Felip Neri *Gràcia","C Sol, 8","932182483"
"G004","Serveis religiosos","Centres hindús",429828.471,4580755.376,429736.544,4580554.456,2.159784,41.373441,3,11,"Sants-Montjuïc","el Poble-sec","Associació Puja de Festes Culturals Bengalí","C Olivera, 6",""
"G009","Serveis religiosos","Esglésies evangèliques",430262.18700000003,4587213.063,430170.258,4587012.083000001,2.164225,41.43164,8,46,"Nou Barris","el Turó de la Peira","Església Evangèlica Casa d'Oració","C Vall d'Ordesa, 31","931275907"
"G005","Serveis religiosos","Centres taoistes",430075.455,4584283.721,429983.527,4584082.768,2.162329,41.405241,6,31,"Gràcia","la Vila de Gràcia","Associació de Tai-Txi Taoista d'Espanya a Catalunya","Pl Joanic, 3","932840491"
"G008","Serveis religiosos","Esglésies catòliques",427465.58200000005,4585046.1680000005,427373.679,4584845.208000001,2.131017,41.411876,5,25,"Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova","Monestir de Santa Maria de Valldonzella","C Císter, 41","934170384"
"G008","Serveis religiosos","Esglésies catòliques",431776.481,4586605.081,431684.53799999994,4586404.106000001,2.182416,41.426295,9,62,"Sant Andreu","el Congrés i els Indians","Parròquia de Sant Pius X","C Pardo, 5","933528006"
"G008","Serveis religiosos","Esglésies catòliques",428901.735,4580348.797,428809.81700000004,4580147.881,2.148751,41.369698,3,14,"Sants-Montjuïc","la Font de la Guatlla","Parròquia de l'Església Romànica del Poble Espanyol","Av Francesc Ferrer i Guàrdia, s/n","933257866"
"G002","Serveis religiosos","Centres Baha'is",427447.066,4582229.046,427355.162,4582028.113,2.131133,41.386502,4,19,"Les Corts","les Corts","Centre Bahá'í de Barcelona","C Galileu, 336","934399029"
"G010","Serveis religiosos","Mesquites",431425.592,4588251.393999999,431333.653,4588050.404,2.17803,41.441093,8,52,"Nou Barris","la Prosperitat","Comunitat Islàmica de Nou Barris","C Japó, 28",""
"G008","Serveis religiosos","Esglésies catòliques",430815.55700000003,4583752.8889999995,430723.62200000003,4583551.94,2.171243,41.400524,2,7,"Eixample","la Dreta de l'Eixample","Parròquia de Sant Albert Magne","C Mallorca, 349","934145838"
"G005","Serveis religiosos","Centres taoistes",433461.32899999997,4583371.21,433369.37,4583170.2639999995,2.202934,41.39731,10,68,"Sant Martí","el Poblenou","Youhuabaodian","C Taulat, 49","692086273"
"G010","Serveis religiosos","Mesquites",434360.5,4585537.636,434268.533,4585336.67,2.213453,41.416896,10,70,"Sant Martí","el Besòs i el Maresme","Dahiratoul Moutahabina Filahi","C Alfons el Magnànim, 89","631523408"
"G009","Serveis religiosos","Esglésies evangèliques",427984.352,4580714.982,427892.44299999997,4580514.062,2.137739,41.372914,3,18,"Sants-Montjuïc","Sants","Esglèsia Evangèlica CECMAVI","C Maria Victòria, 11","933323367"
"G008","Serveis religiosos","Esglésies catòliques",425789.229,4584745.864,425697.341,4584544.908,2.110999,41.409019,5,23,"Sarrià-Sant Gervasi","Sarrià","Església de la Sagrada Família de Natzaret","Av Vallvidrera, 68","932038800"
"G008","Serveis religiosos","Esglésies catòliques",428523.135,4586831.291,428431.222,4586630.315,2.1434580000000003,41.428049,7,40,"Horta-Guinardó","Montbau","Quasi-parròquia de Ciutat Sanitària Vall Hebrón","Pg Vall d'Hebron, 119*129","934894422"
"G008","Serveis religiosos","Esglésies catòliques",430920.419,4586147.351,430828.484,4585946.38,2.1722240000000004,41.422098999999996,7,35,"Horta-Guinardó","el Guinardó","Església de Nostra Senyora de la Visitació","Llobet i Vall llosera, 12","932557050"
"G008","Serveis religiosos","Esglésies catòliques",429592.47799999994,4584931.011,429500.555,4584730.052,2.156476,41.411029,6,30,"Gràcia","la Salut","Parròquia de la Mare de Déu de la Salut","C Clavell, 6","932131431"
"G008","Serveis religiosos","Esglésies catòliques",431696.791,4585100.511,431604.849,4584899.55,2.181632,41.412737,10,64,"Sant Martí","el Camp de l'Arpa del Clot","Església de Sant Joan Baptista","C Joan de Peguera, 20",""
"G011","Serveis religiosos","Salons del regne",428210.646,4580647.308999999,428118.734,4580446.39,2.140453,41.372325,3,16,"Sants-Montjuïc","la Bordeta","Saló del Regne - Alpens","C Alpens, 14*16","934222450"
"G008","Serveis religiosos","Esglésies catòliques",428778.321,4587534.433,428686.406,4587333.45,2.146429,41.434405,7,40,"Horta-Guinardó","Montbau","Residència Assistida per a Gent Gran Sant Josep-Església","Pg Vall d'Hebron, 149*157","934280621"
"G010","Serveis religiosos","Mesquites",430705.659,4581429.827,430613.725,4581228.9,2.170195,41.379591999999995,1,1,"Ciutat Vella","el Raval","Mesquita Tarek Ibn Ziad","C Sant Rafael, 10","934419149"
"G008","Serveis religiosos","Esglésies catòliques",426895.899,4585116.431,426804.001,4584915.471,2.124193,41.412458,5,25,"Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova","Monestir de Sant Maties","C Mercè Rodoreda, 7","934173666"
"G008","Serveis religiosos","Esglésies catòliques",431350.885,4588517.08,431258.94700000004,4588316.087,2.177105,41.443478999999996,8,51,"Nou Barris","Verdun","Parròquia de Sant Sebastià","C Viladrosa, 96*98","933597798"
"G009","Serveis religiosos","Esglésies evangèliques",431428.23299999995,4586990.171,431336.294,4586789.192,2.1782049999999997,41.429734,8,44,"Nou Barris","Vilapicina i la Torre Llobeta","Església Evangèlica Maranatha Barcelona - Ministerio Pasión de Multitudes","C Emili Roca, 34","670699305"
"G008","Serveis religiosos","Esglésies catòliques",428283.59,4579794.17,428191.677,4579593.259,2.141426,41.364647999999995,3,13,"Sants-Montjuïc","la Marina de Port","Capella del Polvorí","Pl Llorca, 2",""
"G010","Serveis religiosos","Mesquites",431519.453,4582456.716,431427.511,4582255.779,2.17981,41.388909999999996,1,4,"Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","Mesquita Ali","C Basses de Sant Pere, 22",""
"G008","Serveis religiosos","Esglésies catòliques",433123.638,4586352.984,433031.68299999996,4586152.011,2.1985639999999997,41.424138,10,73,"Sant Martí","la Verneda i la Pau","Parròquia del Santíssim Sagrament","C Santander, 18*20","933135262"
"G008","Serveis religiosos","Esglésies catòliques",433637.814,4584771.494,433545.854,4584570.535,2.204891,41.409937,10,71,"Sant Martí","Provençals del Poblenou","Parròquia del Sagrat Cor de Jesús","C Pere IV, 398","933071417"
"G009","Serveis religiosos","Esglésies evangèliques",428566.18299999996,4581125.265,428474.268,4580924.341,2.144647,41.376661,3,15,"Sants-Montjuïc","Hostafrancs","Església Evangèlica Baptista d'Hostafrancs","C Rector Triadó, 30",""
"G008","Serveis religiosos","Esglésies catòliques",430873.104,4580675.645,430781.16799999995,4580474.725,2.172283,41.372814,3,11,"Sants-Montjuïc","el Poble-sec","Parròquia de Sant Pere Claver","C Palaudàries, 23","934418007"
"G008","Serveis religiosos","Esglésies catòliques",429401.904,4584867.458000001,429309.98299999995,4584666.5,2.154203,41.410439000000004,6,30,"Gràcia","la Salut","Església del Reial Santuari de Sant Josep de la Muntanya","Av Santuari St Josep Muntanya, 25","932840500"
"G008","Serveis religiosos","Esglésies catòliques",429044.96,4583125.688,428953.041,4582924.746,2.150138,41.394721000000004,5,26,"Sarrià-Sant Gervasi","Sant Gervasi - Galvany","Parròquia de la Mare de Déu de Núria","C Bon Pastor, 9","932000167"
"G008","Serveis religiosos","Esglésies catòliques",427645.624,4581419.913,427553.718,4581218.987,2.1336049999999998,41.379233,3,18,"Sants-Montjuïc","Sants","Parròquia de Sant Joan Maria Vianney","Melcior de Palau, 56","933391439"
"G008","Serveis religiosos","Esglésies catòliques",430252.679,4582012.645,430160.749,4581811.713,2.164711,41.384802,1,1,"Ciutat Vella","el Raval","Parròquia de Sant Pere Nolasc","Pl Castella, 6","933181494"
"G009","Serveis religiosos","Esglésies evangèliques",433430.881,4587770.649,433338.92299999995,4587569.663,2.202085,41.436932,9,59,"Sant Andreu","el Bon Pastor","Església Evangèlica Pentecostal Moviment Missioner Mundial","C Costa Brava, 14","934998467"
"G009","Serveis religiosos","Esglésies evangèliques",432836.888,4583595.255,432744.935,4583394.307,2.19544,41.399276,10,68,"Sant Martí","el Poblenou","Església Evangèlica Kerygma a les Nacions","C Pallars, 156","936242675"
"G004","Serveis religiosos","Centres hindús",431180.664,4581471.4860000005,431088.725,4581270.558999999,2.17587,41.380008000000004,1,2,"Ciutat Vella","el Barri Gòtic","ISKCON Barcelona","Pl Reial, 12","933025194"
"G009","Serveis religiosos","Esglésies evangèliques",433733.302,4584732.471,433641.341,4584531.513,2.206037,41.409593,10,71,"Sant Martí","Provençals del Poblenou","Església Evangèlica Auditori Ministeri Kairós - Puerta de Paz","C Provençals, 100","688922924"
"G008","Serveis religiosos","Esglésies catòliques",427717.529,4583835.603999999,427625.62299999996,4583634.656,2.1341759999999996,41.400996,5,25,"Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova","Parròquia de la Verge de la Pau","Pl Ferran Casablancas, 4*6","934179264"
"G009","Serveis religiosos","Esglésies evangèliques",431053.3,4581794.278,430961.362,4581593.348,2.1743099999999997,41.382903999999996,1,2,"Ciutat Vella","el Barri Gòtic","Església Evangèlica Pan de Vida Compañerismo Cristiano","C Palla, 6",""
"G009","Serveis religiosos","Esglésies evangèliques",429003.227,4581345.021000001,428911.30799999996,4581144.095,2.1498470000000003,41.378679,2,9,"Eixample","la Nova Esquerra de l'Eixample","Església Evangèlica Alianza Cristiana","C Vilamarí, 76","933256087"
"G011","Serveis religiosos","Salons del regne",428088.274,4579745.299,427996.36299999995,4579544.388,2.139097,41.36419,3,13,"Sants-Montjuïc","la Marina de Port","Saló del Regne - Mare de Déu del Port","C Mare de Déu de Port, 397*401","934316331"
"G009","Serveis religiosos","Esglésies evangèliques",427652.25700000004,4580828.95,427560.351,4580628.03,2.133755,41.373911,3,18,"Sants-Montjuïc","Sants","Església Evangèlica Baptista Xinesa de Barcelona","C Antoni de Capmany, 71*79","933396289"
"G009","Serveis religiosos","Esglésies evangèliques",430721.347,4581016.981000001,430629.412,4580816.058,2.17043,41.375875,1,1,"Ciutat Vella","el Raval","Església Evangèlica Jesus is Lord - Tàpies","C Tàpies, 15",""
"G008","Serveis religiosos","Esglésies catòliques",431193.519,4590459.59,431101.583,4590258.579,2.175,41.460961,8,55,"Nou Barris","Ciutat Meridiana","Parròquia de Sant Bernat de Claravall","C Pedraforca, 2","933590284"
"G012","Serveis religiosos","Sinagogues",428050.406,4582257.693,427958.49600000004,4582056.759,2.138345,41.386815000000006,4,19,"Les Corts","les Corts","Centre d'Estudis Judaics Jabad Lubavitch Barcelona","C Montnegre, 14","934100685"
"G008","Serveis religiosos","Esglésies catòliques",429172.06700000004,4585945.827,429080.148,4585744.859,2.151327,41.420132,6,29,"Gràcia","el Coll","Parròquia de la Mare de Déu del Coll","C Santuari, 30","932138229"
"G008","Serveis religiosos","Esglésies catòliques",425256.55100000004,4582596.898,425164.667,4582395.962,2.104892,41.389615,4,21,"Les Corts","Pedralbes","Capella de Nostra Senyora de la Mercè","C Torrent de les Roses, 22","932038203"
"G008","Serveis religiosos","Esglésies catòliques",433384.72,4583932.237,433292.76200000005,4583731.286,2.201955,41.402357,10,68,"Sant Martí","el Poblenou","Parròquia de Santa Maria del Taulat i Sant Bernat Calbó","C Pujades, 210","933096365"
"G009","Serveis religiosos","Esglésies evangèliques",426724.842,4580999.7530000005,426632.94399999996,4580798.831,2.122645,41.375365,3,17,"Sants-Montjuïc","Sants - Badal","Centro Cristiano Levántate y Respladece Oassis","Ptge Paca Soler, 16",""
"G011","Serveis religiosos","Salons del regne",431361.62200000003,4584199.393,431269.68200000003,4583998.44,2.177725,41.404592,2,6,"Eixample","la Sagrada Família","Saló del Regne - Passatge Utset","Ptge Utset, 7","932450452"
"G008","Serveis religiosos","Esglésies catòliques",430098.763,4585262.5030000005,430006.835,4585061.541,2.1624950000000003,41.414058000000004,7,33,"Horta-Guinardó","el Baix Guinardó","Parròquia de Crist Redemptor","Av Mare Déu de Montserrat, 34","932841810"
"G008","Serveis religiosos","Esglésies catòliques",428571.57,4585171.098,428479.656,4584970.137,2.144234,41.413101,6,28,"Gràcia","Vallcarca i els Penitents","Parròquia de Sant Jordi","Viad Vallcarca, 7","932199020"
"G008","Serveis religiosos","Esglésies catòliques",427022.474,4584616.459,426930.57399999996,4584415.504,2.125768,41.407965999999995,5,25,"Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova","Monestir de la Immaculada","C Immaculada, 45","934173675"
"G003","Serveis religiosos","Centres budistes",428952.03,4581588.537,428860.112,4581387.609,2.149207,41.380868,2,9,"Eixample","la Nova Esquerra de l'Eixample","Centre Budista Soka Gakkai","C Entença, 114","932263733"
"G008","Serveis religiosos","Esglésies catòliques",426248.527,4584347.791,426156.635,4584146.838,2.116542,41.405476,5,23,"Sarrià-Sant Gervasi","Sarrià","Centre Educatiu Padre Damián Sagrados Corazones-Església dels Sagrats Cors *Av. Vallvidrera","Av Vallvidrera, 10","932031274"
"G008","Serveis religiosos","Esglésies catòliques",430850.198,4581527.906,430758.26200000005,4581326.978,2.171912,41.380488,1,1,"Ciutat Vella","el Raval","Parròquia de la Immaculada Concepció i Sant Lorenzo Ruiz","Pl Sant Agustí, 2","934124783"
"G008","Serveis religiosos","Esglésies catòliques",430393.025,4586428.845,430301.095,4586227.8719999995,2.165881,41.424589000000005,7,36,"Horta-Guinardó","la Font d'en Fargues","Parròquia de Sant Antoni de Pàdua","C Pedrell, 64","934290303"
"G008","Serveis religiosos","Esglésies catòliques",429935.8,4587331.909,429843.874,4587130.928,2.160305,41.432682,7,43,"Horta-Guinardó","Horta","Monestir de l'Adoració Perpètua","C Salses, 12","934277104"
"G008","Serveis religiosos","Esglésies catòliques",429480.88399999996,4585364.771000001,429388.96200000006,4585163.808,2.15509,41.414926,6,30,"Gràcia","la Salut","Església de Crist Salvador del P. Alegre","Ctra Carmel, 19",""
"G009","Serveis religiosos","Esglésies evangèliques",430849.711,4580960.685,430757.775,4580759.762,2.171971,41.375378999999995,1,1,"Ciutat Vella","el Raval","Església Evangèlica Cristiana Jesus Christ Saves Global Outreach","C Santa Madrona, 16",""
"G010","Serveis religiosos","Mesquites",433966.482,4585480.78,433874.519,4585279.815,2.208745,41.416352,10,70,"Sant Martí","el Besòs i el Maresme","Associació Dahira Jazbul Khoulob","C Bolívia, 319",""
"G008","Serveis religiosos","Esglésies catòliques",429642.055,4587607.873,429550.13200000004,4587406.8889999995,2.156757,41.435142,7,43,"Horta-Guinardó","Horta","Església de la Mare de Déu del Carme","C Lloret de Mar, 66","934275844"
"G008","Serveis religiosos","Esglésies catòliques",427986.35,4586865.6,427894.44200000004,4586664.624,2.1370299999999998,41.428309999999996,7,39,"Horta-Guinardó","Sant Genís dels Agudells","Església de Maria Auxiliadora","C Saldes, 2*30","934183298"
"G008","Serveis religiosos","Esglésies catòliques",426473.971,4583638.871,426382.076,4583437.925,2.119325,41.399111,5,23,"Sarrià-Sant Gervasi","Sarrià","Centre Educatiu Padre Damián Sagrados Corazones-Església dels Sagrats Cors *Pg. Reina Elisenda","Pg Reina Elisenda Montcada, 18","932524160"
"G009","Serveis religiosos","Esglésies evangèliques",433315.086,4585878.35,433223.12899999996,4585677.381,2.200908,41.419878999999995,10,72,"Sant Martí","Sant Martí de Provençals","Església Evangèlica Cristiana Portes Obertes","C Cantàbria, 31*bis","661988471"
"G008","Serveis religiosos","Esglésies catòliques",429769.82200000004,4584774.431,429677.89700000006,4584573.473,2.158616,41.409634000000004,6,31,"Gràcia","la Vila de Gràcia","Església de les Franciscanes Missioneres de Maria","C Llorer, 9","932841911"
"G008","Serveis religiosos","Esglésies catòliques",431183.284,4587073.728999999,431091.347,4586872.75,2.175264,41.430465000000005,8,45,"Nou Barris","Porta","Parròquia de Santa Eulàlia de Vilapicina","Pg Fabra i Puig, 260","933525551"
"G009","Serveis religiosos","Esglésies evangèliques",428009.41299999994,4581098.356000001,427917.50299999997,4580897.433,2.137993,41.376369,3,18,"Sants-Montjuïc","Sants","Església Evangèlica Alcance Victoria Barcelona - Sants","C Ciceró, 8","693410593"
"G008","Serveis religiosos","Esglésies catòliques",430256.03,4586872.495,430164.101,4586671.518,2.16419,41.428573,7,43,"Horta-Guinardó","Horta","Parròquia de Sant Marcel","C Petrarca, 52","934292276"
"G009","Serveis religiosos","Esglésies evangèliques",433240.406,4583703.367,433148.44899999996,4583502.4180000005,2.200254,41.400283,10,68,"Sant Martí","el Poblenou","Església Evangèlica The Great Comission Ministry","C Llacuna, 44","636254801"
"G008","Serveis religiosos","Esglésies catòliques",429757.62100000004,4582072.6,429665.696,4581871.666999999,2.158784,41.385298999999996,2,8,"Eixample","l'Antiga Esquerra de l'Eixample","Església de la Mare de Déu del Roser","C Casanova, 67",""
"G008","Serveis religiosos","Esglésies catòliques",430841.821,4583964.554,430749.886,4583763.603999999,2.171533,41.402433,2,6,"Eixample","la Sagrada Família","Església de les Filles de la Caritat","C Provença, 389","934578848"
"G011","Serveis religiosos","Salons del regne",431386.019,4588935.2530000005,431294.081,4588734.256,2.177478,41.447247999999995,8,50,"Nou Barris","les Roquetes","Saló del Regne - Campreciós","Campreciós, 32","933539654"
"G008","Serveis religiosos","Esglésies catòliques",427983.097,4580373.786,427891.18700000003,4580172.87,2.1377650000000004,41.369841,3,16,"Sants-Montjuïc","la Bordeta","Parròquia de Sant Medir","C Constitució, 17","934216527"
"G009","Serveis religiosos","Esglésies evangèliques",433350.117,4588457.036,433258.16,4588256.0430000005,2.2010419999999997,41.443107,9,59,"Sant Andreu","el Bon Pastor","Església Evangèlica Asamblea de Dios Belén","C Potosí, 7","635252706"
"G008","Serveis religiosos","Esglésies catòliques",430850.198,4581527.906,430758.26200000005,4581326.978,2.171912,41.380488,1,1,"Ciutat Vella","el Raval","Parròquia de Sant Agustí","Pl Sant Agustí, 2","933183863"
"G009","Serveis religiosos","Esglésies evangèliques",430566.89700000006,4582019.085,430474.964,4581818.153,2.168468,41.384887,1,1,"Ciutat Vella","el Raval","Església Evangèlica Protestant Barcelona - Centre","C Tallers, 26","933189798"
"G009","Serveis religiosos","Esglésies evangèliques",431568.208,4587297.37,431476.26700000005,4587096.388,2.1798450000000003,41.432512,8,45,"Nou Barris","Porta","Església Evangèlica Amor de Dios Gospel Ministerio Internacional (Aka Agape Chapel)","Pg Ciutat de Mallorca, 5","630673900"
"G009","Serveis religiosos","Esglésies evangèliques",431511.595,4583368.602,431419.654,4583167.657,2.1796130000000002,41.397123,2,5,"Eixample","el Fort Pienc","Església Evangèlica Ríos de Vida","C Sicília, 200",""
"G008","Serveis religiosos","Esglésies catòliques",431795.283,4583700.329,431703.339,4583499.381,2.182969,41.400135,2,5,"Eixample","el Fort Pienc","Parròquia de la Mare de Déu del Roser","G.V. Corts Catalanes, 796","932324657"
"G009","Serveis religiosos","Esglésies evangèliques",430446.14,4581376.28,430354.208,4581175.353999999,2.1670979999999997,41.379087,1,1,"Ciutat Vella","el Raval","Església Evangèlica Jesus Reigns Ministries Barcelona","C Riereta, 4","696004975"
"G009","Serveis religiosos","Esglésies evangèliques",433226.732,4587462.316000001,433134.776,4587261.3319999995,2.199675,41.434138,9,59,"Sant Andreu","el Bon Pastor","Església Evangèlica de Filadèlfia - Bon Pastor","T Estadella, 54 bis",""
"G008","Serveis religiosos","Esglésies catòliques",432207.18799999997,4584778.404,432115.24100000004,4584577.446,2.187775,41.409879,10,65,"Sant Martí","el Clot","Parròquia de Sant Martí del Clot","Pl Canonge Rodó, s/n","932327416"
"G009","Serveis religiosos","Esglésies evangèliques",431733.19,4586171.147,431641.24799999996,4585970.176,2.181947,41.422383,9,62,"Sant Andreu","el Congrés i els Indians","Església Evangèlica Assemblea de Germans - Pinar del Río","C Pinar del Río, 27 bis",""
"G009","Serveis religiosos","Esglésies evangèliques",432001.653,4589336.041999999,431909.709,4589135.041,2.184802,41.450911,8,53,"Nou Barris","la Trinitat Nova","Església Evangèlica de Filadèlfia - Canyelles","C Vila-real, 7",""
"G009","Serveis religiosos","Esglésies evangèliques",433155.25200000004,4586146.572,433063.29600000003,4585945.601,2.198966,41.422281,10,73,"Sant Martí","la Verneda i la Pau","Església Evangèlica Pentecostal Déu és Amor","C Josep Miret, 15","933052389"
"G009","Serveis religiosos","Esglésies evangèliques",429744.505,4584056.336,429652.58,4583855.385,2.1583959999999998,41.403164000000004,6,31,"Gràcia","la Vila de Gràcia","Església Evangèlica El Lokal","C Terol, 22","933037638"
"G009","Serveis religiosos","Esglésies evangèliques",430772.65,4580671.212,430680.715,4580470.291999999,2.1710830000000003,41.372765,3,11,"Sants-Montjuïc","el Poble-sec","Església Evangèlica de Filadèlfia - Rambles","C Piquer, 14*16",""
"G009","Serveis religiosos","Esglésies evangèliques",431508.55600000004,4587238.946,431416.61600000004,4587037.965,2.179138,41.431981,8,45,"Nou Barris","Porta","Església Evangèlica Unida de Barcelona (Assemblea de Germans)","C Santapau, 102","933401000"
"G009","Serveis religiosos","Esglésies evangèliques",431494.458,4588758.923,431402.518,4588557.928,2.1787959999999997,41.44567,8,51,"Nou Barris","Verdun","Església Evangèlica de Crist Ebenezer Getsemani Barcelona","Via Favència, 314",""
"G010","Serveis religiosos","Mesquites",432458.136,4589664.801,432366.18799999997,4589463.797,2.19023,41.45391,9,57,"Sant Andreu","la Trinitat Vella","Associació Cultural dels Musulmans Africans de Barcelona","C Pare Pérez del Pulgar, 26",""
"G010","Serveis religiosos","Mesquites",430542.992,4581341.364,430451.059,4581140.438,2.16826,41.378781,1,1,"Ciutat Vella","el Raval","Centre Cultural Islàmic Lotifia Fultoli Barcelona","C Aurora, 11",""
"G003","Serveis religiosos","Centres budistes",431244.04,4582183.896000001,431152.101,4581982.962,2.1765470000000002,41.38643,1,4,"Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","Bori Centre Zen","C Beates, 8","932191905"
"G009","Serveis religiosos","Esglésies evangèliques",430492.21,4581185.441000001,430400.277,4580984.516,2.167671,41.377371999999994,1,1,"Ciutat Vella","el Raval","Església Evangèlica de Filadèlfia - Carrer de la Cera","C Carretes, 39",""
"G008","Serveis religiosos","Esglésies catòliques",430216.521,4581258.089,430124.591,4581057.164,2.164366,41.378003,1,1,"Ciutat Vella","el Raval","Església de Sant Antoni Abat","Rda Sant Pau, 72","934410605"
"G003","Serveis religiosos","Centres budistes",431212.88399999996,4586113.6219999995,431120.946,4585912.652,2.175727,41.421820000000004,7,35,"Horta-Guinardó","el Guinardó","Associació Nalanda - Centre Zen Nalanda","C Agregació, 44",""
"G009","Serveis religiosos","Esglésies evangèliques",433733.302,4584732.471,433641.341,4584531.513,2.206037,41.409593,10,71,"Sant Martí","Provençals del Poblenou","Església Evangèlica Palabra de Vida Barcelona","C Provençals, 100","622460726"
"G008","Serveis religiosos","Esglésies catòliques",430642.477,4587860.66,430550.545,4587659.674,2.168701,41.437506,8,48,"Nou Barris","la Guineueta","Parròquia de Sant Rafael","Pl Ca n'Ensenya, s/n","934272167"
"G009","Serveis religiosos","Esglésies evangèliques",430779.61100000003,4587276.907,430687.67799999996,4587075.926,2.17041,41.43226,8,46,"Nou Barris","el Turó de la Peira","Església Evangèlica Baptista del Turó de la Peira","C Montmajor, 15*17","933585001"
"G009","Serveis religiosos","Esglésies evangèliques",432211.141,4585084.112,432119.19399999996,4584883.151000001,2.1877880000000003,41.412633,10,65,"Sant Martí","el Clot","Església Evangèlica Missió Evangèlica Maranatha","C Mallorca, 628","601381080"
"G008","Serveis religiosos","Esglésies catòliques",431211.354,4581947.319,431119.415,4581746.387,2.176183,41.384296,1,2,"Ciutat Vella","el Barri Gòtic","Santa Església Catedral Basílica de Barcelona","Pla Seu, 3","933428260"
"G008","Serveis religiosos","Esglésies catòliques",429191.614,4583767.179,429099.69399999996,4583566.231000001,2.151817,41.400511,6,31,"Gràcia","la Vila de Gràcia","Parròquia de Santa Teresa de l'Infant Jesús","Via Augusta, 68","932373153"
"G008","Serveis religiosos","Esglésies catòliques",430433.369,4584359.063999999,430341.43799999997,4584158.11,2.166602,41.405951,6,32,"Gràcia","el Camp d'en Grassot i Gràcia Nova","Parròquia de l'Immaculat Cor de Maria","C Sant Antoni Maria Claret, 45","934586076"
"G006","Serveis religiosos","Comunitats ortodoxes",430521.594,4583095.68,430429.662,4582894.738,2.1678029999999997,41.39458,2,7,"Eixample","la Dreta de l'Eixample","Esglèsia Ortodoxa Grega - Parròquia de Sant Nectari d'Egina - Patriarcat de Constantinoble","C Aragó, 299","934549021"
"G011","Serveis religiosos","Salons del regne",433242.24700000003,4584973.376,433150.29,4584772.415,2.200136,41.411722,10,71,"Sant Martí","Provençals del Poblenou","Saló del Regne - Perú","C Perú, 187*189","933073342"
"G009","Serveis religiosos","Esglésies evangèliques",431475.839,4590593.255,431383.9,4590392.243,2.1783650000000003,41.462189,8,55,"Nou Barris","Ciutat Meridiana","Esglèsia Evangèlica Ciutat Meridiana","Av Rasos de Peguera, 32-34","935881515"
"G008","Serveis religiosos","Esglésies catòliques",430622.701,4586830.452,430530.769,4586629.475,2.1685830000000004,41.428226,8,44,"Nou Barris","Vilapicina i la Torre Llobeta","Església del Cor de Maria","C Escultor Llimona, 34","933571362"
"G008","Serveis religiosos","Esglésies catòliques",429716.924,4584197.958000001,429625.0,4583997.006,2.15805,41.404437,6,31,"Gràcia","la Vila de Gràcia","Església de les Dominiques","C Sant Lluís, 1","932377957"
"G006","Serveis religiosos","Comunitats ortodoxes",431705.472,4585585.788,431613.53,4585384.822,2.181681,41.417108,9,63,"Sant Andreu","Navas","Parròquia de Sant Jordi - Patriarcat de Romania","C Capella, 25","642310803"
"G003","Serveis religiosos","Centres budistes",433167.53,4584222.609,433075.57399999996,4584021.655,2.199325,41.404954,10,68,"Sant Martí","el Poblenou","Centre Budista Nagarjuna Barcelona","C Pere IV, 201","934570788"
"G009","Serveis religiosos","Esglésies evangèliques",427850.12799999997,4579911.7,427758.22,4579710.788,2.13623,41.365666999999995,3,16,"Sants-Montjuïc","la Bordeta","Església Evangèlica Cristiana Xinesa de Barcelona - Plaça Cerdà","G.V. Corts Catalanes, 133","934222599"
"G008","Serveis religiosos","Esglésies catòliques",429347.92799999996,4582748.666999999,429256.00700000004,4582547.728,2.1538049999999997,41.391352000000005,2,8,"Eixample","l'Antiga Esquerra de l'Eixample","Santuari de la Mare de Déu del Sagrat Cor","C Rosselló, 175","934304831"
