"SECCIO_CENSAL","HOMES","DONES","EDAT_0_A_14","EDAT_15_A_24","EDAT_25_A_64","EDAT_65_A_MES","NACIONALS","COMUNITARIS","ESTRANGERS","DATA_DADES"
9076,670,810,191,108,897,284,1256,46,178,"07-03-2021 11:00:04"
9077,735,893,200,140,928,360,1389,61,178,"07-03-2021 11:00:04"
9078,674,767,148,142,846,305,1187,55,199,"07-03-2021 11:00:04"
9079,787,874,181,154,932,394,1400,54,207,"07-03-2021 11:00:04"
9080,647,709,149,109,762,336,1135,58,163,"07-03-2021 11:00:04"
9081,807,936,215,152,992,384,1462,57,224,"07-03-2021 11:00:04"
9082,956,1069,271,186,1219,349,1623,103,299,"07-03-2021 11:00:04"
9083,767,851,214,140,872,392,1353,63,202,"07-03-2021 11:00:04"
9084,833,922,200,142,1028,385,1441,95,219,"07-03-2021 11:00:04"
9085,842,981,211,168,1059,385,1517,88,218,"07-03-2021 11:00:04"
9086,669,784,173,141,809,330,1164,53,236,"07-03-2021 11:00:04"
9087,631,686,141,113,702,361,1093,70,154,"07-03-2021 11:00:04"
9088,854,1056,214,144,1046,506,1600,65,245,"07-03-2021 11:00:04"
9089,699,839,185,120,841,392,1240,56,242,"07-03-2021 11:00:04"
9090,744,866,177,122,881,430,1293,75,242,"07-03-2021 11:00:04"
9091,879,1015,202,178,1048,466,1558,55,281,"07-03-2021 11:00:04"
9092,929,1005,188,182,1084,480,1633,66,235,"07-03-2021 11:00:04"
9093,611,697,131,116,724,337,1131,53,124,"07-03-2021 11:00:04"
9094,975,1086,191,216,1192,462,1691,94,276,"07-03-2021 11:00:04"
9095,1027,1124,276,195,1276,404,1748,96,307,"07-03-2021 11:00:04"
9156,597,682,152,71,581,475,1139,33,107,"07-03-2021 11:00:04"
10001,791,826,157,145,963,352,1204,120,293,"07-03-2021 11:00:04"
10002,867,927,199,143,1138,314,1414,159,221,"07-03-2021 11:00:04"
10003,748,828,170,154,925,327,1255,94,227,"07-03-2021 11:00:04"
10004,706,875,211,100,859,411,1290,86,205,"07-03-2021 11:00:04"
10005,752,919,152,116,946,457,1386,80,205,"07-03-2021 11:00:04"
10006,883,1001,225,167,1089,403,1547,104,233,"07-03-2021 11:00:04"
10007,636,684,132,97,688,403,1161,47,112,"07-03-2021 11:00:04"
10008,816,949,164,137,1001,463,1323,138,304,"07-03-2021 11:00:04"
10009,781,862,143,130,976,394,1248,150,245,"07-03-2021 11:00:04"
10010,824,934,170,150,1070,368,1314,130,314,"07-03-2021 11:00:04"
10011,554,640,103,100,716,275,979,85,130,"07-03-2021 11:00:04"
10012,874,980,193,154,1060,447,1445,139,270,"07-03-2021 11:00:04"
10013,645,767,166,111,825,310,1111,113,188,"07-03-2021 11:00:04"
10014,721,833,155,117,947,335,1105,167,282,"07-03-2021 11:00:04"
10015,933,1025,203,146,1175,434,1469,146,343,"07-03-2021 11:00:04"
10016,614,629,109,92,718,324,974,81,188,"07-03-2021 11:00:04"
10017,773,913,173,132,924,457,1283,106,297,"07-03-2021 11:00:04"
10018,692,786,166,122,927,263,1054,142,282,"07-03-2021 11:00:04"
10019,733,840,143,101,925,404,1294,90,189,"07-03-2021 11:00:04"
10020,713,789,160,119,806,417,1205,73,224,"07-03-2021 11:00:04"
10021,655,703,140,125,802,291,1078,79,201,"07-03-2021 11:00:04"
10022,632,739,142,128,852,249,1063,102,206,"07-03-2021 11:00:04"
10023,655,790,155,129,810,351,1149,110,186,"07-03-2021 11:00:04"
10024,722,757,198,132,880,269,1189,80,210,"07-03-2021 11:00:04"
10025,608,751,138,117,818,286,1067,94,198,"07-03-2021 11:00:04"
10026,748,818,198,137,939,292,1191,112,263,"07-03-2021 11:00:04"
10027,688,797,149,139,837,360,1299,63,123,"07-03-2021 11:00:04"
10028,880,938,177,213,1083,345,1484,77,257,"07-03-2021 11:00:04"
10029,690,737,172,126,817,312,1208,81,138,"07-03-2021 11:00:04"
10030,829,943,201,153,937,481,1556,70,146,"07-03-2021 11:00:04"
10031,751,783,149,92,952,341,1225,103,206,"07-03-2021 11:00:04"
10032,667,709,156,134,881,205,1155,104,117,"07-03-2021 11:00:04"
10033,382,472,47,85,395,327,810,21,23,"07-03-2021 11:00:04"
10034,815,905,218,136,872,494,1484,58,178,"07-03-2021 11:00:04"
10035,982,1015,270,248,1120,359,1867,43,87,"07-03-2021 11:00:04"
10036,719,722,219,202,886,134,1220,108,113,"07-03-2021 11:00:04"
10037,505,555,128,98,644,190,760,86,214,"07-03-2021 11:00:04"
10038,770,842,162,154,995,301,1259,166,187,"07-03-2021 11:00:04"
10039,903,993,234,180,1169,313,1375,233,288,"07-03-2021 11:00:04"
10040,893,936,172,163,1084,410,1375,123,331,"07-03-2021 11:00:04"
10041,800,869,200,137,967,365,1277,138,254,"07-03-2021 11:00:04"
10042,1491,1603,565,193,1897,439,2346,278,470,"07-03-2021 11:00:04"
10043,1211,1230,329,317,1567,228,1499,407,535,"07-03-2021 11:00:04"
10044,745,826,149,113,886,423,1231,173,167,"07-03-2021 11:00:04"
10045,638,680,150,90,779,299,1052,143,123,"07-03-2021 11:00:04"
10046,583,667,113,73,706,358,982,114,154,"07-03-2021 11:00:04"
10047,865,918,143,128,1065,447,1324,207,252,"07-03-2021 11:00:04"
10048,842,864,212,151,1021,322,1265,221,220,"07-03-2021 11:00:04"
10049,664,664,143,113,727,345,1092,113,123,"07-03-2021 11:00:04"
10050,746,848,153,144,913,384,1315,112,167,"07-03-2021 11:00:04"
10051,789,844,229,147,933,324,1289,188,156,"07-03-2021 11:00:04"
10052,1215,1243,372,309,1518,259,1928,324,206,"07-03-2021 11:00:04"
10053,859,894,197,210,1003,343,1442,188,123,"07-03-2021 11:00:04"
10054,464,505,131,135,553,150,758,116,95,"07-03-2021 11:00:04"
10055,1312,1345,343,396,1430,488,2105,344,208,"07-03-2021 11:00:04"
10056,968,989,280,126,1343,208,1289,366,302,"07-03-2021 11:00:04"
10057,724,732,187,91,947,231,1021,227,208,"07-03-2021 11:00:04"
10058,574,576,150,77,742,181,848,152,150,"07-03-2021 11:00:04"
10059,849,942,244,127,1136,284,1214,322,255,"07-03-2021 11:00:04"
10060,855,843,219,150,1144,185,1168,253,277,"07-03-2021 11:00:04"
10061,838,924,231,128,969,434,1492,145,125,"07-03-2021 11:00:04"
10062,753,796,207,151,903,288,1279,136,134,"07-03-2021 11:00:04"
10063,571,597,126,98,668,276,970,113,85,"07-03-2021 11:00:04"
10064,809,902,233,138,1064,276,1260,241,210,"07-03-2021 11:00:04"
10065,773,828,230,123,977,271,1294,186,121,"07-03-2021 11:00:04"
10066,1044,1087,335,237,1207,352,1682,231,218,"07-03-2021 11:00:04"
10067,922,989,365,255,1120,171,1578,204,129,"07-03-2021 11:00:04"
10068,828,848,294,208,979,195,1428,146,102,"07-03-2021 11:00:04"
10069,1332,1452,574,229,1644,337,2191,301,292,"07-03-2021 11:00:04"
10070,804,892,185,149,1071,291,1324,206,166,"07-03-2021 11:00:04"
10071,890,948,241,192,1061,344,1608,129,101,"07-03-2021 11:00:04"
10072,1014,1041,332,190,1218,315,1561,249,245,"07-03-2021 11:00:04"
10073,710,763,175,121,789,388,1242,94,137,"07-03-2021 11:00:04"
10074,812,857,206,153,1020,290,1269,182,218,"07-03-2021 11:00:04"
10075,780,810,195,154,941,300,1230,160,200,"07-03-2021 11:00:04"
10076,1114,1153,489,87,1550,141,1923,148,196,"07-03-2021 11:00:04"
10077,944,935,337,230,1106,206,1541,193,145,"07-03-2021 11:00:04"
10078,1215,1242,529,249,1428,251,1909,297,251,"07-03-2021 11:00:04"
10079,856,917,235,211,990,337,1483,135,155,"07-03-2021 11:00:04"
10080,1142,1160,500,240,1310,252,1358,416,528,"07-03-2021 11:00:04"
10081,1114,1075,314,218,1305,352,1464,117,608,"07-03-2021 11:00:04"
10082,1034,939,346,244,1165,218,1090,66,817,"07-03-2021 11:00:04"
10083,1329,1008,438,321,1354,224,1181,48,1108,"07-03-2021 11:00:04"
10084,854,838,234,179,1016,263,1091,51,550,"07-03-2021 11:00:04"
10085,1122,1058,373,256,1246,305,1325,67,788,"07-03-2021 11:00:04"
10086,1008,984,293,234,1140,325,1411,54,527,"07-03-2021 11:00:04"
10087,943,945,279,205,1064,340,1325,56,507,"07-03-2021 11:00:04"
10088,830,853,176,182,958,367,1442,33,208,"07-03-2021 11:00:04"
10089,2766,1731,540,498,3079,380,1674,341,2482,"07-03-2021 11:00:04"
10090,733,804,210,162,900,265,1111,63,363,"07-03-2021 11:00:04"
10091,990,1020,251,184,1117,458,1589,91,330,"07-03-2021 11:00:04"
10092,690,786,113,109,787,467,1298,29,149,"07-03-2021 11:00:04"
10093,517,542,86,82,536,355,953,28,78,"07-03-2021 11:00:04"
10094,1580,1554,622,188,2069,255,2238,373,523,"07-03-2021 11:00:04"
10095,642,660,181,106,831,184,1049,97,156,"07-03-2021 11:00:04"
10096,776,880,262,165,997,232,1297,166,193,"07-03-2021 11:00:04"
10097,750,848,256,152,903,287,1359,119,120,"07-03-2021 11:00:04"
10098,847,934,168,200,1106,307,1615,74,92,"07-03-2021 11:00:04"
10099,533,619,152,146,650,204,1038,16,98,"07-03-2021 11:00:04"
10100,809,904,242,130,965,376,1324,118,271,"07-03-2021 11:00:04"
10101,871,835,269,163,1032,242,1216,148,342,"07-03-2021 11:00:04"
10102,1259,1389,312,233,1474,629,2191,88,369,"07-03-2021 11:00:04"
10103,1041,1141,204,187,1127,664,1927,55,200,"07-03-2021 11:00:04"
10104,752,843,138,122,1014,321,1482,35,78,"07-03-2021 11:00:04"
10105,1023,1188,238,261,1232,480,1958,48,205,"07-03-2021 11:00:04"
10106,474,546,97,98,531,294,897,27,96,"07-03-2021 11:00:04"
10107,738,793,201,134,912,284,1344,78,109,"07-03-2021 11:00:04"
10108,603,719,132,91,638,461,1181,30,111,"07-03-2021 11:00:04"
10109,798,891,208,145,886,450,1396,44,249,"07-03-2021 11:00:04"
10110,773,952,193,177,956,399,1418,45,262,"07-03-2021 11:00:04"
10111,624,689,152,115,709,337,1092,33,188,"07-03-2021 11:00:04"
10112,732,802,167,136,713,518,1399,26,109,"07-03-2021 11:00:04"
10113,580,625,147,122,726,210,966,60,179,"07-03-2021 11:00:04"
10114,738,793,201,151,893,286,1179,55,297,"07-03-2021 11:00:04"
10115,680,746,147,117,813,349,1139,73,214,"07-03-2021 11:00:04"
10116,856,1006,236,130,1006,490,1495,85,282,"07-03-2021 11:00:04"
10117,597,678,124,112,643,396,1098,45,132,"07-03-2021 11:00:04"
10118,465,522,123,94,456,314,934,10,43,"07-03-2021 11:00:04"
10119,546,630,126,85,658,307,983,29,164,"07-03-2021 11:00:04"
10120,662,813,148,157,834,336,1164,63,248,"07-03-2021 11:00:04"
10121,754,869,224,122,946,331,1318,69,236,"07-03-2021 11:00:04"
10122,711,789,134,147,803,416,1355,28,117,"07-03-2021 11:00:04"
10123,658,699,149,131,703,374,1178,54,125,"07-03-2021 11:00:04"
10124,527,572,126,95,611,267,980,21,98,"07-03-2021 11:00:04"
10125,529,571,128,86,539,347,965,22,113,"07-03-2021 11:00:04"
10126,476,530,98,94,522,292,924,3,79,"07-03-2021 11:00:04"
10127,511,518,160,106,576,187,936,22,71,"07-03-2021 11:00:04"
10128,736,855,166,125,802,498,1460,31,100,"07-03-2021 11:00:04"
10129,561,595,88,124,643,301,1061,14,81,"07-03-2021 11:00:04"
10130,584,630,136,96,659,323,993,52,169,"07-03-2021 11:00:04"
10131,521,600,82,89,598,352,1038,10,73,"07-03-2021 11:00:04"
10132,586,681,153,107,654,353,1062,25,180,"07-03-2021 11:00:04"
10133,806,905,183,149,852,527,1396,67,248,"07-03-2021 11:00:04"
10134,692,889,178,140,795,468,1327,54,200,"07-03-2021 11:00:04"
10135,593,651,185,103,611,345,1059,29,156,"07-03-2021 11:00:04"
10136,647,737,137,132,638,477,1189,16,179,"07-03-2021 11:00:04"
10137,763,821,171,147,834,432,1325,49,210,"07-03-2021 11:00:04"
10138,760,858,226,163,926,303,1282,50,286,"07-03-2021 11:00:04"
10139,815,903,213,149,953,403,1303,45,370,"07-03-2021 11:00:04"
10140,810,861,189,179,941,362,1281,39,351,"07-03-2021 11:00:04"
10141,530,576,133,114,575,284,972,22,112,"07-03-2021 11:00:04"
10142,783,851,207,145,936,346,1317,40,277,"07-03-2021 11:00:04"
10143,819,912,205,192,938,396,1409,60,262,"07-03-2021 11:00:04"
10234,826,984,159,156,1009,486,1544,75,191,"07-03-2021 11:00:04"
10235,633,711,140,86,719,399,1098,85,161,"07-03-2021 11:00:04"
10236,765,872,155,115,795,572,1332,104,201,"07-03-2021 11:00:04"
