"Anys_Periode","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Nombre"
"2003-2007",1,"Ciutat Vella",1,"el Raval",2030
"2003-2007",1,"Ciutat Vella",2,"el Barri Gòtic",613
"2003-2007",1,"Ciutat Vella",3,"la Barceloneta",590
"2003-2007",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",880
"2003-2007",2,"Eixample",5,"el Fort Pienc",1138
"2003-2007",2,"Eixample",6,"la Sagrada Família",1876
"2003-2007",2,"Eixample",7,"la Dreta de l'Eixample",1696
"2003-2007",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",1709
"2003-2007",2,"Eixample",9,"la Nova Esquerra de l'Eixample",2316
"2003-2007",2,"Eixample",10,"Sant Antoni",1475
"2003-2007",3,"Sants-Montjuïc",11,"el Poble Sec",1646
"2003-2007",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",85
"2003-2007",3,"Sants-Montjuïc",13,"la Marina de Port",1316
"2003-2007",3,"Sants-Montjuïc",14,"la Font de la Guatlla",360
"2003-2007",3,"Sants-Montjuïc",15,"Hostafrancs",652
"2003-2007",3,"Sants-Montjuïc",16,"la Bordeta",749
"2003-2007",3,"Sants-Montjuïc",17,"Sants - Badal",873
"2003-2007",3,"Sants-Montjuïc",18,"Sants",1550
"2003-2007",4,"Les Corts",19,"les Corts",1502
"2003-2007",4,"Les Corts",20,"la Maternitat i Sant Ramon",734
"2003-2007",4,"Les Corts",21,"Pedralbes",376
"2003-2007",5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",195
"2003-2007",5,"Sarrià-Sant Gervasi",23,"Sarrià",1129
"2003-2007",5,"Sarrià-Sant Gervasi",24,"les Tres Torres",773
"2003-2007",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",986
"2003-2007",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",2010
"2003-2007",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",1314
"2003-2007",6,"Gràcia",28,"Vallcarca i els Penitents",670
"2003-2007",6,"Gràcia",29,"el Coll",322
"2003-2007",6,"Gràcia",30,"la Salut",520
"2003-2007",6,"Gràcia",31,"la Vila de Gràcia",2129
"2003-2007",6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",1332
"2003-2007",7,"Horta-Guinardó",33,"el Baix Guinardó",875
"2003-2007",7,"Horta-Guinardó",34,"Can Baró",318
"2003-2007",7,"Horta-Guinardó",35,"el Guinardó",1442
"2003-2007",7,"Horta-Guinardó",36,"la Font d'en Fargues",377
"2003-2007",7,"Horta-Guinardó",37,"el Carmel",1376
"2003-2007",7,"Horta-Guinardó",38,"la Teixonera",513
"2003-2007",7,"Horta-Guinardó",39,"Sant Genís dels Agudells",256
"2003-2007",7,"Horta-Guinardó",40,"Montbau",245
"2003-2007",7,"Horta-Guinardó",41,"la Vall d'Hebron",222
"2003-2007",7,"Horta-Guinardó",42,"la Clota",21
"2003-2007",7,"Horta-Guinardó",43,"Horta",995
"2003-2007",8,"Nou Barris",44,"Vilapicina i la Torre Llobeta",987
"2003-2007",8,"Nou Barris",45,"Porta",865
"2003-2007",8,"Nou Barris",46,"el Turó de la Peira",570
"2003-2007",8,"Nou Barris",47,"Can Peguera",73
"2003-2007",8,"Nou Barris",48,"la Guineueta",510
"2003-2007",8,"Nou Barris",49,"Canyelles",239
"2003-2007",8,"Nou Barris",50,"les Roquetes",805
"2003-2007",8,"Nou Barris",51,"Verdun",495
"2003-2007",8,"Nou Barris",52,"la Prosperitat",1035
"2003-2007",8,"Nou Barris",53,"la Trinitat Nova",342
"2003-2007",8,"Nou Barris",54,"Torre Baró",121
"2003-2007",8,"Nou Barris",55,"Ciutat Meridiana",568
"2003-2007",8,"Nou Barris",56,"Vallbona",52
"2003-2007",9,"Sant Andreu",57,"la Trinitat Vella",434
"2003-2007",9,"Sant Andreu",58,"Baró de Viver",130
"2003-2007",9,"Sant Andreu",59,"el Bon Pastor",749
"2003-2007",9,"Sant Andreu",60,"Sant Andreu",2308
"2003-2007",9,"Sant Andreu",61,"la Sagrera",1007
"2003-2007",9,"Sant Andreu",62,"el Congrés i els Indians",485
"2003-2007",9,"Sant Andreu",63,"Navas",833
"2003-2007",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",1430
"2003-2007",10,"Sant Martí",65,"el Clot",1195
"2003-2007",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",583
"2003-2007",10,"Sant Martí",67,"la Vila Olímpica del Poblenou",505
"2003-2007",10,"Sant Martí",68,"el Poblenou",1640
"2003-2007",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",701
"2003-2007",10,"Sant Martí",70,"el Besòs i el Maresme",859
"2003-2007",10,"Sant Martí",71,"Provençals del Poblenou",771
"2003-2007",10,"Sant Martí",72,"Sant Martí de Provençals",1014
"2003-2007",10,"Sant Martí",73,"la Verneda i la Pau",1046
"2003-2007",99,"No consta",99,"No consta",8753
"2004-2008",1,"Ciutat Vella",1,"el Raval",2109
"2004-2008",1,"Ciutat Vella",2,"el Barri Gòtic",599
"2004-2008",1,"Ciutat Vella",3,"la Barceloneta",603
"2004-2008",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",907
"2004-2008",2,"Eixample",5,"el Fort Pienc",1180
"2004-2008",2,"Eixample",6,"la Sagrada Família",1921
"2004-2008",2,"Eixample",7,"la Dreta de l'Eixample",1716
"2004-2008",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",1715
"2004-2008",2,"Eixample",9,"la Nova Esquerra de l'Eixample",2250
"2004-2008",2,"Eixample",10,"Sant Antoni",1392
"2004-2008",3,"Sants-Montjuïc",11,"el Poble Sec",1702
"2004-2008",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",59
"2004-2008",3,"Sants-Montjuïc",13,"la Marina de Port",1374
"2004-2008",3,"Sants-Montjuïc",14,"la Font de la Guatlla",363
"2004-2008",3,"Sants-Montjuïc",15,"Hostafrancs",617
"2004-2008",3,"Sants-Montjuïc",16,"la Bordeta",739
"2004-2008",3,"Sants-Montjuïc",17,"Sants - Badal",887
"2004-2008",3,"Sants-Montjuïc",18,"Sants",1578
"2004-2008",4,"Les Corts",19,"les Corts",1512
"2004-2008",4,"Les Corts",20,"la Maternitat i Sant Ramon",732
"2004-2008",4,"Les Corts",21,"Pedralbes",366
"2004-2008",5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",199
"2004-2008",5,"Sarrià-Sant Gervasi",23,"Sarrià",1091
"2004-2008",5,"Sarrià-Sant Gervasi",24,"les Tres Torres",723
"2004-2008",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",970
"2004-2008",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",2038
"2004-2008",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",1263
"2004-2008",6,"Gràcia",28,"Vallcarca i els Penitents",678
"2004-2008",6,"Gràcia",29,"el Coll",327
"2004-2008",6,"Gràcia",30,"la Salut",544
"2004-2008",6,"Gràcia",31,"la Vila de Gràcia",2200
"2004-2008",6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",1353
"2004-2008",7,"Horta-Guinardó",33,"el Baix Guinardó",899
"2004-2008",7,"Horta-Guinardó",34,"Can Baró",365
"2004-2008",7,"Horta-Guinardó",35,"el Guinardó",1433
"2004-2008",7,"Horta-Guinardó",36,"la Font d'en Fargues",384
"2004-2008",7,"Horta-Guinardó",37,"el Carmel",1426
"2004-2008",7,"Horta-Guinardó",38,"la Teixonera",526
"2004-2008",7,"Horta-Guinardó",39,"Sant Genís dels Agudells",255
"2004-2008",7,"Horta-Guinardó",40,"Montbau",250
"2004-2008",7,"Horta-Guinardó",41,"la Vall d'Hebron",212
"2004-2008",7,"Horta-Guinardó",42,"la Clota",21
"2004-2008",7,"Horta-Guinardó",43,"Horta",989
"2004-2008",8,"Nou Barris",44,"Vilapicina i la Torre Llobeta",1025
"2004-2008",8,"Nou Barris",45,"Porta",856
"2004-2008",8,"Nou Barris",46,"el Turó de la Peira",605
"2004-2008",8,"Nou Barris",47,"Can Peguera",86
"2004-2008",8,"Nou Barris",48,"la Guineueta",538
"2004-2008",8,"Nou Barris",49,"Canyelles",241
"2004-2008",8,"Nou Barris",50,"les Roquetes",830
"2004-2008",8,"Nou Barris",51,"Verdun",542
"2004-2008",8,"Nou Barris",52,"la Prosperitat",1083
"2004-2008",8,"Nou Barris",53,"la Trinitat Nova",358
"2004-2008",8,"Nou Barris",54,"Torre Baró",127
"2004-2008",8,"Nou Barris",55,"Ciutat Meridiana",593
"2004-2008",8,"Nou Barris",56,"Vallbona",77
"2004-2008",9,"Sant Andreu",57,"la Trinitat Vella",501
"2004-2008",9,"Sant Andreu",58,"Baró de Viver",130
"2004-2008",9,"Sant Andreu",59,"el Bon Pastor",785
"2004-2008",9,"Sant Andreu",60,"Sant Andreu",2340
"2004-2008",9,"Sant Andreu",61,"la Sagrera",1062
"2004-2008",9,"Sant Andreu",62,"el Congrés i els Indians",515
"2004-2008",9,"Sant Andreu",63,"Navas",828
"2004-2008",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",1513
"2004-2008",10,"Sant Martí",65,"el Clot",1235
"2004-2008",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",559
"2004-2008",10,"Sant Martí",67,"la Vila Olímpica del Poblenou",479
"2004-2008",10,"Sant Martí",68,"el Poblenou",1704
"2004-2008",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",756
"2004-2008",10,"Sant Martí",70,"el Besòs i el Maresme",909
"2004-2008",10,"Sant Martí",71,"Provençals del Poblenou",842
"2004-2008",10,"Sant Martí",72,"Sant Martí de Provençals",1054
"2004-2008",10,"Sant Martí",73,"la Verneda i la Pau",1080
"2004-2008",99,"No consta",99,"No consta",8901
"2005-2009",1,"Ciutat Vella",1,"el Raval",2191
"2005-2009",1,"Ciutat Vella",2,"el Barri Gòtic",563
"2005-2009",1,"Ciutat Vella",3,"la Barceloneta",596
"2005-2009",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",925
"2005-2009",2,"Eixample",5,"el Fort Pienc",1183
"2005-2009",2,"Eixample",6,"la Sagrada Família",1913
"2005-2009",2,"Eixample",7,"la Dreta de l'Eixample",1745
"2005-2009",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",1734
"2005-2009",2,"Eixample",9,"la Nova Esquerra de l'Eixample",2185
"2005-2009",2,"Eixample",10,"Sant Antoni",1370
"2005-2009",3,"Sants-Montjuïc",11,"el Poble Sec",1740
"2005-2009",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",50
"2005-2009",3,"Sants-Montjuïc",13,"la Marina de Port",1363
"2005-2009",3,"Sants-Montjuïc",14,"la Font de la Guatlla",381
"2005-2009",3,"Sants-Montjuïc",15,"Hostafrancs",589
"2005-2009",3,"Sants-Montjuïc",16,"la Bordeta",722
"2005-2009",3,"Sants-Montjuïc",17,"Sants - Badal",917
"2005-2009",3,"Sants-Montjuïc",18,"Sants",1608
"2005-2009",4,"Les Corts",19,"les Corts",1542
"2005-2009",4,"Les Corts",20,"la Maternitat i Sant Ramon",726
"2005-2009",4,"Les Corts",21,"Pedralbes",349
"2005-2009",5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",199
"2005-2009",5,"Sarrià-Sant Gervasi",23,"Sarrià",1103
"2005-2009",5,"Sarrià-Sant Gervasi",24,"les Tres Torres",696
"2005-2009",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",978
"2005-2009",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",1969
"2005-2009",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",1272
"2005-2009",6,"Gràcia",28,"Vallcarca i els Penitents",670
"2005-2009",6,"Gràcia",29,"el Coll",340
"2005-2009",6,"Gràcia",30,"la Salut",519
"2005-2009",6,"Gràcia",31,"la Vila de Gràcia",2188
"2005-2009",6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",1355
"2005-2009",7,"Horta-Guinardó",33,"el Baix Guinardó",908
"2005-2009",7,"Horta-Guinardó",34,"Can Baró",369
"2005-2009",7,"Horta-Guinardó",35,"el Guinardó",1447
"2005-2009",7,"Horta-Guinardó",36,"la Font d'en Fargues",368
"2005-2009",7,"Horta-Guinardó",37,"el Carmel",1442
"2005-2009",7,"Horta-Guinardó",38,"la Teixonera",506
"2005-2009",7,"Horta-Guinardó",39,"Sant Genís dels Agudells",249
"2005-2009",7,"Horta-Guinardó",40,"Montbau",248
"2005-2009",7,"Horta-Guinardó",41,"la Vall d'Hebron",201
"2005-2009",7,"Horta-Guinardó",42,"la Clota",23
"2005-2009",7,"Horta-Guinardó",43,"Horta",1007
"2005-2009",8,"Nou Barris",44,"Vilapicina i la Torre Llobeta",1008
"2005-2009",8,"Nou Barris",45,"Porta",902
"2005-2009",8,"Nou Barris",46,"el Turó de la Peira",619
"2005-2009",8,"Nou Barris",47,"Can Peguera",89
"2005-2009",8,"Nou Barris",48,"la Guineueta",540
"2005-2009",8,"Nou Barris",49,"Canyelles",243
"2005-2009",8,"Nou Barris",50,"les Roquetes",796
"2005-2009",8,"Nou Barris",51,"Verdun",568
"2005-2009",8,"Nou Barris",52,"la Prosperitat",1084
"2005-2009",8,"Nou Barris",53,"la Trinitat Nova",377
"2005-2009",8,"Nou Barris",54,"Torre Baró",114
"2005-2009",8,"Nou Barris",55,"Ciutat Meridiana",606
"2005-2009",8,"Nou Barris",56,"Vallbona",90
"2005-2009",9,"Sant Andreu",57,"la Trinitat Vella",565
"2005-2009",9,"Sant Andreu",58,"Baró de Viver",129
"2005-2009",9,"Sant Andreu",59,"el Bon Pastor",846
"2005-2009",9,"Sant Andreu",60,"Sant Andreu",2383
"2005-2009",9,"Sant Andreu",61,"la Sagrera",1060
"2005-2009",9,"Sant Andreu",62,"el Congrés i els Indians",524
"2005-2009",9,"Sant Andreu",63,"Navas",784
"2005-2009",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",1560
"2005-2009",10,"Sant Martí",65,"el Clot",1223
"2005-2009",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",560
"2005-2009",10,"Sant Martí",67,"la Vila Olímpica del Poblenou",464
"2005-2009",10,"Sant Martí",68,"el Poblenou",1699
"2005-2009",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",740
"2005-2009",10,"Sant Martí",70,"el Besòs i el Maresme",909
"2005-2009",10,"Sant Martí",71,"Provençals del Poblenou",866
"2005-2009",10,"Sant Martí",72,"Sant Martí de Provençals",1028
"2005-2009",10,"Sant Martí",73,"la Verneda i la Pau",1081
"2005-2009",99,"No consta",99,"No consta",8874
"2006-2010",1,"Ciutat Vella",1,"el Raval",2172
"2006-2010",1,"Ciutat Vella",2,"el Barri Gòtic",549
"2006-2010",1,"Ciutat Vella",3,"la Barceloneta",596
"2006-2010",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",900
"2006-2010",2,"Eixample",5,"el Fort Pienc",1188
"2006-2010",2,"Eixample",6,"la Sagrada Família",1892
"2006-2010",2,"Eixample",7,"la Dreta de l'Eixample",1740
"2006-2010",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",1688
"2006-2010",2,"Eixample",9,"la Nova Esquerra de l'Eixample",2128
"2006-2010",2,"Eixample",10,"Sant Antoni",1373
"2006-2010",3,"Sants-Montjuïc",11,"el Poble Sec",1798
"2006-2010",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",55
"2006-2010",3,"Sants-Montjuïc",13,"la Marina de Port",1352
"2006-2010",3,"Sants-Montjuïc",14,"la Font de la Guatlla",373
"2006-2010",3,"Sants-Montjuïc",15,"Hostafrancs",594
"2006-2010",3,"Sants-Montjuïc",16,"la Bordeta",720
"2006-2010",3,"Sants-Montjuïc",17,"Sants - Badal",886
"2006-2010",3,"Sants-Montjuïc",18,"Sants",1561
"2006-2010",4,"Les Corts",19,"les Corts",1595
"2006-2010",4,"Les Corts",20,"la Maternitat i Sant Ramon",755
"2006-2010",4,"Les Corts",21,"Pedralbes",365
"2006-2010",5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",185
"2006-2010",5,"Sarrià-Sant Gervasi",23,"Sarrià",1075
"2006-2010",5,"Sarrià-Sant Gervasi",24,"les Tres Torres",682
"2006-2010",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",1016
"2006-2010",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",1992
"2006-2010",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",1305
"2006-2010",6,"Gràcia",28,"Vallcarca i els Penitents",678
"2006-2010",6,"Gràcia",29,"el Coll",356
"2006-2010",6,"Gràcia",30,"la Salut",513
"2006-2010",6,"Gràcia",31,"la Vila de Gràcia",2208
"2006-2010",6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",1369
"2006-2010",7,"Horta-Guinardó",33,"el Baix Guinardó",914
"2006-2010",7,"Horta-Guinardó",34,"Can Baró",371
"2006-2010",7,"Horta-Guinardó",35,"el Guinardó",1446
"2006-2010",7,"Horta-Guinardó",36,"la Font d'en Fargues",380
"2006-2010",7,"Horta-Guinardó",37,"el Carmel",1417
"2006-2010",7,"Horta-Guinardó",38,"la Teixonera",513
"2006-2010",7,"Horta-Guinardó",39,"Sant Genís dels Agudells",235
"2006-2010",7,"Horta-Guinardó",40,"Montbau",240
"2006-2010",7,"Horta-Guinardó",41,"la Vall d'Hebron",178
"2006-2010",7,"Horta-Guinardó",42,"la Clota",23
