"Anys_Periode","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Nombre"
"2011-2015",9,"Sant Andreu",61,"la Sagrera",718
"2011-2015",9,"Sant Andreu",62,"el Congrés i els Indians",356
"2011-2015",9,"Sant Andreu",63,"Navas",501
"2011-2015",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",861
"2011-2015",10,"Sant Martí",65,"el Clot",583
"2011-2015",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",374
"2011-2015",10,"Sant Martí",67,"la Vila Olímpica del Poblenou",195
"2011-2015",10,"Sant Martí",68,"el Poblenou",877
"2011-2015",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",473
"2011-2015",10,"Sant Martí",70,"el Besòs i el Maresme",721
"2011-2015",10,"Sant Martí",71,"Provençals del Poblenou",570
"2011-2015",10,"Sant Martí",72,"Sant Martí de Provençals",555
"2011-2015",10,"Sant Martí",73,"la Verneda i la Pau",667
"2011-2015",99,"No consta",99,"No consta",1808
"2012-2016",1,"Ciutat Vella",1,"el Raval",1489
"2012-2016",1,"Ciutat Vella",2,"el Barri Gòtic",258
"2012-2016",1,"Ciutat Vella",3,"la Barceloneta",320
"2012-2016",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",462
"2012-2016",2,"Eixample",5,"el Fort Pienc",686
"2012-2016",2,"Eixample",6,"la Sagrada Família",1098
"2012-2016",2,"Eixample",7,"la Dreta de l'Eixample",822
"2012-2016",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",812
"2012-2016",2,"Eixample",9,"la Nova Esquerra de l'Eixample",1162
"2012-2016",2,"Eixample",10,"Sant Antoni",843
"2012-2016",3,"Sants-Montjuïc",11,"el Poble Sec",1081
"2012-2016",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",69
"2012-2016",3,"Sants-Montjuïc",13,"la Marina de Port",749
"2012-2016",3,"Sants-Montjuïc",14,"la Font de la Guatlla",196
"2012-2016",3,"Sants-Montjuïc",15,"Hostafrancs",382
"2012-2016",3,"Sants-Montjuïc",16,"la Bordeta",419
"2012-2016",3,"Sants-Montjuïc",17,"Sants - Badal",526
"2012-2016",3,"Sants-Montjuïc",18,"Sants",992
"2012-2016",4,"Les Corts",19,"les Corts",848
"2012-2016",4,"Les Corts",20,"la Maternitat i Sant Ramon",468
"2012-2016",4,"Les Corts",21,"Pedralbes",193
"2012-2016",5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",99
"2012-2016",5,"Sarrià-Sant Gervasi",23,"Sarrià",597
"2012-2016",5,"Sarrià-Sant Gervasi",24,"les Tres Torres",338
"2012-2016",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",501
"2012-2016",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",948
"2012-2016",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",697
"2012-2016",6,"Gràcia",28,"Vallcarca i els Penitents",354
"2012-2016",6,"Gràcia",29,"el Coll",167
"2012-2016",6,"Gràcia",30,"la Salut",282
"2012-2016",6,"Gràcia",31,"la Vila de Gràcia",1175
"2012-2016",6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",701
"2012-2016",7,"Horta-Guinardó",33,"el Baix Guinardó",525
"2012-2016",7,"Horta-Guinardó",34,"Can Baró",185
"2012-2016",7,"Horta-Guinardó",35,"el Guinardó",851
"2012-2016",7,"Horta-Guinardó",36,"la Font d'en Fargues",189
"2012-2016",7,"Horta-Guinardó",37,"el Carmel",822
"2012-2016",7,"Horta-Guinardó",38,"la Teixonera",296
"2012-2016",7,"Horta-Guinardó",39,"Sant Genís dels Agudells",147
"2012-2016",7,"Horta-Guinardó",40,"Montbau",91
"2012-2016",7,"Horta-Guinardó",41,"la Vall d'Hebron",108
"2012-2016",7,"Horta-Guinardó",42,"la Clota",21
"2012-2016",7,"Horta-Guinardó",43,"Horta",546
"2012-2016",8,"Nou Barris",44,"Vilapicina i la Torre Llobeta",544
"2012-2016",8,"Nou Barris",45,"Porta",612
"2012-2016",8,"Nou Barris",46,"el Turó de la Peira",477
"2012-2016",8,"Nou Barris",47,"Can Peguera",57
"2012-2016",8,"Nou Barris",48,"la Guineueta",305
"2012-2016",8,"Nou Barris",49,"Canyelles",144
"2012-2016",8,"Nou Barris",50,"les Roquetes",526
"2012-2016",8,"Nou Barris",51,"Verdun",356
"2012-2016",8,"Nou Barris",52,"la Prosperitat",658
"2012-2016",8,"Nou Barris",53,"la Trinitat Nova",239
"2012-2016",8,"Nou Barris",54,"Torre Baró",92
"2012-2016",8,"Nou Barris",55,"Ciutat Meridiana",355
"2012-2016",8,"Nou Barris",56,"Vallbona",54
"2012-2016",9,"Sant Andreu",57,"la Trinitat Vella",335
"2012-2016",9,"Sant Andreu",58,"Baró de Viver",80
"2012-2016",9,"Sant Andreu",59,"el Bon Pastor",357
"2012-2016",9,"Sant Andreu",60,"Sant Andreu",1236
"2012-2016",9,"Sant Andreu",61,"la Sagrera",692
"2012-2016",9,"Sant Andreu",62,"el Congrés i els Indians",346
"2012-2016",9,"Sant Andreu",63,"Navas",477
"2012-2016",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",828
"2012-2016",10,"Sant Martí",65,"el Clot",554
"2012-2016",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",365
"2012-2016",10,"Sant Martí",67,"la Vila Olímpica del Poblenou",187
"2012-2016",10,"Sant Martí",68,"el Poblenou",820
"2012-2016",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",446
"2012-2016",10,"Sant Martí",70,"el Besòs i el Maresme",686
"2012-2016",10,"Sant Martí",71,"Provençals del Poblenou",535
"2012-2016",10,"Sant Martí",72,"Sant Martí de Provençals",522
"2012-2016",10,"Sant Martí",73,"la Verneda i la Pau",644
"2012-2016",99,"No consta",99,"No consta",1786
"2013-2017",1,"Ciutat Vella",1,"el Raval",1513
"2013-2017",1,"Ciutat Vella",2,"el Barri Gòtic",257
"2013-2017",1,"Ciutat Vella",3,"la Barceloneta",305
"2013-2017",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",447
"2013-2017",2,"Eixample",5,"el Fort Pienc",636
"2013-2017",2,"Eixample",6,"la Sagrada Família",1048
"2013-2017",2,"Eixample",7,"la Dreta de l'Eixample",812
"2013-2017",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",801
"2013-2017",2,"Eixample",9,"la Nova Esquerra de l'Eixample",1107
"2013-2017",2,"Eixample",10,"Sant Antoni",823
"2013-2017",3,"Sants-Montjuïc",11,"el Poble Sec",1029
"2013-2017",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",63
"2013-2017",3,"Sants-Montjuïc",13,"la Marina de Port",740
"2013-2017",3,"Sants-Montjuïc",14,"la Font de la Guatlla",182
"2013-2017",3,"Sants-Montjuïc",15,"Hostafrancs",384
"2013-2017",3,"Sants-Montjuïc",16,"la Bordeta",405
"2013-2017",3,"Sants-Montjuïc",17,"Sants - Badal",511
"2013-2017",3,"Sants-Montjuïc",18,"Sants",938
"2013-2017",4,"Les Corts",19,"les Corts",825
"2013-2017",4,"Les Corts",20,"la Maternitat i Sant Ramon",462
"2013-2017",4,"Les Corts",21,"Pedralbes",189
"2013-2017",5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",101
"2013-2017",5,"Sarrià-Sant Gervasi",23,"Sarrià",567
"2013-2017",5,"Sarrià-Sant Gervasi",24,"les Tres Torres",319
