"﻿""Any""","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Nacionalitats","Nombre"
2019,3,"Sants-Montjuïc",15,"Hostafrancs","Colòmbia",0
2019,3,"Sants-Montjuïc",16,"la Bordeta","Colòmbia",0
2019,3,"Sants-Montjuïc",17,"Sants - Badal","Colòmbia",0
2019,3,"Sants-Montjuïc",18,"Sants","Colòmbia",0
2019,4,"Les Corts",19,"les Corts","Colòmbia",0
2019,4,"Les Corts",20,"la Maternitat i Sant Ramon","Colòmbia",0
2019,4,"Les Corts",21,"Pedralbes","Colòmbia",0
2019,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Colòmbia",0
2019,5,"Sarrià-Sant Gervasi",23,"Sarrià","Colòmbia",0
2019,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Colòmbia",1
2019,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Colòmbia",0
2019,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Colòmbia",0
2019,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Colòmbia",1
2019,6,"Gràcia",28,"Vallcarca i els Penitents","Colòmbia",0
2019,6,"Gràcia",29,"el Coll","Colòmbia",0
2019,6,"Gràcia",30,"la Salut","Colòmbia",0
2019,6,"Gràcia",31,"la Vila de Gràcia","Colòmbia",0
2019,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Colòmbia",0
2019,7,"Horta-Guinardó",33,"el Baix Guinardó","Colòmbia",0
2019,7,"Horta-Guinardó",34,"Can Baró","Colòmbia",0
2019,7,"Horta-Guinardó",35,"el Guinardó","Colòmbia",1
2019,7,"Horta-Guinardó",36,"la Font d'en Fargues","Colòmbia",0
2019,7,"Horta-Guinardó",37,"el Carmel","Colòmbia",0
2019,7,"Horta-Guinardó",38,"la Teixonera","Colòmbia",0
2019,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Colòmbia",0
2019,7,"Horta-Guinardó",40,"Montbau","Colòmbia",0
2019,7,"Horta-Guinardó",41,"la Vall d'Hebron","Colòmbia",0
2019,7,"Horta-Guinardó",42,"la Clota","Colòmbia",0
2019,7,"Horta-Guinardó",43,"Horta","Colòmbia",1
2019,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Colòmbia",0
2019,8,"Nou Barris",45,"Porta","Colòmbia",0
2019,8,"Nou Barris",46,"el Turó de la Peira","Colòmbia",0
2019,8,"Nou Barris",47,"Can Peguera","Colòmbia",0
2019,8,"Nou Barris",48,"la Guineueta","Colòmbia",0
2019,8,"Nou Barris",49,"Canyelles","Colòmbia",0
2019,8,"Nou Barris",50,"les Roquetes","Colòmbia",0
2019,8,"Nou Barris",51,"Verdun","Colòmbia",0
2019,8,"Nou Barris",52,"la Prosperitat","Colòmbia",1
2019,8,"Nou Barris",53,"la Trinitat Nova","Colòmbia",0
2019,8,"Nou Barris",54,"Torre Baró","Colòmbia",0
2019,8,"Nou Barris",55,"Ciutat Meridiana","Colòmbia",0
2019,8,"Nou Barris",56,"Vallbona","Colòmbia",0
2019,9,"Sant Andreu",57,"la Trinitat Vella","Colòmbia",0
2019,9,"Sant Andreu",58,"Baró de Viver","Colòmbia",0
2019,9,"Sant Andreu",59,"el Bon Pastor","Colòmbia",0
2019,9,"Sant Andreu",60,"Sant Andreu","Colòmbia",0
2019,9,"Sant Andreu",61,"la Sagrera","Colòmbia",0
2019,9,"Sant Andreu",62,"el Congrés i els Indians","Colòmbia",0
2019,9,"Sant Andreu",63,"Navas","Colòmbia",0
2019,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Colòmbia",0
2019,10,"Sant Martí",65,"el Clot","Colòmbia",0
2019,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Colòmbia",0
2019,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Colòmbia",0
2019,10,"Sant Martí",68,"el Poblenou","Colòmbia",0
2019,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Colòmbia",0
2019,10,"Sant Martí",70,"el Besòs i el Maresme","Colòmbia",0
2019,10,"Sant Martí",71,"Provençals del Poblenou","Colòmbia",0
2019,10,"Sant Martí",72,"Sant Martí de Provençals","Colòmbia",0
2019,10,"Sant Martí",73,"la Verneda i la Pau","Colòmbia",0
2019,1,"Ciutat Vella",1,"el Raval","Filipines",3
2019,1,"Ciutat Vella",2,"el Barri Gòtic","Filipines",0
2019,1,"Ciutat Vella",3,"la Barceloneta","Filipines",0
2019,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Filipines",1
2019,2,"Eixample",5,"el Fort Pienc","Filipines",0
2019,2,"Eixample",6,"la Sagrada Família","Filipines",0
2019,2,"Eixample",7,"la Dreta de l'Eixample","Filipines",0
2019,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Filipines",2
2019,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Filipines",0
2019,2,"Eixample",10,"Sant Antoni","Filipines",0
2019,3,"Sants-Montjuïc",11,"el Poble Sec","Filipines",1
2019,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Filipines",0
2019,3,"Sants-Montjuïc",13,"la Marina de Port","Filipines",1
2019,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Filipines",0
2019,3,"Sants-Montjuïc",15,"Hostafrancs","Filipines",0
2019,3,"Sants-Montjuïc",16,"la Bordeta","Filipines",0
2019,3,"Sants-Montjuïc",17,"Sants - Badal","Filipines",0
2019,3,"Sants-Montjuïc",18,"Sants","Filipines",0
2019,4,"Les Corts",19,"les Corts","Filipines",0
2019,4,"Les Corts",20,"la Maternitat i Sant Ramon","Filipines",0
2019,4,"Les Corts",21,"Pedralbes","Filipines",0
2019,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Filipines",0
2019,5,"Sarrià-Sant Gervasi",23,"Sarrià","Filipines",0
2019,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Filipines",0
2019,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Filipines",0
2019,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Filipines",0
2019,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Filipines",0
2019,6,"Gràcia",28,"Vallcarca i els Penitents","Filipines",0
2019,6,"Gràcia",29,"el Coll","Filipines",0
2019,6,"Gràcia",30,"la Salut","Filipines",0
2019,6,"Gràcia",31,"la Vila de Gràcia","Filipines",0
2019,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Filipines",0
2019,7,"Horta-Guinardó",33,"el Baix Guinardó","Filipines",0
2019,7,"Horta-Guinardó",34,"Can Baró","Filipines",0
2019,7,"Horta-Guinardó",35,"el Guinardó","Filipines",0
2019,7,"Horta-Guinardó",36,"la Font d'en Fargues","Filipines",0
2019,7,"Horta-Guinardó",37,"el Carmel","Filipines",0
2019,7,"Horta-Guinardó",38,"la Teixonera","Filipines",0
2019,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Filipines",0
2019,7,"Horta-Guinardó",40,"Montbau","Filipines",0
2019,7,"Horta-Guinardó",41,"la Vall d'Hebron","Filipines",0
2019,7,"Horta-Guinardó",42,"la Clota","Filipines",0
2019,7,"Horta-Guinardó",43,"Horta","Filipines",0
2019,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Filipines",0
2019,8,"Nou Barris",45,"Porta","Filipines",0
2019,8,"Nou Barris",46,"el Turó de la Peira","Filipines",0
2019,8,"Nou Barris",47,"Can Peguera","Filipines",0
2019,8,"Nou Barris",48,"la Guineueta","Filipines",0
2019,8,"Nou Barris",49,"Canyelles","Filipines",0
2019,8,"Nou Barris",50,"les Roquetes","Filipines",0
2019,8,"Nou Barris",51,"Verdun","Filipines",0
2019,8,"Nou Barris",52,"la Prosperitat","Filipines",0
2019,8,"Nou Barris",53,"la Trinitat Nova","Filipines",0
2019,8,"Nou Barris",54,"Torre Baró","Filipines",0
2019,8,"Nou Barris",55,"Ciutat Meridiana","Filipines",0
2019,8,"Nou Barris",56,"Vallbona","Filipines",0
2019,9,"Sant Andreu",57,"la Trinitat Vella","Filipines",0
2019,9,"Sant Andreu",58,"Baró de Viver","Filipines",0
2019,9,"Sant Andreu",59,"el Bon Pastor","Filipines",0
2019,9,"Sant Andreu",60,"Sant Andreu","Filipines",0
2019,9,"Sant Andreu",61,"la Sagrera","Filipines",0
2019,9,"Sant Andreu",62,"el Congrés i els Indians","Filipines",0
2019,9,"Sant Andreu",63,"Navas","Filipines",0
2019,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Filipines",0
2019,10,"Sant Martí",65,"el Clot","Filipines",0
2019,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Filipines",0
2019,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Filipines",0
2019,10,"Sant Martí",68,"el Poblenou","Filipines",0
2019,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Filipines",0
2019,10,"Sant Martí",70,"el Besòs i el Maresme","Filipines",0
2019,10,"Sant Martí",71,"Provençals del Poblenou","Filipines",0
2019,10,"Sant Martí",72,"Sant Martí de Provençals","Filipines",0
2019,10,"Sant Martí",73,"la Verneda i la Pau","Filipines",0
2019,1,"Ciutat Vella",1,"el Raval","Geòrgia",1
2019,1,"Ciutat Vella",2,"el Barri Gòtic","Geòrgia",0
2019,1,"Ciutat Vella",3,"la Barceloneta","Geòrgia",0
2019,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Geòrgia",0
2019,2,"Eixample",5,"el Fort Pienc","Geòrgia",0
2019,2,"Eixample",6,"la Sagrada Família","Geòrgia",0
2019,2,"Eixample",7,"la Dreta de l'Eixample","Geòrgia",0
2019,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Geòrgia",0
2019,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Geòrgia",0
2019,2,"Eixample",10,"Sant Antoni","Geòrgia",0
2019,3,"Sants-Montjuïc",11,"el Poble Sec","Geòrgia",1
2019,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Geòrgia",0
2019,3,"Sants-Montjuïc",13,"la Marina de Port","Geòrgia",0
2019,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Geòrgia",0
2019,3,"Sants-Montjuïc",15,"Hostafrancs","Geòrgia",0
2019,3,"Sants-Montjuïc",16,"la Bordeta","Geòrgia",0
2019,3,"Sants-Montjuïc",17,"Sants - Badal","Geòrgia",0
2019,3,"Sants-Montjuïc",18,"Sants","Geòrgia",0
2019,4,"Les Corts",19,"les Corts","Geòrgia",0
2019,4,"Les Corts",20,"la Maternitat i Sant Ramon","Geòrgia",0
2019,4,"Les Corts",21,"Pedralbes","Geòrgia",0
2019,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Geòrgia",0
2019,5,"Sarrià-Sant Gervasi",23,"Sarrià","Geòrgia",0
2019,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Geòrgia",0
2019,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Geòrgia",0
2019,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Geòrgia",0
2019,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Geòrgia",0
2019,6,"Gràcia",28,"Vallcarca i els Penitents","Geòrgia",0
2019,6,"Gràcia",29,"el Coll","Geòrgia",0
2019,6,"Gràcia",30,"la Salut","Geòrgia",0
2019,6,"Gràcia",31,"la Vila de Gràcia","Geòrgia",0
2019,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Geòrgia",0
2019,7,"Horta-Guinardó",33,"el Baix Guinardó","Geòrgia",0
2019,7,"Horta-Guinardó",34,"Can Baró","Geòrgia",0
2019,7,"Horta-Guinardó",35,"el Guinardó","Geòrgia",0
2019,7,"Horta-Guinardó",36,"la Font d'en Fargues","Geòrgia",0
2019,7,"Horta-Guinardó",37,"el Carmel","Geòrgia",0
2019,7,"Horta-Guinardó",38,"la Teixonera","Geòrgia",0
2019,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Geòrgia",0
2019,7,"Horta-Guinardó",40,"Montbau","Geòrgia",0
2019,7,"Horta-Guinardó",41,"la Vall d'Hebron","Geòrgia",0
2019,7,"Horta-Guinardó",42,"la Clota","Geòrgia",0
2019,7,"Horta-Guinardó",43,"Horta","Geòrgia",0
2019,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Geòrgia",0
2019,8,"Nou Barris",45,"Porta","Geòrgia",0
2019,8,"Nou Barris",46,"el Turó de la Peira","Geòrgia",2
2019,8,"Nou Barris",47,"Can Peguera","Geòrgia",0
2019,8,"Nou Barris",48,"la Guineueta","Geòrgia",0
2019,8,"Nou Barris",49,"Canyelles","Geòrgia",0
2019,8,"Nou Barris",50,"les Roquetes","Geòrgia",0
2019,8,"Nou Barris",51,"Verdun","Geòrgia",1
2019,8,"Nou Barris",52,"la Prosperitat","Geòrgia",0
2019,8,"Nou Barris",53,"la Trinitat Nova","Geòrgia",0
2019,8,"Nou Barris",54,"Torre Baró","Geòrgia",0
2019,8,"Nou Barris",55,"Ciutat Meridiana","Geòrgia",0
2019,8,"Nou Barris",56,"Vallbona","Geòrgia",0
2019,9,"Sant Andreu",57,"la Trinitat Vella","Geòrgia",0
2019,9,"Sant Andreu",58,"Baró de Viver","Geòrgia",0
2019,9,"Sant Andreu",59,"el Bon Pastor","Geòrgia",1
2019,9,"Sant Andreu",60,"Sant Andreu","Geòrgia",1
2019,9,"Sant Andreu",61,"la Sagrera","Geòrgia",0
2019,9,"Sant Andreu",62,"el Congrés i els Indians","Geòrgia",0
2019,9,"Sant Andreu",63,"Navas","Geòrgia",0
2019,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Geòrgia",0
2019,10,"Sant Martí",65,"el Clot","Geòrgia",0
2019,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Geòrgia",0
2019,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Geòrgia",0
2019,10,"Sant Martí",68,"el Poblenou","Geòrgia",0
2019,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Geòrgia",0
2019,10,"Sant Martí",70,"el Besòs i el Maresme","Geòrgia",0
2019,10,"Sant Martí",71,"Provençals del Poblenou","Geòrgia",0
2019,10,"Sant Martí",72,"Sant Martí de Provençals","Geòrgia",0
2019,10,"Sant Martí",73,"la Verneda i la Pau","Geòrgia",0
2019,1,"Ciutat Vella",1,"el Raval","Índia",0
2019,1,"Ciutat Vella",2,"el Barri Gòtic","Índia",0
2019,1,"Ciutat Vella",3,"la Barceloneta","Índia",0
2019,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Índia",0
2019,2,"Eixample",5,"el Fort Pienc","Índia",0
2019,2,"Eixample",6,"la Sagrada Família","Índia",0
2019,2,"Eixample",7,"la Dreta de l'Eixample","Índia",0
2019,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Índia",0
2019,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Índia",0
2019,2,"Eixample",10,"Sant Antoni","Índia",1
2019,3,"Sants-Montjuïc",11,"el Poble Sec","Índia",2
2019,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Índia",0
2019,3,"Sants-Montjuïc",13,"la Marina de Port","Índia",0
2019,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Índia",0
2019,3,"Sants-Montjuïc",15,"Hostafrancs","Índia",0
2019,3,"Sants-Montjuïc",16,"la Bordeta","Índia",0
2019,3,"Sants-Montjuïc",17,"Sants - Badal","Índia",0
2019,3,"Sants-Montjuïc",18,"Sants","Índia",0
2019,4,"Les Corts",19,"les Corts","Índia",1
2019,4,"Les Corts",20,"la Maternitat i Sant Ramon","Índia",0
2019,4,"Les Corts",21,"Pedralbes","Índia",0
2019,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Índia",0
2019,5,"Sarrià-Sant Gervasi",23,"Sarrià","Índia",0
2019,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Índia",0
2019,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Índia",0
2019,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Índia",0
2019,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Índia",0
2019,6,"Gràcia",28,"Vallcarca i els Penitents","Índia",0
2019,6,"Gràcia",29,"el Coll","Índia",0
2019,6,"Gràcia",30,"la Salut","Índia",0
2019,6,"Gràcia",31,"la Vila de Gràcia","Índia",0
2019,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Índia",1
2019,7,"Horta-Guinardó",33,"el Baix Guinardó","Índia",0
2019,7,"Horta-Guinardó",34,"Can Baró","Índia",0
2019,7,"Horta-Guinardó",35,"el Guinardó","Índia",0
2019,7,"Horta-Guinardó",36,"la Font d'en Fargues","Índia",0
2019,7,"Horta-Guinardó",37,"el Carmel","Índia",0
2019,7,"Horta-Guinardó",38,"la Teixonera","Índia",0
2019,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Índia",0
2019,7,"Horta-Guinardó",40,"Montbau","Índia",0
2019,7,"Horta-Guinardó",41,"la Vall d'Hebron","Índia",0
2019,7,"Horta-Guinardó",42,"la Clota","Índia",0
2019,7,"Horta-Guinardó",43,"Horta","Índia",0
2019,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Índia",0
2019,8,"Nou Barris",45,"Porta","Índia",0
2019,8,"Nou Barris",46,"el Turó de la Peira","Índia",0
2019,8,"Nou Barris",47,"Can Peguera","Índia",0
2019,8,"Nou Barris",48,"la Guineueta","Índia",0
2019,8,"Nou Barris",49,"Canyelles","Índia",0
2019,8,"Nou Barris",50,"les Roquetes","Índia",0
2019,8,"Nou Barris",51,"Verdun","Índia",0
2019,8,"Nou Barris",52,"la Prosperitat","Índia",0
2019,8,"Nou Barris",53,"la Trinitat Nova","Índia",0
2019,8,"Nou Barris",54,"Torre Baró","Índia",0
2019,8,"Nou Barris",55,"Ciutat Meridiana","Índia",0
2019,8,"Nou Barris",56,"Vallbona","Índia",0
2019,9,"Sant Andreu",57,"la Trinitat Vella","Índia",0
2019,9,"Sant Andreu",58,"Baró de Viver","Índia",0
2019,9,"Sant Andreu",59,"el Bon Pastor","Índia",0
2019,9,"Sant Andreu",60,"Sant Andreu","Índia",0
2019,9,"Sant Andreu",61,"la Sagrera","Índia",1
2019,9,"Sant Andreu",62,"el Congrés i els Indians","Índia",0
2019,9,"Sant Andreu",63,"Navas","Índia",0
2019,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Índia",0
2019,10,"Sant Martí",65,"el Clot","Índia",0
2019,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Índia",0
2019,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Índia",0
2019,10,"Sant Martí",68,"el Poblenou","Índia",0
2019,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Índia",0
2019,10,"Sant Martí",70,"el Besòs i el Maresme","Índia",0
2019,10,"Sant Martí",71,"Provençals del Poblenou","Índia",0
2019,10,"Sant Martí",72,"Sant Martí de Provençals","Índia",1
2019,10,"Sant Martí",73,"la Verneda i la Pau","Índia",0
2019,1,"Ciutat Vella",1,"el Raval","Regne Unit",0
2019,1,"Ciutat Vella",2,"el Barri Gòtic","Regne Unit",1
2019,1,"Ciutat Vella",3,"la Barceloneta","Regne Unit",0
2019,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Regne Unit",0
2019,2,"Eixample",5,"el Fort Pienc","Regne Unit",0
2019,2,"Eixample",6,"la Sagrada Família","Regne Unit",0
2019,2,"Eixample",7,"la Dreta de l'Eixample","Regne Unit",0
2019,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Regne Unit",0
2019,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Regne Unit",1
2019,2,"Eixample",10,"Sant Antoni","Regne Unit",0
2019,3,"Sants-Montjuïc",11,"el Poble Sec","Regne Unit",0
2019,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Regne Unit",0
2019,3,"Sants-Montjuïc",13,"la Marina de Port","Regne Unit",0
2019,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Regne Unit",0
2019,3,"Sants-Montjuïc",15,"Hostafrancs","Regne Unit",0
2019,3,"Sants-Montjuïc",16,"la Bordeta","Regne Unit",0
2019,3,"Sants-Montjuïc",17,"Sants - Badal","Regne Unit",0
2019,3,"Sants-Montjuïc",18,"Sants","Regne Unit",0
2019,4,"Les Corts",19,"les Corts","Regne Unit",0
2019,4,"Les Corts",20,"la Maternitat i Sant Ramon","Regne Unit",0
2019,4,"Les Corts",21,"Pedralbes","Regne Unit",0
2019,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Regne Unit",0
2019,5,"Sarrià-Sant Gervasi",23,"Sarrià","Regne Unit",0
2019,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Regne Unit",1
2019,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Regne Unit",0
2019,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Regne Unit",1
2019,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Regne Unit",0
2019,6,"Gràcia",28,"Vallcarca i els Penitents","Regne Unit",0
2019,6,"Gràcia",29,"el Coll","Regne Unit",0
2019,6,"Gràcia",30,"la Salut","Regne Unit",0
2019,6,"Gràcia",31,"la Vila de Gràcia","Regne Unit",0
2019,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Regne Unit",1
2019,7,"Horta-Guinardó",33,"el Baix Guinardó","Regne Unit",0
2019,7,"Horta-Guinardó",34,"Can Baró","Regne Unit",0
2019,7,"Horta-Guinardó",35,"el Guinardó","Regne Unit",0
2019,7,"Horta-Guinardó",36,"la Font d'en Fargues","Regne Unit",0
2019,7,"Horta-Guinardó",37,"el Carmel","Regne Unit",0
2019,7,"Horta-Guinardó",38,"la Teixonera","Regne Unit",0
2019,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Regne Unit",0
2019,7,"Horta-Guinardó",40,"Montbau","Regne Unit",0
2019,7,"Horta-Guinardó",41,"la Vall d'Hebron","Regne Unit",0
2019,7,"Horta-Guinardó",42,"la Clota","Regne Unit",0
2019,7,"Horta-Guinardó",43,"Horta","Regne Unit",1
2019,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Regne Unit",0
2019,8,"Nou Barris",45,"Porta","Regne Unit",0
2019,8,"Nou Barris",46,"el Turó de la Peira","Regne Unit",0
2019,8,"Nou Barris",47,"Can Peguera","Regne Unit",0
2019,8,"Nou Barris",48,"la Guineueta","Regne Unit",0
2019,8,"Nou Barris",49,"Canyelles","Regne Unit",0
2019,8,"Nou Barris",50,"les Roquetes","Regne Unit",0
2019,8,"Nou Barris",51,"Verdun","Regne Unit",0
2019,8,"Nou Barris",52,"la Prosperitat","Regne Unit",0
2019,8,"Nou Barris",53,"la Trinitat Nova","Regne Unit",0
2019,8,"Nou Barris",54,"Torre Baró","Regne Unit",0
2019,8,"Nou Barris",55,"Ciutat Meridiana","Regne Unit",0
2019,8,"Nou Barris",56,"Vallbona","Regne Unit",0
2019,9,"Sant Andreu",57,"la Trinitat Vella","Regne Unit",0
2019,9,"Sant Andreu",58,"Baró de Viver","Regne Unit",0
2019,9,"Sant Andreu",59,"el Bon Pastor","Regne Unit",0
2019,9,"Sant Andreu",60,"Sant Andreu","Regne Unit",0
2019,9,"Sant Andreu",61,"la Sagrera","Regne Unit",0
2019,9,"Sant Andreu",62,"el Congrés i els Indians","Regne Unit",0
2019,9,"Sant Andreu",63,"Navas","Regne Unit",0
2019,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Regne Unit",1
2019,10,"Sant Martí",65,"el Clot","Regne Unit",0
2019,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Regne Unit",0
2019,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Regne Unit",0
2019,10,"Sant Martí",68,"el Poblenou","Regne Unit",0
2019,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Regne Unit",0
2019,10,"Sant Martí",70,"el Besòs i el Maresme","Regne Unit",0
2019,10,"Sant Martí",71,"Provençals del Poblenou","Regne Unit",0
2019,10,"Sant Martí",72,"Sant Martí de Provençals","Regne Unit",0
2019,10,"Sant Martí",73,"la Verneda i la Pau","Regne Unit",0
2019,1,"Ciutat Vella",1,"el Raval","Bolívia",0
2019,1,"Ciutat Vella",2,"el Barri Gòtic","Bolívia",1
2019,1,"Ciutat Vella",3,"la Barceloneta","Bolívia",0
2019,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Bolívia",0
2019,2,"Eixample",5,"el Fort Pienc","Bolívia",0
2019,2,"Eixample",6,"la Sagrada Família","Bolívia",1
2019,2,"Eixample",7,"la Dreta de l'Eixample","Bolívia",0
2019,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Bolívia",0
2019,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Bolívia",0
2019,2,"Eixample",10,"Sant Antoni","Bolívia",1
2019,3,"Sants-Montjuïc",11,"el Poble Sec","Bolívia",0
2019,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Bolívia",0
2019,3,"Sants-Montjuïc",13,"la Marina de Port","Bolívia",0
2019,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Bolívia",0
2019,3,"Sants-Montjuïc",15,"Hostafrancs","Bolívia",0
2019,3,"Sants-Montjuïc",16,"la Bordeta","Bolívia",0
2019,3,"Sants-Montjuïc",17,"Sants - Badal","Bolívia",0
2019,3,"Sants-Montjuïc",18,"Sants","Bolívia",0
2019,4,"Les Corts",19,"les Corts","Bolívia",0
2019,4,"Les Corts",20,"la Maternitat i Sant Ramon","Bolívia",0
2019,4,"Les Corts",21,"Pedralbes","Bolívia",0
2019,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Bolívia",1
2019,5,"Sarrià-Sant Gervasi",23,"Sarrià","Bolívia",0
2019,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Bolívia",0
2019,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Bolívia",0
2019,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Bolívia",0
2019,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Bolívia",0
2019,6,"Gràcia",28,"Vallcarca i els Penitents","Bolívia",0
2019,6,"Gràcia",29,"el Coll","Bolívia",0
2019,6,"Gràcia",30,"la Salut","Bolívia",0
2019,6,"Gràcia",31,"la Vila de Gràcia","Bolívia",1
2019,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Bolívia",0
2019,7,"Horta-Guinardó",33,"el Baix Guinardó","Bolívia",0
2019,7,"Horta-Guinardó",34,"Can Baró","Bolívia",0
2019,7,"Horta-Guinardó",35,"el Guinardó","Bolívia",0
2019,7,"Horta-Guinardó",36,"la Font d'en Fargues","Bolívia",0
2019,7,"Horta-Guinardó",37,"el Carmel","Bolívia",0
2019,7,"Horta-Guinardó",38,"la Teixonera","Bolívia",0
2019,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Bolívia",0
2019,7,"Horta-Guinardó",40,"Montbau","Bolívia",0
2019,7,"Horta-Guinardó",41,"la Vall d'Hebron","Bolívia",0
2019,7,"Horta-Guinardó",42,"la Clota","Bolívia",0
