"﻿""Any""","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Nacionalitats","Nombre"
2019,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Veneçuela",0
2019,10,"Sant Martí",70,"el Besòs i el Maresme","Veneçuela",1
2019,10,"Sant Martí",71,"Provençals del Poblenou","Veneçuela",0
2019,10,"Sant Martí",72,"Sant Martí de Provençals","Veneçuela",0
2019,10,"Sant Martí",73,"la Verneda i la Pau","Veneçuela",0
2019,1,"Ciutat Vella",1,"el Raval","Alemanya",0
2019,1,"Ciutat Vella",2,"el Barri Gòtic","Alemanya",1
2019,1,"Ciutat Vella",3,"la Barceloneta","Alemanya",0
2019,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Alemanya",0
2019,2,"Eixample",5,"el Fort Pienc","Alemanya",0
2019,2,"Eixample",6,"la Sagrada Família","Alemanya",1
2019,2,"Eixample",7,"la Dreta de l'Eixample","Alemanya",3
2019,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Alemanya",1
2019,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Alemanya",1
2019,2,"Eixample",10,"Sant Antoni","Alemanya",0
2019,3,"Sants-Montjuïc",11,"el Poble Sec","Alemanya",0
2019,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Alemanya",0
2019,3,"Sants-Montjuïc",13,"la Marina de Port","Alemanya",0
2019,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Alemanya",0
2019,3,"Sants-Montjuïc",15,"Hostafrancs","Alemanya",0
2019,3,"Sants-Montjuïc",16,"la Bordeta","Alemanya",0
2019,3,"Sants-Montjuïc",17,"Sants - Badal","Alemanya",0
2019,3,"Sants-Montjuïc",18,"Sants","Alemanya",0
2019,4,"Les Corts",19,"les Corts","Alemanya",0
2019,4,"Les Corts",20,"la Maternitat i Sant Ramon","Alemanya",0
2019,4,"Les Corts",21,"Pedralbes","Alemanya",0
2019,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Alemanya",0
2019,5,"Sarrià-Sant Gervasi",23,"Sarrià","Alemanya",2
2019,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Alemanya",0
2019,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Alemanya",3
2019,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Alemanya",3
2019,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Alemanya",2
2019,6,"Gràcia",28,"Vallcarca i els Penitents","Alemanya",0
2019,6,"Gràcia",29,"el Coll","Alemanya",0
2019,6,"Gràcia",30,"la Salut","Alemanya",0
2019,6,"Gràcia",31,"la Vila de Gràcia","Alemanya",0
2019,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Alemanya",0
2019,7,"Horta-Guinardó",33,"el Baix Guinardó","Alemanya",0
2019,7,"Horta-Guinardó",34,"Can Baró","Alemanya",0
2019,7,"Horta-Guinardó",35,"el Guinardó","Alemanya",0
2019,7,"Horta-Guinardó",36,"la Font d'en Fargues","Alemanya",0
2019,7,"Horta-Guinardó",37,"el Carmel","Alemanya",0
2019,7,"Horta-Guinardó",38,"la Teixonera","Alemanya",0
2019,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Alemanya",0
2019,7,"Horta-Guinardó",40,"Montbau","Alemanya",0
2019,7,"Horta-Guinardó",41,"la Vall d'Hebron","Alemanya",0
2019,7,"Horta-Guinardó",42,"la Clota","Alemanya",0
2019,7,"Horta-Guinardó",43,"Horta","Alemanya",0
2019,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Alemanya",0
2019,8,"Nou Barris",45,"Porta","Alemanya",0
2019,8,"Nou Barris",46,"el Turó de la Peira","Alemanya",1
2019,8,"Nou Barris",47,"Can Peguera","Alemanya",0
2019,8,"Nou Barris",48,"la Guineueta","Alemanya",0
2019,8,"Nou Barris",49,"Canyelles","Alemanya",0
2019,8,"Nou Barris",50,"les Roquetes","Alemanya",0
2019,8,"Nou Barris",51,"Verdun","Alemanya",0
2019,8,"Nou Barris",52,"la Prosperitat","Alemanya",0
2019,8,"Nou Barris",53,"la Trinitat Nova","Alemanya",0
2019,8,"Nou Barris",54,"Torre Baró","Alemanya",0
2019,8,"Nou Barris",55,"Ciutat Meridiana","Alemanya",0
2019,8,"Nou Barris",56,"Vallbona","Alemanya",0
2019,9,"Sant Andreu",57,"la Trinitat Vella","Alemanya",0
2019,9,"Sant Andreu",58,"Baró de Viver","Alemanya",0
2019,9,"Sant Andreu",59,"el Bon Pastor","Alemanya",0
2019,9,"Sant Andreu",60,"Sant Andreu","Alemanya",0
2019,9,"Sant Andreu",61,"la Sagrera","Alemanya",0
2019,9,"Sant Andreu",62,"el Congrés i els Indians","Alemanya",1
2019,9,"Sant Andreu",63,"Navas","Alemanya",0
2019,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Alemanya",1
2019,10,"Sant Martí",65,"el Clot","Alemanya",0
2019,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Alemanya",0
2019,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Alemanya",0
2019,10,"Sant Martí",68,"el Poblenou","Alemanya",1
2019,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Alemanya",0
2019,10,"Sant Martí",70,"el Besòs i el Maresme","Alemanya",0
2019,10,"Sant Martí",71,"Provençals del Poblenou","Alemanya",0
2019,10,"Sant Martí",72,"Sant Martí de Provençals","Alemanya",1
2019,10,"Sant Martí",73,"la Verneda i la Pau","Alemanya",0
2019,1,"Ciutat Vella",1,"el Raval","Pakistan",4
2019,1,"Ciutat Vella",2,"el Barri Gòtic","Pakistan",1
2019,1,"Ciutat Vella",3,"la Barceloneta","Pakistan",0
2019,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Pakistan",1
2019,2,"Eixample",5,"el Fort Pienc","Pakistan",0
2019,2,"Eixample",6,"la Sagrada Família","Pakistan",0
2019,2,"Eixample",7,"la Dreta de l'Eixample","Pakistan",1
2019,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Pakistan",0
2019,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Pakistan",0
2019,2,"Eixample",10,"Sant Antoni","Pakistan",0
2019,3,"Sants-Montjuïc",11,"el Poble Sec","Pakistan",2
2019,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Pakistan",0
2019,3,"Sants-Montjuïc",13,"la Marina de Port","Pakistan",0
2019,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Pakistan",0
2019,3,"Sants-Montjuïc",15,"Hostafrancs","Pakistan",1
2019,3,"Sants-Montjuïc",16,"la Bordeta","Pakistan",0
2019,3,"Sants-Montjuïc",17,"Sants - Badal","Pakistan",0
2019,3,"Sants-Montjuïc",18,"Sants","Pakistan",1
2019,4,"Les Corts",19,"les Corts","Pakistan",0
2019,4,"Les Corts",20,"la Maternitat i Sant Ramon","Pakistan",0
2019,4,"Les Corts",21,"Pedralbes","Pakistan",0
2019,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Pakistan",0
2019,5,"Sarrià-Sant Gervasi",23,"Sarrià","Pakistan",0
2019,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Pakistan",0
2019,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Pakistan",0
2019,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Pakistan",0
2019,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Pakistan",0
2019,6,"Gràcia",28,"Vallcarca i els Penitents","Pakistan",0
2019,6,"Gràcia",29,"el Coll","Pakistan",0
2019,6,"Gràcia",30,"la Salut","Pakistan",0
2019,6,"Gràcia",31,"la Vila de Gràcia","Pakistan",0
2019,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Pakistan",0
2019,7,"Horta-Guinardó",33,"el Baix Guinardó","Pakistan",1
2019,7,"Horta-Guinardó",34,"Can Baró","Pakistan",0
2019,7,"Horta-Guinardó",35,"el Guinardó","Pakistan",0
2019,7,"Horta-Guinardó",36,"la Font d'en Fargues","Pakistan",0
2019,7,"Horta-Guinardó",37,"el Carmel","Pakistan",2
2019,7,"Horta-Guinardó",38,"la Teixonera","Pakistan",0
2019,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Pakistan",0
2019,7,"Horta-Guinardó",40,"Montbau","Pakistan",0
2019,7,"Horta-Guinardó",41,"la Vall d'Hebron","Pakistan",0
2019,7,"Horta-Guinardó",42,"la Clota","Pakistan",0
2019,7,"Horta-Guinardó",43,"Horta","Pakistan",0
2019,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Pakistan",0
2019,8,"Nou Barris",45,"Porta","Pakistan",0
2019,8,"Nou Barris",46,"el Turó de la Peira","Pakistan",0
2019,8,"Nou Barris",47,"Can Peguera","Pakistan",0
2019,8,"Nou Barris",48,"la Guineueta","Pakistan",0
2019,8,"Nou Barris",49,"Canyelles","Pakistan",0
2019,8,"Nou Barris",50,"les Roquetes","Pakistan",0
2019,8,"Nou Barris",51,"Verdun","Pakistan",0
2019,8,"Nou Barris",52,"la Prosperitat","Pakistan",0
2019,8,"Nou Barris",53,"la Trinitat Nova","Pakistan",1
2019,8,"Nou Barris",54,"Torre Baró","Pakistan",0
2019,8,"Nou Barris",55,"Ciutat Meridiana","Pakistan",0
2019,8,"Nou Barris",56,"Vallbona","Pakistan",0
2019,9,"Sant Andreu",57,"la Trinitat Vella","Pakistan",1
2019,9,"Sant Andreu",58,"Baró de Viver","Pakistan",0
2019,9,"Sant Andreu",59,"el Bon Pastor","Pakistan",0
2019,9,"Sant Andreu",60,"Sant Andreu","Pakistan",0
2019,9,"Sant Andreu",61,"la Sagrera","Pakistan",0
2019,9,"Sant Andreu",62,"el Congrés i els Indians","Pakistan",0
2019,9,"Sant Andreu",63,"Navas","Pakistan",0
2019,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Pakistan",0
2019,10,"Sant Martí",65,"el Clot","Pakistan",0
2019,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Pakistan",0
2019,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Pakistan",0
2019,10,"Sant Martí",68,"el Poblenou","Pakistan",0
2019,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Pakistan",0
2019,10,"Sant Martí",70,"el Besòs i el Maresme","Pakistan",1
2019,10,"Sant Martí",71,"Provençals del Poblenou","Pakistan",1
2019,10,"Sant Martí",72,"Sant Martí de Provençals","Pakistan",0
2019,10,"Sant Martí",73,"la Verneda i la Pau","Pakistan",0
2019,1,"Ciutat Vella",1,"el Raval","França",0
2019,1,"Ciutat Vella",2,"el Barri Gòtic","França",1
2019,1,"Ciutat Vella",3,"la Barceloneta","França",0
2019,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","França",0
2019,2,"Eixample",5,"el Fort Pienc","França",0
2019,2,"Eixample",6,"la Sagrada Família","França",0
2019,2,"Eixample",7,"la Dreta de l'Eixample","França",1
2019,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","França",1
2019,2,"Eixample",9,"la Nova Esquerra de l'Eixample","França",0
2019,2,"Eixample",10,"Sant Antoni","França",0
2019,3,"Sants-Montjuïc",11,"el Poble Sec","França",0
2019,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","França",0
2019,3,"Sants-Montjuïc",13,"la Marina de Port","França",0
2019,3,"Sants-Montjuïc",14,"la Font de la Guatlla","França",0
2019,3,"Sants-Montjuïc",15,"Hostafrancs","França",0
2019,3,"Sants-Montjuïc",16,"la Bordeta","França",0
2019,3,"Sants-Montjuïc",17,"Sants - Badal","França",0
2019,3,"Sants-Montjuïc",18,"Sants","França",1
2019,4,"Les Corts",19,"les Corts","França",0
2019,4,"Les Corts",20,"la Maternitat i Sant Ramon","França",1
2019,4,"Les Corts",21,"Pedralbes","França",0
2019,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","França",0
2019,5,"Sarrià-Sant Gervasi",23,"Sarrià","França",3
2019,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","França",0
2019,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","França",0
2019,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","França",2
2019,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","França",3
