"﻿""Any""","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Sexe","Nacionalitat","Edat_quinquennal","Nombre"
2020,10,"Sant Martí",73,"la Verneda i la Pau","Home","Espanyola","75-79 anys",679
2020,1,"Ciutat Vella",1,"el Raval","Home","Espanyola","80-84 anys",299
2020,1,"Ciutat Vella",2,"el Barri Gòtic","Home","Espanyola","80-84 anys",106
2020,1,"Ciutat Vella",3,"la Barceloneta","Home","Espanyola","80-84 anys",138
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Home","Espanyola","80-84 anys",161
2020,2,"Eixample",5,"el Fort Pienc","Home","Espanyola","80-84 anys",355
2020,2,"Eixample",6,"la Sagrada Família","Home","Espanyola","80-84 anys",570
2020,2,"Eixample",7,"la Dreta de l'Eixample","Home","Espanyola","80-84 anys",395
2020,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Home","Espanyola","80-84 anys",450
2020,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Home","Espanyola","80-84 anys",677
2020,2,"Eixample",10,"Sant Antoni","Home","Espanyola","80-84 anys",462
2020,3,"Sants-Montjuïc",11,"el Poble Sec","Home","Espanyola","80-84 anys",349
2020,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Home","Espanyola","80-84 anys",15
2020,3,"Sants-Montjuïc",13,"la Marina de Port","Home","Espanyola","80-84 anys",369
2020,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Home","Espanyola","80-84 anys",124
2020,3,"Sants-Montjuïc",15,"Hostafrancs","Home","Espanyola","80-84 anys",150
2020,3,"Sants-Montjuïc",16,"la Bordeta","Home","Espanyola","80-84 anys",222
2020,3,"Sants-Montjuïc",17,"Sants - Badal","Home","Espanyola","80-84 anys",258
2020,3,"Sants-Montjuïc",18,"Sants","Home","Espanyola","80-84 anys",463
2020,4,"Les Corts",19,"les Corts","Home","Espanyola","80-84 anys",639
2020,4,"Les Corts",20,"la Maternitat i Sant Ramon","Home","Espanyola","80-84 anys",350
2020,4,"Les Corts",21,"Pedralbes","Home","Espanyola","80-84 anys",171
2020,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Home","Espanyola","80-84 anys",35
2020,5,"Sarrià-Sant Gervasi",23,"Sarrià","Home","Espanyola","80-84 anys",282
2020,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Home","Espanyola","80-84 anys",194
2020,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Home","Espanyola","80-84 anys",316
2020,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Home","Espanyola","80-84 anys",506
2020,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Home","Espanyola","80-84 anys",299
2020,6,"Gràcia",28,"Vallcarca i els Penitents","Home","Espanyola","80-84 anys",178
2020,6,"Gràcia",29,"el Coll","Home","Espanyola","80-84 anys",82
2020,6,"Gràcia",30,"la Salut","Home","Espanyola","80-84 anys",141
2020,6,"Gràcia",31,"la Vila de Gràcia","Home","Espanyola","80-84 anys",449
2020,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Home","Espanyola","80-84 anys",432
2020,7,"Horta-Guinardó",33,"el Baix Guinardó","Home","Espanyola","80-84 anys",351
2020,7,"Horta-Guinardó",34,"Can Baró","Home","Espanyola","80-84 anys",97
2020,7,"Horta-Guinardó",35,"el Guinardó","Home","Espanyola","80-84 anys",476
2020,7,"Horta-Guinardó",36,"la Font d'en Fargues","Home","Espanyola","80-84 anys",124
2020,7,"Horta-Guinardó",37,"el Carmel","Home","Espanyola","80-84 anys",483
2020,7,"Horta-Guinardó",38,"la Teixonera","Home","Espanyola","80-84 anys",156
2020,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Home","Espanyola","80-84 anys",131
2020,7,"Horta-Guinardó",40,"Montbau","Home","Espanyola","80-84 anys",105
2020,7,"Horta-Guinardó",41,"la Vall d'Hebron","Home","Espanyola","80-84 anys",102
2020,7,"Horta-Guinardó",42,"la Clota","Home","Espanyola","80-84 anys",8
2020,7,"Horta-Guinardó",43,"Horta","Home","Espanyola","80-84 anys",400
2020,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Home","Espanyola","80-84 anys",364
2020,8,"Nou Barris",45,"Porta","Home","Espanyola","80-84 anys",428
2020,8,"Nou Barris",46,"el Turó de la Peira","Home","Espanyola","80-84 anys",209
2020,8,"Nou Barris",47,"Can Peguera","Home","Espanyola","80-84 anys",29
2020,8,"Nou Barris",48,"la Guineueta","Home","Espanyola","80-84 anys",298
2020,8,"Nou Barris",49,"Canyelles","Home","Espanyola","80-84 anys",96
2020,8,"Nou Barris",50,"les Roquetes","Home","Espanyola","80-84 anys",162
2020,8,"Nou Barris",51,"Verdun","Home","Espanyola","80-84 anys",209
2020,8,"Nou Barris",52,"la Prosperitat","Home","Espanyola","80-84 anys",476
2020,8,"Nou Barris",53,"la Trinitat Nova","Home","Espanyola","80-84 anys",50
2020,8,"Nou Barris",54,"Torre Baró","Home","Espanyola","80-84 anys",25
2020,8,"Nou Barris",55,"Ciutat Meridiana","Home","Espanyola","80-84 anys",123
2020,8,"Nou Barris",56,"Vallbona","Home","Espanyola","80-84 anys",13
2020,9,"Sant Andreu",57,"la Trinitat Vella","Home","Espanyola","80-84 anys",88
2020,9,"Sant Andreu",58,"Baró de Viver","Home","Espanyola","80-84 anys",19
2020,9,"Sant Andreu",59,"el Bon Pastor","Home","Espanyola","80-84 anys",138
2020,9,"Sant Andreu",60,"Sant Andreu","Home","Espanyola","80-84 anys",663
2020,9,"Sant Andreu",61,"la Sagrera","Home","Espanyola","80-84 anys",385
2020,9,"Sant Andreu",62,"el Congrés i els Indians","Home","Espanyola","80-84 anys",145
2020,9,"Sant Andreu",63,"Navas","Home","Espanyola","80-84 anys",307
2020,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Home","Espanyola","80-84 anys",440
2020,10,"Sant Martí",65,"el Clot","Home","Espanyola","80-84 anys",269
2020,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Home","Espanyola","80-84 anys",135
2020,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Home","Espanyola","80-84 anys",50
2020,10,"Sant Martí",68,"el Poblenou","Home","Espanyola","80-84 anys",270
2020,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Home","Espanyola","80-84 anys",122
2020,10,"Sant Martí",70,"el Besòs i el Maresme","Home","Espanyola","80-84 anys",233
2020,10,"Sant Martí",71,"Provençals del Poblenou","Home","Espanyola","80-84 anys",206
2020,10,"Sant Martí",72,"Sant Martí de Provençals","Home","Espanyola","80-84 anys",450
2020,10,"Sant Martí",73,"la Verneda i la Pau","Home","Espanyola","80-84 anys",506
2020,1,"Ciutat Vella",1,"el Raval","Home","Espanyola","85-89 anys",183
2020,1,"Ciutat Vella",2,"el Barri Gòtic","Home","Espanyola","85-89 anys",88
2020,1,"Ciutat Vella",3,"la Barceloneta","Home","Espanyola","85-89 anys",109
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Home","Espanyola","85-89 anys",110
2020,2,"Eixample",5,"el Fort Pienc","Home","Espanyola","85-89 anys",298
2020,2,"Eixample",6,"la Sagrada Família","Home","Espanyola","85-89 anys",484
2020,2,"Eixample",7,"la Dreta de l'Eixample","Home","Espanyola","85-89 anys",342
2020,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Home","Espanyola","85-89 anys",346
2020,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Home","Espanyola","85-89 anys",531
2020,2,"Eixample",10,"Sant Antoni","Home","Espanyola","85-89 anys",364
2020,3,"Sants-Montjuïc",11,"el Poble Sec","Home","Espanyola","85-89 anys",275
2020,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Home","Espanyola","85-89 anys",11
2020,3,"Sants-Montjuïc",13,"la Marina de Port","Home","Espanyola","85-89 anys",313
2020,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Home","Espanyola","85-89 anys",87
2020,3,"Sants-Montjuïc",15,"Hostafrancs","Home","Espanyola","85-89 anys",123
2020,3,"Sants-Montjuïc",16,"la Bordeta","Home","Espanyola","85-89 anys",181
2020,3,"Sants-Montjuïc",17,"Sants - Badal","Home","Espanyola","85-89 anys",232
2020,3,"Sants-Montjuïc",18,"Sants","Home","Espanyola","85-89 anys",352
2020,4,"Les Corts",19,"les Corts","Home","Espanyola","85-89 anys",466
2020,4,"Les Corts",20,"la Maternitat i Sant Ramon","Home","Espanyola","85-89 anys",254
2020,4,"Les Corts",21,"Pedralbes","Home","Espanyola","85-89 anys",132
2020,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Home","Espanyola","85-89 anys",27
2020,5,"Sarrià-Sant Gervasi",23,"Sarrià","Home","Espanyola","85-89 anys",212
2020,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Home","Espanyola","85-89 anys",156
2020,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Home","Espanyola","85-89 anys",233
2020,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Home","Espanyola","85-89 anys",484
2020,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Home","Espanyola","85-89 anys",222
2020,6,"Gràcia",28,"Vallcarca i els Penitents","Home","Espanyola","85-89 anys",136
2020,6,"Gràcia",29,"el Coll","Home","Espanyola","85-89 anys",52
2020,6,"Gràcia",30,"la Salut","Home","Espanyola","85-89 anys",124
2020,6,"Gràcia",31,"la Vila de Gràcia","Home","Espanyola","85-89 anys",361
2020,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Home","Espanyola","85-89 anys",300
2020,7,"Horta-Guinardó",33,"el Baix Guinardó","Home","Espanyola","85-89 anys",297
2020,7,"Horta-Guinardó",34,"Can Baró","Home","Espanyola","85-89 anys",81
2020,7,"Horta-Guinardó",35,"el Guinardó","Home","Espanyola","85-89 anys",362
2020,7,"Horta-Guinardó",36,"la Font d'en Fargues","Home","Espanyola","85-89 anys",80
2020,7,"Horta-Guinardó",37,"el Carmel","Home","Espanyola","85-89 anys",278
2020,7,"Horta-Guinardó",38,"la Teixonera","Home","Espanyola","85-89 anys",103
2020,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Home","Espanyola","85-89 anys",121
2020,7,"Horta-Guinardó",40,"Montbau","Home","Espanyola","85-89 anys",86
2020,7,"Horta-Guinardó",41,"la Vall d'Hebron","Home","Espanyola","85-89 anys",56
2020,7,"Horta-Guinardó",42,"la Clota","Home","Espanyola","85-89 anys",3
2020,7,"Horta-Guinardó",43,"Horta","Home","Espanyola","85-89 anys",297
2020,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Home","Espanyola","85-89 anys",284
2020,8,"Nou Barris",45,"Porta","Home","Espanyola","85-89 anys",315
2020,8,"Nou Barris",46,"el Turó de la Peira","Home","Espanyola","85-89 anys",198
2020,8,"Nou Barris",47,"Can Peguera","Home","Espanyola","85-89 anys",12
2020,8,"Nou Barris",48,"la Guineueta","Home","Espanyola","85-89 anys",218
2020,8,"Nou Barris",49,"Canyelles","Home","Espanyola","85-89 anys",69
2020,8,"Nou Barris",50,"les Roquetes","Home","Espanyola","85-89 anys",102
2020,8,"Nou Barris",51,"Verdun","Home","Espanyola","85-89 anys",119
2020,8,"Nou Barris",52,"la Prosperitat","Home","Espanyola","85-89 anys",307
2020,8,"Nou Barris",53,"la Trinitat Nova","Home","Espanyola","85-89 anys",58
2020,8,"Nou Barris",54,"Torre Baró","Home","Espanyola","85-89 anys",6
2020,8,"Nou Barris",55,"Ciutat Meridiana","Home","Espanyola","85-89 anys",74
2020,8,"Nou Barris",56,"Vallbona","Home","Espanyola","85-89 anys",9
2020,9,"Sant Andreu",57,"la Trinitat Vella","Home","Espanyola","85-89 anys",49
2020,9,"Sant Andreu",58,"Baró de Viver","Home","Espanyola","85-89 anys",17
2020,9,"Sant Andreu",59,"el Bon Pastor","Home","Espanyola","85-89 anys",86
2020,9,"Sant Andreu",60,"Sant Andreu","Home","Espanyola","85-89 anys",463
2020,9,"Sant Andreu",61,"la Sagrera","Home","Espanyola","85-89 anys",277
2020,9,"Sant Andreu",62,"el Congrés i els Indians","Home","Espanyola","85-89 anys",165
2020,9,"Sant Andreu",63,"Navas","Home","Espanyola","85-89 anys",227
2020,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Home","Espanyola","85-89 anys",348
2020,10,"Sant Martí",65,"el Clot","Home","Espanyola","85-89 anys",200
2020,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Home","Espanyola","85-89 anys",115
2020,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Home","Espanyola","85-89 anys",37
2020,10,"Sant Martí",68,"el Poblenou","Home","Espanyola","85-89 anys",220
2020,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Home","Espanyola","85-89 anys",85
2020,10,"Sant Martí",70,"el Besòs i el Maresme","Home","Espanyola","85-89 anys",233
2020,10,"Sant Martí",71,"Provençals del Poblenou","Home","Espanyola","85-89 anys",165
2020,10,"Sant Martí",72,"Sant Martí de Provençals","Home","Espanyola","85-89 anys",273
2020,10,"Sant Martí",73,"la Verneda i la Pau","Home","Espanyola","85-89 anys",365
2020,1,"Ciutat Vella",1,"el Raval","Home","Espanyola","90-94 anys",63
2020,1,"Ciutat Vella",2,"el Barri Gòtic","Home","Espanyola","90-94 anys",28
2020,1,"Ciutat Vella",3,"la Barceloneta","Home","Espanyola","90-94 anys",37
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Home","Espanyola","90-94 anys",42
2020,2,"Eixample",5,"el Fort Pienc","Home","Espanyola","90-94 anys",114
2020,2,"Eixample",6,"la Sagrada Família","Home","Espanyola","90-94 anys",199
2020,2,"Eixample",7,"la Dreta de l'Eixample","Home","Espanyola","90-94 anys",175
2020,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Home","Espanyola","90-94 anys",159
2020,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Home","Espanyola","90-94 anys",209
2020,2,"Eixample",10,"Sant Antoni","Home","Espanyola","90-94 anys",155
2020,3,"Sants-Montjuïc",11,"el Poble Sec","Home","Espanyola","90-94 anys",100
2020,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Home","Espanyola","90-94 anys",6
2020,3,"Sants-Montjuïc",13,"la Marina de Port","Home","Espanyola","90-94 anys",78
2020,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Home","Espanyola","90-94 anys",47
2020,3,"Sants-Montjuïc",15,"Hostafrancs","Home","Espanyola","90-94 anys",62
2020,3,"Sants-Montjuïc",16,"la Bordeta","Home","Espanyola","90-94 anys",75
2020,3,"Sants-Montjuïc",17,"Sants - Badal","Home","Espanyola","90-94 anys",86
2020,3,"Sants-Montjuïc",18,"Sants","Home","Espanyola","90-94 anys",160
2020,4,"Les Corts",19,"les Corts","Home","Espanyola","90-94 anys",199
2020,4,"Les Corts",20,"la Maternitat i Sant Ramon","Home","Espanyola","90-94 anys",101
2020,4,"Les Corts",21,"Pedralbes","Home","Espanyola","90-94 anys",54
2020,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Home","Espanyola","90-94 anys",13
2020,5,"Sarrià-Sant Gervasi",23,"Sarrià","Home","Espanyola","90-94 anys",96
2020,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Home","Espanyola","90-94 anys",80
2020,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Home","Espanyola","90-94 anys",109
2020,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Home","Espanyola","90-94 anys",194
2020,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Home","Espanyola","90-94 anys",110
2020,6,"Gràcia",28,"Vallcarca i els Penitents","Home","Espanyola","90-94 anys",62
2020,6,"Gràcia",29,"el Coll","Home","Espanyola","90-94 anys",24
2020,6,"Gràcia",30,"la Salut","Home","Espanyola","90-94 anys",49
2020,6,"Gràcia",31,"la Vila de Gràcia","Home","Espanyola","90-94 anys",144
2020,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Home","Espanyola","90-94 anys",139
2020,7,"Horta-Guinardó",33,"el Baix Guinardó","Home","Espanyola","90-94 anys",136
2020,7,"Horta-Guinardó",34,"Can Baró","Home","Espanyola","90-94 anys",32
2020,7,"Horta-Guinardó",35,"el Guinardó","Home","Espanyola","90-94 anys",142
2020,7,"Horta-Guinardó",36,"la Font d'en Fargues","Home","Espanyola","90-94 anys",20
2020,7,"Horta-Guinardó",37,"el Carmel","Home","Espanyola","90-94 anys",85
2020,7,"Horta-Guinardó",38,"la Teixonera","Home","Espanyola","90-94 anys",25
2020,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Home","Espanyola","90-94 anys",34
2020,7,"Horta-Guinardó",40,"Montbau","Home","Espanyola","90-94 anys",40
2020,7,"Horta-Guinardó",41,"la Vall d'Hebron","Home","Espanyola","90-94 anys",36
2020,7,"Horta-Guinardó",42,"la Clota","Home","Espanyola","90-94 anys",2
2020,7,"Horta-Guinardó",43,"Horta","Home","Espanyola","90-94 anys",119
2020,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Home","Espanyola","90-94 anys",110
2020,8,"Nou Barris",45,"Porta","Home","Espanyola","90-94 anys",97
2020,8,"Nou Barris",46,"el Turó de la Peira","Home","Espanyola","90-94 anys",117
2020,8,"Nou Barris",47,"Can Peguera","Home","Espanyola","90-94 anys",9
2020,8,"Nou Barris",48,"la Guineueta","Home","Espanyola","90-94 anys",64
2020,8,"Nou Barris",49,"Canyelles","Home","Espanyola","90-94 anys",34
2020,8,"Nou Barris",50,"les Roquetes","Home","Espanyola","90-94 anys",32
2020,8,"Nou Barris",51,"Verdun","Home","Espanyola","90-94 anys",33
2020,8,"Nou Barris",52,"la Prosperitat","Home","Espanyola","90-94 anys",84
2020,8,"Nou Barris",53,"la Trinitat Nova","Home","Espanyola","90-94 anys",16
2020,8,"Nou Barris",54,"Torre Baró","Home","Espanyola","90-94 anys",2
2020,8,"Nou Barris",55,"Ciutat Meridiana","Home","Espanyola","90-94 anys",14
2020,8,"Nou Barris",56,"Vallbona","Home","Espanyola","90-94 anys",5
2020,9,"Sant Andreu",57,"la Trinitat Vella","Home","Espanyola","90-94 anys",24
2020,9,"Sant Andreu",58,"Baró de Viver","Home","Espanyola","90-94 anys",4
2020,9,"Sant Andreu",59,"el Bon Pastor","Home","Espanyola","90-94 anys",36
2020,9,"Sant Andreu",60,"Sant Andreu","Home","Espanyola","90-94 anys",162
2020,9,"Sant Andreu",61,"la Sagrera","Home","Espanyola","90-94 anys",97
2020,9,"Sant Andreu",62,"el Congrés i els Indians","Home","Espanyola","90-94 anys",78
2020,9,"Sant Andreu",63,"Navas","Home","Espanyola","90-94 anys",79
2020,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Home","Espanyola","90-94 anys",156
2020,10,"Sant Martí",65,"el Clot","Home","Espanyola","90-94 anys",81
2020,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Home","Espanyola","90-94 anys",50
2020,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Home","Espanyola","90-94 anys",16
2020,10,"Sant Martí",68,"el Poblenou","Home","Espanyola","90-94 anys",123
2020,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Home","Espanyola","90-94 anys",23
2020,10,"Sant Martí",70,"el Besòs i el Maresme","Home","Espanyola","90-94 anys",82
2020,10,"Sant Martí",71,"Provençals del Poblenou","Home","Espanyola","90-94 anys",53
2020,10,"Sant Martí",72,"Sant Martí de Provençals","Home","Espanyola","90-94 anys",111
2020,10,"Sant Martí",73,"la Verneda i la Pau","Home","Espanyola","90-94 anys",99
2020,1,"Ciutat Vella",1,"el Raval","Home","Espanyola","95-99 anys",15
2020,1,"Ciutat Vella",2,"el Barri Gòtic","Home","Espanyola","95-99 anys",9
2020,1,"Ciutat Vella",3,"la Barceloneta","Home","Espanyola","95-99 anys",7
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Home","Espanyola","95-99 anys",7
2020,2,"Eixample",5,"el Fort Pienc","Home","Espanyola","95-99 anys",30
2020,2,"Eixample",6,"la Sagrada Família","Home","Espanyola","95-99 anys",50
2020,2,"Eixample",7,"la Dreta de l'Eixample","Home","Espanyola","95-99 anys",39
2020,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Home","Espanyola","95-99 anys",54
2020,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Home","Espanyola","95-99 anys",48
2020,2,"Eixample",10,"Sant Antoni","Home","Espanyola","95-99 anys",35
2020,3,"Sants-Montjuïc",11,"el Poble Sec","Home","Espanyola","95-99 anys",16
2020,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Home","Espanyola","95-99 anys",0
2020,3,"Sants-Montjuïc",13,"la Marina de Port","Home","Espanyola","95-99 anys",18
2020,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Home","Espanyola","95-99 anys",6
2020,3,"Sants-Montjuïc",15,"Hostafrancs","Home","Espanyola","95-99 anys",8
2020,3,"Sants-Montjuïc",16,"la Bordeta","Home","Espanyola","95-99 anys",11
2020,3,"Sants-Montjuïc",17,"Sants - Badal","Home","Espanyola","95-99 anys",11
2020,3,"Sants-Montjuïc",18,"Sants","Home","Espanyola","95-99 anys",37
2020,4,"Les Corts",19,"les Corts","Home","Espanyola","95-99 anys",33
2020,4,"Les Corts",20,"la Maternitat i Sant Ramon","Home","Espanyola","95-99 anys",19
2020,4,"Les Corts",21,"Pedralbes","Home","Espanyola","95-99 anys",16
2020,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Home","Espanyola","95-99 anys",1
2020,5,"Sarrià-Sant Gervasi",23,"Sarrià","Home","Espanyola","95-99 anys",35
2020,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Home","Espanyola","95-99 anys",10
2020,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Home","Espanyola","95-99 anys",27
2020,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Home","Espanyola","95-99 anys",46
2020,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Home","Espanyola","95-99 anys",26
2020,6,"Gràcia",28,"Vallcarca i els Penitents","Home","Espanyola","95-99 anys",16
2020,6,"Gràcia",29,"el Coll","Home","Espanyola","95-99 anys",2
2020,6,"Gràcia",30,"la Salut","Home","Espanyola","95-99 anys",15
2020,6,"Gràcia",31,"la Vila de Gràcia","Home","Espanyola","95-99 anys",36
2020,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Home","Espanyola","95-99 anys",32
2020,7,"Horta-Guinardó",33,"el Baix Guinardó","Home","Espanyola","95-99 anys",37
2020,7,"Horta-Guinardó",34,"Can Baró","Home","Espanyola","95-99 anys",7
2020,7,"Horta-Guinardó",35,"el Guinardó","Home","Espanyola","95-99 anys",29
2020,7,"Horta-Guinardó",36,"la Font d'en Fargues","Home","Espanyola","95-99 anys",9
2020,7,"Horta-Guinardó",37,"el Carmel","Home","Espanyola","95-99 anys",18
2020,7,"Horta-Guinardó",38,"la Teixonera","Home","Espanyola","95-99 anys",2
2020,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Home","Espanyola","95-99 anys",3
2020,7,"Horta-Guinardó",40,"Montbau","Home","Espanyola","95-99 anys",13
2020,7,"Horta-Guinardó",41,"la Vall d'Hebron","Home","Espanyola","95-99 anys",4
2020,7,"Horta-Guinardó",42,"la Clota","Home","Espanyola","95-99 anys",1
2020,7,"Horta-Guinardó",43,"Horta","Home","Espanyola","95-99 anys",15
2020,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Home","Espanyola","95-99 anys",17
2020,8,"Nou Barris",45,"Porta","Home","Espanyola","95-99 anys",18
2020,8,"Nou Barris",46,"el Turó de la Peira","Home","Espanyola","95-99 anys",19
2020,8,"Nou Barris",47,"Can Peguera","Home","Espanyola","95-99 anys",2
2020,8,"Nou Barris",48,"la Guineueta","Home","Espanyola","95-99 anys",11
2020,8,"Nou Barris",49,"Canyelles","Home","Espanyola","95-99 anys",2
2020,8,"Nou Barris",50,"les Roquetes","Home","Espanyola","95-99 anys",6
2020,8,"Nou Barris",51,"Verdun","Home","Espanyola","95-99 anys",7
2020,8,"Nou Barris",52,"la Prosperitat","Home","Espanyola","95-99 anys",21
2020,8,"Nou Barris",53,"la Trinitat Nova","Home","Espanyola","95-99 anys",3
2020,8,"Nou Barris",54,"Torre Baró","Home","Espanyola","95-99 anys",1
2020,8,"Nou Barris",55,"Ciutat Meridiana","Home","Espanyola","95-99 anys",4
2020,8,"Nou Barris",56,"Vallbona","Home","Espanyola","95-99 anys",0
2020,9,"Sant Andreu",57,"la Trinitat Vella","Home","Espanyola","95-99 anys",2
2020,9,"Sant Andreu",58,"Baró de Viver","Home","Espanyola","95-99 anys",3
2020,9,"Sant Andreu",59,"el Bon Pastor","Home","Espanyola","95-99 anys",3
2020,9,"Sant Andreu",60,"Sant Andreu","Home","Espanyola","95-99 anys",35
2020,9,"Sant Andreu",61,"la Sagrera","Home","Espanyola","95-99 anys",26
2020,9,"Sant Andreu",62,"el Congrés i els Indians","Home","Espanyola","95-99 anys",18
2020,9,"Sant Andreu",63,"Navas","Home","Espanyola","95-99 anys",14
2020,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Home","Espanyola","95-99 anys",31
2020,10,"Sant Martí",65,"el Clot","Home","Espanyola","95-99 anys",16
2020,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Home","Espanyola","95-99 anys",12
2020,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Home","Espanyola","95-99 anys",2
2020,10,"Sant Martí",68,"el Poblenou","Home","Espanyola","95-99 anys",13
2020,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Home","Espanyola","95-99 anys",7
2020,10,"Sant Martí",70,"el Besòs i el Maresme","Home","Espanyola","95-99 anys",16
2020,10,"Sant Martí",71,"Provençals del Poblenou","Home","Espanyola","95-99 anys",13
2020,10,"Sant Martí",72,"Sant Martí de Provençals","Home","Espanyola","95-99 anys",14
2020,10,"Sant Martí",73,"la Verneda i la Pau","Home","Espanyola","95-99 anys",24
2020,1,"Ciutat Vella",1,"el Raval","Home","Espanyola","100 anys i més",1
2020,1,"Ciutat Vella",2,"el Barri Gòtic","Home","Espanyola","100 anys i més",1
2020,1,"Ciutat Vella",3,"la Barceloneta","Home","Espanyola","100 anys i més",1
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Home","Espanyola","100 anys i més",2
2020,2,"Eixample",5,"el Fort Pienc","Home","Espanyola","100 anys i més",1
2020,2,"Eixample",6,"la Sagrada Família","Home","Espanyola","100 anys i més",4
2020,2,"Eixample",7,"la Dreta de l'Eixample","Home","Espanyola","100 anys i més",11
2020,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Home","Espanyola","100 anys i més",6
2020,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Home","Espanyola","100 anys i més",7
2020,2,"Eixample",10,"Sant Antoni","Home","Espanyola","100 anys i més",4
2020,3,"Sants-Montjuïc",11,"el Poble Sec","Home","Espanyola","100 anys i més",2
2020,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Home","Espanyola","100 anys i més",0
2020,3,"Sants-Montjuïc",13,"la Marina de Port","Home","Espanyola","100 anys i més",0
