"﻿""Any""","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Sexe","Nombre"
2020,8,"Nou Barris",54,"Torre Baró","Home",1458
2020,8,"Nou Barris",55,"Ciutat Meridiana","Home",5416
2020,8,"Nou Barris",56,"Vallbona","Home",686
2020,9,"Sant Andreu",57,"la Trinitat Vella","Home",5344
2020,9,"Sant Andreu",58,"Baró de Viver","Home",1279
2020,9,"Sant Andreu",59,"el Bon Pastor","Home",6819
2020,9,"Sant Andreu",60,"Sant Andreu","Home",27614
2020,9,"Sant Andreu",61,"la Sagrera","Home",13816
2020,9,"Sant Andreu",62,"el Congrés i els Indians","Home",6880
2020,9,"Sant Andreu",63,"Navas","Home",10486
2020,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Home",18368
2020,10,"Sant Martí",65,"el Clot","Home",12948
2020,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Home",7736
2020,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Home",4598
2020,10,"Sant Martí",68,"el Poblenou","Home",16704
2020,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Home",6574
2020,10,"Sant Martí",70,"el Besòs i el Maresme","Home",13221
2020,10,"Sant Martí",71,"Provençals del Poblenou","Home",10343
2020,10,"Sant Martí",72,"Sant Martí de Provençals","Home",12223
