"﻿""Any""","Codi_districte","Nom_districte","Codi_barri","Nom_barri","Persones","Nombre"
2020,1,"Ciutat Vella",3,"la Barceloneta","2 persones",498
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","2 persones",609
2020,2,"Eixample",5,"el Fort Pienc","2 persones",1679
2020,2,"Eixample",6,"la Sagrada Família","2 persones",2779
2020,2,"Eixample",7,"la Dreta de l'Eixample","2 persones",2039
2020,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","2 persones",2052
2020,2,"Eixample",9,"la Nova Esquerra de l'Eixample","2 persones",3415
2020,2,"Eixample",10,"Sant Antoni","2 persones",2086
2020,3,"Sants-Montjuïc",11,"el Poble Sec","2 persones",1481
2020,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","2 persones",42
2020,3,"Sants-Montjuïc",13,"la Marina de Port","2 persones",1533
2020,3,"Sants-Montjuïc",14,"la Font de la Guatlla","2 persones",584
2020,3,"Sants-Montjuïc",15,"Hostafrancs","2 persones",797
2020,3,"Sants-Montjuïc",16,"la Bordeta","2 persones",1149
2020,3,"Sants-Montjuïc",17,"Sants - Badal","2 persones",1464
2020,3,"Sants-Montjuïc",18,"Sants","2 persones",2135
2020,4,"Les Corts",19,"les Corts","2 persones",3295
2020,4,"Les Corts",20,"la Maternitat i Sant Ramon","2 persones",1794
2020,4,"Les Corts",21,"Pedralbes","2 persones",802
2020,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","2 persones",159
2020,5,"Sarrià-Sant Gervasi",23,"Sarrià","2 persones",1284
2020,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","2 persones",926
2020,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","2 persones",1403
2020,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","2 persones",2504
2020,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","2 persones",1565
2020,6,"Gràcia",28,"Vallcarca i els Penitents","2 persones",881
2020,6,"Gràcia",29,"el Coll","2 persones",393
2020,6,"Gràcia",30,"la Salut","2 persones",850
2020,6,"Gràcia",31,"la Vila de Gràcia","2 persones",2042
2020,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","2 persones",2169
2020,7,"Horta-Guinardó",33,"el Baix Guinardó","2 persones",1576
2020,7,"Horta-Guinardó",34,"Can Baró","2 persones",517
2020,7,"Horta-Guinardó",35,"el Guinardó","2 persones",2098
2020,7,"Horta-Guinardó",36,"la Font d'en Fargues","2 persones",637
2020,7,"Horta-Guinardó",37,"el Carmel","2 persones",1995
2020,7,"Horta-Guinardó",38,"la Teixonera","2 persones",678
2020,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","2 persones",458
2020,7,"Horta-Guinardó",40,"Montbau","2 persones",270
2020,7,"Horta-Guinardó",41,"la Vall d'Hebron","2 persones",410
2020,7,"Horta-Guinardó",42,"la Clota","2 persones",18
2020,7,"Horta-Guinardó",43,"Horta","2 persones",1780
2020,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","2 persones",1673
2020,8,"Nou Barris",45,"Porta","2 persones",1665
2020,8,"Nou Barris",46,"el Turó de la Peira","2 persones",718
2020,8,"Nou Barris",47,"Can Peguera","2 persones",93
2020,8,"Nou Barris",48,"la Guineueta","2 persones",1235
2020,8,"Nou Barris",49,"Canyelles","2 persones",545
2020,8,"Nou Barris",50,"les Roquetes","2 persones",774
2020,8,"Nou Barris",51,"Verdun","2 persones",669
2020,8,"Nou Barris",52,"la Prosperitat","2 persones",1816
2020,8,"Nou Barris",53,"la Trinitat Nova","2 persones",236
2020,8,"Nou Barris",54,"Torre Baró","2 persones",80
2020,8,"Nou Barris",55,"Ciutat Meridiana","2 persones",509
2020,8,"Nou Barris",56,"Vallbona","2 persones",38
2020,9,"Sant Andreu",57,"la Trinitat Vella","2 persones",405
2020,9,"Sant Andreu",58,"Baró de Viver","2 persones",82
2020,9,"Sant Andreu",59,"el Bon Pastor","2 persones",552
2020,9,"Sant Andreu",60,"Sant Andreu","2 persones",3601
2020,9,"Sant Andreu",61,"la Sagrera","2 persones",2012
2020,9,"Sant Andreu",62,"el Congrés i els Indians","2 persones",751
2020,9,"Sant Andreu",63,"Navas","2 persones",1406
2020,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","2 persones",2352
2020,10,"Sant Martí",65,"el Clot","2 persones",1455
2020,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","2 persones",786
2020,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","2 persones",397
2020,10,"Sant Martí",68,"el Poblenou","2 persones",1334
2020,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","2 persones",593
