"﻿""Any""","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Sexe","Lloc_de_naixement","Nombre"
2020,8,"Nou Barris",55,"Ciutat Meridiana","Dona","Estranger",2436
2020,8,"Nou Barris",56,"Vallbona","Dona","Estranger",177
2020,9,"Sant Andreu",57,"la Trinitat Vella","Dona","Estranger",1941
2020,9,"Sant Andreu",58,"Baró de Viver","Dona","Estranger",285
2020,9,"Sant Andreu",59,"el Bon Pastor","Dona","Estranger",1752
2020,9,"Sant Andreu",60,"Sant Andreu","Dona","Estranger",4536
2020,9,"Sant Andreu",61,"la Sagrera","Dona","Estranger",3845
2020,9,"Sant Andreu",62,"el Congrés i els Indians","Dona","Estranger",1865
2020,9,"Sant Andreu",63,"Navas","Dona","Estranger",3013
2020,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Dona","Estranger",5819
2020,10,"Sant Martí",65,"el Clot","Dona","Estranger",3289
2020,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Dona","Estranger",2361
2020,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Dona","Estranger",1181
2020,10,"Sant Martí",68,"el Poblenou","Dona","Estranger",4399
2020,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Dona","Estranger",1738
2020,10,"Sant Martí",70,"el Besòs i el Maresme","Dona","Estranger",4392
2020,10,"Sant Martí",71,"Provençals del Poblenou","Dona","Estranger",2499
2020,10,"Sant Martí",72,"Sant Martí de Provençals","Dona","Estranger",2869
2020,10,"Sant Martí",73,"la Verneda i la Pau","Dona","Estranger",3156
2020,1,"Ciutat Vella",1,"el Raval","Home","Barcelona ciutat",6255
2020,1,"Ciutat Vella",2,"el Barri Gòtic","Home","Barcelona ciutat",2227
2020,1,"Ciutat Vella",3,"la Barceloneta","Home","Barcelona ciutat",2736
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Home","Barcelona ciutat",3469
2020,2,"Eixample",5,"el Fort Pienc","Home","Barcelona ciutat",7365
2020,2,"Eixample",6,"la Sagrada Família","Home","Barcelona ciutat",11776
2020,2,"Eixample",7,"la Dreta de l'Eixample","Home","Barcelona ciutat",10313
2020,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Home","Barcelona ciutat",9577
2020,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Home","Barcelona ciutat",13549
2020,2,"Eixample",10,"Sant Antoni","Home","Barcelona ciutat",8699
2020,3,"Sants-Montjuïc",11,"el Poble Sec","Home","Barcelona ciutat",7657
2020,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Home","Barcelona ciutat",419
2020,3,"Sants-Montjuïc",13,"la Marina de Port","Home","Barcelona ciutat",7932
2020,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Home","Barcelona ciutat",2209
2020,3,"Sants-Montjuïc",15,"Hostafrancs","Home","Barcelona ciutat",3521
2020,3,"Sants-Montjuïc",16,"la Bordeta","Home","Barcelona ciutat",4992
2020,3,"Sants-Montjuïc",17,"Sants - Badal","Home","Barcelona ciutat",5431
2020,3,"Sants-Montjuïc",18,"Sants","Home","Barcelona ciutat",10097
2020,4,"Les Corts",19,"les Corts","Home","Barcelona ciutat",12519
2020,4,"Les Corts",20,"la Maternitat i Sant Ramon","Home","Barcelona ciutat",5952
2020,4,"Les Corts",21,"Pedralbes","Home","Barcelona ciutat",3126
2020,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Home","Barcelona ciutat",1502
2020,5,"Sarrià-Sant Gervasi",23,"Sarrià","Home","Barcelona ciutat",7652
2020,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Home","Barcelona ciutat",5259
2020,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Home","Barcelona ciutat",7960
2020,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Home","Barcelona ciutat",14028
2020,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Home","Barcelona ciutat",8566
2020,6,"Gràcia",28,"Vallcarca i els Penitents","Home","Barcelona ciutat",4429
2020,6,"Gràcia",29,"el Coll","Home","Barcelona ciutat",1983
2020,6,"Gràcia",30,"la Salut","Home","Barcelona ciutat",3570
2020,6,"Gràcia",31,"la Vila de Gràcia","Home","Barcelona ciutat",11948
2020,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Home","Barcelona ciutat",9146
2020,7,"Horta-Guinardó",33,"el Baix Guinardó","Home","Barcelona ciutat",6739
2020,7,"Horta-Guinardó",34,"Can Baró","Home","Barcelona ciutat",2426
2020,7,"Horta-Guinardó",35,"el Guinardó","Home","Barcelona ciutat",9756
2020,7,"Horta-Guinardó",36,"la Font d'en Fargues","Home","Barcelona ciutat",3029
2020,7,"Horta-Guinardó",37,"el Carmel","Home","Barcelona ciutat",7524
2020,7,"Horta-Guinardó",38,"la Teixonera","Home","Barcelona ciutat",2956
2020,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Home","Barcelona ciutat",1737
2020,7,"Horta-Guinardó",40,"Montbau","Home","Barcelona ciutat",1331
2020,7,"Horta-Guinardó",41,"la Vall d'Hebron","Home","Barcelona ciutat",1532
2020,7,"Horta-Guinardó",42,"la Clota","Home","Barcelona ciutat",223
2020,7,"Horta-Guinardó",43,"Horta","Home","Barcelona ciutat",7534
2020,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Home","Barcelona ciutat",6324
2020,8,"Nou Barris",45,"Porta","Home","Barcelona ciutat",5847
2020,8,"Nou Barris",46,"el Turó de la Peira","Home","Barcelona ciutat",3593
2020,8,"Nou Barris",47,"Can Peguera","Home","Barcelona ciutat",714
2020,8,"Nou Barris",48,"la Guineueta","Home","Barcelona ciutat",4128
2020,8,"Nou Barris",49,"Canyelles","Home","Barcelona ciutat",1924
2020,8,"Nou Barris",50,"les Roquetes","Home","Barcelona ciutat",3682
2020,8,"Nou Barris",51,"Verdun","Home","Barcelona ciutat",2778
2020,8,"Nou Barris",52,"la Prosperitat","Home","Barcelona ciutat",6088
2020,8,"Nou Barris",53,"la Trinitat Nova","Home","Barcelona ciutat",1871
2020,8,"Nou Barris",54,"Torre Baró","Home","Barcelona ciutat",746
2020,8,"Nou Barris",55,"Ciutat Meridiana","Home","Barcelona ciutat",2029
2020,8,"Nou Barris",56,"Vallbona","Home","Barcelona ciutat",366
2020,9,"Sant Andreu",57,"la Trinitat Vella","Home","Barcelona ciutat",2090
2020,9,"Sant Andreu",58,"Baró de Viver","Home","Barcelona ciutat",738
2020,9,"Sant Andreu",59,"el Bon Pastor","Home","Barcelona ciutat",3565
2020,9,"Sant Andreu",60,"Sant Andreu","Home","Barcelona ciutat",16946
2020,9,"Sant Andreu",61,"la Sagrera","Home","Barcelona ciutat",7217
2020,9,"Sant Andreu",62,"el Congrés i els Indians","Home","Barcelona ciutat",3937
2020,9,"Sant Andreu",63,"Navas","Home","Barcelona ciutat",5720
2020,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Home","Barcelona ciutat",9450
2020,10,"Sant Martí",65,"el Clot","Home","Barcelona ciutat",7049
2020,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Home","Barcelona ciutat",3668
2020,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Home","Barcelona ciutat",2460
2020,10,"Sant Martí",68,"el Poblenou","Home","Barcelona ciutat",9340
2020,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Home","Barcelona ciutat",3595
2020,10,"Sant Martí",70,"el Besòs i el Maresme","Home","Barcelona ciutat",5059
2020,10,"Sant Martí",71,"Provençals del Poblenou","Home","Barcelona ciutat",5708
2020,10,"Sant Martí",72,"Sant Martí de Provençals","Home","Barcelona ciutat",6663
2020,10,"Sant Martí",73,"la Verneda i la Pau","Home","Barcelona ciutat",7025
2020,1,"Ciutat Vella",1,"el Raval","Home","Resta Catalunya",1017
2020,1,"Ciutat Vella",2,"el Barri Gòtic","Home","Resta Catalunya",458
2020,1,"Ciutat Vella",3,"la Barceloneta","Home","Resta Catalunya",296
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Home","Resta Catalunya",563
2020,2,"Eixample",5,"el Fort Pienc","Home","Resta Catalunya",1159
2020,2,"Eixample",6,"la Sagrada Família","Home","Resta Catalunya",1766
2020,2,"Eixample",7,"la Dreta de l'Eixample","Home","Resta Catalunya",1711
2020,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Home","Resta Catalunya",1762
2020,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Home","Resta Catalunya",2466
2020,2,"Eixample",10,"Sant Antoni","Home","Resta Catalunya",1442
2020,3,"Sants-Montjuïc",11,"el Poble Sec","Home","Resta Catalunya",976
2020,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Home","Resta Catalunya",38
2020,3,"Sants-Montjuïc",13,"la Marina de Port","Home","Resta Catalunya",870
2020,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Home","Resta Catalunya",342
2020,3,"Sants-Montjuïc",15,"Hostafrancs","Home","Resta Catalunya",553
2020,3,"Sants-Montjuïc",16,"la Bordeta","Home","Resta Catalunya",740
2020,3,"Sants-Montjuïc",17,"Sants - Badal","Home","Resta Catalunya",1029
2020,3,"Sants-Montjuïc",18,"Sants","Home","Resta Catalunya",1665
2020,4,"Les Corts",19,"les Corts","Home","Resta Catalunya",2252
2020,4,"Les Corts",20,"la Maternitat i Sant Ramon","Home","Resta Catalunya",1194
2020,4,"Les Corts",21,"Pedralbes","Home","Resta Catalunya",518
2020,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Home","Resta Catalunya",215
2020,5,"Sarrià-Sant Gervasi",23,"Sarrià","Home","Resta Catalunya",983
2020,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Home","Resta Catalunya",674
2020,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Home","Resta Catalunya",960
2020,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Home","Resta Catalunya",1705
2020,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Home","Resta Catalunya",1136
2020,6,"Gràcia",28,"Vallcarca i els Penitents","Home","Resta Catalunya",603
2020,6,"Gràcia",29,"el Coll","Home","Resta Catalunya",228
2020,6,"Gràcia",30,"la Salut","Home","Resta Catalunya",538
2020,6,"Gràcia",31,"la Vila de Gràcia","Home","Resta Catalunya",1958
2020,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Home","Resta Catalunya",1406
2020,7,"Horta-Guinardó",33,"el Baix Guinardó","Home","Resta Catalunya",920
2020,7,"Horta-Guinardó",34,"Can Baró","Home","Resta Catalunya",282
2020,7,"Horta-Guinardó",35,"el Guinardó","Home","Resta Catalunya",1210
2020,7,"Horta-Guinardó",36,"la Font d'en Fargues","Home","Resta Catalunya",305
2020,7,"Horta-Guinardó",37,"el Carmel","Home","Resta Catalunya",609
2020,7,"Horta-Guinardó",38,"la Teixonera","Home","Resta Catalunya",251
2020,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Home","Resta Catalunya",199
2020,7,"Horta-Guinardó",40,"Montbau","Home","Resta Catalunya",158
2020,7,"Horta-Guinardó",41,"la Vall d'Hebron","Home","Resta Catalunya",195
2020,7,"Horta-Guinardó",42,"la Clota","Home","Resta Catalunya",20
2020,7,"Horta-Guinardó",43,"Horta","Home","Resta Catalunya",780
2020,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Home","Resta Catalunya",684
2020,8,"Nou Barris",45,"Porta","Home","Resta Catalunya",692
2020,8,"Nou Barris",46,"el Turó de la Peira","Home","Resta Catalunya",342
2020,8,"Nou Barris",47,"Can Peguera","Home","Resta Catalunya",41
2020,8,"Nou Barris",48,"la Guineueta","Home","Resta Catalunya",406
2020,8,"Nou Barris",49,"Canyelles","Home","Resta Catalunya",154
2020,8,"Nou Barris",50,"les Roquetes","Home","Resta Catalunya",298
2020,8,"Nou Barris",51,"Verdun","Home","Resta Catalunya",245
2020,8,"Nou Barris",52,"la Prosperitat","Home","Resta Catalunya",637
2020,8,"Nou Barris",53,"la Trinitat Nova","Home","Resta Catalunya",153
2020,8,"Nou Barris",54,"Torre Baró","Home","Resta Catalunya",76
2020,8,"Nou Barris",55,"Ciutat Meridiana","Home","Resta Catalunya",198
2020,8,"Nou Barris",56,"Vallbona","Home","Resta Catalunya",45
2020,9,"Sant Andreu",57,"la Trinitat Vella","Home","Resta Catalunya",224
2020,9,"Sant Andreu",58,"Baró de Viver","Home","Resta Catalunya",133
2020,9,"Sant Andreu",59,"el Bon Pastor","Home","Resta Catalunya",491
2020,9,"Sant Andreu",60,"Sant Andreu","Home","Resta Catalunya",2092
2020,9,"Sant Andreu",61,"la Sagrera","Home","Resta Catalunya",889
2020,9,"Sant Andreu",62,"el Congrés i els Indians","Home","Resta Catalunya",474
2020,9,"Sant Andreu",63,"Navas","Home","Resta Catalunya",711
2020,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Home","Resta Catalunya",1325
2020,10,"Sant Martí",65,"el Clot","Home","Resta Catalunya",906
2020,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Home","Resta Catalunya",490
2020,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Home","Resta Catalunya",419
2020,10,"Sant Martí",68,"el Poblenou","Home","Resta Catalunya",1187
2020,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Home","Resta Catalunya",536
2020,10,"Sant Martí",70,"el Besòs i el Maresme","Home","Resta Catalunya",594
2020,10,"Sant Martí",71,"Provençals del Poblenou","Home","Resta Catalunya",677
2020,10,"Sant Martí",72,"Sant Martí de Provençals","Home","Resta Catalunya",834
2020,10,"Sant Martí",73,"la Verneda i la Pau","Home","Resta Catalunya",853
2020,1,"Ciutat Vella",1,"el Raval","Home","Andalusia",529
2020,1,"Ciutat Vella",2,"el Barri Gòtic","Home","Andalusia",202
2020,1,"Ciutat Vella",3,"la Barceloneta","Home","Andalusia",319
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Home","Andalusia",295
2020,2,"Eixample",5,"el Fort Pienc","Home","Andalusia",361
2020,2,"Eixample",6,"la Sagrada Família","Home","Andalusia",627
2020,2,"Eixample",7,"la Dreta de l'Eixample","Home","Andalusia",400
2020,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Home","Andalusia",424
2020,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Home","Andalusia",646
2020,2,"Eixample",10,"Sant Antoni","Home","Andalusia",501
2020,3,"Sants-Montjuïc",11,"el Poble Sec","Home","Andalusia",554
2020,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Home","Andalusia",29
2020,3,"Sants-Montjuïc",13,"la Marina de Port","Home","Andalusia",842
2020,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Home","Andalusia",193
2020,3,"Sants-Montjuïc",15,"Hostafrancs","Home","Andalusia",243
2020,3,"Sants-Montjuïc",16,"la Bordeta","Home","Andalusia",366
2020,3,"Sants-Montjuïc",17,"Sants - Badal","Home","Andalusia",521
2020,3,"Sants-Montjuïc",18,"Sants","Home","Andalusia",556
2020,4,"Les Corts",19,"les Corts","Home","Andalusia",524
2020,4,"Les Corts",20,"la Maternitat i Sant Ramon","Home","Andalusia",413
2020,4,"Les Corts",21,"Pedralbes","Home","Andalusia",111
2020,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Home","Andalusia",46
2020,5,"Sarrià-Sant Gervasi",23,"Sarrià","Home","Andalusia",161
2020,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Home","Andalusia",91
2020,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Home","Andalusia",164
2020,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Home","Andalusia",270
2020,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Home","Andalusia",210
2020,6,"Gràcia",28,"Vallcarca i els Penitents","Home","Andalusia",200
2020,6,"Gràcia",29,"el Coll","Home","Andalusia",142
2020,6,"Gràcia",30,"la Salut","Home","Andalusia",142
2020,6,"Gràcia",31,"la Vila de Gràcia","Home","Andalusia",499
2020,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Home","Andalusia",389
2020,7,"Horta-Guinardó",33,"el Baix Guinardó","Home","Andalusia",386
2020,7,"Horta-Guinardó",34,"Can Baró","Home","Andalusia",235
2020,7,"Horta-Guinardó",35,"el Guinardó","Home","Andalusia",582
2020,7,"Horta-Guinardó",36,"la Font d'en Fargues","Home","Andalusia",193
2020,7,"Horta-Guinardó",37,"el Carmel","Home","Andalusia",1562
2020,7,"Horta-Guinardó",38,"la Teixonera","Home","Andalusia",404
2020,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Home","Andalusia",200
2020,7,"Horta-Guinardó",40,"Montbau","Home","Andalusia",100
2020,7,"Horta-Guinardó",41,"la Vall d'Hebron","Home","Andalusia",148
2020,7,"Horta-Guinardó",42,"la Clota","Home","Andalusia",16
2020,7,"Horta-Guinardó",43,"Horta","Home","Andalusia",707
2020,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Home","Andalusia",604
2020,8,"Nou Barris",45,"Porta","Home","Andalusia",742
2020,8,"Nou Barris",46,"el Turó de la Peira","Home","Andalusia",308
2020,8,"Nou Barris",47,"Can Peguera","Home","Andalusia",61
2020,8,"Nou Barris",48,"la Guineueta","Home","Andalusia",535
2020,8,"Nou Barris",49,"Canyelles","Home","Andalusia",360
2020,8,"Nou Barris",50,"les Roquetes","Home","Andalusia",731
2020,8,"Nou Barris",51,"Verdun","Home","Andalusia",466
2020,8,"Nou Barris",52,"la Prosperitat","Home","Andalusia",1087
2020,8,"Nou Barris",53,"la Trinitat Nova","Home","Andalusia",204
2020,8,"Nou Barris",54,"Torre Baró","Home","Andalusia",148
2020,8,"Nou Barris",55,"Ciutat Meridiana","Home","Andalusia",371
2020,8,"Nou Barris",56,"Vallbona","Home","Andalusia",53
2020,9,"Sant Andreu",57,"la Trinitat Vella","Home","Andalusia",386
2020,9,"Sant Andreu",58,"Baró de Viver","Home","Andalusia",75
2020,9,"Sant Andreu",59,"el Bon Pastor","Home","Andalusia",325
2020,9,"Sant Andreu",60,"Sant Andreu","Home","Andalusia",1458
2020,9,"Sant Andreu",61,"la Sagrera","Home","Andalusia",645
2020,9,"Sant Andreu",62,"el Congrés i els Indians","Home","Andalusia",223
2020,9,"Sant Andreu",63,"Navas","Home","Andalusia",389
2020,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Home","Andalusia",548
2020,10,"Sant Martí",65,"el Clot","Home","Andalusia",469
2020,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Home","Andalusia",257
2020,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Home","Andalusia",114
2020,10,"Sant Martí",68,"el Poblenou","Home","Andalusia",463
2020,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Home","Andalusia",215
2020,10,"Sant Martí",70,"el Besòs i el Maresme","Home","Andalusia",667
2020,10,"Sant Martí",71,"Provençals del Poblenou","Home","Andalusia",493
2020,10,"Sant Martí",72,"Sant Martí de Provençals","Home","Andalusia",748
2020,10,"Sant Martí",73,"la Verneda i la Pau","Home","Andalusia",1083
2020,1,"Ciutat Vella",1,"el Raval","Home","Aragó",173
2020,1,"Ciutat Vella",2,"el Barri Gòtic","Home","Aragó",69
2020,1,"Ciutat Vella",3,"la Barceloneta","Home","Aragó",39
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Home","Aragó",94
2020,2,"Eixample",5,"el Fort Pienc","Home","Aragó",239
2020,2,"Eixample",6,"la Sagrada Família","Home","Aragó",439
2020,2,"Eixample",7,"la Dreta de l'Eixample","Home","Aragó",228
2020,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Home","Aragó",239
2020,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Home","Aragó",490
2020,2,"Eixample",10,"Sant Antoni","Home","Aragó",249
2020,3,"Sants-Montjuïc",11,"el Poble Sec","Home","Aragó",187
2020,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Home","Aragó",2
2020,3,"Sants-Montjuïc",13,"la Marina de Port","Home","Aragó",200
2020,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Home","Aragó",84
2020,3,"Sants-Montjuïc",15,"Hostafrancs","Home","Aragó",113
2020,3,"Sants-Montjuïc",16,"la Bordeta","Home","Aragó",164
2020,3,"Sants-Montjuïc",17,"Sants - Badal","Home","Aragó",219
2020,3,"Sants-Montjuïc",18,"Sants","Home","Aragó",342
2020,4,"Les Corts",19,"les Corts","Home","Aragó",412
2020,4,"Les Corts",20,"la Maternitat i Sant Ramon","Home","Aragó",256
2020,4,"Les Corts",21,"Pedralbes","Home","Aragó",97
2020,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Home","Aragó",16
2020,5,"Sarrià-Sant Gervasi",23,"Sarrià","Home","Aragó",133
2020,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Home","Aragó",93
2020,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Home","Aragó",115
2020,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Home","Aragó",246
2020,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Home","Aragó",161
2020,6,"Gràcia",28,"Vallcarca i els Penitents","Home","Aragó",116
2020,6,"Gràcia",29,"el Coll","Home","Aragó",46
2020,6,"Gràcia",30,"la Salut","Home","Aragó",78
2020,6,"Gràcia",31,"la Vila de Gràcia","Home","Aragó",265
2020,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Home","Aragó",257
2020,7,"Horta-Guinardó",33,"el Baix Guinardó","Home","Aragó",242
2020,7,"Horta-Guinardó",34,"Can Baró","Home","Aragó",54
2020,7,"Horta-Guinardó",35,"el Guinardó","Home","Aragó",285
2020,7,"Horta-Guinardó",36,"la Font d'en Fargues","Home","Aragó",93
2020,7,"Horta-Guinardó",37,"el Carmel","Home","Aragó",189
2020,7,"Horta-Guinardó",38,"la Teixonera","Home","Aragó",69
2020,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Home","Aragó",65
2020,7,"Horta-Guinardó",40,"Montbau","Home","Aragó",41
2020,7,"Horta-Guinardó",41,"la Vall d'Hebron","Home","Aragó",73
2020,7,"Horta-Guinardó",42,"la Clota","Home","Aragó",4
2020,7,"Horta-Guinardó",43,"Horta","Home","Aragó",212
2020,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Home","Aragó",228
2020,8,"Nou Barris",45,"Porta","Home","Aragó",261
2020,8,"Nou Barris",46,"el Turó de la Peira","Home","Aragó",115
2020,8,"Nou Barris",47,"Can Peguera","Home","Aragó",14
2020,8,"Nou Barris",48,"la Guineueta","Home","Aragó",158
2020,8,"Nou Barris",49,"Canyelles","Home","Aragó",60
2020,8,"Nou Barris",50,"les Roquetes","Home","Aragó",70
2020,8,"Nou Barris",51,"Verdun","Home","Aragó",58
2020,8,"Nou Barris",52,"la Prosperitat","Home","Aragó",185
2020,8,"Nou Barris",53,"la Trinitat Nova","Home","Aragó",26
2020,8,"Nou Barris",54,"Torre Baró","Home","Aragó",3
2020,8,"Nou Barris",55,"Ciutat Meridiana","Home","Aragó",39
2020,8,"Nou Barris",56,"Vallbona","Home","Aragó",3
2020,9,"Sant Andreu",57,"la Trinitat Vella","Home","Aragó",41
2020,9,"Sant Andreu",58,"Baró de Viver","Home","Aragó",8
2020,9,"Sant Andreu",59,"el Bon Pastor","Home","Aragó",52
2020,9,"Sant Andreu",60,"Sant Andreu","Home","Aragó",442
2020,9,"Sant Andreu",61,"la Sagrera","Home","Aragó",334
2020,9,"Sant Andreu",62,"el Congrés i els Indians","Home","Aragó",96
2020,9,"Sant Andreu",63,"Navas","Home","Aragó",186
2020,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Home","Aragó",313
2020,10,"Sant Martí",65,"el Clot","Home","Aragó",215
2020,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Home","Aragó",127
2020,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Home","Aragó",73
2020,10,"Sant Martí",68,"el Poblenou","Home","Aragó",173
2020,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Home","Aragó",106
2020,10,"Sant Martí",70,"el Besòs i el Maresme","Home","Aragó",113
2020,10,"Sant Martí",71,"Provençals del Poblenou","Home","Aragó",127
2020,10,"Sant Martí",72,"Sant Martí de Provençals","Home","Aragó",229
2020,10,"Sant Martí",73,"la Verneda i la Pau","Home","Aragó",251
2020,1,"Ciutat Vella",1,"el Raval","Home","Principat d'Astúries",51
2020,1,"Ciutat Vella",2,"el Barri Gòtic","Home","Principat d'Astúries",35
2020,1,"Ciutat Vella",3,"la Barceloneta","Home","Principat d'Astúries",17
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Home","Principat d'Astúries",34
2020,2,"Eixample",5,"el Fort Pienc","Home","Principat d'Astúries",56
2020,2,"Eixample",6,"la Sagrada Família","Home","Principat d'Astúries",79
2020,2,"Eixample",7,"la Dreta de l'Eixample","Home","Principat d'Astúries",50
2020,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Home","Principat d'Astúries",72
2020,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Home","Principat d'Astúries",90
2020,2,"Eixample",10,"Sant Antoni","Home","Principat d'Astúries",65
2020,3,"Sants-Montjuïc",11,"el Poble Sec","Home","Principat d'Astúries",47
2020,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Home","Principat d'Astúries",1
2020,3,"Sants-Montjuïc",13,"la Marina de Port","Home","Principat d'Astúries",40
2020,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Home","Principat d'Astúries",21
2020,3,"Sants-Montjuïc",15,"Hostafrancs","Home","Principat d'Astúries",22
2020,3,"Sants-Montjuïc",16,"la Bordeta","Home","Principat d'Astúries",32
2020,3,"Sants-Montjuïc",17,"Sants - Badal","Home","Principat d'Astúries",23
2020,3,"Sants-Montjuïc",18,"Sants","Home","Principat d'Astúries",56
2020,4,"Les Corts",19,"les Corts","Home","Principat d'Astúries",63
2020,4,"Les Corts",20,"la Maternitat i Sant Ramon","Home","Principat d'Astúries",34
2020,4,"Les Corts",21,"Pedralbes","Home","Principat d'Astúries",20
2020,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Home","Principat d'Astúries",3
2020,5,"Sarrià-Sant Gervasi",23,"Sarrià","Home","Principat d'Astúries",19
2020,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Home","Principat d'Astúries",17
2020,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Home","Principat d'Astúries",26
2020,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Home","Principat d'Astúries",65
2020,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Home","Principat d'Astúries",42
2020,6,"Gràcia",28,"Vallcarca i els Penitents","Home","Principat d'Astúries",22
2020,6,"Gràcia",29,"el Coll","Home","Principat d'Astúries",13
2020,6,"Gràcia",30,"la Salut","Home","Principat d'Astúries",18
2020,6,"Gràcia",31,"la Vila de Gràcia","Home","Principat d'Astúries",81
2020,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Home","Principat d'Astúries",46
2020,7,"Horta-Guinardó",33,"el Baix Guinardó","Home","Principat d'Astúries",27
