"﻿""Any""","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Sexe","Lloc_de_naixement","Nombre"
2020,7,"Horta-Guinardó",41,"la Vall d'Hebron","Dona","Castella i Lleó",177
2020,7,"Horta-Guinardó",42,"la Clota","Dona","Castella i Lleó",7
2020,7,"Horta-Guinardó",43,"Horta","Dona","Castella i Lleó",523
2020,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Dona","Castella i Lleó",594
2020,8,"Nou Barris",45,"Porta","Dona","Castella i Lleó",587
2020,8,"Nou Barris",46,"el Turó de la Peira","Dona","Castella i Lleó",260
2020,8,"Nou Barris",47,"Can Peguera","Dona","Castella i Lleó",24
2020,8,"Nou Barris",48,"la Guineueta","Dona","Castella i Lleó",371
2020,8,"Nou Barris",49,"Canyelles","Dona","Castella i Lleó",154
2020,8,"Nou Barris",50,"les Roquetes","Dona","Castella i Lleó",164
2020,8,"Nou Barris",51,"Verdun","Dona","Castella i Lleó",204
2020,8,"Nou Barris",52,"la Prosperitat","Dona","Castella i Lleó",545
2020,8,"Nou Barris",53,"la Trinitat Nova","Dona","Castella i Lleó",55
2020,8,"Nou Barris",54,"Torre Baró","Dona","Castella i Lleó",21
2020,8,"Nou Barris",55,"Ciutat Meridiana","Dona","Castella i Lleó",139
2020,8,"Nou Barris",56,"Vallbona","Dona","Castella i Lleó",11
2020,9,"Sant Andreu",57,"la Trinitat Vella","Dona","Castella i Lleó",106
2020,9,"Sant Andreu",58,"Baró de Viver","Dona","Castella i Lleó",15
2020,9,"Sant Andreu",59,"el Bon Pastor","Dona","Castella i Lleó",129
2020,9,"Sant Andreu",60,"Sant Andreu","Dona","Castella i Lleó",1113
2020,9,"Sant Andreu",61,"la Sagrera","Dona","Castella i Lleó",702
2020,9,"Sant Andreu",62,"el Congrés i els Indians","Dona","Castella i Lleó",205
2020,9,"Sant Andreu",63,"Navas","Dona","Castella i Lleó",386
2020,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Dona","Castella i Lleó",625
2020,10,"Sant Martí",65,"el Clot","Dona","Castella i Lleó",521
2020,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Dona","Castella i Lleó",269
2020,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Dona","Castella i Lleó",126
2020,10,"Sant Martí",68,"el Poblenou","Dona","Castella i Lleó",291
2020,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Dona","Castella i Lleó",143
2020,10,"Sant Martí",70,"el Besòs i el Maresme","Dona","Castella i Lleó",268
2020,10,"Sant Martí",71,"Provençals del Poblenou","Dona","Castella i Lleó",296
2020,10,"Sant Martí",72,"Sant Martí de Provençals","Dona","Castella i Lleó",506
2020,10,"Sant Martí",73,"la Verneda i la Pau","Dona","Castella i Lleó",633
2020,1,"Ciutat Vella",1,"el Raval","Dona","Castella-la Manxa",116
2020,1,"Ciutat Vella",2,"el Barri Gòtic","Dona","Castella-la Manxa",43
2020,1,"Ciutat Vella",3,"la Barceloneta","Dona","Castella-la Manxa",35
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Dona","Castella-la Manxa",78
2020,2,"Eixample",5,"el Fort Pienc","Dona","Castella-la Manxa",162
2020,2,"Eixample",6,"la Sagrada Família","Dona","Castella-la Manxa",280
2020,2,"Eixample",7,"la Dreta de l'Eixample","Dona","Castella-la Manxa",128
2020,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Dona","Castella-la Manxa",132
2020,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Dona","Castella-la Manxa",279
2020,2,"Eixample",10,"Sant Antoni","Dona","Castella-la Manxa",154
2020,3,"Sants-Montjuïc",11,"el Poble Sec","Dona","Castella-la Manxa",152
2020,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Dona","Castella-la Manxa",2
2020,3,"Sants-Montjuïc",13,"la Marina de Port","Dona","Castella-la Manxa",236
2020,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Dona","Castella-la Manxa",71
2020,3,"Sants-Montjuïc",15,"Hostafrancs","Dona","Castella-la Manxa",90
2020,3,"Sants-Montjuïc",16,"la Bordeta","Dona","Castella-la Manxa",146
2020,3,"Sants-Montjuïc",17,"Sants - Badal","Dona","Castella-la Manxa",177
2020,3,"Sants-Montjuïc",18,"Sants","Dona","Castella-la Manxa",194
2020,4,"Les Corts",19,"les Corts","Dona","Castella-la Manxa",244
2020,4,"Les Corts",20,"la Maternitat i Sant Ramon","Dona","Castella-la Manxa",173
2020,4,"Les Corts",21,"Pedralbes","Dona","Castella-la Manxa",37
2020,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Dona","Castella-la Manxa",22
2020,5,"Sarrià-Sant Gervasi",23,"Sarrià","Dona","Castella-la Manxa",70
2020,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Dona","Castella-la Manxa",44
2020,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Dona","Castella-la Manxa",59
2020,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Dona","Castella-la Manxa",102
2020,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Dona","Castella-la Manxa",89
2020,6,"Gràcia",28,"Vallcarca i els Penitents","Dona","Castella-la Manxa",102
2020,6,"Gràcia",29,"el Coll","Dona","Castella-la Manxa",77
2020,6,"Gràcia",30,"la Salut","Dona","Castella-la Manxa",90
2020,6,"Gràcia",31,"la Vila de Gràcia","Dona","Castella-la Manxa",203
2020,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Dona","Castella-la Manxa",157
2020,7,"Horta-Guinardó",33,"el Baix Guinardó","Dona","Castella-la Manxa",163
2020,7,"Horta-Guinardó",34,"Can Baró","Dona","Castella-la Manxa",59
2020,7,"Horta-Guinardó",35,"el Guinardó","Dona","Castella-la Manxa",208
2020,7,"Horta-Guinardó",36,"la Font d'en Fargues","Dona","Castella-la Manxa",62
2020,7,"Horta-Guinardó",37,"el Carmel","Dona","Castella-la Manxa",432
2020,7,"Horta-Guinardó",38,"la Teixonera","Dona","Castella-la Manxa",154
2020,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Dona","Castella-la Manxa",98
2020,7,"Horta-Guinardó",40,"Montbau","Dona","Castella-la Manxa",48
2020,7,"Horta-Guinardó",41,"la Vall d'Hebron","Dona","Castella-la Manxa",65
2020,7,"Horta-Guinardó",42,"la Clota","Dona","Castella-la Manxa",6
2020,7,"Horta-Guinardó",43,"Horta","Dona","Castella-la Manxa",267
2020,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Dona","Castella-la Manxa",277
2020,8,"Nou Barris",45,"Porta","Dona","Castella-la Manxa",276
2020,8,"Nou Barris",46,"el Turó de la Peira","Dona","Castella-la Manxa",180
2020,8,"Nou Barris",47,"Can Peguera","Dona","Castella-la Manxa",8
2020,8,"Nou Barris",48,"la Guineueta","Dona","Castella-la Manxa",202
2020,8,"Nou Barris",49,"Canyelles","Dona","Castella-la Manxa",101
2020,8,"Nou Barris",50,"les Roquetes","Dona","Castella-la Manxa",138
2020,8,"Nou Barris",51,"Verdun","Dona","Castella-la Manxa",130
2020,8,"Nou Barris",52,"la Prosperitat","Dona","Castella-la Manxa",377
2020,8,"Nou Barris",53,"la Trinitat Nova","Dona","Castella-la Manxa",46
2020,8,"Nou Barris",54,"Torre Baró","Dona","Castella-la Manxa",11
2020,8,"Nou Barris",55,"Ciutat Meridiana","Dona","Castella-la Manxa",91
2020,8,"Nou Barris",56,"Vallbona","Dona","Castella-la Manxa",6
2020,9,"Sant Andreu",57,"la Trinitat Vella","Dona","Castella-la Manxa",68
2020,9,"Sant Andreu",58,"Baró de Viver","Dona","Castella-la Manxa",15
2020,9,"Sant Andreu",59,"el Bon Pastor","Dona","Castella-la Manxa",90
2020,9,"Sant Andreu",60,"Sant Andreu","Dona","Castella-la Manxa",493
2020,9,"Sant Andreu",61,"la Sagrera","Dona","Castella-la Manxa",310
2020,9,"Sant Andreu",62,"el Congrés i els Indians","Dona","Castella-la Manxa",87
2020,9,"Sant Andreu",63,"Navas","Dona","Castella-la Manxa",161
2020,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Dona","Castella-la Manxa",211
2020,10,"Sant Martí",65,"el Clot","Dona","Castella-la Manxa",219
2020,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Dona","Castella-la Manxa",94
2020,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Dona","Castella-la Manxa",45
2020,10,"Sant Martí",68,"el Poblenou","Dona","Castella-la Manxa",182
2020,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Dona","Castella-la Manxa",75
2020,10,"Sant Martí",70,"el Besòs i el Maresme","Dona","Castella-la Manxa",186
2020,10,"Sant Martí",71,"Provençals del Poblenou","Dona","Castella-la Manxa",164
2020,10,"Sant Martí",72,"Sant Martí de Provençals","Dona","Castella-la Manxa",297
2020,10,"Sant Martí",73,"la Verneda i la Pau","Dona","Castella-la Manxa",439
2020,1,"Ciutat Vella",1,"el Raval","Dona","Comunitat Valenciana",204
2020,1,"Ciutat Vella",2,"el Barri Gòtic","Dona","Comunitat Valenciana",81
2020,1,"Ciutat Vella",3,"la Barceloneta","Dona","Comunitat Valenciana",75
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Dona","Comunitat Valenciana",134
2020,2,"Eixample",5,"el Fort Pienc","Dona","Comunitat Valenciana",257
2020,2,"Eixample",6,"la Sagrada Família","Dona","Comunitat Valenciana",395
2020,2,"Eixample",7,"la Dreta de l'Eixample","Dona","Comunitat Valenciana",318
2020,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Dona","Comunitat Valenciana",342
2020,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Dona","Comunitat Valenciana",506
2020,2,"Eixample",10,"Sant Antoni","Dona","Comunitat Valenciana",323
2020,3,"Sants-Montjuïc",11,"el Poble Sec","Dona","Comunitat Valenciana",250
2020,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Dona","Comunitat Valenciana",3
2020,3,"Sants-Montjuïc",13,"la Marina de Port","Dona","Comunitat Valenciana",123
2020,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Dona","Comunitat Valenciana",86
2020,3,"Sants-Montjuïc",15,"Hostafrancs","Dona","Comunitat Valenciana",126
2020,3,"Sants-Montjuïc",16,"la Bordeta","Dona","Comunitat Valenciana",151
2020,3,"Sants-Montjuïc",17,"Sants - Badal","Dona","Comunitat Valenciana",202
2020,3,"Sants-Montjuïc",18,"Sants","Dona","Comunitat Valenciana",328
2020,4,"Les Corts",19,"les Corts","Dona","Comunitat Valenciana",361
2020,4,"Les Corts",20,"la Maternitat i Sant Ramon","Dona","Comunitat Valenciana",177
2020,4,"Les Corts",21,"Pedralbes","Dona","Comunitat Valenciana",69
2020,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Dona","Comunitat Valenciana",25
2020,5,"Sarrià-Sant Gervasi",23,"Sarrià","Dona","Comunitat Valenciana",125
2020,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Dona","Comunitat Valenciana",112
2020,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Dona","Comunitat Valenciana",158
2020,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Dona","Comunitat Valenciana",319
2020,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Dona","Comunitat Valenciana",182
2020,6,"Gràcia",28,"Vallcarca i els Penitents","Dona","Comunitat Valenciana",104
2020,6,"Gràcia",29,"el Coll","Dona","Comunitat Valenciana",45
2020,6,"Gràcia",30,"la Salut","Dona","Comunitat Valenciana",116
2020,6,"Gràcia",31,"la Vila de Gràcia","Dona","Comunitat Valenciana",435
2020,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Dona","Comunitat Valenciana",254
2020,7,"Horta-Guinardó",33,"el Baix Guinardó","Dona","Comunitat Valenciana",160
2020,7,"Horta-Guinardó",34,"Can Baró","Dona","Comunitat Valenciana",65
2020,7,"Horta-Guinardó",35,"el Guinardó","Dona","Comunitat Valenciana",220
2020,7,"Horta-Guinardó",36,"la Font d'en Fargues","Dona","Comunitat Valenciana",64
2020,7,"Horta-Guinardó",37,"el Carmel","Dona","Comunitat Valenciana",152
2020,7,"Horta-Guinardó",38,"la Teixonera","Dona","Comunitat Valenciana",60
2020,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Dona","Comunitat Valenciana",46
2020,7,"Horta-Guinardó",40,"Montbau","Dona","Comunitat Valenciana",48
2020,7,"Horta-Guinardó",41,"la Vall d'Hebron","Dona","Comunitat Valenciana",29
2020,7,"Horta-Guinardó",42,"la Clota","Dona","Comunitat Valenciana",2
2020,7,"Horta-Guinardó",43,"Horta","Dona","Comunitat Valenciana",166
2020,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Dona","Comunitat Valenciana",158
2020,8,"Nou Barris",45,"Porta","Dona","Comunitat Valenciana",143
2020,8,"Nou Barris",46,"el Turó de la Peira","Dona","Comunitat Valenciana",85
2020,8,"Nou Barris",47,"Can Peguera","Dona","Comunitat Valenciana",12
2020,8,"Nou Barris",48,"la Guineueta","Dona","Comunitat Valenciana",96
2020,8,"Nou Barris",49,"Canyelles","Dona","Comunitat Valenciana",31
2020,8,"Nou Barris",50,"les Roquetes","Dona","Comunitat Valenciana",67
2020,8,"Nou Barris",51,"Verdun","Dona","Comunitat Valenciana",52
2020,8,"Nou Barris",52,"la Prosperitat","Dona","Comunitat Valenciana",97
2020,8,"Nou Barris",53,"la Trinitat Nova","Dona","Comunitat Valenciana",26
2020,8,"Nou Barris",54,"Torre Baró","Dona","Comunitat Valenciana",4
2020,8,"Nou Barris",55,"Ciutat Meridiana","Dona","Comunitat Valenciana",25
2020,8,"Nou Barris",56,"Vallbona","Dona","Comunitat Valenciana",5
2020,9,"Sant Andreu",57,"la Trinitat Vella","Dona","Comunitat Valenciana",29
2020,9,"Sant Andreu",58,"Baró de Viver","Dona","Comunitat Valenciana",4
2020,9,"Sant Andreu",59,"el Bon Pastor","Dona","Comunitat Valenciana",43
2020,9,"Sant Andreu",60,"Sant Andreu","Dona","Comunitat Valenciana",338
2020,9,"Sant Andreu",61,"la Sagrera","Dona","Comunitat Valenciana",165
2020,9,"Sant Andreu",62,"el Congrés i els Indians","Dona","Comunitat Valenciana",94
2020,9,"Sant Andreu",63,"Navas","Dona","Comunitat Valenciana",123
2020,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Dona","Comunitat Valenciana",268
2020,10,"Sant Martí",65,"el Clot","Dona","Comunitat Valenciana",175
2020,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Dona","Comunitat Valenciana",113
2020,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Dona","Comunitat Valenciana",60
2020,10,"Sant Martí",68,"el Poblenou","Dona","Comunitat Valenciana",211
2020,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Dona","Comunitat Valenciana",108
2020,10,"Sant Martí",70,"el Besòs i el Maresme","Dona","Comunitat Valenciana",93
2020,10,"Sant Martí",71,"Provençals del Poblenou","Dona","Comunitat Valenciana",134
2020,10,"Sant Martí",72,"Sant Martí de Provençals","Dona","Comunitat Valenciana",150
2020,10,"Sant Martí",73,"la Verneda i la Pau","Dona","Comunitat Valenciana",138
2020,1,"Ciutat Vella",1,"el Raval","Dona","Extremadura",89
2020,1,"Ciutat Vella",2,"el Barri Gòtic","Dona","Extremadura",32
2020,1,"Ciutat Vella",3,"la Barceloneta","Dona","Extremadura",36
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Dona","Extremadura",57
2020,2,"Eixample",5,"el Fort Pienc","Dona","Extremadura",113
2020,2,"Eixample",6,"la Sagrada Família","Dona","Extremadura",186
2020,2,"Eixample",7,"la Dreta de l'Eixample","Dona","Extremadura",102
2020,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Dona","Extremadura",94
2020,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Dona","Extremadura",166
2020,2,"Eixample",10,"Sant Antoni","Dona","Extremadura",103
2020,3,"Sants-Montjuïc",11,"el Poble Sec","Dona","Extremadura",114
2020,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Dona","Extremadura",5
2020,3,"Sants-Montjuïc",13,"la Marina de Port","Dona","Extremadura",218
2020,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Dona","Extremadura",73
2020,3,"Sants-Montjuïc",15,"Hostafrancs","Dona","Extremadura",56
2020,3,"Sants-Montjuïc",16,"la Bordeta","Dona","Extremadura",106
2020,3,"Sants-Montjuïc",17,"Sants - Badal","Dona","Extremadura",152
2020,3,"Sants-Montjuïc",18,"Sants","Dona","Extremadura",138
2020,4,"Les Corts",19,"les Corts","Dona","Extremadura",149
2020,4,"Les Corts",20,"la Maternitat i Sant Ramon","Dona","Extremadura",127
2020,4,"Les Corts",21,"Pedralbes","Dona","Extremadura",21
2020,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Dona","Extremadura",5
2020,5,"Sarrià-Sant Gervasi",23,"Sarrià","Dona","Extremadura",30
2020,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Dona","Extremadura",26
2020,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Dona","Extremadura",34
2020,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Dona","Extremadura",78
2020,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Dona","Extremadura",54
2020,6,"Gràcia",28,"Vallcarca i els Penitents","Dona","Extremadura",50
2020,6,"Gràcia",29,"el Coll","Dona","Extremadura",28
2020,6,"Gràcia",30,"la Salut","Dona","Extremadura",36
2020,6,"Gràcia",31,"la Vila de Gràcia","Dona","Extremadura",116
2020,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Dona","Extremadura",109
2020,7,"Horta-Guinardó",33,"el Baix Guinardó","Dona","Extremadura",107
2020,7,"Horta-Guinardó",34,"Can Baró","Dona","Extremadura",48
2020,7,"Horta-Guinardó",35,"el Guinardó","Dona","Extremadura",169
2020,7,"Horta-Guinardó",36,"la Font d'en Fargues","Dona","Extremadura",54
2020,7,"Horta-Guinardó",37,"el Carmel","Dona","Extremadura",416
2020,7,"Horta-Guinardó",38,"la Teixonera","Dona","Extremadura",164
2020,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Dona","Extremadura",41
2020,7,"Horta-Guinardó",40,"Montbau","Dona","Extremadura",16
2020,7,"Horta-Guinardó",41,"la Vall d'Hebron","Dona","Extremadura",46
2020,7,"Horta-Guinardó",42,"la Clota","Dona","Extremadura",2
2020,7,"Horta-Guinardó",43,"Horta","Dona","Extremadura",213
2020,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Dona","Extremadura",184
2020,8,"Nou Barris",45,"Porta","Dona","Extremadura",154
2020,8,"Nou Barris",46,"el Turó de la Peira","Dona","Extremadura",87
2020,8,"Nou Barris",47,"Can Peguera","Dona","Extremadura",9
2020,8,"Nou Barris",48,"la Guineueta","Dona","Extremadura",138
2020,8,"Nou Barris",49,"Canyelles","Dona","Extremadura",98
2020,8,"Nou Barris",50,"les Roquetes","Dona","Extremadura",138
2020,8,"Nou Barris",51,"Verdun","Dona","Extremadura",117
2020,8,"Nou Barris",52,"la Prosperitat","Dona","Extremadura",317
2020,8,"Nou Barris",53,"la Trinitat Nova","Dona","Extremadura",37
2020,8,"Nou Barris",54,"Torre Baró","Dona","Extremadura",24
2020,8,"Nou Barris",55,"Ciutat Meridiana","Dona","Extremadura",144
2020,8,"Nou Barris",56,"Vallbona","Dona","Extremadura",20
2020,9,"Sant Andreu",57,"la Trinitat Vella","Dona","Extremadura",107
2020,9,"Sant Andreu",58,"Baró de Viver","Dona","Extremadura",11
2020,9,"Sant Andreu",59,"el Bon Pastor","Dona","Extremadura",87
2020,9,"Sant Andreu",60,"Sant Andreu","Dona","Extremadura",455
2020,9,"Sant Andreu",61,"la Sagrera","Dona","Extremadura",204
2020,9,"Sant Andreu",62,"el Congrés i els Indians","Dona","Extremadura",72
2020,9,"Sant Andreu",63,"Navas","Dona","Extremadura",100
2020,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Dona","Extremadura",171
2020,10,"Sant Martí",65,"el Clot","Dona","Extremadura",148
2020,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Dona","Extremadura",60
2020,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Dona","Extremadura",28
2020,10,"Sant Martí",68,"el Poblenou","Dona","Extremadura",124
2020,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Dona","Extremadura",50
2020,10,"Sant Martí",70,"el Besòs i el Maresme","Dona","Extremadura",160
2020,10,"Sant Martí",71,"Provençals del Poblenou","Dona","Extremadura",123
2020,10,"Sant Martí",72,"Sant Martí de Provençals","Dona","Extremadura",253
2020,10,"Sant Martí",73,"la Verneda i la Pau","Dona","Extremadura",314
2020,1,"Ciutat Vella",1,"el Raval","Dona","Galícia",340
2020,1,"Ciutat Vella",2,"el Barri Gòtic","Dona","Galícia",131
2020,1,"Ciutat Vella",3,"la Barceloneta","Dona","Galícia",113
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Dona","Galícia",244
2020,2,"Eixample",5,"el Fort Pienc","Dona","Galícia",239
2020,2,"Eixample",6,"la Sagrada Família","Dona","Galícia",439
2020,2,"Eixample",7,"la Dreta de l'Eixample","Dona","Galícia",278
2020,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Dona","Galícia",334
2020,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Dona","Galícia",446
2020,2,"Eixample",10,"Sant Antoni","Dona","Galícia",340
2020,3,"Sants-Montjuïc",11,"el Poble Sec","Dona","Galícia",448
2020,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Dona","Galícia",5
2020,3,"Sants-Montjuïc",13,"la Marina de Port","Dona","Galícia",372
2020,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Dona","Galícia",173
2020,3,"Sants-Montjuïc",15,"Hostafrancs","Dona","Galícia",186
2020,3,"Sants-Montjuïc",16,"la Bordeta","Dona","Galícia",267
2020,3,"Sants-Montjuïc",17,"Sants - Badal","Dona","Galícia",293
2020,3,"Sants-Montjuïc",18,"Sants","Dona","Galícia",377
2020,4,"Les Corts",19,"les Corts","Dona","Galícia",380
2020,4,"Les Corts",20,"la Maternitat i Sant Ramon","Dona","Galícia",246
2020,4,"Les Corts",21,"Pedralbes","Dona","Galícia",57
2020,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Dona","Galícia",27
2020,5,"Sarrià-Sant Gervasi",23,"Sarrià","Dona","Galícia",100
2020,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Dona","Galícia",64
2020,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Dona","Galícia",125
2020,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Dona","Galícia",234
2020,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Dona","Galícia",166
2020,6,"Gràcia",28,"Vallcarca i els Penitents","Dona","Galícia",163
2020,6,"Gràcia",29,"el Coll","Dona","Galícia",97
2020,6,"Gràcia",30,"la Salut","Dona","Galícia",111
2020,6,"Gràcia",31,"la Vila de Gràcia","Dona","Galícia",431
2020,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Dona","Galícia",240
2020,7,"Horta-Guinardó",33,"el Baix Guinardó","Dona","Galícia",253
2020,7,"Horta-Guinardó",34,"Can Baró","Dona","Galícia",100
2020,7,"Horta-Guinardó",35,"el Guinardó","Dona","Galícia",374
2020,7,"Horta-Guinardó",36,"la Font d'en Fargues","Dona","Galícia",82
2020,7,"Horta-Guinardó",37,"el Carmel","Dona","Galícia",475
2020,7,"Horta-Guinardó",38,"la Teixonera","Dona","Galícia",146
2020,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Dona","Galícia",90
2020,7,"Horta-Guinardó",40,"Montbau","Dona","Galícia",47
2020,7,"Horta-Guinardó",41,"la Vall d'Hebron","Dona","Galícia",91
2020,7,"Horta-Guinardó",42,"la Clota","Dona","Galícia",2
2020,7,"Horta-Guinardó",43,"Horta","Dona","Galícia",318
2020,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Dona","Galícia",304
2020,8,"Nou Barris",45,"Porta","Dona","Galícia",396
2020,8,"Nou Barris",46,"el Turó de la Peira","Dona","Galícia",154
2020,8,"Nou Barris",47,"Can Peguera","Dona","Galícia",5
2020,8,"Nou Barris",48,"la Guineueta","Dona","Galícia",209
2020,8,"Nou Barris",49,"Canyelles","Dona","Galícia",116
2020,8,"Nou Barris",50,"les Roquetes","Dona","Galícia",159
2020,8,"Nou Barris",51,"Verdun","Dona","Galícia",189
2020,8,"Nou Barris",52,"la Prosperitat","Dona","Galícia",453
2020,8,"Nou Barris",53,"la Trinitat Nova","Dona","Galícia",58
2020,8,"Nou Barris",54,"Torre Baró","Dona","Galícia",20
2020,8,"Nou Barris",55,"Ciutat Meridiana","Dona","Galícia",93
2020,8,"Nou Barris",56,"Vallbona","Dona","Galícia",22
2020,9,"Sant Andreu",57,"la Trinitat Vella","Dona","Galícia",84
2020,9,"Sant Andreu",58,"Baró de Viver","Dona","Galícia",5
2020,9,"Sant Andreu",59,"el Bon Pastor","Dona","Galícia",80
2020,9,"Sant Andreu",60,"Sant Andreu","Dona","Galícia",588
2020,9,"Sant Andreu",61,"la Sagrera","Dona","Galícia",380
2020,9,"Sant Andreu",62,"el Congrés i els Indians","Dona","Galícia",105
2020,9,"Sant Andreu",63,"Navas","Dona","Galícia",198
2020,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Dona","Galícia",383
2020,10,"Sant Martí",65,"el Clot","Dona","Galícia",278
2020,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Dona","Galícia",168
2020,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Dona","Galícia",62
2020,10,"Sant Martí",68,"el Poblenou","Dona","Galícia",217
2020,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Dona","Galícia",110
2020,10,"Sant Martí",70,"el Besòs i el Maresme","Dona","Galícia",228
2020,10,"Sant Martí",71,"Provençals del Poblenou","Dona","Galícia",226
2020,10,"Sant Martí",72,"Sant Martí de Provençals","Dona","Galícia",270
2020,10,"Sant Martí",73,"la Verneda i la Pau","Dona","Galícia",368
2020,1,"Ciutat Vella",1,"el Raval","Dona","Comunitat de Madrid",141
2020,1,"Ciutat Vella",2,"el Barri Gòtic","Dona","Comunitat de Madrid",66
2020,1,"Ciutat Vella",3,"la Barceloneta","Dona","Comunitat de Madrid",44
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Dona","Comunitat de Madrid",94
2020,2,"Eixample",5,"el Fort Pienc","Dona","Comunitat de Madrid",195
2020,2,"Eixample",6,"la Sagrada Família","Dona","Comunitat de Madrid",264
2020,2,"Eixample",7,"la Dreta de l'Eixample","Dona","Comunitat de Madrid",264
2020,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Dona","Comunitat de Madrid",247
2020,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Dona","Comunitat de Madrid",349
2020,2,"Eixample",10,"Sant Antoni","Dona","Comunitat de Madrid",163
2020,3,"Sants-Montjuïc",11,"el Poble Sec","Dona","Comunitat de Madrid",153
