"Anys_Periode","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Nombre"
"2003-2007",1,"Ciutat Vella",1,"el Raval",76
"2003-2007",1,"Ciutat Vella",2,"el Barri Gòtic",19
"2003-2007",1,"Ciutat Vella",3,"la Barceloneta",15
"2003-2007",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",24
"2003-2007",2,"Eixample",5,"el Fort Pienc",15
"2003-2007",2,"Eixample",6,"la Sagrada Família",28
"2003-2007",2,"Eixample",7,"la Dreta de l'Eixample",10
"2003-2007",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",13
"2003-2007",2,"Eixample",9,"la Nova Esquerra de l'Eixample",19
"2003-2007",2,"Eixample",10,"Sant Antoni",23
"2003-2007",3,"Sants-Montjuïc",11,"el Poble Sec",54
"2003-2007",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",6
"2003-2007",3,"Sants-Montjuïc",13,"la Marina de Port",32
"2003-2007",3,"Sants-Montjuïc",14,"la Font de la Guatlla",4
"2003-2007",3,"Sants-Montjuïc",15,"Hostafrancs",24
"2003-2007",3,"Sants-Montjuïc",16,"la Bordeta",15
"2003-2007",3,"Sants-Montjuïc",17,"Sants - Badal",11
"2003-2007",3,"Sants-Montjuïc",18,"Sants",28
"2003-2007",4,"Les Corts",19,"les Corts",10
"2003-2007",4,"Les Corts",20,"la Maternitat i Sant Ramon",5
"2003-2007",4,"Les Corts",21,"Pedralbes",1
"2003-2007",5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",3
"2003-2007",5,"Sarrià-Sant Gervasi",23,"Sarrià",7
"2003-2007",5,"Sarrià-Sant Gervasi",24,"les Tres Torres",3
"2003-2007",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",4
"2003-2007",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",9
"2003-2007",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",7
"2003-2007",6,"Gràcia",28,"Vallcarca i els Penitents",9
"2003-2007",6,"Gràcia",29,"el Coll",2
"2003-2007",6,"Gràcia",30,"la Salut",5
"2003-2007",6,"Gràcia",31,"la Vila de Gràcia",31
"2003-2007",6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",15
"2003-2007",7,"Horta-Guinardó",33,"el Baix Guinardó",10
"2003-2007",7,"Horta-Guinardó",34,"Can Baró",6
"2003-2007",7,"Horta-Guinardó",35,"el Guinardó",26
"2003-2007",7,"Horta-Guinardó",36,"la Font d'en Fargues",1
"2003-2007",7,"Horta-Guinardó",37,"el Carmel",24
"2003-2007",7,"Horta-Guinardó",38,"la Teixonera",15
"2003-2007",7,"Horta-Guinardó",39,"Sant Genís dels Agudells",6
"2003-2007",7,"Horta-Guinardó",40,"Montbau",2
"2003-2007",7,"Horta-Guinardó",41,"la Vall d'Hebron",2
"2003-2007",7,"Horta-Guinardó",42,"la Clota",1
"2003-2007",7,"Horta-Guinardó",43,"Horta",12
"2003-2007",8,"Nou Barris",44,"Vilapicina i la Torre Llobeta",18
"2003-2007",8,"Nou Barris",45,"Porta",25
"2003-2007",8,"Nou Barris",46,"el Turó de la Peira",19
"2003-2007",8,"Nou Barris",47,"Can Peguera",8
"2003-2007",8,"Nou Barris",48,"la Guineueta",5
"2003-2007",8,"Nou Barris",49,"Canyelles",2
"2003-2007",8,"Nou Barris",50,"les Roquetes",34
"2003-2007",8,"Nou Barris",51,"Verdun",22
"2003-2007",8,"Nou Barris",52,"la Prosperitat",24
"2003-2007",8,"Nou Barris",53,"la Trinitat Nova",17
"2003-2007",8,"Nou Barris",54,"Torre Baró",18
"2003-2007",8,"Nou Barris",55,"Ciutat Meridiana",32
"2003-2007",8,"Nou Barris",56,"Vallbona",2
"2003-2007",9,"Sant Andreu",57,"la Trinitat Vella",16
"2003-2007",9,"Sant Andreu",58,"Baró de Viver",9
"2003-2007",9,"Sant Andreu",59,"el Bon Pastor",24
"2003-2007",9,"Sant Andreu",60,"Sant Andreu",24
"2003-2007",9,"Sant Andreu",61,"la Sagrera",23
"2003-2007",9,"Sant Andreu",62,"el Congrés i els Indians",3
"2003-2007",9,"Sant Andreu",63,"Navas",10
"2003-2007",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",25
"2003-2007",10,"Sant Martí",65,"el Clot",18
"2003-2007",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",8
"2003-2007",10,"Sant Martí",67,"la Vila Olímpica del Poblenou",1
"2003-2007",10,"Sant Martí",68,"el Poblenou",18
"2003-2007",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",5
"2003-2007",10,"Sant Martí",70,"el Besòs i el Maresme",39
"2003-2007",10,"Sant Martí",71,"Provençals del Poblenou",16
"2003-2007",10,"Sant Martí",72,"Sant Martí de Provençals",20
"2003-2007",10,"Sant Martí",73,"la Verneda i la Pau",17
"2003-2007",99,"No consta",99,"No consta",225
"2004-2008",1,"Ciutat Vella",1,"el Raval",77
"2004-2008",1,"Ciutat Vella",2,"el Barri Gòtic",16
"2004-2008",1,"Ciutat Vella",3,"la Barceloneta",14
"2004-2008",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",27
"2004-2008",2,"Eixample",5,"el Fort Pienc",11
"2004-2008",2,"Eixample",6,"la Sagrada Família",20
"2004-2008",2,"Eixample",7,"la Dreta de l'Eixample",10
"2004-2008",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",17
"2004-2008",2,"Eixample",9,"la Nova Esquerra de l'Eixample",21
"2004-2008",2,"Eixample",10,"Sant Antoni",22
"2004-2008",3,"Sants-Montjuïc",11,"el Poble Sec",47
