"﻿""Any""","Codi_districte","Nom_districte","Codi_barri","Nom_barri","Persones","Nombre"
2020,3,"Sants-Montjuïc",18,"Sants","2 persones",4991
2020,4,"Les Corts",19,"les Corts","2 persones",5346
2020,4,"Les Corts",20,"la Maternitat i Sant Ramon","2 persones",2634
2020,4,"Les Corts",21,"Pedralbes","2 persones",1108
2020,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","2 persones",583
2020,5,"Sarrià-Sant Gervasi",23,"Sarrià","2 persones",2723
2020,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","2 persones",1576
2020,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","2 persones",2703
2020,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","2 persones",5100
2020,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","2 persones",3606
2020,6,"Gràcia",28,"Vallcarca i els Penitents","2 persones",1966
2020,6,"Gràcia",29,"el Coll","2 persones",957
2020,6,"Gràcia",30,"la Salut","2 persones",1557
2020,6,"Gràcia",31,"la Vila de Gràcia","2 persones",7012
2020,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","2 persones",4347
2020,7,"Horta-Guinardó",33,"el Baix Guinardó","2 persones",3168
2020,7,"Horta-Guinardó",34,"Can Baró","2 persones",1174
2020,7,"Horta-Guinardó",35,"el Guinardó","2 persones",4648
2020,7,"Horta-Guinardó",36,"la Font d'en Fargues","2 persones",1144
2020,7,"Horta-Guinardó",37,"el Carmel","2 persones",3818
2020,7,"Horta-Guinardó",38,"la Teixonera","2 persones",1451
2020,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","2 persones",836
2020,7,"Horta-Guinardó",40,"Montbau","2 persones",615
2020,7,"Horta-Guinardó",41,"la Vall d'Hebron","2 persones",710
2020,7,"Horta-Guinardó",42,"la Clota","2 persones",113
2020,7,"Horta-Guinardó",43,"Horta","2 persones",3075
2020,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","2 persones",2905
2020,8,"Nou Barris",45,"Porta","2 persones",2852
2020,8,"Nou Barris",46,"el Turó de la Peira","2 persones",1678
2020,8,"Nou Barris",47,"Can Peguera","2 persones",258
2020,8,"Nou Barris",48,"la Guineueta","2 persones",1694
2020,8,"Nou Barris",49,"Canyelles","2 persones",750
2020,8,"Nou Barris",50,"les Roquetes","2 persones",1765
2020,8,"Nou Barris",51,"Verdun","2 persones",1371
2020,8,"Nou Barris",52,"la Prosperitat","2 persones",2896
2020,8,"Nou Barris",53,"la Trinitat Nova","2 persones",842
2020,8,"Nou Barris",54,"Torre Baró","2 persones",302
2020,8,"Nou Barris",55,"Ciutat Meridiana","2 persones",1048
2020,8,"Nou Barris",56,"Vallbona","2 persones",162
2020,9,"Sant Andreu",57,"la Trinitat Vella","2 persones",1058
2020,9,"Sant Andreu",58,"Baró de Viver","2 persones",305
2020,9,"Sant Andreu",59,"el Bon Pastor","2 persones",1522
2020,9,"Sant Andreu",60,"Sant Andreu","2 persones",7783
2020,9,"Sant Andreu",61,"la Sagrera","2 persones",3439
2020,9,"Sant Andreu",62,"el Congrés i els Indians","2 persones",1806
2020,9,"Sant Andreu",63,"Navas","2 persones",2529
2020,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","2 persones",4724
2020,10,"Sant Martí",65,"el Clot","2 persones",3308
2020,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","2 persones",2025
2020,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","2 persones",1176
2020,10,"Sant Martí",68,"el Poblenou","2 persones",4824
2020,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","2 persones",2059
2020,10,"Sant Martí",70,"el Besòs i el Maresme","2 persones",2361
2020,10,"Sant Martí",71,"Provençals del Poblenou","2 persones",2926
2020,10,"Sant Martí",72,"Sant Martí de Provençals","2 persones",2905
2020,10,"Sant Martí",73,"la Verneda i la Pau","2 persones",3122
2020,1,"Ciutat Vella",1,"el Raval","3 persones",1988
2020,1,"Ciutat Vella",2,"el Barri Gòtic","3 persones",723
2020,1,"Ciutat Vella",3,"la Barceloneta","3 persones",678
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","3 persones",1009
2020,2,"Eixample",5,"el Fort Pienc","3 persones",1442
2020,2,"Eixample",6,"la Sagrada Família","3 persones",2296
2020,2,"Eixample",7,"la Dreta de l'Eixample","3 persones",1763
2020,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","3 persones",1769
2020,2,"Eixample",9,"la Nova Esquerra de l'Eixample","3 persones",2581
2020,2,"Eixample",10,"Sant Antoni","3 persones",1672
2020,3,"Sants-Montjuïc",11,"el Poble Sec","3 persones",1873
2020,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","3 persones",56
2020,3,"Sants-Montjuïc",13,"la Marina de Port","3 persones",1607
2020,3,"Sants-Montjuïc",14,"la Font de la Guatlla","3 persones",480
2020,3,"Sants-Montjuïc",15,"Hostafrancs","3 persones",707
2020,3,"Sants-Montjuïc",16,"la Bordeta","3 persones",892
2020,3,"Sants-Montjuïc",17,"Sants - Badal","3 persones",1125
2020,3,"Sants-Montjuïc",18,"Sants","3 persones",1791
2020,4,"Les Corts",19,"les Corts","3 persones",1797
2020,4,"Les Corts",20,"la Maternitat i Sant Ramon","3 persones",950
2020,4,"Les Corts",21,"Pedralbes","3 persones",395
2020,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","3 persones",181
2020,5,"Sarrià-Sant Gervasi",23,"Sarrià","3 persones",882
2020,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","3 persones",600
2020,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","3 persones",916
2020,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","3 persones",1852
2020,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","3 persones",1181
2020,6,"Gràcia",28,"Vallcarca i els Penitents","3 persones",614
2020,6,"Gràcia",29,"el Coll","3 persones",340
2020,6,"Gràcia",30,"la Salut","3 persones",517
2020,6,"Gràcia",31,"la Vila de Gràcia","3 persones",1955
2020,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","3 persones",1391
2020,7,"Horta-Guinardó",33,"el Baix Guinardó","3 persones",1113
2020,7,"Horta-Guinardó",34,"Can Baró","3 persones",408
2020,7,"Horta-Guinardó",35,"el Guinardó","3 persones",1637
2020,7,"Horta-Guinardó",36,"la Font d'en Fargues","3 persones",416
2020,7,"Horta-Guinardó",37,"el Carmel","3 persones",1466
2020,7,"Horta-Guinardó",38,"la Teixonera","3 persones",582
2020,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","3 persones",291
2020,7,"Horta-Guinardó",40,"Montbau","3 persones",215
2020,7,"Horta-Guinardó",41,"la Vall d'Hebron","3 persones",262
2020,7,"Horta-Guinardó",42,"la Clota","3 persones",24
