"Any","Codi_districte","Nom_districte","Codi_barri","Nom_barri","Seccio_censal","Any_construccio","Nombre"
2020,1,"Ciutat Vella",1,"el Raval",1,"Abans de 1901",33
2020,1,"Ciutat Vella",1,"el Raval",1,"1901 - 1940",10
2020,1,"Ciutat Vella",1,"el Raval",1,"1941 - 1950",9
2020,1,"Ciutat Vella",1,"el Raval",1,"1951 - 1960",3
2020,1,"Ciutat Vella",1,"el Raval",1,"1961 - 1970",4
2020,1,"Ciutat Vella",1,"el Raval",1,"1971 - 1980",10
2020,1,"Ciutat Vella",1,"el Raval",1,"1981 - 1990",5
2020,1,"Ciutat Vella",1,"el Raval",1,"1991 - 2000",7
2020,1,"Ciutat Vella",1,"el Raval",1,"2011 - 2015",2
2020,1,"Ciutat Vella",1,"el Raval",2,"Abans de 1901",59
2020,1,"Ciutat Vella",1,"el Raval",2,"1901 - 1940",17
2020,1,"Ciutat Vella",1,"el Raval",2,"1951 - 1960",3
2020,1,"Ciutat Vella",1,"el Raval",2,"1961 - 1970",2
2020,1,"Ciutat Vella",1,"el Raval",2,"1981 - 1990",2
2020,1,"Ciutat Vella",1,"el Raval",2,"1991 - 2000",2
2020,1,"Ciutat Vella",1,"el Raval",2,"2001 - 2005",8
2020,1,"Ciutat Vella",1,"el Raval",2,"2006 - 2010",1
2020,1,"Ciutat Vella",1,"el Raval",3,"Abans de 1901",38
2020,1,"Ciutat Vella",1,"el Raval",3,"1941 - 1950",2
2020,1,"Ciutat Vella",1,"el Raval",3,"1961 - 1970",9
2020,1,"Ciutat Vella",1,"el Raval",3,"1971 - 1980",5
2020,1,"Ciutat Vella",1,"el Raval",3,"1981 - 1990",5
2020,1,"Ciutat Vella",1,"el Raval",3,"1991 - 2000",5
2020,1,"Ciutat Vella",1,"el Raval",3,"2001 - 2005",6
2020,1,"Ciutat Vella",1,"el Raval",3,"2006 - 2010",2
2020,1,"Ciutat Vella",1,"el Raval",4,"Abans de 1901",70
2020,1,"Ciutat Vella",1,"el Raval",4,"1901 - 1940",24
2020,1,"Ciutat Vella",1,"el Raval",4,"1941 - 1950",6
2020,1,"Ciutat Vella",1,"el Raval",4,"1951 - 1960",11
2020,1,"Ciutat Vella",1,"el Raval",4,"1961 - 1970",2
2020,1,"Ciutat Vella",1,"el Raval",4,"1971 - 1980",11
2020,1,"Ciutat Vella",1,"el Raval",4,"1981 - 1990",2
2020,1,"Ciutat Vella",1,"el Raval",4,"1991 - 2000",21
2020,1,"Ciutat Vella",1,"el Raval",4,"2001 - 2005",16
2020,1,"Ciutat Vella",1,"el Raval",4,"2006 - 2010",2
2020,1,"Ciutat Vella",1,"el Raval",4,"2011 - 2015",1
2020,1,"Ciutat Vella",1,"el Raval",5,"Abans de 1901",90
2020,1,"Ciutat Vella",1,"el Raval",5,"1901 - 1940",78
2020,1,"Ciutat Vella",1,"el Raval",5,"1941 - 1950",3
2020,1,"Ciutat Vella",1,"el Raval",5,"1961 - 1970",3
2020,1,"Ciutat Vella",1,"el Raval",5,"1981 - 1990",6
2020,1,"Ciutat Vella",1,"el Raval",5,"1991 - 2000",8
2020,1,"Ciutat Vella",1,"el Raval",5,"2001 - 2005",5
2020,1,"Ciutat Vella",1,"el Raval",5,"2006 - 2010",2
2020,1,"Ciutat Vella",1,"el Raval",6,"Abans de 1901",87
2020,1,"Ciutat Vella",1,"el Raval",6,"1901 - 1940",26
2020,1,"Ciutat Vella",1,"el Raval",6,"1951 - 1960",1
2020,1,"Ciutat Vella",1,"el Raval",6,"1961 - 1970",1
2020,1,"Ciutat Vella",1,"el Raval",6,"1971 - 1980",1
2020,1,"Ciutat Vella",1,"el Raval",6,"1991 - 2000",3
2020,1,"Ciutat Vella",1,"el Raval",6,"2006 - 2010",1
2020,1,"Ciutat Vella",1,"el Raval",7,"Abans de 1901",57
2020,1,"Ciutat Vella",1,"el Raval",7,"1901 - 1940",3
2020,1,"Ciutat Vella",1,"el Raval",7,"1981 - 1990",1
2020,1,"Ciutat Vella",1,"el Raval",7,"1991 - 2000",3
2020,1,"Ciutat Vella",1,"el Raval",7,"2001 - 2005",3
2020,1,"Ciutat Vella",1,"el Raval",7,"2006 - 2010",14
2020,1,"Ciutat Vella",1,"el Raval",7,"2011 - 2015",1
2020,1,"Ciutat Vella",1,"el Raval",8,"Abans de 1901",85
2020,1,"Ciutat Vella",1,"el Raval",8,"1901 - 1940",15
2020,1,"Ciutat Vella",1,"el Raval",8,"1941 - 1950",3
2020,1,"Ciutat Vella",1,"el Raval",8,"1951 - 1960",2
2020,1,"Ciutat Vella",1,"el Raval",8,"1961 - 1970",2
2020,1,"Ciutat Vella",1,"el Raval",8,"1971 - 1980",2
2020,1,"Ciutat Vella",1,"el Raval",8,"1991 - 2000",2
2020,1,"Ciutat Vella",1,"el Raval",8,"2006 - 2010",4
2020,1,"Ciutat Vella",1,"el Raval",8,"2011 - 2015",5
2020,1,"Ciutat Vella",1,"el Raval",9,"Abans de 1901",55
2020,1,"Ciutat Vella",1,"el Raval",9,"1901 - 1940",7
2020,1,"Ciutat Vella",1,"el Raval",9,"1951 - 1960",1
2020,1,"Ciutat Vella",1,"el Raval",9,"1961 - 1970",3
2020,1,"Ciutat Vella",1,"el Raval",9,"1971 - 1980",1
2020,1,"Ciutat Vella",1,"el Raval",9,"1991 - 2000",1
2020,1,"Ciutat Vella",1,"el Raval",9,"2001 - 2005",15
2020,1,"Ciutat Vella",1,"el Raval",10,"Abans de 1901",79
2020,1,"Ciutat Vella",1,"el Raval",10,"1901 - 1940",9
2020,1,"Ciutat Vella",1,"el Raval",10,"1941 - 1950",2
2020,1,"Ciutat Vella",1,"el Raval",10,"1961 - 1970",1
2020,1,"Ciutat Vella",1,"el Raval",10,"1971 - 1980",3
2020,1,"Ciutat Vella",1,"el Raval",10,"1991 - 2000",6
2020,1,"Ciutat Vella",1,"el Raval",10,"2001 - 2005",2
2020,1,"Ciutat Vella",1,"el Raval",10,"2006 - 2010",2
2020,1,"Ciutat Vella",1,"el Raval",11,"Abans de 1901",143
2020,1,"Ciutat Vella",1,"el Raval",11,"1901 - 1940",10
2020,1,"Ciutat Vella",1,"el Raval",11,"1941 - 1950",2
2020,1,"Ciutat Vella",1,"el Raval",11,"1961 - 1970",3
2020,1,"Ciutat Vella",1,"el Raval",11,"1971 - 1980",7
2020,1,"Ciutat Vella",1,"el Raval",11,"1981 - 1990",3
2020,1,"Ciutat Vella",1,"el Raval",11,"1991 - 2000",3
2020,1,"Ciutat Vella",1,"el Raval",11,"2001 - 2005",5
2020,1,"Ciutat Vella",1,"el Raval",12,"Abans de 1901",73
2020,1,"Ciutat Vella",1,"el Raval",12,"1901 - 1940",14
2020,1,"Ciutat Vella",1,"el Raval",12,"1941 - 1950",2
2020,1,"Ciutat Vella",1,"el Raval",12,"1971 - 1980",6
2020,1,"Ciutat Vella",1,"el Raval",12,"1981 - 1990",1
2020,1,"Ciutat Vella",1,"el Raval",12,"1991 - 2000",3
2020,1,"Ciutat Vella",1,"el Raval",12,"2001 - 2005",11
2020,1,"Ciutat Vella",1,"el Raval",13,"Abans de 1901",14
2020,1,"Ciutat Vella",1,"el Raval",13,"1901 - 1940",10
2020,1,"Ciutat Vella",1,"el Raval",13,"1941 - 1950",1
2020,1,"Ciutat Vella",1,"el Raval",13,"1951 - 1960",2
2020,1,"Ciutat Vella",1,"el Raval",13,"1961 - 1970",7
2020,1,"Ciutat Vella",1,"el Raval",13,"1971 - 1980",1
2020,1,"Ciutat Vella",1,"el Raval",13,"1991 - 2000",2
2020,1,"Ciutat Vella",1,"el Raval",13,"2001 - 2005",2
2020,1,"Ciutat Vella",1,"el Raval",14,"Abans de 1901",62
2020,1,"Ciutat Vella",1,"el Raval",14,"1901 - 1940",7
2020,1,"Ciutat Vella",1,"el Raval",14,"1961 - 1970",1
2020,1,"Ciutat Vella",1,"el Raval",14,"1991 - 2000",1
2020,1,"Ciutat Vella",1,"el Raval",15,"Abans de 1901",50
2020,1,"Ciutat Vella",1,"el Raval",15,"1901 - 1940",9
2020,1,"Ciutat Vella",1,"el Raval",15,"1941 - 1950",2
2020,1,"Ciutat Vella",1,"el Raval",15,"1951 - 1960",1
2020,1,"Ciutat Vella",1,"el Raval",15,"1961 - 1970",3
2020,1,"Ciutat Vella",1,"el Raval",15,"1971 - 1980",10
2020,1,"Ciutat Vella",1,"el Raval",15,"1991 - 2000",3
2020,1,"Ciutat Vella",1,"el Raval",15,"2006 - 2010",1
2020,1,"Ciutat Vella",1,"el Raval",16,"Abans de 1901",65
2020,1,"Ciutat Vella",1,"el Raval",16,"1901 - 1940",28
2020,1,"Ciutat Vella",1,"el Raval",16,"1981 - 1990",2
2020,1,"Ciutat Vella",1,"el Raval",16,"1991 - 2000",2
2020,1,"Ciutat Vella",1,"el Raval",17,"Abans de 1901",72
2020,1,"Ciutat Vella",1,"el Raval",17,"1901 - 1940",19
2020,1,"Ciutat Vella",1,"el Raval",18,"Abans de 1901",48
2020,1,"Ciutat Vella",1,"el Raval",18,"1901 - 1940",3
2020,1,"Ciutat Vella",1,"el Raval",18,"1961 - 1970",2
2020,1,"Ciutat Vella",1,"el Raval",18,"1981 - 1990",6
2020,1,"Ciutat Vella",1,"el Raval",18,"1991 - 2000",7
2020,1,"Ciutat Vella",1,"el Raval",18,"2001 - 2005",1
2020,1,"Ciutat Vella",1,"el Raval",19,"Abans de 1901",177
2020,1,"Ciutat Vella",1,"el Raval",19,"1901 - 1940",10
2020,1,"Ciutat Vella",1,"el Raval",19,"1961 - 1970",7
2020,1,"Ciutat Vella",1,"el Raval",19,"1971 - 1980",3
2020,1,"Ciutat Vella",1,"el Raval",19,"1991 - 2000",4
2020,1,"Ciutat Vella",1,"el Raval",19,"2006 - 2010",1
2020,1,"Ciutat Vella",1,"el Raval",19,"2011 - 2015",2
2020,1,"Ciutat Vella",1,"el Raval",19,"2016 – 2020",1
2020,1,"Ciutat Vella",1,"el Raval",20,"Abans de 1901",107
2020,1,"Ciutat Vella",1,"el Raval",20,"1901 - 1940",29
2020,1,"Ciutat Vella",1,"el Raval",20,"1941 - 1950",6
2020,1,"Ciutat Vella",1,"el Raval",20,"1951 - 1960",4
2020,1,"Ciutat Vella",1,"el Raval",20,"1961 - 1970",6
2020,1,"Ciutat Vella",1,"el Raval",20,"1971 - 1980",1
2020,1,"Ciutat Vella",1,"el Raval",20,"1981 - 1990",1
2020,1,"Ciutat Vella",1,"el Raval",20,"1991 - 2000",13
2020,1,"Ciutat Vella",1,"el Raval",20,"2001 - 2005",2
2020,1,"Ciutat Vella",1,"el Raval",20,"2006 - 2010",1
2020,1,"Ciutat Vella",1,"el Raval",21,"Abans de 1901",93
2020,1,"Ciutat Vella",1,"el Raval",21,"1901 - 1940",81
2020,1,"Ciutat Vella",1,"el Raval",21,"1941 - 1950",2
2020,1,"Ciutat Vella",1,"el Raval",21,"1951 - 1960",6
2020,1,"Ciutat Vella",1,"el Raval",21,"1961 - 1970",7
2020,1,"Ciutat Vella",1,"el Raval",21,"1971 - 1980",2
2020,1,"Ciutat Vella",1,"el Raval",21,"1981 - 1990",3
2020,1,"Ciutat Vella",1,"el Raval",21,"1991 - 2000",21
2020,1,"Ciutat Vella",1,"el Raval",21,"2001 - 2005",4
2020,1,"Ciutat Vella",1,"el Raval",21,"2006 - 2010",5
2020,1,"Ciutat Vella",1,"el Raval",21,"2016 – 2020",1
2020,1,"Ciutat Vella",2,"el Gòtic",22,"Abans de 1901",86
2020,1,"Ciutat Vella",2,"el Gòtic",22,"1901 - 1940",35
2020,1,"Ciutat Vella",2,"el Gòtic",22,"1941 - 1950",4
2020,1,"Ciutat Vella",2,"el Gòtic",22,"1951 - 1960",11
2020,1,"Ciutat Vella",2,"el Gòtic",22,"1961 - 1970",14
2020,1,"Ciutat Vella",2,"el Gòtic",22,"1971 - 1980",16
2020,1,"Ciutat Vella",2,"el Gòtic",22,"1981 - 1990",8
2020,1,"Ciutat Vella",2,"el Gòtic",22,"1991 - 2000",7
2020,1,"Ciutat Vella",2,"el Gòtic",22,"2001 - 2005",2
2020,1,"Ciutat Vella",2,"el Gòtic",22,"2006 - 2010",3
2020,1,"Ciutat Vella",2,"el Gòtic",23,"Abans de 1901",178
2020,1,"Ciutat Vella",2,"el Gòtic",23,"1901 - 1940",41
2020,1,"Ciutat Vella",2,"el Gòtic",23,"1941 - 1950",10
2020,1,"Ciutat Vella",2,"el Gòtic",23,"1951 - 1960",10
2020,1,"Ciutat Vella",2,"el Gòtic",23,"1961 - 1970",18
2020,1,"Ciutat Vella",2,"el Gòtic",23,"1971 - 1980",8
2020,1,"Ciutat Vella",2,"el Gòtic",23,"1981 - 1990",2
2020,1,"Ciutat Vella",2,"el Gòtic",23,"1991 - 2000",4
2020,1,"Ciutat Vella",2,"el Gòtic",23,"2001 - 2005",6
2020,1,"Ciutat Vella",2,"el Gòtic",23,"2006 - 2010",4
2020,1,"Ciutat Vella",2,"el Gòtic",23,"2011 - 2015",2
2020,1,"Ciutat Vella",2,"el Gòtic",23,"2016 – 2020",2
2020,1,"Ciutat Vella",2,"el Gòtic",25,"Abans de 1901",141
2020,1,"Ciutat Vella",2,"el Gòtic",25,"1901 - 1940",34
2020,1,"Ciutat Vella",2,"el Gòtic",25,"1941 - 1950",5
2020,1,"Ciutat Vella",2,"el Gòtic",25,"1951 - 1960",6
2020,1,"Ciutat Vella",2,"el Gòtic",25,"1981 - 1990",2
2020,1,"Ciutat Vella",2,"el Gòtic",25,"1991 - 2000",2
2020,1,"Ciutat Vella",2,"el Gòtic",26,"Abans de 1901",124
2020,1,"Ciutat Vella",2,"el Gòtic",26,"1901 - 1940",24
2020,1,"Ciutat Vella",2,"el Gòtic",26,"1941 - 1950",4
2020,1,"Ciutat Vella",2,"el Gòtic",26,"1951 - 1960",4
2020,1,"Ciutat Vella",2,"el Gòtic",26,"1961 - 1970",6
2020,1,"Ciutat Vella",2,"el Gòtic",26,"1971 - 1980",1
2020,1,"Ciutat Vella",2,"el Gòtic",26,"1991 - 2000",8
2020,1,"Ciutat Vella",2,"el Gòtic",27,"Abans de 1901",98
2020,1,"Ciutat Vella",2,"el Gòtic",27,"1901 - 1940",22
2020,1,"Ciutat Vella",2,"el Gòtic",27,"1941 - 1950",1
2020,1,"Ciutat Vella",2,"el Gòtic",27,"1951 - 1960",1
2020,1,"Ciutat Vella",2,"el Gòtic",27,"1961 - 1970",1
2020,1,"Ciutat Vella",2,"el Gòtic",27,"1981 - 1990",3
2020,1,"Ciutat Vella",2,"el Gòtic",27,"1991 - 2000",3
2020,1,"Ciutat Vella",2,"el Gòtic",27,"2001 - 2005",1
2020,1,"Ciutat Vella",2,"el Gòtic",28,"Abans de 1901",160
2020,1,"Ciutat Vella",2,"el Gòtic",28,"1901 - 1940",101
2020,1,"Ciutat Vella",2,"el Gòtic",28,"1941 - 1950",7
2020,1,"Ciutat Vella",2,"el Gòtic",28,"1951 - 1960",3
2020,1,"Ciutat Vella",2,"el Gòtic",28,"1961 - 1970",9
2020,1,"Ciutat Vella",2,"el Gòtic",28,"1971 - 1980",10
2020,1,"Ciutat Vella",2,"el Gòtic",28,"1981 - 1990",4
2020,1,"Ciutat Vella",2,"el Gòtic",28,"1991 - 2000",9
2020,1,"Ciutat Vella",2,"el Gòtic",28,"2001 - 2005",2
2020,1,"Ciutat Vella",2,"el Gòtic",28,"2006 - 2010",2
2020,1,"Ciutat Vella",2,"el Gòtic",28,"2011 - 2015",1
2020,1,"Ciutat Vella",2,"el Gòtic",29,"Abans de 1901",95
2020,1,"Ciutat Vella",2,"el Gòtic",29,"1901 - 1940",48
2020,1,"Ciutat Vella",2,"el Gòtic",29,"1941 - 1950",5
2020,1,"Ciutat Vella",2,"el Gòtic",29,"1951 - 1960",2
2020,1,"Ciutat Vella",2,"el Gòtic",29,"1961 - 1970",14
2020,1,"Ciutat Vella",2,"el Gòtic",29,"1971 - 1980",5
2020,1,"Ciutat Vella",2,"el Gòtic",29,"1991 - 2000",2
2020,1,"Ciutat Vella",2,"el Gòtic",29,"2001 - 2005",1
2020,1,"Ciutat Vella",2,"el Gòtic",29,"2006 - 2010",5
2020,1,"Ciutat Vella",2,"el Gòtic",30,"Abans de 1901",102
2020,1,"Ciutat Vella",2,"el Gòtic",30,"1901 - 1940",42
2020,1,"Ciutat Vella",2,"el Gòtic",30,"1941 - 1950",6
2020,1,"Ciutat Vella",2,"el Gòtic",30,"1951 - 1960",5
2020,1,"Ciutat Vella",2,"el Gòtic",30,"1961 - 1970",6
2020,1,"Ciutat Vella",2,"el Gòtic",30,"1971 - 1980",8
2020,1,"Ciutat Vella",2,"el Gòtic",30,"1981 - 1990",5
2020,1,"Ciutat Vella",2,"el Gòtic",30,"1991 - 2000",12
2020,1,"Ciutat Vella",2,"el Gòtic",30,"2001 - 2005",3
2020,1,"Ciutat Vella",2,"el Gòtic",30,"2006 - 2010",1
2020,1,"Ciutat Vella",2,"el Gòtic",30,"2011 - 2015",4
2020,1,"Ciutat Vella",2,"el Gòtic",31,"Abans de 1901",121
2020,1,"Ciutat Vella",2,"el Gòtic",31,"1901 - 1940",18
2020,1,"Ciutat Vella",2,"el Gòtic",31,"1961 - 1970",3
2020,1,"Ciutat Vella",2,"el Gòtic",31,"1971 - 1980",1
2020,1,"Ciutat Vella",2,"el Gòtic",31,"1981 - 1990",1
2020,1,"Ciutat Vella",2,"el Gòtic",31,"1991 - 2000",5
2020,1,"Ciutat Vella",3,"la Barceloneta",32,"Abans de 1901",55
2020,1,"Ciutat Vella",3,"la Barceloneta",32,"1901 - 1940",57
2020,1,"Ciutat Vella",3,"la Barceloneta",32,"1941 - 1950",9
2020,1,"Ciutat Vella",3,"la Barceloneta",32,"1951 - 1960",12
2020,1,"Ciutat Vella",3,"la Barceloneta",32,"1961 - 1970",15
2020,1,"Ciutat Vella",3,"la Barceloneta",32,"1971 - 1980",4
2020,1,"Ciutat Vella",3,"la Barceloneta",32,"1981 - 1990",1
2020,1,"Ciutat Vella",3,"la Barceloneta",32,"1991 - 2000",6
2020,1,"Ciutat Vella",3,"la Barceloneta",32,"2006 - 2010",3
2020,1,"Ciutat Vella",3,"la Barceloneta",32,"2011 - 2015",1
2020,1,"Ciutat Vella",3,"la Barceloneta",33,"Abans de 1901",26
2020,1,"Ciutat Vella",3,"la Barceloneta",33,"1901 - 1940",26
2020,1,"Ciutat Vella",3,"la Barceloneta",33,"1941 - 1950",5
2020,1,"Ciutat Vella",3,"la Barceloneta",33,"1951 - 1960",16
2020,1,"Ciutat Vella",3,"la Barceloneta",33,"1961 - 1970",5
2020,1,"Ciutat Vella",3,"la Barceloneta",33,"1971 - 1980",4
2020,1,"Ciutat Vella",3,"la Barceloneta",33,"1981 - 1990",1
2020,1,"Ciutat Vella",3,"la Barceloneta",33,"2001 - 2005",3
2020,1,"Ciutat Vella",3,"la Barceloneta",33,"2011 - 2015",1
2020,1,"Ciutat Vella",3,"la Barceloneta",34,"Abans de 1901",19
2020,1,"Ciutat Vella",3,"la Barceloneta",34,"1901 - 1940",36
2020,1,"Ciutat Vella",3,"la Barceloneta",34,"1941 - 1950",3
2020,1,"Ciutat Vella",3,"la Barceloneta",34,"1951 - 1960",7
2020,1,"Ciutat Vella",3,"la Barceloneta",34,"1961 - 1970",3
2020,1,"Ciutat Vella",3,"la Barceloneta",34,"1971 - 1980",1
2020,1,"Ciutat Vella",3,"la Barceloneta",34,"1981 - 1990",2
2020,1,"Ciutat Vella",3,"la Barceloneta",34,"1991 - 2000",1
2020,1,"Ciutat Vella",3,"la Barceloneta",34,"2001 - 2005",6
2020,1,"Ciutat Vella",3,"la Barceloneta",34,"2006 - 2010",2
2020,1,"Ciutat Vella",3,"la Barceloneta",34,"2011 - 2015",2
2020,1,"Ciutat Vella",3,"la Barceloneta",35,"Abans de 1901",26
2020,1,"Ciutat Vella",3,"la Barceloneta",35,"1901 - 1940",25
2020,1,"Ciutat Vella",3,"la Barceloneta",35,"1941 - 1950",3
2020,1,"Ciutat Vella",3,"la Barceloneta",35,"1951 - 1960",4
2020,1,"Ciutat Vella",3,"la Barceloneta",35,"1961 - 1970",5
2020,1,"Ciutat Vella",3,"la Barceloneta",35,"1991 - 2000",1
2020,1,"Ciutat Vella",3,"la Barceloneta",35,"2001 - 2005",2
2020,1,"Ciutat Vella",3,"la Barceloneta",35,"2011 - 2015",1
2020,1,"Ciutat Vella",3,"la Barceloneta",36,"Abans de 1901",10
2020,1,"Ciutat Vella",3,"la Barceloneta",36,"1901 - 1940",14
2020,1,"Ciutat Vella",3,"la Barceloneta",36,"1941 - 1950",1
2020,1,"Ciutat Vella",3,"la Barceloneta",36,"1951 - 1960",2
2020,1,"Ciutat Vella",3,"la Barceloneta",36,"1961 - 1970",3
2020,1,"Ciutat Vella",3,"la Barceloneta",36,"1971 - 1980",4
2020,1,"Ciutat Vella",3,"la Barceloneta",36,"1981 - 1990",7
2020,1,"Ciutat Vella",3,"la Barceloneta",36,"1991 - 2000",18
2020,1,"Ciutat Vella",3,"la Barceloneta",36,"2001 - 2005",14
2020,1,"Ciutat Vella",3,"la Barceloneta",36,"2006 - 2010",5
2020,1,"Ciutat Vella",3,"la Barceloneta",37,"Abans de 1901",25
2020,1,"Ciutat Vella",3,"la Barceloneta",37,"1901 - 1940",11
2020,1,"Ciutat Vella",3,"la Barceloneta",37,"1941 - 1950",2
2020,1,"Ciutat Vella",3,"la Barceloneta",37,"1951 - 1960",4
2020,1,"Ciutat Vella",3,"la Barceloneta",37,"1961 - 1970",5
2020,1,"Ciutat Vella",3,"la Barceloneta",37,"1971 - 1980",1
2020,1,"Ciutat Vella",3,"la Barceloneta",37,"1981 - 1990",2
2020,1,"Ciutat Vella",3,"la Barceloneta",37,"1991 - 2000",2
2020,1,"Ciutat Vella",3,"la Barceloneta",37,"2011 - 2015",4
2020,1,"Ciutat Vella",3,"la Barceloneta",38,"Abans de 1901",78
2020,1,"Ciutat Vella",3,"la Barceloneta",38,"1901 - 1940",19
2020,1,"Ciutat Vella",3,"la Barceloneta",38,"1941 - 1950",4
2020,1,"Ciutat Vella",3,"la Barceloneta",38,"1951 - 1960",7
2020,1,"Ciutat Vella",3,"la Barceloneta",38,"1961 - 1970",11
2020,1,"Ciutat Vella",3,"la Barceloneta",38,"1971 - 1980",3
2020,1,"Ciutat Vella",3,"la Barceloneta",38,"1981 - 1990",1
2020,1,"Ciutat Vella",3,"la Barceloneta",38,"2001 - 2005",2
2020,1,"Ciutat Vella",3,"la Barceloneta",39,"Abans de 1901",34
2020,1,"Ciutat Vella",3,"la Barceloneta",39,"1901 - 1940",41
2020,1,"Ciutat Vella",3,"la Barceloneta",39,"1941 - 1950",23
2020,1,"Ciutat Vella",3,"la Barceloneta",39,"1951 - 1960",5
2020,1,"Ciutat Vella",3,"la Barceloneta",39,"1961 - 1970",9
2020,1,"Ciutat Vella",3,"la Barceloneta",39,"1971 - 1980",6
2020,1,"Ciutat Vella",3,"la Barceloneta",39,"1991 - 2000",2
2020,1,"Ciutat Vella",3,"la Barceloneta",39,"2001 - 2005",1
2020,1,"Ciutat Vella",3,"la Barceloneta",39,"2006 - 2010",2
2020,1,"Ciutat Vella",3,"la Barceloneta",40,"Abans de 1901",18
2020,1,"Ciutat Vella",3,"la Barceloneta",40,"1901 - 1940",52
2020,1,"Ciutat Vella",3,"la Barceloneta",40,"1941 - 1950",16
2020,1,"Ciutat Vella",3,"la Barceloneta",40,"1951 - 1960",11
2020,1,"Ciutat Vella",3,"la Barceloneta",40,"1961 - 1970",8
2020,1,"Ciutat Vella",3,"la Barceloneta",40,"1971 - 1980",2
2020,1,"Ciutat Vella",3,"la Barceloneta",40,"1991 - 2000",3
2020,1,"Ciutat Vella",3,"la Barceloneta",40,"2001 - 2005",2
2020,1,"Ciutat Vella",3,"la Barceloneta",40,"2006 - 2010",1
2020,1,"Ciutat Vella",3,"la Barceloneta",41,"Abans de 1901",58
2020,1,"Ciutat Vella",3,"la Barceloneta",41,"1901 - 1940",109
2020,1,"Ciutat Vella",3,"la Barceloneta",41,"1941 - 1950",4
2020,1,"Ciutat Vella",3,"la Barceloneta",41,"1951 - 1960",4
2020,1,"Ciutat Vella",3,"la Barceloneta",41,"1961 - 1970",5
2020,1,"Ciutat Vella",3,"la Barceloneta",41,"1971 - 1980",1
2020,1,"Ciutat Vella",3,"la Barceloneta",41,"1991 - 2000",3
2020,1,"Ciutat Vella",3,"la Barceloneta",41,"2001 - 2005",2
2020,1,"Ciutat Vella",3,"la Barceloneta",41,"2006 - 2010",2
2020,1,"Ciutat Vella",3,"la Barceloneta",41,"2016 – 2020",1
2020,1,"Ciutat Vella",3,"la Barceloneta",42,"Abans de 1901",39
2020,1,"Ciutat Vella",3,"la Barceloneta",42,"1901 - 1940",19
2020,1,"Ciutat Vella",3,"la Barceloneta",42,"1951 - 1960",3
2020,1,"Ciutat Vella",3,"la Barceloneta",42,"1961 - 1970",6
2020,1,"Ciutat Vella",3,"la Barceloneta",42,"1981 - 1990",4
2020,1,"Ciutat Vella",3,"la Barceloneta",42,"1991 - 2000",7
2020,1,"Ciutat Vella",3,"la Barceloneta",42,"2001 - 2005",8
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",43,"Abans de 1901",108
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",43,"1901 - 1940",17
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",43,"1941 - 1950",8
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",43,"1951 - 1960",4
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",43,"1961 - 1970",3
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",43,"1971 - 1980",4
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",43,"1981 - 1990",1
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",43,"1991 - 2000",4
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",43,"2001 - 2005",9
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",43,"2006 - 2010",8
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",43,"2011 - 2015",3
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",44,"Abans de 1901",62
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",44,"1901 - 1940",25
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",44,"1951 - 1960",2
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",44,"1971 - 1980",1
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",44,"1981 - 1990",11
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",44,"1991 - 2000",10
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",44,"2001 - 2005",2
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",44,"2006 - 2010",4
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",44,"2011 - 2015",1
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",45,"Abans de 1901",172
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",45,"1901 - 1940",54
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",45,"1951 - 1960",3
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",45,"1961 - 1970",8
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",45,"1971 - 1980",3
