"Any","Codi_districte","Nom_districte","Codi_barri","Nom_barri","Seccio_censal","Desc_us_desti_principal","Concepte","Nombre"
2020,1,"Ciutat Vella",1,"el Raval",1,"Habitatge","Valor_€",66843289.37
2020,1,"Ciutat Vella",1,"el Raval",1,"Aparcaments","Valor_€",2085314.09
2020,1,"Ciutat Vella",1,"el Raval",1,"Comerç","Valor_€",11496160.2
2020,1,"Ciutat Vella",1,"el Raval",1,"Magatzem","Valor_€",8153377.19
2020,1,"Ciutat Vella",1,"el Raval",1,"Oficina","Valor_€",19477571.05
2020,1,"Ciutat Vella",1,"el Raval",1,"Hotel","Valor_€",5839170.76
2020,1,"Ciutat Vella",1,"el Raval",1,"Ensenyament","Valor_€",24542663.44
2020,1,"Ciutat Vella",1,"el Raval",1,"Sanitat","Valor_€",3702630.96
2020,1,"Ciutat Vella",1,"el Raval",1,"Religiós","Valor_€",976395.84
2020,1,"Ciutat Vella",1,"el Raval",1,"Adm.Pública","Valor_€",9485613.64
2020,1,"Ciutat Vella",1,"el Raval",1,"Espectacles","Valor_€",379007.09
2020,1,"Ciutat Vella",1,"el Raval",2,"Habitatge","Valor_€",50391861.47
2020,1,"Ciutat Vella",1,"el Raval",2,"Aparcaments","Valor_€",980732.84
2020,1,"Ciutat Vella",1,"el Raval",2,"Comerç","Valor_€",6962714.81
2020,1,"Ciutat Vella",1,"el Raval",2,"Magatzem","Valor_€",4241510.92
2020,1,"Ciutat Vella",1,"el Raval",2,"Oficina","Valor_€",682258.77
2020,1,"Ciutat Vella",1,"el Raval",2,"Hotel","Valor_€",21832501.2
2020,1,"Ciutat Vella",1,"el Raval",2,"Ensenyament","Valor_€",7860726.51
2020,1,"Ciutat Vella",1,"el Raval",2,"Esportiu","Valor_€",2089744.07
2020,1,"Ciutat Vella",1,"el Raval",2,"Espectacles","Valor_€",6251614.32
2020,1,"Ciutat Vella",1,"el Raval",3,"Habitatge","Valor_€",71770437.46
2020,1,"Ciutat Vella",1,"el Raval",3,"Aparcaments","Valor_€",8225259.18
2020,1,"Ciutat Vella",1,"el Raval",3,"Comerç","Valor_€",10060146.33
2020,1,"Ciutat Vella",1,"el Raval",3,"Magatzem","Valor_€",2885028.32
2020,1,"Ciutat Vella",1,"el Raval",3,"Oficina","Valor_€",5319242.98
2020,1,"Ciutat Vella",1,"el Raval",3,"Hotel","Valor_€",21414058.97
2020,1,"Ciutat Vella",1,"el Raval",3,"Ensenyament","Valor_€",125338.23
2020,1,"Ciutat Vella",1,"el Raval",3,"Sanitat","Valor_€",7751059.75
2020,1,"Ciutat Vella",1,"el Raval",3,"Esportiu","Valor_€",37800.3
2020,1,"Ciutat Vella",1,"el Raval",3,"Espectacles","Valor_€",226466.11
2020,1,"Ciutat Vella",1,"el Raval",3,"Altres","Valor_€",264885.62
2020,1,"Ciutat Vella",1,"el Raval",4,"Habitatge","Valor_€",93477064.85
2020,1,"Ciutat Vella",1,"el Raval",4,"Aparcaments","Valor_€",9616135.12
2020,1,"Ciutat Vella",1,"el Raval",4,"Comerç","Valor_€",14898780.9
2020,1,"Ciutat Vella",1,"el Raval",4,"Magatzem","Valor_€",6376804.83
2020,1,"Ciutat Vella",1,"el Raval",4,"Oficina","Valor_€",5831309.24
2020,1,"Ciutat Vella",1,"el Raval",4,"Hotel","Valor_€",33404517.85
2020,1,"Ciutat Vella",1,"el Raval",4,"Ensenyament","Valor_€",18647451.15
2020,1,"Ciutat Vella",1,"el Raval",4,"Esportiu","Valor_€",2966872.79
2020,1,"Ciutat Vella",1,"el Raval",4,"Religiós","Valor_€",1503112.8
2020,1,"Ciutat Vella",1,"el Raval",4,"Adm.Pública","Valor_€",6535214.39
2020,1,"Ciutat Vella",1,"el Raval",4,"Espectacles","Valor_€",4538062.83
2020,1,"Ciutat Vella",1,"el Raval",5,"Habitatge","Valor_€",98744697.45
2020,1,"Ciutat Vella",1,"el Raval",5,"Aparcaments","Valor_€",4082983.68
2020,1,"Ciutat Vella",1,"el Raval",5,"Comerç","Valor_€",26076834.62
2020,1,"Ciutat Vella",1,"el Raval",5,"Magatzem","Valor_€",7923337.67
2020,1,"Ciutat Vella",1,"el Raval",5,"Oficina","Valor_€",1283606.09
2020,1,"Ciutat Vella",1,"el Raval",5,"Hotel","Valor_€",54186247.86
2020,1,"Ciutat Vella",1,"el Raval",5,"Adm.Pública","Valor_€",3488764.16
2020,1,"Ciutat Vella",1,"el Raval",5,"Espectacles","Valor_€",66074469.72
2020,1,"Ciutat Vella",1,"el Raval",5,"Altres","Valor_€",4811.65
2020,1,"Ciutat Vella",1,"el Raval",6,"Habitatge","Valor_€",61516021.54
2020,1,"Ciutat Vella",1,"el Raval",6,"Aparcaments","Valor_€",2865486.99
2020,1,"Ciutat Vella",1,"el Raval",6,"Comerç","Valor_€",8741338.38
2020,1,"Ciutat Vella",1,"el Raval",6,"Magatzem","Valor_€",2568696.84
2020,1,"Ciutat Vella",1,"el Raval",6,"Oficina","Valor_€",312132.32
2020,1,"Ciutat Vella",1,"el Raval",6,"Hotel","Valor_€",31072932.34
2020,1,"Ciutat Vella",1,"el Raval",6,"Sanitat","Valor_€",1437419.92
2020,1,"Ciutat Vella",1,"el Raval",6,"Religiós","Valor_€",5772002.92
2020,1,"Ciutat Vella",1,"el Raval",6,"Espectacles","Valor_€",3020203.62
2020,1,"Ciutat Vella",1,"el Raval",7,"Habitatge","Valor_€",56544688.33
2020,1,"Ciutat Vella",1,"el Raval",7,"Aparcaments","Valor_€",3802172.02
2020,1,"Ciutat Vella",1,"el Raval",7,"Comerç","Valor_€",8992613.71
2020,1,"Ciutat Vella",1,"el Raval",7,"Magatzem","Valor_€",4095721.6
2020,1,"Ciutat Vella",1,"el Raval",7,"Oficina","Valor_€",9650317.48
2020,1,"Ciutat Vella",1,"el Raval",7,"Hotel","Valor_€",14550209.43
2020,1,"Ciutat Vella",1,"el Raval",7,"Esportiu","Valor_€",26989.73
2020,1,"Ciutat Vella",1,"el Raval",7,"Espectacles","Valor_€",10676504.3
2020,1,"Ciutat Vella",1,"el Raval",8,"Habitatge","Valor_€",62827893.58
2020,1,"Ciutat Vella",1,"el Raval",8,"Aparcaments","Valor_€",1883682.75
2020,1,"Ciutat Vella",1,"el Raval",8,"Comerç","Valor_€",4328703.46
2020,1,"Ciutat Vella",1,"el Raval",8,"Magatzem","Valor_€",2305828.43
2020,1,"Ciutat Vella",1,"el Raval",8,"Hotel","Valor_€",637384.39
2020,1,"Ciutat Vella",1,"el Raval",8,"Indústria","Valor_€",269536.96
2020,1,"Ciutat Vella",1,"el Raval",8,"Sanitat","Valor_€",3042927.58
2020,1,"Ciutat Vella",1,"el Raval",9,"Habitatge","Valor_€",54798484.97
2020,1,"Ciutat Vella",1,"el Raval",9,"Aparcaments","Valor_€",2151271.92
2020,1,"Ciutat Vella",1,"el Raval",9,"Comerç","Valor_€",6722983.42
2020,1,"Ciutat Vella",1,"el Raval",9,"Magatzem","Valor_€",1698726.16
2020,1,"Ciutat Vella",1,"el Raval",9,"Oficina","Valor_€",1075652.55
2020,1,"Ciutat Vella",1,"el Raval",9,"Hotel","Valor_€",48835.8
2020,1,"Ciutat Vella",1,"el Raval",9,"Ensenyament","Valor_€",2494925.72
2020,1,"Ciutat Vella",1,"el Raval",9,"Esportiu","Valor_€",564052.69
2020,1,"Ciutat Vella",1,"el Raval",9,"Sòl sense edificar","Valor_€",9549.63
2020,1,"Ciutat Vella",1,"el Raval",10,"Habitatge","Valor_€",46092515.16
2020,1,"Ciutat Vella",1,"el Raval",10,"Aparcaments","Valor_€",3060271.59
2020,1,"Ciutat Vella",1,"el Raval",10,"Comerç","Valor_€",6327872.44
2020,1,"Ciutat Vella",1,"el Raval",10,"Magatzem","Valor_€",6017304.43
2020,1,"Ciutat Vella",1,"el Raval",10,"Oficina","Valor_€",864087.02
2020,1,"Ciutat Vella",1,"el Raval",10,"Hotel","Valor_€",5203191.55
2020,1,"Ciutat Vella",1,"el Raval",10,"Indústria","Valor_€",45947.96
2020,1,"Ciutat Vella",1,"el Raval",10,"Esportiu","Valor_€",112192.76
2020,1,"Ciutat Vella",1,"el Raval",11,"Habitatge","Valor_€",76314241.64
2020,1,"Ciutat Vella",1,"el Raval",11,"Aparcaments","Valor_€",773870.23
2020,1,"Ciutat Vella",1,"el Raval",11,"Comerç","Valor_€",7929317.28
2020,1,"Ciutat Vella",1,"el Raval",11,"Magatzem","Valor_€",2651002.69
2020,1,"Ciutat Vella",1,"el Raval",11,"Oficina","Valor_€",2060222.59
2020,1,"Ciutat Vella",1,"el Raval",11,"Hotel","Valor_€",3182408.77
2020,1,"Ciutat Vella",1,"el Raval",11,"Ensenyament","Valor_€",11246411.72
2020,1,"Ciutat Vella",1,"el Raval",11,"Indústria","Valor_€",1243.69
2020,1,"Ciutat Vella",1,"el Raval",11,"Esportiu","Valor_€",2239950.3
2020,1,"Ciutat Vella",1,"el Raval",11,"Religiós","Valor_€",1127778.94
2020,1,"Ciutat Vella",1,"el Raval",11,"Espectacles","Valor_€",307061.27
2020,1,"Ciutat Vella",1,"el Raval",12,"Habitatge","Valor_€",59393711.74
2020,1,"Ciutat Vella",1,"el Raval",12,"Aparcaments","Valor_€",873156.83
2020,1,"Ciutat Vella",1,"el Raval",12,"Comerç","Valor_€",3847600.15
2020,1,"Ciutat Vella",1,"el Raval",12,"Magatzem","Valor_€",472140.55
2020,1,"Ciutat Vella",1,"el Raval",12,"Oficina","Valor_€",1822883.03
2020,1,"Ciutat Vella",1,"el Raval",12,"Ensenyament","Valor_€",1108415.47
2020,1,"Ciutat Vella",1,"el Raval",12,"Indústria","Valor_€",156694.9
2020,1,"Ciutat Vella",1,"el Raval",12,"Religiós","Valor_€",1182446.05
2020,1,"Ciutat Vella",1,"el Raval",13,"Habitatge","Valor_€",42678092.9
2020,1,"Ciutat Vella",1,"el Raval",13,"Aparcaments","Valor_€",1315718.01
2020,1,"Ciutat Vella",1,"el Raval",13,"Comerç","Valor_€",4336186.6
2020,1,"Ciutat Vella",1,"el Raval",13,"Magatzem","Valor_€",1856233.29
2020,1,"Ciutat Vella",1,"el Raval",13,"Hotel","Valor_€",1964824.06
2020,1,"Ciutat Vella",1,"el Raval",14,"Habitatge","Valor_€",46884784.27
2020,1,"Ciutat Vella",1,"el Raval",14,"Aparcaments","Valor_€",441938.17
2020,1,"Ciutat Vella",1,"el Raval",14,"Comerç","Valor_€",3502472.8
2020,1,"Ciutat Vella",1,"el Raval",14,"Magatzem","Valor_€",618016.5
2020,1,"Ciutat Vella",1,"el Raval",14,"Hotel","Valor_€",161522.48
2020,1,"Ciutat Vella",1,"el Raval",15,"Habitatge","Valor_€",63577840.5
2020,1,"Ciutat Vella",1,"el Raval",15,"Aparcaments","Valor_€",2246828.66
2020,1,"Ciutat Vella",1,"el Raval",15,"Comerç","Valor_€",4270893.6
2020,1,"Ciutat Vella",1,"el Raval",15,"Magatzem","Valor_€",1610674.05
2020,1,"Ciutat Vella",1,"el Raval",15,"Oficina","Valor_€",3945299.7
2020,1,"Ciutat Vella",1,"el Raval",15,"Hotel","Valor_€",5004709.53
2020,1,"Ciutat Vella",1,"el Raval",16,"Habitatge","Valor_€",59589402.04
2020,1,"Ciutat Vella",1,"el Raval",16,"Aparcaments","Valor_€",979193.34
2020,1,"Ciutat Vella",1,"el Raval",16,"Comerç","Valor_€",7610781.24
2020,1,"Ciutat Vella",1,"el Raval",16,"Magatzem","Valor_€",1394381.54
2020,1,"Ciutat Vella",1,"el Raval",16,"Oficina","Valor_€",870264.22
2020,1,"Ciutat Vella",1,"el Raval",16,"Hotel","Valor_€",3242267.12
2020,1,"Ciutat Vella",1,"el Raval",16,"Espectacles","Valor_€",848438.77
2020,1,"Ciutat Vella",1,"el Raval",17,"Habitatge","Valor_€",56853025.72
2020,1,"Ciutat Vella",1,"el Raval",17,"Comerç","Valor_€",2110431.48
2020,1,"Ciutat Vella",1,"el Raval",17,"Magatzem","Valor_€",855443.16
2020,1,"Ciutat Vella",1,"el Raval",17,"Oficina","Valor_€",125648.43
2020,1,"Ciutat Vella",1,"el Raval",17,"Hotel","Valor_€",62653.33
2020,1,"Ciutat Vella",1,"el Raval",18,"Habitatge","Valor_€",48305530.07
2020,1,"Ciutat Vella",1,"el Raval",18,"Aparcaments","Valor_€",4402204.78
2020,1,"Ciutat Vella",1,"el Raval",18,"Comerç","Valor_€",10278909.03
2020,1,"Ciutat Vella",1,"el Raval",18,"Magatzem","Valor_€",6206915.45
2020,1,"Ciutat Vella",1,"el Raval",18,"Oficina","Valor_€",1719868.8
2020,1,"Ciutat Vella",1,"el Raval",18,"Hotel","Valor_€",4094579.47
2020,1,"Ciutat Vella",1,"el Raval",18,"Ensenyament","Valor_€",52046030.85
2020,1,"Ciutat Vella",1,"el Raval",18,"Religiós","Valor_€",1397202.0
2020,1,"Ciutat Vella",1,"el Raval",18,"Adm.Pública","Valor_€",2378476.8
2020,1,"Ciutat Vella",1,"el Raval",19,"Habitatge","Valor_€",110219121.32
2020,1,"Ciutat Vella",1,"el Raval",19,"Aparcaments","Valor_€",1419866.16
2020,1,"Ciutat Vella",1,"el Raval",19,"Comerç","Valor_€",31027101.44
2020,1,"Ciutat Vella",1,"el Raval",19,"Magatzem","Valor_€",5005605.88
2020,1,"Ciutat Vella",1,"el Raval",19,"Oficina","Valor_€",10646629.92
2020,1,"Ciutat Vella",1,"el Raval",19,"Hotel","Valor_€",20836912.29
2020,1,"Ciutat Vella",1,"el Raval",19,"Ensenyament","Valor_€",25886814.33
2020,1,"Ciutat Vella",1,"el Raval",19,"Religiós","Valor_€",574566.59
2020,1,"Ciutat Vella",1,"el Raval",20,"Habitatge","Valor_€",123440964.17
2020,1,"Ciutat Vella",1,"el Raval",20,"Aparcaments","Valor_€",10414597.72
2020,1,"Ciutat Vella",1,"el Raval",20,"Comerç","Valor_€",30719617.14
2020,1,"Ciutat Vella",1,"el Raval",20,"Magatzem","Valor_€",17172024.65
2020,1,"Ciutat Vella",1,"el Raval",20,"Oficina","Valor_€",7520427.12
2020,1,"Ciutat Vella",1,"el Raval",20,"Hotel","Valor_€",83700715.22
2020,1,"Ciutat Vella",1,"el Raval",20,"Ensenyament","Valor_€",13889301.61
2020,1,"Ciutat Vella",1,"el Raval",20,"Sanitat","Valor_€",2290317.85
2020,1,"Ciutat Vella",1,"el Raval",20,"Esportiu","Valor_€",145698.69
2020,1,"Ciutat Vella",1,"el Raval",20,"Religiós","Valor_€",7157013.3
2020,1,"Ciutat Vella",1,"el Raval",20,"Adm.Pública","Valor_€",5951459.3
2020,1,"Ciutat Vella",1,"el Raval",20,"Espectacles","Valor_€",2305143.26
2020,1,"Ciutat Vella",1,"el Raval",21,"Habitatge","Valor_€",164132093.28
2020,1,"Ciutat Vella",1,"el Raval",21,"Aparcaments","Valor_€",7866557.14
2020,1,"Ciutat Vella",1,"el Raval",21,"Comerç","Valor_€",107858281.49
2020,1,"Ciutat Vella",1,"el Raval",21,"Magatzem","Valor_€",8910832.68
2020,1,"Ciutat Vella",1,"el Raval",21,"Oficina","Valor_€",40345840.87
2020,1,"Ciutat Vella",1,"el Raval",21,"Hotel","Valor_€",94235475.82
2020,1,"Ciutat Vella",1,"el Raval",21,"Ensenyament","Valor_€",4690337.43
2020,1,"Ciutat Vella",1,"el Raval",21,"Sanitat","Valor_€",1983341.5
2020,1,"Ciutat Vella",1,"el Raval",21,"Religiós","Valor_€",2723944.34
2020,1,"Ciutat Vella",1,"el Raval",21,"Adm.Pública","Valor_€",1138720.0
2020,1,"Ciutat Vella",1,"el Raval",21,"Espectacles","Valor_€",1854181.68
2020,1,"Ciutat Vella",2,"el Gòtic",22,"Habitatge","Valor_€",159252731.44
2020,1,"Ciutat Vella",2,"el Gòtic",22,"Aparcaments","Valor_€",12272511.44
2020,1,"Ciutat Vella",2,"el Gòtic",22,"Comerç","Valor_€",356672844.24
2020,1,"Ciutat Vella",2,"el Gòtic",22,"Magatzem","Valor_€",35239595.97
2020,1,"Ciutat Vella",2,"el Gòtic",22,"Oficina","Valor_€",102110335.27
2020,1,"Ciutat Vella",2,"el Gòtic",22,"Hotel","Valor_€",111866940.73
2020,1,"Ciutat Vella",2,"el Gòtic",22,"Ensenyament","Valor_€",7531703.38
2020,1,"Ciutat Vella",2,"el Gòtic",22,"Esportiu","Valor_€",94829.48
2020,1,"Ciutat Vella",2,"el Gòtic",22,"Religiós","Valor_€",3455759.07
2020,1,"Ciutat Vella",2,"el Gòtic",22,"Adm.Pública","Valor_€",30306064.34
2020,1,"Ciutat Vella",2,"el Gòtic",22,"Espectacles","Valor_€",3425666.87
2020,1,"Ciutat Vella",2,"el Gòtic",22,"Altres","Valor_€",131172.75
2020,1,"Ciutat Vella",2,"el Gòtic",23,"Habitatge","Valor_€",176502264.1
2020,1,"Ciutat Vella",2,"el Gòtic",23,"Aparcaments","Valor_€",14889160.66
2020,1,"Ciutat Vella",2,"el Gòtic",23,"Comerç","Valor_€",156712391.48
2020,1,"Ciutat Vella",2,"el Gòtic",23,"Magatzem","Valor_€",15191154.69
2020,1,"Ciutat Vella",2,"el Gòtic",23,"Oficina","Valor_€",118360487.32
2020,1,"Ciutat Vella",2,"el Gòtic",23,"Hotel","Valor_€",98488097.6
2020,1,"Ciutat Vella",2,"el Gòtic",23,"Ensenyament","Valor_€",3872543.77
2020,1,"Ciutat Vella",2,"el Gòtic",23,"Esportiu","Valor_€",306161.72
2020,1,"Ciutat Vella",2,"el Gòtic",23,"Religiós","Valor_€",5427601.84
2020,1,"Ciutat Vella",2,"el Gòtic",23,"Adm.Pública","Valor_€",33406025.03
2020,1,"Ciutat Vella",2,"el Gòtic",23,"Espectacles","Valor_€",1701492.59
2020,1,"Ciutat Vella",2,"el Gòtic",25,"Habitatge","Valor_€",105548396.99
2020,1,"Ciutat Vella",2,"el Gòtic",25,"Aparcaments","Valor_€",4347269.5
2020,1,"Ciutat Vella",2,"el Gòtic",25,"Comerç","Valor_€",17424814.67
2020,1,"Ciutat Vella",2,"el Gòtic",25,"Magatzem","Valor_€",6026473.06
2020,1,"Ciutat Vella",2,"el Gòtic",25,"Oficina","Valor_€",20946577.38
2020,1,"Ciutat Vella",2,"el Gòtic",25,"Hotel","Valor_€",12939567.84
2020,1,"Ciutat Vella",2,"el Gòtic",25,"Ensenyament","Valor_€",29615003.54
2020,1,"Ciutat Vella",2,"el Gòtic",25,"Sanitat","Valor_€",564144.0
2020,1,"Ciutat Vella",2,"el Gòtic",25,"Religiós","Valor_€",16482153.94
2020,1,"Ciutat Vella",2,"el Gòtic",25,"Adm.Pública","Valor_€",15347891.3
2020,1,"Ciutat Vella",2,"el Gòtic",26,"Habitatge","Valor_€",87626134.33
2020,1,"Ciutat Vella",2,"el Gòtic",26,"Aparcaments","Valor_€",411143.82
2020,1,"Ciutat Vella",2,"el Gòtic",26,"Comerç","Valor_€",13957126.22
2020,1,"Ciutat Vella",2,"el Gòtic",26,"Magatzem","Valor_€",9919249.75
2020,1,"Ciutat Vella",2,"el Gòtic",26,"Oficina","Valor_€",26162828.54
2020,1,"Ciutat Vella",2,"el Gòtic",26,"Hotel","Valor_€",37046532.47
2020,1,"Ciutat Vella",2,"el Gòtic",26,"Ensenyament","Valor_€",13064344.52
2020,1,"Ciutat Vella",2,"el Gòtic",26,"Sanitat","Valor_€",2165183.55
2020,1,"Ciutat Vella",2,"el Gòtic",26,"Religiós","Valor_€",2074516.21
2020,1,"Ciutat Vella",2,"el Gòtic",26,"Adm.Pública","Valor_€",28924445.69
2020,1,"Ciutat Vella",2,"el Gòtic",27,"Habitatge","Valor_€",101161782.82
2020,1,"Ciutat Vella",2,"el Gòtic",27,"Aparcaments","Valor_€",210903.85
2020,1,"Ciutat Vella",2,"el Gòtic",27,"Comerç","Valor_€",13253844.63
2020,1,"Ciutat Vella",2,"el Gòtic",27,"Magatzem","Valor_€",6051121.8
2020,1,"Ciutat Vella",2,"el Gòtic",27,"Oficina","Valor_€",11824192.58
2020,1,"Ciutat Vella",2,"el Gòtic",27,"Hotel","Valor_€",20673570.59
2020,1,"Ciutat Vella",2,"el Gòtic",27,"Indústria","Valor_€",62274.54
2020,1,"Ciutat Vella",2,"el Gòtic",27,"Sanitat","Valor_€",648967.92
2020,1,"Ciutat Vella",2,"el Gòtic",27,"Religiós","Valor_€",607498.9
2020,1,"Ciutat Vella",2,"el Gòtic",27,"Adm.Pública","Valor_€",36958550.07
2020,1,"Ciutat Vella",2,"el Gòtic",28,"Habitatge","Valor_€",141754498.03
2020,1,"Ciutat Vella",2,"el Gòtic",28,"Aparcaments","Valor_€",5562597.74
2020,1,"Ciutat Vella",2,"el Gòtic",28,"Comerç","Valor_€",99884913.57
2020,1,"Ciutat Vella",2,"el Gòtic",28,"Magatzem","Valor_€",19335176.6
2020,1,"Ciutat Vella",2,"el Gòtic",28,"Oficina","Valor_€",22998239.72
2020,1,"Ciutat Vella",2,"el Gòtic",28,"Hotel","Valor_€",44691547.33
2020,1,"Ciutat Vella",2,"el Gòtic",28,"Ensenyament","Valor_€",4154101.28
2020,1,"Ciutat Vella",2,"el Gòtic",28,"Sanitat","Valor_€",1987085.91
2020,1,"Ciutat Vella",2,"el Gòtic",28,"Religiós","Valor_€",4265030.71
2020,1,"Ciutat Vella",2,"el Gòtic",29,"Habitatge","Valor_€",79061019.92
2020,1,"Ciutat Vella",2,"el Gòtic",29,"Comerç","Valor_€",30439121.83
2020,1,"Ciutat Vella",2,"el Gòtic",29,"Magatzem","Valor_€",10152303.42
2020,1,"Ciutat Vella",2,"el Gòtic",29,"Oficina","Valor_€",3457171.97
2020,1,"Ciutat Vella",2,"el Gòtic",29,"Hotel","Valor_€",42620504.19
2020,1,"Ciutat Vella",2,"el Gòtic",29,"Ensenyament","Valor_€",2541343.28
2020,1,"Ciutat Vella",2,"el Gòtic",29,"Indústria","Valor_€",16306.65
2020,1,"Ciutat Vella",2,"el Gòtic",29,"Esportiu","Valor_€",25590.55
2020,1,"Ciutat Vella",2,"el Gòtic",29,"Religiós","Valor_€",2234074.87
2020,1,"Ciutat Vella",2,"el Gòtic",29,"Espectacles","Valor_€",817850.3
2020,1,"Ciutat Vella",2,"el Gòtic",29,"Sòl sense edificar","Valor_€",9091.06
2020,1,"Ciutat Vella",2,"el Gòtic",30,"Habitatge","Valor_€",136609269.42
2020,1,"Ciutat Vella",2,"el Gòtic",30,"Aparcaments","Valor_€",7649082.87
2020,1,"Ciutat Vella",2,"el Gòtic",30,"Comerç","Valor_€",12852381.09
2020,1,"Ciutat Vella",2,"el Gòtic",30,"Magatzem","Valor_€",8778278.8
2020,1,"Ciutat Vella",2,"el Gòtic",30,"Oficina","Valor_€",11287840.31
2020,1,"Ciutat Vella",2,"el Gòtic",30,"Hotel","Valor_€",39465712.38
2020,1,"Ciutat Vella",2,"el Gòtic",30,"Ensenyament","Valor_€",20394373.01
2020,1,"Ciutat Vella",2,"el Gòtic",30,"Indústria","Valor_€",35275.18
2020,1,"Ciutat Vella",2,"el Gòtic",30,"Sanitat","Valor_€",1552423.51
2020,1,"Ciutat Vella",2,"el Gòtic",30,"Esportiu","Valor_€",3128094.11
2020,1,"Ciutat Vella",2,"el Gòtic",30,"Adm.Pública","Valor_€",19830973.87
2020,1,"Ciutat Vella",2,"el Gòtic",30,"Espectacles","Valor_€",316865.41
2020,1,"Ciutat Vella",2,"el Gòtic",31,"Habitatge","Valor_€",94590391.8
2020,1,"Ciutat Vella",2,"el Gòtic",31,"Aparcaments","Valor_€",84496.73
2020,1,"Ciutat Vella",2,"el Gòtic",31,"Comerç","Valor_€",12732974.22
2020,1,"Ciutat Vella",2,"el Gòtic",31,"Magatzem","Valor_€",3226441.38
2020,1,"Ciutat Vella",2,"el Gòtic",31,"Oficina","Valor_€",13792882.58
2020,1,"Ciutat Vella",2,"el Gòtic",31,"Hotel","Valor_€",14370355.34
2020,1,"Ciutat Vella",2,"el Gòtic",31,"Ensenyament","Valor_€",3050103.01
2020,1,"Ciutat Vella",2,"el Gòtic",31,"Indústria","Valor_€",104317.53
2020,1,"Ciutat Vella",2,"el Gòtic",31,"Religiós","Valor_€",2462060.64
2020,1,"Ciutat Vella",2,"el Gòtic",31,"Adm.Pública","Valor_€",8915878.4
2020,1,"Ciutat Vella",3,"la Barceloneta",32,"Habitatge","Valor_€",75601870.45
2020,1,"Ciutat Vella",3,"la Barceloneta",32,"Aparcaments","Valor_€",4916964.97
2020,1,"Ciutat Vella",3,"la Barceloneta",32,"Comerç","Valor_€",6166894.55
2020,1,"Ciutat Vella",3,"la Barceloneta",32,"Magatzem","Valor_€",2321498.43
2020,1,"Ciutat Vella",3,"la Barceloneta",32,"Oficina","Valor_€",2981588.14
2020,1,"Ciutat Vella",3,"la Barceloneta",32,"Hotel","Valor_€",8133852.39
2020,1,"Ciutat Vella",3,"la Barceloneta",32,"Ensenyament","Valor_€",77116.28
2020,1,"Ciutat Vella",3,"la Barceloneta",32,"Sanitat","Valor_€",2936407.71
2020,1,"Ciutat Vella",3,"la Barceloneta",32,"Esportiu","Valor_€",30683.88
2020,1,"Ciutat Vella",3,"la Barceloneta",33,"Habitatge","Valor_€",39822453.88
2020,1,"Ciutat Vella",3,"la Barceloneta",33,"Aparcaments","Valor_€",16743.04
2020,1,"Ciutat Vella",3,"la Barceloneta",33,"Comerç","Valor_€",1733172.87
2020,1,"Ciutat Vella",3,"la Barceloneta",33,"Magatzem","Valor_€",1037199.74
2020,1,"Ciutat Vella",3,"la Barceloneta",33,"Oficina","Valor_€",308229.6
2020,1,"Ciutat Vella",3,"la Barceloneta",33,"Hotel","Valor_€",2669569.61
2020,1,"Ciutat Vella",3,"la Barceloneta",33,"Sanitat","Valor_€",1650934.17
2020,1,"Ciutat Vella",3,"la Barceloneta",34,"Habitatge","Valor_€",34770874.35
2020,1,"Ciutat Vella",3,"la Barceloneta",34,"Comerç","Valor_€",1079233.38
2020,1,"Ciutat Vella",3,"la Barceloneta",34,"Magatzem","Valor_€",469954.98
2020,1,"Ciutat Vella",3,"la Barceloneta",34,"Hotel","Valor_€",737374.39
2020,1,"Ciutat Vella",3,"la Barceloneta",35,"Habitatge","Valor_€",38271951.98
2020,1,"Ciutat Vella",3,"la Barceloneta",35,"Comerç","Valor_€",1158234.33
2020,1,"Ciutat Vella",3,"la Barceloneta",35,"Magatzem","Valor_€",641989.55
2020,1,"Ciutat Vella",3,"la Barceloneta",35,"Hotel","Valor_€",891107.05
2020,1,"Ciutat Vella",3,"la Barceloneta",35,"Ensenyament","Valor_€",4188125.76
2020,1,"Ciutat Vella",3,"la Barceloneta",35,"Sanitat","Valor_€",1627483.0
2020,1,"Ciutat Vella",3,"la Barceloneta",36,"Habitatge","Valor_€",74580849.07
2020,1,"Ciutat Vella",3,"la Barceloneta",36,"Aparcaments","Valor_€",85713392.98
2020,1,"Ciutat Vella",3,"la Barceloneta",36,"Comerç","Valor_€",35660525.98
2020,1,"Ciutat Vella",3,"la Barceloneta",36,"Magatzem","Valor_€",14084981.97
2020,1,"Ciutat Vella",3,"la Barceloneta",36,"Oficina","Valor_€",209046008.81
2020,1,"Ciutat Vella",3,"la Barceloneta",36,"Hotel","Valor_€",174431309.98
2020,1,"Ciutat Vella",3,"la Barceloneta",36,"Ensenyament","Valor_€",23584934.62
2020,1,"Ciutat Vella",3,"la Barceloneta",36,"Indústria","Valor_€",101455869.18
2020,1,"Ciutat Vella",3,"la Barceloneta",36,"Sanitat","Valor_€",31279564.81
2020,1,"Ciutat Vella",3,"la Barceloneta",36,"Esportiu","Valor_€",11480518.73
2020,1,"Ciutat Vella",3,"la Barceloneta",36,"Espectacles","Valor_€",576796.16
2020,1,"Ciutat Vella",3,"la Barceloneta",36,"Altres","Valor_€",374657.91
