"Anys_Periode","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Nombre"
"2004-2008",1,"Ciutat Vella",1,"el Raval",19.3
"2004-2008",1,"Ciutat Vella",2,"el Barri Gòtic",9.7
"2004-2008",1,"Ciutat Vella",3,"la Barceloneta",11.6
"2004-2008",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",17.0
"2004-2008",2,"Eixample",5,"el Fort Pienc",3.5
"2004-2008",2,"Eixample",6,"la Sagrada Família",4.2
"2004-2008",2,"Eixample",7,"la Dreta de l'Eixample",2.7
"2004-2008",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",4.6
"2004-2008",2,"Eixample",9,"la Nova Esquerra de l'Eixample",3.5
"2004-2008",2,"Eixample",10,"Sant Antoni",6.9
"2004-2008",3,"Sants-Montjuïc",11,"el Poble Sec",13.0
"2004-2008",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",26.5
"2004-2008",3,"Sants-Montjuïc",13,"la Marina de Port",9.1
"2004-2008",3,"Sants-Montjuïc",14,"la Font de la Guatlla",1.1
"2004-2008",3,"Sants-Montjuïc",15,"Hostafrancs",14.3
"2004-2008",3,"Sants-Montjuïc",16,"la Bordeta",8.7
"2004-2008",3,"Sants-Montjuïc",17,"Sants - Badal",3.8
"2004-2008",3,"Sants-Montjuïc",18,"Sants",6.7
"2004-2008",4,"Les Corts",19,"les Corts",1.7
"2004-2008",4,"Les Corts",20,"la Maternitat i Sant Ramon",1.1
"2004-2008",4,"Les Corts",21,"Pedralbes",0.0
"2004-2008",5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",3.7
"2004-2008",5,"Sarrià-Sant Gervasi",23,"Sarrià",4.4
"2004-2008",5,"Sarrià-Sant Gervasi",24,"les Tres Torres",1.0
"2004-2008",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",0.7
"2004-2008",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",1.8
"2004-2008",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",2.4
"2004-2008",6,"Gràcia",28,"Vallcarca i els Penitents",4.6
"2004-2008",6,"Gràcia",29,"el Coll",4.3
"2004-2008",6,"Gràcia",30,"la Salut",2.8
"2004-2008",6,"Gràcia",31,"la Vila de Gràcia",8.0
"2004-2008",6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",3.5
"2004-2008",7,"Horta-Guinardó",33,"el Baix Guinardó",5.4
"2004-2008",7,"Horta-Guinardó",34,"Can Baró",6.2
"2004-2008",7,"Horta-Guinardó",35,"el Guinardó",8.0
"2004-2008",7,"Horta-Guinardó",36,"la Font d'en Fargues",1.0
"2004-2008",7,"Horta-Guinardó",37,"el Carmel",8.8
"2004-2008",7,"Horta-Guinardó",38,"la Teixonera",11.9
"2004-2008",7,"Horta-Guinardó",39,"Sant Genís dels Agudells",7.1
"2004-2008",7,"Horta-Guinardó",40,"Montbau",3.5
"2004-2008",7,"Horta-Guinardó",41,"la Vall d'Hebron",3.1
"2004-2008",7,"Horta-Guinardó",42,"la Clota",18.5
"2004-2008",7,"Horta-Guinardó",43,"Horta",4.5
"2004-2008",8,"Nou Barris",44,"Vilapicina i la Torre Llobeta",7.5
"2004-2008",8,"Nou Barris",45,"Porta",11.6
"2004-2008",8,"Nou Barris",46,"el Turó de la Peira",16.6
"2004-2008",8,"Nou Barris",47,"Can Peguera",36.8
"2004-2008",8,"Nou Barris",48,"la Guineueta",4.5
"2004-2008",8,"Nou Barris",49,"Canyelles",4.1
"2004-2008",8,"Nou Barris",50,"les Roquetes",17.8
"2004-2008",8,"Nou Barris",51,"Verdun",18.8
"2004-2008",8,"Nou Barris",52,"la Prosperitat",8.7
"2004-2008",8,"Nou Barris",53,"la Trinitat Nova",22.7
"2004-2008",8,"Nou Barris",54,"Torre Baró",48.4
"2004-2008",8,"Nou Barris",55,"Ciutat Meridiana",27.9
"2004-2008",8,"Nou Barris",56,"Vallbona",6.6
"2004-2008",9,"Sant Andreu",57,"la Trinitat Vella",17.4
"2004-2008",9,"Sant Andreu",58,"Baró de Viver",26.6
"2004-2008",9,"Sant Andreu",59,"el Bon Pastor",23.3
"2004-2008",9,"Sant Andreu",60,"Sant Andreu",3.6
"2004-2008",9,"Sant Andreu",61,"la Sagrera",7.2
"2004-2008",9,"Sant Andreu",62,"el Congrés i els Indians",3.3
"2004-2008",9,"Sant Andreu",63,"Navas",4.5
"2004-2008",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",8.0
"2004-2008",10,"Sant Martí",65,"el Clot",6.0
"2004-2008",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",6.0
"2004-2008",10,"Sant Martí",67,"la Vila Olímpica del Poblenou",3.3
"2004-2008",10,"Sant Martí",68,"el Poblenou",6.0
"2004-2008",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",12.1
"2004-2008",10,"Sant Martí",70,"el Besòs i el Maresme",15.6
"2004-2008",10,"Sant Martí",71,"Provençals del Poblenou",7.4
"2004-2008",10,"Sant Martí",72,"Sant Martí de Provençals",10.1
"2004-2008",10,"Sant Martí",73,"la Verneda i la Pau",7.0
"2005-2009",1,"Ciutat Vella",1,"el Raval",19.8
"2005-2009",1,"Ciutat Vella",2,"el Barri Gòtic",8.2
"2005-2009",1,"Ciutat Vella",3,"la Barceloneta",14.9
"2005-2009",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",15.1
"2005-2009",2,"Eixample",5,"el Fort Pienc",4.8
"2005-2009",2,"Eixample",6,"la Sagrada Família",3.6
"2005-2009",2,"Eixample",7,"la Dreta de l'Eixample",1.9
"2005-2009",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",4.4
"2005-2009",2,"Eixample",9,"la Nova Esquerra de l'Eixample",3.6
"2005-2009",2,"Eixample",10,"Sant Antoni",6.8
"2005-2009",3,"Sants-Montjuïc",11,"el Poble Sec",12.9
"2005-2009",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",34.7
"2005-2009",3,"Sants-Montjuïc",13,"la Marina de Port",8.0
"2005-2009",3,"Sants-Montjuïc",14,"la Font de la Guatlla",1.1
"2005-2009",3,"Sants-Montjuïc",15,"Hostafrancs",15.2
"2005-2009",3,"Sants-Montjuïc",16,"la Bordeta",11.4
"2005-2009",3,"Sants-Montjuïc",17,"Sants - Badal",5.0
"2005-2009",3,"Sants-Montjuïc",18,"Sants",9.0
"2005-2009",4,"Les Corts",19,"les Corts",2.0
"2005-2009",4,"Les Corts",20,"la Maternitat i Sant Ramon",1.6
"2005-2009",4,"Les Corts",21,"Pedralbes",0.7
"2005-2009",5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",3.6
"2005-2009",5,"Sarrià-Sant Gervasi",23,"Sarrià",6.7
"2005-2009",5,"Sarrià-Sant Gervasi",24,"les Tres Torres",1.0
"2005-2009",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",1.1
"2005-2009",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",1.3
"2005-2009",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",2.4
"2005-2009",6,"Gràcia",28,"Vallcarca i els Penitents",3.3
"2005-2009",6,"Gràcia",29,"el Coll",5.8
"2005-2009",6,"Gràcia",30,"la Salut",3.6
"2005-2009",6,"Gràcia",31,"la Vila de Gràcia",6.7
"2005-2009",6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",3.8
"2005-2009",7,"Horta-Guinardó",33,"el Baix Guinardó",5.7
"2005-2009",7,"Horta-Guinardó",34,"Can Baró",6.4
"2005-2009",7,"Horta-Guinardó",35,"el Guinardó",9.0
"2005-2009",7,"Horta-Guinardó",36,"la Font d'en Fargues",1.0
"2005-2009",7,"Horta-Guinardó",37,"el Carmel",9.7
"2005-2009",7,"Horta-Guinardó",38,"la Teixonera",10.6
"2005-2009",7,"Horta-Guinardó",39,"Sant Genís dels Agudells",5.6
"2005-2009",7,"Horta-Guinardó",40,"Montbau",3.5
"2005-2009",7,"Horta-Guinardó",41,"la Vall d'Hebron",1.6
"2005-2009",7,"Horta-Guinardó",42,"la Clota",0.0
"2005-2009",7,"Horta-Guinardó",43,"Horta",6.1
"2005-2009",8,"Nou Barris",44,"Vilapicina i la Torre Llobeta",7.6
"2005-2009",8,"Nou Barris",45,"Porta",14.4
"2005-2009",8,"Nou Barris",46,"el Turó de la Peira",17.7
"2005-2009",8,"Nou Barris",47,"Can Peguera",36.8
"2005-2009",8,"Nou Barris",48,"la Guineueta",5.3
"2005-2009",8,"Nou Barris",49,"Canyelles",6.5
"2005-2009",8,"Nou Barris",50,"les Roquetes",22.5
"2005-2009",8,"Nou Barris",51,"Verdun",19.9
"2005-2009",8,"Nou Barris",52,"la Prosperitat",8.2
"2005-2009",8,"Nou Barris",53,"la Trinitat Nova",22.4
"2005-2009",8,"Nou Barris",54,"Torre Baró",44.6
"2005-2009",8,"Nou Barris",55,"Ciutat Meridiana",33.1
"2005-2009",8,"Nou Barris",56,"Vallbona",6.0
"2005-2009",9,"Sant Andreu",57,"la Trinitat Vella",21.8
"2005-2009",9,"Sant Andreu",58,"Baró de Viver",19.8
"2005-2009",9,"Sant Andreu",59,"el Bon Pastor",23.3
"2005-2009",9,"Sant Andreu",60,"Sant Andreu",3.7
"2005-2009",9,"Sant Andreu",61,"la Sagrera",6.1
"2005-2009",9,"Sant Andreu",62,"el Congrés i els Indians",3.2
"2005-2009",9,"Sant Andreu",63,"Navas",4.1
"2005-2009",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",8.5
"2005-2009",10,"Sant Martí",65,"el Clot",5.9
"2005-2009",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",6.3
"2005-2009",10,"Sant Martí",67,"la Vila Olímpica del Poblenou",3.1
"2005-2009",10,"Sant Martí",68,"el Poblenou",6.1
"2005-2009",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",10.2
"2005-2009",10,"Sant Martí",70,"el Besòs i el Maresme",13.3
"2005-2009",10,"Sant Martí",71,"Provençals del Poblenou",8.4
"2005-2009",10,"Sant Martí",72,"Sant Martí de Provençals",9.0
"2005-2009",10,"Sant Martí",73,"la Verneda i la Pau",7.7
"2006-2010",1,"Ciutat Vella",1,"el Raval",18.7
"2006-2010",1,"Ciutat Vella",2,"el Barri Gòtic",6.8
"2006-2010",1,"Ciutat Vella",3,"la Barceloneta",16.5
"2006-2010",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",16.4
"2006-2010",2,"Eixample",5,"el Fort Pienc",3.9
"2006-2010",2,"Eixample",6,"la Sagrada Família",3.4
"2006-2010",2,"Eixample",7,"la Dreta de l'Eixample",1.6
"2006-2010",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",3.8
"2006-2010",2,"Eixample",9,"la Nova Esquerra de l'Eixample",3.1
"2006-2010",2,"Eixample",10,"Sant Antoni",7.5
"2006-2010",3,"Sants-Montjuïc",11,"el Poble Sec",12.6
"2006-2010",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",38.2
"2006-2010",3,"Sants-Montjuïc",13,"la Marina de Port",8.3
"2006-2010",3,"Sants-Montjuïc",14,"la Font de la Guatlla",0.0
"2006-2010",3,"Sants-Montjuïc",15,"Hostafrancs",13.4
"2006-2010",3,"Sants-Montjuïc",16,"la Bordeta",11.3
"2006-2010",3,"Sants-Montjuïc",17,"Sants - Badal",6.6
"2006-2010",3,"Sants-Montjuïc",18,"Sants",9.2
"2006-2010",4,"Les Corts",19,"les Corts",1.8
"2006-2010",4,"Les Corts",20,"la Maternitat i Sant Ramon",1.6
"2006-2010",4,"Les Corts",21,"Pedralbes",0.7
"2006-2010",5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",1.8
"2006-2010",5,"Sarrià-Sant Gervasi",23,"Sarrià",6.1
"2006-2010",5,"Sarrià-Sant Gervasi",24,"les Tres Torres",0.9
"2006-2010",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",1.0
"2006-2010",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",0.9
"2006-2010",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",2.7
"2006-2010",6,"Gràcia",28,"Vallcarca i els Penitents",4.6
"2006-2010",6,"Gràcia",29,"el Coll",4.3
"2006-2010",6,"Gràcia",30,"la Salut",2.2
"2006-2010",6,"Gràcia",31,"la Vila de Gràcia",5.9
"2006-2010",6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",3.6
"2006-2010",7,"Horta-Guinardó",33,"el Baix Guinardó",6.0
"2006-2010",7,"Horta-Guinardó",34,"Can Baró",5.5
"2006-2010",7,"Horta-Guinardó",35,"el Guinardó",9.4
"2006-2010",7,"Horta-Guinardó",36,"la Font d'en Fargues",2.1
"2006-2010",7,"Horta-Guinardó",37,"el Carmel",10.3
"2006-2010",7,"Horta-Guinardó",38,"la Teixonera",10.0
"2006-2010",7,"Horta-Guinardó",39,"Sant Genís dels Agudells",5.7
"2006-2010",7,"Horta-Guinardó",40,"Montbau",0.0
"2006-2010",7,"Horta-Guinardó",41,"la Vall d'Hebron",1.7
"2006-2010",7,"Horta-Guinardó",42,"la Clota",0.0
"2006-2010",7,"Horta-Guinardó",43,"Horta",5.0
"2006-2010",8,"Nou Barris",44,"Vilapicina i la Torre Llobeta",6.1
"2006-2010",8,"Nou Barris",45,"Porta",13.3
"2006-2010",8,"Nou Barris",46,"el Turó de la Peira",17.5
"2006-2010",8,"Nou Barris",47,"Can Peguera",17.1
"2006-2010",8,"Nou Barris",48,"la Guineueta",5.2
"2006-2010",8,"Nou Barris",49,"Canyelles",9.3
"2006-2010",8,"Nou Barris",50,"les Roquetes",23.1
"2006-2010",8,"Nou Barris",51,"Verdun",20.0
"2006-2010",8,"Nou Barris",52,"la Prosperitat",8.4
"2006-2010",8,"Nou Barris",53,"la Trinitat Nova",21.9
"2006-2010",8,"Nou Barris",54,"Torre Baró",32.8
"2006-2010",8,"Nou Barris",55,"Ciutat Meridiana",33.3
"2006-2010",8,"Nou Barris",56,"Vallbona",17.4
"2006-2010",9,"Sant Andreu",57,"la Trinitat Vella",19.0
"2006-2010",9,"Sant Andreu",58,"Baró de Viver",20.1
"2006-2010",9,"Sant Andreu",59,"el Bon Pastor",22.1
"2006-2010",9,"Sant Andreu",60,"Sant Andreu",4.0
"2006-2010",9,"Sant Andreu",61,"la Sagrera",6.5
"2006-2010",9,"Sant Andreu",62,"el Congrés i els Indians",3.9
"2006-2010",9,"Sant Andreu",63,"Navas",4.2
"2006-2010",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",8.4
"2006-2010",10,"Sant Martí",65,"el Clot",4.6
"2006-2010",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",5.2
"2006-2010",10,"Sant Martí",67,"la Vila Olímpica del Poblenou",2.0
"2006-2010",10,"Sant Martí",68,"el Poblenou",5.4
"2006-2010",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",8.4
"2006-2010",10,"Sant Martí",70,"el Besòs i el Maresme",16.4
"2006-2010",10,"Sant Martí",71,"Provençals del Poblenou",8.0
"2006-2010",10,"Sant Martí",72,"Sant Martí de Provençals",10.9
"2006-2010",10,"Sant Martí",73,"la Verneda i la Pau",8.1
"2007-2011",1,"Ciutat Vella",1,"el Raval",18.7
"2007-2011",1,"Ciutat Vella",2,"el Barri Gòtic",6.8
"2007-2011",1,"Ciutat Vella",3,"la Barceloneta",14.1
"2007-2011",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",17.5
"2007-2011",2,"Eixample",5,"el Fort Pienc",3.3
"2007-2011",2,"Eixample",6,"la Sagrada Família",3.5
"2007-2011",2,"Eixample",7,"la Dreta de l'Eixample",1.4
"2007-2011",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",3.8
"2007-2011",2,"Eixample",9,"la Nova Esquerra de l'Eixample",3.2
"2007-2011",2,"Eixample",10,"Sant Antoni",7.7
"2007-2011",3,"Sants-Montjuïc",11,"el Poble Sec",12.0
"2007-2011",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",45.8
"2007-2011",3,"Sants-Montjuïc",13,"la Marina de Port",9.6
"2007-2011",3,"Sants-Montjuïc",14,"la Font de la Guatlla",0.0
"2007-2011",3,"Sants-Montjuïc",15,"Hostafrancs",14.5
"2007-2011",3,"Sants-Montjuïc",16,"la Bordeta",12.4
"2007-2011",3,"Sants-Montjuïc",17,"Sants - Badal",7.6
"2007-2011",3,"Sants-Montjuïc",18,"Sants",9.9
"2007-2011",4,"Les Corts",19,"les Corts",1.7
"2007-2011",4,"Les Corts",20,"la Maternitat i Sant Ramon",2.5
"2007-2011",4,"Les Corts",21,"Pedralbes",2.0
"2007-2011",5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",0.0
"2007-2011",5,"Sarrià-Sant Gervasi",23,"Sarrià",5.6
"2007-2011",5,"Sarrià-Sant Gervasi",24,"les Tres Torres",0.0
"2007-2011",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",0.7
"2007-2011",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",0.7
"2007-2011",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",2.6
"2007-2011",6,"Gràcia",28,"Vallcarca i els Penitents",4.0
"2007-2011",6,"Gràcia",29,"el Coll",7.1
"2007-2011",6,"Gràcia",30,"la Salut",3.0
"2007-2011",6,"Gràcia",31,"la Vila de Gràcia",5.1
"2007-2011",6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",3.7
"2007-2011",7,"Horta-Guinardó",33,"el Baix Guinardó",6.8
"2007-2011",7,"Horta-Guinardó",34,"Can Baró",4.5
"2007-2011",7,"Horta-Guinardó",35,"el Guinardó",9.8
"2007-2011",7,"Horta-Guinardó",36,"la Font d'en Fargues",2.1
"2007-2011",7,"Horta-Guinardó",37,"el Carmel",11.5
"2007-2011",7,"Horta-Guinardó",38,"la Teixonera",11.9
"2007-2011",7,"Horta-Guinardó",39,"Sant Genís dels Agudells",2.9
"2007-2011",7,"Horta-Guinardó",40,"Montbau",6.0
"2007-2011",7,"Horta-Guinardó",41,"la Vall d'Hebron",1.8
"2007-2011",7,"Horta-Guinardó",42,"la Clota",0.0
"2007-2011",7,"Horta-Guinardó",43,"Horta",7.0
"2007-2011",8,"Nou Barris",44,"Vilapicina i la Torre Llobeta",6.5
"2007-2011",8,"Nou Barris",45,"Porta",15.1
"2007-2011",8,"Nou Barris",46,"el Turó de la Peira",20.1
"2007-2011",8,"Nou Barris",47,"Can Peguera",19.9
"2007-2011",8,"Nou Barris",48,"la Guineueta",5.1
"2007-2011",8,"Nou Barris",49,"Canyelles",8.6
"2007-2011",8,"Nou Barris",50,"les Roquetes",29.4
"2007-2011",8,"Nou Barris",51,"Verdun",20.1
"2007-2011",8,"Nou Barris",52,"la Prosperitat",10.2
"2007-2011",8,"Nou Barris",53,"la Trinitat Nova",29.1
"2007-2011",8,"Nou Barris",54,"Torre Baró",31.3
"2007-2011",8,"Nou Barris",55,"Ciutat Meridiana",31.5
"2007-2011",8,"Nou Barris",56,"Vallbona",11.8
"2007-2011",9,"Sant Andreu",57,"la Trinitat Vella",21.3
"2007-2011",9,"Sant Andreu",58,"Baró de Viver",16.6
"2007-2011",9,"Sant Andreu",59,"el Bon Pastor",18.9
"2007-2011",9,"Sant Andreu",60,"Sant Andreu",4.5
"2007-2011",9,"Sant Andreu",61,"la Sagrera",6.2
"2007-2011",9,"Sant Andreu",62,"el Congrés i els Indians",3.7
"2007-2011",9,"Sant Andreu",63,"Navas",3.3
"2007-2011",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",11.2
"2007-2011",10,"Sant Martí",65,"el Clot",4.3
"2007-2011",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",3.1
"2007-2011",10,"Sant Martí",67,"la Vila Olímpica del Poblenou",1.8
"2007-2011",10,"Sant Martí",68,"el Poblenou",6.7
"2007-2011",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",8.2
"2007-2011",10,"Sant Martí",70,"el Besòs i el Maresme",14.8
"2007-2011",10,"Sant Martí",71,"Provençals del Poblenou",6.5
"2007-2011",10,"Sant Martí",72,"Sant Martí de Provençals",9.0
"2007-2011",10,"Sant Martí",73,"la Verneda i la Pau",7.5
"2008-2012",1,"Ciutat Vella",1,"el Raval",17.1
"2008-2012",1,"Ciutat Vella",2,"el Barri Gòtic",2.6
"2008-2012",1,"Ciutat Vella",3,"la Barceloneta",8.3
"2008-2012",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",13.4
"2008-2012",2,"Eixample",5,"el Fort Pienc",3.7
"2008-2012",2,"Eixample",6,"la Sagrada Família",4.8
"2008-2012",2,"Eixample",7,"la Dreta de l'Eixample",0.5
"2008-2012",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",3.8
"2008-2012",2,"Eixample",9,"la Nova Esquerra de l'Eixample",3.9
"2008-2012",2,"Eixample",10,"Sant Antoni",6.0
"2008-2012",3,"Sants-Montjuïc",11,"el Poble Sec",11.7
"2008-2012",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",32.1
"2008-2012",3,"Sants-Montjuïc",13,"la Marina de Port",8.2
"2008-2012",3,"Sants-Montjuïc",14,"la Font de la Guatlla",1.1
"2008-2012",3,"Sants-Montjuïc",15,"Hostafrancs",11.9
"2008-2012",3,"Sants-Montjuïc",16,"la Bordeta",11.0
"2008-2012",3,"Sants-Montjuïc",17,"Sants - Badal",8.9
"2008-2012",3,"Sants-Montjuïc",18,"Sants",10.4
"2008-2012",4,"Les Corts",19,"les Corts",1.5
"2008-2012",4,"Les Corts",20,"la Maternitat i Sant Ramon",3.8
"2008-2012",4,"Les Corts",21,"Pedralbes",2.6
"2008-2012",5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",1.9
"2008-2012",5,"Sarrià-Sant Gervasi",23,"Sarrià",5.2
"2008-2012",5,"Sarrià-Sant Gervasi",24,"les Tres Torres",0.0
"2008-2012",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",0.3
"2008-2012",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",1.0
