"﻿""Any""","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Sexe","Any_alta_padro","Nombre"
2020,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Dona","Més de 15 anys",332
2020,3,"Sants-Montjuïc",13,"la Marina de Port","Dona","Més de 15 anys",9082
2020,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Dona","Més de 15 anys",2883
2020,3,"Sants-Montjuïc",15,"Hostafrancs","Dona","Més de 15 anys",3884
2020,3,"Sants-Montjuïc",16,"la Bordeta","Dona","Més de 15 anys",5673
2020,3,"Sants-Montjuïc",17,"Sants - Badal","Dona","Més de 15 anys",6692
2020,3,"Sants-Montjuïc",18,"Sants","Dona","Més de 15 anys",11128
2020,4,"Les Corts",19,"les Corts","Dona","Més de 15 anys",14276
2020,4,"Les Corts",20,"la Maternitat i Sant Ramon","Dona","Més de 15 anys",7152
2020,4,"Les Corts",21,"Pedralbes","Dona","Més de 15 anys",3178
2020,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Dona","Més de 15 anys",1201
2020,5,"Sarrià-Sant Gervasi",23,"Sarrià","Dona","Més de 15 anys",6961
2020,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Dona","Més de 15 anys",4845
2020,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Dona","Més de 15 anys",7520
2020,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Dona","Més de 15 anys",13867
2020,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Dona","Més de 15 anys",8604
2020,6,"Gràcia",28,"Vallcarca i els Penitents","Dona","Més de 15 anys",4672
2020,6,"Gràcia",29,"el Coll","Dona","Més de 15 anys",2205
2020,6,"Gràcia",30,"la Salut","Dona","Més de 15 anys",4132
2020,6,"Gràcia",31,"la Vila de Gràcia","Dona","Més de 15 anys",12907
2020,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Dona","Més de 15 anys",10668
2020,7,"Horta-Guinardó",33,"el Baix Guinardó","Dona","Més de 15 anys",8091
2020,7,"Horta-Guinardó",34,"Can Baró","Dona","Més de 15 anys",2696
2020,7,"Horta-Guinardó",35,"el Guinardó","Dona","Més de 15 anys",10905
2020,7,"Horta-Guinardó",36,"la Font d'en Fargues","Dona","Més de 15 anys",3254
2020,7,"Horta-Guinardó",37,"el Carmel","Dona","Més de 15 anys",9593
2020,7,"Horta-Guinardó",38,"la Teixonera","Dona","Més de 15 anys",3508
2020,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Dona","Més de 15 anys",2190
2020,7,"Horta-Guinardó",40,"Montbau","Dona","Més de 15 anys",1694
2020,7,"Horta-Guinardó",41,"la Vall d'Hebron","Dona","Més de 15 anys",1991
2020,7,"Horta-Guinardó",42,"la Clota","Dona","Més de 15 anys",189
2020,7,"Horta-Guinardó",43,"Horta","Dona","Més de 15 anys",8801
2020,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Dona","Més de 15 anys",8332
2020,8,"Nou Barris",45,"Porta","Dona","Més de 15 anys",7633
2020,8,"Nou Barris",46,"el Turó de la Peira","Dona","Més de 15 anys",4159
2020,8,"Nou Barris",47,"Can Peguera","Dona","Més de 15 anys",748
2020,8,"Nou Barris",48,"la Guineueta","Dona","Més de 15 anys",5273
2020,8,"Nou Barris",49,"Canyelles","Dona","Més de 15 anys",2549
2020,8,"Nou Barris",50,"les Roquetes","Dona","Més de 15 anys",4109
2020,8,"Nou Barris",51,"Verdun","Dona","Més de 15 anys",3514
2020,8,"Nou Barris",52,"la Prosperitat","Dona","Més de 15 anys",8260
2020,8,"Nou Barris",53,"la Trinitat Nova","Dona","Més de 15 anys",1964
2020,8,"Nou Barris",54,"Torre Baró","Dona","Més de 15 anys",676
2020,8,"Nou Barris",55,"Ciutat Meridiana","Dona","Més de 15 anys",2261
2020,8,"Nou Barris",56,"Vallbona","Dona","Més de 15 anys",315
2020,9,"Sant Andreu",57,"la Trinitat Vella","Dona","Més de 15 anys",2180
2020,9,"Sant Andreu",58,"Baró de Viver","Dona","Més de 15 anys",704
2020,9,"Sant Andreu",59,"el Bon Pastor","Dona","Més de 15 anys",3455
2020,9,"Sant Andreu",60,"Sant Andreu","Dona","Més de 15 anys",19048
2020,9,"Sant Andreu",61,"la Sagrera","Dona","Més de 15 anys",9025
2020,9,"Sant Andreu",62,"el Congrés i els Indians","Dona","Més de 15 anys",4390
2020,9,"Sant Andreu",63,"Navas","Dona","Més de 15 anys",6928
2020,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Dona","Més de 15 anys",11194
2020,10,"Sant Martí",65,"el Clot","Dona","Més de 15 anys",8060
2020,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Dona","Més de 15 anys",4141
2020,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Dona","Més de 15 anys",2587
2020,10,"Sant Martí",68,"el Poblenou","Dona","Més de 15 anys",8870
2020,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Dona","Més de 15 anys",3323
2020,10,"Sant Martí",70,"el Besòs i el Maresme","Dona","Més de 15 anys",5535
2020,10,"Sant Martí",71,"Provençals del Poblenou","Dona","Més de 15 anys",6090
2020,10,"Sant Martí",72,"Sant Martí de Provençals","Dona","Més de 15 anys",8347
2020,10,"Sant Martí",73,"la Verneda i la Pau","Dona","Més de 15 anys",9173
2020,1,"Ciutat Vella",1,"el Raval","Dona","No consta",12
2020,1,"Ciutat Vella",2,"el Barri Gòtic","Dona","No consta",5
2020,1,"Ciutat Vella",3,"la Barceloneta","Dona","No consta",2
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Dona","No consta",14
2020,2,"Eixample",5,"el Fort Pienc","Dona","No consta",9
2020,2,"Eixample",6,"la Sagrada Família","Dona","No consta",14
2020,2,"Eixample",7,"la Dreta de l'Eixample","Dona","No consta",15
2020,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Dona","No consta",7
2020,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Dona","No consta",18
2020,2,"Eixample",10,"Sant Antoni","Dona","No consta",13
2020,3,"Sants-Montjuïc",11,"el Poble Sec","Dona","No consta",18
2020,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Dona","No consta",0
2020,3,"Sants-Montjuïc",13,"la Marina de Port","Dona","No consta",8
2020,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Dona","No consta",1
2020,3,"Sants-Montjuïc",15,"Hostafrancs","Dona","No consta",4
2020,3,"Sants-Montjuïc",16,"la Bordeta","Dona","No consta",5
2020,3,"Sants-Montjuïc",17,"Sants - Badal","Dona","No consta",4
2020,3,"Sants-Montjuïc",18,"Sants","Dona","No consta",14
2020,4,"Les Corts",19,"les Corts","Dona","No consta",6
2020,4,"Les Corts",20,"la Maternitat i Sant Ramon","Dona","No consta",3
2020,4,"Les Corts",21,"Pedralbes","Dona","No consta",7
