"﻿""Any""","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Sexe","Any_alta_padro","Nombre"
2020,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Dona","No consta",1
2020,5,"Sarrià-Sant Gervasi",23,"Sarrià","Dona","No consta",16
2020,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Dona","No consta",3
2020,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Dona","No consta",10
2020,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Dona","No consta",18
2020,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Dona","No consta",18
2020,6,"Gràcia",28,"Vallcarca i els Penitents","Dona","No consta",5
2020,6,"Gràcia",29,"el Coll","Dona","No consta",1
2020,6,"Gràcia",30,"la Salut","Dona","No consta",1
2020,6,"Gràcia",31,"la Vila de Gràcia","Dona","No consta",17
2020,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Dona","No consta",8
2020,7,"Horta-Guinardó",33,"el Baix Guinardó","Dona","No consta",9
2020,7,"Horta-Guinardó",34,"Can Baró","Dona","No consta",5
2020,7,"Horta-Guinardó",35,"el Guinardó","Dona","No consta",5
2020,7,"Horta-Guinardó",36,"la Font d'en Fargues","Dona","No consta",1
2020,7,"Horta-Guinardó",37,"el Carmel","Dona","No consta",4
2020,7,"Horta-Guinardó",38,"la Teixonera","Dona","No consta",4
2020,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Dona","No consta",4
2020,7,"Horta-Guinardó",40,"Montbau","Dona","No consta",0
2020,7,"Horta-Guinardó",41,"la Vall d'Hebron","Dona","No consta",2
2020,7,"Horta-Guinardó",42,"la Clota","Dona","No consta",0
2020,7,"Horta-Guinardó",43,"Horta","Dona","No consta",10
2020,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Dona","No consta",5
2020,8,"Nou Barris",45,"Porta","Dona","No consta",2
2020,8,"Nou Barris",46,"el Turó de la Peira","Dona","No consta",3
2020,8,"Nou Barris",47,"Can Peguera","Dona","No consta",0
2020,8,"Nou Barris",48,"la Guineueta","Dona","No consta",0
2020,8,"Nou Barris",49,"Canyelles","Dona","No consta",0
2020,8,"Nou Barris",50,"les Roquetes","Dona","No consta",2
2020,8,"Nou Barris",51,"Verdun","Dona","No consta",3
2020,8,"Nou Barris",52,"la Prosperitat","Dona","No consta",2
2020,8,"Nou Barris",53,"la Trinitat Nova","Dona","No consta",1
2020,8,"Nou Barris",54,"Torre Baró","Dona","No consta",0
2020,8,"Nou Barris",55,"Ciutat Meridiana","Dona","No consta",0
2020,8,"Nou Barris",56,"Vallbona","Dona","No consta",0
2020,9,"Sant Andreu",57,"la Trinitat Vella","Dona","No consta",0
2020,9,"Sant Andreu",58,"Baró de Viver","Dona","No consta",0
2020,9,"Sant Andreu",59,"el Bon Pastor","Dona","No consta",0
2020,9,"Sant Andreu",60,"Sant Andreu","Dona","No consta",9
2020,9,"Sant Andreu",61,"la Sagrera","Dona","No consta",1
2020,9,"Sant Andreu",62,"el Congrés i els Indians","Dona","No consta",2
2020,9,"Sant Andreu",63,"Navas","Dona","No consta",4
2020,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Dona","No consta",12
2020,10,"Sant Martí",65,"el Clot","Dona","No consta",5
2020,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Dona","No consta",6
2020,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Dona","No consta",5
2020,10,"Sant Martí",68,"el Poblenou","Dona","No consta",14
2020,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Dona","No consta",4
2020,10,"Sant Martí",70,"el Besòs i el Maresme","Dona","No consta",3
2020,10,"Sant Martí",71,"Provençals del Poblenou","Dona","No consta",3
2020,10,"Sant Martí",72,"Sant Martí de Provençals","Dona","No consta",2
2020,10,"Sant Martí",73,"la Verneda i la Pau","Dona","No consta",2
2020,1,"Ciutat Vella",1,"el Raval","Home","Menys d'1 any",3940
2020,1,"Ciutat Vella",2,"el Barri Gòtic","Home","Menys d'1 any",3605
2020,1,"Ciutat Vella",3,"la Barceloneta","Home","Menys d'1 any",1110
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Home","Menys d'1 any",1741
2020,2,"Eixample",5,"el Fort Pienc","Home","Menys d'1 any",1731
2020,2,"Eixample",6,"la Sagrada Família","Home","Menys d'1 any",2265
2020,2,"Eixample",7,"la Dreta de l'Eixample","Home","Menys d'1 any",2089
2020,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Home","Menys d'1 any",2255
2020,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Home","Menys d'1 any",2390
2020,2,"Eixample",10,"Sant Antoni","Home","Menys d'1 any",1760
2020,3,"Sants-Montjuïc",11,"el Poble Sec","Home","Menys d'1 any",2146
2020,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Home","Menys d'1 any",41
2020,3,"Sants-Montjuïc",13,"la Marina de Port","Home","Menys d'1 any",1084
2020,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Home","Menys d'1 any",463
2020,3,"Sants-Montjuïc",15,"Hostafrancs","Home","Menys d'1 any",760
2020,3,"Sants-Montjuïc",16,"la Bordeta","Home","Menys d'1 any",656
2020,3,"Sants-Montjuïc",17,"Sants - Badal","Home","Menys d'1 any",1159
2020,3,"Sants-Montjuïc",18,"Sants","Home","Menys d'1 any",2680
2020,4,"Les Corts",19,"les Corts","Home","Menys d'1 any",1562
2020,4,"Les Corts",20,"la Maternitat i Sant Ramon","Home","Menys d'1 any",869
2020,4,"Les Corts",21,"Pedralbes","Home","Menys d'1 any",447
2020,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Home","Menys d'1 any",108
2020,5,"Sarrià-Sant Gervasi",23,"Sarrià","Home","Menys d'1 any",786
2020,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Home","Menys d'1 any",432
2020,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Home","Menys d'1 any",945
2020,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Home","Menys d'1 any",1372
2020,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Home","Menys d'1 any",1107
2020,6,"Gràcia",28,"Vallcarca i els Penitents","Home","Menys d'1 any",512
2020,6,"Gràcia",29,"el Coll","Home","Menys d'1 any",264
2020,6,"Gràcia",30,"la Salut","Home","Menys d'1 any",418
2020,6,"Gràcia",31,"la Vila de Gràcia","Home","Menys d'1 any",2208
2020,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Home","Menys d'1 any",1295
2020,7,"Horta-Guinardó",33,"el Baix Guinardó","Home","Menys d'1 any",804
2020,7,"Horta-Guinardó",34,"Can Baró","Home","Menys d'1 any",328
2020,7,"Horta-Guinardó",35,"el Guinardó","Home","Menys d'1 any",1223
2020,7,"Horta-Guinardó",36,"la Font d'en Fargues","Home","Menys d'1 any",207
2020,7,"Horta-Guinardó",37,"el Carmel","Home","Menys d'1 any",1118
2020,7,"Horta-Guinardó",38,"la Teixonera","Home","Menys d'1 any",403
2020,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Home","Menys d'1 any",302
2020,7,"Horta-Guinardó",40,"Montbau","Home","Menys d'1 any",189
2020,7,"Horta-Guinardó",41,"la Vall d'Hebron","Home","Menys d'1 any",128
2020,7,"Horta-Guinardó",42,"la Clota","Home","Menys d'1 any",26
2020,7,"Horta-Guinardó",43,"Horta","Home","Menys d'1 any",1055
2020,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Home","Menys d'1 any",780
2020,8,"Nou Barris",45,"Porta","Home","Menys d'1 any",1397
2020,8,"Nou Barris",46,"el Turó de la Peira","Home","Menys d'1 any",704
2020,8,"Nou Barris",47,"Can Peguera","Home","Menys d'1 any",37
2020,8,"Nou Barris",48,"la Guineueta","Home","Menys d'1 any",323
2020,8,"Nou Barris",49,"Canyelles","Home","Menys d'1 any",116
2020,8,"Nou Barris",50,"les Roquetes","Home","Menys d'1 any",676
2020,8,"Nou Barris",51,"Verdun","Home","Menys d'1 any",500
2020,8,"Nou Barris",52,"la Prosperitat","Home","Menys d'1 any",787
2020,8,"Nou Barris",53,"la Trinitat Nova","Home","Menys d'1 any",293
2020,8,"Nou Barris",54,"Torre Baró","Home","Menys d'1 any",103
2020,8,"Nou Barris",55,"Ciutat Meridiana","Home","Menys d'1 any",572
2020,8,"Nou Barris",56,"Vallbona","Home","Menys d'1 any",43
2020,9,"Sant Andreu",57,"la Trinitat Vella","Home","Menys d'1 any",516
2020,9,"Sant Andreu",58,"Baró de Viver","Home","Menys d'1 any",87
2020,9,"Sant Andreu",59,"el Bon Pastor","Home","Menys d'1 any",722
2020,9,"Sant Andreu",60,"Sant Andreu","Home","Menys d'1 any",1436
2020,9,"Sant Andreu",61,"la Sagrera","Home","Menys d'1 any",870
2020,9,"Sant Andreu",62,"el Congrés i els Indians","Home","Menys d'1 any",487
2020,9,"Sant Andreu",63,"Navas","Home","Menys d'1 any",677
2020,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Home","Menys d'1 any",1461
2020,10,"Sant Martí",65,"el Clot","Home","Menys d'1 any",838
2020,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Home","Menys d'1 any",666
2020,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Home","Menys d'1 any",290
2020,10,"Sant Martí",68,"el Poblenou","Home","Menys d'1 any",1225
2020,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Home","Menys d'1 any",470
2020,10,"Sant Martí",70,"el Besòs i el Maresme","Home","Menys d'1 any",1915
2020,10,"Sant Martí",71,"Provençals del Poblenou","Home","Menys d'1 any",734
2020,10,"Sant Martí",72,"Sant Martí de Provençals","Home","Menys d'1 any",710
2020,10,"Sant Martí",73,"la Verneda i la Pau","Home","Menys d'1 any",752
2020,1,"Ciutat Vella",1,"el Raval","Home","D'1 a 5 anys",9500
2020,1,"Ciutat Vella",2,"el Barri Gòtic","Home","D'1 a 5 anys",5648
2020,1,"Ciutat Vella",3,"la Barceloneta","Home","D'1 a 5 anys",2551
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Home","D'1 a 5 anys",4238
2020,2,"Eixample",5,"el Fort Pienc","Home","D'1 a 5 anys",3954
2020,2,"Eixample",6,"la Sagrada Família","Home","D'1 a 5 anys",5732
2020,2,"Eixample",7,"la Dreta de l'Eixample","Home","D'1 a 5 anys",5223
2020,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Home","D'1 a 5 anys",5375
2020,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Home","D'1 a 5 anys",6478
2020,2,"Eixample",10,"Sant Antoni","Home","D'1 a 5 anys",4596
2020,3,"Sants-Montjuïc",11,"el Poble Sec","Home","D'1 a 5 anys",5607
2020,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Home","D'1 a 5 anys",142
2020,3,"Sants-Montjuïc",13,"la Marina de Port","Home","D'1 a 5 anys",2887
2020,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Home","D'1 a 5 anys",1113
2020,3,"Sants-Montjuïc",15,"Hostafrancs","Home","D'1 a 5 anys",2041
2020,3,"Sants-Montjuïc",16,"la Bordeta","Home","D'1 a 5 anys",2032
2020,3,"Sants-Montjuïc",17,"Sants - Badal","Home","D'1 a 5 anys",2676
2020,3,"Sants-Montjuïc",18,"Sants","Home","D'1 a 5 anys",5147
2020,4,"Les Corts",19,"les Corts","Home","D'1 a 5 anys",4317
2020,4,"Les Corts",20,"la Maternitat i Sant Ramon","Home","D'1 a 5 anys",2292
2020,4,"Les Corts",21,"Pedralbes","Home","D'1 a 5 anys",1335
2020,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Home","D'1 a 5 anys",476
2020,5,"Sarrià-Sant Gervasi",23,"Sarrià","Home","D'1 a 5 anys",2555
2020,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Home","D'1 a 5 anys",1533
2020,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Home","D'1 a 5 anys",2500
2020,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Home","D'1 a 5 anys",4484
2020,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Home","D'1 a 5 anys",2964
2020,6,"Gràcia",28,"Vallcarca i els Penitents","Home","D'1 a 5 anys",1544
2020,6,"Gràcia",29,"el Coll","Home","D'1 a 5 anys",741
2020,6,"Gràcia",30,"la Salut","Home","D'1 a 5 anys",1321
2020,6,"Gràcia",31,"la Vila de Gràcia","Home","D'1 a 5 anys",6065
2020,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Home","D'1 a 5 anys",3432
2020,7,"Horta-Guinardó",33,"el Baix Guinardó","Home","D'1 a 5 anys",2434
2020,7,"Horta-Guinardó",34,"Can Baró","Home","D'1 a 5 anys",927
2020,7,"Horta-Guinardó",35,"el Guinardó","Home","D'1 a 5 anys",3659
2020,7,"Horta-Guinardó",36,"la Font d'en Fargues","Home","D'1 a 5 anys",648
2020,7,"Horta-Guinardó",37,"el Carmel","Home","D'1 a 5 anys",3002
2020,7,"Horta-Guinardó",38,"la Teixonera","Home","D'1 a 5 anys",1077
2020,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Home","D'1 a 5 anys",798
2020,7,"Horta-Guinardó",40,"Montbau","Home","D'1 a 5 anys",453
2020,7,"Horta-Guinardó",41,"la Vall d'Hebron","Home","D'1 a 5 anys",455
2020,7,"Horta-Guinardó",42,"la Clota","Home","D'1 a 5 anys",91
2020,7,"Horta-Guinardó",43,"Horta","Home","D'1 a 5 anys",2496
2020,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Home","D'1 a 5 anys",2210
2020,8,"Nou Barris",45,"Porta","Home","D'1 a 5 anys",2857
2020,8,"Nou Barris",46,"el Turó de la Peira","Home","D'1 a 5 anys",1768
2020,8,"Nou Barris",47,"Can Peguera","Home","D'1 a 5 anys",151
2020,8,"Nou Barris",48,"la Guineueta","Home","D'1 a 5 anys",1078
2020,8,"Nou Barris",49,"Canyelles","Home","D'1 a 5 anys",424
2020,8,"Nou Barris",50,"les Roquetes","Home","D'1 a 5 anys",1816
2020,8,"Nou Barris",51,"Verdun","Home","D'1 a 5 anys",1326
2020,8,"Nou Barris",52,"la Prosperitat","Home","D'1 a 5 anys",2392
2020,8,"Nou Barris",53,"la Trinitat Nova","Home","D'1 a 5 anys",882
2020,8,"Nou Barris",54,"Torre Baró","Home","D'1 a 5 anys",308
2020,8,"Nou Barris",55,"Ciutat Meridiana","Home","D'1 a 5 anys",1511
2020,8,"Nou Barris",56,"Vallbona","Home","D'1 a 5 anys",136
2020,9,"Sant Andreu",57,"la Trinitat Vella","Home","D'1 a 5 anys",1486
2020,9,"Sant Andreu",58,"Baró de Viver","Home","D'1 a 5 anys",262
2020,9,"Sant Andreu",59,"el Bon Pastor","Home","D'1 a 5 anys",1458
2020,9,"Sant Andreu",60,"Sant Andreu","Home","D'1 a 5 anys",4445
2020,9,"Sant Andreu",61,"la Sagrera","Home","D'1 a 5 anys",2723
2020,9,"Sant Andreu",62,"el Congrés i els Indians","Home","D'1 a 5 anys",1367
2020,9,"Sant Andreu",63,"Navas","Home","D'1 a 5 anys",2002
2020,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Home","D'1 a 5 anys",4062
2020,10,"Sant Martí",65,"el Clot","Home","D'1 a 5 anys",2510
2020,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Home","D'1 a 5 anys",1900
2020,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Home","D'1 a 5 anys",914
2020,10,"Sant Martí",68,"el Poblenou","Home","D'1 a 5 anys",3767
2020,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Home","D'1 a 5 anys",1484
2020,10,"Sant Martí",70,"el Besòs i el Maresme","Home","D'1 a 5 anys",3876
2020,10,"Sant Martí",71,"Provençals del Poblenou","Home","D'1 a 5 anys",2116
2020,10,"Sant Martí",72,"Sant Martí de Provençals","Home","D'1 a 5 anys",2158
2020,10,"Sant Martí",73,"la Verneda i la Pau","Home","D'1 a 5 anys",2454
2020,1,"Ciutat Vella",1,"el Raval","Home","De 6 a 15 anys",6944
2020,1,"Ciutat Vella",2,"el Barri Gòtic","Home","De 6 a 15 anys",1784
2020,1,"Ciutat Vella",3,"la Barceloneta","Home","De 6 a 15 anys",1321
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Home","De 6 a 15 anys",2466
2020,2,"Eixample",5,"el Fort Pienc","Home","De 6 a 15 anys",3357
2020,2,"Eixample",6,"la Sagrada Família","Home","De 6 a 15 anys",4741
2020,2,"Eixample",7,"la Dreta de l'Eixample","Home","De 6 a 15 anys",4413
2020,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Home","De 6 a 15 anys",4278
2020,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Home","De 6 a 15 anys",5631
2020,2,"Eixample",10,"Sant Antoni","Home","De 6 a 15 anys",4142
2020,3,"Sants-Montjuïc",11,"el Poble Sec","Home","De 6 a 15 anys",4815
2020,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Home","De 6 a 15 anys",122
2020,3,"Sants-Montjuïc",13,"la Marina de Port","Home","De 6 a 15 anys",3173
2020,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Home","De 6 a 15 anys",1009
2020,3,"Sants-Montjuïc",15,"Hostafrancs","Home","De 6 a 15 anys",1699
2020,3,"Sants-Montjuïc",16,"la Bordeta","Home","De 6 a 15 anys",1883
2020,3,"Sants-Montjuïc",17,"Sants - Badal","Home","De 6 a 15 anys",2420
2020,3,"Sants-Montjuïc",18,"Sants","Home","De 6 a 15 anys",4260
2020,4,"Les Corts",19,"les Corts","Home","De 6 a 15 anys",4201
2020,4,"Les Corts",20,"la Maternitat i Sant Ramon","Home","De 6 a 15 anys",2121
2020,4,"Les Corts",21,"Pedralbes","Home","De 6 a 15 anys",1201
2020,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Home","De 6 a 15 anys",599
2020,5,"Sarrià-Sant Gervasi",23,"Sarrià","Home","De 6 a 15 anys",2796
2020,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Home","De 6 a 15 anys",1898
2020,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Home","De 6 a 15 anys",2655
2020,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Home","De 6 a 15 anys",4808
2020,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Home","De 6 a 15 anys",3063
2020,6,"Gràcia",28,"Vallcarca i els Penitents","Home","De 6 a 15 anys",1744
2020,6,"Gràcia",29,"el Coll","Home","De 6 a 15 anys",759
2020,6,"Gràcia",30,"la Salut","Home","De 6 a 15 anys",1264
2020,6,"Gràcia",31,"la Vila de Gràcia","Home","De 6 a 15 anys",5002
2020,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Home","De 6 a 15 anys",3259
2020,7,"Horta-Guinardó",33,"el Baix Guinardó","Home","De 6 a 15 anys",2446
2020,7,"Horta-Guinardó",34,"Can Baró","Home","De 6 a 15 anys",888
2020,7,"Horta-Guinardó",35,"el Guinardó","Home","De 6 a 15 anys",3672
2020,7,"Horta-Guinardó",36,"la Font d'en Fargues","Home","De 6 a 15 anys",896
2020,7,"Horta-Guinardó",37,"el Carmel","Home","De 6 a 15 anys",3139
2020,7,"Horta-Guinardó",38,"la Teixonera","Home","De 6 a 15 anys",1126
2020,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Home","De 6 a 15 anys",680
2020,7,"Horta-Guinardó",40,"Montbau","Home","De 6 a 15 anys",453
2020,7,"Horta-Guinardó",41,"la Vall d'Hebron","Home","De 6 a 15 anys",493
2020,7,"Horta-Guinardó",42,"la Clota","Home","De 6 a 15 anys",87
2020,7,"Horta-Guinardó",43,"Horta","Home","De 6 a 15 anys",2478
2020,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Home","De 6 a 15 anys",2444
2020,8,"Nou Barris",45,"Porta","Home","De 6 a 15 anys",2588
2020,8,"Nou Barris",46,"el Turó de la Peira","Home","De 6 a 15 anys",1743
2020,8,"Nou Barris",47,"Can Peguera","Home","De 6 a 15 anys",260
2020,8,"Nou Barris",48,"la Guineueta","Home","De 6 a 15 anys",1385
2020,8,"Nou Barris",49,"Canyelles","Home","De 6 a 15 anys",557
2020,8,"Nou Barris",50,"les Roquetes","Home","De 6 a 15 anys",1738
2020,8,"Nou Barris",51,"Verdun","Home","De 6 a 15 anys",1302
2020,8,"Nou Barris",52,"la Prosperitat","Home","De 6 a 15 anys",2597
2020,8,"Nou Barris",53,"la Trinitat Nova","Home","De 6 a 15 anys",841
2020,8,"Nou Barris",54,"Torre Baró","Home","De 6 a 15 anys",407
2020,8,"Nou Barris",55,"Ciutat Meridiana","Home","De 6 a 15 anys",1354
2020,8,"Nou Barris",56,"Vallbona","Home","De 6 a 15 anys",218
2020,9,"Sant Andreu",57,"la Trinitat Vella","Home","De 6 a 15 anys",1355
2020,9,"Sant Andreu",58,"Baró de Viver","Home","De 6 a 15 anys",298
2020,9,"Sant Andreu",59,"el Bon Pastor","Home","De 6 a 15 anys",1539
2020,9,"Sant Andreu",60,"Sant Andreu","Home","De 6 a 15 anys",5575
2020,9,"Sant Andreu",61,"la Sagrera","Home","De 6 a 15 anys",2859
2020,9,"Sant Andreu",62,"el Congrés i els Indians","Home","De 6 a 15 anys",1508
2020,9,"Sant Andreu",63,"Navas","Home","De 6 a 15 anys",2191
2020,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Home","De 6 a 15 anys",3688
2020,10,"Sant Martí",65,"el Clot","Home","De 6 a 15 anys",2659
2020,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Home","De 6 a 15 anys",1702
2020,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Home","De 6 a 15 anys",1060
2020,10,"Sant Martí",68,"el Poblenou","Home","De 6 a 15 anys",4027
2020,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Home","De 6 a 15 anys",1704
2020,10,"Sant Martí",70,"el Besòs i el Maresme","Home","De 6 a 15 anys",2760
2020,10,"Sant Martí",71,"Provençals del Poblenou","Home","De 6 a 15 anys",2235
2020,10,"Sant Martí",72,"Sant Martí de Provençals","Home","De 6 a 15 anys",2588
2020,10,"Sant Martí",73,"la Verneda i la Pau","Home","De 6 a 15 anys",2723
2020,1,"Ciutat Vella",1,"el Raval","Home","Més de 15 anys",5562
2020,1,"Ciutat Vella",2,"el Barri Gòtic","Home","Més de 15 anys",1996
2020,1,"Ciutat Vella",3,"la Barceloneta","Home","Més de 15 anys",2511
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Home","Més de 15 anys",3239
2020,2,"Eixample",5,"el Fort Pienc","Home","Més de 15 anys",6864
2020,2,"Eixample",6,"la Sagrada Família","Home","Més de 15 anys",11270
2020,2,"Eixample",7,"la Dreta de l'Eixample","Home","Més de 15 anys",8921
2020,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Home","Més de 15 anys",8401
2020,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Home","Més de 15 anys",12709
2020,2,"Eixample",10,"Sant Antoni","Home","Més de 15 anys",7981
2020,3,"Sants-Montjuïc",11,"el Poble Sec","Home","Més de 15 anys",7160
2020,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Home","Més de 15 anys",328
2020,3,"Sants-Montjuïc",13,"la Marina de Port","Home","Més de 15 anys",7902
2020,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Home","Més de 15 anys",2311
2020,3,"Sants-Montjuïc",15,"Hostafrancs","Home","Més de 15 anys",3232
2020,3,"Sants-Montjuïc",16,"la Bordeta","Home","Més de 15 anys",4719
2020,3,"Sants-Montjuïc",17,"Sants - Badal","Home","Més de 15 anys",5406
2020,3,"Sants-Montjuïc",18,"Sants","Home","Més de 15 anys",8997
2020,4,"Les Corts",19,"les Corts","Home","Més de 15 anys",11603
2020,4,"Les Corts",20,"la Maternitat i Sant Ramon","Home","Més de 15 anys",5876
2020,4,"Les Corts",21,"Pedralbes","Home","Més de 15 anys",2584
2020,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Home","Més de 15 anys",1140
2020,5,"Sarrià-Sant Gervasi",23,"Sarrià","Home","Més de 15 anys",5623
2020,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Home","Més de 15 anys",3910
2020,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Home","Més de 15 anys",6009
2020,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Home","Més de 15 anys",10878
2020,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Home","Més de 15 anys",6783
2020,6,"Gràcia",28,"Vallcarca i els Penitents","Home","Més de 15 anys",3754
2020,6,"Gràcia",29,"el Coll","Home","Més de 15 anys",1789
2020,6,"Gràcia",30,"la Salut","Home","Més de 15 anys",3218
2020,6,"Gràcia",31,"la Vila de Gràcia","Home","Més de 15 anys",9899
2020,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Home","Més de 15 anys",8306
2020,7,"Horta-Guinardó",33,"el Baix Guinardó","Home","Més de 15 anys",6410
2020,7,"Horta-Guinardó",34,"Can Baró","Home","Més de 15 anys",2276
2020,7,"Horta-Guinardó",35,"el Guinardó","Home","Més de 15 anys",9030
2020,7,"Horta-Guinardó",36,"la Font d'en Fargues","Home","Més de 15 anys",2770
2020,7,"Horta-Guinardó",37,"el Carmel","Home","Més de 15 anys",8197
2020,7,"Horta-Guinardó",38,"la Teixonera","Home","Més de 15 anys",3104
2020,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Home","Més de 15 anys",1763
2020,7,"Horta-Guinardó",40,"Montbau","Home","Més de 15 anys",1256
2020,7,"Horta-Guinardó",41,"la Vall d'Hebron","Home","Més de 15 anys",1669
2020,7,"Horta-Guinardó",42,"la Clota","Home","Més de 15 anys",161
2020,7,"Horta-Guinardó",43,"Horta","Home","Més de 15 anys",7211
2020,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Home","Més de 15 anys",6537
2020,8,"Nou Barris",45,"Porta","Home","Més de 15 anys",6167
2020,8,"Nou Barris",46,"el Turó de la Peira","Home","Més de 15 anys",3349
2020,8,"Nou Barris",47,"Can Peguera","Home","Més de 15 anys",600
2020,8,"Nou Barris",48,"la Guineueta","Home","Més de 15 anys",4331
2020,8,"Nou Barris",49,"Canyelles","Home","Més de 15 anys",2152
2020,8,"Nou Barris",50,"les Roquetes","Home","Més de 15 anys",3667
2020,8,"Nou Barris",51,"Verdun","Home","Més de 15 anys",2836
2020,8,"Nou Barris",52,"la Prosperitat","Home","Més de 15 anys",6869
2020,8,"Nou Barris",53,"la Trinitat Nova","Home","Més de 15 anys",1636
2020,8,"Nou Barris",54,"Torre Baró","Home","Més de 15 anys",640
2020,8,"Nou Barris",55,"Ciutat Meridiana","Home","Més de 15 anys",1978
2020,8,"Nou Barris",56,"Vallbona","Home","Més de 15 anys",289
2020,9,"Sant Andreu",57,"la Trinitat Vella","Home","Més de 15 anys",1987
2020,9,"Sant Andreu",58,"Baró de Viver","Home","Més de 15 anys",632
2020,9,"Sant Andreu",59,"el Bon Pastor","Home","Més de 15 anys",3097
