"Anys_Periode","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Nombre"
"2010-2014",3,"Sants-Montjuïc",11,"el Poble Sec",660
"2010-2014",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",19
"2010-2014",3,"Sants-Montjuïc",13,"la Marina de Port",425
"2010-2014",3,"Sants-Montjuïc",14,"la Font de la Guatlla",146
"2010-2014",3,"Sants-Montjuïc",15,"Hostafrancs",289
"2010-2014",3,"Sants-Montjuïc",16,"la Bordeta",300
"2010-2014",3,"Sants-Montjuïc",17,"Sants - Badal",375
"2010-2014",3,"Sants-Montjuïc",18,"Sants",686
"2010-2014",4,"Les Corts",19,"les Corts",865
"2010-2014",4,"Les Corts",20,"la Maternitat i Sant Ramon",401
"2010-2014",4,"Les Corts",21,"Pedralbes",224
"2010-2014",5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",107
"2010-2014",5,"Sarrià-Sant Gervasi",23,"Sarrià",576
"2010-2014",5,"Sarrià-Sant Gervasi",24,"les Tres Torres",353
"2010-2014",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",571
"2010-2014",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",1034
"2010-2014",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",646
"2010-2014",6,"Gràcia",28,"Vallcarca i els Penitents",348
"2010-2014",6,"Gràcia",29,"el Coll",172
"2010-2014",6,"Gràcia",30,"la Salut",232
"2010-2014",6,"Gràcia",31,"la Vila de Gràcia",1149
"2010-2014",6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",651
"2010-2014",7,"Horta-Guinardó",33,"el Baix Guinardó",425
"2010-2014",7,"Horta-Guinardó",34,"Can Baró",143
"2010-2014",7,"Horta-Guinardó",35,"el Guinardó",668
"2010-2014",7,"Horta-Guinardó",36,"la Font d'en Fargues",175
"2010-2014",7,"Horta-Guinardó",37,"el Carmel",428
"2010-2014",7,"Horta-Guinardó",38,"la Teixonera",166
"2010-2014",7,"Horta-Guinardó",39,"Sant Genís dels Agudells",105
"2010-2014",7,"Horta-Guinardó",40,"Montbau",77
"2010-2014",7,"Horta-Guinardó",41,"la Vall d'Hebron",79
"2010-2014",7,"Horta-Guinardó",42,"la Clota",10
"2010-2014",7,"Horta-Guinardó",43,"Horta",459
"2010-2014",8,"Nou Barris",44,"Vilapicina i la Torre Llobeta",375
"2010-2014",8,"Nou Barris",45,"Porta",380
"2010-2014",8,"Nou Barris",46,"el Turó de la Peira",198
"2010-2014",8,"Nou Barris",47,"Can Peguera",21
"2010-2014",8,"Nou Barris",48,"la Guineueta",194
"2010-2014",8,"Nou Barris",49,"Canyelles",94
"2010-2014",8,"Nou Barris",50,"les Roquetes",185
"2010-2014",8,"Nou Barris",51,"Verdun",148
"2010-2014",8,"Nou Barris",52,"la Prosperitat",340
"2010-2014",8,"Nou Barris",53,"la Trinitat Nova",80
"2010-2014",8,"Nou Barris",54,"Torre Baró",37
"2010-2014",8,"Nou Barris",55,"Ciutat Meridiana",124
"2010-2014",8,"Nou Barris",56,"Vallbona",21
"2010-2014",9,"Sant Andreu",57,"la Trinitat Vella",161
"2010-2014",9,"Sant Andreu",58,"Baró de Viver",31
"2010-2014",9,"Sant Andreu",59,"el Bon Pastor",273
"2010-2014",9,"Sant Andreu",60,"Sant Andreu",1126
"2010-2014",9,"Sant Andreu",61,"la Sagrera",474
"2010-2014",9,"Sant Andreu",62,"el Congrés i els Indians",219
"2010-2014",9,"Sant Andreu",63,"Navas",347
"2010-2014",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",633
"2010-2014",10,"Sant Martí",65,"el Clot",448
"2010-2014",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",275
"2010-2014",10,"Sant Martí",67,"la Vila Olímpica del Poblenou",242
"2010-2014",10,"Sant Martí",68,"el Poblenou",870
"2010-2014",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",460
"2010-2014",10,"Sant Martí",70,"el Besòs i el Maresme",283
"2010-2014",10,"Sant Martí",71,"Provençals del Poblenou",442
"2010-2014",10,"Sant Martí",72,"Sant Martí de Provençals",415
"2010-2014",10,"Sant Martí",73,"la Verneda i la Pau",379
"2010-2014",99,"No consta",99,"No consta",1104
"2011-2015",1,"Ciutat Vella",1,"el Raval",675
"2011-2015",1,"Ciutat Vella",2,"el Barri Gòtic",200
"2011-2015",1,"Ciutat Vella",3,"la Barceloneta",179
"2011-2015",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",380
"2011-2015",2,"Eixample",5,"el Fort Pienc",548
"2011-2015",2,"Eixample",6,"la Sagrada Família",904
"2011-2015",2,"Eixample",7,"la Dreta de l'Eixample",1057
"2011-2015",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",875
"2011-2015",2,"Eixample",9,"la Nova Esquerra de l'Eixample",1061
"2011-2015",2,"Eixample",10,"Sant Antoni",706
"2011-2015",3,"Sants-Montjuïc",11,"el Poble Sec",669
"2011-2015",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",26
"2011-2015",3,"Sants-Montjuïc",13,"la Marina de Port",423
"2011-2015",3,"Sants-Montjuïc",14,"la Font de la Guatlla",144
"2011-2015",3,"Sants-Montjuïc",15,"Hostafrancs",280
"2011-2015",3,"Sants-Montjuïc",16,"la Bordeta",322
"2011-2015",3,"Sants-Montjuïc",17,"Sants - Badal",414
"2011-2015",3,"Sants-Montjuïc",18,"Sants",727
"2011-2015",4,"Les Corts",19,"les Corts",904
"2011-2015",4,"Les Corts",20,"la Maternitat i Sant Ramon",427
"2011-2015",4,"Les Corts",21,"Pedralbes",224
"2011-2015",5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",111
"2011-2015",5,"Sarrià-Sant Gervasi",23,"Sarrià",596
"2011-2015",5,"Sarrià-Sant Gervasi",24,"les Tres Torres",364
"2011-2015",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",567
"2011-2015",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",1070
"2011-2015",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",655
"2011-2015",6,"Gràcia",28,"Vallcarca i els Penitents",353
"2011-2015",6,"Gràcia",29,"el Coll",164
"2011-2015",6,"Gràcia",30,"la Salut",232
"2011-2015",6,"Gràcia",31,"la Vila de Gràcia",1226
