"Anys_Periode","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Nombre"
"2004-2008",7,"Horta-Guinardó",43,"Horta",46.0
"2004-2008",8,"Nou Barris",44,"Vilapicina i la Torre Llobeta",49.3
"2004-2008",8,"Nou Barris",45,"Porta",46.6
"2004-2008",8,"Nou Barris",46,"el Turó de la Peira",55.2
"2004-2008",8,"Nou Barris",47,"Can Peguera",59.5
"2004-2008",8,"Nou Barris",48,"la Guineueta",44.5
"2004-2008",8,"Nou Barris",49,"Canyelles",41.6
"2004-2008",8,"Nou Barris",50,"les Roquetes",64.8
"2004-2008",8,"Nou Barris",51,"Verdun",54.8
"2004-2008",8,"Nou Barris",52,"la Prosperitat",52.5
"2004-2008",8,"Nou Barris",53,"la Trinitat Nova",59.9
"2004-2008",8,"Nou Barris",54,"Torre Baró",79.5
"2004-2008",8,"Nou Barris",55,"Ciutat Meridiana",68.1
"2004-2008",8,"Nou Barris",56,"Vallbona",77.6
"2004-2008",9,"Sant Andreu",57,"la Trinitat Vella",61.5
"2004-2008",9,"Sant Andreu",58,"Baró de Viver",70.2
"2004-2008",9,"Sant Andreu",59,"el Bon Pastor",75.3
"2004-2008",9,"Sant Andreu",60,"Sant Andreu",49.2
"2004-2008",9,"Sant Andreu",61,"la Sagrera",45.1
"2004-2008",9,"Sant Andreu",62,"el Congrés i els Indians",51.0
"2004-2008",9,"Sant Andreu",63,"Navas",46.9
"2004-2008",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",44.6
"2004-2008",10,"Sant Martí",65,"el Clot",49.2
"2004-2008",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",49.5
"2004-2008",10,"Sant Martí",67,"la Vila Olímpica del Poblenou",59.4
"2004-2008",10,"Sant Martí",68,"el Poblenou",64.5
"2004-2008",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",83.4
"2004-2008",10,"Sant Martí",70,"el Besòs i el Maresme",59.4
"2004-2008",10,"Sant Martí",71,"Provençals del Poblenou",58.7
"2004-2008",10,"Sant Martí",72,"Sant Martí de Provençals",51.2
"2004-2008",10,"Sant Martí",73,"la Verneda i la Pau",49.9
"2005-2009",1,"Ciutat Vella",1,"el Raval",48.7
"2005-2009",1,"Ciutat Vella",2,"el Barri Gòtic",16.4
"2005-2009",1,"Ciutat Vella",3,"la Barceloneta",42.0
"2005-2009",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",34.1
