"Anys_Periode","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Nombre"
"2007-2011",7,"Horta-Guinardó",34,"Can Baró",226
"2007-2011",7,"Horta-Guinardó",35,"el Guinardó",875
"2007-2011",7,"Horta-Guinardó",36,"la Font d'en Fargues",257
"2007-2011",7,"Horta-Guinardó",37,"el Carmel",594
"2007-2011",7,"Horta-Guinardó",38,"la Teixonera",249
"2007-2011",7,"Horta-Guinardó",39,"Sant Genís dels Agudells",186
"2007-2011",7,"Horta-Guinardó",40,"Montbau",315
"2007-2011",7,"Horta-Guinardó",41,"la Vall d'Hebron",118
"2007-2011",7,"Horta-Guinardó",42,"la Clota",9
"2007-2011",7,"Horta-Guinardó",43,"Horta",773
"2007-2011",8,"Nou Barris",44,"Vilapicina i la Torre Llobeta",633
"2007-2011",8,"Nou Barris",45,"Porta",564
"2007-2011",8,"Nou Barris",46,"el Turó de la Peira",416
"2007-2011",8,"Nou Barris",47,"Can Peguera",68
"2007-2011",8,"Nou Barris",48,"la Guineueta",394
"2007-2011",8,"Nou Barris",49,"Canyelles",139
"2007-2011",8,"Nou Barris",50,"les Roquetes",270
"2007-2011",8,"Nou Barris",51,"Verdun",280
"2007-2011",8,"Nou Barris",52,"la Prosperitat",509
"2007-2011",8,"Nou Barris",53,"la Trinitat Nova",262
"2007-2011",8,"Nou Barris",54,"Torre Baró",39
"2007-2011",8,"Nou Barris",55,"Ciutat Meridiana",147
"2007-2011",8,"Nou Barris",56,"Vallbona",40
"2007-2011",9,"Sant Andreu",57,"la Trinitat Vella",135
"2007-2011",9,"Sant Andreu",58,"Baró de Viver",66
"2007-2011",9,"Sant Andreu",59,"el Bon Pastor",226
"2007-2011",9,"Sant Andreu",60,"Sant Andreu",1167
"2007-2011",9,"Sant Andreu",61,"la Sagrera",580
"2007-2011",9,"Sant Andreu",62,"el Congrés i els Indians",409
"2007-2011",9,"Sant Andreu",63,"Navas",474
"2007-2011",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",920
"2007-2011",10,"Sant Martí",65,"el Clot",510
"2007-2011",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",298
"2007-2011",10,"Sant Martí",67,"la Vila Olímpica del Poblenou",84
"2007-2011",10,"Sant Martí",68,"el Poblenou",760
"2007-2011",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",153
"2007-2011",10,"Sant Martí",70,"el Besòs i el Maresme",471
"2007-2011",10,"Sant Martí",71,"Provençals del Poblenou",354
"2007-2011",10,"Sant Martí",72,"Sant Martí de Provençals",688
"2007-2011",10,"Sant Martí",73,"la Verneda i la Pau",721
"2007-2011",99,"No consta",99,"No consta",500
"2008-2012",1,"Ciutat Vella",1,"el Raval",917
"2008-2012",1,"Ciutat Vella",2,"el Barri Gòtic",424
"2008-2012",1,"Ciutat Vella",3,"la Barceloneta",473
"2008-2012",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",517
"2008-2012",2,"Eixample",5,"el Fort Pienc",828
"2008-2012",2,"Eixample",6,"la Sagrada Família",1512
"2008-2012",2,"Eixample",7,"la Dreta de l'Eixample",1727
"2008-2012",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",1331
"2008-2012",2,"Eixample",9,"la Nova Esquerra de l'Eixample",1480
"2008-2012",2,"Eixample",10,"Sant Antoni",1153
"2008-2012",3,"Sants-Montjuïc",11,"el Poble Sec",961
"2008-2012",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",80
