"Any","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Sexe","CCAA","Província naixement","Nombre"
2019,8,"Nou Barris",52,"la Prosperitat","Dona","Andalusia","Còrdova",306
2019,8,"Nou Barris",53,"la Trinitat Nova","Dona","Andalusia","Còrdova",50
2019,8,"Nou Barris",54,"Torre Baró","Dona","Andalusia","Còrdova",25
2019,8,"Nou Barris",55,"Ciutat Meridiana","Dona","Andalusia","Còrdova",108
2019,8,"Nou Barris",56,"Vallbona","Dona","Andalusia","Còrdova",26
2019,9,"Sant Andreu",57,"la Trinitat Vella","Dona","Andalusia","Còrdova",99
2019,9,"Sant Andreu",58,"Baró de Viver","Dona","Andalusia","Còrdova",15
2019,9,"Sant Andreu",59,"el Bon Pastor","Dona","Andalusia","Còrdova",84
2019,9,"Sant Andreu",60,"Sant Andreu","Dona","Andalusia","Còrdova",359
2019,9,"Sant Andreu",61,"la Sagrera","Dona","Andalusia","Còrdova",145
2019,9,"Sant Andreu",62,"el Congrés i els Indians","Dona","Andalusia","Còrdova",52
2019,9,"Sant Andreu",63,"Navas","Dona","Andalusia","Còrdova",92
2019,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Dona","Andalusia","Còrdova",102
2019,10,"Sant Martí",65,"el Clot","Dona","Andalusia","Còrdova",105
2019,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Dona","Andalusia","Còrdova",44
2019,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Dona","Andalusia","Còrdova",14
2019,10,"Sant Martí",68,"el Poblenou","Dona","Andalusia","Còrdova",68
2019,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Dona","Andalusia","Còrdova",49
2019,10,"Sant Martí",70,"el Besòs i el Maresme","Dona","Andalusia","Còrdova",166
2019,10,"Sant Martí",71,"Provençals del Poblenou","Dona","Andalusia","Còrdova",102
2019,10,"Sant Martí",72,"Sant Martí de Provençals","Dona","Andalusia","Còrdova",165
2019,10,"Sant Martí",73,"la Verneda i la Pau","Dona","Andalusia","Còrdova",269
2019,1,"Ciutat Vella",1,"el Raval","Dona","Andalusia","Granada",98
2019,1,"Ciutat Vella",2,"el Barri Gòtic","Dona","Andalusia","Granada",36
2019,1,"Ciutat Vella",3,"la Barceloneta","Dona","Andalusia","Granada",180
2019,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Dona","Andalusia","Granada",53
2019,2,"Eixample",5,"el Fort Pienc","Dona","Andalusia","Granada",107
2019,2,"Eixample",6,"la Sagrada Família","Dona","Andalusia","Granada",154
2019,2,"Eixample",7,"la Dreta de l'Eixample","Dona","Andalusia","Granada",96
2019,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Dona","Andalusia","Granada",76
2019,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Dona","Andalusia","Granada",168
2019,2,"Eixample",10,"Sant Antoni","Dona","Andalusia","Granada",108
2019,3,"Sants-Montjuïc",11,"el Poble Sec","Dona","Andalusia","Granada",140
2019,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Dona","Andalusia","Granada",4
2019,3,"Sants-Montjuïc",13,"la Marina de Port","Dona","Andalusia","Granada",192
2019,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Dona","Andalusia","Granada",35
2019,3,"Sants-Montjuïc",15,"Hostafrancs","Dona","Andalusia","Granada",61
2019,3,"Sants-Montjuïc",16,"la Bordeta","Dona","Andalusia","Granada",88
2019,3,"Sants-Montjuïc",17,"Sants - Badal","Dona","Andalusia","Granada",110
2019,3,"Sants-Montjuïc",18,"Sants","Dona","Andalusia","Granada",136
2019,4,"Les Corts",19,"les Corts","Dona","Andalusia","Granada",128
2019,4,"Les Corts",20,"la Maternitat i Sant Ramon","Dona","Andalusia","Granada",111
2019,4,"Les Corts",21,"Pedralbes","Dona","Andalusia","Granada",17
2019,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Dona","Andalusia","Granada",6
2019,5,"Sarrià-Sant Gervasi",23,"Sarrià","Dona","Andalusia","Granada",46
2019,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Dona","Andalusia","Granada",22
2019,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Dona","Andalusia","Granada",36
2019,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Dona","Andalusia","Granada",61
2019,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Dona","Andalusia","Granada",61
2019,6,"Gràcia",28,"Vallcarca i els Penitents","Dona","Andalusia","Granada",51
2019,6,"Gràcia",29,"el Coll","Dona","Andalusia","Granada",35
2019,6,"Gràcia",30,"la Salut","Dona","Andalusia","Granada",37
2019,6,"Gràcia",31,"la Vila de Gràcia","Dona","Andalusia","Granada",133
2019,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Dona","Andalusia","Granada",116
2019,7,"Horta-Guinardó",33,"el Baix Guinardó","Dona","Andalusia","Granada",114
2019,7,"Horta-Guinardó",34,"Can Baró","Dona","Andalusia","Granada",96
2019,7,"Horta-Guinardó",35,"el Guinardó","Dona","Andalusia","Granada",176
2019,7,"Horta-Guinardó",36,"la Font d'en Fargues","Dona","Andalusia","Granada",57
2019,7,"Horta-Guinardó",37,"el Carmel","Dona","Andalusia","Granada",426
2019,7,"Horta-Guinardó",38,"la Teixonera","Dona","Andalusia","Granada",126
2019,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Dona","Andalusia","Granada",86
2019,7,"Horta-Guinardó",40,"Montbau","Dona","Andalusia","Granada",33
2019,7,"Horta-Guinardó",41,"la Vall d'Hebron","Dona","Andalusia","Granada",36
2019,7,"Horta-Guinardó",42,"la Clota","Dona","Andalusia","Granada",6
2019,7,"Horta-Guinardó",43,"Horta","Dona","Andalusia","Granada",163
2019,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Dona","Andalusia","Granada",144
2019,8,"Nou Barris",45,"Porta","Dona","Andalusia","Granada",214
2019,8,"Nou Barris",46,"el Turó de la Peira","Dona","Andalusia","Granada",93
2019,8,"Nou Barris",47,"Can Peguera","Dona","Andalusia","Granada",18
2019,8,"Nou Barris",48,"la Guineueta","Dona","Andalusia","Granada",157
2019,8,"Nou Barris",49,"Canyelles","Dona","Andalusia","Granada",88
2019,8,"Nou Barris",50,"les Roquetes","Dona","Andalusia","Granada",198
2019,8,"Nou Barris",51,"Verdun","Dona","Andalusia","Granada",119
2019,8,"Nou Barris",52,"la Prosperitat","Dona","Andalusia","Granada",261
2019,8,"Nou Barris",53,"la Trinitat Nova","Dona","Andalusia","Granada",48
2019,8,"Nou Barris",54,"Torre Baró","Dona","Andalusia","Granada",35
2019,8,"Nou Barris",55,"Ciutat Meridiana","Dona","Andalusia","Granada",97
2019,8,"Nou Barris",56,"Vallbona","Dona","Andalusia","Granada",14
2019,9,"Sant Andreu",57,"la Trinitat Vella","Dona","Andalusia","Granada",69
2019,9,"Sant Andreu",58,"Baró de Viver","Dona","Andalusia","Granada",8
2019,9,"Sant Andreu",59,"el Bon Pastor","Dona","Andalusia","Granada",92
2019,9,"Sant Andreu",60,"Sant Andreu","Dona","Andalusia","Granada",348
2019,9,"Sant Andreu",61,"la Sagrera","Dona","Andalusia","Granada",149
2019,9,"Sant Andreu",62,"el Congrés i els Indians","Dona","Andalusia","Granada",63
2019,9,"Sant Andreu",63,"Navas","Dona","Andalusia","Granada",84
2019,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Dona","Andalusia","Granada",160
2019,10,"Sant Martí",65,"el Clot","Dona","Andalusia","Granada",116
2019,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Dona","Andalusia","Granada",75
2019,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Dona","Andalusia","Granada",23
2019,10,"Sant Martí",68,"el Poblenou","Dona","Andalusia","Granada",112
2019,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Dona","Andalusia","Granada",55
2019,10,"Sant Martí",70,"el Besòs i el Maresme","Dona","Andalusia","Granada",189
2019,10,"Sant Martí",71,"Provençals del Poblenou","Dona","Andalusia","Granada",122
2019,10,"Sant Martí",72,"Sant Martí de Provençals","Dona","Andalusia","Granada",238
2019,10,"Sant Martí",73,"la Verneda i la Pau","Dona","Andalusia","Granada",287
2019,1,"Ciutat Vella",1,"el Raval","Dona","Andalusia","Huelva",38
2019,1,"Ciutat Vella",2,"el Barri Gòtic","Dona","Andalusia","Huelva",8
2019,1,"Ciutat Vella",3,"la Barceloneta","Dona","Andalusia","Huelva",10
2019,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Dona","Andalusia","Huelva",28
2019,2,"Eixample",5,"el Fort Pienc","Dona","Andalusia","Huelva",20
2019,2,"Eixample",6,"la Sagrada Família","Dona","Andalusia","Huelva",50
2019,2,"Eixample",7,"la Dreta de l'Eixample","Dona","Andalusia","Huelva",24
2019,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Dona","Andalusia","Huelva",31
2019,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Dona","Andalusia","Huelva",39
2019,2,"Eixample",10,"Sant Antoni","Dona","Andalusia","Huelva",39
2019,3,"Sants-Montjuïc",11,"el Poble Sec","Dona","Andalusia","Huelva",38
2019,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Dona","Andalusia","Huelva",0
2019,3,"Sants-Montjuïc",13,"la Marina de Port","Dona","Andalusia","Huelva",63
2019,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Dona","Andalusia","Huelva",9
2019,3,"Sants-Montjuïc",15,"Hostafrancs","Dona","Andalusia","Huelva",11
2019,3,"Sants-Montjuïc",16,"la Bordeta","Dona","Andalusia","Huelva",21
2019,3,"Sants-Montjuïc",17,"Sants - Badal","Dona","Andalusia","Huelva",28
2019,3,"Sants-Montjuïc",18,"Sants","Dona","Andalusia","Huelva",27
