"Any","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Sexe","CCAA","Província naixement","Nombre"
2019,10,"Sant Martí",65,"el Clot","Dona","Castella i Lleó","Segòvia",19
2019,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Dona","Castella i Lleó","Segòvia",8
2019,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Dona","Castella i Lleó","Segòvia",6
2019,10,"Sant Martí",68,"el Poblenou","Dona","Castella i Lleó","Segòvia",11
2019,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Dona","Castella i Lleó","Segòvia",5
2019,10,"Sant Martí",70,"el Besòs i el Maresme","Dona","Castella i Lleó","Segòvia",10
2019,10,"Sant Martí",71,"Provençals del Poblenou","Dona","Castella i Lleó","Segòvia",10
2019,10,"Sant Martí",72,"Sant Martí de Provençals","Dona","Castella i Lleó","Segòvia",21
2019,10,"Sant Martí",73,"la Verneda i la Pau","Dona","Castella i Lleó","Segòvia",15
2019,1,"Ciutat Vella",1,"el Raval","Dona","Castella i Lleó","Sòria",39
2019,1,"Ciutat Vella",2,"el Barri Gòtic","Dona","Castella i Lleó","Sòria",13
2019,1,"Ciutat Vella",3,"la Barceloneta","Dona","Castella i Lleó","Sòria",9
2019,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Dona","Castella i Lleó","Sòria",16
2019,2,"Eixample",5,"el Fort Pienc","Dona","Castella i Lleó","Sòria",70
2019,2,"Eixample",6,"la Sagrada Família","Dona","Castella i Lleó","Sòria",131
2019,2,"Eixample",7,"la Dreta de l'Eixample","Dona","Castella i Lleó","Sòria",55
2019,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Dona","Castella i Lleó","Sòria",69
2019,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Dona","Castella i Lleó","Sòria",112
2019,2,"Eixample",10,"Sant Antoni","Dona","Castella i Lleó","Sòria",60
2019,3,"Sants-Montjuïc",11,"el Poble Sec","Dona","Castella i Lleó","Sòria",42
2019,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Dona","Castella i Lleó","Sòria",1
2019,3,"Sants-Montjuïc",13,"la Marina de Port","Dona","Castella i Lleó","Sòria",63
2019,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Dona","Castella i Lleó","Sòria",22
2019,3,"Sants-Montjuïc",15,"Hostafrancs","Dona","Castella i Lleó","Sòria",34
2019,3,"Sants-Montjuïc",16,"la Bordeta","Dona","Castella i Lleó","Sòria",51
2019,3,"Sants-Montjuïc",17,"Sants - Badal","Dona","Castella i Lleó","Sòria",57
2019,3,"Sants-Montjuïc",18,"Sants","Dona","Castella i Lleó","Sòria",84
2019,4,"Les Corts",19,"les Corts","Dona","Castella i Lleó","Sòria",82
2019,4,"Les Corts",20,"la Maternitat i Sant Ramon","Dona","Castella i Lleó","Sòria",78
2019,4,"Les Corts",21,"Pedralbes","Dona","Castella i Lleó","Sòria",9
2019,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Dona","Castella i Lleó","Sòria",4
2019,5,"Sarrià-Sant Gervasi",23,"Sarrià","Dona","Castella i Lleó","Sòria",30
2019,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Dona","Castella i Lleó","Sòria",12
2019,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Dona","Castella i Lleó","Sòria",24
2019,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Dona","Castella i Lleó","Sòria",41
2019,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Dona","Castella i Lleó","Sòria",26
2019,6,"Gràcia",28,"Vallcarca i els Penitents","Dona","Castella i Lleó","Sòria",33
2019,6,"Gràcia",29,"el Coll","Dona","Castella i Lleó","Sòria",29
2019,6,"Gràcia",30,"la Salut","Dona","Castella i Lleó","Sòria",33
2019,6,"Gràcia",31,"la Vila de Gràcia","Dona","Castella i Lleó","Sòria",72
2019,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Dona","Castella i Lleó","Sòria",57
2019,7,"Horta-Guinardó",33,"el Baix Guinardó","Dona","Castella i Lleó","Sòria",68
2019,7,"Horta-Guinardó",34,"Can Baró","Dona","Castella i Lleó","Sòria",18
2019,7,"Horta-Guinardó",35,"el Guinardó","Dona","Castella i Lleó","Sòria",102
2019,7,"Horta-Guinardó",36,"la Font d'en Fargues","Dona","Castella i Lleó","Sòria",34
2019,7,"Horta-Guinardó",37,"el Carmel","Dona","Castella i Lleó","Sòria",89
2019,7,"Horta-Guinardó",38,"la Teixonera","Dona","Castella i Lleó","Sòria",44
2019,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Dona","Castella i Lleó","Sòria",31
2019,7,"Horta-Guinardó",40,"Montbau","Dona","Castella i Lleó","Sòria",14
2019,7,"Horta-Guinardó",41,"la Vall d'Hebron","Dona","Castella i Lleó","Sòria",33
2019,7,"Horta-Guinardó",42,"la Clota","Dona","Castella i Lleó","Sòria",1
2019,7,"Horta-Guinardó",43,"Horta","Dona","Castella i Lleó","Sòria",92
2019,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Dona","Castella i Lleó","Sòria",116
2019,8,"Nou Barris",45,"Porta","Dona","Castella i Lleó","Sòria",107
2019,8,"Nou Barris",46,"el Turó de la Peira","Dona","Castella i Lleó","Sòria",50
2019,8,"Nou Barris",47,"Can Peguera","Dona","Castella i Lleó","Sòria",0
2019,8,"Nou Barris",48,"la Guineueta","Dona","Castella i Lleó","Sòria",72
2019,8,"Nou Barris",49,"Canyelles","Dona","Castella i Lleó","Sòria",17
2019,8,"Nou Barris",50,"les Roquetes","Dona","Castella i Lleó","Sòria",20
2019,8,"Nou Barris",51,"Verdun","Dona","Castella i Lleó","Sòria",29
2019,8,"Nou Barris",52,"la Prosperitat","Dona","Castella i Lleó","Sòria",87
2019,8,"Nou Barris",53,"la Trinitat Nova","Dona","Castella i Lleó","Sòria",4
2019,8,"Nou Barris",54,"Torre Baró","Dona","Castella i Lleó","Sòria",4
2019,8,"Nou Barris",55,"Ciutat Meridiana","Dona","Castella i Lleó","Sòria",25
2019,8,"Nou Barris",56,"Vallbona","Dona","Castella i Lleó","Sòria",3
2019,9,"Sant Andreu",57,"la Trinitat Vella","Dona","Castella i Lleó","Sòria",15
2019,9,"Sant Andreu",58,"Baró de Viver","Dona","Castella i Lleó","Sòria",2
2019,9,"Sant Andreu",59,"el Bon Pastor","Dona","Castella i Lleó","Sòria",19
2019,9,"Sant Andreu",60,"Sant Andreu","Dona","Castella i Lleó","Sòria",144
2019,9,"Sant Andreu",61,"la Sagrera","Dona","Castella i Lleó","Sòria",132
2019,9,"Sant Andreu",62,"el Congrés i els Indians","Dona","Castella i Lleó","Sòria",34
2019,9,"Sant Andreu",63,"Navas","Dona","Castella i Lleó","Sòria",80
2019,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Dona","Castella i Lleó","Sòria",119
2019,10,"Sant Martí",65,"el Clot","Dona","Castella i Lleó","Sòria",86
2019,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Dona","Castella i Lleó","Sòria",30
2019,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Dona","Castella i Lleó","Sòria",17
2019,10,"Sant Martí",68,"el Poblenou","Dona","Castella i Lleó","Sòria",37
2019,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Dona","Castella i Lleó","Sòria",22
2019,10,"Sant Martí",70,"el Besòs i el Maresme","Dona","Castella i Lleó","Sòria",39
2019,10,"Sant Martí",71,"Provençals del Poblenou","Dona","Castella i Lleó","Sòria",49
2019,10,"Sant Martí",72,"Sant Martí de Provençals","Dona","Castella i Lleó","Sòria",73
2019,10,"Sant Martí",73,"la Verneda i la Pau","Dona","Castella i Lleó","Sòria",109
2019,1,"Ciutat Vella",1,"el Raval","Dona","Castella i Lleó","Valladolid",45
2019,1,"Ciutat Vella",2,"el Barri Gòtic","Dona","Castella i Lleó","Valladolid",17
2019,1,"Ciutat Vella",3,"la Barceloneta","Dona","Castella i Lleó","Valladolid",18
2019,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Dona","Castella i Lleó","Valladolid",26
2019,2,"Eixample",5,"el Fort Pienc","Dona","Castella i Lleó","Valladolid",56
2019,2,"Eixample",6,"la Sagrada Família","Dona","Castella i Lleó","Valladolid",99
2019,2,"Eixample",7,"la Dreta de l'Eixample","Dona","Castella i Lleó","Valladolid",54
2019,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Dona","Castella i Lleó","Valladolid",58
2019,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Dona","Castella i Lleó","Valladolid",91
2019,2,"Eixample",10,"Sant Antoni","Dona","Castella i Lleó","Valladolid",50
2019,3,"Sants-Montjuïc",11,"el Poble Sec","Dona","Castella i Lleó","Valladolid",44
2019,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Dona","Castella i Lleó","Valladolid",1
2019,3,"Sants-Montjuïc",13,"la Marina de Port","Dona","Castella i Lleó","Valladolid",47
2019,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Dona","Castella i Lleó","Valladolid",25
2019,3,"Sants-Montjuïc",15,"Hostafrancs","Dona","Castella i Lleó","Valladolid",19
2019,3,"Sants-Montjuïc",16,"la Bordeta","Dona","Castella i Lleó","Valladolid",28
2019,3,"Sants-Montjuïc",17,"Sants - Badal","Dona","Castella i Lleó","Valladolid",31
2019,3,"Sants-Montjuïc",18,"Sants","Dona","Castella i Lleó","Valladolid",57
2019,4,"Les Corts",19,"les Corts","Dona","Castella i Lleó","Valladolid",78
2019,4,"Les Corts",20,"la Maternitat i Sant Ramon","Dona","Castella i Lleó","Valladolid",32
2019,4,"Les Corts",21,"Pedralbes","Dona","Castella i Lleó","Valladolid",16
2019,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Dona","Castella i Lleó","Valladolid",1
2019,5,"Sarrià-Sant Gervasi",23,"Sarrià","Dona","Castella i Lleó","Valladolid",15
2019,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Dona","Castella i Lleó","Valladolid",20
2019,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Dona","Castella i Lleó","Valladolid",32
2019,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Dona","Castella i Lleó","Valladolid",55
2019,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Dona","Castella i Lleó","Valladolid",32
2019,6,"Gràcia",28,"Vallcarca i els Penitents","Dona","Castella i Lleó","Valladolid",24
2019,6,"Gràcia",29,"el Coll","Dona","Castella i Lleó","Valladolid",10
2019,6,"Gràcia",30,"la Salut","Dona","Castella i Lleó","Valladolid",21
2019,6,"Gràcia",31,"la Vila de Gràcia","Dona","Castella i Lleó","Valladolid",72
2019,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Dona","Castella i Lleó","Valladolid",50
2019,7,"Horta-Guinardó",33,"el Baix Guinardó","Dona","Castella i Lleó","Valladolid",43
2019,7,"Horta-Guinardó",34,"Can Baró","Dona","Castella i Lleó","Valladolid",14
2019,7,"Horta-Guinardó",35,"el Guinardó","Dona","Castella i Lleó","Valladolid",55
2019,7,"Horta-Guinardó",36,"la Font d'en Fargues","Dona","Castella i Lleó","Valladolid",16
2019,7,"Horta-Guinardó",37,"el Carmel","Dona","Castella i Lleó","Valladolid",32
2019,7,"Horta-Guinardó",38,"la Teixonera","Dona","Castella i Lleó","Valladolid",22
2019,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Dona","Castella i Lleó","Valladolid",13
2019,7,"Horta-Guinardó",40,"Montbau","Dona","Castella i Lleó","Valladolid",23
2019,7,"Horta-Guinardó",41,"la Vall d'Hebron","Dona","Castella i Lleó","Valladolid",21
2019,7,"Horta-Guinardó",42,"la Clota","Dona","Castella i Lleó","Valladolid",1
2019,7,"Horta-Guinardó",43,"Horta","Dona","Castella i Lleó","Valladolid",46
2019,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Dona","Castella i Lleó","Valladolid",58
2019,8,"Nou Barris",45,"Porta","Dona","Castella i Lleó","Valladolid",47
2019,8,"Nou Barris",46,"el Turó de la Peira","Dona","Castella i Lleó","Valladolid",18
2019,8,"Nou Barris",47,"Can Peguera","Dona","Castella i Lleó","Valladolid",6
2019,8,"Nou Barris",48,"la Guineueta","Dona","Castella i Lleó","Valladolid",38
2019,8,"Nou Barris",49,"Canyelles","Dona","Castella i Lleó","Valladolid",12
2019,8,"Nou Barris",50,"les Roquetes","Dona","Castella i Lleó","Valladolid",13
2019,8,"Nou Barris",51,"Verdun","Dona","Castella i Lleó","Valladolid",15
2019,8,"Nou Barris",52,"la Prosperitat","Dona","Castella i Lleó","Valladolid",45
2019,8,"Nou Barris",53,"la Trinitat Nova","Dona","Castella i Lleó","Valladolid",4
2019,8,"Nou Barris",54,"Torre Baró","Dona","Castella i Lleó","Valladolid",5
2019,8,"Nou Barris",55,"Ciutat Meridiana","Dona","Castella i Lleó","Valladolid",14
2019,8,"Nou Barris",56,"Vallbona","Dona","Castella i Lleó","Valladolid",2
2019,9,"Sant Andreu",57,"la Trinitat Vella","Dona","Castella i Lleó","Valladolid",5
2019,9,"Sant Andreu",58,"Baró de Viver","Dona","Castella i Lleó","Valladolid",1
2019,9,"Sant Andreu",59,"el Bon Pastor","Dona","Castella i Lleó","Valladolid",9
2019,9,"Sant Andreu",60,"Sant Andreu","Dona","Castella i Lleó","Valladolid",108
2019,9,"Sant Andreu",61,"la Sagrera","Dona","Castella i Lleó","Valladolid",65
2019,9,"Sant Andreu",62,"el Congrés i els Indians","Dona","Castella i Lleó","Valladolid",27
2019,9,"Sant Andreu",63,"Navas","Dona","Castella i Lleó","Valladolid",40
2019,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Dona","Castella i Lleó","Valladolid",59
2019,10,"Sant Martí",65,"el Clot","Dona","Castella i Lleó","Valladolid",60
2019,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Dona","Castella i Lleó","Valladolid",30
2019,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Dona","Castella i Lleó","Valladolid",18
2019,10,"Sant Martí",68,"el Poblenou","Dona","Castella i Lleó","Valladolid",49
2019,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Dona","Castella i Lleó","Valladolid",23
2019,10,"Sant Martí",70,"el Besòs i el Maresme","Dona","Castella i Lleó","Valladolid",29
2019,10,"Sant Martí",71,"Provençals del Poblenou","Dona","Castella i Lleó","Valladolid",18
2019,10,"Sant Martí",72,"Sant Martí de Provençals","Dona","Castella i Lleó","Valladolid",56
2019,10,"Sant Martí",73,"la Verneda i la Pau","Dona","Castella i Lleó","Valladolid",49
2019,1,"Ciutat Vella",1,"el Raval","Dona","Castella i Lleó","Zamora",27
2019,1,"Ciutat Vella",2,"el Barri Gòtic","Dona","Castella i Lleó","Zamora",6
2019,1,"Ciutat Vella",3,"la Barceloneta","Dona","Castella i Lleó","Zamora",7
2019,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Dona","Castella i Lleó","Zamora",22
2019,2,"Eixample",5,"el Fort Pienc","Dona","Castella i Lleó","Zamora",55
2019,2,"Eixample",6,"la Sagrada Família","Dona","Castella i Lleó","Zamora",71
2019,2,"Eixample",7,"la Dreta de l'Eixample","Dona","Castella i Lleó","Zamora",28
2019,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Dona","Castella i Lleó","Zamora",33
2019,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Dona","Castella i Lleó","Zamora",76
2019,2,"Eixample",10,"Sant Antoni","Dona","Castella i Lleó","Zamora",52
2019,3,"Sants-Montjuïc",11,"el Poble Sec","Dona","Castella i Lleó","Zamora",46
2019,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Dona","Castella i Lleó","Zamora",0
2019,3,"Sants-Montjuïc",13,"la Marina de Port","Dona","Castella i Lleó","Zamora",60
2019,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Dona","Castella i Lleó","Zamora",19
2019,3,"Sants-Montjuïc",15,"Hostafrancs","Dona","Castella i Lleó","Zamora",29
2019,3,"Sants-Montjuïc",16,"la Bordeta","Dona","Castella i Lleó","Zamora",35
2019,3,"Sants-Montjuïc",17,"Sants - Badal","Dona","Castella i Lleó","Zamora",36
2019,3,"Sants-Montjuïc",18,"Sants","Dona","Castella i Lleó","Zamora",55
2019,4,"Les Corts",19,"les Corts","Dona","Castella i Lleó","Zamora",56
2019,4,"Les Corts",20,"la Maternitat i Sant Ramon","Dona","Castella i Lleó","Zamora",35
2019,4,"Les Corts",21,"Pedralbes","Dona","Castella i Lleó","Zamora",8
2019,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Dona","Castella i Lleó","Zamora",5
2019,5,"Sarrià-Sant Gervasi",23,"Sarrià","Dona","Castella i Lleó","Zamora",9
2019,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Dona","Castella i Lleó","Zamora",12
2019,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Dona","Castella i Lleó","Zamora",11
2019,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Dona","Castella i Lleó","Zamora",31
2019,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Dona","Castella i Lleó","Zamora",17
2019,6,"Gràcia",28,"Vallcarca i els Penitents","Dona","Castella i Lleó","Zamora",29
2019,6,"Gràcia",29,"el Coll","Dona","Castella i Lleó","Zamora",10
2019,6,"Gràcia",30,"la Salut","Dona","Castella i Lleó","Zamora",7
2019,6,"Gràcia",31,"la Vila de Gràcia","Dona","Castella i Lleó","Zamora",50
2019,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Dona","Castella i Lleó","Zamora",52
2019,7,"Horta-Guinardó",33,"el Baix Guinardó","Dona","Castella i Lleó","Zamora",55
2019,7,"Horta-Guinardó",34,"Can Baró","Dona","Castella i Lleó","Zamora",14
2019,7,"Horta-Guinardó",35,"el Guinardó","Dona","Castella i Lleó","Zamora",46
2019,7,"Horta-Guinardó",36,"la Font d'en Fargues","Dona","Castella i Lleó","Zamora",13
2019,7,"Horta-Guinardó",37,"el Carmel","Dona","Castella i Lleó","Zamora",66
2019,7,"Horta-Guinardó",38,"la Teixonera","Dona","Castella i Lleó","Zamora",24
2019,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Dona","Castella i Lleó","Zamora",19
2019,7,"Horta-Guinardó",40,"Montbau","Dona","Castella i Lleó","Zamora",7
2019,7,"Horta-Guinardó",41,"la Vall d'Hebron","Dona","Castella i Lleó","Zamora",23
2019,7,"Horta-Guinardó",42,"la Clota","Dona","Castella i Lleó","Zamora",0
2019,7,"Horta-Guinardó",43,"Horta","Dona","Castella i Lleó","Zamora",57
2019,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Dona","Castella i Lleó","Zamora",69
2019,8,"Nou Barris",45,"Porta","Dona","Castella i Lleó","Zamora",61
2019,8,"Nou Barris",46,"el Turó de la Peira","Dona","Castella i Lleó","Zamora",29
2019,8,"Nou Barris",47,"Can Peguera","Dona","Castella i Lleó","Zamora",2
2019,8,"Nou Barris",48,"la Guineueta","Dona","Castella i Lleó","Zamora",37
2019,8,"Nou Barris",49,"Canyelles","Dona","Castella i Lleó","Zamora",26
2019,8,"Nou Barris",50,"les Roquetes","Dona","Castella i Lleó","Zamora",21
2019,8,"Nou Barris",51,"Verdun","Dona","Castella i Lleó","Zamora",19
2019,8,"Nou Barris",52,"la Prosperitat","Dona","Castella i Lleó","Zamora",54
2019,8,"Nou Barris",53,"la Trinitat Nova","Dona","Castella i Lleó","Zamora",5
2019,8,"Nou Barris",54,"Torre Baró","Dona","Castella i Lleó","Zamora",1
2019,8,"Nou Barris",55,"Ciutat Meridiana","Dona","Castella i Lleó","Zamora",17
2019,8,"Nou Barris",56,"Vallbona","Dona","Castella i Lleó","Zamora",1
2019,9,"Sant Andreu",57,"la Trinitat Vella","Dona","Castella i Lleó","Zamora",11
2019,9,"Sant Andreu",58,"Baró de Viver","Dona","Castella i Lleó","Zamora",2
2019,9,"Sant Andreu",59,"el Bon Pastor","Dona","Castella i Lleó","Zamora",23
2019,9,"Sant Andreu",60,"Sant Andreu","Dona","Castella i Lleó","Zamora",120
2019,9,"Sant Andreu",61,"la Sagrera","Dona","Castella i Lleó","Zamora",72
2019,9,"Sant Andreu",62,"el Congrés i els Indians","Dona","Castella i Lleó","Zamora",23
2019,9,"Sant Andreu",63,"Navas","Dona","Castella i Lleó","Zamora",34
2019,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Dona","Castella i Lleó","Zamora",75
2019,10,"Sant Martí",65,"el Clot","Dona","Castella i Lleó","Zamora",61
2019,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Dona","Castella i Lleó","Zamora",39
2019,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Dona","Castella i Lleó","Zamora",7
2019,10,"Sant Martí",68,"el Poblenou","Dona","Castella i Lleó","Zamora",28
2019,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Dona","Castella i Lleó","Zamora",8
2019,10,"Sant Martí",70,"el Besòs i el Maresme","Dona","Castella i Lleó","Zamora",25
2019,10,"Sant Martí",71,"Provençals del Poblenou","Dona","Castella i Lleó","Zamora",34
2019,10,"Sant Martí",72,"Sant Martí de Provençals","Dona","Castella i Lleó","Zamora",62
2019,10,"Sant Martí",73,"la Verneda i la Pau","Dona","Castella i Lleó","Zamora",86
2019,1,"Ciutat Vella",1,"el Raval","Dona","Catalunya","Barcelona",6748
2019,1,"Ciutat Vella",2,"el Barri Gòtic","Dona","Catalunya","Barcelona",2512
2019,1,"Ciutat Vella",3,"la Barceloneta","Dona","Catalunya","Barcelona",3212
2019,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Dona","Catalunya","Barcelona",3869
2019,2,"Eixample",5,"el Fort Pienc","Dona","Catalunya","Barcelona",8589
2019,2,"Eixample",6,"la Sagrada Família","Dona","Catalunya","Barcelona",14158
2019,2,"Eixample",7,"la Dreta de l'Eixample","Dona","Catalunya","Barcelona",12550
2019,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Dona","Catalunya","Barcelona",11860
2019,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Dona","Catalunya","Barcelona",16412
2019,2,"Eixample",10,"Sant Antoni","Dona","Catalunya","Barcelona",10435
2019,3,"Sants-Montjuïc",11,"el Poble Sec","Dona","Catalunya","Barcelona",8796
2019,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Dona","Catalunya","Barcelona",424
2019,3,"Sants-Montjuïc",13,"la Marina de Port","Dona","Catalunya","Barcelona",8673
2019,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Dona","Catalunya","Barcelona",2590
2019,3,"Sants-Montjuïc",15,"Hostafrancs","Dona","Catalunya","Barcelona",4103
2019,3,"Sants-Montjuïc",16,"la Bordeta","Dona","Catalunya","Barcelona",5748
2019,3,"Sants-Montjuïc",17,"Sants - Badal","Dona","Catalunya","Barcelona",6563
2019,3,"Sants-Montjuïc",18,"Sants","Dona","Catalunya","Barcelona",12083
2019,4,"Les Corts",19,"les Corts","Dona","Catalunya","Barcelona",14687
2019,4,"Les Corts",20,"la Maternitat i Sant Ramon","Dona","Catalunya","Barcelona",7271
2019,4,"Les Corts",21,"Pedralbes","Dona","Catalunya","Barcelona",3663
2019,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Dona","Catalunya","Barcelona",1553
2019,5,"Sarrià-Sant Gervasi",23,"Sarrià","Dona","Catalunya","Barcelona",8839
2019,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Dona","Catalunya","Barcelona",6083
2019,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Dona","Catalunya","Barcelona",9384
2019,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Dona","Catalunya","Barcelona",17018
2019,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Dona","Catalunya","Barcelona",10227
2019,6,"Gràcia",28,"Vallcarca i els Penitents","Dona","Catalunya","Barcelona",5011
2019,6,"Gràcia",29,"el Coll","Dona","Catalunya","Barcelona",2151
2019,6,"Gràcia",30,"la Salut","Dona","Catalunya","Barcelona",4289
2019,6,"Gràcia",31,"la Vila de Gràcia","Dona","Catalunya","Barcelona",14934
2019,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Dona","Catalunya","Barcelona",11250
2019,7,"Horta-Guinardó",33,"el Baix Guinardó","Dona","Catalunya","Barcelona",7700
2019,7,"Horta-Guinardó",34,"Can Baró","Dona","Catalunya","Barcelona",2706
2019,7,"Horta-Guinardó",35,"el Guinardó","Dona","Catalunya","Barcelona",11085
2019,7,"Horta-Guinardó",36,"la Font d'en Fargues","Dona","Catalunya","Barcelona",3348
2019,7,"Horta-Guinardó",37,"el Carmel","Dona","Catalunya","Barcelona",7949
2019,7,"Horta-Guinardó",38,"la Teixonera","Dona","Catalunya","Barcelona",2966
2019,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Dona","Catalunya","Barcelona",1846
2019,7,"Horta-Guinardó",40,"Montbau","Dona","Catalunya","Barcelona",1543
2019,7,"Horta-Guinardó",41,"la Vall d'Hebron","Dona","Catalunya","Barcelona",1679
2019,7,"Horta-Guinardó",42,"la Clota","Dona","Catalunya","Barcelona",217
2019,7,"Horta-Guinardó",43,"Horta","Dona","Catalunya","Barcelona",8321
2019,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Dona","Catalunya","Barcelona",7294
2019,8,"Nou Barris",45,"Porta","Dona","Catalunya","Barcelona",6556
2019,8,"Nou Barris",46,"el Turó de la Peira","Dona","Catalunya","Barcelona",3689
2019,8,"Nou Barris",47,"Can Peguera","Dona","Catalunya","Barcelona",771
2019,8,"Nou Barris",48,"la Guineueta","Dona","Catalunya","Barcelona",4546
2019,8,"Nou Barris",49,"Canyelles","Dona","Catalunya","Barcelona",2073
2019,8,"Nou Barris",50,"les Roquetes","Dona","Catalunya","Barcelona",3820
2019,8,"Nou Barris",51,"Verdun","Dona","Catalunya","Barcelona",2971
2019,8,"Nou Barris",52,"la Prosperitat","Dona","Catalunya","Barcelona",6648
2019,8,"Nou Barris",53,"la Trinitat Nova","Dona","Catalunya","Barcelona",2055
2019,8,"Nou Barris",54,"Torre Baró","Dona","Catalunya","Barcelona",768
2019,8,"Nou Barris",55,"Ciutat Meridiana","Dona","Catalunya","Barcelona",2020
2019,8,"Nou Barris",56,"Vallbona","Dona","Catalunya","Barcelona",391
2019,9,"Sant Andreu",57,"la Trinitat Vella","Dona","Catalunya","Barcelona",2158
2019,9,"Sant Andreu",58,"Baró de Viver","Dona","Catalunya","Barcelona",880
2019,9,"Sant Andreu",59,"el Bon Pastor","Dona","Catalunya","Barcelona",3928
2019,9,"Sant Andreu",60,"Sant Andreu","Dona","Catalunya","Barcelona",19409
2019,9,"Sant Andreu",61,"la Sagrera","Dona","Catalunya","Barcelona",8131
2019,9,"Sant Andreu",62,"el Congrés i els Indians","Dona","Catalunya","Barcelona",4529
2019,9,"Sant Andreu",63,"Navas","Dona","Catalunya","Barcelona",6510
2019,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Dona","Catalunya","Barcelona",10887
2019,10,"Sant Martí",65,"el Clot","Dona","Catalunya","Barcelona",7952
2019,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Dona","Catalunya","Barcelona",4037
