"﻿""Any""","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Sexe","Edat_quinquennal","Nombre"
2020,2,"Eixample",5,"el Fort Pienc","Dona","60-64 anys",185
2020,2,"Eixample",6,"la Sagrada Família","Dona","60-64 anys",309
2020,2,"Eixample",7,"la Dreta de l'Eixample","Dona","60-64 anys",291
2020,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Dona","60-64 anys",258
2020,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Dona","60-64 anys",357
2020,2,"Eixample",10,"Sant Antoni","Dona","60-64 anys",217
2020,3,"Sants-Montjuïc",11,"el Poble Sec","Dona","60-64 anys",198
2020,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Dona","60-64 anys",6
2020,3,"Sants-Montjuïc",13,"la Marina de Port","Dona","60-64 anys",153
2020,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Dona","60-64 anys",66
2020,3,"Sants-Montjuïc",15,"Hostafrancs","Dona","60-64 anys",105
2020,3,"Sants-Montjuïc",16,"la Bordeta","Dona","60-64 anys",115
2020,3,"Sants-Montjuïc",17,"Sants - Badal","Dona","60-64 anys",148
2020,3,"Sants-Montjuïc",18,"Sants","Dona","60-64 anys",248
2020,4,"Les Corts",19,"les Corts","Dona","60-64 anys",245
2020,4,"Les Corts",20,"la Maternitat i Sant Ramon","Dona","60-64 anys",114
2020,4,"Les Corts",21,"Pedralbes","Dona","60-64 anys",39
2020,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Dona","60-64 anys",25
2020,5,"Sarrià-Sant Gervasi",23,"Sarrià","Dona","60-64 anys",119
2020,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Dona","60-64 anys",57
2020,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Dona","60-64 anys",125
2020,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Dona","60-64 anys",264
2020,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Dona","60-64 anys",168
2020,6,"Gràcia",28,"Vallcarca i els Penitents","Dona","60-64 anys",73
2020,6,"Gràcia",29,"el Coll","Dona","60-64 anys",51
2020,6,"Gràcia",30,"la Salut","Dona","60-64 anys",66
2020,6,"Gràcia",31,"la Vila de Gràcia","Dona","60-64 anys",317
2020,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Dona","60-64 anys",240
2020,7,"Horta-Guinardó",33,"el Baix Guinardó","Dona","60-64 anys",169
2020,7,"Horta-Guinardó",34,"Can Baró","Dona","60-64 anys",51
2020,7,"Horta-Guinardó",35,"el Guinardó","Dona","60-64 anys",196
2020,7,"Horta-Guinardó",36,"la Font d'en Fargues","Dona","60-64 anys",49
2020,7,"Horta-Guinardó",37,"el Carmel","Dona","60-64 anys",151
2020,7,"Horta-Guinardó",38,"la Teixonera","Dona","60-64 anys",52
2020,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Dona","60-64 anys",32
2020,7,"Horta-Guinardó",40,"Montbau","Dona","60-64 anys",18
2020,7,"Horta-Guinardó",41,"la Vall d'Hebron","Dona","60-64 anys",28
2020,7,"Horta-Guinardó",42,"la Clota","Dona","60-64 anys",2
2020,7,"Horta-Guinardó",43,"Horta","Dona","60-64 anys",141
2020,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Dona","60-64 anys",145
2020,8,"Nou Barris",45,"Porta","Dona","60-64 anys",126
2020,8,"Nou Barris",46,"el Turó de la Peira","Dona","60-64 anys",64
2020,8,"Nou Barris",47,"Can Peguera","Dona","60-64 anys",16
2020,8,"Nou Barris",48,"la Guineueta","Dona","60-64 anys",75
2020,8,"Nou Barris",49,"Canyelles","Dona","60-64 anys",44
2020,8,"Nou Barris",50,"les Roquetes","Dona","60-64 anys",64
2020,8,"Nou Barris",51,"Verdun","Dona","60-64 anys",80
2020,8,"Nou Barris",52,"la Prosperitat","Dona","60-64 anys",113
2020,8,"Nou Barris",53,"la Trinitat Nova","Dona","60-64 anys",52
2020,8,"Nou Barris",54,"Torre Baró","Dona","60-64 anys",11
2020,8,"Nou Barris",55,"Ciutat Meridiana","Dona","60-64 anys",43
2020,8,"Nou Barris",56,"Vallbona","Dona","60-64 anys",3
2020,9,"Sant Andreu",57,"la Trinitat Vella","Dona","60-64 anys",29
2020,9,"Sant Andreu",58,"Baró de Viver","Dona","60-64 anys",17
2020,9,"Sant Andreu",59,"el Bon Pastor","Dona","60-64 anys",53
2020,9,"Sant Andreu",60,"Sant Andreu","Dona","60-64 anys",323
2020,9,"Sant Andreu",61,"la Sagrera","Dona","60-64 anys",176
2020,9,"Sant Andreu",62,"el Congrés i els Indians","Dona","60-64 anys",70
2020,9,"Sant Andreu",63,"Navas","Dona","60-64 anys",127
2020,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Dona","60-64 anys",217
2020,10,"Sant Martí",65,"el Clot","Dona","60-64 anys",144
2020,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Dona","60-64 anys",77
2020,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Dona","60-64 anys",49
2020,10,"Sant Martí",68,"el Poblenou","Dona","60-64 anys",129
2020,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Dona","60-64 anys",57
2020,10,"Sant Martí",70,"el Besòs i el Maresme","Dona","60-64 anys",115
2020,10,"Sant Martí",71,"Provençals del Poblenou","Dona","60-64 anys",106
2020,10,"Sant Martí",72,"Sant Martí de Provençals","Dona","60-64 anys",140
2020,10,"Sant Martí",73,"la Verneda i la Pau","Dona","60-64 anys",135
2020,1,"Ciutat Vella",1,"el Raval","Dona","65-69 anys",162
2020,1,"Ciutat Vella",2,"el Barri Gòtic","Dona","65-69 anys",82
2020,1,"Ciutat Vella",3,"la Barceloneta","Dona","65-69 anys",82
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Dona","65-69 anys",112
2020,2,"Eixample",5,"el Fort Pienc","Dona","65-69 anys",224
2020,2,"Eixample",6,"la Sagrada Família","Dona","65-69 anys",379
2020,2,"Eixample",7,"la Dreta de l'Eixample","Dona","65-69 anys",297
2020,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Dona","65-69 anys",307
2020,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Dona","65-69 anys",447
2020,2,"Eixample",10,"Sant Antoni","Dona","65-69 anys",243
2020,3,"Sants-Montjuïc",11,"el Poble Sec","Dona","65-69 anys",202
2020,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Dona","65-69 anys",11
2020,3,"Sants-Montjuïc",13,"la Marina de Port","Dona","65-69 anys",161
2020,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Dona","65-69 anys",85
2020,3,"Sants-Montjuïc",15,"Hostafrancs","Dona","65-69 anys",100
2020,3,"Sants-Montjuïc",16,"la Bordeta","Dona","65-69 anys",133
2020,3,"Sants-Montjuïc",17,"Sants - Badal","Dona","65-69 anys",158
2020,3,"Sants-Montjuïc",18,"Sants","Dona","65-69 anys",251
2020,4,"Les Corts",19,"les Corts","Dona","65-69 anys",384
2020,4,"Les Corts",20,"la Maternitat i Sant Ramon","Dona","65-69 anys",162
2020,4,"Les Corts",21,"Pedralbes","Dona","65-69 anys",61
2020,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Dona","65-69 anys",21
2020,5,"Sarrià-Sant Gervasi",23,"Sarrià","Dona","65-69 anys",142
2020,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Dona","65-69 anys",77
2020,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Dona","65-69 anys",129
2020,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Dona","65-69 anys",315
2020,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Dona","65-69 anys",251
2020,6,"Gràcia",28,"Vallcarca i els Penitents","Dona","65-69 anys",114
2020,6,"Gràcia",29,"el Coll","Dona","65-69 anys",60
2020,6,"Gràcia",30,"la Salut","Dona","65-69 anys",111
2020,6,"Gràcia",31,"la Vila de Gràcia","Dona","65-69 anys",335
2020,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Dona","65-69 anys",284
2020,7,"Horta-Guinardó",33,"el Baix Guinardó","Dona","65-69 anys",146
2020,7,"Horta-Guinardó",34,"Can Baró","Dona","65-69 anys",64
2020,7,"Horta-Guinardó",35,"el Guinardó","Dona","65-69 anys",244
2020,7,"Horta-Guinardó",36,"la Font d'en Fargues","Dona","65-69 anys",49
2020,7,"Horta-Guinardó",37,"el Carmel","Dona","65-69 anys",178
2020,7,"Horta-Guinardó",38,"la Teixonera","Dona","65-69 anys",51
2020,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Dona","65-69 anys",46
2020,7,"Horta-Guinardó",40,"Montbau","Dona","65-69 anys",20
2020,7,"Horta-Guinardó",41,"la Vall d'Hebron","Dona","65-69 anys",29
2020,7,"Horta-Guinardó",42,"la Clota","Dona","65-69 anys",2
2020,7,"Horta-Guinardó",43,"Horta","Dona","65-69 anys",161
2020,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Dona","65-69 anys",152
2020,8,"Nou Barris",45,"Porta","Dona","65-69 anys",142
2020,8,"Nou Barris",46,"el Turó de la Peira","Dona","65-69 anys",80
2020,8,"Nou Barris",47,"Can Peguera","Dona","65-69 anys",9
2020,8,"Nou Barris",48,"la Guineueta","Dona","65-69 anys",91
2020,8,"Nou Barris",49,"Canyelles","Dona","65-69 anys",56
2020,8,"Nou Barris",50,"les Roquetes","Dona","65-69 anys",66
2020,8,"Nou Barris",51,"Verdun","Dona","65-69 anys",85
2020,8,"Nou Barris",52,"la Prosperitat","Dona","65-69 anys",129
2020,8,"Nou Barris",53,"la Trinitat Nova","Dona","65-69 anys",47
2020,8,"Nou Barris",54,"Torre Baró","Dona","65-69 anys",7
2020,8,"Nou Barris",55,"Ciutat Meridiana","Dona","65-69 anys",39
2020,8,"Nou Barris",56,"Vallbona","Dona","65-69 anys",9
2020,9,"Sant Andreu",57,"la Trinitat Vella","Dona","65-69 anys",37
2020,9,"Sant Andreu",58,"Baró de Viver","Dona","65-69 anys",13
2020,9,"Sant Andreu",59,"el Bon Pastor","Dona","65-69 anys",49
2020,9,"Sant Andreu",60,"Sant Andreu","Dona","65-69 anys",368
2020,9,"Sant Andreu",61,"la Sagrera","Dona","65-69 anys",202
2020,9,"Sant Andreu",62,"el Congrés i els Indians","Dona","65-69 anys",78
2020,9,"Sant Andreu",63,"Navas","Dona","65-69 anys",155
2020,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Dona","65-69 anys",290
2020,10,"Sant Martí",65,"el Clot","Dona","65-69 anys",138
2020,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Dona","65-69 anys",100
2020,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Dona","65-69 anys",49
2020,10,"Sant Martí",68,"el Poblenou","Dona","65-69 anys",133
2020,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Dona","65-69 anys",62
2020,10,"Sant Martí",70,"el Besòs i el Maresme","Dona","65-69 anys",110
2020,10,"Sant Martí",71,"Provençals del Poblenou","Dona","65-69 anys",103
2020,10,"Sant Martí",72,"Sant Martí de Provençals","Dona","65-69 anys",150
2020,10,"Sant Martí",73,"la Verneda i la Pau","Dona","65-69 anys",174
2020,1,"Ciutat Vella",1,"el Raval","Dona","70-74 anys",198
2020,1,"Ciutat Vella",2,"el Barri Gòtic","Dona","70-74 anys",63
2020,1,"Ciutat Vella",3,"la Barceloneta","Dona","70-74 anys",101
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Dona","70-74 anys",127
2020,2,"Eixample",5,"el Fort Pienc","Dona","70-74 anys",232
2020,2,"Eixample",6,"la Sagrada Família","Dona","70-74 anys",458
2020,2,"Eixample",7,"la Dreta de l'Eixample","Dona","70-74 anys",300
2020,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Dona","70-74 anys",373
2020,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Dona","70-74 anys",500
2020,2,"Eixample",10,"Sant Antoni","Dona","70-74 anys",294
2020,3,"Sants-Montjuïc",11,"el Poble Sec","Dona","70-74 anys",216
2020,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Dona","70-74 anys",8
2020,3,"Sants-Montjuïc",13,"la Marina de Port","Dona","70-74 anys",208
2020,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Dona","70-74 anys",74
2020,3,"Sants-Montjuïc",15,"Hostafrancs","Dona","70-74 anys",114
2020,3,"Sants-Montjuïc",16,"la Bordeta","Dona","70-74 anys",159
2020,3,"Sants-Montjuïc",17,"Sants - Badal","Dona","70-74 anys",168
2020,3,"Sants-Montjuïc",18,"Sants","Dona","70-74 anys",309
2020,4,"Les Corts",19,"les Corts","Dona","70-74 anys",459
2020,4,"Les Corts",20,"la Maternitat i Sant Ramon","Dona","70-74 anys",219
2020,4,"Les Corts",21,"Pedralbes","Dona","70-74 anys",87
2020,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Dona","70-74 anys",25
2020,5,"Sarrià-Sant Gervasi",23,"Sarrià","Dona","70-74 anys",128
2020,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Dona","70-74 anys",95
2020,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Dona","70-74 anys",206
2020,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Dona","70-74 anys",402
2020,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Dona","70-74 anys",270
2020,6,"Gràcia",28,"Vallcarca i els Penitents","Dona","70-74 anys",146
2020,6,"Gràcia",29,"el Coll","Dona","70-74 anys",66
2020,6,"Gràcia",30,"la Salut","Dona","70-74 anys",139
2020,6,"Gràcia",31,"la Vila de Gràcia","Dona","70-74 anys",375
2020,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Dona","70-74 anys",326
2020,7,"Horta-Guinardó",33,"el Baix Guinardó","Dona","70-74 anys",216
2020,7,"Horta-Guinardó",34,"Can Baró","Dona","70-74 anys",68
2020,7,"Horta-Guinardó",35,"el Guinardó","Dona","70-74 anys",280
2020,7,"Horta-Guinardó",36,"la Font d'en Fargues","Dona","70-74 anys",81
2020,7,"Horta-Guinardó",37,"el Carmel","Dona","70-74 anys",228
2020,7,"Horta-Guinardó",38,"la Teixonera","Dona","70-74 anys",85
2020,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Dona","70-74 anys",56
2020,7,"Horta-Guinardó",40,"Montbau","Dona","70-74 anys",30
2020,7,"Horta-Guinardó",41,"la Vall d'Hebron","Dona","70-74 anys",65
2020,7,"Horta-Guinardó",42,"la Clota","Dona","70-74 anys",4
2020,7,"Horta-Guinardó",43,"Horta","Dona","70-74 anys",203
2020,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Dona","70-74 anys",240
2020,8,"Nou Barris",45,"Porta","Dona","70-74 anys",194
2020,8,"Nou Barris",46,"el Turó de la Peira","Dona","70-74 anys",80
2020,8,"Nou Barris",47,"Can Peguera","Dona","70-74 anys",13
2020,8,"Nou Barris",48,"la Guineueta","Dona","70-74 anys",147
2020,8,"Nou Barris",49,"Canyelles","Dona","70-74 anys",72
2020,8,"Nou Barris",50,"les Roquetes","Dona","70-74 anys",96
2020,8,"Nou Barris",51,"Verdun","Dona","70-74 anys",96
2020,8,"Nou Barris",52,"la Prosperitat","Dona","70-74 anys",225
2020,8,"Nou Barris",53,"la Trinitat Nova","Dona","70-74 anys",40
2020,8,"Nou Barris",54,"Torre Baró","Dona","70-74 anys",14
2020,8,"Nou Barris",55,"Ciutat Meridiana","Dona","70-74 anys",69
2020,8,"Nou Barris",56,"Vallbona","Dona","70-74 anys",5
2020,9,"Sant Andreu",57,"la Trinitat Vella","Dona","70-74 anys",54
2020,9,"Sant Andreu",58,"Baró de Viver","Dona","70-74 anys",11
2020,9,"Sant Andreu",59,"el Bon Pastor","Dona","70-74 anys",71
2020,9,"Sant Andreu",60,"Sant Andreu","Dona","70-74 anys",427
2020,9,"Sant Andreu",61,"la Sagrera","Dona","70-74 anys",231
2020,9,"Sant Andreu",62,"el Congrés i els Indians","Dona","70-74 anys",93
2020,9,"Sant Andreu",63,"Navas","Dona","70-74 anys",202
2020,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Dona","70-74 anys",351
2020,10,"Sant Martí",65,"el Clot","Dona","70-74 anys",211
2020,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Dona","70-74 anys",125
2020,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Dona","70-74 anys",52
2020,10,"Sant Martí",68,"el Poblenou","Dona","70-74 anys",167
2020,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Dona","70-74 anys",62
2020,10,"Sant Martí",70,"el Besòs i el Maresme","Dona","70-74 anys",101
2020,10,"Sant Martí",71,"Provençals del Poblenou","Dona","70-74 anys",110
2020,10,"Sant Martí",72,"Sant Martí de Provençals","Dona","70-74 anys",216
2020,10,"Sant Martí",73,"la Verneda i la Pau","Dona","70-74 anys",221
2020,1,"Ciutat Vella",1,"el Raval","Dona","75-79 anys",178
2020,1,"Ciutat Vella",2,"el Barri Gòtic","Dona","75-79 anys",70
2020,1,"Ciutat Vella",3,"la Barceloneta","Dona","75-79 anys",110
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Dona","75-79 anys",119
2020,2,"Eixample",5,"el Fort Pienc","Dona","75-79 anys",239
2020,2,"Eixample",6,"la Sagrada Família","Dona","75-79 anys",463
2020,2,"Eixample",7,"la Dreta de l'Eixample","Dona","75-79 anys",339
2020,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Dona","75-79 anys",340
2020,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Dona","75-79 anys",535
2020,2,"Eixample",10,"Sant Antoni","Dona","75-79 anys",328
2020,3,"Sants-Montjuïc",11,"el Poble Sec","Dona","75-79 anys",223
2020,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Dona","75-79 anys",5
2020,3,"Sants-Montjuïc",13,"la Marina de Port","Dona","75-79 anys",216
2020,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Dona","75-79 anys",100
2020,3,"Sants-Montjuïc",15,"Hostafrancs","Dona","75-79 anys",103
2020,3,"Sants-Montjuïc",16,"la Bordeta","Dona","75-79 anys",127
2020,3,"Sants-Montjuïc",17,"Sants - Badal","Dona","75-79 anys",196
2020,3,"Sants-Montjuïc",18,"Sants","Dona","75-79 anys",325
2020,4,"Les Corts",19,"les Corts","Dona","75-79 anys",444
2020,4,"Les Corts",20,"la Maternitat i Sant Ramon","Dona","75-79 anys",205
2020,4,"Les Corts",21,"Pedralbes","Dona","75-79 anys",71
2020,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Dona","75-79 anys",22
2020,5,"Sarrià-Sant Gervasi",23,"Sarrià","Dona","75-79 anys",171
2020,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Dona","75-79 anys",118
2020,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Dona","75-79 anys",183
2020,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Dona","75-79 anys",441
2020,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Dona","75-79 anys",268
2020,6,"Gràcia",28,"Vallcarca i els Penitents","Dona","75-79 anys",161
2020,6,"Gràcia",29,"el Coll","Dona","75-79 anys",70
2020,6,"Gràcia",30,"la Salut","Dona","75-79 anys",131
2020,6,"Gràcia",31,"la Vila de Gràcia","Dona","75-79 anys",401
2020,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Dona","75-79 anys",325
2020,7,"Horta-Guinardó",33,"el Baix Guinardó","Dona","75-79 anys",225
2020,7,"Horta-Guinardó",34,"Can Baró","Dona","75-79 anys",72
2020,7,"Horta-Guinardó",35,"el Guinardó","Dona","75-79 anys",299
2020,7,"Horta-Guinardó",36,"la Font d'en Fargues","Dona","75-79 anys",77
2020,7,"Horta-Guinardó",37,"el Carmel","Dona","75-79 anys",274
2020,7,"Horta-Guinardó",38,"la Teixonera","Dona","75-79 anys",107
2020,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Dona","75-79 anys",68
2020,7,"Horta-Guinardó",40,"Montbau","Dona","75-79 anys",44
2020,7,"Horta-Guinardó",41,"la Vall d'Hebron","Dona","75-79 anys",64
2020,7,"Horta-Guinardó",42,"la Clota","Dona","75-79 anys",3
2020,7,"Horta-Guinardó",43,"Horta","Dona","75-79 anys",250
2020,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Dona","75-79 anys",251
2020,8,"Nou Barris",45,"Porta","Dona","75-79 anys",223
2020,8,"Nou Barris",46,"el Turó de la Peira","Dona","75-79 anys",109
2020,8,"Nou Barris",47,"Can Peguera","Dona","75-79 anys",21
2020,8,"Nou Barris",48,"la Guineueta","Dona","75-79 anys",175
2020,8,"Nou Barris",49,"Canyelles","Dona","75-79 anys",74
2020,8,"Nou Barris",50,"les Roquetes","Dona","75-79 anys",98
2020,8,"Nou Barris",51,"Verdun","Dona","75-79 anys",105
2020,8,"Nou Barris",52,"la Prosperitat","Dona","75-79 anys",273
2020,8,"Nou Barris",53,"la Trinitat Nova","Dona","75-79 anys",41
2020,8,"Nou Barris",54,"Torre Baró","Dona","75-79 anys",8
2020,8,"Nou Barris",55,"Ciutat Meridiana","Dona","75-79 anys",79
2020,8,"Nou Barris",56,"Vallbona","Dona","75-79 anys",6
2020,9,"Sant Andreu",57,"la Trinitat Vella","Dona","75-79 anys",49
2020,9,"Sant Andreu",58,"Baró de Viver","Dona","75-79 anys",12
2020,9,"Sant Andreu",59,"el Bon Pastor","Dona","75-79 anys",74
2020,9,"Sant Andreu",60,"Sant Andreu","Dona","75-79 anys",417
2020,9,"Sant Andreu",61,"la Sagrera","Dona","75-79 anys",223
2020,9,"Sant Andreu",62,"el Congrés i els Indians","Dona","75-79 anys",110
2020,9,"Sant Andreu",63,"Navas","Dona","75-79 anys",204
2020,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Dona","75-79 anys",319
2020,10,"Sant Martí",65,"el Clot","Dona","75-79 anys",181
2020,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Dona","75-79 anys",110
2020,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Dona","75-79 anys",29
2020,10,"Sant Martí",68,"el Poblenou","Dona","75-79 anys",205
2020,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Dona","75-79 anys",57
2020,10,"Sant Martí",70,"el Besòs i el Maresme","Dona","75-79 anys",117
2020,10,"Sant Martí",71,"Provençals del Poblenou","Dona","75-79 anys",117
2020,10,"Sant Martí",72,"Sant Martí de Provençals","Dona","75-79 anys",262
2020,10,"Sant Martí",73,"la Verneda i la Pau","Dona","75-79 anys",263
2020,1,"Ciutat Vella",1,"el Raval","Dona","80-84 anys",201
2020,1,"Ciutat Vella",2,"el Barri Gòtic","Dona","80-84 anys",76
2020,1,"Ciutat Vella",3,"la Barceloneta","Dona","80-84 anys",133
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Dona","80-84 anys",108
2020,2,"Eixample",5,"el Fort Pienc","Dona","80-84 anys",240
2020,2,"Eixample",6,"la Sagrada Família","Dona","80-84 anys",373
2020,2,"Eixample",7,"la Dreta de l'Eixample","Dona","80-84 anys",306
2020,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Dona","80-84 anys",326
2020,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Dona","80-84 anys",467
2020,2,"Eixample",10,"Sant Antoni","Dona","80-84 anys",336
2020,3,"Sants-Montjuïc",11,"el Poble Sec","Dona","80-84 anys",278
2020,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Dona","80-84 anys",7
2020,3,"Sants-Montjuïc",13,"la Marina de Port","Dona","80-84 anys",213
2020,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Dona","80-84 anys",82
2020,3,"Sants-Montjuïc",15,"Hostafrancs","Dona","80-84 anys",86
2020,3,"Sants-Montjuïc",16,"la Bordeta","Dona","80-84 anys",147
2020,3,"Sants-Montjuïc",17,"Sants - Badal","Dona","80-84 anys",163
2020,3,"Sants-Montjuïc",18,"Sants","Dona","80-84 anys",319
2020,4,"Les Corts",19,"les Corts","Dona","80-84 anys",342
2020,4,"Les Corts",20,"la Maternitat i Sant Ramon","Dona","80-84 anys",175
2020,4,"Les Corts",21,"Pedralbes","Dona","80-84 anys",78
2020,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Dona","80-84 anys",9
2020,5,"Sarrià-Sant Gervasi",23,"Sarrià","Dona","80-84 anys",154
2020,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Dona","80-84 anys",99
2020,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Dona","80-84 anys",175
2020,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Dona","80-84 anys",413
2020,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Dona","80-84 anys",217
2020,6,"Gràcia",28,"Vallcarca i els Penitents","Dona","80-84 anys",115
2020,6,"Gràcia",29,"el Coll","Dona","80-84 anys",52
2020,6,"Gràcia",30,"la Salut","Dona","80-84 anys",125
2020,6,"Gràcia",31,"la Vila de Gràcia","Dona","80-84 anys",361
2020,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Dona","80-84 anys",320
2020,7,"Horta-Guinardó",33,"el Baix Guinardó","Dona","80-84 anys",241
2020,7,"Horta-Guinardó",34,"Can Baró","Dona","80-84 anys",84
2020,7,"Horta-Guinardó",35,"el Guinardó","Dona","80-84 anys",283
2020,7,"Horta-Guinardó",36,"la Font d'en Fargues","Dona","80-84 anys",59
2020,7,"Horta-Guinardó",37,"el Carmel","Dona","80-84 anys",265
2020,7,"Horta-Guinardó",38,"la Teixonera","Dona","80-84 anys",93
2020,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Dona","80-84 anys",86
2020,7,"Horta-Guinardó",40,"Montbau","Dona","80-84 anys",71
2020,7,"Horta-Guinardó",41,"la Vall d'Hebron","Dona","80-84 anys",67
2020,7,"Horta-Guinardó",42,"la Clota","Dona","80-84 anys",5
2020,7,"Horta-Guinardó",43,"Horta","Dona","80-84 anys",243
2020,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Dona","80-84 anys",240
2020,8,"Nou Barris",45,"Porta","Dona","80-84 anys",257
2020,8,"Nou Barris",46,"el Turó de la Peira","Dona","80-84 anys",153
2020,8,"Nou Barris",47,"Can Peguera","Dona","80-84 anys",26
2020,8,"Nou Barris",48,"la Guineueta","Dona","80-84 anys",170
2020,8,"Nou Barris",49,"Canyelles","Dona","80-84 anys",44
2020,8,"Nou Barris",50,"les Roquetes","Dona","80-84 anys",93
2020,8,"Nou Barris",51,"Verdun","Dona","80-84 anys",135
2020,8,"Nou Barris",52,"la Prosperitat","Dona","80-84 anys",296
2020,8,"Nou Barris",53,"la Trinitat Nova","Dona","80-84 anys",45
2020,8,"Nou Barris",54,"Torre Baró","Dona","80-84 anys",9
2020,8,"Nou Barris",55,"Ciutat Meridiana","Dona","80-84 anys",67
2020,8,"Nou Barris",56,"Vallbona","Dona","80-84 anys",4
2020,9,"Sant Andreu",57,"la Trinitat Vella","Dona","80-84 anys",44
