"Any","Indicador","Equipament","Valor","Notes_Dades","Notes_Equipament","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Titularitat","TipusGeneral","TipusEquipament","Ambit","Latitud","Longitud"
2019,"Metres quadrats","Centre Cívic Barceloneta",1431,"A partir de 2018 inclou espectacles i xerrades, i no les activitats relacionades amb les exposicions, que sí que s'havien comptat fins 2017.","",1,"Ciutat Vella",3,"la Barceloneta","Municipal","Centres cívics","Centres cívics","Multidisciplinaris i altres",41.380269123000005,2.19230079
2019,"Metres quadrats","Centre Cívic Baró de Viver",1535,"A partir de 2018 inclou espectacles i xerrades, i no les activitats relacionades amb les exposicions, que sí que s'havien comptat fins 2017.","",9,"Sant Andreu",58,"Baró de Viver","Municipal","Centres cívics","Centres cívics","Multidisciplinaris i altres",41.448391924,2.199921143
2019,"Metres quadrats","Centre Cívic Besòs",3858,"A partir de 2018 inclou espectacles i xerrades, i no les activitats relacionades amb les exposicions, que sí que s'havien comptat fins 2017.","",10,"Sant Martí",70,"el Besòs i el Maresme","Municipal","Centres cívics","Centres cívics","Multidisciplinaris i altres",41.416306001,2.211478868
2019,"Metres quadrats","Centre Cívic Bon Pastor",1370,"A partir de 2018 inclou espectacles i xerrades, i no les activitats relacionades amb les exposicions, que sí que s'havien comptat fins 2017.","",9,"Sant Andreu",59,"el Bon Pastor","Municipal","Centres cívics","Centres cívics","Multidisciplinaris i altres",41.434780210999996,2.2049117959999998
2019,"Metres quadrats","Centre Cívic Can Basté",1060,"A partir de 2018 inclou espectacles i xerrades, i no les activitats relacionades amb les exposicions, que sí que s'havien comptat fins 2017.","",8,"Nou Barris",46,"el Turó de la Peira","Municipal","Centres cívics","Centres cívics","Multidisciplinaris i altres",41.430458546,2.173212158
2019,"Metres quadrats","Centre Cívic Can Castelló",1200,"A partir de 2018 inclou espectacles i xerrades, i no les activitats relacionades amb les exposicions, que sí que s'havien comptat fins 2017.","",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Municipal","Centres cívics","Centres cívics","Multidisciplinaris i altres",41.399005576,2.14016297
2019,"Metres quadrats","Centre Cívic Can Clariana Cultural",842,"A partir de 2018 inclou espectacles i xerrades, i no les activitats relacionades amb les exposicions, que sí que s'havien comptat fins 2017.","",9,"Sant Andreu",62,"el Congrés i els Indians","Municipal","Centres cívics","Centres cívics","Multidisciplinaris i altres",41.42751810000001,2.178412
2019,"Metres quadrats","Centre Cívic Can Deu",803,"A partir de 2018 inclou espectacles i xerrades, i no les activitats relacionades amb les exposicions, que sí que s'havien comptat fins 2017.","",4,"Les Corts",19,"les Corts","Municipal","Centres cívics","Centres cívics","Multidisciplinaris i altres",41.386760961,2.1325020759999997
2019,"Metres quadrats","Centre Cívic Can Felipa",3125,"A partir de 2018 inclou espectacles i xerrades, i no les activitats relacionades amb les exposicions, que sí que s'havien comptat fins 2017.","",10,"Sant Martí",68,"el Poblenou","Municipal","Centres cívics","Centres cívics","Multidisciplinaris i altres",41.404013272,2.201386526
2019,"Metres quadrats","Centre Cívic Can Verdaguer",990,"A partir de 2018 inclou espectacles i xerrades, i no les activitats relacionades amb les exposicions, que sí que s'havien comptat fins 2017.","",8,"Nou Barris",45,"Porta","Municipal","Centres cívics","Centres cívics","Multidisciplinaris i altres",41.433977414,2.1790802780000003
