"Any","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Potencia_fiscal","Nombre_turismes"
2019,"10","Sant Martí","71","Provençals del Poblenou","16 a 19,9",302
2019,"10","Sant Martí","71","Provençals del Poblenou","20 i més cf",100
2019,"10","Sant Martí","72","Sant Martí de Provençals","Menys 8 cf",424
2019,"10","Sant Martí","72","Sant Martí de Provençals","8 a 8,9",257
2019,"10","Sant Martí","72","Sant Martí de Provençals","9 a 9,9",418
2019,"10","Sant Martí","72","Sant Martí de Provençals","10 a 10,9",1221
2019,"10","Sant Martí","72","Sant Martí de Provençals","11 a 11,9",2232
2019,"10","Sant Martí","72","Sant Martí de Provençals","12 a 12,9",1175
2019,"10","Sant Martí","72","Sant Martí de Provençals","13 a 13,9",1488
2019,"10","Sant Martí","72","Sant Martí de Provençals","14 a 14,9",168
2019,"10","Sant Martí","72","Sant Martí de Provençals","15 a 15,9",94
2019,"10","Sant Martí","72","Sant Martí de Provençals","16 a 19,9",245
2019,"10","Sant Martí","72","Sant Martí de Provençals","20 i més cf",55
2019,"10","Sant Martí","73","la Verneda i la Pau","Menys 8 cf",480
2019,"10","Sant Martí","73","la Verneda i la Pau","8 a 8,9",359
2019,"10","Sant Martí","73","la Verneda i la Pau","9 a 9,9",432
2019,"10","Sant Martí","73","la Verneda i la Pau","10 a 10,9",1169
2019,"10","Sant Martí","73","la Verneda i la Pau","11 a 11,9",2609
2019,"10","Sant Martí","73","la Verneda i la Pau","12 a 12,9",1478
2019,"10","Sant Martí","73","la Verneda i la Pau","13 a 13,9",1772
2019,"10","Sant Martí","73","la Verneda i la Pau","14 a 14,9",188
2019,"10","Sant Martí","73","la Verneda i la Pau","15 a 15,9",119
2019,"10","Sant Martí","73","la Verneda i la Pau","16 a 19,9",288
2019,"10","Sant Martí","73","la Verneda i la Pau","20 i més cf",67
2019,"NC","No consta","NC","No consta","Menys 8 cf",9
2019,"NC","No consta","NC","No consta","8 a 8,9",16
2019,"NC","No consta","NC","No consta","9 a 9,9",5
2019,"NC","No consta","NC","No consta","10 a 10,9",26
2019,"NC","No consta","NC","No consta","11 a 11,9",30
2019,"NC","No consta","NC","No consta","12 a 12,9",23
2019,"NC","No consta","NC","No consta","13 a 13,9",22
2019,"NC","No consta","NC","No consta","14 a 14,9",3
2019,"NC","No consta","NC","No consta","15 a 15,9",4
2019,"NC","No consta","NC","No consta","16 a 19,9",13
