"Any","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Tipus_Vehicles","Antiguitat","Nombre"
2019,"2","Eixample","10","Sant Antoni","Motos","10 anys",194
2019,"2","Eixample","10","Sant Antoni","Motos","D'11 a 20 anys",1560
2019,"2","Eixample","10","Sant Antoni","Motos","Més de 20 anys",717
2019,"2","Eixample","10","Sant Antoni","Ciclomotors","Menys d'un any d'antiguitat",23
2019,"2","Eixample","10","Sant Antoni","Ciclomotors","1 any",13
2019,"2","Eixample","10","Sant Antoni","Ciclomotors","2 anys",15
2019,"2","Eixample","10","Sant Antoni","Ciclomotors","3 anys",16
2019,"2","Eixample","10","Sant Antoni","Ciclomotors","4 anys",10
2019,"2","Eixample","10","Sant Antoni","Ciclomotors","5 anys",10
2019,"2","Eixample","10","Sant Antoni","Ciclomotors","6 anys",5
2019,"2","Eixample","10","Sant Antoni","Ciclomotors","7 anys",13
2019,"2","Eixample","10","Sant Antoni","Ciclomotors","8 anys",10
2019,"2","Eixample","10","Sant Antoni","Ciclomotors","9 anys",23
2019,"2","Eixample","10","Sant Antoni","Ciclomotors","10 anys",23
2019,"2","Eixample","10","Sant Antoni","Ciclomotors","D'11 a 20 anys",771
2019,"2","Eixample","10","Sant Antoni","Ciclomotors","Més de 20 anys",4
2019,"2","Eixample","10","Sant Antoni","Furgonetes","Menys d'un any d'antiguitat",19
2019,"2","Eixample","10","Sant Antoni","Furgonetes","1 any",24
2019,"2","Eixample","10","Sant Antoni","Furgonetes","2 anys",28
2019,"2","Eixample","10","Sant Antoni","Furgonetes","3 anys",42
2019,"2","Eixample","10","Sant Antoni","Furgonetes","4 anys",37
2019,"2","Eixample","10","Sant Antoni","Furgonetes","5 anys",31
2019,"2","Eixample","10","Sant Antoni","Furgonetes","6 anys",35
2019,"2","Eixample","10","Sant Antoni","Furgonetes","7 anys",12
2019,"2","Eixample","10","Sant Antoni","Furgonetes","8 anys",26
2019,"2","Eixample","10","Sant Antoni","Furgonetes","9 anys",31
2019,"2","Eixample","10","Sant Antoni","Furgonetes","10 anys",19
2019,"2","Eixample","10","Sant Antoni","Furgonetes","D'11 a 20 anys",330
2019,"2","Eixample","10","Sant Antoni","Furgonetes","Més de 20 anys",127
2019,"2","Eixample","10","Sant Antoni","Camions","1 any",5
2019,"2","Eixample","10","Sant Antoni","Camions","2 anys",8
2019,"2","Eixample","10","Sant Antoni","Camions","3 anys",7
2019,"2","Eixample","10","Sant Antoni","Camions","4 anys",28
2019,"2","Eixample","10","Sant Antoni","Camions","5 anys",11
2019,"2","Eixample","10","Sant Antoni","Camions","6 anys",1
2019,"2","Eixample","10","Sant Antoni","Camions","7 anys",3
2019,"2","Eixample","10","Sant Antoni","Camions","8 anys",2
2019,"2","Eixample","10","Sant Antoni","Camions","9 anys",5
2019,"2","Eixample","10","Sant Antoni","Camions","10 anys",7
2019,"2","Eixample","10","Sant Antoni","Camions","D'11 a 20 anys",136
2019,"2","Eixample","10","Sant Antoni","Camions","Més de 20 anys",48
2019,"2","Eixample","10","Sant Antoni","Altres vehicles","Menys d'un any d'antiguitat",7
2019,"2","Eixample","10","Sant Antoni","Altres vehicles","1 any",3
2019,"2","Eixample","10","Sant Antoni","Altres vehicles","2 anys",3
2019,"2","Eixample","10","Sant Antoni","Altres vehicles","3 anys",1
2019,"2","Eixample","10","Sant Antoni","Altres vehicles","4 anys",4
2019,"2","Eixample","10","Sant Antoni","Altres vehicles","5 anys",4
2019,"2","Eixample","10","Sant Antoni","Altres vehicles","6 anys",4
2019,"2","Eixample","10","Sant Antoni","Altres vehicles","7 anys",2
2019,"2","Eixample","10","Sant Antoni","Altres vehicles","8 anys",5
2019,"2","Eixample","10","Sant Antoni","Altres vehicles","9 anys",4
2019,"2","Eixample","10","Sant Antoni","Altres vehicles","10 anys",6
2019,"2","Eixample","10","Sant Antoni","Altres vehicles","D'11 a 20 anys",157
2019,"2","Eixample","10","Sant Antoni","Altres vehicles","Més de 20 anys",80
2019,"2","Eixample","10","Sant Antoni","Altres vehicles","No consta",5
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","Turismes","Menys d'un any d'antiguitat",339
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","Turismes","1 any",373
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","Turismes","2 anys",412
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","Turismes","3 anys",342
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","Turismes","4 anys",338
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","Turismes","5 anys",269
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","Turismes","6 anys",230
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","Turismes","7 anys",203
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","Turismes","8 anys",255
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","Turismes","9 anys",359
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","Turismes","10 anys",299
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","Turismes","D'11 a 20 anys",3879
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","Turismes","Més de 20 anys",933
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","Motos","Menys d'un any d'antiguitat",242
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","Motos","1 any",212
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","Motos","2 anys",182
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","Motos","3 anys",216
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","Motos","4 anys",202
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","Motos","5 anys",160
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","Motos","6 anys",133
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","Motos","7 anys",138
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","Motos","8 anys",182
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","Motos","9 anys",199
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","Motos","10 anys",179
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","Motos","D'11 a 20 anys",1328
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","Motos","Més de 20 anys",563
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","Ciclomotors","Menys d'un any d'antiguitat",20
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","Ciclomotors","1 any",13
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","Ciclomotors","2 anys",18
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","Ciclomotors","3 anys",17
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","Ciclomotors","4 anys",23
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","Ciclomotors","5 anys",19
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","Ciclomotors","6 anys",20
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","Ciclomotors","7 anys",15
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","Ciclomotors","8 anys",25
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","Ciclomotors","9 anys",34
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","Ciclomotors","10 anys",27
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","Ciclomotors","D'11 a 20 anys",926
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","Ciclomotors","Més de 20 anys",2
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","Furgonetes","Menys d'un any d'antiguitat",26
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","Furgonetes","1 any",35
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","Furgonetes","2 anys",36
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","Furgonetes","3 anys",31
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","Furgonetes","4 anys",40
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","Furgonetes","5 anys",18
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","Furgonetes","6 anys",18
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","Furgonetes","7 anys",29
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","Furgonetes","8 anys",27
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","Furgonetes","9 anys",32
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","Furgonetes","10 anys",17
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","Furgonetes","D'11 a 20 anys",486
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","Furgonetes","Més de 20 anys",175
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","Camions","Menys d'un any d'antiguitat",3
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","Camions","1 any",4
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","Camions","2 anys",3
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","Camions","3 anys",5
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","Camions","4 anys",2
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","Camions","5 anys",1
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","Camions","6 anys",2
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","Camions","7 anys",2
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","Camions","8 anys",1
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","Camions","9 anys",4
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","Camions","10 anys",3
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","Camions","D'11 a 20 anys",137
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","Camions","Més de 20 anys",54
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","Altres vehicles","Menys d'un any d'antiguitat",3
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","Altres vehicles","1 any",1
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","Altres vehicles","2 anys",3
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","Altres vehicles","3 anys",5
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","Altres vehicles","4 anys",5
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","Altres vehicles","6 anys",3
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","Altres vehicles","7 anys",1
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","Altres vehicles","8 anys",5
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","Altres vehicles","9 anys",2
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","Altres vehicles","D'11 a 20 anys",119
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","Altres vehicles","Més de 20 anys",73
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","Altres vehicles","No consta",4
2019,"3","Sants-Montjuïc","12","la Marina del Prat Vermell - AEI Zona Franca","Turismes","Menys d'un any d'antiguitat",1293
2019,"3","Sants-Montjuïc","12","la Marina del Prat Vermell - AEI Zona Franca","Turismes","1 any",756
2019,"3","Sants-Montjuïc","12","la Marina del Prat Vermell - AEI Zona Franca","Turismes","2 anys",303
2019,"3","Sants-Montjuïc","12","la Marina del Prat Vermell - AEI Zona Franca","Turismes","3 anys",190
2019,"3","Sants-Montjuïc","12","la Marina del Prat Vermell - AEI Zona Franca","Turismes","4 anys",178
2019,"3","Sants-Montjuïc","12","la Marina del Prat Vermell - AEI Zona Franca","Turismes","5 anys",126
2019,"3","Sants-Montjuïc","12","la Marina del Prat Vermell - AEI Zona Franca","Turismes","6 anys",64
2019,"3","Sants-Montjuïc","12","la Marina del Prat Vermell - AEI Zona Franca","Turismes","7 anys",64
2019,"3","Sants-Montjuïc","12","la Marina del Prat Vermell - AEI Zona Franca","Turismes","8 anys",70
2019,"3","Sants-Montjuïc","12","la Marina del Prat Vermell - AEI Zona Franca","Turismes","9 anys",97
2019,"3","Sants-Montjuïc","12","la Marina del Prat Vermell - AEI Zona Franca","Turismes","10 anys",40
2019,"3","Sants-Montjuïc","12","la Marina del Prat Vermell - AEI Zona Franca","Turismes","D'11 a 20 anys",497
2019,"3","Sants-Montjuïc","12","la Marina del Prat Vermell - AEI Zona Franca","Turismes","Més de 20 anys",208
2019,"3","Sants-Montjuïc","12","la Marina del Prat Vermell - AEI Zona Franca","Motos","Menys d'un any d'antiguitat",26
2019,"3","Sants-Montjuïc","12","la Marina del Prat Vermell - AEI Zona Franca","Motos","1 any",30
2019,"3","Sants-Montjuïc","12","la Marina del Prat Vermell - AEI Zona Franca","Motos","2 anys",19
2019,"3","Sants-Montjuïc","12","la Marina del Prat Vermell - AEI Zona Franca","Motos","3 anys",22
2019,"3","Sants-Montjuïc","12","la Marina del Prat Vermell - AEI Zona Franca","Motos","4 anys",17
2019,"3","Sants-Montjuïc","12","la Marina del Prat Vermell - AEI Zona Franca","Motos","5 anys",6
2019,"3","Sants-Montjuïc","12","la Marina del Prat Vermell - AEI Zona Franca","Motos","6 anys",6
2019,"3","Sants-Montjuïc","12","la Marina del Prat Vermell - AEI Zona Franca","Motos","7 anys",13
2019,"3","Sants-Montjuïc","12","la Marina del Prat Vermell - AEI Zona Franca","Motos","8 anys",5
2019,"3","Sants-Montjuïc","12","la Marina del Prat Vermell - AEI Zona Franca","Motos","9 anys",28
2019,"3","Sants-Montjuïc","12","la Marina del Prat Vermell - AEI Zona Franca","Motos","10 anys",34
2019,"3","Sants-Montjuïc","12","la Marina del Prat Vermell - AEI Zona Franca","Motos","D'11 a 20 anys",102
2019,"3","Sants-Montjuïc","12","la Marina del Prat Vermell - AEI Zona Franca","Motos","Més de 20 anys",34
2019,"3","Sants-Montjuïc","12","la Marina del Prat Vermell - AEI Zona Franca","Ciclomotors","Menys d'un any d'antiguitat",343
2019,"3","Sants-Montjuïc","12","la Marina del Prat Vermell - AEI Zona Franca","Ciclomotors","2 anys",2
2019,"3","Sants-Montjuïc","12","la Marina del Prat Vermell - AEI Zona Franca","Ciclomotors","4 anys",1
2019,"3","Sants-Montjuïc","12","la Marina del Prat Vermell - AEI Zona Franca","Ciclomotors","5 anys",3
2019,"3","Sants-Montjuïc","12","la Marina del Prat Vermell - AEI Zona Franca","Ciclomotors","6 anys",1
2019,"3","Sants-Montjuïc","12","la Marina del Prat Vermell - AEI Zona Franca","Ciclomotors","7 anys",2
2019,"3","Sants-Montjuïc","12","la Marina del Prat Vermell - AEI Zona Franca","Ciclomotors","8 anys",2
2019,"3","Sants-Montjuïc","12","la Marina del Prat Vermell - AEI Zona Franca","Ciclomotors","9 anys",2
2019,"3","Sants-Montjuïc","12","la Marina del Prat Vermell - AEI Zona Franca","Ciclomotors","10 anys",4
2019,"3","Sants-Montjuïc","12","la Marina del Prat Vermell - AEI Zona Franca","Ciclomotors","D'11 a 20 anys",65
2019,"3","Sants-Montjuïc","12","la Marina del Prat Vermell - AEI Zona Franca","Furgonetes","Menys d'un any d'antiguitat",123
2019,"3","Sants-Montjuïc","12","la Marina del Prat Vermell - AEI Zona Franca","Furgonetes","1 any",57
2019,"3","Sants-Montjuïc","12","la Marina del Prat Vermell - AEI Zona Franca","Furgonetes","2 anys",45
2019,"3","Sants-Montjuïc","12","la Marina del Prat Vermell - AEI Zona Franca","Furgonetes","3 anys",137
2019,"3","Sants-Montjuïc","12","la Marina del Prat Vermell - AEI Zona Franca","Furgonetes","4 anys",38
2019,"3","Sants-Montjuïc","12","la Marina del Prat Vermell - AEI Zona Franca","Furgonetes","5 anys",32
2019,"3","Sants-Montjuïc","12","la Marina del Prat Vermell - AEI Zona Franca","Furgonetes","6 anys",28
2019,"3","Sants-Montjuïc","12","la Marina del Prat Vermell - AEI Zona Franca","Furgonetes","7 anys",35
2019,"3","Sants-Montjuïc","12","la Marina del Prat Vermell - AEI Zona Franca","Furgonetes","8 anys",37
2019,"3","Sants-Montjuïc","12","la Marina del Prat Vermell - AEI Zona Franca","Furgonetes","9 anys",45
2019,"3","Sants-Montjuïc","12","la Marina del Prat Vermell - AEI Zona Franca","Furgonetes","10 anys",47
2019,"3","Sants-Montjuïc","12","la Marina del Prat Vermell - AEI Zona Franca","Furgonetes","D'11 a 20 anys",219
2019,"3","Sants-Montjuïc","12","la Marina del Prat Vermell - AEI Zona Franca","Furgonetes","Més de 20 anys",57
2019,"3","Sants-Montjuïc","12","la Marina del Prat Vermell - AEI Zona Franca","Camions","Menys d'un any d'antiguitat",119
2019,"3","Sants-Montjuïc","12","la Marina del Prat Vermell - AEI Zona Franca","Camions","1 any",125
2019,"3","Sants-Montjuïc","12","la Marina del Prat Vermell - AEI Zona Franca","Camions","2 anys",89
2019,"3","Sants-Montjuïc","12","la Marina del Prat Vermell - AEI Zona Franca","Camions","3 anys",82
2019,"3","Sants-Montjuïc","12","la Marina del Prat Vermell - AEI Zona Franca","Camions","4 anys",161
2019,"3","Sants-Montjuïc","12","la Marina del Prat Vermell - AEI Zona Franca","Camions","5 anys",73
2019,"3","Sants-Montjuïc","12","la Marina del Prat Vermell - AEI Zona Franca","Camions","6 anys",67
2019,"3","Sants-Montjuïc","12","la Marina del Prat Vermell - AEI Zona Franca","Camions","7 anys",55
2019,"3","Sants-Montjuïc","12","la Marina del Prat Vermell - AEI Zona Franca","Camions","8 anys",87
2019,"3","Sants-Montjuïc","12","la Marina del Prat Vermell - AEI Zona Franca","Camions","9 anys",78
2019,"3","Sants-Montjuïc","12","la Marina del Prat Vermell - AEI Zona Franca","Camions","10 anys",331
2019,"3","Sants-Montjuïc","12","la Marina del Prat Vermell - AEI Zona Franca","Camions","D'11 a 20 anys",715
2019,"3","Sants-Montjuïc","12","la Marina del Prat Vermell - AEI Zona Franca","Camions","Més de 20 anys",151
2019,"3","Sants-Montjuïc","12","la Marina del Prat Vermell - AEI Zona Franca","Altres vehicles","Menys d'un any d'antiguitat",234
2019,"3","Sants-Montjuïc","12","la Marina del Prat Vermell - AEI Zona Franca","Altres vehicles","1 any",331
2019,"3","Sants-Montjuïc","12","la Marina del Prat Vermell - AEI Zona Franca","Altres vehicles","2 anys",148
2019,"3","Sants-Montjuïc","12","la Marina del Prat Vermell - AEI Zona Franca","Altres vehicles","3 anys",185
2019,"3","Sants-Montjuïc","12","la Marina del Prat Vermell - AEI Zona Franca","Altres vehicles","4 anys",131
2019,"3","Sants-Montjuïc","12","la Marina del Prat Vermell - AEI Zona Franca","Altres vehicles","5 anys",48
2019,"3","Sants-Montjuïc","12","la Marina del Prat Vermell - AEI Zona Franca","Altres vehicles","6 anys",92
2019,"3","Sants-Montjuïc","12","la Marina del Prat Vermell - AEI Zona Franca","Altres vehicles","7 anys",108
2019,"3","Sants-Montjuïc","12","la Marina del Prat Vermell - AEI Zona Franca","Altres vehicles","8 anys",116
2019,"3","Sants-Montjuïc","12","la Marina del Prat Vermell - AEI Zona Franca","Altres vehicles","9 anys",90
2019,"3","Sants-Montjuïc","12","la Marina del Prat Vermell - AEI Zona Franca","Altres vehicles","10 anys",207
2019,"3","Sants-Montjuïc","12","la Marina del Prat Vermell - AEI Zona Franca","Altres vehicles","D'11 a 20 anys",1437
2019,"3","Sants-Montjuïc","12","la Marina del Prat Vermell - AEI Zona Franca","Altres vehicles","Més de 20 anys",323
2019,"3","Sants-Montjuïc","12","la Marina del Prat Vermell - AEI Zona Franca","Altres vehicles","No consta",10
2019,"3","Sants-Montjuïc","13","la Marina de Port","Turismes","Menys d'un any d'antiguitat",525
2019,"3","Sants-Montjuïc","13","la Marina de Port","Turismes","1 any",800
2019,"3","Sants-Montjuïc","13","la Marina de Port","Turismes","2 anys",669
2019,"3","Sants-Montjuïc","13","la Marina de Port","Turismes","3 anys",472
2019,"3","Sants-Montjuïc","13","la Marina de Port","Turismes","4 anys",445
2019,"3","Sants-Montjuïc","13","la Marina de Port","Turismes","5 anys",334
2019,"3","Sants-Montjuïc","13","la Marina de Port","Turismes","6 anys",277
2019,"3","Sants-Montjuïc","13","la Marina de Port","Turismes","7 anys",259
2019,"3","Sants-Montjuïc","13","la Marina de Port","Turismes","8 anys",332
2019,"3","Sants-Montjuïc","13","la Marina de Port","Turismes","9 anys",359
2019,"3","Sants-Montjuïc","13","la Marina de Port","Turismes","10 anys",340
2019,"3","Sants-Montjuïc","13","la Marina de Port","Turismes","D'11 a 20 anys",3897
2019,"3","Sants-Montjuïc","13","la Marina de Port","Turismes","Més de 20 anys",765
2019,"3","Sants-Montjuïc","13","la Marina de Port","Motos","Menys d'un any d'antiguitat",242
2019,"3","Sants-Montjuïc","13","la Marina de Port","Motos","1 any",255
2019,"3","Sants-Montjuïc","13","la Marina de Port","Motos","2 anys",192
2019,"3","Sants-Montjuïc","13","la Marina de Port","Motos","3 anys",225
2019,"3","Sants-Montjuïc","13","la Marina de Port","Motos","4 anys",188
2019,"3","Sants-Montjuïc","13","la Marina de Port","Motos","5 anys",146
2019,"3","Sants-Montjuïc","13","la Marina de Port","Motos","6 anys",132
2019,"3","Sants-Montjuïc","13","la Marina de Port","Motos","7 anys",139
2019,"3","Sants-Montjuïc","13","la Marina de Port","Motos","8 anys",160
2019,"3","Sants-Montjuïc","13","la Marina de Port","Motos","9 anys",165
2019,"3","Sants-Montjuïc","13","la Marina de Port","Motos","10 anys",166
2019,"3","Sants-Montjuïc","13","la Marina de Port","Motos","D'11 a 20 anys",1089
2019,"3","Sants-Montjuïc","13","la Marina de Port","Motos","Més de 20 anys",344
2019,"3","Sants-Montjuïc","13","la Marina de Port","Ciclomotors","Menys d'un any d'antiguitat",16
2019,"3","Sants-Montjuïc","13","la Marina de Port","Ciclomotors","1 any",18
2019,"3","Sants-Montjuïc","13","la Marina de Port","Ciclomotors","2 anys",16
2019,"3","Sants-Montjuïc","13","la Marina de Port","Ciclomotors","3 anys",13
2019,"3","Sants-Montjuïc","13","la Marina de Port","Ciclomotors","4 anys",12
2019,"3","Sants-Montjuïc","13","la Marina de Port","Ciclomotors","5 anys",9
2019,"3","Sants-Montjuïc","13","la Marina de Port","Ciclomotors","6 anys",10
2019,"3","Sants-Montjuïc","13","la Marina de Port","Ciclomotors","7 anys",17
2019,"3","Sants-Montjuïc","13","la Marina de Port","Ciclomotors","8 anys",15
2019,"3","Sants-Montjuïc","13","la Marina de Port","Ciclomotors","9 anys",27
2019,"3","Sants-Montjuïc","13","la Marina de Port","Ciclomotors","10 anys",25
2019,"3","Sants-Montjuïc","13","la Marina de Port","Ciclomotors","D'11 a 20 anys",640
2019,"3","Sants-Montjuïc","13","la Marina de Port","Furgonetes","Menys d'un any d'antiguitat",13
2019,"3","Sants-Montjuïc","13","la Marina de Port","Furgonetes","1 any",20
2019,"3","Sants-Montjuïc","13","la Marina de Port","Furgonetes","2 anys",19
2019,"3","Sants-Montjuïc","13","la Marina de Port","Furgonetes","3 anys",18
2019,"3","Sants-Montjuïc","13","la Marina de Port","Furgonetes","4 anys",15
2019,"3","Sants-Montjuïc","13","la Marina de Port","Furgonetes","5 anys",24
2019,"3","Sants-Montjuïc","13","la Marina de Port","Furgonetes","6 anys",14
2019,"3","Sants-Montjuïc","13","la Marina de Port","Furgonetes","7 anys",13
2019,"3","Sants-Montjuïc","13","la Marina de Port","Furgonetes","8 anys",18
2019,"3","Sants-Montjuïc","13","la Marina de Port","Furgonetes","9 anys",20
2019,"3","Sants-Montjuïc","13","la Marina de Port","Furgonetes","10 anys",9
2019,"3","Sants-Montjuïc","13","la Marina de Port","Furgonetes","D'11 a 20 anys",297
2019,"3","Sants-Montjuïc","13","la Marina de Port","Furgonetes","Més de 20 anys",89
2019,"3","Sants-Montjuïc","13","la Marina de Port","Camions","Menys d'un any d'antiguitat",2
2019,"3","Sants-Montjuïc","13","la Marina de Port","Camions","1 any",7
2019,"3","Sants-Montjuïc","13","la Marina de Port","Camions","2 anys",4
2019,"3","Sants-Montjuïc","13","la Marina de Port","Camions","3 anys",7
2019,"3","Sants-Montjuïc","13","la Marina de Port","Camions","4 anys",4
2019,"3","Sants-Montjuïc","13","la Marina de Port","Camions","5 anys",1
2019,"3","Sants-Montjuïc","13","la Marina de Port","Camions","6 anys",3
2019,"3","Sants-Montjuïc","13","la Marina de Port","Camions","7 anys",4
2019,"3","Sants-Montjuïc","13","la Marina de Port","Camions","8 anys",5
2019,"3","Sants-Montjuïc","13","la Marina de Port","Camions","9 anys",22
2019,"3","Sants-Montjuïc","13","la Marina de Port","Camions","10 anys",8
2019,"3","Sants-Montjuïc","13","la Marina de Port","Camions","D'11 a 20 anys",238
2019,"3","Sants-Montjuïc","13","la Marina de Port","Camions","Més de 20 anys",46
2019,"3","Sants-Montjuïc","13","la Marina de Port","Altres vehicles","Menys d'un any d'antiguitat",13
2019,"3","Sants-Montjuïc","13","la Marina de Port","Altres vehicles","1 any",10
2019,"3","Sants-Montjuïc","13","la Marina de Port","Altres vehicles","2 anys",3
2019,"3","Sants-Montjuïc","13","la Marina de Port","Altres vehicles","3 anys",5
2019,"3","Sants-Montjuïc","13","la Marina de Port","Altres vehicles","4 anys",6
2019,"3","Sants-Montjuïc","13","la Marina de Port","Altres vehicles","5 anys",4
2019,"3","Sants-Montjuïc","13","la Marina de Port","Altres vehicles","6 anys",2
2019,"3","Sants-Montjuïc","13","la Marina de Port","Altres vehicles","8 anys",2
2019,"3","Sants-Montjuïc","13","la Marina de Port","Altres vehicles","9 anys",4
2019,"3","Sants-Montjuïc","13","la Marina de Port","Altres vehicles","10 anys",4
2019,"3","Sants-Montjuïc","13","la Marina de Port","Altres vehicles","D'11 a 20 anys",133
2019,"3","Sants-Montjuïc","13","la Marina de Port","Altres vehicles","Més de 20 anys",49
2019,"3","Sants-Montjuïc","13","la Marina de Port","Altres vehicles","No consta",2
2019,"3","Sants-Montjuïc","14","la Font de la Guatlla","Turismes","Menys d'un any d'antiguitat",163
2019,"3","Sants-Montjuïc","14","la Font de la Guatlla","Turismes","1 any",162
2019,"3","Sants-Montjuïc","14","la Font de la Guatlla","Turismes","2 anys",173
2019,"3","Sants-Montjuïc","14","la Font de la Guatlla","Turismes","3 anys",155
2019,"3","Sants-Montjuïc","14","la Font de la Guatlla","Turismes","4 anys",145
2019,"3","Sants-Montjuïc","14","la Font de la Guatlla","Turismes","5 anys",115
