"Any","Codi_Districte","Nom_Districte","Codi_Barri","Desc_Barri","Tipus_vehicle","Nombre"
2018,99,"No consta",99,"No consta","Camions",0.0
2018,1,"Ciutat Vella",1,"el Raval","Altres vehicles",8.0
2018,1,"Ciutat Vella",2,"el Barri Gòtic","Altres vehicles",3.0
2018,1,"Ciutat Vella",3,"la Barceloneta","Altres vehicles",2.0
2018,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Altres vehicles",1.0
2018,2,"Eixample",5,"el Fort Pienc","Altres vehicles",18.0
2018,2,"Eixample",6,"la Sagrada Família","Altres vehicles",21.0
2018,2,"Eixample",7,"la Dreta de l'Eixample","Altres vehicles",123.0
2018,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Altres vehicles",12.0
2018,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Altres vehicles",14.0
2018,2,"Eixample",10,"Sant Antoni","Altres vehicles",12.0
2018,3,"Sants-Montjuïc",11,"el Poble Sec - AEI Parc Montjuïc","Altres vehicles",3.0
2018,3,"Sants-Montjuïc",12,"la Marina del Prat Vermelll - AEI Zona Franca","Altres vehicles",274.0
2018,3,"Sants-Montjuïc",13,"la Marina de Port","Altres vehicles",13.0
2018,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Altres vehicles",5.0
2018,3,"Sants-Montjuïc",15,"Hostafrancs","Altres vehicles",1.0
2018,3,"Sants-Montjuïc",16,"la Bordeta","Altres vehicles",4.0
2018,3,"Sants-Montjuïc",17,"Sants - Badal","Altres vehicles",7.0
2018,3,"Sants-Montjuïc",18,"Sants","Altres vehicles",11.0
2018,4,"Les Corts",19,"les Corts","Altres vehicles",9.0
2018,4,"Les Corts",20,"la Maternitat i Sant Ramon","Altres vehicles",14.0
2018,4,"Les Corts",21,"Pedralbes","Altres vehicles",2.0
2018,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Altres vehicles",3.0
2018,5,"Sarrià-Sant Gervasi",23,"Sarrià","Altres vehicles",5.0
2018,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Altres vehicles",3.0
2018,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Altres vehicles",5.0
2018,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Altres vehicles",35.0
2018,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Altres vehicles",4.0
2018,6,"Gràcia",28,"Vallcarca i els Penitents","Altres vehicles",7.0
2018,6,"Gràcia",29,"el Coll","Altres vehicles",1.0
2018,6,"Gràcia",30,"la Salut","Altres vehicles",4.0
2018,6,"Gràcia",31,"la Vila de Gràcia","Altres vehicles",35.0
2018,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Altres vehicles",6.0
2018,7,"Horta-Guinardó",33,"el Baix Guinardó","Altres vehicles",8.0
2018,7,"Horta-Guinardó",34,"Can Baró","Altres vehicles",4.0
2018,7,"Horta-Guinardó",35,"el Guinardó","Altres vehicles",9.0
2018,7,"Horta-Guinardó",36,"la Font d'en Fargues","Altres vehicles",5.0
2018,7,"Horta-Guinardó",37,"el Carmel","Altres vehicles",6.0
2018,7,"Horta-Guinardó",38,"la Teixonera","Altres vehicles",2.0
2018,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Altres vehicles",0.0
2018,7,"Horta-Guinardó",40,"Montbau","Altres vehicles",3.0
2018,7,"Horta-Guinardó",41,"la Vall d'Hebron","Altres vehicles",1.0
2018,7,"Horta-Guinardó",42,"la Clota","Altres vehicles",0.0
2018,7,"Horta-Guinardó",43,"Horta","Altres vehicles",6.0
2018,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Altres vehicles",7.0
2018,8,"Nou Barris",45,"Porta","Altres vehicles",4.0
2018,8,"Nou Barris",46,"el Turó de la Peira","Altres vehicles",0.0
2018,8,"Nou Barris",47,"Can Peguera","Altres vehicles",0.0
2018,8,"Nou Barris",48,"la Guineueta","Altres vehicles",1.0
2018,8,"Nou Barris",49,"Canyelles","Altres vehicles",1.0
2018,8,"Nou Barris",50,"les Roquetes","Altres vehicles",1.0
2018,8,"Nou Barris",51,"Verdun","Altres vehicles",3.0
2018,8,"Nou Barris",52,"la Prosperitat","Altres vehicles",12.0
2018,8,"Nou Barris",53,"la Trinitat Nova","Altres vehicles",0.0
2018,8,"Nou Barris",54,"Torre Baró","Altres vehicles",0.0
2018,8,"Nou Barris",55,"Ciutat Meridiana","Altres vehicles",14.0
2018,8,"Nou Barris",56,"Vallbona","Altres vehicles",2.0
2018,9,"Sant Andreu",57,"la Trinitat Vella","Altres vehicles",1.0
2018,9,"Sant Andreu",58,"Baró de Viver","Altres vehicles",1.0
2018,9,"Sant Andreu",59,"el Bon Pastor","Altres vehicles",5.0
2018,9,"Sant Andreu",60,"Sant Andreu","Altres vehicles",5.0
2018,9,"Sant Andreu",61,"la Sagrera","Altres vehicles",3.0
2018,9,"Sant Andreu",62,"el Congrés i els Indians","Altres vehicles",2.0
2018,9,"Sant Andreu",63,"Navas","Altres vehicles",7.0
2018,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Altres vehicles",10.0
2018,10,"Sant Martí",65,"el Clot","Altres vehicles",3.0
2018,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Altres vehicles",3.0
2018,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Altres vehicles",1.0
2018,10,"Sant Martí",68,"el Poblenou","Altres vehicles",11.0
2018,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Altres vehicles",5.0
2018,10,"Sant Martí",70,"el Besòs i el Maresme","Altres vehicles",8.0
2018,10,"Sant Martí",71,"Provençals del Poblenou","Altres vehicles",29.0
2018,10,"Sant Martí",72,"Sant Martí de Provençals","Altres vehicles",4.0
2018,10,"Sant Martí",73,"la Verneda i la Pau","Altres vehicles",6.0
