"CODI_EQUIPAMENT","EQUIPAMENT","SECCIO","TIPUS_VIA","NOM_CARRER","NUM_CARRER_1","NUM_CARRER_2","CODI_BARRI","NUM_BARRI","CODI_DISTRICTE","NOM_DISTRICTE","CODI_POSTAL","CODI_POBLACIO","POBLACIO","LATITUD","LONGITUD","X_ETRS89","Y_ETRS89","X_ED50","Y_ED50","TELEFON_NUM","TELEFON_TIPUS","TELEFON_INFO_COM","HORARI_PERIODE_INICI","HORARI_PERIODE_FI","HORARI_DIES","HORARI_HORES_INICI","HORARI_HORES_FI","HORARI_OBSERVACIONS","3ER_NIVELL","2N_NIVELL","1ER_NIVELL","Unnamed: 32"
99400174021,"Punt de Recollida d'Arbres a Torrent de les Roses","#","C","Torrent de les Roses",54,54,21,"Pedralbes",4,"Les Corts",8034,19,"BARCELONA",41.388554,2.1037220000000003,425065.695,4582279.276000001,425157.578,4582480.211,"","","","07/01","17/01",0,"00:00:00","23:59:00","","Punt de recollida d'arbres de Nadal","Medi ambient","Medi ambient",""
99400174021,"Punt de Recollida d'Arbres a Torrent de les Roses","#","C","Torrent de les Roses",54,54,21,"Pedralbes",4,"Les Corts",8034,19,"BARCELONA",41.388554,2.1037220000000003,425065.695,4582279.276000001,425157.578,4582480.211,"","","","07/01","17/01",0,"00:00:00","23:59:00","","","Recollida d'arbres","Planol",""
99400174023,"Punt de Recollida d'Arbres als Jardins Casa Bloc-Valentí Iglesias-Eiximenis","#","C","Valentí Iglésias",19,19,60,"Sant Andreu",9,"Sant Andreu",8030,19,"BARCELONA",41.440870000000004,2.1897580000000003,432313.222,4588016.45,432405.17,4588217.44,"","","","07/01","17/01",0,"00:00:00","23:59:00","","Punt de recollida d'arbres de Nadal","Medi ambient","Medi ambient",""
99400174023,"Punt de Recollida d'Arbres als Jardins Casa Bloc-Valentí Iglesias-Eiximenis","#","C","Valentí Iglésias",19,19,60,"Sant Andreu",9,"Sant Andreu",8030,19,"BARCELONA",41.440870000000004,2.1897580000000003,432313.222,4588016.45,432405.17,4588217.44,"","","","07/01","17/01",0,"00:00:00","23:59:00","","","Recollida d'arbres","Planol",""
99400174024,"Punt de Recollida d'Arbres a Travessera de les Corts - Les Corts","#","Trav","Corts",219,219,19,"les Corts",4,"Les Corts",8028,19,"BARCELONA",41.383845,2.129892,427248.36600000004,4581734.175,427340.269,4581935.106000001,"","","","07/01","17/01",0,"00:00:00","23:59:00","","","Recollida d'arbres","Planol",""
99400174024,"Punt de Recollida d'Arbres a Travessera de les Corts - Les Corts","#","Trav","Corts",219,219,19,"les Corts",4,"Les Corts",8028,19,"BARCELONA",41.383845,2.129892,427248.36600000004,4581734.175,427340.269,4581935.106000001,"","","","07/01","17/01",0,"00:00:00","23:59:00","","Punt de recollida d'arbres de Nadal","Medi ambient","Medi ambient",""
99400174026,"Punt de Recollida d'Arbres a Avinguda Meridiana-Garcilaso","#","Av","Meridiana",302,302,61,"la Sagrera",9,"Sant Andreu",8027,19,"BARCELONA",41.423207,2.1872700000000003,432086.94299999997,4586057.499,432178.89,4586258.471,"","","","07/01","17/01",0,"00:00:00","23:59:00","","","Recollida d'arbres","Planol",""
99400174026,"Punt de Recollida d'Arbres a Avinguda Meridiana-Garcilaso","#","Av","Meridiana",302,302,61,"la Sagrera",9,"Sant Andreu",8027,19,"BARCELONA",41.423207,2.1872700000000003,432086.94299999997,4586057.499,432178.89,4586258.471,"","","","07/01","17/01",0,"00:00:00","23:59:00","","Punt de recollida d'arbres de Nadal","Medi ambient","Medi ambient",""
99400174028,"Punt de Recollida d'Arbres a la Plaça Adrià","#","Pl","Adrià",1,1,26,"Sant Gervasi - Galvany",5,"Sarrià-Sant Gervasi",8021,19,"BARCELONA",41.401384,2.139503,428071.37799999997,4583673.263,428163.28799999994,4583874.212,"","","","07/01","17/01",0,"00:00:00","23:59:00","","","Recollida d'arbres","Planol",""
99400174028,"Punt de Recollida d'Arbres a la Plaça Adrià","#","Pl","Adrià",1,1,26,"Sant Gervasi - Galvany",5,"Sarrià-Sant Gervasi",8021,19,"BARCELONA",41.401384,2.139503,428071.37799999997,4583673.263,428163.28799999994,4583874.212,"","","","07/01","17/01",0,"00:00:00","23:59:00","","Punt de recollida d'arbres de Nadal","Medi ambient","Medi ambient",""
99400174029,"Punt de Recollida d'Arbres a la Plaça Consell de la Vila","#","Pl","Consell de la Vila",1,1,23,"Sarrià",5,"Sarrià-Sant Gervasi",8034,19,"BARCELONA",41.399331,2.121865,426594.63899999997,4583460.097,426686.536,4583661.0430000005,"","","","07/01","17/01",0,"00:00:00","23:59:00","","","Recollida d'arbres","Planol",""
99400174029,"Punt de Recollida d'Arbres a la Plaça Consell de la Vila","#","Pl","Consell de la Vila",1,1,23,"Sarrià",5,"Sarrià-Sant Gervasi",8034,19,"BARCELONA",41.399331,2.121865,426594.63899999997,4583460.097,426686.536,4583661.0430000005,"","","","07/01","17/01",0,"00:00:00","23:59:00","","Punt de recollida d'arbres de Nadal","Medi ambient","Medi ambient",""
99400174030,"Punt de Recollida d'Arbres a la Plaça Ferran Reyes (costat muntanya)","#","Pl","Ferran Reyes",1,1,63,"Navas",9,"Sant Andreu",8027,19,"BARCELONA",41.418228000000006,2.185696,431950.25299999997,4585505.91,432042.198,4585706.877,"","","","07/01","17/01",0,"00:00:00","23:59:00","","","Recollida d'arbres","Planol",""
99400174030,"Punt de Recollida d'Arbres a la Plaça Ferran Reyes (costat muntanya)","#","Pl","Ferran Reyes",1,1,63,"Navas",9,"Sant Andreu",8027,19,"BARCELONA",41.418228000000006,2.185696,431950.25299999997,4585505.91,432042.198,4585706.877,"","","","07/01","17/01",0,"00:00:00","23:59:00","","Punt de recollida d'arbres de Nadal","Medi ambient","Medi ambient",""
99400174032,"Punt de Recollida d'Arbres a la Plaça Joaquim Folguera","#","Pl","Joaquim Folguera",1,1,25,"Sant Gervasi - la Bonanova",5,"Sarrià-Sant Gervasi",8022,19,"BARCELONA",41.405188,2.139322,428060.44,4584095.756,428152.35,4584296.709,"","","","07/01","17/01",0,"00:00:00","23:59:00","","","Recollida d'arbres","Planol",""
99400174032,"Punt de Recollida d'Arbres a la Plaça Joaquim Folguera","#","Pl","Joaquim Folguera",1,1,25,"Sant Gervasi - la Bonanova",5,"Sarrià-Sant Gervasi",8022,19,"BARCELONA",41.405188,2.139322,428060.44,4584095.756,428152.35,4584296.709,"","","","07/01","17/01",0,"00:00:00","23:59:00","","Punt de recollida d'arbres de Nadal","Medi ambient","Medi ambient",""
99400174035,"Punt de Recollida d'Arbres al Parc de Monterols","#","C","Muntaner",426,426,26,"Sant Gervasi - Galvany",5,"Sarrià-Sant Gervasi",8006,19,"BARCELONA",41.40088,2.140774,428177.015,4583616.221,428268.92600000004,4583817.169,"","","","07/01","17/01",0,"00:00:00","23:59:00","","","Recollida d'arbres","Planol",""
99400174035,"Punt de Recollida d'Arbres al Parc de Monterols","#","C","Muntaner",426,426,26,"Sant Gervasi - Galvany",5,"Sarrià-Sant Gervasi",8006,19,"BARCELONA",41.40088,2.140774,428177.015,4583616.221,428268.92600000004,4583817.169,"","","","07/01","17/01",0,"00:00:00","23:59:00","","Punt de recollida d'arbres de Nadal","Medi ambient","Medi ambient",""
99400174038,"Punt de Recollida d'Arbres als Jardins de Moragas","#","C","Tavern",1,1,26,"Sant Gervasi - Galvany",5,"Sarrià-Sant Gervasi",8021,19,"BARCELONA",41.397905,2.1456009999999996,428577.289,4583281.937,428669.20399999997,4583482.882,"","","","07/01","17/01",0,"00:00:00","23:59:00","","","Recollida d'arbres","Planol",""
99400174038,"Punt de Recollida d'Arbres als Jardins de Moragas","#","C","Tavern",1,1,26,"Sant Gervasi - Galvany",5,"Sarrià-Sant Gervasi",8021,19,"BARCELONA",41.397905,2.1456009999999996,428577.289,4583281.937,428669.20399999997,4583482.882,"","","","07/01","17/01",0,"00:00:00","23:59:00","","Punt de recollida d'arbres de Nadal","Medi ambient","Medi ambient",""
99400174043,"Punt de Recollida d'Arbres als Jardins Turó del Putget - Marmellà","#","C","Marmellà",31,31,27,"el Putxet i el Farró",5,"Sarrià-Sant Gervasi",8023,19,"BARCELONA",41.409383,2.1409290000000003,428199.31299999997,4584560.165,428291.224,4584761.1219999995,"","","","07/01","17/01",0,"00:00:00","23:59:00","","","Recollida d'arbres","Planol",""
99400174043,"Punt de Recollida d'Arbres als Jardins Turó del Putget - Marmellà","#","C","Marmellà",31,31,27,"el Putxet i el Farró",5,"Sarrià-Sant Gervasi",8023,19,"BARCELONA",41.409383,2.1409290000000003,428199.31299999997,4584560.165,428291.224,4584761.1219999995,"","","","07/01","17/01",0,"00:00:00","23:59:00","","Punt de recollida d'arbres de Nadal","Medi ambient","Medi ambient",""
99400174045,"Punt de Recollida d'Arbres a Lima-Sas-Passeig Guayaquil","#","C","Lima",29,29,59,"el Bon Pastor",9,"Sant Andreu",8030,19,"BARCELONA",41.439634999999996,2.206059,433673.68299999996,4587866.713,433765.644,4588067.702,"","","","07/01","17/01",0,"00:00:00","23:59:00","","","Recollida d'arbres","Planol",""
99400174045,"Punt de Recollida d'Arbres a Lima-Sas-Passeig Guayaquil","#","C","Lima",29,29,59,"el Bon Pastor",9,"Sant Andreu",8030,19,"BARCELONA",41.439634999999996,2.206059,433673.68299999996,4587866.713,433765.644,4588067.702,"","","","07/01","17/01",0,"00:00:00","23:59:00","","Punt de recollida d'arbres de Nadal","Medi ambient","Medi ambient",""
99400174047,"Punt de Recollida d'Arbres de la Vil·la Amèlia - Eduardo Conde","#","C","Eduardo Conde",22,22,23,"Sarrià",5,"Sarrià-Sant Gervasi",8034,19,"BARCELONA",41.393914,2.121195,426532.532,4582859.298,426624.42799999996,4583060.239,"","","","07/01","17/01",0,"00:00:00","23:59:00","","Punt de recollida d'arbres de Nadal","Medi ambient","Medi ambient",""
99400174047,"Punt de Recollida d'Arbres de la Vil·la Amèlia - Eduardo Conde","#","C","Eduardo Conde",22,22,23,"Sarrià",5,"Sarrià-Sant Gervasi",8034,19,"BARCELONA",41.393914,2.121195,426532.532,4582859.298,426624.42799999996,4583060.239,"","","","07/01","17/01",0,"00:00:00","23:59:00","","","Recollida d'arbres","Planol",""
99400174049,"Punt de Recollida d'Arbres a la Plaça Palmeres","#","Pl","Palmeres",1,1,60,"Sant Andreu",9,"Sant Andreu",8030,19,"BARCELONA",41.432401,2.1863490000000003,432019.598,4587078.9,432111.544,4587279.882,"","","","07/01","17/01",0,"00:00:00","23:59:00","","Punt de recollida d'arbres de Nadal","Medi ambient","Medi ambient",""
99400174049,"Punt de Recollida d'Arbres a la Plaça Palmeres","#","Pl","Palmeres",1,1,60,"Sant Andreu",9,"Sant Andreu",8030,19,"BARCELONA",41.432401,2.1863490000000003,432019.598,4587078.9,432111.544,4587279.882,"","","","07/01","17/01",0,"00:00:00","23:59:00","","","Recollida d'arbres","Planol",""
99400174050,"Punt de Recollida d'Arbres a la Plaça de la Trinitat","#","Pl","Trinitat",1,1,57,"la Trinitat Vella",9,"Sant Andreu",8033,19,"BARCELONA",41.450185999999995,2.190741,432404.963,4589049.896000001,432496.912,4589250.896000001,"","","","07/01","17/01",0,"00:00:00","23:59:00","","","Recollida d'arbres","Planol",""
99400174050,"Punt de Recollida d'Arbres a la Plaça de la Trinitat","#","Pl","Trinitat",1,1,57,"la Trinitat Vella",9,"Sant Andreu",8033,19,"BARCELONA",41.450185999999995,2.190741,432404.963,4589049.896000001,432496.912,4589250.896000001,"","","","07/01","17/01",0,"00:00:00","23:59:00","","Punt de recollida d'arbres de Nadal","Medi ambient","Medi ambient",""
99400174051,"Punt de Recollida d'Arbres a Prats de Molló-Hercegovina","#","C","Prats de Molló",15,15,26,"Sant Gervasi - Galvany",5,"Sarrià-Sant Gervasi",8021,19,"BARCELONA",41.401438,2.1381229999999998,427956.013,4583680.41,428047.922,4583881.359,"","","","07/01","17/01",0,"00:00:00","23:59:00","","","Recollida d'arbres","Planol",""
99400174051,"Punt de Recollida d'Arbres a Prats de Molló-Hercegovina","#","C","Prats de Molló",15,15,26,"Sant Gervasi - Galvany",5,"Sarrià-Sant Gervasi",8021,19,"BARCELONA",41.401438,2.1381229999999998,427956.013,4583680.41,428047.922,4583881.359,"","","","07/01","17/01",0,"00:00:00","23:59:00","","Punt de recollida d'arbres de Nadal","Medi ambient","Medi ambient",""
99400174055,"Punt de Recollida d'Arbres a l'Avinguda Pau Casals-Bori i Fontestà","#","Av","Pau Casals",17,17,26,"Sant Gervasi - Galvany",5,"Sarrià-Sant Gervasi",8021,19,"BARCELONA",41.39376,2.142043,428275.291,4582824.787,428367.203,4583025.728,"","","","07/01","17/01",0,"00:00:00","23:59:00","","","Recollida d'arbres","Planol",""
99400174055,"Punt de Recollida d'Arbres a l'Avinguda Pau Casals-Bori i Fontestà","#","Av","Pau Casals",17,17,26,"Sant Gervasi - Galvany",5,"Sarrià-Sant Gervasi",8021,19,"BARCELONA",41.39376,2.142043,428275.291,4582824.787,428367.203,4583025.728,"","","","07/01","17/01",0,"00:00:00","23:59:00","","Punt de recollida d'arbres de Nadal","Medi ambient","Medi ambient",""
99400174056,"Punt de Recollida d'Arbres a Sant Adrià-Llinars","#","C","Sant Adrià",166,166,59,"el Bon Pastor",9,"Sant Andreu",8030,19,"BARCELONA",41.436115,2.206794,433731.55700000003,4587475.435,433823.518,4587676.421,"","","","07/01","17/01",0,"00:00:00","23:59:00","","","Recollida d'arbres","Planol",""
99400174056,"Punt de Recollida d'Arbres a Sant Adrià-Llinars","#","C","Sant Adrià",166,166,59,"el Bon Pastor",9,"Sant Andreu",8030,19,"BARCELONA",41.436115,2.206794,433731.55700000003,4587475.435,433823.518,4587676.421,"","","","07/01","17/01",0,"00:00:00","23:59:00","","Punt de recollida d'arbres de Nadal","Medi ambient","Medi ambient",""
99400174059,"Punt de Recollida d'Arbres a l'Avinguda Pau Casals-Mestre Nicolau","#","Av","Pau Casals",11,11,26,"Sant Gervasi - Galvany",5,"Sarrià-Sant Gervasi",8021,19,"BARCELONA",41.393408,2.142727,428332.11600000004,4582785.16,428424.029,4582986.101,"","","","07/01","17/01",0,"00:00:00","23:59:00","","Punt de recollida d'arbres de Nadal","Medi ambient","Medi ambient",""
99400174059,"Punt de Recollida d'Arbres a l'Avinguda Pau Casals-Mestre Nicolau","#","Av","Pau Casals",11,11,26,"Sant Gervasi - Galvany",5,"Sarrià-Sant Gervasi",8021,19,"BARCELONA",41.393408,2.142727,428332.11600000004,4582785.16,428424.029,4582986.101,"","","","07/01","17/01",0,"00:00:00","23:59:00","","","Recollida d'arbres","Planol",""
99400174061,"Punt de Recollida d'Arbres a Santa Fe de Nou Mèxic-Escoles Pies","#","C","Santa Fe de Nou Mèxic",18,18,26,"Sant Gervasi - Galvany",5,"Sarrià-Sant Gervasi",8017,19,"BARCELONA",41.3943,2.1373849999999996,427886.435,4582888.531,427978.344,4583089.473,"","","","07/01","17/01",0,"00:00:00","23:59:00","","","Recollida d'arbres","Planol",""
99400174061,"Punt de Recollida d'Arbres a Santa Fe de Nou Mèxic-Escoles Pies","#","C","Santa Fe de Nou Mèxic",18,18,26,"Sant Gervasi - Galvany",5,"Sarrià-Sant Gervasi",8017,19,"BARCELONA",41.3943,2.1373849999999996,427886.435,4582888.531,427978.344,4583089.473,"","","","07/01","17/01",0,"00:00:00","23:59:00","","Punt de recollida d'arbres de Nadal","Medi ambient","Medi ambient",""
99400174064,"Punt de Recollida d'Arbres als Jardins de Can Castelló","#","C","Freixa",56,56,26,"Sant Gervasi - Galvany",5,"Sarrià-Sant Gervasi",8021,19,"BARCELONA",41.399269,2.140016,428111.936,4583438.0430000005,428203.847,4583638.99,"","","","07/01","17/01",0,"00:00:00","23:59:00","","","Recollida d'arbres","Planol",""
99400174064,"Punt de Recollida d'Arbres als Jardins de Can Castelló","#","C","Freixa",56,56,26,"Sant Gervasi - Galvany",5,"Sarrià-Sant Gervasi",8021,19,"BARCELONA",41.399269,2.140016,428111.936,4583438.0430000005,428203.847,4583638.99,"","","","07/01","17/01",0,"00:00:00","23:59:00","","Punt de recollida d'arbres de Nadal","Medi ambient","Medi ambient",""
99400174067,"Punt de Recollida d'Arbres a la Plaça Congrès Eucarístic","#","Pl","Congrés Eucarístic",1,1,62,"el Congrés i els Indians",9,"Sant Andreu",8027,19,"BARCELONA",41.425411,2.180977,431563.39,4586307.098999999,431655.33200000005,4586508.073,"","","","07/01","17/01",0,"00:00:00","23:59:00","","Punt de recollida d'arbres de Nadal","Medi ambient","Medi ambient",""
99400174067,"Punt de Recollida d'Arbres a la Plaça Congrès Eucarístic","#","Pl","Congrés Eucarístic",1,1,62,"el Congrés i els Indians",9,"Sant Andreu",8027,19,"BARCELONA",41.425411,2.180977,431563.39,4586307.098999999,431655.33200000005,4586508.073,"","","","07/01","17/01",0,"00:00:00","23:59:00","","","Recollida d'arbres","Planol",""
99400174068,"Punt de Recollida d'Arbres a Doctor Roux-Pau Alcover","#","C","Doctor Roux",86,86,24,"les Tres Torres",5,"Sarrià-Sant Gervasi",8017,19,"BARCELONA",41.39982,2.128318,427134.605,4583509.008,427226.50700000004,4583709.955,"","","","07/01","17/01",0,"00:00:00","23:59:00","","","Recollida d'arbres","Planol",""
99400174068,"Punt de Recollida d'Arbres a Doctor Roux-Pau Alcover","#","C","Doctor Roux",86,86,24,"les Tres Torres",5,"Sarrià-Sant Gervasi",8017,19,"BARCELONA",41.39982,2.128318,427134.605,4583509.008,427226.50700000004,4583709.955,"","","","07/01","17/01",0,"00:00:00","23:59:00","","Punt de recollida d'arbres de Nadal","Medi ambient","Medi ambient",""
99400174070,"Punt de Recollida d'Arbres a la Plaça Doctor Modrego","#","Pl","Doctor Modrego",1,1,62,"el Congrés i els Indians",9,"Sant Andreu",8027,19,"BARCELONA",41.424958000000004,2.180371,431512.251,4586257.315,431604.19200000004,4586458.289,"","","","07/01","17/01",0,"00:00:00","23:59:00","","","Recollida d'arbres","Planol",""
99400174070,"Punt de Recollida d'Arbres a la Plaça Doctor Modrego","#","Pl","Doctor Modrego",1,1,62,"el Congrés i els Indians",9,"Sant Andreu",8027,19,"BARCELONA",41.424958000000004,2.180371,431512.251,4586257.315,431604.19200000004,4586458.289,"","","","07/01","17/01",0,"00:00:00","23:59:00","","Punt de recollida d'arbres de Nadal","Medi ambient","Medi ambient",""
99400174074,"Punt de Recollida d'Arbres a la Plaça Ramon Riera","#","Pl","Ramon Riera",1,1,60,"Sant Andreu",9,"Sant Andreu",8030,19,"BARCELONA",41.435446999999996,2.191852,432482.532,4587412.744,432574.482,4587613.728999999,"","","","07/01","17/01",0,"00:00:00","23:59:00","","Punt de recollida d'arbres de Nadal","Medi ambient","Medi ambient",""
99400174074,"Punt de Recollida d'Arbres a la Plaça Ramon Riera","#","Pl","Ramon Riera",1,1,60,"Sant Andreu",9,"Sant Andreu",8030,19,"BARCELONA",41.435446999999996,2.191852,432482.532,4587412.744,432574.482,4587613.728999999,"","","","07/01","17/01",0,"00:00:00","23:59:00","","","Recollida d'arbres","Planol",""
99400174076,"Punt de Recollida d'Arbres a l'Avinguda Diagonal-Llacuna","#","Av","Diagonal",218,218,66,"el Parc i la Llacuna del Poblenou",10,"Sant Martí",8018,19,"BARCELONA",41.404888,2.1921779999999997,432478.131,4584019.856000001,432570.08200000005,4584220.808999999,"","","","07/01","17/01",0,"00:00:00","23:59:00","","","Recollida d'arbres","Planol",""
99400174076,"Punt de Recollida d'Arbres a l'Avinguda Diagonal-Llacuna","#","Av","Diagonal",218,218,66,"el Parc i la Llacuna del Poblenou",10,"Sant Martí",8018,19,"BARCELONA",41.404888,2.1921779999999997,432478.131,4584019.856000001,432570.08200000005,4584220.808999999,"","","","07/01","17/01",0,"00:00:00","23:59:00","","Punt de recollida d'arbres de Nadal","Medi ambient","Medi ambient",""
99400174078,"Punt de Recollida d'Arbres als Jardins de la Tamarita","#","Pg","Sant Gervasi",49,49,25,"Sant Gervasi - la Bonanova",5,"Sarrià-Sant Gervasi",8022,19,"BARCELONA",41.410375,2.136548,427834.271,4584673.94,427926.179,4584874.898,"","","","07/01","17/01",0,"00:00:00","23:59:00","","","Recollida d'arbres","Planol",""
99400174078,"Punt de Recollida d'Arbres als Jardins de la Tamarita","#","Pg","Sant Gervasi",49,49,25,"Sant Gervasi - la Bonanova",5,"Sarrià-Sant Gervasi",8022,19,"BARCELONA",41.410375,2.136548,427834.271,4584673.94,427926.179,4584874.898,"","","","07/01","17/01",0,"00:00:00","23:59:00","","Punt de recollida d'arbres de Nadal","Medi ambient","Medi ambient",""
99400174082,"Punt de Recollida d'Arbres a la Plaça Artós","#","Pl","Artós",1,1,23,"Sarrià",5,"Sarrià-Sant Gervasi",8017,19,"BARCELONA",41.3959,2.125507,426895.24299999996,4583076.165,426987.143,4583277.108,"","","","07/01","17/01",0,"00:00:00","23:59:00","","","Recollida d'arbres","Planol",""
99400174082,"Punt de Recollida d'Arbres a la Plaça Artós","#","Pl","Artós",1,1,23,"Sarrià",5,"Sarrià-Sant Gervasi",8017,19,"BARCELONA",41.3959,2.125507,426895.24299999996,4583076.165,426987.143,4583277.108,"","","","07/01","17/01",0,"00:00:00","23:59:00","","Punt de recollida d'arbres de Nadal","Medi ambient","Medi ambient",""
99400174083,"Punt de Recollida d'Arbres al Parc del Clot","#","C","Escultors Claperós",55,63,65,"el Clot",10,"Sant Martí",8018,19,"BARCELONA",41.408471999999996,2.190023,432301.723,4584419.438999999,432393.672,4584620.396000001,"","","","07/01","17/01",0,"00:00:00","23:59:00","","Punt de recollida d'arbres de Nadal","Medi ambient","Medi ambient",""
99400174083,"Punt de Recollida d'Arbres al Parc del Clot","#","C","Escultors Claperós",55,63,65,"el Clot",10,"Sant Martí",8018,19,"BARCELONA",41.408471999999996,2.190023,432301.723,4584419.438999999,432393.672,4584620.396000001,"","","","07/01","17/01",0,"00:00:00","23:59:00","","","Recollida d'arbres","Planol",""
99400174087,"Punt de Recollida d'Arbres a la Plaça Manuel  Corachan","#","Pl","Manuel Corachan",1,1,24,"les Tres Torres",5,"Sarrià-Sant Gervasi",8017,19,"BARCELONA",41.394289,2.129166,427199.328,4582894.183,427291.23,4583095.124,"","","","07/01","17/01",0,"00:00:00","23:59:00","","","Recollida d'arbres","Planol",""
99400174087,"Punt de Recollida d'Arbres a la Plaça Manuel  Corachan","#","Pl","Manuel Corachan",1,1,24,"les Tres Torres",5,"Sarrià-Sant Gervasi",8017,19,"BARCELONA",41.394289,2.129166,427199.328,4582894.183,427291.23,4583095.124,"","","","07/01","17/01",0,"00:00:00","23:59:00","","Punt de recollida d'arbres de Nadal","Medi ambient","Medi ambient",""
99400174091,"Punt de Recollida d'Arbres a la Plaça Pep Ventura","#","Pl","Pep Ventura",1,1,22,"Vallvidrera, el Tibidabo i les Planes",5,"Sarrià-Sant Gervasi",8017,19,"BARCELONA",41.414041,2.1050400000000002,425205.124,4585107.626,425297.00700000004,4585308.587,"","","","07/01","17/01",0,"00:00:00","23:59:00","","","Recollida d'arbres","Planol",""
99400174091,"Punt de Recollida d'Arbres a la Plaça Pep Ventura","#","Pl","Pep Ventura",1,1,22,"Vallvidrera, el Tibidabo i les Planes",5,"Sarrià-Sant Gervasi",8017,19,"BARCELONA",41.414041,2.1050400000000002,425205.124,4585107.626,425297.00700000004,4585308.587,"","","","07/01","17/01",0,"00:00:00","23:59:00","","Punt de recollida d'arbres de Nadal","Medi ambient","Medi ambient",""
99400174093,"Punt de Recollida d'Arbres a la Plaça de Sarrià","#","Pl","Sarrià",1,1,23,"Sarrià",5,"Sarrià-Sant Gervasi",8017,19,"BARCELONA",41.400042,2.122145,426618.909,4583538.825,426710.80600000004,4583739.772,"","","","07/01","17/01",0,"00:00:00","23:59:00","","","Recollida d'arbres","Planol",""
99400174093,"Punt de Recollida d'Arbres a la Plaça de Sarrià","#","Pl","Sarrià",1,1,23,"Sarrià",5,"Sarrià-Sant Gervasi",8017,19,"BARCELONA",41.400042,2.122145,426618.909,4583538.825,426710.80600000004,4583739.772,"","","","07/01","17/01",0,"00:00:00","23:59:00","","Punt de recollida d'arbres de Nadal","Medi ambient","Medi ambient",""
99400174100,"Punt de Recollida d'Arbres a la Plaça Ferran Casablancas","#","Pl","Ferran Casablancas",2,2,25,"Sant Gervasi - la Bonanova",5,"Sarrià-Sant Gervasi",8022,19,"BARCELONA",41.400996,2.1341740000000002,427625.492,4583634.656,427717.398,4583835.603999999,"","","","07/01","17/01",0,"00:00:00","23:59:00","","Punt de recollida d'arbres de Nadal","Medi ambient","Medi ambient",""
99400174100,"Punt de Recollida d'Arbres a la Plaça Ferran Casablancas","#","Pl","Ferran Casablancas",2,2,25,"Sant Gervasi - la Bonanova",5,"Sarrià-Sant Gervasi",8022,19,"BARCELONA",41.400996,2.1341740000000002,427625.492,4583634.656,427717.398,4583835.603999999,"","","","07/01","17/01",0,"00:00:00","23:59:00","","","Recollida d'arbres","Planol",""
99400174102,"Punt de Recollida d'Arbres als Jardins Maluquer","#","Ptge","Maluquer",22,22,25,"Sant Gervasi - la Bonanova",5,"Sarrià-Sant Gervasi",8022,19,"BARCELONA",41.409605,2.136013,427788.75899999996,4584588.913,427880.666,4584789.87,"","","","07/01","17/01",0,"00:00:00","23:59:00","","","Recollida d'arbres","Planol",""
99400174102,"Punt de Recollida d'Arbres als Jardins Maluquer","#","Ptge","Maluquer",22,22,25,"Sant Gervasi - la Bonanova",5,"Sarrià-Sant Gervasi",8022,19,"BARCELONA",41.409605,2.136013,427788.75899999996,4584588.913,427880.666,4584789.87,"","","","07/01","17/01",0,"00:00:00","23:59:00","","Punt de recollida d'arbres de Nadal","Medi ambient","Medi ambient",""
99400174103,"Punt de Recollida d'Arbres a la Plaça Molina","#","Pl","Molina",1,1,26,"Sant Gervasi - Galvany",5,"Sarrià-Sant Gervasi",8006,19,"BARCELONA",41.401283,2.1467419999999997,428676.344,4583656.056,428768.26,4583857.005,"","","","07/01","17/01",0,"00:00:00","23:59:00","","","Recollida d'arbres","Planol",""
99400174103,"Punt de Recollida d'Arbres a la Plaça Molina","#","Pl","Molina",1,1,26,"Sant Gervasi - Galvany",5,"Sarrià-Sant Gervasi",8006,19,"BARCELONA",41.401283,2.1467419999999997,428676.344,4583656.056,428768.26,4583857.005,"","","","07/01","17/01",0,"00:00:00","23:59:00","","Punt de recollida d'arbres de Nadal","Medi ambient","Medi ambient",""
99400174109,"Punt de Recollida d'Arbres a la Plaça Catedral","#","Pla","Seu",1,1,2,"el Barri Gòtic",1,"Ciutat Vella",8002,19,"BARCELONA",41.384285,2.175893,431095.105,4581745.365,431187.044,4581946.297,"","","","07/01","17/01",0,"00:00:00","23:59:00","","Punt de recollida d'arbres de Nadal","Medi ambient","Medi ambient",""
99400174109,"Punt de Recollida d'Arbres a la Plaça Catedral","#","Pla","Seu",1,1,2,"el Barri Gòtic",1,"Ciutat Vella",8002,19,"BARCELONA",41.384285,2.175893,431095.105,4581745.365,431187.044,4581946.297,"","","","07/01","17/01",0,"00:00:00","23:59:00","","","Recollida d'arbres","Planol",""
99400174113,"Punt de Recollida d'Arbres a Pere IV-Agricultura-Treball","#","C","Pere IV",462,462,71,"Provençals del Poblenou",10,"Sant Martí",8019,19,"BARCELONA",41.414066999999996,2.20643,433678.666,4585027.925,433770.62799999997,4585228.888,"","","","07/01","17/01",0,"00:00:00","23:59:00","","Punt de recollida d'arbres de Nadal","Medi ambient","Medi ambient",""
99400174113,"Punt de Recollida d'Arbres a Pere IV-Agricultura-Treball","#","C","Pere IV",462,462,71,"Provençals del Poblenou",10,"Sant Martí",8019,19,"BARCELONA",41.414066999999996,2.20643,433678.666,4585027.925,433770.62799999997,4585228.888,"","","","07/01","17/01",0,"00:00:00","23:59:00","","","Recollida d'arbres","Planol",""
