"Any","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Seccio_censal","Tipologia_parc","Nombre_vehicles"
2019,"2","Eixample","7","la Dreta de l'Eixample","64","Motos",227
2019,"2","Eixample","7","la Dreta de l'Eixample","64","Ciclomotors",29
2019,"2","Eixample","7","la Dreta de l'Eixample","64","Furgonetes",29
2019,"2","Eixample","7","la Dreta de l'Eixample","64","Camions",9
2019,"2","Eixample","7","la Dreta de l'Eixample","64","Altres vehicles",10
2019,"2","Eixample","7","la Dreta de l'Eixample","65","Turismes",479
2019,"2","Eixample","7","la Dreta de l'Eixample","65","Motos",282
2019,"2","Eixample","7","la Dreta de l'Eixample","65","Ciclomotors",47
2019,"2","Eixample","7","la Dreta de l'Eixample","65","Furgonetes",69
2019,"2","Eixample","7","la Dreta de l'Eixample","65","Camions",11
2019,"2","Eixample","7","la Dreta de l'Eixample","65","Altres vehicles",87
2019,"2","Eixample","7","la Dreta de l'Eixample","66","Turismes",574
2019,"2","Eixample","7","la Dreta de l'Eixample","66","Motos",250
2019,"2","Eixample","7","la Dreta de l'Eixample","66","Ciclomotors",55
2019,"2","Eixample","7","la Dreta de l'Eixample","66","Furgonetes",44
2019,"2","Eixample","7","la Dreta de l'Eixample","66","Camions",8
2019,"2","Eixample","7","la Dreta de l'Eixample","66","Altres vehicles",15
2019,"2","Eixample","7","la Dreta de l'Eixample","67","Turismes",430
2019,"2","Eixample","7","la Dreta de l'Eixample","67","Motos",256
2019,"2","Eixample","7","la Dreta de l'Eixample","67","Ciclomotors",53
2019,"2","Eixample","7","la Dreta de l'Eixample","67","Furgonetes",37
2019,"2","Eixample","7","la Dreta de l'Eixample","67","Camions",11
2019,"2","Eixample","7","la Dreta de l'Eixample","67","Altres vehicles",7
2019,"2","Eixample","7","la Dreta de l'Eixample","68","Turismes",442
2019,"2","Eixample","7","la Dreta de l'Eixample","68","Motos",192
2019,"2","Eixample","7","la Dreta de l'Eixample","68","Ciclomotors",29
2019,"2","Eixample","7","la Dreta de l'Eixample","68","Furgonetes",60
2019,"2","Eixample","7","la Dreta de l'Eixample","68","Camions",12
2019,"2","Eixample","7","la Dreta de l'Eixample","68","Altres vehicles",483
2019,"2","Eixample","7","la Dreta de l'Eixample","69","Turismes",432
2019,"2","Eixample","7","la Dreta de l'Eixample","69","Motos",205
2019,"2","Eixample","7","la Dreta de l'Eixample","69","Ciclomotors",40
2019,"2","Eixample","7","la Dreta de l'Eixample","69","Furgonetes",25
2019,"2","Eixample","7","la Dreta de l'Eixample","69","Camions",7
2019,"2","Eixample","7","la Dreta de l'Eixample","69","Altres vehicles",12
2019,"2","Eixample","7","la Dreta de l'Eixample","70","Turismes",449
2019,"2","Eixample","7","la Dreta de l'Eixample","70","Motos",272
2019,"2","Eixample","7","la Dreta de l'Eixample","70","Ciclomotors",54
2019,"2","Eixample","7","la Dreta de l'Eixample","70","Furgonetes",49
2019,"2","Eixample","7","la Dreta de l'Eixample","70","Camions",12
2019,"2","Eixample","7","la Dreta de l'Eixample","70","Altres vehicles",8
2019,"2","Eixample","7","la Dreta de l'Eixample","71","Turismes",609
2019,"2","Eixample","7","la Dreta de l'Eixample","71","Motos",313
2019,"2","Eixample","7","la Dreta de l'Eixample","71","Ciclomotors",44
2019,"2","Eixample","7","la Dreta de l'Eixample","71","Furgonetes",54
2019,"2","Eixample","7","la Dreta de l'Eixample","71","Camions",12
2019,"2","Eixample","7","la Dreta de l'Eixample","71","Altres vehicles",17
2019,"2","Eixample","7","la Dreta de l'Eixample","72","Turismes",436
2019,"2","Eixample","7","la Dreta de l'Eixample","72","Motos",201
2019,"2","Eixample","7","la Dreta de l'Eixample","72","Ciclomotors",35
2019,"2","Eixample","7","la Dreta de l'Eixample","72","Furgonetes",25
2019,"2","Eixample","7","la Dreta de l'Eixample","72","Camions",31
2019,"2","Eixample","7","la Dreta de l'Eixample","72","Altres vehicles",25
2019,"2","Eixample","7","la Dreta de l'Eixample","73","Turismes",496
2019,"2","Eixample","7","la Dreta de l'Eixample","73","Motos",269
2019,"2","Eixample","7","la Dreta de l'Eixample","73","Ciclomotors",42
2019,"2","Eixample","7","la Dreta de l'Eixample","73","Furgonetes",44
2019,"2","Eixample","7","la Dreta de l'Eixample","73","Camions",13
2019,"2","Eixample","7","la Dreta de l'Eixample","73","Altres vehicles",5
2019,"2","Eixample","7","la Dreta de l'Eixample","74","Turismes",403
2019,"2","Eixample","7","la Dreta de l'Eixample","74","Motos",210
2019,"2","Eixample","7","la Dreta de l'Eixample","74","Ciclomotors",32
2019,"2","Eixample","7","la Dreta de l'Eixample","74","Furgonetes",44
2019,"2","Eixample","7","la Dreta de l'Eixample","74","Camions",13
2019,"2","Eixample","7","la Dreta de l'Eixample","74","Altres vehicles",19
2019,"2","Eixample","7","la Dreta de l'Eixample","75","Turismes",404
2019,"2","Eixample","7","la Dreta de l'Eixample","75","Motos",209
2019,"2","Eixample","7","la Dreta de l'Eixample","75","Ciclomotors",18
2019,"2","Eixample","7","la Dreta de l'Eixample","75","Furgonetes",46
2019,"2","Eixample","7","la Dreta de l'Eixample","75","Camions",7
2019,"2","Eixample","7","la Dreta de l'Eixample","75","Altres vehicles",20
2019,"2","Eixample","7","la Dreta de l'Eixample","76","Turismes",566
2019,"2","Eixample","7","la Dreta de l'Eixample","76","Motos",301
2019,"2","Eixample","7","la Dreta de l'Eixample","76","Ciclomotors",34
2019,"2","Eixample","7","la Dreta de l'Eixample","76","Furgonetes",43
2019,"2","Eixample","7","la Dreta de l'Eixample","76","Camions",22
2019,"2","Eixample","7","la Dreta de l'Eixample","76","Altres vehicles",14
2019,"2","Eixample","7","la Dreta de l'Eixample","77","Turismes",941
2019,"2","Eixample","7","la Dreta de l'Eixample","77","Motos",378
2019,"2","Eixample","7","la Dreta de l'Eixample","77","Ciclomotors",57
2019,"2","Eixample","7","la Dreta de l'Eixample","77","Furgonetes",102
2019,"2","Eixample","7","la Dreta de l'Eixample","77","Camions",144
2019,"2","Eixample","7","la Dreta de l'Eixample","77","Altres vehicles",83
2019,"2","Eixample","7","la Dreta de l'Eixample","78","Turismes",851
2019,"2","Eixample","7","la Dreta de l'Eixample","78","Motos",326
2019,"2","Eixample","7","la Dreta de l'Eixample","78","Ciclomotors",56
2019,"2","Eixample","7","la Dreta de l'Eixample","78","Furgonetes",163
2019,"2","Eixample","7","la Dreta de l'Eixample","78","Camions",158
2019,"2","Eixample","7","la Dreta de l'Eixample","78","Altres vehicles",174
2019,"2","Eixample","7","la Dreta de l'Eixample","79","Turismes",942
2019,"2","Eixample","7","la Dreta de l'Eixample","79","Motos",341
2019,"2","Eixample","7","la Dreta de l'Eixample","79","Ciclomotors",48
2019,"2","Eixample","7","la Dreta de l'Eixample","79","Furgonetes",148
2019,"2","Eixample","7","la Dreta de l'Eixample","79","Camions",174
2019,"2","Eixample","7","la Dreta de l'Eixample","79","Altres vehicles",84
2019,"2","Eixample","7","la Dreta de l'Eixample","80","Turismes",826
2019,"2","Eixample","7","la Dreta de l'Eixample","80","Motos",428
2019,"2","Eixample","7","la Dreta de l'Eixample","80","Ciclomotors",53
2019,"2","Eixample","7","la Dreta de l'Eixample","80","Furgonetes",108
2019,"2","Eixample","7","la Dreta de l'Eixample","80","Camions",72
2019,"2","Eixample","7","la Dreta de l'Eixample","80","Altres vehicles",43
2019,"2","Eixample","7","la Dreta de l'Eixample","81","Turismes",1163
2019,"2","Eixample","7","la Dreta de l'Eixample","81","Motos",604
2019,"2","Eixample","7","la Dreta de l'Eixample","81","Ciclomotors",82
2019,"2","Eixample","7","la Dreta de l'Eixample","81","Furgonetes",120
2019,"2","Eixample","7","la Dreta de l'Eixample","81","Camions",79
2019,"2","Eixample","7","la Dreta de l'Eixample","81","Altres vehicles",84
2019,"2","Eixample","7","la Dreta de l'Eixample","82","Turismes",504
2019,"2","Eixample","7","la Dreta de l'Eixample","82","Motos",231
2019,"2","Eixample","7","la Dreta de l'Eixample","82","Ciclomotors",32
2019,"2","Eixample","7","la Dreta de l'Eixample","82","Furgonetes",32
2019,"2","Eixample","7","la Dreta de l'Eixample","82","Camions",28
2019,"2","Eixample","7","la Dreta de l'Eixample","82","Altres vehicles",17
2019,"2","Eixample","7","la Dreta de l'Eixample","83","Turismes",1227
2019,"2","Eixample","7","la Dreta de l'Eixample","83","Motos",461
2019,"2","Eixample","7","la Dreta de l'Eixample","83","Ciclomotors",73
2019,"2","Eixample","7","la Dreta de l'Eixample","83","Furgonetes",217
2019,"2","Eixample","7","la Dreta de l'Eixample","83","Camions",167
2019,"2","Eixample","7","la Dreta de l'Eixample","83","Altres vehicles",194
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","84","Turismes",603
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","84","Motos",358
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","84","Ciclomotors",64
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","84","Furgonetes",70
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","84","Camions",15
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","84","Altres vehicles",29
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","85","Turismes",623
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","85","Motos",301
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","85","Ciclomotors",50
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","85","Furgonetes",98
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","85","Camions",76
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","85","Altres vehicles",37
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","86","Turismes",542
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","86","Motos",315
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","86","Ciclomotors",48
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","86","Furgonetes",55
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","86","Camions",25
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","86","Altres vehicles",15
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","87","Turismes",372
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","87","Motos",221
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","87","Ciclomotors",28
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","87","Furgonetes",21
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","87","Camions",2
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","87","Altres vehicles",9
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","88","Turismes",555
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","88","Motos",287
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","88","Ciclomotors",42
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","88","Furgonetes",52
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","88","Camions",30
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","88","Altres vehicles",17
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","89","Turismes",562
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","89","Motos",541
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","89","Ciclomotors",75
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","89","Furgonetes",40
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","89","Camions",31
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","89","Altres vehicles",13
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","90","Turismes",411
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","90","Motos",271
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","90","Ciclomotors",40
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","90","Furgonetes",25
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","90","Camions",13
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","90","Altres vehicles",9
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","91","Turismes",515
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","91","Motos",254
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","91","Ciclomotors",50
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","91","Furgonetes",52
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","91","Camions",11
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","91","Altres vehicles",13
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","92","Turismes",469
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","92","Motos",284
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","92","Ciclomotors",57
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","92","Furgonetes",74
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","92","Camions",44
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","92","Altres vehicles",25
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","93","Turismes",470
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","93","Motos",253
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","93","Ciclomotors",47
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","93","Furgonetes",39
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","93","Camions",20
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","93","Altres vehicles",14
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","94","Turismes",460
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","94","Motos",229
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","94","Ciclomotors",37
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","94","Furgonetes",32
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","94","Camions",3
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","94","Altres vehicles",5
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","95","Turismes",423
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","95","Motos",250
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","95","Ciclomotors",51
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","95","Furgonetes",29
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","95","Camions",4
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","95","Altres vehicles",11
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","96","Turismes",342
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","96","Motos",318
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","96","Ciclomotors",40
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","96","Furgonetes",20
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","96","Camions",7
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","96","Altres vehicles",6
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","97","Turismes",283
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","97","Motos",161
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","97","Ciclomotors",32
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","97","Furgonetes",22
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","97","Camions",5
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","97","Altres vehicles",3
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","98","Turismes",385
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","98","Motos",274
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","98","Ciclomotors",42
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","98","Furgonetes",26
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","98","Camions",7
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","98","Altres vehicles",8
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","99","Turismes",396
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","99","Motos",277
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","99","Ciclomotors",43
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","99","Furgonetes",29
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","99","Camions",17
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","99","Altres vehicles",3
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","100","Turismes",441
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","100","Motos",208
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","100","Ciclomotors",38
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","100","Furgonetes",15
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","100","Camions",6
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","100","Altres vehicles",2
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","101","Turismes",570
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","101","Motos",311
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","101","Ciclomotors",46
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","101","Furgonetes",42
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","101","Camions",18
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","101","Altres vehicles",8
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","102","Turismes",444
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","102","Motos",233
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","102","Ciclomotors",38
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","102","Furgonetes",20
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","102","Camions",7
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","102","Altres vehicles",5
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","103","Turismes",405
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","103","Motos",258
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","103","Ciclomotors",57
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","103","Furgonetes",33
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","103","Camions",6
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","103","Altres vehicles",7
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","104","Turismes",349
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","104","Motos",162
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","104","Ciclomotors",26
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","104","Furgonetes",30
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","104","Camions",5
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","104","Altres vehicles",1
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","105","Turismes",601
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","105","Motos",291
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","105","Ciclomotors",47
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","105","Furgonetes",28
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","105","Camions",8
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","105","Altres vehicles",6
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","106","Turismes",452
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","106","Motos",313
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","106","Ciclomotors",33
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","106","Furgonetes",24
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","106","Camions",10
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","106","Altres vehicles",7
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","107","Turismes",577
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","107","Motos",331
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","107","Ciclomotors",36
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","107","Furgonetes",47
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","107","Camions",8
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","107","Altres vehicles",7
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","108","Turismes",593
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","108","Motos",292
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","108","Ciclomotors",55
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","108","Furgonetes",28
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","108","Camions",19
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","108","Altres vehicles",19
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","109","Turismes",782
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","109","Motos",355
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","109","Ciclomotors",45
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","109","Furgonetes",43
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","109","Camions",13
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","109","Altres vehicles",15
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","110","Turismes",505
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","110","Motos",294
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","110","Ciclomotors",46
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","110","Furgonetes",56
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","110","Camions",16
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","110","Altres vehicles",13
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","111","Turismes",556
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","111","Motos",297
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","111","Ciclomotors",49
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","111","Furgonetes",58
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","111","Camions",17
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","111","Altres vehicles",8
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","112","Turismes",556
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","112","Motos",260
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","112","Ciclomotors",32
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","112","Furgonetes",24
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","112","Camions",6
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","112","Altres vehicles",19
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","113","Turismes",931
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","113","Motos",360
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","113","Ciclomotors",47
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","113","Furgonetes",52
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","113","Camions",8
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","113","Altres vehicles",13
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","114","Turismes",468
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","114","Motos",261
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","114","Ciclomotors",54
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","114","Furgonetes",49
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","114","Camions",7
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","114","Altres vehicles",10
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","115","Turismes",331
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","115","Motos",191
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","115","Ciclomotors",27
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","115","Furgonetes",24
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","115","Camions",3
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","115","Altres vehicles",3
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","116","Turismes",337
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","116","Motos",162
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","116","Ciclomotors",26
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","116","Furgonetes",14
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","116","Camions",4
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","116","Altres vehicles",5
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","117","Turismes",434
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","117","Motos",196
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","117","Ciclomotors",30
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","117","Furgonetes",32
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","117","Camions",15
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","117","Altres vehicles",8
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","118","Turismes",587
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","118","Motos",250
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","118","Ciclomotors",37
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","118","Furgonetes",21
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","118","Camions",3
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","118","Altres vehicles",6
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","119","Turismes",420
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","119","Motos",196
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","119","Ciclomotors",30
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","119","Furgonetes",21
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","119","Camions",2
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","119","Altres vehicles",5
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","120","Turismes",386
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","120","Motos",184
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","120","Ciclomotors",36
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","120","Furgonetes",14
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","120","Altres vehicles",8
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","121","Turismes",694
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","121","Motos",173
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","121","Ciclomotors",33
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","121","Furgonetes",58
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","121","Camions",69
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","121","Altres vehicles",11
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","122","Turismes",379
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","122","Motos",150
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","122","Ciclomotors",27
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","122","Furgonetes",12
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","122","Camions",2
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","122","Altres vehicles",9
