"Any","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Seccio_censal","Tipologia_parc","Nombre_vehicles"
2019,"1","Ciutat Vella","2","el Barri Gòtic","30","Altres vehicles",66
2019,"1","Ciutat Vella","2","el Barri Gòtic","31","Turismes",339
2019,"1","Ciutat Vella","2","el Barri Gòtic","31","Motos",232
2019,"1","Ciutat Vella","2","el Barri Gòtic","31","Ciclomotors",78
2019,"1","Ciutat Vella","2","el Barri Gòtic","31","Furgonetes",138
2019,"1","Ciutat Vella","2","el Barri Gòtic","31","Camions",8
2019,"1","Ciutat Vella","2","el Barri Gòtic","31","Altres vehicles",9
2019,"1","Ciutat Vella","3","la Barceloneta","32","Turismes",456
2019,"1","Ciutat Vella","3","la Barceloneta","32","Motos",439
2019,"1","Ciutat Vella","3","la Barceloneta","32","Ciclomotors",64
2019,"1","Ciutat Vella","3","la Barceloneta","32","Furgonetes",84
2019,"1","Ciutat Vella","3","la Barceloneta","32","Camions",34
2019,"1","Ciutat Vella","3","la Barceloneta","32","Altres vehicles",18
2019,"1","Ciutat Vella","3","la Barceloneta","33","Turismes",210
2019,"1","Ciutat Vella","3","la Barceloneta","33","Motos",141
2019,"1","Ciutat Vella","3","la Barceloneta","33","Ciclomotors",43
2019,"1","Ciutat Vella","3","la Barceloneta","33","Furgonetes",22
2019,"1","Ciutat Vella","3","la Barceloneta","33","Camions",3
2019,"1","Ciutat Vella","3","la Barceloneta","33","Altres vehicles",2
2019,"1","Ciutat Vella","3","la Barceloneta","34","Turismes",220
2019,"1","Ciutat Vella","3","la Barceloneta","34","Motos",98
2019,"1","Ciutat Vella","3","la Barceloneta","34","Ciclomotors",35
2019,"1","Ciutat Vella","3","la Barceloneta","34","Furgonetes",14
2019,"1","Ciutat Vella","3","la Barceloneta","34","Camions",2
2019,"1","Ciutat Vella","3","la Barceloneta","34","Altres vehicles",2
2019,"1","Ciutat Vella","3","la Barceloneta","35","Turismes",246
2019,"1","Ciutat Vella","3","la Barceloneta","35","Motos",114
2019,"1","Ciutat Vella","3","la Barceloneta","35","Ciclomotors",54
2019,"1","Ciutat Vella","3","la Barceloneta","35","Furgonetes",29
2019,"1","Ciutat Vella","3","la Barceloneta","35","Camions",6
2019,"1","Ciutat Vella","3","la Barceloneta","35","Altres vehicles",4
2019,"1","Ciutat Vella","3","la Barceloneta","36","Turismes",279
2019,"1","Ciutat Vella","3","la Barceloneta","36","Motos",112
2019,"1","Ciutat Vella","3","la Barceloneta","36","Ciclomotors",47
2019,"1","Ciutat Vella","3","la Barceloneta","36","Furgonetes",112
2019,"1","Ciutat Vella","3","la Barceloneta","36","Camions",22
2019,"1","Ciutat Vella","3","la Barceloneta","36","Altres vehicles",11
2019,"1","Ciutat Vella","3","la Barceloneta","37","Turismes",289
2019,"1","Ciutat Vella","3","la Barceloneta","37","Motos",156
2019,"1","Ciutat Vella","3","la Barceloneta","37","Ciclomotors",64
2019,"1","Ciutat Vella","3","la Barceloneta","37","Furgonetes",35
2019,"1","Ciutat Vella","3","la Barceloneta","37","Camions",5
2019,"1","Ciutat Vella","3","la Barceloneta","37","Altres vehicles",7
2019,"1","Ciutat Vella","3","la Barceloneta","38","Turismes",269
2019,"1","Ciutat Vella","3","la Barceloneta","38","Motos",143
2019,"1","Ciutat Vella","3","la Barceloneta","38","Ciclomotors",30
2019,"1","Ciutat Vella","3","la Barceloneta","38","Furgonetes",35
2019,"1","Ciutat Vella","3","la Barceloneta","38","Camions",8
2019,"1","Ciutat Vella","3","la Barceloneta","38","Altres vehicles",4
2019,"1","Ciutat Vella","3","la Barceloneta","39","Turismes",271
2019,"1","Ciutat Vella","3","la Barceloneta","39","Motos",157
2019,"1","Ciutat Vella","3","la Barceloneta","39","Ciclomotors",33
2019,"1","Ciutat Vella","3","la Barceloneta","39","Furgonetes",30
2019,"1","Ciutat Vella","3","la Barceloneta","39","Camions",5
2019,"1","Ciutat Vella","3","la Barceloneta","39","Altres vehicles",3
2019,"1","Ciutat Vella","3","la Barceloneta","40","Turismes",254
2019,"1","Ciutat Vella","3","la Barceloneta","40","Motos",126
2019,"1","Ciutat Vella","3","la Barceloneta","40","Ciclomotors",31
2019,"1","Ciutat Vella","3","la Barceloneta","40","Furgonetes",22
2019,"1","Ciutat Vella","3","la Barceloneta","40","Camions",9
2019,"1","Ciutat Vella","3","la Barceloneta","40","Altres vehicles",16
2019,"1","Ciutat Vella","3","la Barceloneta","41","Turismes",293
2019,"1","Ciutat Vella","3","la Barceloneta","41","Motos",179
2019,"1","Ciutat Vella","3","la Barceloneta","41","Ciclomotors",58
2019,"1","Ciutat Vella","3","la Barceloneta","41","Furgonetes",25
2019,"1","Ciutat Vella","3","la Barceloneta","41","Camions",6
2019,"1","Ciutat Vella","3","la Barceloneta","41","Altres vehicles",9
2019,"1","Ciutat Vella","3","la Barceloneta","42","Turismes",376
2019,"1","Ciutat Vella","3","la Barceloneta","42","Motos",176
2019,"1","Ciutat Vella","3","la Barceloneta","42","Ciclomotors",52
2019,"1","Ciutat Vella","3","la Barceloneta","42","Furgonetes",41
2019,"1","Ciutat Vella","3","la Barceloneta","42","Camions",11
2019,"1","Ciutat Vella","3","la Barceloneta","42","Altres vehicles",17
2019,"1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","43","Turismes",362
2019,"1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","43","Motos",364
2019,"1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","43","Ciclomotors",4359
2019,"1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","43","Furgonetes",49
2019,"1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","43","Camions",14
2019,"1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","43","Altres vehicles",16
2019,"1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","44","Turismes",300
2019,"1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","44","Motos",225
2019,"1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","44","Ciclomotors",82
2019,"1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","44","Furgonetes",33
2019,"1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","44","Camions",14
2019,"1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","44","Altres vehicles",7
2019,"1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","45","Turismes",328
2019,"1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","45","Motos",211
2019,"1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","45","Ciclomotors",55
2019,"1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","45","Furgonetes",50
2019,"1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","45","Camions",9
2019,"1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","45","Altres vehicles",8
2019,"1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","46","Turismes",270
2019,"1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","46","Motos",231
2019,"1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","46","Ciclomotors",57
2019,"1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","46","Furgonetes",54
2019,"1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","46","Camions",8
2019,"1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","46","Altres vehicles",10
2019,"1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","47","Turismes",272
2019,"1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","47","Motos",163
2019,"1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","47","Ciclomotors",56
2019,"1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","47","Furgonetes",43
2019,"1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","47","Camions",17
2019,"1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","47","Altres vehicles",20
2019,"1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","48","Turismes",304
2019,"1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","48","Motos",183
2019,"1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","48","Ciclomotors",71
2019,"1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","48","Furgonetes",39
2019,"1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","48","Camions",12
2019,"1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","48","Altres vehicles",5
2019,"1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","49","Turismes",229
2019,"1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","49","Motos",167
2019,"1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","49","Ciclomotors",96
2019,"1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","49","Furgonetes",23
2019,"1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","49","Camions",7
2019,"1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","49","Altres vehicles",10
2019,"1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","50","Turismes",224
2019,"1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","50","Motos",143
2019,"1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","50","Ciclomotors",44
2019,"1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","50","Furgonetes",25
2019,"1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","50","Camions",7
2019,"1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","50","Altres vehicles",1
2019,"1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","51","Turismes",222
2019,"1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","51","Motos",132
2019,"1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","51","Ciclomotors",43
2019,"1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","51","Furgonetes",41
2019,"1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","51","Camions",5
2019,"1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","51","Altres vehicles",3
2019,"1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","52","Turismes",574
2019,"1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","52","Motos",272
2019,"1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","52","Ciclomotors",74
2019,"1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","52","Furgonetes",67
2019,"1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","52","Camions",13
2019,"1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","52","Altres vehicles",20
2019,"1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","53","Turismes",308
2019,"1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","53","Motos",169
2019,"1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","53","Ciclomotors",57
2019,"1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","53","Furgonetes",40
2019,"1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","53","Camions",5
2019,"1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","53","Altres vehicles",4
2019,"1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","54","Turismes",173
2019,"1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","54","Motos",142
2019,"1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","54","Ciclomotors",49
2019,"1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","54","Furgonetes",31
2019,"1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","54","Camions",7
2019,"1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","54","Altres vehicles",7
2019,"1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","55","Turismes",319
2019,"1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","55","Motos",130
2019,"1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","55","Ciclomotors",29
2019,"1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","55","Furgonetes",25
2019,"1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","55","Camions",9
2019,"1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","55","Altres vehicles",7
2019,"2","Eixample","5","el Fort Pienc","1","Turismes",459
2019,"2","Eixample","5","el Fort Pienc","1","Motos",133
2019,"2","Eixample","5","el Fort Pienc","1","Ciclomotors",30
2019,"2","Eixample","5","el Fort Pienc","1","Furgonetes",32
2019,"2","Eixample","5","el Fort Pienc","1","Camions",6
2019,"2","Eixample","5","el Fort Pienc","1","Altres vehicles",97
2019,"2","Eixample","5","el Fort Pienc","2","Turismes",471
2019,"2","Eixample","5","el Fort Pienc","2","Motos",201
2019,"2","Eixample","5","el Fort Pienc","2","Ciclomotors",27
2019,"2","Eixample","5","el Fort Pienc","2","Furgonetes",31
2019,"2","Eixample","5","el Fort Pienc","2","Camions",9
2019,"2","Eixample","5","el Fort Pienc","2","Altres vehicles",14
2019,"2","Eixample","5","el Fort Pienc","3","Turismes",312
2019,"2","Eixample","5","el Fort Pienc","3","Motos",115
2019,"2","Eixample","5","el Fort Pienc","3","Ciclomotors",19
2019,"2","Eixample","5","el Fort Pienc","3","Furgonetes",22
2019,"2","Eixample","5","el Fort Pienc","3","Camions",2
2019,"2","Eixample","5","el Fort Pienc","3","Altres vehicles",9
2019,"2","Eixample","5","el Fort Pienc","4","Turismes",375
2019,"2","Eixample","5","el Fort Pienc","4","Motos",170
2019,"2","Eixample","5","el Fort Pienc","4","Ciclomotors",30
2019,"2","Eixample","5","el Fort Pienc","4","Furgonetes",47
2019,"2","Eixample","5","el Fort Pienc","4","Camions",11
2019,"2","Eixample","5","el Fort Pienc","4","Altres vehicles",7
2019,"2","Eixample","5","el Fort Pienc","5","Turismes",664
2019,"2","Eixample","5","el Fort Pienc","5","Motos",278
2019,"2","Eixample","5","el Fort Pienc","5","Ciclomotors",66
2019,"2","Eixample","5","el Fort Pienc","5","Furgonetes",40
2019,"2","Eixample","5","el Fort Pienc","5","Camions",13
2019,"2","Eixample","5","el Fort Pienc","5","Altres vehicles",13
2019,"2","Eixample","5","el Fort Pienc","6","Turismes",495
2019,"2","Eixample","5","el Fort Pienc","6","Motos",221
2019,"2","Eixample","5","el Fort Pienc","6","Ciclomotors",43
2019,"2","Eixample","5","el Fort Pienc","6","Furgonetes",33
2019,"2","Eixample","5","el Fort Pienc","6","Camions",3
2019,"2","Eixample","5","el Fort Pienc","6","Altres vehicles",14
2019,"2","Eixample","5","el Fort Pienc","7","Turismes",371
2019,"2","Eixample","5","el Fort Pienc","7","Motos",150
2019,"2","Eixample","5","el Fort Pienc","7","Ciclomotors",34
2019,"2","Eixample","5","el Fort Pienc","7","Furgonetes",25
2019,"2","Eixample","5","el Fort Pienc","7","Camions",19
2019,"2","Eixample","5","el Fort Pienc","7","Altres vehicles",28
2019,"2","Eixample","5","el Fort Pienc","8","Turismes",640
2019,"2","Eixample","5","el Fort Pienc","8","Motos",249
2019,"2","Eixample","5","el Fort Pienc","8","Ciclomotors",54
2019,"2","Eixample","5","el Fort Pienc","8","Furgonetes",39
2019,"2","Eixample","5","el Fort Pienc","8","Camions",9
2019,"2","Eixample","5","el Fort Pienc","8","Altres vehicles",11
2019,"2","Eixample","5","el Fort Pienc","9","Turismes",533
2019,"2","Eixample","5","el Fort Pienc","9","Motos",229
2019,"2","Eixample","5","el Fort Pienc","9","Ciclomotors",50
2019,"2","Eixample","5","el Fort Pienc","9","Furgonetes",57
2019,"2","Eixample","5","el Fort Pienc","9","Camions",10
