"ID","METODE","DATA","Codi_Districte","Nom_Districte","F0","F1","F2","RENDA","Q1","Q2","EDAT","ID4","ID4_PAIS","ID5","P9","ID7","ID8","ID9","P1","P1A","Q1A","P1B","P2_1","P2_2","P2_3","P2_4","P2_6","P2_7","P2_5","P2_5B","P2","P2A","P2B","P3_1","P3_2","P3_3","P3_0","P3_95","P3_98","P3_99","P4","P5A_1","P5A_2","P5A_3","P5A_4","P5A_5","P5A_6","P5A_7","P5A_8","P5A_9","P5A_10","P5A_11","P5A_12","P5A_13","P5A_14","P5A_15","P5A_16","P5A_17","P5A_18","P5A_19","P5A_20","P5A_18_cod","P6","P7","Q8","P8B","P9B","P10","P10B_1","P10B_2","P10B_3","P10B_4","P10B_5","P10B_6","P10B_95","P10B_98","P10B_99","P11_0","P11_1","P11_2","P11_3","P11_4","P11_5","P11_98","P11_99","P11B","P11C_1","P11C_2","P11C_3","P11C_4","P11C_5","P11C_6","P11C_95","P11C_98","P11C_99","P12","Q12","P13","P13B_1","P13B_2","P13B_3","P13B_4","P13B_5","P13B_98","P13B_99","ID10","ID11","P14","P14_1cod","P14_2cod","P5A_1rec","P5A_2rec","P5A_3rec","P5A_4rec","P5A_5rec","P5A_6rec","P5A_7rec","P5A_8rec","P5A_9rec","P5A_10rec","P5A_11rec","P5A_12rec","P5A_13rec","P5A_14rec","P5A_15rec","P5A_16rec","P5A_17rec","P5A_18rec","P5A_19rec","P5A_20rec","P2_LLAR","Longitud","Latitud","Pes"
1099,1,20201020,4,"Les Corts",2,1,1,4,1,69,6,1,"",3,"",3,2,0,1,98.0,6.0,"",1,1,1,0,0,0,0,"",1,1.0,"",1.0,"","","","","","",1,1.0,1.0,5.0,5.0,5.0,5.0,1.0,4.0,3.0,5.0,2.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,"",2.0,0,"",2.0,"","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",2,7.0,3,"","","","","","","",3,2,"","","",1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.1418227,41.3879614,0.7479180000000001
1100,1,20201020,8,"Nou Barris",2,1,1,1,2,61,5,1,"",2,"",6,3,0,2,"","",4.0,2,0,1,0,0,0,0,"",1,1.0,"",1.0,"","","","","","",2,5.0,1.0,5.0,5.0,5.0,5.0,2.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,"",2.0,0,"",1.0,"","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",1,"",3,"","","","","","","",2,2,"","","",2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.1712813,41.428782500000004,0.519469
1102,1,20201020,2,"Eixample",1,1,1,5,2,57,5,1,"",4,"",4,4,0,1,2.0,9.0,"",4,2,0,3,0,0,0,"",1,1.0,"",1.0,"","","","","","",1,1.0,1.0,5.0,5.0,5.0,5.0,1.0,4.0,4.0,3.0,2.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,2.0,2.0,"",2.0,0,"",1.0,"","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",1,"",3,"","","","","","","",2,2,"","","",1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,9.0,2.1665326,41.390426899999994,0.572459
1103,1,20201020,10,"Sant Martí",2,1,1,4,1,40,3,3,840.0,1,4.0,3,2,0,1,2.0,10.0,"",2,1,2,0,0,0,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,1.0,2.0,5.0,5.0,1.0,3.0,2.0,3.0,3.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,3.0,3.0,1.0,3.0,6,2.0,"",1.0,"","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",1,"",1,"","","",4.0,5.0,"","",5,2,"","","",1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,5.0,2.1881975,41.4009783,0.7611
1104,1,20201020,5,"Sarrià - Sant Gervasi",1,1,1,5,1,50,4,1,"",1,3.0,5,3,2,1,2.0,9.0,"",3,3,3,1,0,2,0,"",1,1.0,"",1.0,"","","","","","",1,1.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,3.0,5.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1,3.0,"",2.0,1.0,"","","","","","","","","","",1.0,"","","","","","",1.0,"","","","","","","","","",2,9.0,3,"","","","","","","",5,2,"","","",1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,2.1501459,41.4005153,0.7253569999999999
1105,1,20201020,10,"Sant Martí",1,1,1,2,2,55,5,1,"",1,4.0,4,4,1,1,1.0,8.0,"",3,2,1,2,1,1,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,1.0,1.0,5.0,5.0,1.0,5.0,2.0,5.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,"",1.0,0,"",1.0,2.0,1.0,"","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",2,7.0,1,"",2.0,"","","","","",5,2,"","","",1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,8.0,2.1853845,41.40858370000001,1.7400630000000001
1106,1,20201020,9,"Sant Andreu",1,1,1,2,2,72,6,1,"",3,"",3,2,0,1,2.0,6.0,"",2,1,1,0,0,1,0,"",1,1.0,"",1.0,"","","","","","",1,2.0,1.0,2.0,1.0,3.0,5.0,1.0,98.0,98.0,5.0,3.0,1.0,5.0,5.0,98.0,98.0,5.0,98.0,3.0,5.0,"",2.0,0,"",3.0,"","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",1,"",1,1.0,"","","","","","",3,2,"","","",1.0,1.0,1.0,1.0,1.0,2.0,1.0,98.0,98.0,2.0,1.0,1.0,2.0,2.0,98.0,98.0,2.0,98.0,1.0,2.0,4.0,2.1893606,41.42810479999999,2.0410939999999997
1107,1,20201020,6,"Gràcia",1,1,1,3,1,33,2,1,"",1,1.0,2,4,0,1,2.0,8.0,"",4,2,1,1,0,0,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,3.0,1.0,4.0,3.0,4.0,3.0,5.0,5.0,5.0,1.0,1.0,"",1.0,0,"",4.0,2.0,"","","","","","","","","","","","","",3.0,"","","","",1.0,"","","","","","","","","",2,8.0,3,"","","","","","","",4,2,"","","",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,8.0,2.1484967999999998,41.409237,0.952199
1108,1,20201020,4,"Les Corts",2,1,1,4,1,76,7,1,"",3,"",3,2,0,1,2.0,9.0,"",2,1,2,0,0,1,0,"",1,1.0,"",1.0,"","","","","","",1,1.0,1.0,5.0,1.0,5.0,5.0,1.0,1.0,2.0,3.0,1.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,1.0,5.0,"",2.0,4,5.0,"","","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",0,"",3,"","","","","","","",5,2,"","","",1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,5.0,2.1269758,41.3900144,0.732831
1109,1,20201020,8,"Nou Barris",1,1,1,1,1,19,1,1,"",5,"",6,3,0,1,2.0,8.0,"",4,1,3,0,1,2,1,2.0,1,1.0,"",1.0,"","","","","","",1,1.0,1.0,1.0,1.0,5.0,2.0,1.0,5.0,3.0,2.0,1.0,1.0,5.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,0,"",3.0,"","","","","","","","","","","","",1.0,"","","","","","",2.0,"","","",4.0,"","","","","",2,8.0,2,"","","","","","","",3,2,"","","",1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,2.1727025,41.447121200000005,0.9425290000000001
1112,1,20201020,8,"Nou Barris",2,1,1,1,1,41,3,1,"",2,"",3,2,0,1,2.0,8.0,"",2,0,2,0,1,1,0,"",1,1.0,"",1.0,"","","","","","",1,1.0,2.0,4.0,4.0,4.0,2.0,1.0,4.0,4.0,1.0,1.0,5.0,5.0,1.0,5.0,4.0,5.0,5.0,1.0,1.0,"",1.0,0,"",3.0,"","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",1,"",2,"","","","","","","",4,2,"","","",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,2.1816415,41.4478809,0.656777
1113,1,20201020,5,"Sarrià - Sant Gervasi",1,1,1,5,1,33,2,1,"",2,"",2,2,0,1,2.0,7.0,"",2,0,1,2,0,0,0,"",1,1.0,"",1.0,"","","","","","",1,2.0,1.0,5.0,1.0,3.0,2.0,1.0,1.0,3.0,5.0,3.0,5.0,5.0,2.0,2.0,4.0,5.0,2.0,2.0,1.0,2.0,2.0,0,"",3.0,"","","","","","","","","","","","",1.0,"","","","","","",1.0,"","","","","","","","","",2,9.0,3,"","","","","","","",4,2,"","","",1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,2.1399141,41.403495899999996,0.815068
1114,1,20201020,2,"Eixample",2,1,1,3,2,86,7,1,"",3,"",1,1,0,1,98.0,98.0,"",0,1,0,0,0,0,0,"",2,"","",1.0,"","","","","","",2,5.0,2.0,2.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"",1.0,0,"",1.0,"","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",1,"",3,"","","","","","","",4,1,1.0,1.0,"",2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.1453544,41.3820225,0.918977
1115,1,20201020,2,"Eixample",1,1,1,5,2,94,7,1,"",3,"",1,1,0,2,"","",7.0,0,0,0,0,0,0,0,"",2,"","","","","",0.0,"","","",6,"","","","","","","","","","","","","","","","","","","","","","",0,"",1.0,"","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",0,"",3,"","","","","","","",3,1,1.0,2.0,"","","","","","","","","","","","","","","","","","","","","",0.0,2.1582627,41.394602899999995,0.6122529999999999
1116,1,20201020,7,"Horta - Guinardó",2,1,1,2,2,44,3,1,"",1,5.0,4,3,1,1,2.0,8.0,"",2,1,0,0,0,0,0,"",1,1.0,"",1.0,"","","","","","",1,2.0,1.0,3.0,1.0,5.0,5.0,1.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,5.0,2.0,1.0,1.0,5,3.0,"","",1.0,"","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",0,"",1,"","","","",5.0,"","",4,2,"","","",1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,2.1523034,41.4232273,1.6126209999999999
1120,1,20201020,9,"Sant Andreu",1,1,1,2,2,52,4,1,"",2,"",4,4,2,1,98.0,99.0,"",4,2,4,0,0,0,0,"",1,1.0,"",1.0,"","","","","","",1,1.0,1.0,2.0,4.0,5.0,5.0,1.0,4.0,4.0,5.0,1.0,5.0,3.0,5.0,4.0,4.0,5.0,3.0,5.0,2.0,2.0,1.0,5,3.0,"","",1.0,"","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",1,"",1,"","","","",5.0,"","",5,2,"","","",1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,10.0,2.1848468999999997,41.4296295,1.6428029999999998
1121,1,20201020,10,"Sant Martí",1,1,1,4,2,88,7,1,"",3,"",1,1,0,2,"","",6.0,0,0,0,0,0,0,0,"",2,"","","","","",0.0,"","","",7,"","","","","","","","","","","","","","","","","","","","","","",0,"",2.0,"","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",0,"",3,"","","","","","","",2,2,"","","","","","","","","","","","","","","","","","","","","","","",0.0,2.2065613999999996,41.4024864,0.722758
1123,1,20201020,8,"Nou Barris",2,1,1,1,1,76,7,1,"",3,"",1,1,0,2,"","",7.0,0,0,0,0,0,0,0,"",2,"","","","","",0.0,"","","",7,"","","","","","","","","","","","","","","","","","","","","","",0,"",2.0,"","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",0,"",3,"","","","","","","",2,2,"","","","","","","","","","","","","","","","","","","","","","","",0.0,2.1790112999999995,41.4280841,0.643562
1124,1,20201020,1,"Ciutat Vella",2,1,1,2,2,38,3,3,76.0,1,3.0,3,2,0,1,2.0,8.0,"",2,0,1,0,0,0,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,1.0,2.0,5.0,5.0,1.0,1.0,1.0,3.0,2.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,1.0,2.0,"",1.0,0,"",1.0,2.0,"","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",2,9.0,2,"","","","","","","",5,2,"","","",1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,2.1879797,41.3817114,1.6126209999999999
1125,1,20201020,8,"Nou Barris",2,1,1,1,1,66,6,1,"",3,"",3,2,0,1,2.0,10.0,"",2,1,1,0,0,1,0,"",1,1.0,"",1.0,"","","","","","",1,2.0,2.0,5.0,5.0,5.0,2.0,1.0,5.0,5.0,4.0,2.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,2.0,4.0,"",2.0,0,"",1.0,"","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",2,10.0,3,"","","","","","","",3,2,"","","",1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,2.1380041000000003,41.4032721,0.6007359999999999
1126,1,20201020,2,"Eixample",1,1,1,4,1,68,6,1,"",3,"",3,2,0,1,2.0,8.0,"",2,1,1,0,1,1,0,"",1,1.0,"",1.0,"","","","","","",1,1.0,1.0,5.0,5.0,5.0,5.0,1.0,4.0,5.0,3.0,2.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,1.0,5.0,"",2.0,0,"",2.0,"","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",1,"",3,"","","","","","","",4,2,"","","",1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,2.1594053,41.3850875,0.7479180000000001
1127,1,20201020,7,"Horta - Guinardó",1,1,1,2,2,65,6,1,"",3,"",3,2,0,1,2.0,7.0,"",2,0,1,1,0,1,0,"",1,2.0,2.0,1.0,"","","","","","",1,1.0,1.0,2.0,5.0,5.0,5.0,1.0,2.0,2.0,5.0,3.0,5.0,5.0,5.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,0,"",2.0,"","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",2,8.0,1,1.0,2.0,3.0,"","","","",5,2,"","","",1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.1567794,41.4301614,2.0410939999999997
1131,1,20201020,2,"Eixample",2,1,1,3,2,51,4,1,"",1,1.0,4,5,2,1,2.0,8.0,"",5,1,3,0,0,0,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,1.0,2.0,2.0,5.0,1.0,3.0,4.0,2.0,2.0,4.0,5.0,5.0,3.0,3.0,5.0,5.0,2.0,2.0,"",1.0,3,6.0,"",2.0,1.0,"","","","","","","","","","","","","",4.0,"","","",1.0,"","","","","","","","","",2,6.0,3,"","","","","","","",5,2,"","","",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,9.0,2.1829845000000003,41.3964851,0.8630540000000001
1134,1,20201020,9,"Sant Andreu",1,1,1,2,2,66,6,1,"",3,"",2,2,0,2,"","",6.0,0,0,0,0,0,0,0,"",2,"","","","","",0.0,"","","",7,"","","","","","","","","","","","","","","","","","","","","","",0,"",2.0,"","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",0,"",3,"","","","","","","",3,2,"","","","","","","","","","","","","","","","","","","","","","","",0.0,2.1632453999999997,41.402955799999994,2.0410939999999997
1135,1,20201020,6,"Gràcia",1,1,1,3,2,66,6,1,"",3,"",4,3,0,1,2.0,8.0,"",3,3,1,0,0,0,0,"",1,1.0,"",1.0,"","","","","","",1,1.0,1.0,2.0,1.0,5.0,5.0,2.0,3.0,3.0,5.0,2.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,"",1.0,0,"",2.0,"","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",0,"",3,"","","","","","","",5,2,"","","",1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,7.0,2.1506041000000002,41.4113858,0.91384
1136,1,20201020,8,"Nou Barris",1,1,1,1,1,79,7,1,"",3,"",1,1,0,2,"","",6.0,0,0,0,1,0,0,0,"",2,"","","","","",0.0,"","","",5,"","","","","","","","","","","","","","","","","","","","","","",0,"",2.0,"","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",0,"",3,"","","","","","","",4,2,"","","","","","","","","","","","","","","","","","","","","","","",1.0,2.1805847000000003,41.43807520000001,0.643562
1138,1,20201020,4,"Les Corts",1,1,2,5,1,50,4,1,"",1,4.0,6,5,2,1,2.0,10.0,"",3,2,2,2,0,0,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,2.0,1.0,1.0,5.0,5.0,5.0,3.0,5.0,5.0,2.0,2.0,"",2.0,0,"",1.0,0.0,1.0,"","","","","","","","","","","",2.0,3.0,"","","","",1.0,"","","","","","","","","",2,8.0,3,"","","","","","","",5,2,"","","",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,9.0,2.1128994,41.3871696,0.7253569999999999
1142,1,20201020,6,"Gràcia",1,1,1,3,1,68,6,1,"",3,"",3,2,0,1,2.0,9.0,"",2,3,0,2,0,1,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,2.0,1.0,4.0,5.0,1.0,3.0,4.0,3.0,1.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,1.0,1.0,"",2.0,0,"",1.0,"","","","","","","","","","","","","","","","",5.0,"","",2.0,"","","",4.0,"","","","","",1,"",1,"","","","",5.0,"","",5,2,"","","",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,7.0,2.157603,41.411728000000004,0.940909
1143,1,20201020,9,"Sant Andreu",1,1,1,2,1,37,3,1,"",1,2.0,4,3,1,1,2.0,8.0,"",2,1,0,1,0,0,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,2.0,1.0,4.0,5.0,1.0,3.0,3.0,3.0,2.0,5.0,4.0,5.0,3.0,3.0,5.0,2.0,2.0,1.0,2.0,2.0,3,9.0,"",1.0,1.0,"","","","","","","","","","","","",3.0,"","","","",1.0,"","","","","","","","","",2,10.0,1,"","",3.0,"","","","",5,2,"","","",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,2.186862,41.431195100000004,1.8220919999999998
1144,1,20201020,7,"Horta - Guinardó",2,1,1,2,1,22,1,1,"",5,"",3,2,0,1,2.0,8.0,"",2,0,2,0,0,0,0,"",1,1.0,"",1.0,"","","","","","",1,1.0,1.0,2.0,1.0,2.0,5.0,1.0,3.0,2.0,3.0,2.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,2.0,5,7.0,"","","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",2,9.0,2,"","","","","","","",5,2,"","","",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.1417443,41.429577200000004,1.852006
1145,1,20201020,3,"Sants - Montjuïc",1,1,1,2,2,53,4,1,"",1,4.0,4,4,1,1,2.0,8.0,"",4,0,1,1,0,1,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,2.0,5.0,5.0,4.0,1.0,4.0,4.0,4.0,2.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,1.0,4.0,"",1.0,0,"",2.0,2.0,1.0,"","","","","","","","","","","","",3.0,"","","","",1.0,"","","","","","","","","",2,7.0,3,"","","","","","","",5,2,"","","",1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,6.0,2.1269116,41.3774421,1.6428029999999998
1146,1,20201020,1,"Ciutat Vella",2,1,1,3,2,33,2,3,643.0,1,5.0,3,2,0,1,2.0,8.0,"",2,0,1,0,0,0,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,4.0,1.0,5.0,5.0,4.0,4.0,5.0,4.0,1.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,2.0,"",2.0,0,"",2.0,"","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",2,9.0,3,"","","","","","","",5,2,"","","",1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,2.1781273999999997,41.385329999999996,0.989123
1147,1,20201020,4,"Les Corts",1,1,1,5,2,66,6,1,"",1,5.0,1,1,0,1,1.0,9.0,"",0,1,1,0,0,0,0,"",2,"","",1.0,2.0,"","","","","",1,1.0,1.0,3.0,5.0,5.0,5.0,1.0,4.0,4.0,4.0,2.0,5.0,5.0,5.0,3.0,3.0,4.0,5.0,2.0,2.0,"",3.0,0,"",2.0,"","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",2,9.0,3,"","","","","","","",5,2,"","","",1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.1234054,41.3895369,0.637826
1148,1,20201020,9,"Sant Andreu",2,1,1,2,1,55,5,1,"",2,"",5,2,0,1,2.0,8.0,"",1,1,0,0,0,0,0,"",1,1.0,"",1.0,"","","","","","",1,4.0,2.0,5.0,5.0,5.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,2.0,"",2.0,0,"",2.0,"","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",0,"",3,"","","","","","","",4,2,"","","",1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.1812967999999997,41.4236359,1.7432580000000002
1150,1,20201020,10,"Sant Martí",1,1,1,4,1,41,3,1,"",1,2.0,4,4,2,1,2.0,8.0,"",2,2,1,0,1,1,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,2.0,4.0,1.0,5.0,5.0,1.0,2.0,2.0,3.0,2.0,4.0,4.0,1.0,3.0,3.0,5.0,4.0,3.0,3.0,2.0,1.0,0,"",1.0,2.0,1.0,"","","","","","","","","","","","",3.0,"","","","",1.0,"","","","","","","","","",2,8.0,3,"","","","","","","",5,2,"","","",1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,2.193101,41.402062799999996,0.7611
1151,1,20201020,9,"Sant Andreu",1,1,1,2,1,22,1,1,"",5,"",4,3,0,1,2.0,7.0,"",3,1,2,1,0,1,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,1.0,1.0,5.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,5.0,5.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,1.0,0,"",1.0,"","","","","","","","","","","","",1.0,"","","","","","",1.0,"","","","","","","","","",2,5.0,3,"","","","","","","",3,2,"","","",1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,2.193174,41.438303499999996,1.852006
1153,1,20201020,7,"Horta - Guinardó",1,1,1,2,2,50,4,1,"",4,"",4,4,2,1,2.0,10.0,"",3,2,2,1,0,0,0,"",1,1.0,"",1.0,"","","","","","",1,1.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,1.0,2.0,1.0,5.0,4.0,4.0,1.0,3.0,5.0,3.0,1.0,3.0,2.0,1.0,5,8.0,"","",1.0,"","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",2,9.0,1,"","","","",5.0,"","",3,2,"","","",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,8.0,2.1768156000000003,41.4195078,1.6428029999999998
1155,1,20201020,3,"Sants - Montjuïc",1,1,1,2,2,27,2,1,"",2,"",3,2,0,1,1.0,8.0,"",3,0,2,2,0,1,0,"",1,1.0,"",1.0,"","","","","","",1,1.0,1.0,1.0,1.0,5.0,5.0,1.0,2.0,1.0,5.0,1.0,2.0,5.0,1.0,3.0,1.0,2.0,5.0,1.0,1.0,"",1.0,1,6.0,"","","","","","","","","","","","","","",2.0,"","","","","",1.0,"","","","","","","","","",1,"",3,"","","","","","","",4,2,"","","",1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,7.0,2.1459392000000004,41.4218555,2.062154
