"Any","Codi_districte","Nom_districte","Codi_barri","Nom_barri","Seccio_censal","Tipus_Vehicles","Nacionalitat_propietari","Nombre"
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","126","Motos","Altres nacionalitats",21
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","127","Turismes","Nacionalitat espanyola",332
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","127","Turismes","Altres nacionalitats",33
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","127","Motos","Nacionalitat espanyola",159
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","127","Motos","Altres nacionalitats",23
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","128","Turismes","Nacionalitat espanyola",289
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","128","Turismes","Altres nacionalitats",27
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","128","Motos","Nacionalitat espanyola",129
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","128","Motos","Altres nacionalitats",16
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","129","Turismes","Nacionalitat espanyola",451
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","129","Turismes","Altres nacionalitats",48
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","129","Motos","Nacionalitat espanyola",174
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","129","Motos","Altres nacionalitats",26
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","130","Turismes","Nacionalitat espanyola",437
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","130","Turismes","Altres nacionalitats",10
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","130","Motos","Nacionalitat espanyola",176
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","130","Motos","Altres nacionalitats",6
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","131","Turismes","Nacionalitat espanyola",323
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","131","Turismes","Altres nacionalitats",34
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","131","Motos","Nacionalitat espanyola",140
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","131","Motos","Altres nacionalitats",20
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","132","Turismes","Nacionalitat espanyola",320
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","132","Turismes","Altres nacionalitats",49
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","132","Motos","Nacionalitat espanyola",131
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","132","Motos","Altres nacionalitats",18
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","133","Turismes","Nacionalitat espanyola",276
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","133","Turismes","Altres nacionalitats",8
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","133","Motos","Nacionalitat espanyola",111
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","133","Motos","Altres nacionalitats",3
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","134","Turismes","Nacionalitat espanyola",416
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","134","Turismes","Altres nacionalitats",27
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","134","Motos","Nacionalitat espanyola",181
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","134","Motos","Altres nacionalitats",17
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","135","Turismes","Nacionalitat espanyola",475
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","135","Turismes","Altres nacionalitats",38
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","135","Motos","Nacionalitat espanyola",208
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","135","Motos","Altres nacionalitats",32
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","136","Turismes","Nacionalitat espanyola",252
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","136","Turismes","Altres nacionalitats",13
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","136","Motos","Nacionalitat espanyola",122
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","136","Motos","Altres nacionalitats",10
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","137","Turismes","Nacionalitat espanyola",354
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","137","Turismes","Altres nacionalitats",23
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","137","Motos","Nacionalitat espanyola",152
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","137","Motos","Altres nacionalitats",29
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","138","Turismes","Nacionalitat espanyola",519
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","138","Turismes","Altres nacionalitats",37
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","138","Motos","Nacionalitat espanyola",239
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","138","Motos","Altres nacionalitats",24
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","139","Turismes","Nacionalitat espanyola",370
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","139","Turismes","Altres nacionalitats",40
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","139","Motos","Nacionalitat espanyola",169
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","139","Motos","Altres nacionalitats",41
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","140","Turismes","Nacionalitat espanyola",501
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","140","Turismes","Altres nacionalitats",42
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","140","Motos","Nacionalitat espanyola",248
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","140","Motos","Altres nacionalitats",26
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","141","Turismes","Nacionalitat espanyola",299
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","141","Turismes","Altres nacionalitats",24
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","141","Motos","Nacionalitat espanyola",177
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","141","Motos","Altres nacionalitats",14
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","142","Turismes","Nacionalitat espanyola",405
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","142","Turismes","Altres nacionalitats",51
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","142","Motos","Nacionalitat espanyola",220
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","142","Motos","Altres nacionalitats",43
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","143","Turismes","Nacionalitat espanyola",363
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","143","Turismes","Altres nacionalitats",34
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","143","Motos","Nacionalitat espanyola",164
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","143","Motos","Altres nacionalitats",28
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","144","Turismes","Nacionalitat espanyola",321
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","144","Turismes","Altres nacionalitats",25
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","144","Motos","Nacionalitat espanyola",172
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","144","Motos","Altres nacionalitats",21
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","145","Turismes","Nacionalitat espanyola",301
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","145","Turismes","Altres nacionalitats",32
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","145","Motos","Nacionalitat espanyola",137
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","145","Motos","Altres nacionalitats",18
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","146","Turismes","Nacionalitat espanyola",339
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","146","Turismes","Altres nacionalitats",21
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","146","Motos","Nacionalitat espanyola",173
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","146","Motos","Altres nacionalitats",14
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","147","Turismes","Nacionalitat espanyola",504
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","147","Turismes","Altres nacionalitats",39
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","147","Motos","Nacionalitat espanyola",254
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","147","Motos","Altres nacionalitats",42
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","148","Turismes","Nacionalitat espanyola",435
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","148","Turismes","Altres nacionalitats",24
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","148","Motos","Nacionalitat espanyola",204
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","148","Motos","Altres nacionalitats",20
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","149","Turismes","Nacionalitat espanyola",369
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","149","Turismes","Altres nacionalitats",28
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","149","Motos","Nacionalitat espanyola",224
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","149","Motos","Altres nacionalitats",21
2019,"2","Eixample","10","Sant Antoni","150","Turismes","Nacionalitat espanyola",342
2019,"2","Eixample","10","Sant Antoni","150","Turismes","Altres nacionalitats",38
2019,"2","Eixample","10","Sant Antoni","150","Motos","Nacionalitat espanyola",145
2019,"2","Eixample","10","Sant Antoni","150","Motos","Altres nacionalitats",25
2019,"2","Eixample","10","Sant Antoni","151","Turismes","Nacionalitat espanyola",320
2019,"2","Eixample","10","Sant Antoni","151","Turismes","Altres nacionalitats",38
2019,"2","Eixample","10","Sant Antoni","151","Motos","Nacionalitat espanyola",172
2019,"2","Eixample","10","Sant Antoni","151","Motos","Altres nacionalitats",27
2019,"2","Eixample","10","Sant Antoni","152","Turismes","Nacionalitat espanyola",375
2019,"2","Eixample","10","Sant Antoni","152","Turismes","Altres nacionalitats",19
2019,"2","Eixample","10","Sant Antoni","152","Motos","Nacionalitat espanyola",156
2019,"2","Eixample","10","Sant Antoni","152","Motos","Altres nacionalitats",11
2019,"2","Eixample","10","Sant Antoni","153","Turismes","Nacionalitat espanyola",405
2019,"2","Eixample","10","Sant Antoni","153","Turismes","Altres nacionalitats",16
2019,"2","Eixample","10","Sant Antoni","153","Motos","Nacionalitat espanyola",174
2019,"2","Eixample","10","Sant Antoni","153","Motos","Altres nacionalitats",15
2019,"2","Eixample","10","Sant Antoni","154","Turismes","Nacionalitat espanyola",241
2019,"2","Eixample","10","Sant Antoni","154","Turismes","Altres nacionalitats",27
2019,"2","Eixample","10","Sant Antoni","154","Motos","Nacionalitat espanyola",106
2019,"2","Eixample","10","Sant Antoni","154","Motos","Altres nacionalitats",23
2019,"2","Eixample","10","Sant Antoni","155","Turismes","Nacionalitat espanyola",422
2019,"2","Eixample","10","Sant Antoni","155","Turismes","Altres nacionalitats",21
2019,"2","Eixample","10","Sant Antoni","155","Motos","Nacionalitat espanyola",187
2019,"2","Eixample","10","Sant Antoni","155","Motos","Altres nacionalitats",17
2019,"2","Eixample","10","Sant Antoni","156","Turismes","Nacionalitat espanyola",375
2019,"2","Eixample","10","Sant Antoni","156","Turismes","Altres nacionalitats",21
2019,"2","Eixample","10","Sant Antoni","156","Motos","Nacionalitat espanyola",130
2019,"2","Eixample","10","Sant Antoni","156","Motos","Altres nacionalitats",10
2019,"2","Eixample","10","Sant Antoni","157","Turismes","Nacionalitat espanyola",241
2019,"2","Eixample","10","Sant Antoni","157","Turismes","Altres nacionalitats",21
2019,"2","Eixample","10","Sant Antoni","157","Motos","Nacionalitat espanyola",103
2019,"2","Eixample","10","Sant Antoni","157","Motos","Altres nacionalitats",15
2019,"2","Eixample","10","Sant Antoni","158","Turismes","Nacionalitat espanyola",424
2019,"2","Eixample","10","Sant Antoni","158","Turismes","Altres nacionalitats",24
2019,"2","Eixample","10","Sant Antoni","158","Motos","Nacionalitat espanyola",180
2019,"2","Eixample","10","Sant Antoni","158","Motos","Altres nacionalitats",23
2019,"2","Eixample","10","Sant Antoni","159","Turismes","Nacionalitat espanyola",468
2019,"2","Eixample","10","Sant Antoni","159","Turismes","Altres nacionalitats",29
2019,"2","Eixample","10","Sant Antoni","159","Motos","Nacionalitat espanyola",195
2019,"2","Eixample","10","Sant Antoni","159","Motos","Altres nacionalitats",33
2019,"2","Eixample","10","Sant Antoni","160","Turismes","Nacionalitat espanyola",482
2019,"2","Eixample","10","Sant Antoni","160","Turismes","Altres nacionalitats",34
2019,"2","Eixample","10","Sant Antoni","160","Motos","Nacionalitat espanyola",246
2019,"2","Eixample","10","Sant Antoni","160","Motos","Altres nacionalitats",29
2019,"2","Eixample","10","Sant Antoni","161","Turismes","Nacionalitat espanyola",225
2019,"2","Eixample","10","Sant Antoni","161","Turismes","Altres nacionalitats",27
2019,"2","Eixample","10","Sant Antoni","161","Motos","Nacionalitat espanyola",127
2019,"2","Eixample","10","Sant Antoni","161","Motos","Altres nacionalitats",15
2019,"2","Eixample","10","Sant Antoni","162","Turismes","Nacionalitat espanyola",246
2019,"2","Eixample","10","Sant Antoni","162","Turismes","Altres nacionalitats",28
2019,"2","Eixample","10","Sant Antoni","162","Motos","Nacionalitat espanyola",115
2019,"2","Eixample","10","Sant Antoni","162","Motos","Altres nacionalitats",18
2019,"2","Eixample","10","Sant Antoni","163","Turismes","Nacionalitat espanyola",481
2019,"2","Eixample","10","Sant Antoni","163","Turismes","Altres nacionalitats",25
2019,"2","Eixample","10","Sant Antoni","163","Motos","Nacionalitat espanyola",249
2019,"2","Eixample","10","Sant Antoni","163","Motos","Altres nacionalitats",31
2019,"2","Eixample","10","Sant Antoni","164","Turismes","Nacionalitat espanyola",317
2019,"2","Eixample","10","Sant Antoni","164","Turismes","Altres nacionalitats",39
2019,"2","Eixample","10","Sant Antoni","164","Motos","Nacionalitat espanyola",176
2019,"2","Eixample","10","Sant Antoni","164","Motos","Altres nacionalitats",24
2019,"2","Eixample","10","Sant Antoni","165","Turismes","Nacionalitat espanyola",376
2019,"2","Eixample","10","Sant Antoni","165","Turismes","Altres nacionalitats",26
2019,"2","Eixample","10","Sant Antoni","165","Motos","Nacionalitat espanyola",164
2019,"2","Eixample","10","Sant Antoni","165","Motos","Altres nacionalitats",30
2019,"2","Eixample","10","Sant Antoni","166","Turismes","Nacionalitat espanyola",445
2019,"2","Eixample","10","Sant Antoni","166","Turismes","Altres nacionalitats",45
2019,"2","Eixample","10","Sant Antoni","166","Motos","Nacionalitat espanyola",198
2019,"2","Eixample","10","Sant Antoni","166","Motos","Altres nacionalitats",36
2019,"2","Eixample","10","Sant Antoni","167","Turismes","Nacionalitat espanyola",534
2019,"2","Eixample","10","Sant Antoni","167","Turismes","Altres nacionalitats",44
2019,"2","Eixample","10","Sant Antoni","167","Motos","Nacionalitat espanyola",250
2019,"2","Eixample","10","Sant Antoni","167","Motos","Altres nacionalitats",31
2019,"2","Eixample","10","Sant Antoni","168","Turismes","Nacionalitat espanyola",469
2019,"2","Eixample","10","Sant Antoni","168","Turismes","Altres nacionalitats",44
2019,"2","Eixample","10","Sant Antoni","168","Motos","Nacionalitat espanyola",223
2019,"2","Eixample","10","Sant Antoni","168","Motos","Altres nacionalitats",39
2019,"2","Eixample","10","Sant Antoni","169","Turismes","Nacionalitat espanyola",284
2019,"2","Eixample","10","Sant Antoni","169","Turismes","Altres nacionalitats",24
2019,"2","Eixample","10","Sant Antoni","169","Motos","Nacionalitat espanyola",131
2019,"2","Eixample","10","Sant Antoni","169","Motos","Altres nacionalitats",23
2019,"2","Eixample","10","Sant Antoni","170","Turismes","Nacionalitat espanyola",319
2019,"2","Eixample","10","Sant Antoni","170","Turismes","Altres nacionalitats",19
2019,"2","Eixample","10","Sant Antoni","170","Motos","Nacionalitat espanyola",166
2019,"2","Eixample","10","Sant Antoni","170","Motos","Altres nacionalitats",15
2019,"2","Eixample","10","Sant Antoni","171","Turismes","Nacionalitat espanyola",333
2019,"2","Eixample","10","Sant Antoni","171","Turismes","Altres nacionalitats",33
2019,"2","Eixample","10","Sant Antoni","171","Motos","Nacionalitat espanyola",146
2019,"2","Eixample","10","Sant Antoni","171","Motos","Altres nacionalitats",31
2019,"2","Eixample","10","Sant Antoni","172","Turismes","Nacionalitat espanyola",297
2019,"2","Eixample","10","Sant Antoni","172","Turismes","Altres nacionalitats",40
2019,"2","Eixample","10","Sant Antoni","172","Motos","Nacionalitat espanyola",178
2019,"2","Eixample","10","Sant Antoni","172","Motos","Altres nacionalitats",26
2019,"2","Eixample","10","Sant Antoni","173","Turismes","Nacionalitat espanyola",356
2019,"2","Eixample","10","Sant Antoni","173","Turismes","Altres nacionalitats",36
2019,"2","Eixample","10","Sant Antoni","173","Motos","Nacionalitat espanyola",162
2019,"2","Eixample","10","Sant Antoni","173","Motos","Altres nacionalitats",15
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","1","Turismes","Nacionalitat espanyola",371
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","1","Turismes","Altres nacionalitats",26
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","1","Motos","Nacionalitat espanyola",162
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","1","Motos","Altres nacionalitats",22
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","2","Turismes","Nacionalitat espanyola",353
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","2","Turismes","Altres nacionalitats",72
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","2","Motos","Nacionalitat espanyola",185
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","2","Motos","Altres nacionalitats",38
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","3","Turismes","Nacionalitat espanyola",248
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","3","Turismes","Altres nacionalitats",77
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","3","Motos","Nacionalitat espanyola",122
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","3","Motos","Altres nacionalitats",36
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","4","Turismes","Nacionalitat espanyola",343
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","4","Turismes","Altres nacionalitats",41
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","4","Motos","Nacionalitat espanyola",144
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","4","Motos","Altres nacionalitats",27
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","5","Turismes","Nacionalitat espanyola",276
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","5","Turismes","Altres nacionalitats",40
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","5","Motos","Nacionalitat espanyola",164
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","5","Motos","Altres nacionalitats",20
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","6","Turismes","Nacionalitat espanyola",247
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","6","Turismes","Altres nacionalitats",54
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","6","Motos","Nacionalitat espanyola",154
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","6","Motos","Altres nacionalitats",26
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","7","Turismes","Nacionalitat espanyola",306
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","7","Turismes","Altres nacionalitats",34
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","7","Motos","Nacionalitat espanyola",135
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","7","Motos","Altres nacionalitats",26
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","8","Turismes","Nacionalitat espanyola",201
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","8","Turismes","Altres nacionalitats",30
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","8","Motos","Nacionalitat espanyola",83
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","8","Motos","Altres nacionalitats",16
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","9","Turismes","Nacionalitat espanyola",234
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","9","Turismes","Altres nacionalitats",46
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","9","Motos","Nacionalitat espanyola",125
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","9","Motos","Altres nacionalitats",21
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","10","Turismes","Nacionalitat espanyola",308
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","10","Turismes","Altres nacionalitats",31
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","10","Motos","Nacionalitat espanyola",137
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","10","Motos","Altres nacionalitats",30
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","11","Turismes","Nacionalitat espanyola",242
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","11","Turismes","Altres nacionalitats",66
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","11","Motos","Nacionalitat espanyola",126
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","11","Motos","Altres nacionalitats",40
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","12","Turismes","Nacionalitat espanyola",369
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","12","Turismes","Altres nacionalitats",47
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","12","Motos","Nacionalitat espanyola",164
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","12","Motos","Altres nacionalitats",46
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","13","Turismes","Nacionalitat espanyola",279
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","13","Turismes","Altres nacionalitats",67
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","13","Motos","Nacionalitat espanyola",138
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","13","Motos","Altres nacionalitats",44
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","14","Turismes","Nacionalitat espanyola",230
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","14","Turismes","Altres nacionalitats",52
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","14","Motos","Nacionalitat espanyola",125
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","14","Motos","Altres nacionalitats",42
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","15","Turismes","Nacionalitat espanyola",382
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","15","Turismes","Altres nacionalitats",106
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","15","Motos","Nacionalitat espanyola",197
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","15","Motos","Altres nacionalitats",46
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","16","Turismes","Nacionalitat espanyola",147
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","16","Turismes","Altres nacionalitats",45
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","16","Motos","Nacionalitat espanyola",59
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","16","Motos","Altres nacionalitats",27
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","17","Turismes","Nacionalitat espanyola",245
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","17","Turismes","Altres nacionalitats",51
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","17","Motos","Nacionalitat espanyola",92
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","17","Motos","Altres nacionalitats",29
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","18","Turismes","Nacionalitat espanyola",313
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","18","Turismes","Altres nacionalitats",30
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","18","Motos","Nacionalitat espanyola",129
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","18","Motos","Altres nacionalitats",21
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","19","Turismes","Nacionalitat espanyola",265
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","19","Turismes","Altres nacionalitats",49
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","19","Motos","Nacionalitat espanyola",91
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","19","Motos","Altres nacionalitats",20
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","20","Turismes","Nacionalitat espanyola",379
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","20","Turismes","Altres nacionalitats",25
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","20","Motos","Nacionalitat espanyola",141
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","20","Motos","Altres nacionalitats",20
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","21","Turismes","Nacionalitat espanyola",273
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","21","Turismes","Altres nacionalitats",25
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","21","Motos","Nacionalitat espanyola",105
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","21","Motos","Altres nacionalitats",8
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","22","Turismes","Nacionalitat espanyola",292
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","22","Turismes","Altres nacionalitats",39
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","22","Motos","Nacionalitat espanyola",108
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","22","Motos","Altres nacionalitats",25
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","23","Turismes","Nacionalitat espanyola",322
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","23","Turismes","Altres nacionalitats",70
2019,"3","Sants-Montjuïc","11","el Poble Sec - AEI Parc Montjuïc","23","Motos","Nacionalitat espanyola",142
