"POLIGON","CAPACITAT","GEOM_WKT"
18891,"A1.1","MULTIPOLYGON (((432055.005938525 4586586.49802682,432065.322954028 4586586.49800001,432077.228058035 4586577.7678957,432088.339176796 4586567.45078154,432096.276267436 4586559.51369623,432101.037361177 4586550.78361275,432105.006508818 4586536.49848605,432105.006611018 4586526.18040132,432107.387685567 4586519.03733755,432111.355746966 4586513.48228363,432119.291775435 4586511.89425395,432128.81575915 4586515.06925943,432141.513739945 4586519.03726398,432154.212744335 4586520.62524908,432167.704686499 4586528.56128162,432166.910534608 4586543.64040098,432164.529602221 4586536.4983507,432159.767673964 4586528.56129928,432151.831653514 4586529.35532319,432149.450562752 4586538.08539759,432137.545488831 4586543.64046922,432127.228464854 4586544.43449957,432119.291389475 4586550.78356956,432114.529216805 4586567.45071669,432117.704127175 4586576.97378625,432119.291035072 4586586.49785957,432080.402843528 4586599.99007391,432055.005938525 4586586.49802682)))"
15862,"A1.1","MULTIPOLYGON (((429035.500250657 4585187.56524422,429010.303184412 4585183.62795152,429000.067197528 4585174.96662902,429000.854267415 4585163.15529494,429020.540355338 4585160.00534836,429037.862362777 4585169.45474454,429052.823347836 4585181.26618868,429051.248287947 4585190.71544605,429035.500250657 4585187.56524422)))"
15761,"A1.2","MULTIPOLYGON (((429185.402818513 4584844.05285947,429180.677902589 4584826.72933821,429158.630860694 4584818.85491045,429147.606816348 4584818.85480489,429133.433759328 4584818.85466917,429119.260739194 4584812.55535747,429089.339691798 4584799.95571511,429059.417597855 4584795.23129071,429037.370490282 4584798.38016551,429021.622318276 4584817.27855249,429012.173118381 4584845.62527386,429004.298952383 4584869.2478778,428977.527677073 4584899.17049427,428960.204520467 4584914.91879405,428950.755350871 4584938.54139611,428942.881108453 4584976.33742767,428941.306208398 4584957.43886353,428946.031359141 4584933.81621701,428957.054534794 4584910.19362868,428983.826835634 4584875.54786996,429001.149993701 4584859.79957723,429004.299122848 4584839.32601892,429015.323319887 4584812.55435678,429034.221531755 4584788.93086561,429057.843655111 4584784.20696295,429105.087755588 4584799.95586799,429138.158824661 4584810.98049547,429157.05593811 4584804.68150305,429194.850931275 4584831.45360268,429185.402818513 4584844.05285947)))"
15819,"A1.1","MULTIPOLYGON (((429061.779477775 4584817.67294915,429073.590511655 4584820.03512916,429072.015418672 4584834.99653672,429053.905268986 4584848.38274485,429040.519224688 4584846.80757431,429038.944290793 4584834.20820078,429045.243374925 4584823.97196954,429061.779477775 4584817.67294915)))"
15820,"A1.1","MULTIPOLYGON (((429050.755152099 4584866.49322951,429049.18024109 4584849.95674519,429063.354311195 4584847.59481127,429071.228392726 4584838.93364051,429078.314494127 4584826.33435208,429075.95253029 4584818.46010733,429068.865515428 4584816.09797261,429050.755442452 4584816.09779866,429041.306350046 4584825.54697674,429037.369289005 4584833.42116343,429038.256216801 4584846.60954739,429047.312232515 4584850.15373326,429049.280149661 4584865.90219905,429040.225107004 4584867.08314869,429025.263991405 4584876.92529118,429016.602873997 4584891.49262846,429021.326761957 4584914.3283245,428987.862618182 4584916.69009284,429006.759862265 4584886.76840326,429019.753077706 4584858.02769993,429026.346190715 4584842.8703286,429034.220344176 4584821.60979689,429042.094425662 4584812.94762584,429052.330507808 4584805.8615233,429072.015601088 4584803.499647,429081.044633142 4584804.27175622,429092.550662403 4584807.24095107,429115.028716376 4584813.53834424,429135.603738139 4584823.94383156,429154.902778384 4584830.25319044,429168.635804823 4584835.07845406,429169.748756488 4584843.98671045,429166.779729265 4584846.58475428,429163.060709639 4584847.39774184,429146.131623642 4584850.54767042,429137.076687161 4584833.6181147,429120.934645608 4584829.68085175,429093.768463356 4584842.27894752,429085.107389898 4584848.97205438,429088.650319328 4584863.53949758,429083.139244918 4584872.59470158,429077.233185069 4584878.89382486,429067.784054457 4584895.03619466,429053.610924008 4584908.02843472,429042.98089836 4584905.27226071,429039.437943312 4584895.03593729,429046.131053371 4584880.46858393,429057.548114269 4584877.71261056,429061.485175274 4584869.83842372,429050.755152099 4584866.49322951)))"
26384,"A1.2","MULTIPOLYGON (((432726.604024917 4587416.57367052,432737.292045827 4587414.97057605,432748.513009489 4587418.71049888,432761.337979326 4587421.91640578,432774.69694345 4587425.65730975,432784.314929316 4587427.26023606,432800.345923015 4587428.32910686,432808.894896847 4587431.00104546,432813.704875224 4587433.13801304,432814.772817594 4587438.48202325,432817.44467348 4587451.84004842,432819.582494307 4587468.4060891,432822.25326879 4587489.24513979,432824.925164979 4587498.86415032,432828.131055415 4587509.01715765,432832.939847358 4587528.25318174,432837.214673826 4587544.28419848,432847.901326487 4587576.3462094,432852.176181489 4587589.7042143,432857.520158741 4587591.84217116,432860.726007559 4587605.73518669,432848.436140363 4587593.44526205,432842.023285071 4587580.08627686,432832.405632363 4587548.02525519,432824.390979184 4587515.96321523,432817.444279208 4587488.17717793,432814.238550816 4587463.0621158,432811.566770246 4587442.75606551,432805.688855285 4587434.74108577,432779.50588733 4587431.00129025,432758.130937952 4587425.65744708,432741.566001363 4587419.24555831,432726.604024917 4587416.57367052)))"
26387,"A1.2","MULTIPOLYGON (((432825.993033692 4587603.06350733,432799.808956228 4587610.01078126,432778.43493149 4587612.14799304,432773.091092449 4587597.18598602,432773.626236582 4587583.82792926,432772.557438176 4587565.12486676,432780.572537377 4587556.04075813,432789.122475149 4587561.91870191,432793.931400712 4587568.86568357,432799.275332041 4587575.27765785,432808.359269499 4587581.1555948,432817.977177896 4587589.70453557,432825.993033692 4587603.06350733)))"
26399,"A1.2","MULTIPOLYGON (((431744.418568313 4587534.3969528,431729.99647535 4587544.01118515,431717.497481866 4587543.05028652,431710.76751641 4587539.20430453,431704.998613815 4587528.62823962,431703.075765712 4587512.28307662,431715.574885416 4587499.78383084,431733.842881112 4587500.74568313,431745.379748821 4587515.16773791,431744.418568313 4587534.3969528)))"
14793,"A1.2","MULTIPOLYGON (((432365.543261366 4581637.00638974,432370.267931291 4581663.77863016,432402.552535475 4581677.16454764,432427.748982307 4581686.61426006,432449.797546073 4581702.36291668,432468.694733289 4581703.15142419,432451.372944191 4581718.89903111,432431.686365818 4581701.57543019,432405.70176594 4581685.82666902,432380.504373772 4581678.73896701,432352.15800774 4581674.01419163,432365.543261366 4581637.00638974)))"
14796,"A1.2","MULTIPOLYGON (((432367.118165049 4581632.28241139,432449.789410003 4581351.96838091,432456.875150605 4581337.79550472,432502.545871646 4581349.60775614,432534.829386872 4581358.26964292,432521.44341943 4581365.35632288,432484.435803631 4581354.33130141,432455.301573555 4581356.69354645,432424.594490917 4581451.96815482,432404.91079073 4581515.74791181,432386.014030391 4581576.37767308,432382.865885073 4581614.17275221,432389.165826051 4581651.96808245,432421.449375494 4581662.99298951,432462.395238636 4581684.25417316,432488.380362756 4581679.52984482,432534.83589232 4581640.94891,432558.457311337 4581606.30338231,432583.653622667 4581566.14586947,432594.677238528 4581544.88706507,432567.11662736 4581485.83106805,432552.941733729 4581452.75954455,432552.154346401 4581436.22344931,432550.579023808 4581422.83734751,432556.091004473 4581419.68847855,432589.950843263 4581485.83167143,432613.57443245 4581545.67456932,432609.637431766 4581547.24947221,432598.614581199 4581558.27223034,432584.440774207 4581572.44591893,432572.630080189 4581590.55568757,432561.607539015 4581614.96450505,432548.221814796 4581632.28722719,432528.537089017 4581651.97179171,432498.61640023 4581677.1681071,432471.844688467 4581700.00249435,432451.372468747 4581698.42694145,432436.41107842 4581687.40249438,432409.638562569 4581675.59072961,432373.417922892 4581662.20370727,432367.118165049 4581632.28241139)))"
14786,"A1.1","MULTIPOLYGON (((432415.541780465 4581511.02217252,432429.715041997 4581516.53457144,432440.738267141 4581478.7396978,432519.478160466 4581441.73361238,432516.328892834 4581474.80467688,432526.565624694 4581502.36407049,432541.527345083 4581527.56157923,432563.574894632 4581542.52223041,432578.141156684 4581548.03564125,432578.14133709 4581555.90967692,432564.755808991 4581581.89443944,432545.071297257 4581611.02704794,432519.874465929 4581628.34945578,432490.74158276 4581644.8847544,432476.175176956 4581633.07231474,432462.78845239 4581607.08684456,432454.914636065 4581618.11068376,432433.653415948 4581574.01592643,432421.055244358 4581571.65258201,432410.81750704 4581544.09319101,432415.541780465 4581511.02217252)))"
14801,"A1.1","MULTIPOLYGON (((432447.428836879 4581457.48078138,432466.326524263 4581436.22118644,432471.837738153 4581400.00117197,432485.224541424 4581429.13565331,432480.499805828 4581442.52058795,432447.428836879 4581457.48078138)))"
14803,"A1.1","MULTIPOLYGON (((432486.010602031 4581388.19049273,432515.144775555 4581383.46623815,432525.380766101 4581378.74248626,432541.129697636 4581412.60105254,432529.318710748 4581418.11276614,432516.720698438 4581422.83645533,432500.184103111 4581403.93893562,432486.010602031 4581388.19049273)))"
26405,"A1.2","MULTIPOLYGON (((431606.622316531 4587123.50139605,431605.255491564 4587104.35718202,431625.765381879 4587118.03121593,431632.602096788 4587149.48153398,431635.336871436 4587174.09479788,431621.662760918 4587185.03401229,431614.826033229 4587154.95170924,431606.622316531 4587123.50139605)))"
26406,"A1.2","MULTIPOLYGON (((431628.499639472 4587198.70812444,431643.540548437 4587209.64714908,431643.540396694 4587226.05633572,431629.866400625 4587224.68841323,431628.499639472 4587198.70812444)))"
26442,"A1.2","MULTIPOLYGON (((431750.111087237 4587266.19703669,431752.270177289 4587256.74492067,431742.642565812 4587214.73153824,431723.387143087 4587151.71098532,431704.131872404 4587072.06023446,431688.377446117 4587009.04062916,431678.749754728 4586974.90430155,431676.999054272 4586942.51895044,431675.687408102 4586904.33553213,431691.794611894 4586884.34023664,431684.019215321 4586925.99773295,431682.907968509 4586952.38003057,431685.406805489 4586970.15421474,431689.572625854 4586989.87141109,431695.12641881 4587012.64363254,431729.006279254 4587137.61579759,431752.332485145 4587223.98457132,431761.497156516 4587259.53188526,431757.609112459 4587263.97495987,431750.111087237 4587266.19703669)))"
14887,"A1.2","MULTIPOLYGON (((431912.548825155 4581909.9263691,431929.228561954 4581893.40975556,431951.985349274 4581876.7803042,431973.865960132 4581853.14780168,432003.625705581 4581832.14251933,432041.26158613 4581813.76245676,432097.279714883 4581798.88389861,432158.549207731 4581797.13553214,432235.574254132 4581812.89265959,432270.585951797 4581829.52366704,432308.223689814 4581847.02975003,432344.985622699 4581873.28984825,432387.874868835 4581910.92716248,432427.264424548 4581963.44545074,432458.775824526 4582012.46151544,432478.907881851 4582050.97422919,432443.897351474 4582083.35842241,432436.965558403 4582051.67309656,432440.11488778 4582021.75205148,432392.86866092 4581943.01043499,432336.173816689 4581884.74066006,432322.000547795 4581878.44125246,432253.956305982 4581850.52930821,432224.36032975 4581820.17038904,432150.343386049 4581807.57035445,432107.823053709 4581809.14322173,432076.327045575 4581820.16642147,432033.808019975 4581834.33833713,432008.611222959 4581851.66072837,432000.737576425 4581868.98358381,431962.943252063 4581909.92772476,431923.572304463 4581925.67472486,431901.525002456 4581920.94911373,431912.548825155 4581909.9263691)))"
14894,"A1.2","MULTIPOLYGON (((432172.391104917 4581829.6180344,432151.919833074 4581867.41263773,432140.896267381 4581889.45943017,432099.951791151 4581925.67947316,432047.983734511 4581941.42613555,431997.589158444 4581935.12575372,432032.233922561 4581872.1344419,432068.453585805 4581845.36330952,432114.12337358 4581820.16743443,432172.391104917 4581829.6180344)))"
14898,"A1.1","MULTIPOLYGON (((431951.924239447 4582117.80221637,431996.018529447 4582143.00060016,431969.246859566 4582190.24428197,431934.600490004 4582201.26645251,431937.75091602 4582160.32117574,431951.924239447 4582117.80221637)))"
18522,"A1.1","MULTIPOLYGON (((428619.738011706 4585430.9501134,428583.727805515 4585403.4137178,428551.955646167 4585398.00192178,428511.238026134 4585419.89001971,428520.652174299 4585463.66518239,428533.832566515 4585484.37663558,428551.95514727 4585503.44098717,428562.545320064 4585549.33420446,428539.950215448 4585607.7021484,428540.892135344 4585632.1798489,428570.547020092 4585673.60173348,428587.962578313 4585689.13499941,428593.376616108 4585721.84889541,428591.493479499 4585735.97032707,428585.845325283 4585725.61508507,428543.48080532 4585722.79045222,428531.242274911 4585741.61912826,428543.71587004 4585710.78810119,428535.242788708 4585662.30478436,428516.415252425 4585629.82604573,428508.413115042 4585595.93515095,428503.235064669 4585565.33932175,428498.293301067 4585473.31571284,428503.000690336 4585426.24429709,428512.180110996 4585409.06369529,428546.541554061 4585374.70130624,428587.494046583 4585382.70307103,428628.916450752 4585411.4154381,428645.391940983 4585435.89196821,428683.519116975 4585482.49190718,428710.113906652 4585519.44269806,428754.361304101 4585562.74748724,428789.429463318 4585586.04779264,428806.139958664 4585606.99423163,428866.390180975 4585776.44862827,428889.92530235 4585810.33960628,428893.690104867 4585847.99673082,428891.571911421 4585882.12273453,428873.684922757 4585866.11822603,428879.569047303 4585851.76180377,428879.56916102 4585831.05118952,428862.623996494 4585784.92192016,428832.499393604 4585700.19371608,428802.373784132 4585613.58346803,428750.595069076 4585580.63505702,428723.294092773 4585575.92821695,428727.060125741 4585595.69775859,428708.231159075 4585648.41751582,428674.339860989 4585660.65624044,428650.804018404 4585657.83241077,428671.514787094 4585655.00810505,428702.582022175 4585635.23718892,428716.703706623 4585603.22909338,428715.762905982 4585558.98280025,428700.700406605 4585548.62666113,428695.051238058 4585541.09550189,428687.519970567 4585539.21252967,428601.849714396 4585559.92508032,428576.431694122 4585577.8118808,428574.548516592 4585600.40655936,428584.903791157 4585622.0590775,428618.794531595 4585722.79065326,428641.389254957 4585741.61896476,428615.029376757 4585726.55580317,428578.313595598 4585612.64487479,428568.900345747 4585592.87540174,428574.548638574 4585574.98781919,428594.318455907 4585556.15905329,428673.398465101 4585536.38860269,428688.461049221 4585530.74027024,428690.344089241 4585536.38841546,428697.875356784 4585538.27138765,428700.700554475 4585520.38483015,428693.16828155 4585519.44288596,428663.043232742 4585507.20486102,428663.984325254 4585495.90751912,428648.921887484 4585472.3729974,428635.741526655 4585446.954401,428619.738011706 4585430.9501134)))"
15591,"A1.1","MULTIPOLYGON (((428672.355246761 4585571.41264234,428681.017487496 4585586.37398683,428681.804471598 4585595.03523266,428633.77060963 4585615.50935576,428636.133731528 4585608.42212269,428640.857936029 4585602.12288687,428651.882339618 4585602.12276678,428672.355246761 4585571.41264234)))"
15798,"A1.1","MULTIPOLYGON (((429104.692337022 4585042.8766763,429096.424347531 4585035.7894102,429135.794582033 4585020.82931373,429148.392675587 4585012.95519878,429117.684721429 4584985.39517373,429085.400635478 4584979.09572278,429076.738707443 4584960.98413764,429083.03888691 4584934.21143731,429105.08618804 4584897.2025939,429120.834346549 4584880.66727468,429135.599501889 4584864.13094979,429133.237564235 4584851.92558804,429128.906607084 4584841.68926221,429113.946535849 4584843.65717624,429109.221374399 4584868.06781536,429095.637302312 4584871.21777818,429094.850230448 4584883.02910284,429087.174069856 4584905.46966441,429073.787962855 4584914.91881077,429053.315849118 4584920.82479529,429026.543792425 4584912.5563206,429021.819879847 4584894.05174914,429028.512980542 4584881.05943909,429043.473098358 4584870.82328517,429047.410113927 4584870.82332156,429056.072145914 4584871.21641275,429054.891125353 4584873.97248003,429043.867068222 4584876.33444557,429032.449919292 4584894.445857,429037.961868575 4584907.04426595,429052.528886892 4584913.73758707,429059.220937952 4584909.40652423,429069.064033281 4584899.56433432,429076.544126447 4584888.5400908,429081.6621991 4584879.48488219,429088.551260575 4584873.57977923,429093.473346462 4584862.16150362,429089.53639266 4584851.53116794,429097.410465277 4584844.44504268,429121.032619472 4584834.20897912,429132.843652867 4584836.57115681,429140.324615593 4584847.98854491,429143.86758565 4584855.46878589,429156.466654299 4584852.31981625,429164.733682514 4584853.1069153,429166.503661574 4584857.83206236,429153.512614661 4584857.04491956,429134.614410068 4584879.09335716,429133.433294414 4584897.99087256,429121.62222512 4584901.92787563,429111.386157494 4584906.65291553,429101.936996682 4584927.91242709,429105.085871086 4584951.53611743,429118.865822659 4584968.85872145,429129.88989245 4584964.1346843,429147.211875191 4584978.30822692,429169.259809874 4585003.50611051,429156.660641584 4585023.97857266,429129.88949527 4585031.85357257,429104.692337022 4585042.8766763)))"
15781,"A1.1","MULTIPOLYGON (((429363.74841537 4585023.98026905,429368.47235498 4585036.57963899,429376.346179096 4585069.65157072,429384.2200808 4585090.12416902,429410.203958946 4585124.77127168,429396.818827485 4585138.15652091,429377.920745267 4585140.51944284,429362.959672355 4585143.66841511,429356.660669316 4585140.51928552,429340.125610235 4585140.51916312,429326.73958654 4585136.58195933,429321.227586102 4585133.4318345,429302.3295856 4585122.40739873,429286.581571973 4585115.32108985,429265.322585711 4585100.35952485,429265.322628571 4585093.27333357,429267.684665766 4585088.54822436,429284.219692586 4585094.06050074,429310.203791944 4585093.27368031,429326.739881101 4585088.54868238,429341.700037395 4585072.01336047,429338.551156608 4585050.75277232,429330.677190349 4585040.51643754,429339.338251563 4585035.79138227,429351.149310041 4585033.42941557,429363.74841537 4585023.98026905)))"
18515,"A1.2","MULTIPOLYGON (((428898.368185354 4585784.2323163,428895.88550524 4585776.42962228,428875.477679969 4585734.50931256,428864.446541696 4585701.96642874,428845.692155371 4585650.67010164,428825.284720834 4585596.06369865,428813.701454777 4585567.93298966,428796.050904889 4585550.28265988,428778.400295199 4585543.11264191,428770.127005817 4585540.35465154,428772.884098237 4585542.0096701,428793.292782017 4585554.14380471,428815.356444162 4585580.61934824,428828.593770076 4585608.7500397,428843.486071856 4585651.22114179,428851.208229612 4585672.7326992,428858.378337614 4585699.20841116,428872.167632504 4585734.50931711,428893.678493176 4585777.53264777,428898.368185354 4585784.2323163)),((428735.601814387 4585869.53923358,428711.657196324 4585855.30656932,428699.522791415 4585849.79153195,428667.530658754 4585847.58479673,428559.972926377 4585823.31719999,428535.152069713 4585816.14624933,428530.187917127 4585810.63014093,428506.470211163 4585778.63946165,428483.303487862 4585753.8179873,428476.133214295 4585757.12815846,428508.676252898 4585786.91267806,428519.707586481 4585800.70196225,428531.290928615 4585816.69730542,428556.663781698 4585828.8323946,428676.907943188 4585857.51399152,428679.666075756 4585850.89476885,428735.601814387 4585869.53923358)),((428898.368185354 4585784.2323163,428899.746448717 4585788.56399287,428912.432388202 4585805.66353597,428914.086041309 4585869.09440762,428894.781803013 4585903.29236845,428849.552855194 4585902.18954691,428826.465238163 4585902.18978164,428826.93804466 4585903.29280958,428887.610775724 4585904.94740045,428899.745815601 4585903.29238022,428910.224897087 4585893.36411256,428916.843996472 4585878.47169061,428918.499422758 4585802.353457,428912.983392731 4585805.11152139,428898.368185354 4585784.2323163)),((428735.601814387 4585869.53923358,428790.532756031 4585902.19014697,428826.465238163 4585902.18978164,428825.283007563 4585899.43171172,428735.601814387 4585869.53923358)))"
15526,"A1.1","MULTIPOLYGON (((428535.933651534 4585482.82856714,428543.808009723 4585468.65506731,428566.643893962 4585460.78058195,428596.565950181 4585471.80456745,428631.213076633 4585503.30110076,428666.64735762 4585508.81286813,428692.632255625 4585520.62392663,428694.994326321 4585523.77299306,428686.333015104 4585522.19904276,428664.285254293 4585511.96198678,428632.0 4585506.45118417,428613.102457999 4585493.06500329,428594.203854965 4585473.37963987,428565.855842148 4585465.50572833,428550.107220937 4585473.38013399,428535.933651534 4585482.82856714)))"
15593,"A1.1","MULTIPOLYGON (((428688.300983409 4585542.27761114,428634.755891979 4585566.2949049,428620.188360777 4585565.50704182,428604.439778363 4585566.2952378,428596.565467985 4585570.62645062,428580.422803111 4585585.58706359,428578.848667694 4585601.72955103,428587.903938232 4585614.32781958,428594.597131288 4585624.95805688,428599.715245238 4585639.91843789,428604.046358914 4585648.97365539,428611.920554859 4585667.47811089,428621.369731 4585701.33799901,428648.929516096 4585743.85795071,428623.731705399 4585723.77962981,428605.620315965 4585669.44723603,428586.328873012 4585615.90288261,428576.879603166 4585600.15452661,428578.454747994 4585582.04398191,428601.289676129 4585563.53919195,428688.300983409 4585542.27761114)))"
15530,"A1.1","MULTIPOLYGON (((428694.010201775 4585540.70350185,428697.947322038 4585545.42759736,428700.703406971 4585548.57765966,428672.15925776 4585567.86954049,428664.480925491 4585577.7129135,428649.520269065 4585598.97370025,428639.283898169 4585598.18578877,428632.78761107 4585608.02814756,428631.99953111 4585618.26545563,428656.410463395 4585610.39095982,428678.458318582 4585600.94144261,428686.332627263 4585597.00424113,428683.182572977 4585585.19292848,428673.143291873 4585568.26354126,428677.867481598 4585565.1133969,428685.544688135 4585579.68074068,428694.206891039 4585601.72829418,428676.883159569 4585620.62703779,428650.898130322 4585636.37578111,428619.400996523 4585633.22602961,428609.951787123 4585605.66632706,428628.259635694 4585569.83807986,428659.559847175 4585557.63337859,428694.010201775 4585540.70350185)))"
15666,"A1.2","MULTIPOLYGON (((429140.422343642 4585064.33356206,429137.175243815 4585079.29495288,429141.112244352 4585081.65804948,429148.592322739 4585072.99586744,429164.340371262 4585074.57103508,429165.127343897 4585079.68918283,429168.277339133 4585082.44528368,429173.395383509 4585078.11420411,429173.001431022 4585069.8469728,429182.450519508 4585060.79079799,429197.411724768 4585035.59422562,429196.230734444 4585033.23115117,429185.994651858 4585040.7122737,429158.828527658 4585044.64916293,429153.316495597 4585046.61717304,429141.899360656 4585062.36551905,429137.568351622 4585061.18445173,429155.285519157 4585043.8611125,429163.159569326 4585040.31807804,429174.183624297 4585037.95610209,429188.356695743 4585034.8061304,429194.261757575 4585028.11299461,429204.498868612 4585015.908744,429206.860908033 4585010.78962337,429210.797934584 4585008.82160218,429217.096925272 4585014.33380496,429207.647845156 4585021.8139316,429203.316763189 4585032.83819807,429196.230607838 4585054.49173471,429193.080521227 4585067.09105563,429184.025427135 4585077.32726579,429174.183318764 4585089.53252542,429163.159232017 4585097.40665772,429155.679167653 4585103.70577465,429145.049140647 4585101.73663834,429133.238136998 4585095.04336097,429130.088206302 4585081.26395224,429137.076341713 4585062.56248618,429140.422343642 4585064.33356206)))"
17163,"A1.2","MULTIPOLYGON (((432088.830500334 4582415.6872427,432094.269523274 4582417.31939266,432049.258749288 4582462.32862193,432030.764551867 4582468.85521463,431985.074386064 4582452.53593836,431697.878037874 4582166.41777041,431696.790349854 4582132.69338984,431704.406365662 4582121.81451295,431734.865902327 4582093.53123964,431777.292161432 4582050.01723372,431796.873293876 4582048.92975966,431879.550280013 4581980.39674282,431931.768713604 4581980.39815177,431998.128285169 4581940.14878756,432042.73081762 4581946.6770145,432105.826953296 4581930.36064993,432148.25339772 4581892.28663932,432151.51810303 4581920.57084095,432269.009200842 4581967.35319842,432317.963146441 4581947.77243643,432333.192582918 4581918.40072252,432350.599061601 4581932.54325129,432376.708121274 4581968.44410846,432389.764221815 4582010.87064312,432385.414477044 4582108.77894583,432333.196848909 4582166.43486227,432094.949535009 4582416.63940451,432089.509528422 4582413.37524174,432307.087606522 4582170.78518845,432289.681200099 4582087.01925656,432264.658788064 4582035.88836577,432226.582882782 4582010.86623283,432183.068031788 4581990.19597296,432135.201610082 4581989.10667624,432112.355133312 4581977.13901185,432055.785321671 4581962.99543012,432028.589569892 4581982.57677279,431991.602216627 4582021.7389249,431983.987233695 4582025.00173154,431932.858427533 4582050.02144356,431852.356148461 4582065.24932094,431799.049770472 4582067.42388536,431758.799772241 4582120.7279854,431719.636151068 4582171.85741242,431729.426059191 4582189.26385336,431758.799010059 4582217.54892317,431794.6980807 4582238.22007977,431813.191967063 4582264.32982093,431855.619092801 4582283.91211908,431904.57305174 4582325.25277259,431928.506089145 4582339.39551715,431965.493188958 4582356.80262037,432025.32623722 4582395.96747738,432042.596117353 4582420.58211587,432088.830500334 4582415.6872427)))"
14897,"A1.1","MULTIPOLYGON (((432125.152923773 4582201.27153428,432114.129159247 4582268.98875796,432077.9074486 4582313.08215657,432035.21621827 4582304.61298078,432015.497493618 4582262.21711634,432025.940208751 4582198.11986307,432036.963825144 4582144.57572091,432125.152923773 4582201.27153428)))"
15675,"A1.2","MULTIPOLYGON (((432946.1771014 4585698.30339853,432905.071452932 4585656.39114992,432976.806476006 4585582.23823186,432998.568529121 4585583.04432046,433060.630017115 4585644.30067311,433061.435756434 4585667.67571626,432989.700787468 4585736.99162412,432952.625065121 4585703.13943118,432959.879183102 4585694.27343298,432981.641098266 4585707.16953278,432991.313124215 4585707.16956332,433038.867748947 4585662.83963014,433034.837963812 4585642.68857796,432996.150225388 4585609.64236805,432974.38816409 4585609.64228515,432933.281664508 4585644.30021764,432930.057486076 4585659.61524589,432958.267214549 4585691.04941996,432946.1771014 4585698.30339853)))"
26272,"C3","MULTIPOLYGON (((426640.060517792 4576928.57228137,426640.047587434 4576928.56638023,426344.221134965 4576832.17949608,426234.53271922 4576818.8850301,426068.34022174 4576822.20999933,425779.165590443 4576875.3910788,426071.664373705 4576822.20998042,426234.914774617 4576820.14403679,426344.886197225 4576833.2344994,426640.060517792 4576928.57228137)),((427288.209351044 4577224.37378575,426640.763627287 4576928.79937735,426640.060517792 4576928.57228137,427288.209351044 4577224.37378575)))"
26276,"B2","MULTIPOLYGON (((428887.346155832 4578010.12296238,429168.916734106 4578123.03531722,428879.490931067 4578007.50378636,428170.178312401 4577622.37565409,428172.52342852 4577622.6256363,428887.346155832 4578010.12296238)))"
15852,"A1.1","MULTIPOLYGON (((429106.956871295 4585295.83779224,429108.924781598 4585312.37226882,429116.405735384 4585324.57865779,429093.176623827 4585330.48367997,429056.168537197 4585324.18327257,429026.247451049 4585321.82201898,429021.129456445 4585317.88487427,429023.885497111 4585312.37273371,429029.791539381 4585308.43565834,429045.539621532 4585303.31761213,429064.830713548 4585298.59360076,429083.728804486 4585293.86858802,429106.956871295 4585295.83779224)))"
15765,"A1.2","MULTIPOLYGON (((428846.22548739 4585074.37293339,428857.249892506 4585077.52189343,428854.887747017 4585086.97120383,428846.225360195 4585096.42059032,428845.438239239 4585112.16906902,428842.28804165 4585125.5555057,428831.264543716 4585138.94203657,428824.965276283 4585143.6662526,428817.878050388 4585135.79210345,428822.602257694 4585131.06790629,428831.26460671 4585127.91770851,428835.988854978 4585116.10630013,428843.076248555 4585094.84558147,428846.22548739 4585074.37293339)))"
15836,"A1.1","MULTIPOLYGON (((428902.231030844 4585323.00227948,428871.915947021 4585319.85199676,428864.041829521 4585304.89159399,428859.317727155 4585291.89926138,428866.404037579 4585284.41795582,428875.45910837 4585292.68621432,428883.333054636 4585307.25369581,428889.632006209 4585319.8521078,428902.231030844 4585323.00227948)))"
15838,"A1.1","MULTIPOLYGON (((428899.081861254 4585351.7431067,428910.104958774 4585340.71884936,428926.640921371 4585357.25543487,428917.978870997 4585361.19249832,428913.254877356 4585357.25535438,428899.081861254 4585351.7431067)))"
15847,"A1.1","MULTIPOLYGON (((428943.176010984 4585350.95535045,428940.027053438 4585341.50605554,428932.153075716 4585332.84475408,428924.279119745 4585320.24533634,428931.365200527 4585310.0090813,428933.727234831 4585305.28395812,428917.192249346 4585292.68548333,428899.869321664 4585269.0626759,428893.570513575 4585230.47849638,428899.869631369 4585213.15502948,428925.066675332 4585221.02943578,428952.625718071 4585230.4789014,428980.184777865 4585236.7792724,428994.357817866 4585238.35341425,429005.31393082 4585225.13310869,429034.84099092 4585232.51552261,429046.323997644 4585238.25676448,429054.525919757 4585256.71234463,429056.576860692 4585268.1956845,429039.239814706 4585265.91350516,429018.767713452 4585271.42552785,428997.507623221 4585274.57547882,428986.483545649 4585281.66161118,428994.357550026 4585285.5987759,429012.468611318 4585285.59889326,429032.940707617 4585280.87489091,429021.916620822 4585289.53606722,428989.633444877 4585301.34719973,428980.184359729 4585310.79641276,428979.397281505 4585324.18279503,428978.609176647 4585342.29331415,428958.924102697 4585343.86823973,428943.176010984 4585350.95535045)))"
