"N_EXPEDIENT","DISTRICTE","BARRI","TIPUS_CARRER","CARRER","TIPUS_NUM","NUM1","LLETRA1","NUM2","LLETRA2","BLOC","PORTAL","ESCALA","PIS","PORTA","NUMERO_REGISTRE_GENERALITAT","NUMERO_PLACES","LONGITUD_X","LATITUD_Y"
"04-2013-0164","LES CORTS","les Corts","Carrer","EQUADOR",2,18,"","","","","","","1","","HUTB-005907",10.0,2.139504634,41.38375336
"02-2013-1474","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","ARAGO",1,281,"","","","","","","6","1","HUTB-007050",15.0,2.164915109,41.39137612
"02-2013-1493","L'EIXAMPLE","l'Antiga Esquerra de l'Eixample","Carrer","PROVENÇA",1,183,"","","","","","","4","4","HUTB-007123",2.0,2.155374545,41.3892378
"06-2013-0492","GRACIA","la Vila de Gràcia","Carrer","LLIBERTAT",2,6,"","","","","","","1","2","HUTB-007111",6.0,2.159788996,41.39755446
"03-2013-0142","SANTS-MONTJUÏC","Sants - Badal","Carrer","SANTS",1,387,"","","","","","","5","5","HUTB-005462",5.0,2.123396851,41.37369118
"03-2013-0143","SANTS-MONTJUÏC","Sants - Badal","Carrer","SANTS",1,387,"","","","","","","5","6","HUTB-005463",4.0,2.123396851,41.37369118
"03-2013-0144","SANTS-MONTJUÏC","Sants - Badal","Carrer","SANTS",1,387,"","","","","","","5","7","HUTB-005464",4.0,2.123396851,41.37369118
"02-2013-1530","L'EIXAMPLE","l'Antiga Esquerra de l'Eixample","Carrer","VALENCIA",1,117,"","","","","","","1","1","HUTB-007231",5.0,2.153486892,41.38442005
"02-2013-1562","L'EIXAMPLE","Sant Antoni","Carrer","COMTE D'URGELL",2,46,"","","","","","","5","5","HUTB-007085",6.0,2.159193722,41.37919357
"07-2013-0213","HORTA-GUINARDÓ","el Baix Guinardó","Carrer","SARDENYA",2,528,"","","","","","","1","1","HUTB-007379",7.0,2.161746591,41.41000576
"02-2013-1583","L'EIXAMPLE","la Nova Esquerra de l'Eixample","Carrer","CONSELL DE CENT",2,138,"","","","","","","1","3","HUTB-007297",4.0,2.152433255,41.37994561
"06-2013-0519","GRACIA","el Camp d'en Grassot i Gràcia Nova","Carrer","BAILEN",2,218,"","","","","","","4","2","HUTB-007272",8.0,2.162438664,41.40056221
"02-2013-0574","L'EIXAMPLE","la Sagrada Família","Carrer","MALLORCA",1,373,"","","","","","","PR","2","HUTB-005601",6.0,2.171735256,41.39985417
"03-2013-0223","SANTS-MONTJUÏC","la Font de la Guatlla","Carrer","SANT FRUCTUOS",1,37,"","","","","","","3","2","HUTB-005655",4.0,2.145494874,41.36943736
"02-2013-0647","L'EIXAMPLE","l'Antiga Esquerra de l'Eixample","Carrer","ENRIC GRANADOS",1,75,"","","","","","","1","","HUTB-005665",11.0,2.156441771,41.38946312
"10-2013-0275","SANT MARTI","el Poblenou","Carrer","PALLARS",1,171,"","","","","","","4","1","HUTB-005667",7.0,2.195121078,41.39827789
"10-2013-0276","SANT MARTI","el Poblenou","Carrer","PERE IV",2,124,"","","","","","","1","2","HUTB-005669",4.0,2.194810249,41.39855273
"10-2013-0277","SANT MARTI","el Poblenou","Carrer","PERE IV",2,126,"","","","","","","1","3","HUTB-005670",4.0,2.194857438,41.39861214
"10-2013-0278","SANT MARTI","el Poblenou","Carrer","PERE IV",2,126,"","","","","","","4","1","HUTB-005671",4.0,2.194857438,41.39861214
"10-2013-0279","SANT MARTI","el Poblenou","Carrer","PERE IV",2,126,"","","","","","","4","2","HUTB-005676",5.0,2.194857438,41.39861214
"01-2013-0363","CIUTAT VELLA","Sant Pere Santa Caterina i la Ribera","Carrer","SANT PERE MITJA",1,33,"","","","","","","1","1","HUTB-002305",3.0,2.176246601,41.38600836
"01-2013-0364","CIUTAT VELLA","Sant Pere Santa Caterina i la Ribera","Carrer","SANT PERE MITJA",1,33,"","","","","","","1","2","HUTB-002306",2.0,2.176246601,41.38600836
"01-2013-0365","CIUTAT VELLA","Sant Pere Santa Caterina i la Ribera","Carrer","SANT PERE MITJA",1,33,"","","","","","","2","1","HUTB-002307",2.0,2.176246601,41.38600836
"01-2013-0366","CIUTAT VELLA","Sant Pere Santa Caterina i la Ribera","Carrer","SANT PERE MITJA",1,33,"","","","","","","2","2","HUTB-013142",3.0,2.176246601,41.38600836
"01-2013-0367","CIUTAT VELLA","Sant Pere Santa Caterina i la Ribera","Carrer","SANT PERE MITJA",1,33,"","","","","","","3","1","HUTB-002309",2.0,2.176246601,41.38600836
"01-2013-0368","CIUTAT VELLA","Sant Pere Santa Caterina i la Ribera","Carrer","SANT PERE MITJA",1,33,"","","","","","","4","2","HUTB-002310",3.0,2.176246601,41.38600836
"02-2013-1449","L'EIXAMPLE","la Dreta de l'Eixample","Gran Via","CORTS CATALANES",1,651,"","","","","","","1","1","HUTB-007092",30.0,2.171428475,41.39110452
"02-2013-1454","L'EIXAMPLE","la Sagrada Família","Passatge","SIMO",2,8,"","","","","","","4","3","HUTB-007167",2.0,2.1719885580000002,41.4023816
"10-2013-0601","SANT MARTI","el Poblenou","Carrer","BADAJOZ",1,63,"","","","","","","1","3","HUTB-007075",4.0,2.195728709,41.39557806
"10-2013-0603","SANT MARTI","el Poblenou","Carrer","AMISTAT",2,22,"","","","","","","2","6","HUTB-036815",4.0,2.204561902,41.39820735
"06-2013-0168","GRACIA","la Vila de Gràcia","Carrer","LLORER",1,5,"",7.0,"","","","","BJ","D","HUTB-007627",7.0,2.157368337,41.40750823
"02-2013-0700","L'EIXAMPLE","el Fort Pienc","Gran Via","CORTS CATALANES",2,720,"","","","","","","PR","2","HUTB-005708",4.0,2.176568906,41.39430325
"07-2013-0136","HORTA-GUINARDÓ","el Guinardó","Carrer","VARSOVIA",1,113,"B","","","","","","","","HUTB-005958",3.0,2.172100657,41.41722109
"05-2014-0074","SARRIA-SANT GERVASI","Sant Gervasi - Galvany","Via","AUGUSTA",2,122,"","","","","","","1","3","HUTB-008573",3.0,2.1453045790000003,41.39918674
"05-2014-0075","SARRIA-SANT GERVASI","Sant Gervasi - Galvany","Via","AUGUSTA",2,122,"","","","","","","1","4","HUTB-008574",5.0,2.1453045790000003,41.39918674
"02-2014-0327","L'EIXAMPLE","l'Antiga Esquerra de l'Eixample","Carrer","ARIBAU",2,84,"","","","","","","PR","2","HUTB-008563",1.0,2.156882248,41.38770193
"02-2014-0517","L'EIXAMPLE","la Dreta de l'Eixample","Passeig","GRACIA",1,51,"","","","","","","2","2B","HUTB-009184",15.0,2.163076004,41.39048283
"10-2013-0185","SANT MARTI","el Poblenou","Carrer","VENERO",1,11,"","","","","","","BJ","2","HUTB-005350",8.0,2.200608358,41.39962972
"06-2013-0174","GRACIA","la Vila de Gràcia","Carrer","PERILL",2,52,"","","","","","I","1","1","HUTB-005465",4.0,2.16189485,41.39863593
"03-2013-0503","SANTS-MONTJUÏC","el Poble Sec","Carrer","ELKANO",1,41,"","","","","","","2","2","HUTB-007315",5.0,2.161199556,41.37155513
"01-2013-0615","CIUTAT VELLA","el Barri Gòtic","Carrer","FERRAN",2,2,"","","","","","","5","","HUTB-013217",3.0,2.173204267,41.37850961
"01-2013-0616","CIUTAT VELLA","el Barri Gòtic","Carrer","FERRAN",2,2,"","","","","","","4","1","HUTB-013218",3.0,2.173204267,41.37850961
"05-2013-0173","SARRIA-SANT GERVASI","el Putxet i el Farró","Ronda","GENERAL MITRE",2,238,"","","","","","","3","2","HUTB-005491",4.0,2.147624853,41.40395425
"01-2013-0229","CIUTAT VELLA","el Raval","Carrer","GUARDIA",2,8,"","","","","","","1","2","HUTB-000688",5.0,2.1726588909999998,41.37606486
"10-2013-0294","SANT MARTI","el Camp de l'Arpa del Clot","Carrer","MALLORCA",1,521,"","","","","","","5","1","HUTB-005729",4.0,2.180853687,41.40668143
"02-2013-0838","L'EIXAMPLE","la Dreta de l'Eixample","Passeig","GRACIA",1,101,"","","","","","","SA","1","HUTB-005870",4.0,2.158936071,41.39383135
"02-2013-0836","L'EIXAMPLE","la Dreta de l'Eixample","Passeig","GRACIA",1,101,"","","","","","","AT","3","HUTB-005869",5.0,2.158936071,41.39383135
"02-2013-1631","L'EIXAMPLE","la Nova Esquerra de l'Eixample","Carrer","ARAGO",1,39,"","","","","","","PR","2","HUTB-007258",6.0,2.146855552,41.37772096
"02-2013-1647","L'EIXAMPLE","la Sagrada Família","Carrer","MALLORCA",1,423,"","","","","","","1","4","HUTB-007329",7.0,2.175970822,41.40302287
"02-2013-1648","L'EIXAMPLE","l'Antiga Esquerra de l'Eixample","Carrer","ARIBAU",2,56,"","","","","","","PR","1","HUTB-007263",16.0,2.1583355230000003,41.38660364
"01-2013-0227","CIUTAT VELLA","el Raval","Carrer","GUARDIA",2,8,"","","","","","","2","2","HUTB-000690",5.0,2.1726588909999998,41.37606486
"03-2013-0110","SANTS-MONTJUÏC","Sants - Badal","Carrer","SANTS",1,387,"","","","","","","1","1","HUTB-005410",5.0,2.123396851,41.37369118
"03-2013-0111","SANTS-MONTJUÏC","Sants - Badal","Carrer","SANTS",1,387,"","","","","","","1","2","HUTB-005411",4.0,2.123396851,41.37369118
"03-2013-0112","SANTS-MONTJUÏC","Sants - Badal","Carrer","SANTS",1,387,"","","","","","","2","1","HUTB-005412","",2.123396851,41.37369118
"03-2013-0113","SANTS-MONTJUÏC","Sants - Badal","Carrer","SANTS",1,387,"","","","","","","2","2","HUTB-005413",4.0,2.123396851,41.37369118
"03-2013-0115","SANTS-MONTJUÏC","Sants - Badal","Carrer","SANTS",1,387,"","","","","","","2","3","HUTB-005414",5.0,2.123396851,41.37369118
"10-2013-0203","SANT MARTI","el Camp de l'Arpa del Clot","Carrer","INDEPENDENCIA",2,362,"","","","","","","3","1","HUTB-005415",8.0,2.177583371,41.40999869
"10-2013-0204","SANT MARTI","el Camp de l'Arpa del Clot","Carrer","INDEPENDENCIA",2,362,"","","","","","","5","1","HUTB-005416",8.0,2.177583371,41.40999869
"10-2013-0205","SANT MARTI","el Camp de l'Arpa del Clot","Carrer","INDEPENDENCIA",2,362,"","","","","","","3","2","HUTB-005417",7.0,2.177583371,41.40999869
"03-2013-0187","SANTS-MONTJUÏC","el Poble Sec","Avinguda","PARAL.LEL",1,103,"B","","","","","","4","1","HUTB-005567",5.0,2.161672969,41.37295134
"02-2013-1564","L'EIXAMPLE","la Dreta de l'Eixample","Ronda","UNIVERSITAT",1,17,"","","","","","","1","3","HUTB-007389",11.0,2.165311095,41.38489791
"02-2013-1570","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","TRAFALGAR",1,33,"","","","","","","1","2","HUTB-007387",6.0,2.175683718,41.38793316
"02-2013-1571","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","TRAFALGAR",1,33,"","","","","","","2","2","HUTB-007388",6.0,2.175683718,41.38793316
"03-2014-0086","SANTS-MONTJUÏC","el Poble Sec","Carrer","BLASCO DE GARAY",1,7,"","","","","","","4","2","HUTB-008600",4.0,2.162181141,41.37267569
"03-2014-0087","SANTS-MONTJUÏC","el Poble Sec","Carrer","BLASCO DE GARAY",1,7,"","","","","","","3","2","HUTB-008597",4.0,2.162181141,41.37267569
"02-2013-0398","L'EIXAMPLE","la Nova Esquerra de l'Eixample","Gran Via","CORTS CATALANES",1,407,"",409.0,"","","","","1","2","HUTB-005339",8.0,2.150707465,41.37552868
"03-2013-0128","SANTS-MONTJUÏC","Sants - Badal","Carrer","SANTS",1,387,"","","","","","","3","5","HUTB-005466",5.0,2.123396851,41.37369118
"03-2013-0129","SANTS-MONTJUÏC","Sants - Badal","Carrer","SANTS",1,387,"","","","","","","3","6","HUTB-005468",4.0,2.123396851,41.37369118
"03-2013-0130","SANTS-MONTJUÏC","Sants - Badal","Carrer","SANTS",1,387,"","","","","","","3","7","HUTB-005467",4.0,2.123396851,41.37369118
"03-2013-0131","SANTS-MONTJUÏC","Sants - Badal","Carrer","SANTS",1,387,"","","","","","","4","1","HUTB-005469",4.0,2.123396851,41.37369118
"03-2013-0132","SANTS-MONTJUÏC","Sants - Badal","Carrer","SANTS",1,387,"","","","","","","4","6","HUTB-005470",4.0,2.123396851,41.37369118
"03-2013-0134","SANTS-MONTJUÏC","Sants - Badal","Carrer","SANTS",1,387,"","","","","","","4","7","HUTB-005471",4.0,2.123396851,41.37369118
"02-2013-1540","L'EIXAMPLE","la Sagrada Família","Carrer","ENAMORATS",2,76,"","","","","","","BJ","2","HUTB-007096",6.0,2.180909831,41.40285606
"03-2014-0735","SANTS-MONTJUÏC","Sants","Carrer","DEMOSTENES",1,17,"","","","","","","2","2","HUTB-012569",3.0,2.132429361,41.37436652
"01-2013-0153","CIUTAT VELLA","el Raval","Carrer","JOAQUIN COSTA",2,28,"","","","","","","4","1","HUTB-000903",7.0,2.165185746,41.38028664
"01-2013-0154","CIUTAT VELLA","el Raval","Carrer","JOAQUIN COSTA",2,28,"","","","","","","4","2","HUTB-000904",6.0,2.165185746,41.38028664
"02-2013-0406","L'EIXAMPLE","la Dreta de l'Eixample","Gran Via","CORTS CATALANES",2,620,"","","","","","","4","1","HUTB-005349",11.0,2.165527345,41.38600733
"01-2013-0236","CIUTAT VELLA","Sant Pere Santa Caterina i la Ribera","Carrer","TROMPETES",2,4,"","","","","","","2","","HUTB-001229",2.0,2.180871585,41.38080491
"01-2013-0237","CIUTAT VELLA","Sant Pere Santa Caterina i la Ribera","Carrer","TROMPETES",2,4,"","","","","","","3","","HUTB-001230",2.0,2.180871585,41.38080491
"01-2013-0238","CIUTAT VELLA","Sant Pere Santa Caterina i la Ribera","Carrer","TROMPETES",2,4,"","","","","","","4","","HUTB-001231",2.0,2.180871585,41.38080491
"01-2013-0239","CIUTAT VELLA","Sant Pere Santa Caterina i la Ribera","Carrer","TROMPETES",2,4,"","","","","","","5","","HUTB-001232",2.0,2.180871585,41.38080491
"10-2013-0329","SANT MARTI","el Camp de l'Arpa del Clot","Carrer","MALLORCA",2,526,"","","","","","","3","2","HUTB-005814",4.0,2.180592228,41.40620599
"03-2013-0298","SANTS-MONTJUÏC","Hostafrancs","Carrer","BEJAR",1,53,"","","","","","","1","3","HUTB-005922",4.0,2.14396546,41.37550269
"02-2013-1707","L'EIXAMPLE","Sant Antoni","Carrer","CASANOVA",1,9,"","","","","","","2","4","HUTB-007283",4.0,2.161598692,41.38045076
"05-2013-0165","SARRIA-SANT GERVASI","el Putxet i el Farró","Ronda","GENERAL MITRE",2,238,"","","","","","","1","3","HUTB-005455",4.0,2.147624853,41.40395425
"05-2013-0166","SARRIA-SANT GERVASI","el Putxet i el Farró","Ronda","GENERAL MITRE",2,238,"","","","","","","2","1","HUTB-005456",6.0,2.147624853,41.40395425
"01-2013-0228","CIUTAT VELLA","el Raval","Carrer","GUARDIA",2,8,"","","","","","","2","1","HUTB-000689",5.0,2.1726588909999998,41.37606486
"01-2013-0230","CIUTAT VELLA","el Raval","Carrer","GUARDIA",2,8,"","","","","","","EN","2","HUTB-000693",3.0,2.1726588909999998,41.37606486
"02-2013-0752","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","CONSELL DE CENT",1,335,"","","","","","","1","","HUTB-005840",13.0,2.163073943,41.38823552
"02-2013-0753","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","CONSELL DE CENT",1,335,"","","","","","","3","","HUTB-005841",12.0,2.163073943,41.38823552
"02-2013-0754","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","CONSELL DE CENT",1,335,"","","","","","","4","","HUTB-005838",12.0,2.163073943,41.38823552
"02-2013-0755","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","CONSELL DE CENT",1,335,"","","","","","","AT","","HUTB-005839",12.0,2.163073943,41.38823552
"03-2013-0255","SANTS-MONTJUÏC","la Font de la Guatlla","Gran Via","CORTS CATALANES",2,278,"","","","","","","3","4","HUTB-005802",5.0,2.143681376,41.36958265
"01-2013-0306","CIUTAT VELLA","Sant Pere Santa Caterina i la Ribera","Carrer","SANT ANTONI DELS SOMBRERERS",2,4,"","","","","","","3","2","HUTB-002178",2.0,2.180600113,41.38224117
"02-2013-1595","L'EIXAMPLE","la Nova Esquerra de l'Eixample","Carrer","DIPUTACIO",1,79,"","","","","","","1","4","HUTB-007312",9.0,2.1536232369999997,41.37941361
"02-2013-1625","L'EIXAMPLE","l'Antiga Esquerra de l'Eixample","Carrer","ARAGO",1,207,"","","","","","","PR","4","HUTB-007253",3.0,2.158678044,41.38668535
"10-2013-0635","SANT MARTI","la Verneda i la Pau","Carrer","ANDRADE",1,249,"",251.0,"","","","","5","3","HUTB-007247",5.0,2.205129688,41.4180866
"03-2013-0136","SANTS-MONTJUÏC","Sants - Badal","Carrer","SANTS",1,387,"","","","","","","5","1","HUTB-005472",4.0,2.123396851,41.37369118
"03-2013-0138","SANTS-MONTJUÏC","Sants - Badal","Carrer","SANTS",1,387,"","","","","","","5","2","HUTB-005473",4.0,2.123396851,41.37369118
"03-2013-0139","SANTS-MONTJUÏC","Sants - Badal","Carrer","SANTS",1,387,"","","","","","","5","3","HUTB-005474",5.0,2.123396851,41.37369118
"10-2013-0614","SANT MARTI","el Parc i la Llacuna del Poblenou","Carrer","PUJADES",1,11,"","","","","","","3","2","HUTB-007128",7.0,2.187047082,41.39071604
"10-2013-0616","SANT MARTI","el Poblenou","Carrer","SANCHO DE AVILA",1,167,"",171.0,"","","","8","4","4","HUTB-007157",6.0,2.195395853,41.40187746
"02-2013-0720","L'EIXAMPLE","la Sagrada Família","Avinguda","GAUDI",1,21,"",23.0,"","","","","4","3","HUTB-005747",8.0,2.1731520669999997,41.40382961
"02-2013-0790","L'EIXAMPLE","Sant Antoni","Carrer","TAMARIT",2,104,"","","","","","I","AT","2","HUTB-005815",5.0,2.156818089,41.37436833
"06-2013-0531","GRACIA","la Vila de Gràcia","Carrer","CORSEGA",1,335,"","","","","","","3","2","HUTB-007299",3.0,2.159520848,41.39579487
"06-2013-0532","GRACIA","la Vila de Gràcia","Carrer","CORSEGA",1,335,"","","","","","","2","2","HUTB-007302",6.0,2.159520848,41.39579487
"06-2013-0533","GRACIA","la Vila de Gràcia","Carrer","CORSEGA",1,335,"","","","","","","3","1","HUTB-007298",10.0,2.159520848,41.39579487
"02-2013-1628","L'EIXAMPLE","la Dreta de l'Eixample","Ronda","SANT PERE",2,28,"","","","","","","2","1","HUTB-014306",10.0,2.173344465,41.38758317
"02-2013-1633","L'EIXAMPLE","la Nova Esquerra de l'Eixample","Carrer","ARAGO",1,39,"","","","","","","1","2","HUTB-007257",7.0,2.146855552,41.37772096
"02-2013-1634","L'EIXAMPLE","la Nova Esquerra de l'Eixample","Carrer","ROCAFORT",2,102,"","","","","","","6","1","HUTB-007355",8.0,2.151161481,41.378370200000006
"05-2013-0174","SARRIA-SANT GERVASI","el Putxet i el Farró","Ronda","GENERAL MITRE",2,238,"","","","","","","3","3","HUTB-005493",4.0,2.147624853,41.40395425
"01-2013-0208","CIUTAT VELLA","el Barri Gòtic","Carrer","BANYS NOUS",2,6,"","","","","","","2","","HUTB-004008",12.0,2.174143337,41.38025958
"02-2013-1843","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","BAILEN",2,8,"","","","","","","4","1","HUTB-009949",8.0,2.176460149,41.38995798
"10-2014-0306","SANT MARTI","el Poblenou","Carrer","RAMON TURRO",2,264,"","","","","","","PR","1","HUTB-010347",5.0,2.205895316,41.40097575
"02-2013-0524","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","GIRONA",2,46,"","","","","","","2","2","HUTB-005534",11.0,2.171827415,41.39175219
"03-2013-0212","SANTS-MONTJUÏC","Hostafrancs","Carrer","PRINCEP JORDI",2,6,"","","","","","","1","1","HUTB-005627",4.0,2.1454758369999998,41.37405165
"05-2013-0219","SARRIA-SANT GERVASI","el Putxet i el Farró","Carrer","FERRAN PUIG",1,15,"","","","","","","2","3","HUTB-005685",7.0,2.144815402,41.40634469
"01-2013-0307","CIUTAT VELLA","Sant Pere Santa Caterina i la Ribera","Carrer","SANT ANTONI DELS SOMBRERERS",2,4,"","","","","","","5","1","HUTB-002181",2.0,2.180600113,41.38224117
"01-2013-0308","CIUTAT VELLA","Sant Pere Santa Caterina i la Ribera","Carrer","SANT ANTONI DELS SOMBRERERS",2,4,"","","","","","","4","2","HUTB-002180",2.0,2.180600113,41.38224117
"10-2013-0649","SANT MARTI","Diagonal Mar i el Front Marítim del Poblenou","Passeig","TAULAT",1,235,"","","","","","","6","1","HUTB-007384",6.0,2.20932842,41.40159856
"01-2013-0245","CIUTAT VELLA","Sant Pere Santa Caterina i la Ribera","Carrer","ARGENTERIA",2,6,"","","","","","","2","4","HUTB-003804",8.0,2.179090576,41.38178453
"01-2013-0246","CIUTAT VELLA","Sant Pere Santa Caterina i la Ribera","Carrer","ARGENTERIA",2,6,"","","","","","","3","","HUTB-003805",5.0,2.179090576,41.38178453
"01-2013-0248","CIUTAT VELLA","Sant Pere Santa Caterina i la Ribera","Carrer","ARGENTERIA",2,6,"","","","","","","PR","2","HUTB-003810",5.0,2.179090576,41.38178453
"01-2013-0249","CIUTAT VELLA","Sant Pere Santa Caterina i la Ribera","Carrer","ARGENTERIA",2,6,"","","","","","","EN","2","HUTB-003807",5.0,2.179090576,41.38178453
"01-2013-0251","CIUTAT VELLA","Sant Pere Santa Caterina i la Ribera","Carrer","ARGENTERIA",2,6,"","","","","","","1","1","HUTB-003798",7.0,2.179090576,41.38178453
"01-2013-0253","CIUTAT VELLA","Sant Pere Santa Caterina i la Ribera","Carrer","ARGENTERIA",2,6,"","","","","","","2","3","HUTB-003803",5.0,2.179090576,41.38178453
"01-2013-0254","CIUTAT VELLA","Sant Pere Santa Caterina i la Ribera","Carrer","ARGENTERIA",2,6,"","","","","","","2","2","HUTB-003802",5.0,2.179090576,41.38178453
"09-2013-0270","SANT ANDREU","Sant Andreu","Carrer","CONCEPCION ARENAL",2,234,"","","","","","","1","1","HUTB-007394",6.0,2.183463386,41.42943684
"02-2013-1725","L'EIXAMPLE","la Nova Esquerra de l'Eixample","Carrer","ROCAFORT",2,102,"","","","","","","EN","2","HUTB-007358",8.0,2.151161481,41.378370200000006
"02-2013-1726","L'EIXAMPLE","la Nova Esquerra de l'Eixample","Carrer","ROCAFORT",2,102,"","","","","","","1","1","HUTB-007361",8.0,2.151161481,41.378370200000006
"02-2013-1727","L'EIXAMPLE","la Nova Esquerra de l'Eixample","Carrer","ROCAFORT",2,102,"","","","","","","5","4","HUTB-007360",8.0,2.151161481,41.378370200000006
"02-2013-1728","L'EIXAMPLE","la Nova Esquerra de l'Eixample","Carrer","ROCAFORT",2,102,"","","","","","","EN","1","HUTB-007357",8.0,2.151161481,41.378370200000006
"06-2013-0258","GRACIA","la Vila de Gràcia","Carrer","SAMSO",2,2,"","","","","","","1","3","HUTB-005823",4.0,2.15926706,41.39950779
"06-2013-0259","GRACIA","la Vila de Gràcia","Carrer","SAMSO",2,2,"","","","","","","1","2","HUTB-005824",5.0,2.15926706,41.39950779
"02-2013-0814","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","VALENCIA",1,329,"","","","","","","1","1","HUTB-005865",8.0,2.16784011,41.39522839
"02-2013-1635","L'EIXAMPLE","la Nova Esquerra de l'Eixample","Carrer","ARAGO",1,39,"","","","","","","1","3","HUTB-007256",7.0,2.146855552,41.37772096
"06-2013-0542","GRACIA","la Vila de Gràcia","Carrer","MONTSENY",1,15,"","","","","","","BJ","1","HUTB-007342",13.0,2.153444443,41.40002953
"02-2013-1664","L'EIXAMPLE","la Dreta de l'Eixample","Gran Via","CORTS CATALANES",2,620,"","","","","","","AT","4B","HUTB-007306",3.0,2.165527345,41.38600733
