"Any","Codi_districte","Nom_districte","Codi_barri","Nom_barri","Seccio_censal","Tipus_Vehicles","Desc_tipus_propietari","Nombre"
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","100","Turismes","Subjecte Fí­sic",388
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","100","Turismes","Altres",1
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","100","Motos","Subjecte Jurí­dic",23
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","100","Motos","Subjecte Fí­sic",184
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","100","Motos","Altres",1
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","101","Turismes","Subjecte Jurí­dic",49
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","101","Turismes","Subjecte Fí­sic",520
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","101","Turismes","Altres",1
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","101","Motos","Subjecte Jurí­dic",21
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","101","Motos","Subjecte Fí­sic",290
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","102","Turismes","Subjecte Jurí­dic",68
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","102","Turismes","Subjecte Fí­sic",376
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","102","Motos","Subjecte Jurí­dic",18
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","102","Motos","Subjecte Fí­sic",215
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","103","Turismes","Subjecte Jurí­dic",34
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","103","Turismes","Subjecte Fí­sic",371
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","103","Motos","Subjecte Jurí­dic",21
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","103","Motos","Subjecte Fí­sic",237
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","104","Turismes","Subjecte Jurí­dic",28
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","104","Turismes","Subjecte Fí­sic",321
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","104","Motos","Subjecte Jurí­dic",9
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","104","Motos","Subjecte Fí­sic",153
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","105","Turismes","Subjecte Jurí­dic",144
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","105","Turismes","Subjecte Fí­sic",456
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","105","Turismes","Altres",1
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","105","Motos","Subjecte Jurí­dic",27
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","105","Motos","Subjecte Fí­sic",264
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","106","Turismes","Subjecte Jurí­dic",102
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","106","Turismes","Subjecte Fí­sic",349
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","106","Turismes","Altres",1
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","106","Motos","Subjecte Jurí­dic",46
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","106","Motos","Subjecte Fí­sic",267
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","107","Turismes","Subjecte Jurí­dic",140
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","107","Turismes","Subjecte Fí­sic",437
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","107","Motos","Subjecte Jurí­dic",67
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","107","Motos","Subjecte Fí­sic",262
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","107","Motos","Altres",2
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","108","Turismes","Subjecte Jurí­dic",121
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","108","Turismes","Subjecte Fí­sic",472
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","108","Motos","Subjecte Jurí­dic",20
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","108","Motos","Subjecte Fí­sic",272
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","109","Turismes","Subjecte Jurí­dic",221
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","109","Turismes","Subjecte Fí­sic",561
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","109","Motos","Subjecte Jurí­dic",26
2019,"2","Eixample","8","l'Antiga Esquerra de l'Eixample","109","Motos","Subjecte Fí­sic",329
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","110","Turismes","Subjecte Jurí­dic",64
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","110","Turismes","Subjecte Fí­sic",441
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","110","Motos","Subjecte Jurí­dic",18
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","110","Motos","Subjecte Fí­sic",276
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","111","Turismes","Subjecte Jurí­dic",76
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","111","Turismes","Subjecte Fí­sic",480
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","111","Motos","Subjecte Jurí­dic",23
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","111","Motos","Subjecte Fí­sic",274
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","112","Turismes","Subjecte Jurí­dic",78
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","112","Turismes","Subjecte Fí­sic",477
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","112","Turismes","Altres",1
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","112","Motos","Subjecte Jurí­dic",12
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","112","Motos","Subjecte Fí­sic",248
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","113","Turismes","Subjecte Jurí­dic",208
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","113","Turismes","Subjecte Fí­sic",722
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","113","Turismes","Altres",1
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","113","Motos","Subjecte Jurí­dic",19
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","113","Motos","Subjecte Fí­sic",341
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","114","Turismes","Subjecte Jurí­dic",33
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","114","Turismes","Subjecte Fí­sic",435
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","114","Motos","Subjecte Jurí­dic",26
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","114","Motos","Subjecte Fí­sic",235
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","115","Turismes","Subjecte Jurí­dic",11
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","115","Turismes","Subjecte Fí­sic",320
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","115","Motos","Subjecte Jurí­dic",2
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","115","Motos","Subjecte Fí­sic",189
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","116","Turismes","Subjecte Jurí­dic",22
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","116","Turismes","Subjecte Fí­sic",315
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","116","Motos","Subjecte Jurí­dic",2
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","116","Motos","Subjecte Fí­sic",160
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","117","Turismes","Subjecte Jurí­dic",45
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","117","Turismes","Subjecte Fí­sic",389
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","117","Motos","Subjecte Jurí­dic",12
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","117","Motos","Subjecte Fí­sic",184
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","118","Turismes","Subjecte Jurí­dic",164
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","118","Turismes","Subjecte Fí­sic",423
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","118","Motos","Subjecte Jurí­dic",24
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","118","Motos","Subjecte Fí­sic",226
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","119","Turismes","Subjecte Jurí­dic",23
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","119","Turismes","Subjecte Fí­sic",397
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","119","Motos","Subjecte Jurí­dic",10
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","119","Motos","Subjecte Fí­sic",186
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","120","Turismes","Subjecte Jurí­dic",34
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","120","Turismes","Subjecte Fí­sic",352
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","120","Motos","Subjecte Jurí­dic",7
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","120","Motos","Subjecte Fí­sic",177
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","121","Turismes","Subjecte Jurí­dic",332
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","121","Turismes","Subjecte Fí­sic",362
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","121","Motos","Subjecte Jurí­dic",15
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","121","Motos","Subjecte Fí­sic",158
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","122","Turismes","Subjecte Jurí­dic",16
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","122","Turismes","Subjecte Fí­sic",362
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","122","Turismes","Altres",1
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","122","Motos","Subjecte Jurí­dic",12
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","122","Motos","Subjecte Fí­sic",138
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","123","Turismes","Subjecte Jurí­dic",20
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","123","Turismes","Subjecte Fí­sic",283
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","123","Motos","Subjecte Jurí­dic",14
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","123","Motos","Subjecte Fí­sic",165
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","124","Turismes","Subjecte Jurí­dic",52
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","124","Turismes","Subjecte Fí­sic",362
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","124","Motos","Subjecte Jurí­dic",11
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","124","Motos","Subjecte Fí­sic",158
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","125","Turismes","Subjecte Jurí­dic",39
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","125","Turismes","Subjecte Fí­sic",476
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","125","Turismes","Altres",1
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","125","Motos","Subjecte Jurí­dic",7
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","125","Motos","Subjecte Fí­sic",193
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","126","Turismes","Subjecte Jurí­dic",88
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","126","Turismes","Subjecte Fí­sic",463
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","126","Motos","Subjecte Jurí­dic",23
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","126","Motos","Subjecte Fí­sic",201
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","126","Motos","Altres",1
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","127","Turismes","Subjecte Jurí­dic",59
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","127","Turismes","Subjecte Fí­sic",306
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","127","Motos","Subjecte Jurí­dic",19
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","127","Motos","Subjecte Fí­sic",163
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","128","Turismes","Subjecte Jurí­dic",7
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","128","Turismes","Subjecte Fí­sic",309
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","128","Motos","Subjecte Jurí­dic",4
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","128","Motos","Subjecte Fí­sic",141
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","129","Turismes","Subjecte Jurí­dic",49
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","129","Turismes","Subjecte Fí­sic",450
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","129","Motos","Subjecte Jurí­dic",5
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","129","Motos","Subjecte Fí­sic",195
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","130","Turismes","Subjecte Jurí­dic",62
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","130","Turismes","Subjecte Fí­sic",385
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","130","Motos","Subjecte Jurí­dic",12
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","130","Motos","Subjecte Fí­sic",170
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","131","Turismes","Subjecte Jurí­dic",18
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","131","Turismes","Subjecte Fí­sic",339
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","131","Motos","Subjecte Jurí­dic",13
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","131","Motos","Subjecte Fí­sic",147
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","132","Turismes","Subjecte Jurí­dic",25
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","132","Turismes","Subjecte Fí­sic",344
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","132","Motos","Subjecte Jurí­dic",10
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","132","Motos","Subjecte Fí­sic",139
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","133","Turismes","Subjecte Jurí­dic",3
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","133","Turismes","Subjecte Fí­sic",281
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","133","Motos","Subjecte Fí­sic",114
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","134","Turismes","Subjecte Jurí­dic",27
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","134","Turismes","Subjecte Fí­sic",416
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","134","Motos","Subjecte Jurí­dic",8
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","134","Motos","Subjecte Fí­sic",190
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","135","Turismes","Subjecte Jurí­dic",39
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","135","Turismes","Subjecte Fí­sic",474
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","135","Motos","Subjecte Jurí­dic",11
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","135","Motos","Subjecte Fí­sic",229
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","136","Turismes","Subjecte Jurí­dic",22
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","136","Turismes","Subjecte Fí­sic",243
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","136","Motos","Subjecte Jurí­dic",11
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","136","Motos","Subjecte Fí­sic",121
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","137","Turismes","Subjecte Jurí­dic",39
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","137","Turismes","Subjecte Fí­sic",338
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","137","Motos","Subjecte Jurí­dic",13
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","137","Motos","Subjecte Fí­sic",168
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","138","Turismes","Subjecte Jurí­dic",35
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","138","Turismes","Subjecte Fí­sic",521
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","138","Motos","Subjecte Jurí­dic",17
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","138","Motos","Subjecte Fí­sic",246
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","139","Turismes","Subjecte Jurí­dic",44
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","139","Turismes","Subjecte Fí­sic",365
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","139","Turismes","Altres",1
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","139","Motos","Subjecte Jurí­dic",10
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","139","Motos","Subjecte Fí­sic",200
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","140","Turismes","Subjecte Jurí­dic",32
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","140","Turismes","Subjecte Fí­sic",511
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","140","Motos","Subjecte Jurí­dic",17
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","140","Motos","Subjecte Fí­sic",257
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","141","Turismes","Subjecte Jurí­dic",9
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","141","Turismes","Subjecte Fí­sic",314
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","141","Motos","Subjecte Jurí­dic",35
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","141","Motos","Subjecte Fí­sic",156
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","142","Turismes","Subjecte Jurí­dic",48
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","142","Turismes","Subjecte Fí­sic",408
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","142","Motos","Subjecte Jurí­dic",24
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","142","Motos","Subjecte Fí­sic",239
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","143","Turismes","Subjecte Jurí­dic",59
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","143","Turismes","Subjecte Fí­sic",338
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","143","Motos","Subjecte Jurí­dic",13
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","143","Motos","Subjecte Fí­sic",179
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","144","Turismes","Subjecte Jurí­dic",20
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","144","Turismes","Subjecte Fí­sic",326
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","144","Motos","Subjecte Jurí­dic",6
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","144","Motos","Subjecte Fí­sic",187
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","145","Turismes","Subjecte Jurí­dic",44
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","145","Turismes","Subjecte Fí­sic",289
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","145","Motos","Subjecte Jurí­dic",10
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","145","Motos","Subjecte Fí­sic",144
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","145","Motos","Altres",1
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","146","Turismes","Subjecte Jurí­dic",80
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","146","Turismes","Subjecte Fí­sic",280
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","146","Motos","Subjecte Jurí­dic",47
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","146","Motos","Subjecte Fí­sic",140
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","147","Turismes","Subjecte Jurí­dic",40
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","147","Turismes","Subjecte Fí­sic",503
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","147","Motos","Subjecte Jurí­dic",20
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","147","Motos","Subjecte Fí­sic",276
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","148","Turismes","Subjecte Jurí­dic",61
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","148","Turismes","Subjecte Fí­sic",398
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","148","Motos","Subjecte Jurí­dic",51
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","148","Motos","Subjecte Fí­sic",173
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","149","Turismes","Subjecte Jurí­dic",42
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","149","Turismes","Subjecte Fí­sic",355
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","149","Motos","Subjecte Jurí­dic",32
2019,"2","Eixample","9","la Nova Esquerra de l'Eixample","149","Motos","Subjecte Fí­sic",213
2019,"2","Eixample","10","Sant Antoni","150","Turismes","Subjecte Jurí­dic",31
2019,"2","Eixample","10","Sant Antoni","150","Turismes","Subjecte Fí­sic",349
2019,"2","Eixample","10","Sant Antoni","150","Motos","Subjecte Jurí­dic",11
2019,"2","Eixample","10","Sant Antoni","150","Motos","Subjecte Fí­sic",159
2019,"2","Eixample","10","Sant Antoni","151","Turismes","Subjecte Jurí­dic",24
2019,"2","Eixample","10","Sant Antoni","151","Turismes","Subjecte Fí­sic",334
2019,"2","Eixample","10","Sant Antoni","151","Motos","Subjecte Jurí­dic",8
2019,"2","Eixample","10","Sant Antoni","151","Motos","Subjecte Fí­sic",191
2019,"2","Eixample","10","Sant Antoni","152","Turismes","Subjecte Jurí­dic",40
2019,"2","Eixample","10","Sant Antoni","152","Turismes","Subjecte Fí­sic",354
2019,"2","Eixample","10","Sant Antoni","152","Motos","Subjecte Jurí­dic",11
2019,"2","Eixample","10","Sant Antoni","152","Motos","Subjecte Fí­sic",156
2019,"2","Eixample","10","Sant Antoni","153","Turismes","Subjecte Jurí­dic",62
2019,"2","Eixample","10","Sant Antoni","153","Turismes","Subjecte Fí­sic",359
2019,"2","Eixample","10","Sant Antoni","153","Motos","Subjecte Jurí­dic",6
2019,"2","Eixample","10","Sant Antoni","153","Motos","Subjecte Fí­sic",183
2019,"2","Eixample","10","Sant Antoni","154","Turismes","Subjecte Jurí­dic",15
2019,"2","Eixample","10","Sant Antoni","154","Turismes","Subjecte Fí­sic",253
2019,"2","Eixample","10","Sant Antoni","154","Motos","Subjecte Jurí­dic",7
2019,"2","Eixample","10","Sant Antoni","154","Motos","Subjecte Fí­sic",122
2019,"2","Eixample","10","Sant Antoni","155","Turismes","Subjecte Jurí­dic",16
2019,"2","Eixample","10","Sant Antoni","155","Turismes","Subjecte Fí­sic",427
2019,"2","Eixample","10","Sant Antoni","155","Motos","Subjecte Jurí­dic",3
2019,"2","Eixample","10","Sant Antoni","155","Motos","Subjecte Fí­sic",201
2019,"2","Eixample","10","Sant Antoni","156","Turismes","Subjecte Jurí­dic",42
2019,"2","Eixample","10","Sant Antoni","156","Turismes","Subjecte Fí­sic",354
2019,"2","Eixample","10","Sant Antoni","156","Motos","Subjecte Jurí­dic",7
2019,"2","Eixample","10","Sant Antoni","156","Motos","Subjecte Fí­sic",133
2019,"2","Eixample","10","Sant Antoni","157","Turismes","Subjecte Jurí­dic",11
2019,"2","Eixample","10","Sant Antoni","157","Turismes","Subjecte Fí­sic",251
2019,"2","Eixample","10","Sant Antoni","157","Motos","Subjecte Jurí­dic",2
2019,"2","Eixample","10","Sant Antoni","157","Motos","Subjecte Fí­sic",116
2019,"2","Eixample","10","Sant Antoni","158","Turismes","Subjecte Jurí­dic",30
2019,"2","Eixample","10","Sant Antoni","158","Turismes","Subjecte Fí­sic",418
2019,"2","Eixample","10","Sant Antoni","158","Motos","Subjecte Jurí­dic",16
2019,"2","Eixample","10","Sant Antoni","158","Motos","Subjecte Fí­sic",187
2019,"2","Eixample","10","Sant Antoni","159","Turismes","Subjecte Jurí­dic",37
2019,"2","Eixample","10","Sant Antoni","159","Turismes","Subjecte Fí­sic",460
2019,"2","Eixample","10","Sant Antoni","159","Motos","Subjecte Jurí­dic",15
2019,"2","Eixample","10","Sant Antoni","159","Motos","Subjecte Fí­sic",213
2019,"2","Eixample","10","Sant Antoni","160","Turismes","Subjecte Jurí­dic",47
2019,"2","Eixample","10","Sant Antoni","160","Turismes","Subjecte Fí­sic",467
2019,"2","Eixample","10","Sant Antoni","160","Turismes","Altres",2
2019,"2","Eixample","10","Sant Antoni","160","Motos","Subjecte Jurí­dic",25
2019,"2","Eixample","10","Sant Antoni","160","Motos","Subjecte Fí­sic",250
2019,"2","Eixample","10","Sant Antoni","161","Turismes","Subjecte Jurí­dic",17
2019,"2","Eixample","10","Sant Antoni","161","Turismes","Subjecte Fí­sic",235
2019,"2","Eixample","10","Sant Antoni","161","Motos","Subjecte Jurí­dic",14
2019,"2","Eixample","10","Sant Antoni","161","Motos","Subjecte Fí­sic",128
2019,"2","Eixample","10","Sant Antoni","162","Turismes","Subjecte Jurí­dic",9
2019,"2","Eixample","10","Sant Antoni","162","Turismes","Subjecte Fí­sic",265
2019,"2","Eixample","10","Sant Antoni","162","Motos","Subjecte Jurí­dic",4
2019,"2","Eixample","10","Sant Antoni","162","Motos","Subjecte Fí­sic",129
2019,"2","Eixample","10","Sant Antoni","163","Turismes","Subjecte Jurí­dic",48
2019,"2","Eixample","10","Sant Antoni","163","Turismes","Subjecte Fí­sic",458
2019,"2","Eixample","10","Sant Antoni","163","Motos","Subjecte Jurí­dic",28
2019,"2","Eixample","10","Sant Antoni","163","Motos","Subjecte Fí­sic",252
2019,"2","Eixample","10","Sant Antoni","164","Turismes","Subjecte Jurí­dic",68
2019,"2","Eixample","10","Sant Antoni","164","Turismes","Subjecte Fí­sic",288
2019,"2","Eixample","10","Sant Antoni","164","Motos","Subjecte Jurí­dic",32
2019,"2","Eixample","10","Sant Antoni","164","Motos","Subjecte Fí­sic",168
2019,"2","Eixample","10","Sant Antoni","165","Turismes","Subjecte Jurí­dic",34
2019,"2","Eixample","10","Sant Antoni","165","Turismes","Subjecte Fí­sic",368
2019,"2","Eixample","10","Sant Antoni","165","Motos","Subjecte Jurí­dic",15
2019,"2","Eixample","10","Sant Antoni","165","Motos","Subjecte Fí­sic",179
2019,"2","Eixample","10","Sant Antoni","166","Turismes","Subjecte Jurí­dic",55
2019,"2","Eixample","10","Sant Antoni","166","Turismes","Subjecte Fí­sic",435
2019,"2","Eixample","10","Sant Antoni","166","Motos","Subjecte Jurí­dic",22
2019,"2","Eixample","10","Sant Antoni","166","Motos","Subjecte Fí­sic",212
2019,"2","Eixample","10","Sant Antoni","167","Turismes","Subjecte Jurí­dic",69
2019,"2","Eixample","10","Sant Antoni","167","Turismes","Subjecte Fí­sic",509
2019,"2","Eixample","10","Sant Antoni","167","Motos","Subjecte Jurí­dic",42
2019,"2","Eixample","10","Sant Antoni","167","Motos","Subjecte Fí­sic",239
2019,"2","Eixample","10","Sant Antoni","168","Turismes","Subjecte Jurí­dic",25
2019,"2","Eixample","10","Sant Antoni","168","Turismes","Subjecte Fí­sic",488
2019,"2","Eixample","10","Sant Antoni","168","Motos","Subjecte Jurí­dic",20
