"Any","Codi_districte","Nom_districte","Codi_barri","Nom_barri","Seccio_censal","Tipus_Vehicles","Desc_tipus_propietari","Nombre"
2019,"1","Ciutat Vella","1","el Raval","21","Motos","Subjecte Jurí­dic",36
2019,"1","Ciutat Vella","1","el Raval","21","Motos","Subjecte Fí­sic",167
2019,"1","Ciutat Vella","2","el Barri Gòtic","22","Turismes","Subjecte Jurí­dic",44
2019,"1","Ciutat Vella","2","el Barri Gòtic","22","Turismes","Subjecte Fí­sic",222
2019,"1","Ciutat Vella","2","el Barri Gòtic","22","Motos","Subjecte Jurí­dic",15
2019,"1","Ciutat Vella","2","el Barri Gòtic","22","Motos","Subjecte Fí­sic",132
2019,"1","Ciutat Vella","2","el Barri Gòtic","23","Turismes","Subjecte Jurí­dic",147
2019,"1","Ciutat Vella","2","el Barri Gòtic","23","Turismes","Subjecte Fí­sic",302
2019,"1","Ciutat Vella","2","el Barri Gòtic","23","Motos","Subjecte Jurí­dic",46
2019,"1","Ciutat Vella","2","el Barri Gòtic","23","Motos","Subjecte Fí­sic",215
2019,"1","Ciutat Vella","2","el Barri Gòtic","25","Turismes","Subjecte Jurí­dic",1904
2019,"1","Ciutat Vella","2","el Barri Gòtic","25","Turismes","Subjecte Fí­sic",165
2019,"1","Ciutat Vella","2","el Barri Gòtic","25","Motos","Subjecte Jurí­dic",488
2019,"1","Ciutat Vella","2","el Barri Gòtic","25","Motos","Subjecte Fí­sic",108
2019,"1","Ciutat Vella","2","el Barri Gòtic","26","Turismes","Subjecte Jurí­dic",81
