"CODI_CAPA","CAPA_GENERICA","NOM_CAPA","ED50_COORD_X","ED50_COORD_Y","ETRS89_COORD_X","ETRS89_COORD_Y","LONGITUD","LATITUD","EQUIPAMENT","DISTRICTE","BARRI","NOM_DISTRICTE","NOM_BARRI","ADRECA","TELEFON"
"K014","Transports i serveis relacionats","Autobusos diürns",432174.55600000004,4585071.157,432082.609,4584870.196,2.187351,41.412513,"BUS -33-34-B24-H10--",10,65,"Sant Martí","el Clot","",""
"K014","Transports i serveis relacionats","Autobusos diürns",428888.025,4584868.191000001,428796.10799999995,4584667.233,2.148056,41.410401,"BUS -87--",6,28,"Gràcia","Vallcarca i els Penitents","",""
"K014","Transports i serveis relacionats","Autobusos diürns",428860.356,4585381.0819999995,428768.44,4585180.119,2.147664,41.415017999999996,"BUS -87--",6,28,"Gràcia","Vallcarca i els Penitents","",""
"K014","Transports i serveis relacionats","Autobusos diürns",433673.12,4585069.634,433581.159,4584868.672,2.20528,41.412625,"BUS -B25--",10,71,"Sant Martí","Provençals del Poblenou","",""
"K015","Transports i serveis relacionats","Autobusos nocturns",433673.12,4585069.634,433581.159,4584868.672,2.20528,41.412625,"NITBUS -N11--",10,71,"Sant Martí","Provençals del Poblenou","",""
"K014","Transports i serveis relacionats","Autobusos diürns",433873.14200000005,4587415.227,433781.18,4587214.244,2.207417,41.433766999999996,"BUS -B21-B24--",9,59,"Sant Andreu","el Bon Pastor","",""
"K015","Transports i serveis relacionats","Autobusos nocturns",433490.024,4586818.478999999,433398.066,4586617.501,2.202897,41.428360999999995,"NITBUS -N8--",10,73,"Sant Martí","la Verneda i la Pau","",""
"K015","Transports i serveis relacionats","Autobusos nocturns",432110.799,4583208.924,432018.852,4583007.98,2.186798,41.395734999999995,"NITBUS -N0-N11--",10,66,"Sant Martí","el Parc i la Llacuna del Poblenou","",""
"K015","Transports i serveis relacionats","Autobusos nocturns",434823.00399999996,4584977.843,434731.033,4584776.882,2.219048,41.411892,"NITBUS -N6--",10,70,"Sant Martí","el Besòs i el Maresme","",""
"K014","Transports i serveis relacionats","Autobusos diürns",431377.633,4586080.392,431285.69399999996,4585879.422,2.177702,41.421535,"BUS -117-H6-D40--",7,35,"Horta-Guinardó","el Guinardó","",""
"K014","Transports i serveis relacionats","Autobusos diürns",428756.295,4585020.21,428664.38,4584819.25,2.146462,41.411758,"BUS -87--",6,28,"Gràcia","Vallcarca i els Penitents","",""
"K014","Transports i serveis relacionats","Autobusos diürns",430340.843,4582238.006,430248.912,4582037.072,2.165739,41.386839,"BUS -63--",2,7,"Eixample","la Dreta de l'Eixample","",""
"K014","Transports i serveis relacionats","Autobusos diürns",429840.31200000003,4579788.0819999995,429748.385,4579587.171,2.160037,41.36473,"BUS -150--",3,11,"Sants-Montjuïc","el Poble-sec","",""
"K014","Transports i serveis relacionats","Autobusos diürns",431422.249,4581177.226,431330.30799999996,4580976.301,2.1787919999999996,41.377378,"BUS -59-D20-H14-V13--",1,2,"Ciutat Vella","el Barri Gòtic","",""
"K014","Transports i serveis relacionats","Autobusos diürns",431155.585,4589920.057,431063.649,4589719.051,2.174607,41.456098,"BUS -199--",8,54,"Nou Barris","Torre Baró","",""
"K014","Transports i serveis relacionats","Autobusos diürns",431183.4,4589841.182,431091.464,4589640.177,2.1749490000000002,41.45539,"BUS -199--",8,54,"Nou Barris","Torre Baró","",""
"K014","Transports i serveis relacionats","Autobusos diürns",431075.17299999995,4589572.853,430983.23799999995,4589371.851,2.173684,41.452964,"BUS -199--",8,54,"Nou Barris","Torre Baró","",""
"K014","Transports i serveis relacionats","Autobusos diürns",433531.742,4586810.152,433439.783,4586609.174,2.2033970000000003,41.428289,"BUS -60--",10,73,"Sant Martí","la Verneda i la Pau","",""
"K014","Transports i serveis relacionats","Autobusos diürns",433773.815,4586653.931,433681.854,4586452.955,2.206311,41.426902,"BUS -60-B21--",10,73,"Sant Martí","la Verneda i la Pau","",""
"K014","Transports i serveis relacionats","Autobusos diürns",433780.973,4586659.972,433689.01200000005,4586458.996,2.206396,41.426957,"BUS -60-B21--",10,73,"Sant Martí","la Verneda i la Pau","",""
"K015","Transports i serveis relacionats","Autobusos nocturns",434016.881,4586413.215,433924.91799999995,4586212.241,2.209246,41.424754,"NITBUS -N11-N2--",10,73,"Sant Martí","la Verneda i la Pau","",""
"K014","Transports i serveis relacionats","Autobusos diürns",430364.30299999996,4581087.067,430272.37200000003,4580886.143,2.166152,41.376475,"BUS -D50--",1,1,"Ciutat Vella","el Raval","",""
"K014","Transports i serveis relacionats","Autobusos diürns",428503.052,4586993.624,428411.14,4586792.646000001,2.143198,41.429509,"BUS -135--",7,40,"Horta-Guinardó","Montbau","",""
"K014","Transports i serveis relacionats","Autobusos diürns",428549.86299999995,4587544.432,428457.95,4587343.449,2.143693,41.434474,"BUS -135--",7,40,"Horta-Guinardó","Montbau","",""
"K014","Transports i serveis relacionats","Autobusos diürns",431515.72799999994,4590444.805,431423.789,4590243.794,2.178859,41.460855,"BUS -199--",8,55,"Nou Barris","Ciutat Meridiana","",""
"K014","Transports i serveis relacionats","Autobusos diürns",429164.95399999997,4587530.268,429073.036,4587329.285,2.151056,41.434401,"BUS -V23--",7,41,"Horta-Guinardó","la Vall d'Hebron","",""
"K014","Transports i serveis relacionats","Autobusos diürns",428926.04600000003,4587613.335,428834.13,4587412.351,2.148187,41.435128000000006,"BUS -V23--",7,41,"Horta-Guinardó","la Vall d'Hebron","",""
"K014","Transports i serveis relacionats","Autobusos diürns",430516.8,4587050.587,430424.869,4586849.608,2.16729,41.430199,"BUS -H2--",8,44,"Nou Barris","Vilapicina i la Torre Llobeta","",""
"K014","Transports i serveis relacionats","Autobusos diürns",430237.076,4586838.549,430145.148,4586637.572,2.163967,41.428265,"BUS -H2--",8,44,"Nou Barris","Vilapicina i la Torre Llobeta","",""
"K014","Transports i serveis relacionats","Autobusos diürns",433772.74700000003,4585096.531,433680.785,4584895.569,2.206469,41.412875,"BUS -H14--",10,71,"Sant Martí","Provençals del Poblenou","",""
"K014","Transports i serveis relacionats","Autobusos diürns",425292.283,4582196.991,425200.399,4581996.058,2.105368,41.386016,"BUS -V1--",4,21,"Les Corts","Pedralbes","",""
"K014","Transports i serveis relacionats","Autobusos diürns",426592.165,4584340.3610000005,426500.269,4584139.408,2.120653,41.405440000000006,"BUS -V9--",5,23,"Sarrià-Sant Gervasi","Sarrià","",""
"K014","Transports i serveis relacionats","Autobusos diürns",427184.20399999997,4583520.516,427092.30299999996,4583319.571,2.127834,41.398109999999996,"BUS -V9--",5,24,"Sarrià-Sant Gervasi","les Tres Torres","",""
"K014","Transports i serveis relacionats","Autobusos diürns",434287.605,4585664.742,434195.63899999997,4585463.775,2.212567,41.418034999999996,"BUS -V33--",10,70,"Sant Martí","el Besòs i el Maresme","",""
"K014","Transports i serveis relacionats","Autobusos diürns",432039.963,4585291.039,431948.01700000005,4585090.076,2.1857159999999998,41.414482,"BUS -192-V25--",10,64,"Sant Martí","el Camp de l'Arpa del Clot","",""
"K014","Transports i serveis relacionats","Autobusos diürns",432213.16,4584142.697,432121.21200000006,4583941.744,2.1879169999999997,41.404154,"BUS -V25--",10,66,"Sant Martí","el Parc i la Llacuna del Poblenou","",""
"K014","Transports i serveis relacionats","Autobusos diürns",431050.291,4585451.079,430958.355,4585250.115,2.173857,41.415839,"BUS -H6-V23-191--",7,35,"Horta-Guinardó","el Guinardó","",""
"K014","Transports i serveis relacionats","Autobusos diürns",431255.68799999997,4585736.469,431163.75,4585535.502,2.176282,41.418427,"BUS -H6--",7,35,"Horta-Guinardó","el Guinardó","",""
"K014","Transports i serveis relacionats","Autobusos diürns",430812.157,4585274.929,430720.223,4585073.966,2.1710279999999997,41.414232,"BUS -H6-V23-191--",7,35,"Horta-Guinardó","el Guinardó","",""
"K015","Transports i serveis relacionats","Autobusos nocturns",433341.008,4584673.48,433249.05,4584472.522,2.201351,41.409029,"NITBUS -N11--",10,71,"Sant Martí","Provençals del Poblenou","",""
"K014","Transports i serveis relacionats","Autobusos diürns",433560.99299999996,4584928.821,433469.033,4584727.8610000005,2.203954,41.411347,"BUS -H14--",10,71,"Sant Martí","Provençals del Poblenou","",""
"K014","Transports i serveis relacionats","Autobusos diürns",428291.662,4581449.277,428199.75,4581248.351,2.141326,41.379554999999996,"BUS -109--",3,18,"Sants-Montjuïc","Sants","",""
"K014","Transports i serveis relacionats","Autobusos diürns",425747.499,4581246.5030000005,425655.61,4581045.579,2.110929,41.377497999999996,"BUS -M14--",4,20,"Les Corts","la Maternitat i Sant Ramon","",""
"K014","Transports i serveis relacionats","Autobusos diürns",431228.778,4580650.398,431136.839,4580449.478,2.176539,41.372617,"BUS -88-88B--",3,12,"Sants-Montjuïc","la Marina del Prat Vermell","",""
"K014","Transports i serveis relacionats","Autobusos diürns",428553.56,4577088.048,428461.644,4576887.162,2.144972,41.340299,"BUS -88-88B--",3,12,"Sants-Montjuïc","la Marina del Prat Vermell","",""
"K014","Transports i serveis relacionats","Autobusos diürns",427665.667,4583744.964,427573.761,4583544.016,2.133566,41.400175,"BUS -70-V11--",5,25,"Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova","",""
"K015","Transports i serveis relacionats","Autobusos nocturns",427671.934,4583468.767,427580.028,4583267.822,2.133674,41.397688,"NITBUS -N7--",5,26,"Sarrià-Sant Gervasi","Sant Gervasi - Galvany","",""
"K015","Transports i serveis relacionats","Autobusos nocturns",433516.223,4585441.078,433424.26399999997,4585240.113,2.203362,41.415957,"NITBUS -N2--",10,72,"Sant Martí","Sant Martí de Provençals","",""
"K014","Transports i serveis relacionats","Autobusos diürns",433220.45200000005,4585687.181,433128.49600000004,4585486.214,2.199796,41.418149,"BUS -33-H10--",10,72,"Sant Martí","Sant Martí de Provençals","",""
"K014","Transports i serveis relacionats","Autobusos diürns",429734.32399999996,4585819.08,429642.4,4585618.113,2.15807,41.419039,"BUS -22-119--",7,37,"Horta-Guinardó","el Carmel","",""
"K014","Transports i serveis relacionats","Autobusos diürns",427196.333,4582399.534,427104.43100000004,4582198.598999999,2.128114,41.388015,"BUS -70-V3--",4,19,"Les Corts","les Corts","",""
"K014","Transports i serveis relacionats","Autobusos diürns",428428.96,4585009.305,428337.04799999995,4584808.346,2.142547,41.411631,"BUS -V17-V19--",6,28,"Gràcia","Vallcarca i els Penitents","",""
"K015","Transports i serveis relacionats","Autobusos nocturns",429747.49799999996,4585834.552,429655.57399999996,4585633.585,2.158226,41.41918,"NITBUS -N4-N5--",7,37,"Horta-Guinardó","el Carmel","",""
"K014","Transports i serveis relacionats","Autobusos diürns",430123.13200000004,4586038.786,430031.20399999997,4585837.817,2.162696,41.421052,"BUS -24--",7,37,"Horta-Guinardó","el Carmel","",""
"K014","Transports i serveis relacionats","Autobusos diürns",429713.87700000004,4585816.03,429621.953,4585615.063,2.157825,41.41901,"BUS -24--",7,37,"Horta-Guinardó","el Carmel","",""
"K014","Transports i serveis relacionats","Autobusos diürns",429880.786,4583273.92,429788.86,4583072.976,2.1601169999999996,41.396128999999995,"BUS -7-22-24-V15--",2,7,"Eixample","la Dreta de l'Eixample","",""
"K014","Transports i serveis relacionats","Autobusos diürns",429769.06299999997,4583805.174,429677.138,4583604.225,2.158719,41.400904,"BUS -39--",6,31,"Gràcia","la Vila de Gràcia","",""
"K014","Transports i serveis relacionats","Autobusos diürns",431641.976,4588844.21,431550.035,4588643.214,2.180552,41.44645,"BUS -60--",8,53,"Nou Barris","la Trinitat Nova","",""
"K014","Transports i serveis relacionats","Autobusos diürns",430350.00200000004,4582353.833000001,430258.071,4582152.898,2.165836,41.387883,"BUS -54-H12-52--",2,7,"Eixample","la Dreta de l'Eixample","",""
"K014","Transports i serveis relacionats","Autobusos diürns",431308.052,4585160.723999999,431216.11299999995,4584959.762,2.176974,41.413246,"BUS -19-47-117-192-H8-V23-D50-191--",7,35,"Horta-Guinardó","el Guinardó","",""
"K014","Transports i serveis relacionats","Autobusos diürns",427138.011,4582451.085,427046.11,4582250.15,2.127411,41.388474,"BUS -7-33-63-67-78-L97-V5-M14-E97-E98-E79-E43-E30-175--",4,19,"Les Corts","les Corts","",""
"K015","Transports i serveis relacionats","Autobusos nocturns",428556.973,4580970.8889999995,428465.05799999996,4580769.967,2.144555,41.37527,"NITBUS -N14-N2-N28--",3,15,"Sants-Montjuïc","Hostafrancs","",""
"K015","Transports i serveis relacionats","Autobusos nocturns",430319.434,4582767.27,430227.50399999996,4582566.331,2.165422,41.391604,"NITBUS -N4-N6--",2,7,"Eixample","la Dreta de l'Eixample","",""
"K014","Transports i serveis relacionats","Autobusos diürns",427877.268,4579927.836,427785.359,4579726.924,2.136552,41.365815000000005,"BUS -46-65-79-109-L70-L72-L80-L81-L87-L94-L95-H12-H16--",3,16,"Sants-Montjuïc","la Bordeta","",""
"K014","Transports i serveis relacionats","Autobusos diürns",433499.8,4584573.424,433407.841,4584372.467,2.203261,41.408141,"BUS -B25-V27--",10,71,"Sant Martí","Provençals del Poblenou","",""
"K015","Transports i serveis relacionats","Autobusos nocturns",433499.8,4584573.424,433407.841,4584372.467,2.203261,41.408141,"NITBUS -N11-N8--",10,71,"Sant Martí","Provençals del Poblenou","",""
"K014","Transports i serveis relacionats","Autobusos diürns",429026.525,4581989.524,428934.606,4581788.592,2.15005,41.384485999999995,"BUS -109-H10--",2,9,"Eixample","la Nova Esquerra de l'Eixample","",""
"K015","Transports i serveis relacionats","Autobusos nocturns",430158.774,4580934.716,430066.844,4580733.794,2.163712,41.375085,"NITBUS -N0--",2,10,"Eixample","Sant Antoni","",""
"K014","Transports i serveis relacionats","Autobusos diürns",429242.164,4582643.579,429150.24299999996,4582442.641,2.1525529999999997,41.390396,"BUS -59-63--",2,8,"Eixample","l'Antiga Esquerra de l'Eixample","",""
"K014","Transports i serveis relacionats","Autobusos diürns",430447.32700000005,4580928.163,430355.395,4580727.241,2.167163,41.375051,"BUS -D20--",2,10,"Eixample","Sant Antoni","",""
"K015","Transports i serveis relacionats","Autobusos nocturns",432527.075,4585643.399,432435.125,4585442.432,2.191505,41.417697,"NITBUS -N9--",9,61,"Sant Andreu","la Sagrera","",""
"K014","Transports i serveis relacionats","Autobusos diürns",429573.00399999996,4582077.117,429481.08,4581876.183999999,2.156575,41.385323,"BUS -59-141-V11--",2,8,"Eixample","l'Antiga Esquerra de l'Eixample","",""
"K015","Transports i serveis relacionats","Autobusos nocturns",429573.00399999996,4582077.117,429481.08,4581876.183999999,2.156575,41.385323,"NITBUS -N12--",2,8,"Eixample","l'Antiga Esquerra de l'Eixample","",""
"K014","Transports i serveis relacionats","Autobusos diürns",428144.726,4580976.527,428052.815,4580775.605,2.139625,41.375284,"BUS -D20-V5-52--",3,18,"Sants-Montjuïc","Sants","",""
"K015","Transports i serveis relacionats","Autobusos nocturns",427027.99600000004,4583560.84,426936.096,4583359.893999999,2.125961,41.398459,"NITBUS -N7--",5,24,"Sarrià-Sant Gervasi","les Tres Torres","",""
"K015","Transports i serveis relacionats","Autobusos nocturns",428581.425,4586815.198,428489.51200000005,4586614.222,2.144157,41.427909,"NITBUS -N4--",7,41,"Horta-Guinardó","la Vall d'Hebron","",""
"K015","Transports i serveis relacionats","Autobusos nocturns",430909.987,4583406.911,430818.05100000004,4583205.966,2.172412,41.397416,"NITBUS -N1-N4--",2,7,"Eixample","la Dreta de l'Eixample","",""
"K014","Transports i serveis relacionats","Autobusos diürns",432499.151,4588053.826,432407.20200000005,4587852.837,2.1909009999999998,41.439403999999996,"BUS -126-H4-V31--",9,60,"Sant Andreu","Sant Andreu","",""
"K014","Transports i serveis relacionats","Autobusos diürns",431790.3,4586300.1,431698.357,4586099.1280000005,2.182615,41.423549,"BUS -V27-191--",9,62,"Sant Andreu","el Congrés i els Indians","",""
"K014","Transports i serveis relacionats","Autobusos diürns",431808.39200000005,4586304.371,431716.44899999996,4586103.399,2.182831,41.423589,"BUS -V27-191--",9,62,"Sant Andreu","el Congrés i els Indians","",""
"K015","Transports i serveis relacionats","Autobusos nocturns",432163.242,4586052.312,432071.29600000003,4585851.342,2.187106,41.421349,"NITBUS -N3--",9,61,"Sant Andreu","la Sagrera","",""
"K014","Transports i serveis relacionats","Autobusos diürns",432752.771,4589538.821,432660.82,4589337.818,2.193771,41.4528,"BUS -11-V31--",9,57,"Sant Andreu","la Trinitat Vella","",""
"K014","Transports i serveis relacionats","Autobusos diürns",432134.30700000003,4586116.659,432042.36100000003,4585915.688,2.1867520000000003,41.421926,"BUS -62-96-H8-V27--",9,61,"Sant Andreu","la Sagrera","",""
"K015","Transports i serveis relacionats","Autobusos nocturns",433289.516,4585218.831,433197.559,4585017.868,2.200675,41.413937,"NITBUS -N2--",10,72,"Sant Martí","Sant Martí de Provençals","",""
"K014","Transports i serveis relacionats","Autobusos diürns",432486.146,4586599.675,432394.19700000004,4586398.7,2.1909080000000003,41.426306,"BUS -34-126-H8-V31--",9,61,"Sant Andreu","la Sagrera","",""
"K014","Transports i serveis relacionats","Autobusos diürns",430230.385,4585944.768,430138.456,4585743.799,2.1639909999999998,41.420215,"BUS -22-119--",7,37,"Horta-Guinardó","el Carmel","",""
"K015","Transports i serveis relacionats","Autobusos nocturns",430894.992,4585759.783,430803.05700000003,4585558.816000001,2.171964,41.418606,"NITBUS -N6--",7,35,"Horta-Guinardó","el Guinardó","",""
"K014","Transports i serveis relacionats","Autobusos diürns",430611.229,4586746.455,430519.297,4586545.478999999,2.168455,41.427468,"BUS -19-V25--",8,44,"Nou Barris","Vilapicina i la Torre Llobeta","",""
"K014","Transports i serveis relacionats","Autobusos diürns",428453.256,4582551.433,428361.343,4582350.496,2.143128,41.389496,"BUS -27-D40--",4,19,"Les Corts","les Corts","",""
"K014","Transports i serveis relacionats","Autobusos diürns",429797.527,4580939.5430000005,429705.601,4580738.621,2.159392,41.375097,"BUS -D20-V9--",2,10,"Eixample","Sant Antoni","",""
"K014","Transports i serveis relacionats","Autobusos diürns",426146.314,4584164.585,426054.422,4583963.634,2.115341,41.403816,"BUS -130--",5,23,"Sarrià-Sant Gervasi","Sarrià","",""
"K014","Transports i serveis relacionats","Autobusos diürns",428733.971,4579886.489,428642.054,4579685.577,2.146799,41.365519,"BUS -150--",3,11,"Sants-Montjuïc","el Poble-sec","",""
"K014","Transports i serveis relacionats","Autobusos diürns",428000.367,4584060.172,427908.458,4583859.221,2.1375319999999998,41.403044,"BUS -V13--",5,25,"Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova","",""
"K014","Transports i serveis relacionats","Autobusos diürns",429442.19700000004,4587607.387,429350.276,4587406.403,2.1543650000000003,41.43512,"BUS -185--",7,43,"Horta-Guinardó","Horta","",""
"K015","Transports i serveis relacionats","Autobusos nocturns",428912.167,4582954.835,428820.25,4582753.893999999,2.1485689999999997,41.39317,"NITBUS -N7--",2,8,"Eixample","l'Antiga Esquerra de l'Eixample","",""
"K014","Transports i serveis relacionats","Autobusos diürns",428939.0,4583102.452,428847.08200000005,4582901.51,2.148873,41.394502,"BUS -V13--",5,26,"Sarrià-Sant Gervasi","Sant Gervasi - Galvany","",""
"K014","Transports i serveis relacionats","Autobusos diürns",428581.586,4583025.742,428489.672,4582824.801,2.144607,41.393778999999995,"BUS -68-V11--",5,26,"Sarrià-Sant Gervasi","Sant Gervasi - Galvany","",""
"K015","Transports i serveis relacionats","Autobusos nocturns",433471.48799999995,4582743.978999999,433379.528,4582543.039,2.2031240000000003,41.391662,"NITBUS -N6-N8-N28--",10,67,"Sant Martí","la Vila Olímpica del Poblenou","",""
"K015","Transports i serveis relacionats","Autobusos nocturns",431703.956,4584405.411,431612.013,4584204.456,2.181796,41.406477,"NITBUS -N9--",2,6,"Eixample","la Sagrada Família","",""
"K014","Transports i serveis relacionats","Autobusos diürns",429029.336,4584395.286,428937.41799999995,4584194.3319999995,2.149802,41.406154,"BUS -22-27-87-V17--",5,27,"Sarrià-Sant Gervasi","el Putxet i el Farró","",""
"K014","Transports i serveis relacionats","Autobusos diürns",429792.565,4581852.741,429700.63899999997,4581651.81,2.159227,41.383322,"BUS -59-141-V11--",2,8,"Eixample","l'Antiga Esquerra de l'Eixample","",""
"K014","Transports i serveis relacionats","Autobusos diürns",432701.232,4584794.101,432609.28,4584593.142,2.193683,41.410061999999996,"BUS -192--",10,65,"Sant Martí","el Clot","",""
"K014","Transports i serveis relacionats","Autobusos diürns",433661.015,4588020.076,433569.055,4587819.087,2.204811,41.439197,"BUS -11-H4--",9,59,"Sant Andreu","el Bon Pastor","",""
"K014","Transports i serveis relacionats","Autobusos diürns",429685.834,4582432.649,429593.909,4582231.713,2.157883,41.388535,"BUS -63-H10--",2,8,"Eixample","l'Antiga Esquerra de l'Eixample","",""
"K015","Transports i serveis relacionats","Autobusos nocturns",433606.231,4587841.044,433514.27200000006,4587640.057,2.204175,41.43758,"NITBUS -N8--",9,59,"Sant Andreu","el Bon Pastor","",""
"K014","Transports i serveis relacionats","Autobusos diürns",430827.89700000006,4588624.829,430735.964,4588423.835,2.170833,41.444404999999996,"BUS -27-D40--",8,49,"Nou Barris","Canyelles","",""
"K015","Transports i serveis relacionats","Autobusos nocturns",432170.973,4583031.465,432079.026,4582830.523,2.187537,41.394141999999995,"NITBUS -N0--",10,66,"Sant Martí","el Parc i la Llacuna del Poblenou","",""
"K014","Transports i serveis relacionats","Autobusos diürns",430400.941,4588312.2360000005,430309.011,4588111.245,2.1657580000000003,41.441552,"BUS -185--",8,49,"Nou Barris","Canyelles","",""
"K014","Transports i serveis relacionats","Autobusos diürns",430251.526,4583754.094,430159.596,4583553.146000001,2.1644959999999998,41.400486,"BUS -H8--",6,31,"Gràcia","la Vila de Gràcia","",""
"K014","Transports i serveis relacionats","Autobusos diürns",430225.559,4588626.69,430133.631,4588425.697,2.163623,41.444369,"BUS -82--",8,49,"Nou Barris","Canyelles","",""
"K014","Transports i serveis relacionats","Autobusos diürns",430980.27200000006,4589385.938999999,430888.33700000006,4589184.938,2.17257,41.451273,"BUS -82--",8,54,"Nou Barris","Torre Baró","",""
"K014","Transports i serveis relacionats","Autobusos diürns",430881.977,4589670.555,430790.04299999995,4589469.552,2.17136,41.453828,"BUS -82--",8,54,"Nou Barris","Torre Baró","",""
"K014","Transports i serveis relacionats","Autobusos diürns",431666.99799999996,4590454.697,431575.05700000003,4590253.686000001,2.180669,41.460957,"BUS -80-83-81--",8,54,"Nou Barris","Torre Baró","",""
"K014","Transports i serveis relacionats","Autobusos diürns",431228.31299999997,4589829.651000001,431136.376,4589628.646000001,2.175488,41.455290000000005,"BUS -83-199--",8,54,"Nou Barris","Torre Baró","",""
"K014","Transports i serveis relacionats","Autobusos diürns",431668.904,4591132.301,431576.964,4590931.284,2.180615,41.46706,"BUS -83--",8,56,"Nou Barris","Vallbona","",""
"K014","Transports i serveis relacionats","Autobusos diürns",428373.835,4577665.446,428281.92100000003,4577464.555,2.1427560000000003,41.345483,"BUS -V3--",3,12,"Sants-Montjuïc","la Marina del Prat Vermell","",""
"K014","Transports i serveis relacionats","Autobusos diürns",433723.159,4586178.523,433631.198,4585977.551,2.205757,41.422616,"BUS -H10--",10,73,"Sant Martí","la Verneda i la Pau","",""
"K014","Transports i serveis relacionats","Autobusos diürns",425326.388,4582301.23,425234.50299999997,4582100.297,2.105763,41.386958,"BUS -63-EP1-JM-V1-E44--",4,21,"Les Corts","Pedralbes","",""
"K014","Transports i serveis relacionats","Autobusos diürns",429027.511,4580990.02,428935.592,4580789.098,2.150179,41.375484,"BUS -13-91-109-L94-L95-H12-E95-52--",2,10,"Eixample","Sant Antoni","",""
"K014","Transports i serveis relacionats","Autobusos diürns",429025.234,4580791.853999999,428933.315,4580590.933,2.150175,41.373699,"BUS -150--",3,11,"Sants-Montjuïc","el Poble-sec","",""
"K014","Transports i serveis relacionats","Autobusos diürns",427306.685,4582946.541,427214.782,4582745.601,2.129368,41.392952,"BUS -V7--",5,23,"Sarrià-Sant Gervasi","Sarrià","",""
"K014","Transports i serveis relacionats","Autobusos diürns",430796.35299999994,4580738.51,430704.41799999995,4580537.589,2.171358,41.373373,"BUS -121--",3,11,"Sants-Montjuïc","el Poble-sec","",""
"K014","Transports i serveis relacionats","Autobusos diürns",429686.30799999996,4587663.409,429594.385,4587462.425,2.15728,41.435646000000006,"BUS -185--",7,43,"Horta-Guinardó","Horta","",""
"K014","Transports i serveis relacionats","Autobusos diürns",432647.492,4587381.517,432555.541,4587180.534,2.192752,41.433361,"BUS -11-V31--",9,60,"Sant Andreu","Sant Andreu","",""
"K014","Transports i serveis relacionats","Autobusos diürns",425819.409,4581975.3889999995,425727.52,4581774.458000001,2.111699,41.384069000000004,"BUS -113-V1--",4,20,"Les Corts","la Maternitat i Sant Ramon","",""
"K014","Transports i serveis relacionats","Autobusos diürns",426554.001,4583843.66,426462.106,4583642.712,2.120257,41.400963,"BUS -130--",5,23,"Sarrià-Sant Gervasi","Sarrià","",""
"K014","Transports i serveis relacionats","Autobusos diürns",430668.50700000004,4587046.243,430576.575,4586845.2639999995,2.169106,41.430172999999996,"BUS -122--",8,44,"Nou Barris","Vilapicina i la Torre Llobeta","",""
"K014","Transports i serveis relacionats","Autobusos diürns",425583.82899999997,4583177.061000001,425491.94200000004,4582976.119,2.108734,41.394870000000004,"BUS -113--",4,21,"Les Corts","Pedralbes","",""
"K014","Transports i serveis relacionats","Autobusos diürns",432633.98799999995,4585247.284,432542.037,4585046.321,2.192828,41.414138,"BUS -H10-V27--",10,65,"Sant Martí","el Clot","",""
"K015","Transports i serveis relacionats","Autobusos nocturns",432928.44899999996,4584952.006,432836.495,4584751.046,2.196384,41.411503,"NITBUS -N8--",10,65,"Sant Martí","el Clot","",""
"K014","Transports i serveis relacionats","Autobusos diürns",427885.166,4580376.541999999,427793.25700000004,4580175.626,2.136593,41.369857,"BUS -91-115--",3,16,"Sants-Montjuïc","la Bordeta","",""
"K014","Transports i serveis relacionats","Autobusos diürns",428658.711,4585230.797,428566.797,4585029.835,2.145269,41.413646,"BUS -129--",6,29,"Gràcia","el Coll","",""
"K014","Transports i serveis relacionats","Autobusos diürns",428585.50399999996,4585536.522,428493.59,4585335.558,2.144357,41.416393,"BUS -129--",6,28,"Gràcia","Vallcarca i els Penitents","",""
"K014","Transports i serveis relacionats","Autobusos diürns",426381.73,4583726.005,426289.836,4583525.058,2.118211,41.399888,"BUS -130--",5,23,"Sarrià-Sant Gervasi","Sarrià","",""
"K014","Transports i serveis relacionats","Autobusos diürns",426542.966,4583422.297,426451.071,4583221.353,2.120176,41.397166999999996,"BUS -130--",5,23,"Sarrià-Sant Gervasi","Sarrià","",""
"K014","Transports i serveis relacionats","Autobusos diürns",433714.37700000004,4584911.092,433622.416,4584710.132,2.205791,41.4112,"BUS -H14-V29--",10,71,"Sant Martí","Provençals del Poblenou","",""
"K014","Transports i serveis relacionats","Autobusos diürns",429484.00200000004,4588200.662,429392.081,4587999.673,2.1547959999999997,41.440467,"BUS -102-V25--",7,43,"Horta-Guinardó","Horta","",""
"K014","Transports i serveis relacionats","Autobusos diürns",426068.269,4581205.839,425976.37700000004,4581004.915,2.114769,41.377161,"BUS -54-D20-H8--",4,20,"Les Corts","la Maternitat i Sant Ramon","",""
"K014","Transports i serveis relacionats","Autobusos diürns",423624.98299999995,4585997.388,423533.115,4585796.421,2.084949,41.420087,"BUS -118--",5,22,"Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes","",""
"K014","Transports i serveis relacionats","Autobusos diürns",423793.357,4586176.484,423701.48799999995,4585975.515,2.086941,41.421715999999996,"BUS -118--",5,22,"Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes","",""
