"DISTRICTE","CODI_ILLA","SECC_CENS","BARRI","NOM_DISTRICTE","NOM_BARRI","AEB","HABITANTS","NUM_PARC","NUM_LOCALS","NUM_VIVENDES","NUM_PARKINGS","NUM_ALTRES","SUP_CONS","SUP_SOBRE_RASANT","SUP_SOTA_RASANT","SUP_LOCALS","SUP_SERVEIS","SUP_SOL","DATA_DADES"
2,5290,"014","05","Eixample","el Fort Pienc","022",1259,530,17173,10160,436,2246,1323069,1299422,23647,"","",229709,"02/04/2021 00:07:11"
2,5300,"015","05","Eixample","el Fort Pienc","022",1073,424,16984,9316,2580,1935,1536547,1463864,72683,"","",188303,"02/04/2021 00:07:11"
2,5310,"016","05","Eixample","el Fort Pienc","022",0,1,7,0,0,7,11620,11620,0,"","",12162,"02/04/2021 00:07:11"
2,5320,"010","05","Eixample","el Fort Pienc","021",1239,463,42273,16943,19520,2152,2770553,2422399,348154,"","",368451,"02/04/2021 00:07:11"
2,5330,"011","05","Eixample","el Fort Pienc","021",3,3,27,3,0,15,2604,2604,0,"","",837,"02/04/2021 00:07:11"
2,5340,"011","05","Eixample","el Fort Pienc","021",1130,469,30914,16947,9911,3484,2071941,1816755,255186,"","",325319,"02/04/2021 00:07:11"
2,5350,"012","05","Eixample","el Fort Pienc","021",1551,592,53579,30063,19754,2495,3288789,2954050,334739,"","",416613,"02/04/2021 00:07:11"
2,5361,"012","05","Eixample","el Fort Pienc","021",48,21,241,148,0,36,22805,22316,489,"","",22003,"02/04/2021 00:07:11"
2,5362,"013","05","Eixample","el Fort Pienc","021",0,1,0,0,0,0,0,0,0,"","",1845,"02/04/2021 00:07:11"
2,5363,"013","05","Eixample","el Fort Pienc","021",0,1,13,0,0,13,35327,24733,10594,"","",30007,"02/04/2021 00:07:11"
2,5364,"013","05","Eixample","el Fort Pienc","021",0,1,14,0,0,14,24965,19325,5640,"","",24508,"02/04/2021 00:07:11"
2,5365,"013","05","Eixample","el Fort Pienc","021",0,3,0,0,0,0,0,0,0,"","",21263,"02/04/2021 00:07:11"
2,5370,"013","05","Eixample","el Fort Pienc","021",666,294,16761,12801,2,3867,1656836,1601688,55148,"","",250674,"02/04/2021 00:07:11"
2,5380,"013","05","Eixample","el Fort Pienc","021",494,209,6551,4711,1,1324,410055,406891,3164,"","",59158,"02/04/2021 00:07:11"
2,12630,"077","07","Eixample","la Dreta de l'Eixample","033",71,39,679,190,86,343,149650,106545,43105,"","",20852,"02/04/2021 00:07:11"
2,12642,"077","07","Eixample","la Dreta de l'Eixample","033",0,1,0,0,0,0,0,0,0,"","",18687,"02/04/2021 00:07:11"
2,15011,"083","07","Eixample","la Dreta de l'Eixample","036",254,127,6999,2466,1874,2279,508782,424188,84594,"","",63988,"02/04/2021 00:07:11"
2,15012,"083","07","Eixample","la Dreta de l'Eixample","036",187,82,1658,865,85,409,244629,233215,11414,"","",36679,"02/04/2021 00:07:11"
2,15020,"083","07","Eixample","la Dreta de l'Eixample","036",522,243,6416,4176,129,1245,1096326,894401,201925,"","",151232,"02/04/2021 00:07:11"
2,15030,"084","08","Eixample","l'Antiga Esquerra de l'Eixample","037",454,184,5189,2195,1479,691,489400,431010,58390,"","",87117,"02/04/2021 00:07:11"
2,15040,"084","08","Eixample","l'Antiga Esquerra de l'Eixample","037",420,194,3710,2015,479,654,382893,349473,33420,"","",81432,"02/04/2021 00:07:11"
2,15050,"084","08","Eixample","l'Antiga Esquerra de l'Eixample","037",627,273,5182,3055,138,1179,596644,583714,12930,"","",110555,"02/04/2021 00:07:11"
2,15060,"084","08","Eixample","l'Antiga Esquerra de l'Eixample","037",595,272,4615,2175,152,770,486304,475537,10767,"","",97598,"02/04/2021 00:07:11"
2,15070,"083","07","Eixample","la Dreta de l'Eixample","036",363,164,6875,2555,2167,1789,688301,595735,92566,"","",119708,"02/04/2021 00:07:11"
2,15080,"083","07","Eixample","la Dreta de l'Eixample","036",230,104,1955,1056,4,645,340871,323662,17209,"","",62092,"02/04/2021 00:07:11"
2,15090,"083","07","Eixample","la Dreta de l'Eixample","036",20,10,176,15,0,77,41751,34693,7058,"","",4329,"02/04/2021 00:07:11"
2,15100,"083","07","Eixample","la Dreta de l'Eixample","036",285,139,4121,2960,108,936,544152,466936,77216,"","",71049,"02/04/2021 00:07:11"
2,15110,"085","08","Eixample","l'Antiga Esquerra de l'Eixample","037",485,225,4019,1896,356,885,482056,475310,6746,"","",99358,"02/04/2021 00:07:11"
2,15120,"085","08","Eixample","l'Antiga Esquerra de l'Eixample","037",582,279,23811,9961,11835,1356,1549186,1138361,410825,"","",172742,"02/04/2021 00:07:11"
2,15131,"085","08","Eixample","l'Antiga Esquerra de l'Eixample","037",286,126,3940,2014,911,620,401775,374936,26839,"","",68433,"02/04/2021 00:07:11"
2,15132,"085","08","Eixample","l'Antiga Esquerra de l'Eixample","037",0,1,0,0,0,0,0,0,0,"","",147,"02/04/2021 00:07:11"
2,15141,"085","08","Eixample","l'Antiga Esquerra de l'Eixample","037",76,35,542,159,0,156,103769,102084,1685,"","",14561,"02/04/2021 00:07:11"
2,15142,"083","07","Eixample","la Dreta de l'Eixample","036",0,1,0,0,0,0,0,0,0,"","",121,"02/04/2021 00:07:11"
2,15220,"087","08","Eixample","l'Antiga Esquerra de l'Eixample","037",859,373,11175,8088,330,1435,1169122,1028923,140199,"","",167448,"02/04/2021 00:07:11"
2,15230,"102","08","Eixample","l'Antiga Esquerra de l'Eixample","042",864,394,14080,9077,3131,1592,1190062,1112467,77595,"","",181158,"02/04/2021 00:07:11"
2,15240,"087","08","Eixample","l'Antiga Esquerra de l'Eixample","037",603,251,6789,4364,352,1194,714780,706203,8577,"","",132130,"02/04/2021 00:07:11"
2,15250,"102","08","Eixample","l'Antiga Esquerra de l'Eixample","042",520,219,7390,4712,0,2656,740742,693839,46903,"","",122017,"02/04/2021 00:07:11"
2,15263,"103","08","Eixample","l'Antiga Esquerra de l'Eixample","042",0,3,28,0,2,26,143863,118195,25668,"","",34435,"02/04/2021 00:07:11"
2,15271,"103","08","Eixample","l'Antiga Esquerra de l'Eixample","042",368,187,3629,2584,102,605,241175,238275,2900,"","",42431,"02/04/2021 00:07:11"
2,15272,"103","08","Eixample","l'Antiga Esquerra de l'Eixample","042",465,205,13227,4596,65,8082,797154,699238,97916,"","",88889,"02/04/2021 00:07:11"
2,15280,"103","08","Eixample","l'Antiga Esquerra de l'Eixample","042",826,366,10536,6870,920,1065,904597,859807,44790,"","",135988,"02/04/2021 00:07:11"
2,15290,"104","08","Eixample","l'Antiga Esquerra de l'Eixample","042",1191,499,62275,43938,11555,6782,6697019,5100032,1596987,"","",813345,"02/04/2021 00:07:11"
2,15300,"105","08","Eixample","l'Antiga Esquerra de l'Eixample","042",1227,549,32971,17740,7543,4207,2517210,2220155,297055,"","",317145,"02/04/2021 00:07:11"
2,15310,"105","08","Eixample","l'Antiga Esquerra de l'Eixample","042",893,366,10273,4519,2120,1269,901343,849665,51678,"","",156852,"02/04/2021 00:07:11"
2,15320,"086","08","Eixample","l'Antiga Esquerra de l'Eixample","037",829,350,10277,4429,2493,1151,884393,814839,69554,"","",165379,"02/04/2021 00:07:11"
2,15330,"086","08","Eixample","l'Antiga Esquerra de l'Eixample","037",544,214,7496,3715,2364,1058,787082,711175,75907,"","",126993,"02/04/2021 00:07:11"
2,15340,"106","08","Eixample","l'Antiga Esquerra de l'Eixample","043",838,344,18223,9339,5638,2212,1666796,1483390,183406,"","",239115,"02/04/2021 00:07:11"
2,15350,"107","08","Eixample","l'Antiga Esquerra de l'Eixample","043",753,303,10770,7467,322,2414,1216558,1047430,169128,"","",180253,"02/04/2021 00:07:11"
2,15360,"108","08","Eixample","l'Antiga Esquerra de l'Eixample","043",632,280,10633,6280,946,2099,909482,770126,139356,"","",138235,"02/04/2021 00:07:11"
2,15370,"108","08","Eixample","l'Antiga Esquerra de l'Eixample","043",850,367,15595,12518,632,2300,1883053,1734237,148816,"","",221223,"02/04/2021 00:07:11"
2,15380,"107","08","Eixample","l'Antiga Esquerra de l'Eixample","043",787,350,45660,21520,18007,4963,3575179,3337484,237695,"","",505261,"02/04/2021 00:07:11"
2,15391,"106","08","Eixample","l'Antiga Esquerra de l'Eixample","043",289,139,2479,1366,0,455,369698,333658,36040,"","",55176,"02/04/2021 00:07:11"
2,15392,"106","08","Eixample","l'Antiga Esquerra de l'Eixample","043",278,129,1587,899,60,270,117272,114198,3074,"","",19258,"02/04/2021 00:07:11"
2,15400,"086","08","Eixample","l'Antiga Esquerra de l'Eixample","037",73,33,1026,281,224,361,136701,130499,6202,"","",20959,"02/04/2021 00:07:11"
2,15451,"107","08","Eixample","l'Antiga Esquerra de l'Eixample","043",88,39,1734,166,738,194,192331,167306,25025,"","",26107,"02/04/2021 00:07:11"
2,15452,"106","08","Eixample","l'Antiga Esquerra de l'Eixample","043",0,1,0,0,0,0,0,0,0,"","",143,"02/04/2021 00:07:11"
2,15460,"108","08","Eixample","l'Antiga Esquerra de l'Eixample","043",146,54,4285,768,2760,678,350023,223645,126378,"","",34986,"02/04/2021 00:07:11"
2,15470,"118","09","Eixample","la Nova Esquerra de l'Eixample","045",829,339,23727,9672,9407,4022,1671308,1403995,267313,"","",197228,"02/04/2021 00:07:11"
2,15480,"119","09","Eixample","la Nova Esquerra de l'Eixample","045",1278,548,39072,27108,7396,4441,3619834,3175773,444061,"","",432585,"02/04/2021 00:07:11"
2,15490,"120","09","Eixample","la Nova Esquerra de l'Eixample","045",1156,502,23748,15880,3710,2754,2211905,1892009,319896,"","",318524,"02/04/2021 00:07:11"
2,15500,"122","09","Eixample","la Nova Esquerra de l'Eixample","045",1032,430,53909,17998,26626,7944,3173572,2288880,884692,"","",399540,"02/04/2021 00:07:11"
2,15510,"123","09","Eixample","la Nova Esquerra de l'Eixample","045",1108,522,19254,14288,2459,1897,1444519,1371639,72880,"","",251074,"02/04/2021 00:07:11"
2,15520,"115","09","Eixample","la Nova Esquerra de l'Eixample","045",1352,583,20821,18183,457,2071,1760730,1661280,99450,"","",292137,"02/04/2021 00:07:11"
2,15530,"116","09","Eixample","la Nova Esquerra de l'Eixample","045",1011,413,24164,11536,10174,1716,1759107,1479977,279130,"","",244338,"02/04/2021 00:07:11"
2,15540,"117","09","Eixample","la Nova Esquerra de l'Eixample","045",1223,502,32413,16491,10247,3260,2721884,2209946,511938,"","",351703,"02/04/2021 00:07:11"
2,15550,"110","09","Eixample","la Nova Esquerra de l'Eixample","044",21,2,72,0,0,72,97354,85721,11633,"","",59419,"02/04/2021 00:07:11"
2,15560,"114","09","Eixample","la Nova Esquerra de l'Eixample","044",1161,489,27961,18906,4743,2671,2476166,2259235,216931,"","",310465,"02/04/2021 00:07:11"
2,15570,"114","09","Eixample","la Nova Esquerra de l'Eixample","044",530,256,29190,9482,13051,5277,1491918,1104414,387504,"","",221491,"02/04/2021 00:07:11"
2,15580,"113","09","Eixample","la Nova Esquerra de l'Eixample","044",954,392,32795,28070,2412,2313,3985829,3622805,363024,"","",560985,"02/04/2021 00:07:11"
2,15590,"113","09","Eixample","la Nova Esquerra de l'Eixample","044",1263,507,84373,30651,46804,5854,5161179,4080301,1080878,"","",607784,"02/04/2021 00:07:11"
2,15600,"125","09","Eixample","la Nova Esquerra de l'Eixample","046",1284,526,48135,35408,6495,6022,4638524,4057636,580888,"","",571718,"02/04/2021 00:07:11"
2,15610,"112","09","Eixample","la Nova Esquerra de l'Eixample","044",258,112,21840,14112,6832,896,2203824,1770832,432992,"","",216384,"02/04/2021 00:07:11"
2,15611,"112","09","Eixample","la Nova Esquerra de l'Eixample","044",0,1,318,0,318,0,7199,68,7131,"","",68,"02/04/2021 00:07:11"
2,15620,"112","09","Eixample","la Nova Esquerra de l'Eixample","044",1051,444,92466,30886,56189,5391,5917989,4741835,1176154,"","",709624,"02/04/2021 00:07:11"
2,15631,"111","09","Eixample","la Nova Esquerra de l'Eixample","044",467,199,7615,4387,1711,695,590722,533784,56938,"","",77109,"02/04/2021 00:07:11"
2,15632,"111","09","Eixample","la Nova Esquerra de l'Eixample","044",522,229,7928,4048,1977,1055,576709,506560,70149,"","",86841,"02/04/2021 00:07:11"
2,15640,"110","09","Eixample","la Nova Esquerra de l'Eixample","044",319,137,5803,2842,2021,586,458591,353549,105042,"","",57896,"02/04/2021 00:07:11"
2,15650,"110","09","Eixample","la Nova Esquerra de l'Eixample","044",472,208,9159,5285,2613,1159,676132,603544,72588,"","",83640,"02/04/2021 00:07:11"
2,15660,"109","08","Eixample","l'Antiga Esquerra de l'Eixample","043",0,2,10,0,0,10,3501,3501,0,"","",3197,"02/04/2021 00:07:11"
2,15670,"109","08","Eixample","l'Antiga Esquerra de l'Eixample","043",1062,446,17351,11876,64,2173,1992529,1903555,88974,"","",292402,"02/04/2021 00:07:11"
2,15680,"110","09","Eixample","la Nova Esquerra de l'Eixample","044",1109,478,21820,13536,5016,2106,1599661,1459881,139780,"","",227263,"02/04/2021 00:07:11"
2,15690,"111","09","Eixample","la Nova Esquerra de l'Eixample","044",847,384,15392,9433,3765,1484,1261202,1160678,100524,"","",163973,"02/04/2021 00:07:11"
2,15731,"109","08","Eixample","l'Antiga Esquerra de l'Eixample","043",194,87,21228,8439,10527,2262,1776279,1482480,293799,"","",188616,"02/04/2021 00:07:11"
2,15732,"109","08","Eixample","l'Antiga Esquerra de l'Eixample","043",0,1,0,0,0,0,0,0,0,"","",1286,"02/04/2021 00:07:11"
2,15740,"109","08","Eixample","l'Antiga Esquerra de l'Eixample","043",817,350,15906,10131,965,2845,1733797,1595581,138216,"","",191647,"02/04/2021 00:07:11"
2,20880,"170","10","Eixample","Sant Antoni","055",642,276,10003,6167,2426,999,761931,671902,90029,"","",96632,"02/04/2021 00:07:11"
2,20890,"170","10","Eixample","Sant Antoni","055",908,378,54120,40600,3674,9846,4064921,3675445,389476,"","",520111,"02/04/2021 00:07:11"
2,20900,"171","10","Eixample","Sant Antoni","055",709,309,13113,8596,2757,1473,1216947,1037782,179165,"","",157474,"02/04/2021 00:07:11"
2,20910,"169","10","Eixample","Sant Antoni","055",859,369,15970,5884,6885,1586,1120116,995896,124220,"","",168765,"02/04/2021 00:07:11"
2,20920,"172","10","Eixample","Sant Antoni","055",723,325,12399,9958,419,1623,1002220,992373,9847,"","",152505,"02/04/2021 00:07:11"
2,20930,"171","10","Eixample","Sant Antoni","055",981,392,13566,6961,3456,1216,1017242,961598,55644,"","",137852,"02/04/2021 00:07:11"
2,20940,"173","10","Eixample","Sant Antoni","055",657,312,8455,5193,1770,865,699128,616870,82258,"","",97871,"02/04/2021 00:07:11"
2,20950,"172","10","Eixample","Sant Antoni","055",896,376,7696,5580,82,1288,607563,606747,816,"","",120371,"02/04/2021 00:07:11"
2,20960,"169","10","Eixample","Sant Antoni","055",714,332,5921,3351,0,1475,480599,465912,14687,"","",105208,"02/04/2021 00:07:11"
2,20970,"168","10","Eixample","Sant Antoni","054",0,1,954,0,0,954,6796,6728,68,"","",11230,"02/04/2021 00:07:11"
2,20980,"168","10","Eixample","Sant Antoni","054",964,417,15963,5538,5654,2423,1002098,878723,123375,"","",162999,"02/04/2021 00:07:11"
2,20990,"168","10","Eixample","Sant Antoni","054",1065,446,40717,23013,12690,3960,2446556,2187569,258987,"","",326512,"02/04/2021 00:07:11"
2,21000,"167","10","Eixample","Sant Antoni","054",924,392,48958,14408,30061,3848,2404782,1710564,694218,"","",296030,"02/04/2021 00:07:11"
2,21010,"167","10","Eixample","Sant Antoni","054",1221,480,15563,11895,730,2299,1779336,1437634,341702,"","",244739,"02/04/2021 00:07:11"
2,21023,"166","10","Eixample","Sant Antoni","054",808,341,6559,4291,63,1238,579835,574701,5134,"","",100899,"02/04/2021 00:07:11"
2,21030,"162","10","Eixample","Sant Antoni","052",1407,602,20023,15073,954,1647,1621441,1548190,73251,"","",228568,"02/04/2021 00:07:11"
2,21040,"161","10","Eixample","Sant Antoni","052",1188,481,17857,10161,4882,1289,1424893,1197587,227306,"","",218451,"02/04/2021 00:07:11"
2,21050,"158","10","Eixample","Sant Antoni","052",914,386,19056,13888,2982,2010,1835103,1579224,255879,"","",235353,"02/04/2021 00:07:11"
2,21060,"159","10","Eixample","Sant Antoni","052",912,368,8838,5542,600,1386,808266,742738,65528,"","",150001,"02/04/2021 00:07:11"
2,21070,"160","10","Eixample","Sant Antoni","052",983,420,17628,9320,5075,2058,1367503,1239115,128388,"","",227330,"02/04/2021 00:07:11"
2,21080,"160","10","Eixample","Sant Antoni","052",1042,448,27757,12928,9663,3872,1805069,1541005,264064,"","",242841,"02/04/2021 00:07:11"
2,21090,"173","10","Eixample","Sant Antoni","055",909,371,17912,9759,3927,3015,1292103,1158980,133123,"","",173501,"02/04/2021 00:07:11"
2,21100,"156","10","Eixample","Sant Antoni","051",1294,554,45132,30681,8430,5417,4371169,3741494,629675,"","",647067,"02/04/2021 00:07:11"
2,21110,"157","10","Eixample","Sant Antoni","051",608,255,7222,5359,525,946,590047,564227,25820,"","",73903,"02/04/2021 00:07:11"
2,21120,"155","10","Eixample","Sant Antoni","051",765,306,8871,5939,1923,736,675681,634277,41404,"","",106346,"02/04/2021 00:07:11"
2,21130,"155","10","Eixample","Sant Antoni","051",1123,468,17075,10854,2159,2655,1376304,1303333,72971,"","",222778,"02/04/2021 00:07:11"
2,21140,"154","10","Eixample","Sant Antoni","051",733,292,21782,9588,10512,1422,1304276,1022895,281381,"","",126643,"02/04/2021 00:07:11"
2,21150,"154","10","Eixample","Sant Antoni","051",337,130,3458,942,0,807,234552,233724,828,"","",33575,"02/04/2021 00:07:11"
2,21160,"150","10","Eixample","Sant Antoni","051",501,198,6023,3864,0,1001,523226,523226,0,"","",63646,"02/04/2021 00:07:11"
2,21170,"150","10","Eixample","Sant Antoni","051",54,24,434,193,0,109,42160,42160,0,"","",5438,"02/04/2021 00:07:11"
2,21180,"151","10","Eixample","Sant Antoni","051",537,230,14128,5889,5630,812,986407,798988,187419,"","",139981,"02/04/2021 00:07:11"
2,21190,"153","10","Eixample","Sant Antoni","051",1333,569,56617,24453,11006,21158,3444497,3020484,424013,"","",361503,"02/04/2021 00:07:11"
2,21200,"157","10","Eixample","Sant Antoni","051",635,254,11756,5879,0,2256,986627,928411,58216,"","",120887,"02/04/2021 00:07:11"
2,21210,"158","10","Eixample","Sant Antoni","052",688,285,9724,4654,2696,1143,704659,604151,100508,"","",106153,"02/04/2021 00:07:11"
2,21220,"159","10","Eixample","Sant Antoni","052",1093,414,37696,15142,16667,4417,2571759,1951598,620161,"","",322428,"02/04/2021 00:07:11"
2,21230,"152","10","Eixample","Sant Antoni","051",1293,518,69124,24082,26850,17230,3822254,3095826,726428,"","",466664,"02/04/2021 00:07:11"
2,21240,"151","10","Eixample","Sant Antoni","051",957,390,14745,7420,3441,2962,1113572,1000686,112886,"","",167126,"02/04/2021 00:07:11"
2,21250,"150","10","Eixample","Sant Antoni","051",623,236,6341,4217,0,1371,523987,511865,12122,"","",89445,"02/04/2021 00:07:11"
2,21260,"150","10","Eixample","Sant Antoni","051",376,158,8201,4723,1344,1776,703972,643639,60333,"","",91091,"02/04/2021 00:07:11"
2,25011,"053","06","Eixample","la Sagrada Família","027",371,183,5812,2978,1870,715,386263,326512,59751,"","",54256,"02/04/2021 00:07:11"
2,25012,"053","06","Eixample","la Sagrada Família","027",600,267,20111,9511,8581,1769,1381875,917712,464163,"","",135095,"02/04/2021 00:07:11"
2,25021,"052","06","Eixample","la Sagrada Família","027",571,229,4654,3204,748,548,362251,316251,46000,"","",61944,"02/04/2021 00:07:11"
2,25022,"052","06","Eixample","la Sagrada Família","027",422,181,2865,1911,0,483,196241,191797,4444,"","",36387,"02/04/2021 00:07:11"
2,25023,"052","06","Eixample","la Sagrada Família","027",0,1,0,0,0,0,0,0,0,"","",12603,"02/04/2021 00:07:11"
2,25031,"051","06","Eixample","la Sagrada Família","027",323,138,1908,1062,0,111,135420,135420,0,"","",27497,"02/04/2021 00:07:11"
2,25032,"051","06","Eixample","la Sagrada Família","027",725,297,24987,7648,13629,2720,1266053,998636,267417,"","",155435,"02/04/2021 00:07:11"
2,25040,"050","06","Eixample","la Sagrada Família","027",784,352,10804,5825,2274,1224,691930,611208,80722,"","",103850,"02/04/2021 00:07:11"
2,25050,"026","06","Eixample","la Sagrada Família","024",1094,441,22275,11084,8483,1376,1455184,1238327,216857,"","",192147,"02/04/2021 00:07:11"
2,25060,"028","06","Eixample","la Sagrada Família","024",1080,446,25785,14241,9019,2474,1833941,1572347,261594,"","",277131,"02/04/2021 00:07:11"
2,25071,"028","06","Eixample","la Sagrada Família","024",653,289,19325,7116,9837,393,1092041,893477,198564,"","",183222,"02/04/2021 00:07:11"
2,25072,"028","06","Eixample","la Sagrada Família","024",358,153,3482,2638,429,78,209838,196674,13164,"","",38575,"02/04/2021 00:07:11"
2,25080,"031","06","Eixample","la Sagrada Família","024",1054,436,103355,84109,4725,14236,11317838,9556982,1760856,"","",1684915,"02/04/2021 00:07:11"
2,25171,"032","06","Eixample","la Sagrada Família","024",350,143,5429,3574,1120,705,490193,440057,50136,"","",65652,"02/04/2021 00:07:11"
2,25172,"032","06","Eixample","la Sagrada Família","024",502,213,8519,4746,2512,1039,579317,489681,89636,"","",92762,"02/04/2021 00:07:11"
2,25181,"032","06","Eixample","la Sagrada Família","024",150,39,1000,615,177,163,78397,69291,9106,"","",12128,"02/04/2021 00:07:11"
2,25182,"032","06","Eixample","la Sagrada Família","024",152,78,1157,259,20,296,74276,73070,1206,"","",21042,"02/04/2021 00:07:11"
2,25190,"027","06","Eixample","la Sagrada Família","024",1222,515,30630,15170,9035,2439,2155736,1975037,180699,"","",309301,"02/04/2021 00:07:11"
2,25200,"027","06","Eixample","la Sagrada Família","024",902,343,20276,8854,5062,3908,1423253,1318691,104562,"","",173782,"02/04/2021 00:07:11"
2,25210,"049","06","Eixample","la Sagrada Família","027",110,55,894,651,0,171,60805,60805,0,"","",21226,"02/04/2021 00:07:11"
2,25220,"049","06","Eixample","la Sagrada Família","027",1,2,13,0,0,13,3448,2286,1162,"","",14631,"02/04/2021 00:07:11"
2,25230,"053","06","Eixample","la Sagrada Família","027",659,306,13632,6972,2260,2085,1173752,1074893,98859,"","",200387,"02/04/2021 00:07:11"
2,25240,"054","06","Eixample","la Sagrada Família","027",908,365,57203,31874,20369,4277,5224105,3899646,1324459,"","",527846,"02/04/2021 00:07:11"
2,25250,"054","06","Eixample","la Sagrada Família","027",1008,429,15251,9682,3685,1082,1101613,987023,114590,"","",176889,"02/04/2021 00:07:11"
2,25261,"049","06","Eixample","la Sagrada Família","027",556,234,8921,2298,2257,714,579126,502466,76660,"","",78330,"02/04/2021 00:07:11"
2,25262,"049","06","Eixample","la Sagrada Família","027",531,232,15688,6779,6480,2312,1161390,958560,202830,"","",152755,"02/04/2021 00:07:11"
2,25270,"049","06","Eixample","la Sagrada Família","027",360,161,2934,2151,91,394,209481,199835,9646,"","",33217,"02/04/2021 00:07:11"
2,25280,"049","06","Eixample","la Sagrada Família","027",569,248,6648,3768,0,862,526582,515704,10878,"","",77686,"02/04/2021 00:07:11"
2,25290,"035","06","Eixample","la Sagrada Família","025",1277,570,35140,18584,11661,1737,2554262,2147765,406497,"","",409643,"02/04/2021 00:07:11"
2,25300,"034","06","Eixample","la Sagrada Família","025",1226,541,18250,11508,2276,1769,1255469,1192133,63336,"","",185019,"02/04/2021 00:07:11"
2,25311,"033","06","Eixample","la Sagrada Família","025",1190,525,19204,14488,1940,1825,1481645,1411407,70238,"","",187878,"02/04/2021 00:07:11"
2,25312,"033","06","Eixample","la Sagrada Família","025",13,11,16,11,0,3,494,494,0,"","",528,"02/04/2021 00:07:11"
2,25320,"038","06","Eixample","la Sagrada Família","025",1111,450,107454,33158,69765,3932,6992758,4413475,2579283,"","",765537,"02/04/2021 00:07:11"
2,25420,"038","06","Eixample","la Sagrada Família","025",0,1,37,0,0,37,36961,30090,6871,"","",12826,"02/04/2021 00:07:11"
2,25430,"037","06","Eixample","la Sagrada Família","025",1212,493,57584,17853,36422,2371,2592659,2049574,543085,"","",315622,"02/04/2021 00:07:11"
2,25441,"036","06","Eixample","la Sagrada Família","025",121,58,872,593,4,203,82920,81857,1063,"","",14224,"02/04/2021 00:07:11"
2,25442,"036","06","Eixample","la Sagrada Família","025",651,270,21203,10751,8240,1626,1573545,1343715,229830,"","",183278,"02/04/2021 00:07:11"
2,25450,"036","06","Eixample","la Sagrada Família","025",428,176,4480,2701,578,793,361779,333259,28520,"","",51783,"02/04/2021 00:07:11"
2,25460,"047","06","Eixample","la Sagrada Família","026",643,246,7541,4134,0,1005,602580,584228,18352,"","",90343,"02/04/2021 00:07:11"
2,25470,"047","06","Eixample","la Sagrada Família","026",1319,539,48662,24797,18913,2688,3449327,2922734,526593,"","",464371,"02/04/2021 00:07:11"
2,25480,"048","06","Eixample","la Sagrada Família","026",1313,539,20270,11103,4219,1053,1522033,1395162,126871,"","",231465,"02/04/2021 00:07:11"
2,25530,"044","06","Eixample","la Sagrada Família","026",1309,524,101053,45687,50629,3371,5525088,4735425,789663,"","",694167,"02/04/2021 00:07:11"
2,25540,"045","06","Eixample","la Sagrada Família","026",1167,480,20516,12099,3784,2215,1635473,1480493,154980,"","",220841,"02/04/2021 00:07:11"
2,25551,"046","06","Eixample","la Sagrada Família","026",1477,606,20840,19722,58,594,1645346,1645346,0,"","",233930,"02/04/2021 00:07:11"
2,25560,"046","06","Eixample","la Sagrada Família","026",470,193,4598,4277,0,321,435780,435780,0,"","",80011,"02/04/2021 00:07:11"
2,25570,"039","06","Eixample","la Sagrada Família","025",526,228,6053,4940,0,242,487533,483228,4305,"","",71560,"02/04/2021 00:07:11"
2,25580,"039","06","Eixample","la Sagrada Família","025",1227,519,18498,10246,1868,4111,1247237,1194250,52987,"","",200889,"02/04/2021 00:07:11"
2,25590,"038","06","Eixample","la Sagrada Família","025",446,205,2576,1583,324,333,198268,187858,10410,"","",34694,"02/04/2021 00:07:11"
2,25680,"040","06","Eixample","la Sagrada Família","025",1158,511,16794,9348,5531,1491,1019060,929326,89734,"","",158101,"02/04/2021 00:07:11"
2,25690,"040","06","Eixample","la Sagrada Família","025",548,238,5984,2836,0,1256,389788,384064,5724,"","",57300,"02/04/2021 00:07:11"
2,25700,"041","06","Eixample","la Sagrada Família","026",533,241,5029,2978,3,984,327882,316975,10907,"","",53417,"02/04/2021 00:07:11"
2,25710,"041","06","Eixample","la Sagrada Família","026",1156,469,80877,32516,41357,6697,5606292,4496373,1109919,"","",640282,"02/04/2021 00:07:11"
2,25720,"042","06","Eixample","la Sagrada Família","026",1090,473,30014,19240,7954,2690,2454883,2150230,304653,"","",323773,"02/04/2021 00:07:11"
2,25730,"042","06","Eixample","la Sagrada Família","026",526,230,31695,13073,16130,2484,1855069,1468603,386466,"","",224752,"02/04/2021 00:07:11"
2,25740,"043","06","Eixample","la Sagrada Família","026",1502,598,47648,17951,25153,2693,2838763,2201885,636878,"","",375402,"02/04/2021 00:07:11"
2,40140,"001","05","Eixample","el Fort Pienc","020",0,1,56,0,10,46,41866,30306,11560,"","",10469,"02/04/2021 00:07:11"
2,40152,"001","05","Eixample","el Fort Pienc","020",0,1,0,0,0,0,0,0,0,"","",4438,"02/04/2021 00:07:11"
2,40153,"001","05","Eixample","el Fort Pienc","020",190,90,5982,1106,2120,748,315598,245886,69712,"","",75428,"02/04/2021 00:07:11"
2,40154,"001","05","Eixample","el Fort Pienc","020",43,26,397,121,1,41,54137,49251,4886,"","",67649,"02/04/2021 00:07:11"
2,40155,"003","05","Eixample","el Fort Pienc","020",124,8,25,0,2,23,22879,17314,5565,"","",12022,"02/04/2021 00:07:11"
