"Any","Codi_districte","Nom_districte","Codi_barri","Nom_barri","Seccio_censal","Us_del_local","Superficie_m2"
2020,1,"Ciutat Vella",1,"el Raval",1,"Habitatge",62599
2020,1,"Ciutat Vella",1,"el Raval",1,"Aparcaments",3027
2020,1,"Ciutat Vella",1,"el Raval",1,"Comerç",5728
2020,1,"Ciutat Vella",1,"el Raval",1,"Magatzem",14609
2020,1,"Ciutat Vella",1,"el Raval",1,"Oficina",14433
2020,1,"Ciutat Vella",1,"el Raval",1,"Hotel",3379
2020,1,"Ciutat Vella",1,"el Raval",1,"Ensenyament",26899
2020,1,"Ciutat Vella",1,"el Raval",1,"Sanitat",2897
2020,1,"Ciutat Vella",1,"el Raval",1,"Religiós",688
2020,1,"Ciutat Vella",1,"el Raval",1,"Adm.Pública",11449
2020,1,"Ciutat Vella",1,"el Raval",1,"Espectacles",319
2020,1,"Ciutat Vella",1,"el Raval",2,"Habitatge",50667
2020,1,"Ciutat Vella",1,"el Raval",2,"Aparcaments",934
2020,1,"Ciutat Vella",1,"el Raval",2,"Comerç",5577
2020,1,"Ciutat Vella",1,"el Raval",2,"Magatzem",5803
2020,1,"Ciutat Vella",1,"el Raval",2,"Oficina",925
2020,1,"Ciutat Vella",1,"el Raval",2,"Hotel",16219
2020,1,"Ciutat Vella",1,"el Raval",2,"Ensenyament",9581
2020,1,"Ciutat Vella",1,"el Raval",2,"Esportiu",1960
2020,1,"Ciutat Vella",1,"el Raval",2,"Espectacles",5802
2020,1,"Ciutat Vella",1,"el Raval",3,"Habitatge",78614
2020,1,"Ciutat Vella",1,"el Raval",3,"Aparcaments",12149
2020,1,"Ciutat Vella",1,"el Raval",3,"Comerç",10675
2020,1,"Ciutat Vella",1,"el Raval",3,"Magatzem",5560
2020,1,"Ciutat Vella",1,"el Raval",3,"Oficina",5340
2020,1,"Ciutat Vella",1,"el Raval",3,"Hotel",12806
2020,1,"Ciutat Vella",1,"el Raval",3,"Ensenyament",135
2020,1,"Ciutat Vella",1,"el Raval",3,"Sanitat",6232
2020,1,"Ciutat Vella",1,"el Raval",3,"Esportiu",20
2020,1,"Ciutat Vella",1,"el Raval",3,"Espectacles",257
2020,1,"Ciutat Vella",1,"el Raval",3,"Altres",177
2020,1,"Ciutat Vella",1,"el Raval",4,"Habitatge",95282
2020,1,"Ciutat Vella",1,"el Raval",4,"Aparcaments",17413
2020,1,"Ciutat Vella",1,"el Raval",4,"Comerç",16993
2020,1,"Ciutat Vella",1,"el Raval",4,"Magatzem",7457
2020,1,"Ciutat Vella",1,"el Raval",4,"Oficina",5790
2020,1,"Ciutat Vella",1,"el Raval",4,"Hotel",18164
2020,1,"Ciutat Vella",1,"el Raval",4,"Ensenyament",20581
2020,1,"Ciutat Vella",1,"el Raval",4,"Esportiu",5160
2020,1,"Ciutat Vella",1,"el Raval",4,"Religiós",2216
2020,1,"Ciutat Vella",1,"el Raval",4,"Adm.Pública",5938
2020,1,"Ciutat Vella",1,"el Raval",4,"Espectacles",4372
2020,1,"Ciutat Vella",1,"el Raval",5,"Habitatge",98627
2020,1,"Ciutat Vella",1,"el Raval",5,"Aparcaments",9341
2020,1,"Ciutat Vella",1,"el Raval",5,"Comerç",21053
2020,1,"Ciutat Vella",1,"el Raval",5,"Magatzem",10386
2020,1,"Ciutat Vella",1,"el Raval",5,"Oficina",1394
2020,1,"Ciutat Vella",1,"el Raval",5,"Hotel",30969
2020,1,"Ciutat Vella",1,"el Raval",5,"Adm.Pública",3208
2020,1,"Ciutat Vella",1,"el Raval",5,"Espectacles",33993
2020,1,"Ciutat Vella",1,"el Raval",5,"Altres",113
2020,1,"Ciutat Vella",1,"el Raval",6,"Habitatge",70989
2020,1,"Ciutat Vella",1,"el Raval",6,"Aparcaments",4345
2020,1,"Ciutat Vella",1,"el Raval",6,"Comerç",6518
2020,1,"Ciutat Vella",1,"el Raval",6,"Magatzem",3218
2020,1,"Ciutat Vella",1,"el Raval",6,"Oficina",318
2020,1,"Ciutat Vella",1,"el Raval",6,"Hotel",22293
2020,1,"Ciutat Vella",1,"el Raval",6,"Sanitat",1519
2020,1,"Ciutat Vella",1,"el Raval",6,"Religiós",7463
2020,1,"Ciutat Vella",1,"el Raval",6,"Espectacles",2176
2020,1,"Ciutat Vella",1,"el Raval",7,"Habitatge",62167
2020,1,"Ciutat Vella",1,"el Raval",7,"Aparcaments",5641
2020,1,"Ciutat Vella",1,"el Raval",7,"Comerç",8527
2020,1,"Ciutat Vella",1,"el Raval",7,"Magatzem",3418
2020,1,"Ciutat Vella",1,"el Raval",7,"Oficina",6695
2020,1,"Ciutat Vella",1,"el Raval",7,"Hotel",11121
2020,1,"Ciutat Vella",1,"el Raval",7,"Esportiu",20
2020,1,"Ciutat Vella",1,"el Raval",7,"Espectacles",7282
2020,1,"Ciutat Vella",1,"el Raval",8,"Habitatge",68353
2020,1,"Ciutat Vella",1,"el Raval",8,"Aparcaments",5176
2020,1,"Ciutat Vella",1,"el Raval",8,"Comerç",5004
2020,1,"Ciutat Vella",1,"el Raval",8,"Magatzem",6333
2020,1,"Ciutat Vella",1,"el Raval",8,"Hotel",560
2020,1,"Ciutat Vella",1,"el Raval",8,"Indústria",482
2020,1,"Ciutat Vella",1,"el Raval",8,"Sanitat",2473
2020,1,"Ciutat Vella",1,"el Raval",9,"Habitatge",60574
2020,1,"Ciutat Vella",1,"el Raval",9,"Aparcaments",5023
2020,1,"Ciutat Vella",1,"el Raval",9,"Comerç",7916
2020,1,"Ciutat Vella",1,"el Raval",9,"Magatzem",3546
2020,1,"Ciutat Vella",1,"el Raval",9,"Oficina",1202
2020,1,"Ciutat Vella",1,"el Raval",9,"Hotel",62
2020,1,"Ciutat Vella",1,"el Raval",9,"Ensenyament",2446
2020,1,"Ciutat Vella",1,"el Raval",9,"Esportiu",909
2020,1,"Ciutat Vella",1,"el Raval",9,"Sòl sense edificar",0
2020,1,"Ciutat Vella",1,"el Raval",10,"Habitatge",54016
2020,1,"Ciutat Vella",1,"el Raval",10,"Aparcaments",8153
2020,1,"Ciutat Vella",1,"el Raval",10,"Comerç",6464
2020,1,"Ciutat Vella",1,"el Raval",10,"Magatzem",13615
2020,1,"Ciutat Vella",1,"el Raval",10,"Oficina",742
2020,1,"Ciutat Vella",1,"el Raval",10,"Hotel",2523
2020,1,"Ciutat Vella",1,"el Raval",10,"Indústria",135
2020,1,"Ciutat Vella",1,"el Raval",10,"Esportiu",308
2020,1,"Ciutat Vella",1,"el Raval",11,"Habitatge",82022
2020,1,"Ciutat Vella",1,"el Raval",11,"Aparcaments",1502
2020,1,"Ciutat Vella",1,"el Raval",11,"Comerç",8329
2020,1,"Ciutat Vella",1,"el Raval",11,"Magatzem",3389
2020,1,"Ciutat Vella",1,"el Raval",11,"Oficina",1657
2020,1,"Ciutat Vella",1,"el Raval",11,"Hotel",2254
2020,1,"Ciutat Vella",1,"el Raval",11,"Ensenyament",14103
2020,1,"Ciutat Vella",1,"el Raval",11,"Indústria",2
2020,1,"Ciutat Vella",1,"el Raval",11,"Esportiu",3393
2020,1,"Ciutat Vella",1,"el Raval",11,"Religiós",2036
2020,1,"Ciutat Vella",1,"el Raval",11,"Espectacles",354
2020,1,"Ciutat Vella",1,"el Raval",12,"Habitatge",59305
2020,1,"Ciutat Vella",1,"el Raval",12,"Aparcaments",2468
2020,1,"Ciutat Vella",1,"el Raval",12,"Comerç",4347
2020,1,"Ciutat Vella",1,"el Raval",12,"Magatzem",569
2020,1,"Ciutat Vella",1,"el Raval",12,"Oficina",1832
2020,1,"Ciutat Vella",1,"el Raval",12,"Ensenyament",1855
2020,1,"Ciutat Vella",1,"el Raval",12,"Indústria",234
2020,1,"Ciutat Vella",1,"el Raval",12,"Religiós",2446
2020,1,"Ciutat Vella",1,"el Raval",13,"Habitatge",42684
2020,1,"Ciutat Vella",1,"el Raval",13,"Aparcaments",3818
2020,1,"Ciutat Vella",1,"el Raval",13,"Comerç",4593
2020,1,"Ciutat Vella",1,"el Raval",13,"Magatzem",4751
2020,1,"Ciutat Vella",1,"el Raval",13,"Hotel",1651
2020,1,"Ciutat Vella",1,"el Raval",14,"Habitatge",50350
2020,1,"Ciutat Vella",1,"el Raval",14,"Aparcaments",1454
2020,1,"Ciutat Vella",1,"el Raval",14,"Comerç",4663
2020,1,"Ciutat Vella",1,"el Raval",14,"Magatzem",1260
2020,1,"Ciutat Vella",1,"el Raval",14,"Hotel",116
2020,1,"Ciutat Vella",1,"el Raval",15,"Habitatge",66735
2020,1,"Ciutat Vella",1,"el Raval",15,"Aparcaments",4532
2020,1,"Ciutat Vella",1,"el Raval",15,"Comerç",4160
2020,1,"Ciutat Vella",1,"el Raval",15,"Magatzem",3204
2020,1,"Ciutat Vella",1,"el Raval",15,"Oficina",3189
2020,1,"Ciutat Vella",1,"el Raval",15,"Hotel",2264
2020,1,"Ciutat Vella",1,"el Raval",16,"Habitatge",63757
2020,1,"Ciutat Vella",1,"el Raval",16,"Aparcaments",1323
2020,1,"Ciutat Vella",1,"el Raval",16,"Comerç",6599
2020,1,"Ciutat Vella",1,"el Raval",16,"Magatzem",2103
2020,1,"Ciutat Vella",1,"el Raval",16,"Oficina",999
2020,1,"Ciutat Vella",1,"el Raval",16,"Hotel",3205
2020,1,"Ciutat Vella",1,"el Raval",16,"Espectacles",1058
2020,1,"Ciutat Vella",1,"el Raval",17,"Habitatge",65300
2020,1,"Ciutat Vella",1,"el Raval",17,"Comerç",2748
2020,1,"Ciutat Vella",1,"el Raval",17,"Magatzem",1683
2020,1,"Ciutat Vella",1,"el Raval",17,"Oficina",200
2020,1,"Ciutat Vella",1,"el Raval",17,"Hotel",62
2020,1,"Ciutat Vella",1,"el Raval",18,"Habitatge",47815
2020,1,"Ciutat Vella",1,"el Raval",18,"Aparcaments",6859
2020,1,"Ciutat Vella",1,"el Raval",18,"Comerç",9797
2020,1,"Ciutat Vella",1,"el Raval",18,"Magatzem",6444
2020,1,"Ciutat Vella",1,"el Raval",18,"Oficina",1624
2020,1,"Ciutat Vella",1,"el Raval",18,"Hotel",2973
2020,1,"Ciutat Vella",1,"el Raval",18,"Ensenyament",46667
2020,1,"Ciutat Vella",1,"el Raval",18,"Religiós",2073
2020,1,"Ciutat Vella",1,"el Raval",18,"Adm.Pública",2429
2020,1,"Ciutat Vella",1,"el Raval",19,"Habitatge",103627
2020,1,"Ciutat Vella",1,"el Raval",19,"Aparcaments",4017
2020,1,"Ciutat Vella",1,"el Raval",19,"Comerç",18190
2020,1,"Ciutat Vella",1,"el Raval",19,"Magatzem",13158
2020,1,"Ciutat Vella",1,"el Raval",19,"Oficina",7990
2020,1,"Ciutat Vella",1,"el Raval",19,"Hotel",11695
2020,1,"Ciutat Vella",1,"el Raval",19,"Ensenyament",32366
2020,1,"Ciutat Vella",1,"el Raval",19,"Religiós",757
2020,1,"Ciutat Vella",1,"el Raval",20,"Habitatge",121375
2020,1,"Ciutat Vella",1,"el Raval",20,"Aparcaments",9712
2020,1,"Ciutat Vella",1,"el Raval",20,"Comerç",18220
2020,1,"Ciutat Vella",1,"el Raval",20,"Magatzem",15027
2020,1,"Ciutat Vella",1,"el Raval",20,"Oficina",7628
2020,1,"Ciutat Vella",1,"el Raval",20,"Hotel",43242
2020,1,"Ciutat Vella",1,"el Raval",20,"Ensenyament",13694
2020,1,"Ciutat Vella",1,"el Raval",20,"Sanitat",2450
2020,1,"Ciutat Vella",1,"el Raval",20,"Esportiu",76
2020,1,"Ciutat Vella",1,"el Raval",20,"Religiós",8775
2020,1,"Ciutat Vella",1,"el Raval",20,"Adm.Pública",4664
2020,1,"Ciutat Vella",1,"el Raval",20,"Espectacles",2198
2020,1,"Ciutat Vella",1,"el Raval",21,"Habitatge",123974
2020,1,"Ciutat Vella",1,"el Raval",21,"Aparcaments",21125
2020,1,"Ciutat Vella",1,"el Raval",21,"Comerç",38521
2020,1,"Ciutat Vella",1,"el Raval",21,"Magatzem",7508
2020,1,"Ciutat Vella",1,"el Raval",21,"Oficina",27680
2020,1,"Ciutat Vella",1,"el Raval",21,"Hotel",40620
2020,1,"Ciutat Vella",1,"el Raval",21,"Ensenyament",4379
2020,1,"Ciutat Vella",1,"el Raval",21,"Sanitat",2172
2020,1,"Ciutat Vella",1,"el Raval",21,"Religiós",2996
2020,1,"Ciutat Vella",1,"el Raval",21,"Adm.Pública",1100
2020,1,"Ciutat Vella",1,"el Raval",21,"Espectacles",1222
2020,1,"Ciutat Vella",2,"el Gòtic",22,"Habitatge",94386
2020,1,"Ciutat Vella",2,"el Gòtic",22,"Aparcaments",9773
2020,1,"Ciutat Vella",2,"el Gòtic",22,"Comerç",59671
2020,1,"Ciutat Vella",2,"el Gòtic",22,"Magatzem",17422
2020,1,"Ciutat Vella",2,"el Gòtic",22,"Oficina",40489
2020,1,"Ciutat Vella",2,"el Gòtic",22,"Hotel",48172
2020,1,"Ciutat Vella",2,"el Gòtic",22,"Ensenyament",4087
2020,1,"Ciutat Vella",2,"el Gòtic",22,"Esportiu",24
2020,1,"Ciutat Vella",2,"el Gòtic",22,"Religiós",1813
2020,1,"Ciutat Vella",2,"el Gòtic",22,"Adm.Pública",17714
2020,1,"Ciutat Vella",2,"el Gòtic",22,"Espectacles",1537
2020,1,"Ciutat Vella",2,"el Gòtic",22,"Altres",27
2020,1,"Ciutat Vella",2,"el Gòtic",23,"Habitatge",129033
2020,1,"Ciutat Vella",2,"el Gòtic",23,"Aparcaments",14383
2020,1,"Ciutat Vella",2,"el Gòtic",23,"Comerç",36776
2020,1,"Ciutat Vella",2,"el Gòtic",23,"Magatzem",14073
2020,1,"Ciutat Vella",2,"el Gòtic",23,"Oficina",72760
2020,1,"Ciutat Vella",2,"el Gòtic",23,"Hotel",52035
2020,1,"Ciutat Vella",2,"el Gòtic",23,"Ensenyament",3229
2020,1,"Ciutat Vella",2,"el Gòtic",23,"Esportiu",177
2020,1,"Ciutat Vella",2,"el Gòtic",23,"Religiós",5828
2020,1,"Ciutat Vella",2,"el Gòtic",23,"Adm.Pública",12899
2020,1,"Ciutat Vella",2,"el Gòtic",23,"Espectacles",1613
2020,1,"Ciutat Vella",2,"el Gòtic",25,"Habitatge",92560
2020,1,"Ciutat Vella",2,"el Gòtic",25,"Aparcaments",15965
2020,1,"Ciutat Vella",2,"el Gòtic",25,"Comerç",14832
2020,1,"Ciutat Vella",2,"el Gòtic",25,"Magatzem",6503
2020,1,"Ciutat Vella",2,"el Gòtic",25,"Oficina",17773
2020,1,"Ciutat Vella",2,"el Gòtic",25,"Hotel",8338
2020,1,"Ciutat Vella",2,"el Gòtic",25,"Ensenyament",35186
2020,1,"Ciutat Vella",2,"el Gòtic",25,"Sanitat",480
2020,1,"Ciutat Vella",2,"el Gòtic",25,"Religiós",20510
2020,1,"Ciutat Vella",2,"el Gòtic",25,"Adm.Pública",14242
2020,1,"Ciutat Vella",2,"el Gòtic",26,"Habitatge",86567
2020,1,"Ciutat Vella",2,"el Gòtic",26,"Aparcaments",788
2020,1,"Ciutat Vella",2,"el Gòtic",26,"Comerç",13414
2020,1,"Ciutat Vella",2,"el Gòtic",26,"Magatzem",14061
2020,1,"Ciutat Vella",2,"el Gòtic",26,"Oficina",22861
2020,1,"Ciutat Vella",2,"el Gòtic",26,"Hotel",19787
2020,1,"Ciutat Vella",2,"el Gòtic",26,"Ensenyament",14610
2020,1,"Ciutat Vella",2,"el Gòtic",26,"Sanitat",2101
2020,1,"Ciutat Vella",2,"el Gòtic",26,"Religiós",2543
2020,1,"Ciutat Vella",2,"el Gòtic",26,"Adm.Pública",24213
2020,1,"Ciutat Vella",2,"el Gòtic",27,"Habitatge",99378
2020,1,"Ciutat Vella",2,"el Gòtic",27,"Aparcaments",758
2020,1,"Ciutat Vella",2,"el Gòtic",27,"Comerç",12875
2020,1,"Ciutat Vella",2,"el Gòtic",27,"Magatzem",8873
2020,1,"Ciutat Vella",2,"el Gòtic",27,"Oficina",10604
2020,1,"Ciutat Vella",2,"el Gòtic",27,"Hotel",12094
2020,1,"Ciutat Vella",2,"el Gòtic",27,"Indústria",86
2020,1,"Ciutat Vella",2,"el Gòtic",27,"Sanitat",782
2020,1,"Ciutat Vella",2,"el Gòtic",27,"Religiós",736
2020,1,"Ciutat Vella",2,"el Gòtic",27,"Adm.Pública",30087
2020,1,"Ciutat Vella",2,"el Gòtic",28,"Habitatge",113209
2020,1,"Ciutat Vella",2,"el Gòtic",28,"Aparcaments",16929
2020,1,"Ciutat Vella",2,"el Gòtic",28,"Comerç",38516
2020,1,"Ciutat Vella",2,"el Gòtic",28,"Magatzem",11044
2020,1,"Ciutat Vella",2,"el Gòtic",28,"Oficina",15972
2020,1,"Ciutat Vella",2,"el Gòtic",28,"Hotel",27691
2020,1,"Ciutat Vella",2,"el Gòtic",28,"Ensenyament",3718
2020,1,"Ciutat Vella",2,"el Gòtic",28,"Sanitat",1728
2020,1,"Ciutat Vella",2,"el Gòtic",28,"Religiós",4007
2020,1,"Ciutat Vella",2,"el Gòtic",29,"Habitatge",80150
2020,1,"Ciutat Vella",2,"el Gòtic",29,"Comerç",19390
2020,1,"Ciutat Vella",2,"el Gòtic",29,"Magatzem",11294
2020,1,"Ciutat Vella",2,"el Gòtic",29,"Oficina",3211
2020,1,"Ciutat Vella",2,"el Gòtic",29,"Hotel",29485
2020,1,"Ciutat Vella",2,"el Gòtic",29,"Ensenyament",3329
2020,1,"Ciutat Vella",2,"el Gòtic",29,"Indústria",31
2020,1,"Ciutat Vella",2,"el Gòtic",29,"Esportiu",12
2020,1,"Ciutat Vella",2,"el Gòtic",29,"Religiós",2428
2020,1,"Ciutat Vella",2,"el Gòtic",29,"Espectacles",693
2020,1,"Ciutat Vella",2,"el Gòtic",29,"Sòl sense edificar",0
2020,1,"Ciutat Vella",2,"el Gòtic",30,"Habitatge",130091
2020,1,"Ciutat Vella",2,"el Gòtic",30,"Aparcaments",14672
2020,1,"Ciutat Vella",2,"el Gòtic",30,"Comerç",9899
2020,1,"Ciutat Vella",2,"el Gòtic",30,"Magatzem",11837
2020,1,"Ciutat Vella",2,"el Gòtic",30,"Oficina",10088
2020,1,"Ciutat Vella",2,"el Gòtic",30,"Hotel",24223
2020,1,"Ciutat Vella",2,"el Gòtic",30,"Ensenyament",19639
2020,1,"Ciutat Vella",2,"el Gòtic",30,"Indústria",25
2020,1,"Ciutat Vella",2,"el Gòtic",30,"Sanitat",1343
2020,1,"Ciutat Vella",2,"el Gòtic",30,"Esportiu",3537
2020,1,"Ciutat Vella",2,"el Gòtic",30,"Adm.Pública",38557
2020,1,"Ciutat Vella",2,"el Gòtic",30,"Espectacles",385
2020,1,"Ciutat Vella",2,"el Gòtic",31,"Habitatge",92663
2020,1,"Ciutat Vella",2,"el Gòtic",31,"Aparcaments",308
2020,1,"Ciutat Vella",2,"el Gòtic",31,"Comerç",11170
2020,1,"Ciutat Vella",2,"el Gòtic",31,"Magatzem",4195
2020,1,"Ciutat Vella",2,"el Gòtic",31,"Oficina",12592
2020,1,"Ciutat Vella",2,"el Gòtic",31,"Hotel",7605
2020,1,"Ciutat Vella",2,"el Gòtic",31,"Ensenyament",4016
2020,1,"Ciutat Vella",2,"el Gòtic",31,"Indústria",112
2020,1,"Ciutat Vella",2,"el Gòtic",31,"Religiós",3426
2020,1,"Ciutat Vella",2,"el Gòtic",31,"Adm.Pública",9742
2020,1,"Ciutat Vella",3,"la Barceloneta",32,"Habitatge",57251
2020,1,"Ciutat Vella",3,"la Barceloneta",32,"Aparcaments",14829
2020,1,"Ciutat Vella",3,"la Barceloneta",32,"Comerç",4995
2020,1,"Ciutat Vella",3,"la Barceloneta",32,"Magatzem",2757
2020,1,"Ciutat Vella",3,"la Barceloneta",32,"Oficina",3321
2020,1,"Ciutat Vella",3,"la Barceloneta",32,"Hotel",4699
2020,1,"Ciutat Vella",3,"la Barceloneta",32,"Ensenyament",80
2020,1,"Ciutat Vella",3,"la Barceloneta",32,"Sanitat",2020
2020,1,"Ciutat Vella",3,"la Barceloneta",32,"Esportiu",17
2020,1,"Ciutat Vella",3,"la Barceloneta",33,"Habitatge",29769
2020,1,"Ciutat Vella",3,"la Barceloneta",33,"Aparcaments",13
2020,1,"Ciutat Vella",3,"la Barceloneta",33,"Comerç",1112
2020,1,"Ciutat Vella",3,"la Barceloneta",33,"Magatzem",959
2020,1,"Ciutat Vella",3,"la Barceloneta",33,"Oficina",280
2020,1,"Ciutat Vella",3,"la Barceloneta",33,"Hotel",1610
2020,1,"Ciutat Vella",3,"la Barceloneta",33,"Sanitat",1319
2020,1,"Ciutat Vella",3,"la Barceloneta",34,"Habitatge",25935
2020,1,"Ciutat Vella",3,"la Barceloneta",34,"Comerç",998
2020,1,"Ciutat Vella",3,"la Barceloneta",34,"Magatzem",719
2020,1,"Ciutat Vella",3,"la Barceloneta",34,"Hotel",589
2020,1,"Ciutat Vella",3,"la Barceloneta",35,"Habitatge",29386
2020,1,"Ciutat Vella",3,"la Barceloneta",35,"Comerç",1161
2020,1,"Ciutat Vella",3,"la Barceloneta",35,"Magatzem",850
2020,1,"Ciutat Vella",3,"la Barceloneta",35,"Hotel",783
2020,1,"Ciutat Vella",3,"la Barceloneta",35,"Ensenyament",3056
2020,1,"Ciutat Vella",3,"la Barceloneta",35,"Sanitat",1866
2020,1,"Ciutat Vella",3,"la Barceloneta",36,"Habitatge",47615
2020,1,"Ciutat Vella",3,"la Barceloneta",36,"Aparcaments",84351
2020,1,"Ciutat Vella",3,"la Barceloneta",36,"Comerç",24502
2020,1,"Ciutat Vella",3,"la Barceloneta",36,"Magatzem",18168
2020,1,"Ciutat Vella",3,"la Barceloneta",36,"Oficina",111248
2020,1,"Ciutat Vella",3,"la Barceloneta",36,"Hotel",62595
2020,1,"Ciutat Vella",3,"la Barceloneta",36,"Ensenyament",23405
2020,1,"Ciutat Vella",3,"la Barceloneta",36,"Indústria",290616
2020,1,"Ciutat Vella",3,"la Barceloneta",36,"Sanitat",34765
2020,1,"Ciutat Vella",3,"la Barceloneta",36,"Esportiu",15100
2020,1,"Ciutat Vella",3,"la Barceloneta",36,"Espectacles",331
2020,1,"Ciutat Vella",3,"la Barceloneta",36,"Altres",6000
2020,1,"Ciutat Vella",3,"la Barceloneta",37,"Habitatge",36197
2020,1,"Ciutat Vella",3,"la Barceloneta",37,"Aparcaments",3321
2020,1,"Ciutat Vella",3,"la Barceloneta",37,"Comerç",2625
2020,1,"Ciutat Vella",3,"la Barceloneta",37,"Magatzem",4305
2020,1,"Ciutat Vella",3,"la Barceloneta",37,"Oficina",289
2020,1,"Ciutat Vella",3,"la Barceloneta",37,"Hotel",795
2020,1,"Ciutat Vella",3,"la Barceloneta",37,"Ensenyament",698
2020,1,"Ciutat Vella",3,"la Barceloneta",38,"Habitatge",33545
2020,1,"Ciutat Vella",3,"la Barceloneta",38,"Comerç",1998
2020,1,"Ciutat Vella",3,"la Barceloneta",38,"Magatzem",1680
2020,1,"Ciutat Vella",3,"la Barceloneta",38,"Oficina",111
2020,1,"Ciutat Vella",3,"la Barceloneta",38,"Hotel",1241
2020,1,"Ciutat Vella",3,"la Barceloneta",38,"Ensenyament",149
2020,1,"Ciutat Vella",3,"la Barceloneta",39,"Habitatge",40873
2020,1,"Ciutat Vella",3,"la Barceloneta",39,"Aparcaments",2995
2020,1,"Ciutat Vella",3,"la Barceloneta",39,"Comerç",4194
2020,1,"Ciutat Vella",3,"la Barceloneta",39,"Magatzem",2357
2020,1,"Ciutat Vella",3,"la Barceloneta",39,"Oficina",775
2020,1,"Ciutat Vella",3,"la Barceloneta",39,"Hotel",526
2020,1,"Ciutat Vella",3,"la Barceloneta",39,"Religiós",2521
2020,1,"Ciutat Vella",3,"la Barceloneta",40,"Habitatge",32949
2020,1,"Ciutat Vella",3,"la Barceloneta",40,"Aparcaments",204
2020,1,"Ciutat Vella",3,"la Barceloneta",40,"Comerç",2945
2020,1,"Ciutat Vella",3,"la Barceloneta",40,"Magatzem",3418
2020,1,"Ciutat Vella",3,"la Barceloneta",40,"Oficina",1316
2020,1,"Ciutat Vella",3,"la Barceloneta",40,"Hotel",1269
2020,1,"Ciutat Vella",3,"la Barceloneta",40,"Ensenyament",1061
2020,1,"Ciutat Vella",3,"la Barceloneta",40,"Adm.Pública",546
2020,1,"Ciutat Vella",3,"la Barceloneta",41,"Habitatge",36512
2020,1,"Ciutat Vella",3,"la Barceloneta",41,"Aparcaments",206
2020,1,"Ciutat Vella",3,"la Barceloneta",41,"Comerç",1655
2020,1,"Ciutat Vella",3,"la Barceloneta",41,"Magatzem",4581
2020,1,"Ciutat Vella",3,"la Barceloneta",41,"Hotel",2019
2020,1,"Ciutat Vella",3,"la Barceloneta",41,"Ensenyament",971
2020,1,"Ciutat Vella",3,"la Barceloneta",42,"Habitatge",57252
2020,1,"Ciutat Vella",3,"la Barceloneta",42,"Aparcaments",7186
2020,1,"Ciutat Vella",3,"la Barceloneta",42,"Comerç",7752
2020,1,"Ciutat Vella",3,"la Barceloneta",42,"Magatzem",5409
2020,1,"Ciutat Vella",3,"la Barceloneta",42,"Oficina",138
2020,1,"Ciutat Vella",3,"la Barceloneta",42,"Hotel",1309
2020,1,"Ciutat Vella",3,"la Barceloneta",42,"Ensenyament",8030
2020,1,"Ciutat Vella",3,"la Barceloneta",42,"Indústria",167
2020,1,"Ciutat Vella",3,"la Barceloneta",42,"Sanitat",3972
2020,1,"Ciutat Vella",3,"la Barceloneta",42,"Religiós",1198
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",43,"Habitatge",95730
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",43,"Aparcaments",8228
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",43,"Comerç",19359
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",43,"Magatzem",40914
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",43,"Oficina",34308
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",43,"Hotel",25746
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",43,"Ensenyament",37509
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",43,"Indústria",2380
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",43,"Sanitat",2179
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",43,"Esportiu",4465
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",43,"Religiós",869
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",43,"Adm.Pública",60488
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",44,"Habitatge",79112
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",44,"Aparcaments",9830
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",44,"Comerç",12118
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",44,"Magatzem",7039
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",44,"Oficina",1640
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",44,"Hotel",6011
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",44,"Ensenyament",12055
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",44,"Religiós",534
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",44,"Espectacles",465
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",45,"Habitatge",103508
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",45,"Aparcaments",690
