"dcAccrualPeriodicity","dccontributorauthor","dccoveragespatial","dccoveragetemporal","dccoveragevigencia","dcdatecreated","dcdateissued","dcdescription","dcformat","dcformatextent","dcformatmimetype","dcidentifiermandat","dcidentifieruri","dclanguage","dcrelation","dcrights","dcrightsaccessrights","dcrightsrightsHolder","dcrightsuri","dcsubject","dcsubjectcategory","dcsubjectforma","dctitle","dctype","dctypedriver","Unnamed: 25"
"Diari","Direcció de Serveis de Gestió de Costos i Avaluació | Direcció de Pressupostos i Política Fiscal | Gerència de Presidència i Economia","Barcelona | Barcelona | Barcelona","","Si","2019-06-09","2019-06-09","","application/vnd.ms-excel","","application/pdf | application/vnd.ms-excel | application/csvm+json","Mandat 2015-2019","http://hdl.handle.net/11703/117795","eng","","CC-BY","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca | https://creativecommons.org/choose/zero/?lang=ca","Costos basats en activitats | Comptabilitat de costos | Activity-based costing | Cost accounting | Costes basados ​​en actividades | Contabilidad de costes","Economia","costos","Guàrdia Urbana city police cost memory 2017","text | text","info:eu-repo/semantics/other",""
"Diari","Direcció de Serveis de Gestió de Costos i Avaluació | Direcció de Pressupostos i Política Fiscal | Gerència de Presidència i Economia","Barcelona | Barcelona | Barcelona","","Si","2017-11-05","2017-11-05","","application/vnd.ms-excel","","application/pdf | application/vnd.ms-excel | application/csvm+json","Mandat 2011-2015","http://hdl.handle.net/11703/117673","eng","","CC-BY","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca | https://creativecommons.org/choose/zero/?lang=ca","Costos basats en activitats | Comptabilitat de costos | Activity-based costing | Cost accounting | Costes basados ​​en actividades | Contabilidad de costes","Economia","costos","Promoting the economy cost memory 2014","text | text","info:eu-repo/semantics/other",""
"","Direcció de Serveis de Gestió de Costos i Avaluació | Direcció de Pressupostos i Política Fiscal | Gerència de Presidència i Economia","Barcelona. Districte 5. Sarrià-Sant Gervasi | Barcelona. District 5. Sarrià-Sant Gervasi | Barcelona. Distrito 5. Sarrià-Sant Gervasi",2017.0,"","2019-09-06","2019-09-06","","application/pdf | application/vnd.ms-excel | application/csvm+json","3 documents (4 fitxers)","application/pdf | application/vnd.ms-excel | application/csvm+json","Mandat 2015-2019","http://hdl.handle.net/11703/117495","spa","","CC-BY [només pel text] | CC0 [conjunt de dades]","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca | https://creativecommons.org/choose/zero/?lang=ca","Costos basats en activitats | Comptabilitat de costos | Districte 5. Sarrià-Sant Gervasi | Activity-based costing | Cost accounting | Districte 5. Sarrià-Sant Gervasi | Costes basados en actividades | Contabilidad de costes | Districte 5. Sarrià-Sant Gervasi","Economia","costos","Memoria de costes 2017 : Districte Sarrià-Sant Gervasi","text | dataset","info:eu-repo/semantics/other",""
"","Direcció de Serveis de Gestió de Costos i Avaluació | Direcció de Pressupostos i Política Fiscal | Gerència de Presidència i Economia","Barcelona. Districte 4. Les Corts | Barcelona. District 4. Les Corts | Barcelona. Distrito 4. Les Corts",2014.0,"","2017-05-11","2017-05-11","","application/pdf | application/vnd.ms-excel | application/csvm+json","9 documents","application/pdf | application/vnd.ms-excel | application/csvm+json","Mandat 2011-2015","http://hdl.handle.net/11703/117526","spa","","CC-BY [només pel text] | CC0 [conjunt de dades]","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca | https://creativecommons.org/choose/zero/?lang=ca","Costos basats en activitats | Comptabilitat de costos | Districte 4. Les Corts | Activity-based costing | Cost accounting | Districte 4. Les Corts | Costes basados en actividades | Contabilidad de costes | Districte 4. Les Corts","Economia","costos","Memoria de costes 2014 : Districte Les Corts","text | dataset","info:eu-repo/semantics/other",""
"Diari","Direcció de Serveis de Gestió de Costos i Avaluació | Direcció de Pressupostos i Política Fiscal | Gerència de Presidència i Economia","Barcelona | Barcelona | Barcelona","","Si","2017-11-05","2017-11-05","","application/vnd.ms-excel","","application/pdf | application/vnd.ms-excel | application/csvm+json","Mandat 2011-2015","http://hdl.handle.net/11703/117679","eng","","CC-BY","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca | https://creativecommons.org/choose/zero/?lang=ca","Costos basats en activitats | Comptabilitat de costos | Activity-based costing | Cost accounting | Costes basados ​​en actividades | Contabilidad de costes","Economia","costos","Les Corts cost memory 2014","text | text","info:eu-repo/semantics/other",""
"Diari","Direcció de Serveis de Gestió de Costos i Avaluació | Direcció de Pressupostos i Política Fiscal | Gerència de Presidència i Economia","Barcelona | Barcelona | Barcelona","","Si","2019-06-09","2019-06-09","","application/vnd.ms-excel","","application/pdf | application/vnd.ms-excel | application/csvm+json","Mandat 2015-2019","http://hdl.handle.net/11703/117799","eng","","CC-BY","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca | https://creativecommons.org/choose/zero/?lang=ca","Costos basats en activitats | Comptabilitat de costos | Activity-based costing | Cost accounting | Costes basados ​​en actividades | Contabilidad de costes","Economia","costos","Culture cost memory 2017","text | text","info:eu-repo/semantics/other",""
"Diari","Direcció de Serveis de Gestió de Costos i Avaluació | Direcció de Pressupostos i Política Fiscal | Gerència de Presidència i Economia","Barcelona | Barcelona | Barcelona","","Si","2019-05-06","2019-05-06","","application/vnd.ms-excel","","application/pdf | application/vnd.ms-excel | application/csvm+json","Mandat 2015-2019","http://hdl.handle.net/11703/117724","eng","","CC-BY","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca | https://creativecommons.org/choose/zero/?lang=ca","Costos basats en activitats | Comptabilitat de costos | Activity-based costing | Cost accounting | Costes basados ​​en actividades | Contabilidad de costes","Economia","costos","Sant Martí cost memory 2015","text | text","info:eu-repo/semantics/other",""
"","Direcció de Serveis de Gestió de Costos i Avaluació | Direcció de Pressupostos i Política Fiscal | Gerència de Presidència i Economia","Barcelona. Districte 8. Nou Barris | Barcelona. District 8. Nou Barris | Barcelona. Distrito 8. Nou Barris",2017.0,"","2019-09-06","2019-09-06","","application/pdf | application/vnd.ms-excel | application/csvm+json","3 documents (4 fitxers)","application/pdf | application/vnd.ms-excel | application/csvm+json","Mandat 2015-2019","http://hdl.handle.net/11703/117499","spa","","CC-BY [només pel text] | CC0 [conjunt de dades]","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca | https://creativecommons.org/choose/zero/?lang=ca","Costos basats en activitats | Comptabilitat de costos | Districte 8. Nou Barris | Activity-based costing | Cost accounting | Districte 8. Nou Barris | Costes basados en actividades | Contabilidad de costes | Districte 8. Nou Barris","Economia","costos","Memoria de costes 2017 : Districte Nou Barris","text | dataset","info:eu-repo/semantics/other",""
"Diari","Direcció de Serveis de Gestió de Costos i Avaluació | Direcció de Pressupostos i Política Fiscal | Gerència de Presidència i Economia","Barcelona | Barcelona | Barcelona","","Si","2019-05-06","2019-05-06","","application/vnd.ms-excel","","application/pdf | application/vnd.ms-excel | application/csvm+json","Mandat 2015-2019","http://hdl.handle.net/11703/117771","eng","","CC-BY","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca | https://creativecommons.org/choose/zero/?lang=ca","Costos basats en activitats | Comptabilitat de costos | Activity-based costing | Cost accounting | Costes basados ​​en actividades | Contabilidad de costes","Economia","costos","Eixample cost memory 2016","text | text","info:eu-repo/semantics/other",""
"","Direcció de Serveis de Gestió de Costos i Avaluació | Direcció de Pressupostos i Política Fiscal | Gerència de Presidència i Economia","Barcelona. Districte 7. Horta-Guinardó | Barcelona. District 7. Horta-Guinardó | Barcelona. Distrito 7. Horta-Guinardó",2017.0,"","2019-09-06","2019-09-06","","application/pdf | application/vnd.ms-excel | application/csvm+json","3 documents (4 fitxers)","application/pdf | application/vnd.ms-excel | application/csvm+json","Mandat 2015-2019","http://hdl.handle.net/11703/117358","cat","","CC-BY [només pel text] | CC0 [conjunt de dades]","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca | https://creativecommons.org/choose/zero/?lang=ca","Costos basats en activitats | Comptabilitat de costos | Districte 7. Horta-Guinardó | Activity-based costing | Cost accounting | Districte 7. Horta-Guinardó | Costes basados en actividades | Contabilidad de costes | Districte 7. Horta-Guinardó","Economia","costos","Memòria de costos 2017 : Districte Horta-Guinardó","text | dataset","info:eu-repo/semantics/other",""
"","Direcció de Serveis de Gestió de Costos i Avaluació | Direcció de Pressupostos i Política Fiscal | Gerència de Presidència i Economia","Barcelona | Barcelona | Barcelona",2017.0,"","2019-09-06","2019-09-06","","application/pdf | application/vnd.ms-excel","2 documents","application/pdf | application/vnd.ms-excel","Mandat 2015-2019","http://hdl.handle.net/11703/117486","spa","","CC-BY [només pel text] | CC0 [conjunt de dades]","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca | https://creativecommons.org/choose/zero/?lang=ca","Costos basats en activitats | Comptabilitat de costos | Ensenyament | Activity-based costing | Cost accounting | Teaching | Costes basados en actividades | Contabilidad de costes | Enseñanza","Economia | Educació","costos","Memoria de costes 2017 : Educación","text | dataset","info:eu-repo/semantics/other",""
"","Direcció de Serveis de Gestió de Costos i Avaluació | Direcció de Pressupostos i Política Fiscal | Gerència de Presidència i Economia","Barcelona. Districte 5. Sarrià-Sant Gervasi | Barcelona. District 5. Sarrià-Sant Gervasi | Barcelona. Distrito 5. Sarrià-Sant Gervasi",2014.0,"","2017-05-11","2017-05-11","","application/pdf | application/vnd.ms-excel | application/csvm+json","9 documents","application/pdf | application/vnd.ms-excel | application/csvm+json","Mandat 2011-2015","http://hdl.handle.net/11703/102234","cat","","CC-BY [només pel text] | CC0 [conjunt de dades]","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca | https://creativecommons.org/choose/zero/?lang=ca","Costos basats en activitats | Comptabilitat de costos | Districte 5. Sarrià-Sant Gervasi | Activity-based costing | Cost accounting | Districte 5. Sarrià-Sant Gervasi | Costes basados en actividades | Contabilidad de costes | Districte 5. Sarrià-Sant Gervasi","Economia","costos","Memòria de costos 2014 : Districte Sarrià-Sant Gervasi","text | dataset","info:eu-repo/semantics/other",""
"Diari","Direcció de Serveis de Gestió de Costos i Avaluació | Direcció de Pressupostos i Política Fiscal | Gerència de Presidència i Economia","Barcelona | Barcelona | Barcelona","","Si","2019-06-09","2019-06-09","","application/vnd.ms-excel","","application/pdf | application/vnd.ms-excel | application/csvm+json","Mandat 2015-2019","http://hdl.handle.net/11703/117810","eng","","CC-BY","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca | https://creativecommons.org/choose/zero/?lang=ca","Costos basats en activitats | Comptabilitat de costos | Activity-based costing | Cost accounting | Costes basados ​​en actividades | Contabilidad de costes","Economia","costos","Ciutat Vella cost memory 2017","text | text","info:eu-repo/semantics/other",""
"","Direcció de Serveis de Gestió de Costos i Avaluació | Direcció de Pressupostos i Política Fiscal | Gerència de Presidència i Economia","Barcelona | Barcelona | Barcelona",2017.0,"","2019-09-06","2019-09-06","","application/pdf | application/vnd.ms-excel | application/csvm+json","3 documents (4 fitxers)","application/pdf | application/vnd.ms-excel | application/csvm+json","Mandat 2015-2019","http://hdl.handle.net/11703/117489","spa","","CC-BY [només pel text] | CC0 [conjunt de dades]","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca | https://creativecommons.org/choose/zero/?lang=ca","Costos basats en activitats | Comptabilitat de costos | Infraestructures urbanes | Activity-based costing | Cost accounting | Urban infrastructures | Costes basados en actividades | Contabilidad de costes | Infraestructuras urbanas","Economia | Urbanisme i infraestructures","costos","Memoria de costes 2017 : Infraestructuras y Coordinación Urbana","text | dataset","info:eu-repo/semantics/other",""
"","Direcció de Serveis de Gestió de Costos i Avaluació | Direcció de Pressupostos i Política Fiscal | Gerència de Presidència i Economia","Barcelona. Districte 1. Ciutat Vella | Barcelona. District 1. Ciutat Vella | Barcelona. Distrito 1. Ciutat Vella",2014.0,"","2017-05-11","2017-05-11","","application/pdf | application/vnd.ms-excel | application/csvm+json","9 documents","application/pdf | application/vnd.ms-excel | application/csvm+json","Mandat 2011-2015","http://hdl.handle.net/11703/117523","spa","","CC-BY [només pel text] | CC0 [conjunt de dades]","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca | https://creativecommons.org/choose/zero/?lang=ca","Costos basats en activitats | Comptabilitat de costos | Districte 1. Ciutat Vella | Activity-based costing | Cost accounting | Districte 1. Ciutat Vella | Costes basados en actividades | Contabilidad de costes | Districte 1. Ciutat Vella","Economia","costos","Memoria de costes 2014 : Ciutat Vella","text | dataset","info:eu-repo/semantics/other",""
"","Direcció de Serveis de Gestió de Costos i Avaluació | Direcció de Pressupostos i Política Fiscal | Gerència de Presidència i Economia","Barcelona | Barcelona | Barcelona",2016.0,"","2019-06-05","2019-06-05","","application/pdf | application/vnd.ms-excel | application/csvm+json","3 documents (4 fitxers)","application/pdf | application/vnd.ms-excel | application/csvm+json","Mandat 2015-2019","http://hdl.handle.net/11703/117310","cat","<a href=""http://hdl.handle.net/11703/117390"">Versió en castellà</a>","CC-BY [només pel text] | CC0 [conjunt de dades]","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca | https://creativecommons.org/choose/zero/?lang=ca","Costos basats en activitats | Comptabilitat de costos | Urbanisme | Activity-based costing | Cost accounting | City planning | Costes basados en actividades | Contabilidad de costes | Urbanismo","Economia | Urbanisme i infraestructures","costos","Memòria de costos 2016 : Urbanisme","text | dataset","info:eu-repo/semantics/other",""
"Diari","Direcció de Serveis de Gestió de Costos i Avaluació | Direcció de Pressupostos i Política Fiscal | Gerència de Presidència i Economia","Barcelona | Barcelona | Barcelona","","Si","2017-11-05","2017-11-05","","application/vnd.ms-excel","","application/pdf | application/vnd.ms-excel | application/csvm+json","Mandat 2011-2015","http://hdl.handle.net/11703/117669","eng","","CC-BY","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca | https://creativecommons.org/choose/zero/?lang=ca","Costos basats en activitats | Comptabilitat de costos | Activity-based costing | Cost accounting | Costes basados ​​en actividades | Contabilidad de costes","Economia","costos","Guàrdia Urbana city police cost memory 2014","text | text","info:eu-repo/semantics/other",""
"Diari","Direcció de Serveis de Gestió de Costos i Avaluació | Direcció de Pressupostos i Política Fiscal | Gerència de Presidència i Economia","Barcelona | Barcelona | Barcelona","","Si","2019-05-06","2019-05-06","","application/vnd.ms-excel","","application/pdf | application/vnd.ms-excel | application/csvm+json","Mandat 2015-2019","http://hdl.handle.net/11703/117720","eng","","CC-BY","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca | https://creativecommons.org/choose/zero/?lang=ca","Costos basats en activitats | Comptabilitat de costos | Activity-based costing | Cost accounting | Costes basados ​​en actividades | Contabilidad de costes","Economia","costos","Horta-Guinardó cost memory 2015","text | text","info:eu-repo/semantics/other",""
"","Direcció de Serveis de Gestió de Costos i Avaluació | Direcció de Pressupostos i Política Fiscal | Gerència de Presidència i Economia","Barcelona | Barcelona | Barcelona",2015.0,"","2019-06-05","2019-06-05","","application/pdf","102 p.","application/pdf","Mandat 2015-2019","http://hdl.handle.net/11703/117534","spa","","CC-BY","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Costos basats en activitats | Comptabilitat de costos | Activity-based costing | Cost accounting | Costes basados en actividades | Contabilidad de costes","Economia","costos","Memoria de costes 2015 : Indicadores","text","info:eu-repo/semantics/other",""
"","Direcció de Serveis de Gestió de Costos i Avaluació | Direcció de Pressupostos i Política Fiscal | Gerència de Presidència i Economia","Barcelona. Districte 7. Horta-Guinardó | Barcelona. District 7. Horta-Guinardó | Barcelona. Distrito 7. Horta-Guinardó",2016.0,"","2019-06-05","2019-06-05","","application/pdf | application/vnd.ms-excel | application/csvm+json","3 documents (4 fitxers)","application/pdf | application/vnd.ms-excel | application/csvm+json","Mandat 2015-2019","http://hdl.handle.net/11703/117412","spa","<a href=""http://hdl.handle.net/11703/117327"">Versió en català</a>","CC-BY [només pel text] | CC0 [conjunt de dades]","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca | https://creativecommons.org/choose/zero/?lang=ca","Costos basats en activitats | Comptabilitat de costos | Districte 7. Horta-Guinardó | Activity-based costing | Cost accounting | Districte 7. Horta-Guinardó | Costes basados en actividades | Contabilidad de costes | Districte 7. Horta-Guinardó","Economia","costos","Memoria de costes 2016 : Distrito Horta-Guinardó","text | dataset","info:eu-repo/semantics/other",""
"","Direcció de Serveis de Gestió de Costos i Avaluació | Direcció de Pressupostos i Política Fiscal | Gerència de Presidència i Economia","Barcelona | Barcelona | Barcelona",2014.0,"","2017-05-11","2017-05-11","","application/pdf | application/vnd.ms-excel | application/csvm+json","9 documents","application/pdf | application/vnd.ms-excel | application/csvm+json","Mandat 2011-2015","http://hdl.handle.net/11703/117516","spa","","CC-BY [només pel text] | CC0 [conjunt de dades]","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca | https://creativecommons.org/choose/zero/?lang=ca","Costos basats en activitats | Comptabilitat de costos | Ensenyament | Activity-based costing | Cost accounting | Teaching | Costes basados en actividades | Contabilidad de costes | Enseñanza","Economia | Educació","costos","Memoria de costes 2014 : Educación","text | dataset","info:eu-repo/semantics/other",""
"","Direcció de Serveis de Gestió de Costos i Avaluació | Direcció de Pressupostos i Política Fiscal | Gerència de Presidència i Economia","Barcelona | Barcelona | Barcelona",2014.0,"","2016-11-16","2016-11-16","","application/pdf | application/vnd.ms-excel | application/csvm+json","3 documents","application/pdf | application/vnd.ms-excel | application/csvm+json","Mandat 2015-2019","http://hdl.handle.net/11703/102103","cat","","CC-BY [només pel text] | CC0 [conjunt de dades]","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca | https://creativecommons.org/choose/zero/?lang=ca","Costos basats en activitats | Comptabilitat de costos | Activity-based costing | Cost accounting | Costes basados en actividades | Contabilidad de costes","Economia","costos","Memòria de costos 2014 : informe corporatiu","text | dataset","info:eu-repo/semantics/other",""
"","Direcció de Serveis de Gestió de Costos i Avaluació | Direcció de Pressupostos i Política Fiscal | Gerència de Presidència i Economia","Barcelona. Districte 10. Sant Martí | Barcelona. District 10. Sant Martí | Barcelona. Distrito 10. Sant Martí",2017.0,"","2019-09-06","2019-09-06","","application/pdf | application/vnd.ms-excel | application/csvm+json","3 documents (4 fitxers)","application/pdf | application/vnd.ms-excel | application/csvm+json","Mandat 2015-2019","http://hdl.handle.net/11703/117501","spa","","CC-BY [només pel text] | CC0 [conjunt de dades]","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca | https://creativecommons.org/choose/zero/?lang=ca","Costos basats en activitats | Comptabilitat de costos | Districte 10. Sant Martí | Activity-based costing | Cost accounting | Districte 10. Sant Martí | Costes basados en actividades | Contabilidad de costes | Districte 10. Sant Martí","Economia","costos","Memoria de costes 2017 : Distrito Sant Martí","text | dataset","info:eu-repo/semantics/other",""
"","Direcció de Serveis de Gestió de Costos i Avaluació | Direcció de Pressupostos i Política Fiscal | Gerència de Presidència i Economia","Barcelona | Barcelona | Barcelona",2017.0,"","2019-09-06","2019-09-06","","application/pdf | application/vnd.ms-excel | application/csvm+json","3 documents (4 fitxers)","application/pdf | application/vnd.ms-excel | application/csvm+json","Mandat 2015-2019","http://hdl.handle.net/11703/117348","cat","","CC-BY [només pel text] | CC0 [conjunt de dades]","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca | https://creativecommons.org/choose/zero/?lang=ca","Costos basats en activitats | Comptabilitat de costos | Promoció econòmica | Activity-based costing | Cost accounting | Economic development | Costes basados en actividades | Contabilidad de costes | Promoción económica","Economia","costos","Memòria de costos 2017 : Promoció Econòmica","text | dataset","info:eu-repo/semantics/other",""
"","Direcció de Serveis de Gestió de Costos i Avaluació | Direcció de Pressupostos i Política Fiscal | Gerència de Presidència i Economia","Barcelona. Districte 1. Ciutat Vella | Barcelona. District 1. Ciutat Vella | Barcelona. Distrito 1. Ciutat Vella",2017.0,"","2019-09-06","2019-09-06","","application/pdf | application/vnd.ms-excel | application/csvm+json","3 documents (4 fitxers)","application/pdf | application/vnd.ms-excel | application/csvm+json","Mandat 2015-2019","http://hdl.handle.net/11703/117491","spa","","CC-BY [només pel text] | CC0 [conjunt de dades]","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca | https://creativecommons.org/choose/zero/?lang=ca","Costos basats en activitats | Comptabilitat de costos | Districte 1. Ciutat Vella | Activity-based costing | Cost accounting | Districte 1. Ciutat Vella | Costes basados en actividades | Contabilidad de costes | Districte 1. Ciutat Vella","Economia","costos","Memoria de costes 2017 : Distrito Ciutat Vella","text | dataset","info:eu-repo/semantics/other",""
"","Direcció de Serveis de Gestió de Costos i Avaluació | Direcció de Pressupostos i Política Fiscal | Gerència de Presidència i Economia","Barcelona. Districte 1. Ciutat Vella | Barcelona. District 1. Ciutat Vella | Barcelona. Distrito 1. Ciutat Vella",2015.0,"","2019-06-05","2019-06-05","","application/pdf | application/vnd.ms-excel | application/csvm+json","3 documents (4 fitxers)","application/pdf | application/vnd.ms-excel | application/csvm+json","Mandat 2015-2019","http://hdl.handle.net/11703/117547","spa","","CC-BY [només pel text] | CC0 [conjunt de dades]","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca | https://creativecommons.org/choose/zero/?lang=ca","Costos basats en activitats | Comptabilitat de costos | Districte 1. Ciutat Vella | Activity-based costing | Cost accounting | Districte 1. Ciutat Vella | Costes basados en actividades | Contabilidad de costes | Districte 1. Ciutat Vella","Economia","costos","Memoria de costes 2015 : Distrito Ciutat Vella","text | dataset","info:eu-repo/semantics/other",""
"","Direcció de Serveis de Gestió de Costos i Avaluació | Direcció de Pressupostos i Política Fiscal | Gerència de Presidència i Economia","Barcelona. Districte 9. Sant Andreu | Barcelona. District 9. Sant Andreu | Barcelona. Distrito 9. Sant Andreu",2017.0,"","2019-09-06","2019-09-06","","application/pdf | application/vnd.ms-excel | application/csvm+json","3 documents (4 fitxers)","application/pdf | application/vnd.ms-excel | application/csvm+json","Mandat 2015-2019","http://hdl.handle.net/11703/117500","spa","","CC-BY [només pel text] | CC0 [conjunt de dades]","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca | https://creativecommons.org/choose/zero/?lang=ca","Costos basats en activitats | Comptabilitat de costos | Districte 9. Sant Andreu | Activity-based costing | Cost accounting | Districte 9. Sant Andreu | Costes basados en actividades | Contabilidad de costes | Districte 9. Sant Andreu","Economia","costos","Memoria de costes 2017 : Distrito Sant Andreu","text | dataset","info:eu-repo/semantics/other",""
"","Direcció de Serveis de Gestió de Costos i Avaluació | Direcció de Pressupostos i Política Fiscal | Gerència de Presidència i Economia","Barcelona. Districte 3. Sants-Montjuïc | Barcelona. District 3. Sants-Montjuïc | Barcelona. Distrito 3. Sants-Montjuïc",2017.0,"","2019-09-06","2019-09-06","","application/pdf | application/vnd.ms-excel | application/csvm+json","3 documents (4 fitxers)","application/pdf | application/vnd.ms-excel | application/csvm+json","Mandat 2015-2019","http://hdl.handle.net/11703/117493","spa","","CC-BY [només pel text] | CC0 [conjunt de dades]","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca | https://creativecommons.org/choose/zero/?lang=ca","Costos basats en activitats | Comptabilitat de costos | Districte 3. Sants-Montjuïc | Activity-based costing | Cost accounting | Districte 3. Sants-Montjuïc | Costes basados en actividades | Contabilidad de costes | Districte 3. Sants-Montjuïc","Economia","costos","Memoria de costes 2017 : Distrito Sants-Montjuïc","text | dataset","info:eu-repo/semantics/other",""
"Diari","Direcció de Serveis de Gestió de Costos i Avaluació | Direcció de Pressupostos i Política Fiscal | Gerència de Presidència i Economia","Barcelona | Barcelona | Barcelona","","Si","2019-06-09","2019-06-09","","application/vnd.ms-excel","","application/pdf | application/vnd.ms-excel | application/csvm+json","Mandat 2015-2019","http://hdl.handle.net/11703/117798","eng","","CC-BY","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca | https://creativecommons.org/choose/zero/?lang=ca","Costos basats en activitats | Comptabilitat de costos | Activity-based costing | Cost accounting | Costes basados ​​en actividades | Contabilidad de costes","Economia","costos","Education cost memory 2017","text | text","info:eu-repo/semantics/other",""
"","Direcció de Serveis de Gestió de Costos i Avaluació | Direcció de Pressupostos i Política Fiscal | Gerència de Presidència i Economia","Barcelona | Barcelona | Barcelona",2014.0,"","2017-05-11","2017-05-11","","application/pdf | application/vnd.ms-excel | application/csvm+json","9 documents","application/pdf | application/vnd.ms-excel | application/csvm+json","Mandat 2011-2015","http://hdl.handle.net/11703/117509","spa","","CC-BY [només pel text] | CC0 [conjunt de dades]","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca | https://creativecommons.org/choose/zero/?lang=ca","Costos basats en activitats | Comptabilitat de costos | Medi ambient | Serveis públics | Activity-based costing | Cost accounting | Environment | Public utilities | Costes basados en actividades | Contabilidad de costes | Medio ambiente | Servicios públicos","Economia | Medi ambient","costos","Memoria de costes 2014 : Medio Ambiente y Servicios Urbanos","text | dataset","info:eu-repo/semantics/other",""
"Diari","Direcció de Serveis de Gestió de Costos i Avaluació | Direcció de Pressupostos i Política Fiscal | Gerència de Presidència i Economia","Barcelona | Barcelona | Barcelona","","Si","2019-05-06","2019-05-06","","application/vnd.ms-excel","","application/pdf | application/vnd.ms-excel | application/csvm+json","Mandat 2015-2019","http://hdl.handle.net/11703/117779","eng","","CC-BY","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca | https://creativecommons.org/choose/zero/?lang=ca","Costos basats en activitats | Comptabilitat de costos | Activity-based costing | Cost accounting | Costes basados ​​en actividades | Contabilidad de costes","Economia","costos","Gràcia cost memory 2016","text | text","info:eu-repo/semantics/other",""
