"Trimestre","Tipus ens","Nom ens","Procediment","Tipus de contracte","Nombre","Import"
1,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Licitacions amb negociació","Privats de l'Administració",0.0,0.0
1,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Licitacions amb negociació","Administratius especials",0.0,0.0
1,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Negociat sense publicitat","Obres",0.0,0.0
1,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Negociat sense publicitat","Serveis",0.0,0.0
1,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Negociat sense publicitat","Subministraments",0.0,0.0
1,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Negociat sense publicitat","Gestió Serveis Públics/Concessions",0.0,0.0
1,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Negociat sense publicitat","Privats de l'Administració",0.0,0.0
1,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Negociat sense publicitat","Administratius especials",0.0,0.0
1,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Basats en acord marc","Obres",0.0,0.0
1,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Basats en acord marc","Serveis",0.0,0.0
1,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Basats en acord marc","Subministraments",0.0,0.0
1,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Basats en acord marc","Gestió Serveis Públics/Concessions",0.0,0.0
1,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Basats en acord marc","Privats de l'Administració",0.0,0.0
1,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Basats en acord marc","Administratius especials",0.0,0.0
1,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Menors","Obres",0.0,0.0
1,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Menors","Serveis",5.0,78831.5
1,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Menors","Subministraments",0.0,0.0
1,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Menors","Gestió Serveis Públics/Concessions",0.0,0.0
1,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Menors","Privats de l'Administració",0.0,0.0
1,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Menors","Administratius especials",0.0,0.0
1,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Menors derivats autorització genèrica de despesa","Obres",0.0,0.0
1,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Menors derivats autorització genèrica de despesa","Serveis",0.0,0.0
1,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Menors derivats autorització genèrica de despesa","Subministraments",0.0,0.0
1,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Menors derivats autorització genèrica de despesa","Gestió Serveis Públics/Concessions",0.0,0.0
1,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Menors derivats autorització genèrica de despesa","Privats de l'Administració",0.0,0.0
1,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Menors derivats autorització genèrica de despesa","Administratius especials",0.0,0.0
1,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Concurs de Projectes","Obres",0.0,0.0
1,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Concurs de Projectes","Serveis",0.0,0.0
1,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Concurs de Projectes","Subministraments",0.0,0.0
1,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Concurs de Projectes","Gestió Serveis Públics/Concessions",0.0,0.0
1,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Concurs de Projectes","Privats de l'Administració",0.0,0.0
1,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Concurs de Projectes","Administratius especials",0.0,0.0
1,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Designació de Formadors","Obres",0.0,0.0
1,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Designació de Formadors","Serveis",0.0,0.0
1,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Designació de Formadors","Subministraments",0.0,0.0
1,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Designació de Formadors","Gestió Serveis Públics/Concessions",0.0,0.0
1,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Designació de Formadors","Privats de l'Administració",0.0,0.0
1,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Designació de Formadors","Administratius especials",0.0,0.0
1,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Tramitació d'Emergència","Obres",0.0,0.0
1,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Tramitació d'Emergència","Serveis",0.0,0.0
1,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Tramitació d'Emergència","Subministraments",0.0,0.0
1,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Tramitació d'Emergència","Gestió Serveis Públics/Concessions",0.0,0.0
1,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Tramitació d'Emergència","Privats de l'Administració",0.0,0.0
1,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Tramitació d'Emergència","Administratius especials",0.0,0.0
2,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Oberts","Obres",0.0,0.0
2,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Oberts","Serveis",0.0,0.0
2,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Oberts","Subministraments",0.0,0.0
2,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Oberts","Gestió Serveis Públics/Concessions",0.0,0.0
2,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Oberts","Privats de l'Administració",0.0,0.0
2,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Oberts","Administratius especials",0.0,0.0
2,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Obert simplificat","Obres",0.0,0.0
2,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Obert simplificat","Serveis",0.0,0.0
2,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Obert simplificat","Subministraments",0.0,0.0
2,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Obert simplificat","Gestió Serveis Públics/Concessions",0.0,0.0
2,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Obert simplificat","Privats de l'Administració",0.0,0.0
2,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Obert simplificat","Administratius especials",0.0,0.0
2,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Obert simplificat abreujat","Obres",0.0,0.0
2,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Obert simplificat abreujat","Serveis",0.0,0.0
2,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Obert simplificat abreujat","Subministraments",0.0,0.0
2,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Obert simplificat abreujat","Gestió Serveis Públics/Concessions",0.0,0.0
2,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Obert simplificat abreujat","Privats de l'Administració",0.0,0.0
2,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Obert simplificat abreujat","Administratius especials",0.0,0.0
2,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Restringits","Obres",0.0,0.0
2,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Restringits","Serveis",0.0,0.0
2,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Restringits","Subministraments",0.0,0.0
2,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Restringits","Gestió Serveis Públics/Concessions",0.0,0.0
2,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Restringits","Privats de l'Administració",0.0,0.0
2,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Restringits","Administratius especials",0.0,0.0
2,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Licitacions amb negociació","Obres",0.0,0.0
2,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Licitacions amb negociació","Serveis",0.0,0.0
2,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Licitacions amb negociació","Subministraments",0.0,0.0
2,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Licitacions amb negociació","Gestió Serveis Públics/Concessions",0.0,0.0
2,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Licitacions amb negociació","Privats de l'Administració",0.0,0.0
2,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Licitacions amb negociació","Administratius especials",0.0,0.0
2,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Negociat sense publicitat","Obres",0.0,0.0
2,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Negociat sense publicitat","Serveis",1.0,185130.0
2,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Negociat sense publicitat","Subministraments",0.0,0.0
2,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Negociat sense publicitat","Gestió Serveis Públics/Concessions",0.0,0.0
2,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Negociat sense publicitat","Privats de l'Administració",0.0,0.0
2,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Negociat sense publicitat","Administratius especials",0.0,0.0
2,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Basats en acord marc","Obres",0.0,0.0
2,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Basats en acord marc","Serveis",0.0,0.0
2,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Basats en acord marc","Subministraments",0.0,0.0
2,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Basats en acord marc","Gestió Serveis Públics/Concessions",0.0,0.0
2,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Basats en acord marc","Privats de l'Administració",0.0,0.0
2,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Basats en acord marc","Administratius especials",0.0,0.0
2,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Menors","Obres",0.0,0.0
2,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Menors","Serveis",21.0,275709.47
2,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Menors","Subministraments",0.0,0.0
2,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Menors","Gestió Serveis Públics/Concessions",0.0,0.0
2,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Menors","Privats de l'Administració",0.0,0.0
2,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Menors","Administratius especials",0.0,0.0
2,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Menors derivats autorització genèrica de despesa","Obres",0.0,0.0
2,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Menors derivats autorització genèrica de despesa","Serveis",0.0,0.0
2,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Menors derivats autorització genèrica de despesa","Subministraments",0.0,0.0
2,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Menors derivats autorització genèrica de despesa","Gestió Serveis Públics/Concessions",0.0,0.0
2,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Menors derivats autorització genèrica de despesa","Privats de l'Administració",0.0,0.0
2,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Menors derivats autorització genèrica de despesa","Administratius especials",0.0,0.0
2,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Concurs de Projectes","Obres",0.0,0.0
2,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Concurs de Projectes","Serveis",0.0,0.0
2,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Concurs de Projectes","Subministraments",0.0,0.0
2,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Concurs de Projectes","Gestió Serveis Públics/Concessions",0.0,0.0
2,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Concurs de Projectes","Privats de l'Administració",0.0,0.0
2,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Concurs de Projectes","Administratius especials",0.0,0.0
2,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Designació de Formadors","Obres",0.0,0.0
2,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Designació de Formadors","Serveis",0.0,0.0
2,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Designació de Formadors","Subministraments",0.0,0.0
2,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Designació de Formadors","Gestió Serveis Públics/Concessions",0.0,0.0
2,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Designació de Formadors","Privats de l'Administració",0.0,0.0
2,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Designació de Formadors","Administratius especials",0.0,0.0
2,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Tramitació d'Emergència","Obres",0.0,0.0
2,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Tramitació d'Emergència","Serveis",0.0,0.0
2,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Tramitació d'Emergència","Subministraments",0.0,0.0
2,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Tramitació d'Emergència","Gestió Serveis Públics/Concessions",0.0,0.0
2,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Tramitació d'Emergència","Privats de l'Administració",0.0,0.0
2,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Tramitació d'Emergència","Administratius especials",0.0,0.0
3,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Oberts","Obres",0.0,0.0
3,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Oberts","Serveis",0.0,0.0
3,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Oberts","Subministraments",0.0,0.0
3,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Oberts","Gestió Serveis Públics/Concessions",0.0,0.0
3,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Oberts","Privats de l'Administració",0.0,0.0
3,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Oberts","Administratius especials",0.0,0.0
3,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Obert simplificat","Obres",0.0,0.0
3,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Obert simplificat","Serveis",0.0,0.0
3,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Obert simplificat","Subministraments",0.0,0.0
3,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Obert simplificat","Gestió Serveis Públics/Concessions",0.0,0.0
3,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Obert simplificat","Privats de l'Administració",0.0,0.0
3,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Obert simplificat","Administratius especials",0.0,0.0
3,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Obert simplificat abreujat","Obres",0.0,0.0
3,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Obert simplificat abreujat","Serveis",0.0,0.0
3,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Obert simplificat abreujat","Subministraments",0.0,0.0
3,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Obert simplificat abreujat","Gestió Serveis Públics/Concessions",0.0,0.0
3,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Obert simplificat abreujat","Privats de l'Administració",0.0,0.0
3,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Obert simplificat abreujat","Administratius especials",0.0,0.0
3,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Restringits","Obres",0.0,0.0
3,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Restringits","Serveis",0.0,0.0
3,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Restringits","Subministraments",0.0,0.0
3,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Restringits","Gestió Serveis Públics/Concessions",0.0,0.0
3,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Restringits","Privats de l'Administració",0.0,0.0
3,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Restringits","Administratius especials",0.0,0.0
3,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Licitacions amb negociació","Obres",0.0,0.0
3,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Licitacions amb negociació","Serveis",0.0,0.0
3,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Licitacions amb negociació","Subministraments",0.0,0.0
3,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Licitacions amb negociació","Gestió Serveis Públics/Concessions",0.0,0.0
3,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Licitacions amb negociació","Privats de l'Administració",0.0,0.0
3,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Licitacions amb negociació","Administratius especials",0.0,0.0
3,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Negociat sense publicitat","Obres",0.0,0.0
3,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Negociat sense publicitat","Serveis",0.0,0.0
3,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Negociat sense publicitat","Subministraments",0.0,0.0
3,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Negociat sense publicitat","Gestió Serveis Públics/Concessions",0.0,0.0
3,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Negociat sense publicitat","Privats de l'Administració",0.0,0.0
3,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Negociat sense publicitat","Administratius especials",0.0,0.0
3,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Basats en acord marc","Obres",0.0,0.0
3,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Basats en acord marc","Serveis",2.0,62315.0
3,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Basats en acord marc","Subministraments",0.0,0.0
3,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Basats en acord marc","Gestió Serveis Públics/Concessions",0.0,0.0
3,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Basats en acord marc","Privats de l'Administració",0.0,0.0
3,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Basats en acord marc","Administratius especials",0.0,0.0
3,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Menors","Obres",1.0,13832.72
3,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Menors","Serveis",17.0,199329.35
3,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Menors","Subministraments",1.0,15596.17
3,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Menors","Gestió Serveis Públics/Concessions",0.0,0.0
3,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Menors","Privats de l'Administració",0.0,0.0
3,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Menors","Administratius especials",0.0,0.0
3,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Menors derivats autorització genèrica de despesa","Obres",0.0,0.0
3,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Menors derivats autorització genèrica de despesa","Serveis",0.0,0.0
3,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Menors derivats autorització genèrica de despesa","Subministraments",0.0,0.0
3,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Menors derivats autorització genèrica de despesa","Gestió Serveis Públics/Concessions",0.0,0.0
3,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Menors derivats autorització genèrica de despesa","Privats de l'Administració",0.0,0.0
3,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Menors derivats autorització genèrica de despesa","Administratius especials",0.0,0.0
3,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Concurs de Projectes","Obres",0.0,0.0
3,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Concurs de Projectes","Serveis",0.0,0.0
3,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Concurs de Projectes","Subministraments",0.0,0.0
3,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Concurs de Projectes","Gestió Serveis Públics/Concessions",0.0,0.0
3,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Concurs de Projectes","Privats de l'Administració",0.0,0.0
3,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Concurs de Projectes","Administratius especials",0.0,0.0
3,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Designació de Formadors","Obres",0.0,0.0
3,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Designació de Formadors","Serveis",0.0,0.0
3,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Designació de Formadors","Subministraments",0.0,0.0
3,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Designació de Formadors","Gestió Serveis Públics/Concessions",0.0,0.0
3,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Designació de Formadors","Privats de l'Administració",0.0,0.0
3,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Designació de Formadors","Administratius especials",0.0,0.0
3,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Tramitació d'Emergència","Obres",0.0,0.0
3,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Tramitació d'Emergència","Serveis",0.0,0.0
3,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Tramitació d'Emergència","Subministraments",0.0,0.0
3,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Tramitació d'Emergència","Gestió Serveis Públics/Concessions",0.0,0.0
3,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Tramitació d'Emergència","Privats de l'Administració",0.0,0.0
3,"SOCIETATS PRIVADES MUNICIPALS","BARCELONA REGIONAL, S.A.","Tramitació d'Emergència","Administratius especials",0.0,0.0
1,"CONSORCIS","CONSORCI DE L'AUDITORI I L'ORQUESTA","Oberts","Obres",0.0,0.0
1,"CONSORCIS","CONSORCI DE L'AUDITORI I L'ORQUESTA","Oberts","Serveis",1.0,837789.06
1,"CONSORCIS","CONSORCI DE L'AUDITORI I L'ORQUESTA","Oberts","Subministraments",0.0,0.0
1,"CONSORCIS","CONSORCI DE L'AUDITORI I L'ORQUESTA","Oberts","Gestió Serveis Públics/Concessions",0.0,0.0
1,"CONSORCIS","CONSORCI DE L'AUDITORI I L'ORQUESTA","Oberts","Privats de l'Administració",0.0,0.0
1,"CONSORCIS","CONSORCI DE L'AUDITORI I L'ORQUESTA","Oberts","Administratius especials",0.0,0.0
1,"CONSORCIS","CONSORCI DE L'AUDITORI I L'ORQUESTA","Obert simplificat","Obres",0.0,0.0
1,"CONSORCIS","CONSORCI DE L'AUDITORI I L'ORQUESTA","Obert simplificat","Serveis",0.0,0.0
1,"CONSORCIS","CONSORCI DE L'AUDITORI I L'ORQUESTA","Obert simplificat","Subministraments",0.0,0.0
1,"CONSORCIS","CONSORCI DE L'AUDITORI I L'ORQUESTA","Obert simplificat","Gestió Serveis Públics/Concessions",0.0,0.0
1,"CONSORCIS","CONSORCI DE L'AUDITORI I L'ORQUESTA","Obert simplificat","Privats de l'Administració",0.0,0.0
1,"CONSORCIS","CONSORCI DE L'AUDITORI I L'ORQUESTA","Obert simplificat","Administratius especials",0.0,0.0
1,"CONSORCIS","CONSORCI DE L'AUDITORI I L'ORQUESTA","Obert simplificat abreujat","Obres",0.0,0.0
1,"CONSORCIS","CONSORCI DE L'AUDITORI I L'ORQUESTA","Obert simplificat abreujat","Serveis",0.0,0.0
1,"CONSORCIS","CONSORCI DE L'AUDITORI I L'ORQUESTA","Obert simplificat abreujat","Subministraments",0.0,0.0
1,"CONSORCIS","CONSORCI DE L'AUDITORI I L'ORQUESTA","Obert simplificat abreujat","Gestió Serveis Públics/Concessions",0.0,0.0
