"dcAccrualPeriodicity","dcAccrualPolicy","dccontributorauthor","dccoveragespatial","dccoveragetemporal","dccoveragevigencia","dcdatecreated","dcdateissued","dcdescription","dcdescriptionsponsorship","dcdescriptiontableofcontents","dcformat","dcformatextent","dcformatmimetype","dcidentifierBG","dcidentifierab","dcidentifierentitat","dcidentifiermandat","dcidentifieruri","dclanguage","dcpublisher","dcrelation","dcrelationhasversion","dcrelationisformatof","dcrelationisrequiredby","dcrelationisversionof","dcrelationrequires","dcrights","dcrightsaccessrights","dcrightsrightsHolder","dcrightsuri","dcsource","dcsubject","dcsubjectcategory","dcsubjectforma","dctitle","dctitlealternative","dctype","dctypedriver","Unnamed: 39"
"","","Institut Municipal de Serveis Socials (Barcelona) | Uniaudit Oliver Camps, S.L. | Auren Auditores S.P., S.L.P.","Barcelona | Barcelona | Barcelona","2017","","2018","2018","","","","application/pdf","56 p.","application/pdf","","","","Mandat 2015-2019","http://hdl.handle.net/11703/115600","cat","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","Finances municipals | Finanzas municipales | Municipal finance | Comptabilitat | Contabilidad | Accounting | Auditoria | Auditoría | Auditing | Institut Municipal de Serveis Socials (Barcelona) | Institut Municipal de Serveis Socials (Barcelona) | Institut Municipal de Serveis Socials (Barcelona)","Economia","comptes | documents digitalitzats","Comptes anuals 2017 de l'Institut Municipal de Serveis Socials de Barcelona (juntament amb l’informe de l’auditoria)","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"Anual","","Gestora de Runes de la Construcció, S.A. | Pleta Auditores-Consultores, S.L.P.","Barcelona | Barcelona | Barcelona","2015","","2016-03-30","2016","Formulats pel Consell d'Administració de la Societat de 30-03-2016 | Informe d'auditoria en castellà, la resta de documentació en català","","","application/pdf","50 p.","application/pdf","","","societats mercantils","Mandat 2015-2019","http://hdl.handle.net/11703/107379","spa | cat","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Gestora de Runes de la Construcció, S.A. | Pleta Auditores-Consultores, S.L.P.","http://creativecommons.org/licenses/by/4.0/deed.ca","","Gestora de Runes de la Construcció, S.A. | Finances municipals | Comptabilitat | Auditoria | Gestora de Runes de la Construcció, S.A. | Municipal finance | Accounting | Auditing | Gestora de Runes de la Construcció, S.A. | Finanzas municipales | Contabilidad | Auditoría","Economia","comptes | documents digitalitzats","Comptes anuals 2015 de Gestora de Runes de la Construcció, S.A. (juntament amb l'informe de l'auditoria)","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"Anual","","Fundació Mies van der Rohe","Barcelona | Barcelona | Barcelona","2009","No","2010","2010","Podeu consultar la versió resum a: http://hdl.handle.net/11703/110663","","","application/pdf","16 p.","application/pdf","","","entitats públiques empresarials | fundacions","Mandat 2007-2011","http://hdl.handle.net/11703/106969","cat","","","http://hdl.handle.net/11703/110663","","","","","CC-BY","info:eu-repo/semantics/openAccess","Fundació Mies van der Rohe","http://creativecommons.org/licenses/by/4.0/deed.ca","","Fundació Mies van der Rohe | Municipal finance | Accounting | Fundació Mies van der Rohe | Finanzas municipales | Contabilidad | Fundació Mies van der Rohe | Finances municipals | Comptabilitat","Economia","comptes","Comptes anuals 2009 de la Fundació Mies van der Rohe","Memòria de l'exercici 2009 de la Fundació Mies van der Rohe","text","info:eu-repo/semantics/other",""
"","","Associació Internacional de Ciutats Educadores (Barcelona) | Gabinete Técnico de Auditoría y Consultoría, S.A.","Barcelona | Barcelona | Barcelona","2018","","2019-03-21","2019","Formulats pel Comitè executiu de l'Associació  de Internacional de Ciutats Educadores de 21-03-2019 | Podeu consultar la versió en castellà a: http://hdl.handle.net/11703/116134","","","application/pdf","21 p.","application/pdf","","","associacions","Mandat 2015-2019","http://hdl.handle.net/11703/115552","cat","","http://hdl.handle.net/11703/116134","","","","","","CC-BY","info:eu-repo/semantics/openAccess","Associació Internacional de Ciutats Educadores (Barcelona) | Gabinete Técnico de Auditoría y Consultoría, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","","Finances municipals | Finanzas municipales | Municipal finance | Comptabilitat | Contabilidad | Accounting | Auditoria | Auditoría | Auditing | Associació Internacional de Ciutats Educadores (Barcelona) | Associació Internacional de Ciutats Educadores (Barcelona) | Associació Internacional de Ciutats Educadores (Barcelona)","Economia","comptes","Comptes anuals 2018 de l'Associació Internacional de Ciutats Educadores (juntament amb l'informe de l'auditoria)","","text","info:eu-repo/semantics/other",""
"Anual","","Ecoparc de Barcelona, S.A. | Deloitte (Firma)","Barcelona | Barcelona | Barcelona","2011","","2012-03-01","2012","Aprovats pel Consell d'Administració el 01-03-2012","","L'informe de gestió de l'exercici 2011","application/pdf","50 p.","application/pdf","","","societats mercantils","Mandat 2011-2015","http://hdl.handle.net/11703/106845","spa","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Ecoparc de Barcelona, S.A. | Deloitte, S.L.","http://creativecommons.org/licenses/by/4.0/deed.ca","","Ecoparc de Barcelona, S.A. | Finances municipals | Comptabilitat | Auditoria | Ecoparc de Barcelona, S.A. | Municipal finance | Accounting | Auditing | Ecoparc de Barcelona, S.A. | Finanzas municipales | Contabilidad | Auditoría","Economia","comptes | documents digitalitzats","Cuentas anuales 2011 de Ecoparc de Barcelona, S.A. (junto con el informe de auditoría)","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"Anual","","Institut Municipal de Serveis Socials (Barcelona) | PricewaterhouseCoopers (Firma) | Gabinete Técnico de Auditoría y Consultoría, S.A.","Barcelona | Barcelona | Barcelona","2013","","2014","2014","","","","application/pdf","57 p.","application/pdf","","","organismes autònoms","Mandat 2011-2015","http://hdl.handle.net/11703/107392","cat","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Institut Municipal de Serveis Socials (Barcelona) | PricewaterhouseCoopers (Firma) | Gabinete Técnico de Auditoría y Consultoría, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","","Institut Municipal de Serveis Socials (Barcelona) | Finances municipals | Comptabilitat | Auditoria | Institut Municipal de Serveis Socials (Barcelona) | Municipal finance | Accounting | Auditing | Institut Municipal de Serveis Socials (Barcelona) | Finanzas municipales | Contabilidad | Auditoría","Economia","comptes | documents digitalitzats","Comptes anuals 2013 de l'Institut Municipal de Serveis Socials (juntament amb l’informe de l’auditoria)","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"Anual","","Consorci de les Drassanes Reials i Museu Marítim de Barcelona","Barcelona | Barcelona | Barcelona","2014","","2015","2015","","","Memòria d'activitats Museu Marítim de Barcelona 2014","application/pdf","2 documents","application/pdf","","","consorcis","Mandat 2011-2015","http://hdl.handle.net/11703/107191","cat","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Consorci de les Drassanes Reials i Museu Marítim de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","Consorci de les Drassanes Reials i Museu Marítim de Barcelona | Finances municipals | Comptabilitat | Consorci de les Drassanes Reials i Museu Marítim de Barcelona | Municipal finance | Accounting | Consorci de les Drassanes Reials i Museu Marítim de Barcelona | Finanzas municipales | Contabilidad","Economia","comptes | documents digitalitzats","Comptes anuals 2014 del Consorci de les Drassanes Reials i Museu Marítim de Barcelona","Compte general 2014 del Consorci de les Drassanes Reials i Museu Marítim de Barcelona","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"Anual","","Institut Municipal d'Informàtica (Barcelona) | PricewaterhouseCoopers (Firma) | Gabinete Técnico de Auditoría y Consultoría, S.A.","Barcelona | Barcelona | Barcelona","2015","","2016-04-06","2016","Aprovats pel Gerent i el President del Consell Rector el 06-04-2016","","","application/pdf","2 documents","application/pdf","","","organismes autònoms","Mandat 2015-2019","http://hdl.handle.net/11703/106888","cat","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Institut Municipal d'Informàtica (Barcelona) | PricewaterhouseCoopers (Firma) | Gabinete Técnico de Auditoría y Consultoría, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","","Institut Municipal d'Informàtica (Barcelona) | Finances municipals | Comptabilitat | Auditoria | Institut Municipal d'Informàtica (Barcelona) | Municipal finance | Accounting | Auditing | Institut Municipal d'Informàtica (Barcelona) | Finanzas municipales | Contabilidad | Auditoría","Economia","comptes | documents digitalitzats","Comptes anuals 2015 de l'Institut Municipal d'Informàtica de Barcelona (juntament amb l’informe de l’auditoria)","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"Anual","","Fundació Centre de Medicina Regenerativa de Barcelona | BDO Auditores, S.L.P.","Barcelona | Barcelona | Barcelona","2014","","2015-07-17","2015","Formulats per resolució del Patronat de la Fundació de 17-07-2015","","","application/pdf","2 documents","application/pdf","","","fundacions","Mandat 2011-2015","http://hdl.handle.net/11703/107206","cat","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Fundació Centre de Medicina Regenerativa de Barcelona | BDO Auditores, S.L.P.","http://creativecommons.org/licenses/by/4.0/deed.ca","","Fundació Centre de Medicina Regenerativa de Barcelona | Finances municipals | Comptabilitat | Auditoria | Fundació Centre de Medicina Regenerativa de Barcelona | Municipal finance | Accounting | Auditing | Fundació Centre de Medicina Regenerativa de Barcelona | Finanzas municipales | Contabilidad | Auditoría","Economia","comptes | documents digitalitzats","Comptes anuals 2014 de la Fundació Centre de Medicina Regenerativa de Barcelona (juntament amb l’informe de l’auditoria)","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"Anual","","Fundació Joan Miró | Deloitte (Firma)","Barcelona | Barcelona | Barcelona","2013","","2014","2014","","","","application/pdf","36 p.","application/pdf","","","fundacions","Mandat 2011-2015","http://hdl.handle.net/11703/107317","cat","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Fundació Joan Miró | Deloitte (Firma)","http://creativecommons.org/licenses/by/4.0/deed.ca","","Fundació Joan Miró | Finances municipals | Comptabilitat | Auditoria | Fundació Joan Miró | Municipal finance | Accounting | Auditing | Fundació Joan Miró | Finanzas municipales | Contabilidad | Auditoría","Economia","comptes | documents digitalitzats","Comptes anuals 2013 de la Fundació Joan Miró (juntament amb l’informe de l’auditoria)","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"Anual","Oberta","Tractament i Selecció de Residus, S.A. (TERSA)","Barcelona | Barcelona | Barcelona","2009","No","2010","2010","Requerides per la Memòria 2009 [http://hdl.handle.net/11703/87868]","","","application/pdf","","application/pdf",6407.0,"","societats mercantils","Mandat 2007-2011","http://hdl.handle.net/11703/87866","cat","Tractament i Selecció de Residus (Barcelona)","","","","http://hdl.handle.net/11703/87868","","","CC0","info:eu-repo/semantics/openAccess","Tractament i Selecció de Residus, S.A. (TERSA)","https://creativecommons.org/choose/zero/?lang=ca | https://creativecommons.org/choose/zero/?lang=en | https://creativecommons.org/choose/zero/?lang=es","","Tractament i Selecció de Residus, S.A. (TERSA) | Comptabilitat | Tractament i Selecció de Residus, S.A. (TERSA) | Accounting | Tractament i Selecció de Residus, S.A. (TERSA) | Contabilidad","Medi ambient | Economia","comptes","Dades de producció 2009","","text","info:eu-repo/semantics/other",""
"Anual","","Cementiris de Barcelona, S.A.","Barcelona | Barcelona | Barcelona","2015","","2016","2016","","","","application/pdf","44 p.","application/pdf","","","societats mercantils","Mandat 2015-2019","http://hdl.handle.net/11703/106984","spa","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Cementiris de Barcelona, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","","Cementiris de Barcelona, S.A. | Finances municipals | Comptabilitat | Cementiris de Barcelona, S.A. | Municipal finance | Accounting | Cementiris de Barcelona, S.A. | Finanzas municipales | Contabilidad","Economia","comptes | documents digitalitzats","Cuentas anuales 2015 de Cementiris de Barcelona, S.A.","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"Anual","","Institut Municipal d'Educació (Barcelona) | PricewaterhouseCoopers (Firma) | Gabinete Técnico de Auditoría y Consultoría, S.A.","Barcelona | Barcelona | Barcelona","2012","","2013","2013","","","","application/pdf","45 p.","application/pdf","","","organismes autònoms","Mandat 2011-2015","http://hdl.handle.net/11703/107045","cat","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Institut Municipal d'Educació (Barcelona) | Gabinete Técnico de Auditoría y Consultoría, S.A. | PricewaterhouseCoopers (Firma)","http://creativecommons.org/licenses/by/4.0/deed.ca","","Institut Municipal d'Educació (Barcelona) | Finances municipals | Comptabilitat | Auditoria | Institut Municipal d'Educació (Barcelona) | Municipal finance | Accounting | Auditing | Institut Municipal d'Educació (Barcelona) | Finanzas municipales | Contabilidad | Auditoría","Economia","comptes | documents digitalitzats","Comptes anuals 2012 de l'Institut Municipal d'Educació (juntament amb l’informe de l’auditoria)","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"Anual","","Societat Prestacions d'Assistència Mèdica, S.L. | Gabinete Técnico de Auditoría y Consultoría, S.A.","Barcelona | Barcelona | Barcelona","2013","","2014-06-30","2014","Formulats pel Consell d'Administració de la Societat de 30-06-2014","","Informe de gestió de l'exercici 2013","application/pdf","51 p.","application/pdf","","","societats mercantils","Mandat 2011-2015","http://hdl.handle.net/11703/107152","cat","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Societat Prestacions d'Assistència Mèdica, S.L. | Gabinete Técnico de Auditoría y Consultoría, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","","Societat Prestacions d'Assistència Mèdica, S.L. | Finances municipals | Comptabilitat | Auditoria | Societat Prestacions d'Assistència Mèdica, S.L. | Municipal finance | Accounting | Auditing | Societat Prestacions d'Assistència Mèdica, S.L. | Finanzas municipales | Contabilidad | Auditoría","Economia","comptes | documents digitalitzats","Comptes anuals 2013 de la Societat Prestacions d'Assistència Mèdica, S.L. (juntament amb l’informe de l’auditoria)","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"Anual","","Associació Medcities/Medcites","Barcelona | Barcelona | Barcelona","2015","","2015","2015","","","","application/pdf","2 documents","application/pdf","","","","Mandat 2011-2015 | Mandat 2015-2019","http://hdl.handle.net/11703/110600","cat | eng","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","Associació Medcities/Medcites","http://creativecommons.org/licenses/by/4.0/deed.ca","","Comptabilitat | Associació Medcities/Medcites | Accounting | Associació Medcities/Medcites | Contabilidad | Associació Medcities/Medcites","Economia","comptes","Comptes anuals 2015 de  l'Associació Medcities/Medcites","","text","info:eu-repo/semantics/other",""
"","","Direcció de Serveis de Comptabilitat | Direcció de Pressupostos i Política Fiscal | Gerència d'Economia, Empresa i Ocupació","Barcelona | Barcelona | Barcelona","2012","","2012","2012","","","Memòria justificativa del cost i rendiment dels serveis públics","application/pdf | application/pdf","288 p.","application/pdf",13424.0,"","","Mandat 2011-2015","http://hdl.handle.net/11703/97763","cat","","","","Reproducció digital del document en suport original","","","","CC0","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","https://creativecommons.org/choose/zero/?lang=ca","","Finances municipals | Comptabilitat | Municipal finance | Accounting | Finanzas municipales | Contabilidad","Economia","comptes | documents digitalitzats","Compte General 2012","","text","info:eu-repo/semantics/other",""
"Anual","","Mercabarna, S.A.","Barcelona | Barcelona | Barcelona","2009","","2010-03-04","2010","Formulats pel Consell d'Administació de l'entitat de 04-03-2010","","Informe de gestió de l'exercici 2009","application/pdf","50 p.","application/pdf","","","societats mercantils","Mandat 2007-2011","http://hdl.handle.net/11703/106998","spa","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","Mercabarna, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","","Mercabarna, S.A. | Finances municipals | Comptabilitat | Mercabarna, S.A. | Municipal finance | Accounting | Mercabarna, S.A. | Finanzas municipales | Contabilidad","Economia","comptes","Cuentas anuales 2009 de Mercabarna, S.A.","Memoria del ejercicio 2009 de Mercabarna, S.A.","text","info:eu-repo/semantics/other",""
