"dccontributorauthor","dccoveragespatial","dccoveragetemporal","dccoveragevigencia","dcdatecreated","dcdateissued","dcdatevalidfinal","dcdatevalidinici","dcdescription","dcdescriptionLegislationChangedBy","dcdescriptionLegislationChanges","dcdescriptionsponsorship","dcdescriptiontableofcontents","dcformat","dcformatextent","dcformatmimetype","dcidentifierBG","dcidentifierab","dcidentifiercitation","dcidentifierentitat","dcidentifieruri","dclanguage","dcrelation","dcrelationhasversion","dcrelationisformatof","dcrelationisreplacedby","dcrelationisrequiredby","dcrelationisversionof","dcrelationreplaces","dcrelationrequires","dcrights","dcrightsaccessrights","dcrightsrightsHolder","dcrightsuri","dcsubject","dcsubjectcategory","dcsubjectforma","dcsubjectprogramme","dctitle","dctitlealternative","dctype","dctypedriver","Unnamed: 42"
"Ajuntament de Barcelona","Barcelona. Districte 1. Ciutat Vella | Barcelona. Districte 2. Eixample | Barcelona. Districte 3. Sants-Montjuïc | Barcelona. Districte 4. Les Corts | Barcelona. Districte 5. Sarrià-Sant Gervasi | Barcelona. Districte 6. Gràcia | Barcelona. Districte 7. Horta-Guinardó | Barcelona. Districte 8. Nou Barris | Barcelona. Districte 9. Sant Andreu | Barcelona. Districte 10. Sant Martí | Barcelona. District 1. Ciutat Vella | Barcelona. District 2. Eixample | Barcelona. District 3. Sants-Montjuïc | Barcelona. District 4. Les Corts | Barcelona. District 5. Sarrià-Sant Gervasi | Barcelona. District 6. Gràcia | Barcelona. District 7. Horta-Guinardó | Barcelona. District 8. Nou Barris | Barcelona. District 9. Sant Andreu | Barcelona. District 10. Sant Martí | Barcelona. Distrito 1. Ciutat Vella | Barcelona. Distrito 2. Eixample | Barcelona. Distrito 3. Sants-Montjuïc | Barcelona. Distrito 4. Les Corts | Barcelona. Distrito 5. Sarrià-Sant Gervasi | Barcelona. Distrito 6. Gràcia | Barcelona. Distrito 7. Horta-Guinardó | Barcelona. Distrito 8. Nou Barris | Barcelona. Distrito 9. Sant Andreu | Barcelona. Distrito 10. Sant Martí","2007","No","2006-11-29","2007-01-20","2007-12-31","2007-01-01","Aprovats per la Comissió de Govern de 29-11-2006","","","","Preus públics pels serveis de: Llars residències per a disminuïts físics i llars residències per a disminuïts psíquics; Residències, habitatges tutelats i centres de dia; Serveis de la Secció Muntada; la Secció Canina i la Galeria de Tir de la Guàrdia Urbana; Productes i Serveis de Barcelona Informació; Granja Escola Can Girona; Utilització de les Instal·lacions Municipals Esportives d'àmbit de ciutat i de districte; Equipaments del Districte de Ciutat Vella; Equipaments del Districte de l'Eixample; Equipaments del Districte de Sants-Montjuïc, Equipaments del Districte de les Corts; Equipaments del Districte de Sarrià-Sant Gervasi;Equipaments del Districte de Gràcia; Equipaments del Districte d'Horta-Guinardó; Equipaments del Districte de Nou Barris; Equipaments del Districte de Sant Andreu; i Equipaments del Districte de Sant Martí","application/pdf","","application/pdf","14838 | 12640","","Gaseta Municipal de Barcelona, núm. 3 (20-01-2007) | Correcció d'errades: Gaseta Municipal de Barcelona, núm. 4 (30-01-2007)","districtes","http://hdl.handle.net/11703/87108","cat","","","","http://hdl.handle.net/11703/87106","","","http://hdl.handle.net/11703/88976","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","","Hisenda","preus públics","","Preus públics per a l'any 2007 i successius : regulació general i preus públics ; serveis dels equipaments dels districtes","","text","info:eu-repo/semantics/other",""
"Ajuntament de Barcelona","Barcelona | Barcelona | Barcelona","2001","No","2000-11-08","2000-12-20","2001-12-31","2001-01-01","Aprovats per la Comissió de Govern de 08-11-2000","","","","","application/pdf","","application/pdf","12750","","Gaseta Municipal de Barcelona, núm. 34 (20-12-2000)","","http://hdl.handle.net/11703/89038","cat","","","","http://hdl.handle.net/11703/89020","http://hdl.handle.net/11703/89023","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","","Hisenda","preus públics","","Preus públics per a l'any 2001 i successius : Barcelona Informació","","text","info:eu-repo/semantics/other",""
"Ajuntament de Barcelona","Barcelona | Barcelona | Barcelona","2015","No","2014-12-17","2014-12-29","2015-12-31","2015-01-01","Aprovats per la Comissió de Govern de 17-12-2014","","","","","application/pdf","","application/pdf","17455","","Butlletí Oficial de la Província de Barcelona (29-12-2014)","","http://hdl.handle.net/11703/88940","cat","","","","http://hdl.handle.net/11703/86389","","","http://hdl.handle.net/11703/88945","http://hdl.handle.net/11703/87095","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","","Hisenda","preus públics","","Preus públics per a l'any 2015 i successius : regulació general i preus  públics","","text","info:eu-repo/semantics/other",""
"Ajuntament de Barcelona","Barcelona | Barcelona | Barcelona","2008","No","2007-12-05","2007-12-21","","2008-01-01","Aprovats per la Comissió de Govern de 05-12-2007","","","","Preus públics dels serveis de recollida de residus comercials i industrials assimilables a municipals i de prestació de serveis especials de neteja i recollida de residus municipals","application/pdf","","application/pdf","12632 | 12633 | 12634","","Butlletí Oficial de la Província de Barcelona, núm. 305 (21-12-2007) | Correcció errades :  Butlletí Oficial de la Província de Barcelona núm. 10 (11-01-2008) | Correcció errades :  Butlletí Oficial de la Província de Barcelona núm. 28 (01-02-2008) | Publicat també a la Gaseta Municipal de Barcelona, núm. 1 (10-01-2008), p. 2-9","","http://hdl.handle.net/11703/87107","cat","","","","","","","http://hdl.handle.net/11703/88972","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Residus | Waste products | Residuos","Hisenda","preus públics","","Preus públics per a l'any 2008 i successius : recollida de residus","","text","info:eu-repo/semantics/other",""
"Ajuntament de Barcelona","Barcelona | Barcelona | Barcelona","2002","No","2001-09-05","2001-12-30","2002-12-31","2002-01-01","Aprovats per la Comissió de Govern de 05-09-2001","","","","","application/pdf","2 p.","application/pdf","12762","","Gaseta Municipal de Barcelona, núm. 36 (30-12-2001), p. 2002-2003","","http://hdl.handle.net/11703/89022","cat","","","","","http://hdl.handle.net/11703/89002","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Salut pública | Public health | Salud pública","Hisenda","preus públics","","Preus públics per a l'any 2002 i successius : consultoria, assessorament i documentació en matèria de salut pública","","text","info:eu-repo/semantics/other",""
"Ajuntament de Barcelona","Barcelona | Barcelona | Barcelona","2008","No","2007-12-05","2007-12-30","","2008-02-01","Aprovats per la Comissió de Govern de 05-12-2007","","","","","application/pdf","1 p.","application/pdf","12636","","Gaseta Municipal de Barcelona, núm. 34 (30-12-2007)","","http://hdl.handle.net/11703/88971","cat","","","","","","","http://hdl.handle.net/11703/88974 | http://hdl.handle.net/11703/88975","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Zoo de Barcelona | Mercabarna, S.A. | Zoo de Barcelona | Mercabarna, S.A. | Zoo de Barcelona | Mercabarna, S.A.","Hisenda","preus públics","","Preus públics per a l'any 2008 i successius : Parc Zoològic de Barcelona i Mercabarna","","text","info:eu-repo/semantics/other",""
"Institut de Cultura de Barcelona","Barcelona | Barcelona | Barcelona","2013 | 2014","","2013-07-04","2013-07-04","","","Aprovats pel Consell d'Administració de l'Institut de Cultura de Barcelona el 04-07-2016","","","","","application/pdf","6 p.","application/pdf","","","","entitats públiques empresarials","http://hdl.handle.net/11703/99279","cat","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","","http://creativecommons.org/licenses/by/4.0/deed.ca","Activitats culturals | Equipaments culturals | Cultural animation | Arts facilities | Animación cultural | Equipamientos culturales","Cultura i oci | Hisenda","preus públics","","Preus públics per a l'any 2013-2014: serveis culturals i activitats a desenvolupar en el Born Centre Cultural","","text","info:eu-repo/semantics/other",""
"Districte 7. Horta-Guinardó","Barcelona. Districte 7. Horta-Guinardó | Barcelona. District 7. Horta-Guinardó | Barcelona. Distrito 7. Horta-Guinardó","2001","No","2001-01-31","2001-02-28","","","Aprovats a la Comissió de Govern de 31-01-2001","","","","Tarifes dels serveis dels centres cívics, Boca Nord i Seu del Districte i del  centres d’activitat per a la gent gran","application/pdf","2 p.","application/pdf","12697","","Gaseta Municipal de Barcelona, núm. 7 (28-02-2001)","districtes","http://hdl.handle.net/11703/89026","cat","","","","http://hdl.handle.net/11703/89374","","","http://hdl.handle.net/11703/89042","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Equipaments col·lectius | Instal·lacions esportives | Infrastructure (Economics) | Sports facilities | Equipamientos colectivos | Instalaciones deportivas","Hisenda","preus públics","","Preus públics per a l'any 2001 i successius : serveis dels equipaments del Districte d'Horta-Guinardó","","text","info:eu-repo/semantics/other",""
"Ajuntament de Barcelona","Barcelona | Barcelona | Barcelona","2004","No","2003-09-02","2003-12-30","2004-12-31","2004-01-01","Aprovats per la Comissió de Govern de 02-09-2013","","","","Regulació general dels preus públics municipals, i els preus públics pels serveis de: Educació; Estudis d'anàlisi i control ambiental; Prestació de serveis especials de neteja i recollida comercial de residus municipals; Llars residències per a disminuïts físics i llars residències per a disminuïts psíquics; Residències, habitatges tutelats i centres de dia; Productes i serveis de Barcelona Informació; Serveis de la Secció Muntada, la Secció Canina i la Galeria de Tir de la Guàrdia Urbana; Serveis Urbanístics: assenyalament d'alineacions i rasants; Equipaments culturals i cívics dels Districtes de Ciutat Vella, Sants-Montjuïc, de les Corts, de Nou Barris i de Sant Andreu","application/pdf","63 p.","application/pdf","12663","","Gaseta Municipal de Barcelona, núm. 30 (30-12-2003)","districtes","http://hdl.handle.net/11703/88986","cat","","","","http://hdl.handle.net/11703/88981","","","http://hdl.handle.net/11703/89001","http://hdl.handle.net/11703/88993","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","","Hisenda","preus públics","","Preus públics per a l'any 2004 i successius : regulació general i preus públics","","text","info:eu-repo/semantics/other",""
"Institut Municipal d'Educació (Barcelona)","Barcelona | Barcelona | Barcelona","2014 | 2015","No","2015-03-11","2015-03-26","","","Aprovats per la Comissió de Govern de 11-03-2015 | Modifica Preus públics per al curs 2014-2015 i successius : serveis d’educació","","","","","application/pdf","1 p.","application/pdf","18361","","Butlletí Oficial de la Província de Barcelona (26-03-2015)","organismes autònoms","http://hdl.handle.net/11703/88943","cat","","","","","http://hdl.handle.net/11703/88950","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Escoles bressol | Escoles municipals | Kindergarten | Public schools | Guarderías | Escuelas públicas","Hisenda","preus públics","","Preus públics per al curs 2014-2015  i successius : serveis d’educació : modificació","Modificació dels trams de bonificació dels preus públics pels serveis educatius de les escoles bressol","text","info:eu-repo/semantics/other",""
"Ajuntament de Barcelona","Barcelona | Barcelona | Barcelona","2002","No","2001-09-05","2001-12-30","2002-12-31","2002-01-01","Aprovats per la Comissió de Govern de 05-09-2001","","","","","application/pdf","1 p.","application/pdf","12759","","Gaseta Municipal de Barcelona, núm. 36 (30-12-2001), p. 2001","","http://hdl.handle.net/11703/89019","cat","","","","","http://hdl.handle.net/11703/89002","","http://hdl.handle.net/11703/89037","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Projectes urbanístics | City planning | Planeamiento urbanístico","Hisenda","preus públics","","Preus públics per a l'any 2002 i successius : actes de gestió i planejament urbanístics","Preus públics per a l'any 2002 i successius : serveis urbanístics assenyalament d'alineacions i rasants","text","info:eu-repo/semantics/other",""
"Ajuntament de Barcelona","Barcelona. Districte 1. Ciutat Vella | Barcelona. Districte 2. Eixample | Barcelona. Districte 3. Sants-Montjuïc | Barcelona. Districte 4. Les Corts | Barcelona. Districte 5. Sarrià-Sant Gervasi | Barcelona. Districte 6. Gràcia | Barcelona. Districte 7. Horta-Guinardó | Barcelona. Districte 8. Nou Barris | Barcelona. Districte 9. Sant Andreu | Barcelona. Districte 10. Sant Martí | Barcelona. District 1. Ciutat Vella | Barcelona. District 2. Eixample | Barcelona. District 3. Sants-Montjuïc | Barcelona. District 4. Les Corts | Barcelona. District 5. Sarrià-Sant Gervasi | Barcelona. District 6. Gràcia | Barcelona. District 7. Horta-Guinardó | Barcelona. District 8. Nou Barris | Barcelona. District 9. Sant Andreu | Barcelona. District 10. Sant Martí | Barcelona. Distrito 1. Ciutat Vella | Barcelona. Distrito 2. Eixample | Barcelona. Distrito 3. Sants-Montjuïc | Barcelona. Distrito 4. Les Corts | Barcelona. Distrito 5. Sarrià-Sant Gervasi | Barcelona. Distrito 6. Gràcia | Barcelona. Distrito 7. Horta-Guinardó | Barcelona. Distrito 8. Nou Barris | Barcelona. Distrito 9. Sant Andreu | Barcelona. Distrito 10. Sant Martí","2019","No","2018-12-13","2018-12-21","","2019-01-01","Aprovats per la Comissió de Govern de 13-12-2018","","","","","application/pdf","253 p.","application/pdf","","","Butlletí Oficial de la Província de Barcelona (21-12-2018)","districtes","http://hdl.handle.net/11703/111837","cat","","","","","","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Equipaments col·lectius | Instal·lacions esportives | Infrastructure (Economics) | Sports facilities | Equipamientos colectivos | Instalaciones deportivas","Hisenda","preus públics","","Preus públics per a l'any 2019 i successius : serveis dels equipaments dels districtes i les instal·lacions esportives municipals","Preus públics. 2019","text","info:eu-repo/semantics/other",""
"Ajuntament de Barcelona | Districte 4. Les Corts","Barcelona. Districte 4. Les Corts | Barcelona. District 4. Les Corts | Barcelona. Distrito 4. Les Corts","2017","Si","2017-07-20","2017-08-01","","","Aprovats per la Comissió de Govern de 20-07-2017","","","","","application/pdf","1 p.","application/pdf","","","Butlletí Oficial de la Província de Barcelona (01-08-2017)","districtes","http://hdl.handle.net/11703/105223","cat","","","","","","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Instal·lacions esportives | Sports facilities | Instalaciones deportivas","Esport | Hisenda","preus públics","","Preus públics per a l'any 2017 i successius : servei de lloguer de la sala d'activitats del Pavelló municipal L'Illa","","text","info:eu-repo/semantics/other",""
"Barcelona de Serveis Municipals, S.A. (BSM)","Barcelona | Barcelona | Barcelona","2009","No","2008-11-01","2008-11-01","","","","","","","","application/pdf","1 p.","application/pdf","","","","societats mercantils","http://hdl.handle.net/11703/108651","cat","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","Barcelona de Serveis Municipals, S.A. (BSM)","http://creativecommons.org/licenses/by/4.0/deed.ca","Bicing | Bicing | Bicing","Hisenda","preus públics","","Preus públics per a l'any 2009 : tarifes del Bicing : proposta","","text","info:eu-repo/semantics/other",""
"Ajuntament de Barcelona","Barcelona | Barcelona | Barcelona","2002","No","2001-09-05","2001-12-30","2002-12-31","2002-01-01","Aprovats per la Comissió de Govern de 05-09-2001","","","","","application/pdf","1 p.","application/pdf","12757","","Gaseta Municipal de Barcelona, núm. 36 (30-12-2001), p. 2000","","http://hdl.handle.net/11703/89017","cat","","","","","http://hdl.handle.net/11703/89002","","http://hdl.handle.net/11703/89035","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Discapacitats | People with disabilities | Personas con discapacidad","Hisenda","preus públics","","Preus públics per a l'any 2002 i successius : llars residències per a disminuïts físics o psíquics","","text","info:eu-repo/semantics/other",""
"Ajuntament de Barcelona | Servei de Prevenció, Extinció d'Incendis i Salvament","Lleida, Carrer (Barcelona) | Barcelona. Districte 3. Sants-Montjuïc | Lleida, Street (Barcelona) | Barcelona. District 3. Sants-Montjuïc | Lleida, Calle (Barcelona) | Barcelona. Distrito 3. Sants-Montjuïc","2017","Si","2017-07-20","2017-08-01","","2017-08-01","Aprovats per la Comissió de Govern de 20-07-2017","","","","","application/pdf","2 p.","application/pdf","","","Butlletí Oficial de la Província de Barcelona (01-08-2017)","districtes","http://hdl.handle.net/11703/105222","cat","","","","","","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Bombers | Equipaments culturals | Fire fighters | Arts facilities | Bomberos | Equipamientos culturales","Hisenda | Seguretat","preus públics","","Preus públics per a l'any 2017 i successius : Espai Bombers – Parc de la Prevenció","","text","info:eu-repo/semantics/other",""
"Agència de Salut Pública de Barcelona | Agència de Salut Pública de Barcelona | Agència de Salut Pública de Barcelona | Agència de Salut Pública de Barcelona","Barcelona | Barcelona | Barcelona","","","2005-02-03 | 2005-02-03 | 2005-02-03 | 2005-02-03","2005-02-07 | 2005-02-07 | 2005-02-07 | 2005-02-07 | 2005-02-07","","","","","","","","application/pdf","2 p. | 2 p. | 2 p. | 2 p.","application/pdf","","","","","http://hdl.handle.net/11703/111756","cat | cat | cat | cat","","","","","","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","","Hisenda","preus públics","","Preus públics per a l'any 2005 i successius : consultoria, assessorament i documentació en matèria de salut pública | Preus públics per a l'any 2005 i successius : consultoria, assessorament i documentació en matèria de salut pública | Preus públics per a l'any 2005 i successius : consultoria, assessorament i documentació en matèria de salut pública | Preus públics per a l'any 2005 i successius : consultoria, assessorament i documentació en matèria de salut pública","","text","info:eu-repo/semantics/other",""
"Districte 5. Sarrià-Sant Gervasi | Districte 8. Nou Barris","Barcelona. Districte 5. Sarrià-Sant Gervasi | Barcelona. Districte 8. Nou Barris | Barcelona. District 5. Sarrià-Sant Gervasi | Barcelona. District 8. Nou Barris | Barcelona. Distrito 5. Sarrià-Sant Gervasi | Barcelona. Distrito 8. Nou Barris","2004","No","2004-02-04","2004-04-10","","2004-04-11","Aprovats per la Comissió de Govern de 04-02-2004 | Aprovar unes noves Tarifes, per a l'any 2004, per la utilització de les instal·lacions municipals esportives Artesania, Can Dragó i Can Cuyàs, del Districte de Nou Barris, i les de modalitats d'abonaments individuals del Complex esportiu de Can Caralleu, del Districte de Sarrià-Sant Gervasi","","","","Nous preus de les instal·lacions municipals esportives Artesania, Can Dragó i Can Cuyàs, del Districte de Nou Barris, i les de modalitats d'abonaments individuals del Complex esportiu de Can Caralleu, del Districte de Sarrià-Sant Gervasi","application/pdf","35 p.","application/pdf","12680","","Gaseta Municipal de Barcelona, núm. 12 (10-04-2004), p. 548-582","districtes","http://hdl.handle.net/11703/88993","cat","","","","","http://hdl.handle.net/11703/88986","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Instal·lacions esportives | Sports facilities | Instalaciones deportivas","Hisenda","preus públics","","Preus públics per a l'any 2004 i successius : instal·lacions municipals esportives dels districtes Sarrià-Sant Gervasi i Nou Barris","","text | text","info:eu-repo/semantics/other",""
"Consorci del Museu de Ciències Naturals de Barcelona","Barcelona | Barcelona | Barcelona","2017","Si","2017-01-02","2017-01-20","","2017-01-01","Aprovats inicialment pel Consell General de 21-10-2016 | Aprovats definitivament el 02-01-2017","","","","","application/pdf","7 p.","application/pdf","","","Butlletí Oficial de la Província de Barcelona (20-01-2017)","consorcis","http://hdl.handle.net/11703/99961","cat","","","","","","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Museu de Ciències Naturals de Barcelona | Activitats culturals | Museu de Ciències Naturals de Barcelona | Cultural animation | Museu de Ciències Naturals de Barcelona | Animación cultural","Hisenda","preus públics","","Preus públics per a l'any 2017 i successius : serveis culturals del Consorci del Museu de les Ciències Naturals de Barcelona","Ordenança reguladora dels preus públics per serveis culturals del Consorci del Museu de les Ciències Naturals de Barcelona per a l'exercici 2017","text","info:eu-repo/semantics/other",""
"Ajuntament de Barcelona","Barcelona | Barcelona | Barcelona","2001","No","2000-11-08","2000-12-20","2001-12-31","2001-01-01","Aprovats per la Comissió de Govern de 08-11-2000","","","","","application/pdf","2 p.","application/pdf","12747","","Gaseta Municipal de Barcelona, núm. 34 (20-12-2000), p. 1567-1568","","http://hdl.handle.net/11703/89035","cat","","","","http://hdl.handle.net/11703/89017","http://hdl.handle.net/11703/89023","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Discapacitats | Residències per a discapacitats | People with disabilities | Group homes for people with disabilities | Personas con discapacidad | Residencias de minusválidos","Hisenda","preus públics","","Preus públics per a l'any 2001 i successius : serveis en les llars- residències per a disminuïts físics o psíquics","","text","info:eu-repo/semantics/other",""
"Districte 4. Les Corts","Barcelona. Districte 4. Les Corts | Barcelona. District 4. Les Corts | Barcelona. Distrito 4. Les Corts","2015","No","2015-03-25","2015-03-26","","","Aprovats per la Comissió de Govern de 25-03-2015","","","","","application/pdf","1 p.","application/pdf","18360","","Butlletí Oficial de la Província de Barcelona (26-03-2015)","districtes","http://hdl.handle.net/11703/88942","cat","","","","","","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Música | Music | Música","Hisenda","preus públics","","Preus públics per a l'any 2015 i successius : Cicle de concerts "" Les Corts és música"" del Districte de les Corts","","text","info:eu-repo/semantics/other",""
"Ajuntament de Barcelona","Barcelona | Barcelona | Barcelona","2004 | 2005","No","2004-07-07","2004-07-30","","","Aprovats per la Comissió de Govern de 07-07-2004","","","","Preus públics municipals pels serveis d'educació, pels serveis d'escolaritat, ensenyament, assistència a cursos i/o alimentació a les Escoles Bressol, a les Escoles Municipals de Música, a l'Escola Massana, al Conservatori Municipal de Música, a les Escoles d'Educació Especial i a l'Escola de Mitjans Audiovisuals (EMAV)","application/pdf","4 p.","application/pdf","12722","","Gaseta Municipal de Barcelona, núm. 23 (30-07-2004)","","http://hdl.handle.net/11703/88990","cat","","","","","","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Escoles municipals | Public schools | Escuelas públicas","Hisenda","preus públics","","Preus públics per al curs 2004-2005 : serveis d’educació","","text","info:eu-repo/semantics/other",""
