"dccontributorauthor","dccoveragespatial","dcdatecreated","dcdateissued","dcdescription","dcdescriptiontableofcontents","dcformat","dcformatextent","dcidentifierab","dcidentifieruri","dclanguage","dcrelationisrequiredby","dcrelationrequires","dcrights","dcrightsaccessrights","dcrightsrightsHolder","dcrightsuri","dcsubject","dcsubjectcategory","dcsubjectforma","dctitle","dctype","Unnamed: 22"
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-04-25","2017-04-25","","","application/pdf","1 p.","Núm. Exp. 1353/16","http://hdl.handle.net/11703/105896","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil. Factures","Comerç","laudes","Laude 1353/2016 sobre una factura controvertida","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-03-31","2016-03-31","","","application/pdf","1 p.","Núm. Exp. 1622/15","http://hdl.handle.net/11703/98303","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia per internet","Comerç","laudes","Laude 1622/2015 sobre unes factures controvertides","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-06-27","2017-06-27","","","application/pdf","1 p.","Núm. Exp. 1484/16","http://hdl.handle.net/11703/106468","cas","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Productes defectuosos. Garantia de qualitat. Telefonia mòbil","Comerç","laudes","Laudo 1484/2016 sobre la reparación de un terminal","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-01-12","2016-01-12","","","application/pdf","1 p.","Núm. Exp. 1383/15","http://hdl.handle.net/11703/97590","cas","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Productes defectuosos","Comerç","laudes","Laude 1383_2015 sobre una maleta malmesa","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-09-07","2017-09-07","","","application/pdf","1 p.","Núm. Exp. 1557/16","http://hdl.handle.net/11703/107768","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia per internet. Factures","Comerç","laudes","Laude 1557/2016 sobre unes condicions contractuals","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-11-21","2017-11-21","","","application/pdf","1 p.","Núm. Exp. 1906/16","http://hdl.handle.net/11703/108242","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude","Comerç","laudes","Laude 1906/2016 sobre una inhibició","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-11-28","2017-11-28","","","application/pdf","1 p.","Núm. Exp. 0427/17","http://hdl.handle.net/11703/108257","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Bugaderia","Comerç","laudes","Laude 0427/2017 sobre un procés de neteja controvertit","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-09-13","2016-09-13","","","application/pdf","1 p.","Núm. Exp. 0669/16","http://hdl.handle.net/11703/99530","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Contractes de serveis","Comerç","laudes","Laude 0669/2016 sobre un contracte controvertit","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-09-19","2017-09-19","","","application/pdf","1 p.","Núm. Exp. 1877/16","http://hdl.handle.net/11703/107944","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Productes defectuosos","Comerç","laudes","Laude 1877/2016 sobre la compra d'un vestit","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-05-18","2016-05-18","","","application/pdf","1 p.","Núm. Exp. 0257/16","http://hdl.handle.net/11703/98860","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil","Comerç","laudes","Laude 0257/2016 sobre unes trucades i missatges controvertits","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-02-28","2017-02-28","","","application/pdf","1 p.","Núm. Exp. 0880/16","http://hdl.handle.net/11703/104916","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil. Fiances","Comerç","laudes","Laude 0880/2016 sobre el retorn d'una fiança","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-07-18","2017-07-18","","","application/pdf","1 p.","Núm. Exp. 1146/16","http://hdl.handle.net/11703/106751","cas","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Beques. Ensenyament. Escoles","Comerç","laudes","Laudo 1146/2016 sobre la obtenció de una beca de enseñanza","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-05-16","2017-05-16","","","application/pdf","1 p.","Núm. Exp. 0398/16","http://hdl.handle.net/11703/106069","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Mobles. Productes defectuosos","Comerç","laudes","Laude 0398/2016 sobre la compra d'un sofà","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-10-26","2017-10-26","","","application/pdf","1 p.","Núm. Exp. 1526/16","http://hdl.handle.net/11703/107999","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Factures","Comerç","laudes","Laude 1526/2016 sobre una factura controvertida","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-05-31","2016-05-31","","","application/pdf","1 p.","Núm. Exp. 1706/15","http://hdl.handle.net/11703/99043","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil. Telefonia per internet","Comerç","laudes","Laude 1706/2016 sobre la devolució d'un router i un equip telefònic","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-04-04","2017-04-04","","","application/pdf","1 p.","Núm. Exp. 1179/16","http://hdl.handle.net/11703/105318","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Bugaderia","Comerç","laudes","Laude 1179/2016 sobre el  procés de neteja d'un xal","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-10-04","2016-10-04","","","application/pdf","1 p.","Núm. Exp. 0784/16","http://hdl.handle.net/11703/99640","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil","Comerç","laudes","Laude 0784/2016 sobre recollir l'acord adoptat entre ambdues parts","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-09-19","2017-09-19","","","application/pdf","1 p.","Núm. Exp. 1497/16","http://hdl.handle.net/11703/107940","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Lloguer de vehicles","Comerç","laudes","Laude 1497/2016 sobre un contracte de lloguer","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-02-23","2016-02-23","","","application/pdf","1 p.","Núm. Exp. 1551/15","http://hdl.handle.net/11703/97975","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Contractes de serveis. Telefonia mòbil. Telefonia per internet","Comerç","laudes","Laude 1551/2015 sobre la modificació de les condicions contractuals","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-02-02","2017-02-02","","","application/pdf","1 p.","Núm. Exp. 0652/16","http://hdl.handle.net/11703/102543","cas","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil. Contractes de serveis","Comerç","laudes","Laudo 0652/2016 sobre un contrato multiservicio","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-01-12","2016-01-12","","","other","1p.","Núm. Exp. 1287/15","http://hdl.handle.net/11703/97453","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Contractes de serveis","Comerç","laudes","Laude 1287/2015 sobre els dies no gaudits d'una habitació llogada","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-11-07","2017-11-07","","","application/pdf","1 p.","Núm. Exp. 1995/16","http://hdl.handle.net/11703/108027","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil. Factures","Comerç","laudes","Laude 1995/2016 sobre unes trucades internacionals","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-09-20","2016-09-20","","","application/pdf","1 p.","Núm. Exp. 0708/16","http://hdl.handle.net/11703/99620","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil","Comerç","laudes","Laude 0708/2016 sobre unes trucades de tarificació addicional","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-03-01","2016-03-01","","","application/pdf","1 p.","Núm. Exp. 3132/10","http://hdl.handle.net/11703/98123","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil. Telefonia per internet","Comerç","laudes","Laude 3132/2010 sobre l'adquisició d'un terminal i factures derivades","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-04-25","2017-04-25","","","application/pdf","1 p.","Núm. Exp. 1355/16","http://hdl.handle.net/11703/105902","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Contractes de serveis. Factures","Comerç","laudes","Laude 1355/2016 sobre la modificació d'un contracte","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-03-31","2016-03-31","","","application/pdf","1 p.","Núm. Exp. 1829/15","http://hdl.handle.net/11703/98305","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil","Comerç","laudes","Laude 1829/2015 sobre l'import d'unes trucades internacionals","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-03-08","2016-03-08","","","application/pdf","1 p.","Núm. Exp. 1432/15","http://hdl.handle.net/11703/98172","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Contractes de serveis","Comerç","laudes","Laude 1432/2015 sobre un enviament internacional","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-05-18","2016-05-18","","","application/pdf","1 p.","Núm. Exp. 0082/16","http://hdl.handle.net/11703/99052","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia per internet","Comerç","laudes","Laude 0082/2016 sobre la instal·lació d'un cablejat","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-03-21","2017-03-21","","","application/pdf","1 p.","Núm. Exp. 1037/16","http://hdl.handle.net/11703/105809","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Productes defectuosos","Comerç","laudes","Laude 1037/2016 sobre la compra d'un dispositiu polar","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-11-28","2017-11-28","","","application/pdf","1 p.","Núm. Exp. 0363/17","http://hdl.handle.net/11703/108056","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Bugaderia","Comerç","laudes","Laude 0363/2017 sobre un procés de neteja controvertit","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-03-21","2017-03-21","","","application/pdf","1 p.","Núm. Exp. 0945/16","http://hdl.handle.net/11703/104956","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Tractament de bellesa","Comerç","laudes","Laude 0945/2016 sobre un tractament d'estètica","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-10-25","2017-10-25","Audiència celebrada el 19 d'octubre de 2017. Modificat pel laude de 28-11-2017 [http://hdl.handle.net/11703/108119]","","application/pdf","1 p.","Núm. Exp. 1602/16","http://hdl.handle.net/11703/108015","cat","","http://hdl.handle.net/11703/108119","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil. Factures","Comerç","laudes","Laude 1602/2016 sobre uns serveis roaming","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-03-08","2016-03-08","","","application/pdf","1 p.","Núm. Exp. 1213/15","http://hdl.handle.net/11703/98159","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Contractes de serveis. Productes defectuosos","Comerç","laudes","Laude 1213/2015 sobre els marcs d'unes portes","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-07-12","2016-07-12","","","application/pdf","1 p.","Núm. Exp. 0317/16","http://hdl.handle.net/11703/99356","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil. Contractes de serveis","Comerç","laudes","Laude 0317/2016 sobre les condicions establertes per a ser client","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-01-19","2016-01-19","","","application/pdf","1 p.","Núm. Exp. 0493/15","http://hdl.handle.net/11703/97772","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil","Comerç","laudes","Laude 0493/15 sobre una targeta prepagament anul·lada i la recuperació de la númeració de la línia mòbil","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-09-07","2017-09-07","","","application/pdf","2 p.","Núm. Exp. 1632/16","http://hdl.handle.net/11703/107933","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia per internet. Contractes de serveis","Comerç","laudes","Laude 1632/2016 sobre el manteniment d'unes condicions contractuals","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-03-01","2016-03-01","","","application/pdf","1 p.","Núm. Exp. 3677/11","http://hdl.handle.net/11703/98153","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil. Telefonia per internet","Comerç","laudes","Laude 3677/2011 sobre un compromís de permanència","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-04-26","2016-04-26","","","application/pdf","1 p.","Núm. Exp. 0177/16","http://hdl.handle.net/11703/98780","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Contractes de serveis","Comerç","laudes","Laude 0177/2016 sobre inhibició de la controvèrsia presentada perquè la part reclamant no té condició de persona consumidora","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-03-01","2016-03-01","","Correcció d'errades [2016-09-19]","application/pdf","","Núm. Exp. 0929/12","http://hdl.handle.net/11703/100434","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil","Comerç","laudes","Laude 0929/2012 sobre uns missatges Premiun","text",""
